SAL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SAL20011,46,252,16,0,38,12,5,4,145,0,156,2849,108,3513,6,19,3,0,18,4,0,0,14,0,11,194,9,253,4,6,5,0,3,3,0,0,6,0,6,28,0,51,0,4,0,0,0,0,0,0,0,0,5,25,0,31,26,10,6,6,18,17,5,0,14,3,24,153,6,230,7,5,0,5,12,10,0,0,5,0,15,152,9,200,8,38,7,3,28,10,5,0,12,3,41,497,8,633,0,0,0,0,0,0,0,0,0,0,3,37,0,49,33,57,5,0,96,31,3,0,13,0,73,2138,40,2452,4,6,0,0,0,0,0,0,4,0,3,60,6,75,0,12,0,0,6,0,3,0,9,0,4,161,6,193,92,156,34,8,184,75,18,10,85,7,177,3443,71,4166,0,0,0,0,4,0,0,0,0,0,0,21,273,300,138,407,54,8,220,83,27,15,228,10,341,6316,461,7982,58,240,27,0
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,88,58,43,5,27,43,9,8,59,3,76,460,29,780,3,3,0,0,0,5,0,0,0,0,0,10,0,17,7,3,6,0,0,0,0,0,4,0,6,26,0,36,0,0,5,0,0,0,0,0,0,0,0,10,0,17,4,0,0,0,3,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,7,20,5,8,0,7,11,0,0,3,4,16,65,0,106,0,0,0,0,0,0,0,0,0,0,4,4,78,88,111,71,49,5,33,49,12,9,69,5,92,523,115,979,32,40,14,0
SAL20014,7,9,0,0,0,6,0,0,5,0,8,103,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,5,0,0,0,0,0,0,9,17,8,12,0,0,9,7,0,0,5,0,5,111,14,160,8,6,0,0
SAL20015,397,556,137,15,216,185,48,95,528,36,442,3874,219,5899,17,12,8,0,9,7,3,0,18,5,8,70,5,122,24,22,7,0,10,4,0,5,11,0,14,85,8,157,11,5,12,0,12,7,0,4,9,0,11,48,0,86,231,62,68,21,159,103,40,24,74,35,104,312,30,827,12,8,0,0,16,7,8,0,8,0,8,66,0,111,0,7,8,0,9,7,0,0,6,0,13,137,7,187,3,7,5,0,0,3,0,0,9,0,11,102,5,131,16,16,8,0,28,8,7,0,11,3,11,205,10,284,5,11,3,0,0,0,0,0,6,0,8,73,4,106,0,5,0,0,0,0,0,0,3,0,6,26,0,37,331,137,112,25,242,154,51,43,147,41,187,1131,72,2054,9,0,4,0,3,6,5,3,5,5,4,20,177,218,739,694,253,48,469,351,106,139,680,83,633,5019,470,8173,179,380,64,0
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,150,273,44,9,91,61,25,40,210,15,171,1526,90,2290,7,10,3,0,14,8,0,6,4,0,9,81,6,128,16,11,8,0,9,4,0,3,4,6,11,9,4,47,13,10,11,0,4,13,3,8,4,6,5,26,0,59,154,29,36,5,100,61,14,17,65,20,86,237,22,589,18,9,5,0,12,5,5,3,11,3,22,78,0,140,41,76,23,0,102,33,18,0,35,7,113,1125,53,1511,0,0,0,0,3,0,0,0,0,0,6,48,0,62,13,11,4,0,25,5,7,5,15,0,14,255,4,324,14,4,5,0,10,0,0,0,10,0,14,39,4,73,3,6,0,0,3,0,0,0,5,0,4,63,7,84,278,169,89,13,293,130,49,39,144,44,285,1961,97,3015,4,4,6,0,7,6,0,0,5,3,0,37,287,342,429,441,138,16,392,191,75,85,361,57,462,3524,482,5641,70,150,29,0
SAL20018,275,340,145,17,91,125,27,52,316,32,324,2863,128,4221,6,14,0,0,3,0,0,0,11,0,14,97,4,134,34,24,22,4,5,16,3,3,34,0,19,246,16,381,14,17,0,0,6,3,3,5,6,0,11,142,4,188,58,26,24,14,59,48,8,7,32,13,47,161,12,363,5,0,0,3,4,5,0,0,4,0,4,19,0,33,4,6,0,0,9,0,0,3,7,0,9,69,0,88,3,0,0,0,3,4,0,0,3,0,4,39,4,58,8,8,0,0,4,4,0,0,5,0,11,98,5,126,9,15,0,0,3,3,0,3,7,0,9,112,3,145,0,3,3,0,0,0,3,0,6,0,0,30,0,45,140,110,57,22,93,88,15,25,109,18,114,1006,56,1572,10,3,3,3,0,4,0,0,0,0,0,31,196,249,426,452,203,43,182,216,46,81,428,47,447,3906,377,6044,136,253,73,0
SAL20019,34,17,12,0,21,22,3,4,21,0,14,135,11,243,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,0,0,0,3,0,0,0,3,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,6,0,0,0,4,22,0,37,0,0,0,0,0,0,0,0,0,0,0,0,17,18,46,21,12,0,23,26,3,9,24,0,19,151,27,297,14,11,0,0
SAL20020,8,9,5,0,0,3,0,3,6,0,4,36,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,5,0,0,3,0,3,6,0,7,42,5,76,0,0,0,0
SAL20021,161,214,48,0,84,57,18,38,250,23,158,1196,70,1942,9,15,0,0,11,3,0,0,13,4,0,67,7,101,20,10,4,0,8,5,0,7,14,0,9,47,0,92,6,4,0,0,0,9,0,0,4,0,9,25,0,43,86,18,7,7,47,46,14,10,26,12,31,85,9,255,10,12,0,0,14,8,0,0,12,0,18,56,0,100,30,24,8,6,38,14,11,0,11,7,42,381,18,527,4,0,0,0,7,0,0,0,8,0,5,92,3,125,6,7,0,0,13,9,3,0,11,0,8,570,9,622,0,3,0,0,4,0,0,0,4,0,3,37,0,50,3,8,0,0,7,0,0,0,4,6,7,115,12,152,171,90,27,19,147,90,32,20,103,23,135,1470,58,2068,12,3,6,0,8,5,0,3,5,0,3,25,271,321,345,310,81,19,238,151,48,65,357,42,298,2696,403,4334,71,160,18,0
SAL20022,387,246,113,33,150,159,40,72,278,46,226,1260,77,2347,3,6,0,0,6,3,0,0,0,0,3,14,0,31,52,15,12,0,17,21,0,16,22,5,13,29,3,110,18,6,6,0,7,10,0,0,3,0,0,17,0,47,3,0,3,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,13,4,25,0,0,0,0,0,0,0,0,0,0,0,5,0,13,4,0,0,0,0,0,0,0,0,0,7,16,0,27,0,0,0,0,0,0,0,0,6,0,0,12,0,20,5,5,0,0,0,0,0,0,0,0,0,6,0,14,87,35,23,5,32,37,0,20,38,9,24,122,12,301,16,3,4,0,12,8,0,5,4,0,0,15,113,161,488,284,141,38,196,198,45,101,313,56,251,1400,199,2801,100,115,27,0
SAL20023,809,1122,313,23,361,341,69,144,1209,89,855,5588,405,9611,11,21,5,0,8,9,0,9,14,0,19,58,5,123,45,27,17,3,29,26,4,10,29,4,35,126,10,274,30,8,5,5,7,15,0,5,9,0,12,59,5,119,23,8,7,4,9,13,3,3,6,0,10,36,6,94,0,4,0,0,3,0,0,0,0,0,5,73,0,83,7,10,3,0,10,0,0,0,7,0,11,135,3,173,0,3,0,0,0,0,0,0,6,0,16,157,0,179,11,25,3,0,35,6,3,0,6,0,30,487,13,589,5,7,0,0,7,0,0,0,5,0,4,43,0,67,6,7,4,0,0,3,0,0,6,0,6,100,5,129,129,108,47,8,112,77,9,28,90,9,138,1277,48,1827,8,0,3,0,0,3,0,0,9,0,3,22,341,384,941,1234,364,27,476,418,76,173,1309,94,997,6885,792,11822,327,655,119,0
SAL20024,0,5,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,3,0,0,0,0,0,0,0,0,3,7,0,24,0,3,0,0
SAL20025,4,3,3,0,0,0,0,0,5,0,5,42,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,14,0,0,0,0,0,0,0,0,0,0,0,4,11,17,5,5,5,0,0,4,0,0,10,0,3,47,19,96,3,3,5,0
SAL20026,9,7,3,0,0,7,0,0,12,0,11,30,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,7,3,0,3,6,0,0,12,0,11,26,3,61,4,3,0,0
SAL20027,17,20,11,0,11,11,4,0,19,0,13,155,5,241,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,5,0,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,33,34,25,19,11,0,14,12,4,5,21,0,13,171,45,297,9,13,3,0
SAL20028,100,132,59,0,55,39,8,27,116,17,80,773,41,1235,6,0,0,0,0,0,0,0,5,0,0,3,0,14,7,3,0,0,0,0,0,0,0,0,0,24,0,39,4,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,4,5,0,0,5,0,4,39,4,79,5,0,0,0,0,9,0,0,0,0,0,11,66,94,113,142,67,4,56,48,12,28,121,21,86,823,114,1410,50,88,24,0
SAL20029,18,25,3,0,10,6,0,5,18,0,22,92,4,149,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,3,7,0,5,7,3,24,0,0,0,0,0,0,0,0,0,0,0,0,13,15,25,29,3,0,8,6,0,4,25,0,26,104,11,185,7,12,3,0
SAL20030,13,12,3,0,11,12,0,4,12,0,8,99,5,144,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,16,23,12,3,0,12,12,0,4,15,0,15,100,21,168,6,0,0,0
SAL20031,25,14,7,0,12,9,0,8,24,0,13,83,10,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,24,30,29,13,8,0,11,8,0,8,25,0,20,85,31,195,6,5,0,0
SAL20032,0,3,0,0,0,0,0,0,5,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,5,0,0,16,0,31,0,3,0,0
SAL20033,7,8,4,0,0,4,5,0,3,0,4,30,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,12,8,8,4,0,3,4,0,5,3,0,4,31,9,66,4,3,0,0
SAL20034,245,399,110,24,75,88,21,45,513,24,395,2701,133,4236,12,12,3,0,0,6,3,0,18,0,10,52,0,88,25,31,17,3,13,14,0,3,22,3,22,125,3,233,7,9,4,0,0,4,0,0,8,0,13,62,0,90,58,16,26,12,37,31,8,16,30,13,36,118,4,263,3,7,0,0,0,4,0,3,0,0,6,25,3,34,4,6,0,0,4,12,0,0,16,3,6,89,0,135,5,3,0,0,3,0,0,0,7,0,10,153,0,178,5,3,0,0,6,3,0,0,5,0,6,66,7,80,7,4,4,0,0,5,0,0,3,0,11,85,0,117,0,4,0,0,0,0,0,0,4,0,0,35,0,40,123,99,51,17,70,74,15,20,121,25,116,800,22,1266,3,3,0,0,0,3,0,0,3,0,0,7,183,201,371,508,160,41,149,165,37,69,633,49,512,3515,339,5702,153,316,73,0
