SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL20522,15,15,29,14,24,42,9,6,17,7,6,15,28,36,72,10,7,24,6,12,19,17,3,18,34,33,67,8,7,9,4,9,11,0,0,0,6,10,15,0,0,0,12,16,30,43,79,123,24,27,49,5,4,8,6,14,22,0,0,0,78,130,202,94,144,237,8,0,4,3,7,14,0,0,0,10,7,20,22,25,49,201,259,466
SAL20523,190,192,379,195,189,385,36,39,75,354,341,694,587,569,1156,79,63,144,49,42,93,414,410,829,547,519,1060,25,16,44,39,52,91,19,9,25,74,75,151,0,0,0,158,151,308,376,482,858,163,169,329,53,52,105,101,149,253,0,7,5,696,858,1556,857,1008,1867,15,40,53,50,67,118,3,0,7,62,109,170,344,422,763,2588,2820,5406
SAL20524,162,170,333,272,278,551,38,51,92,186,190,379,496,526,1021,117,97,214,52,69,116,297,279,574,467,440,906,15,7,23,9,21,30,13,7,19,44,45,94,0,0,0,80,82,165,208,222,426,47,55,103,29,22,52,56,80,139,0,0,0,341,382,719,416,461,877,11,9,22,25,41,66,0,0,0,36,51,90,219,211,425,1800,1860,3661
SAL20525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,4,14
SAL20526,6,7,13,9,3,17,0,0,0,5,0,4,12,8,16,6,4,11,0,0,0,0,4,3,11,3,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,10,5,9,0,0,3,0,0,0,0,0,0,0,0,3,19,15,29,57,34,93
SAL20527,4,4,4,0,11,11,3,6,7,12,10,19,15,26,36,4,0,4,3,7,9,10,4,15,13,13,30,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,4,3,6,10,0,0,0,0,0,0,0,4,4,0,0,0,3,12,12,7,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,52,96
SAL20528,97,112,209,228,214,444,75,53,124,23,40,62,320,309,628,97,94,191,85,82,175,32,44,78,216,223,443,20,20,43,48,38,88,25,0,24,68,60,128,0,0,0,164,121,288,188,192,380,83,71,154,13,26,44,69,88,158,0,0,0,359,373,731,519,497,1018,27,14,35,41,38,75,0,0,0,61,51,115,260,199,461,1481,1393,2872
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,8,8,20
SAL20532,0,3,3,0,0,0,0,0,6,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,7,15
SAL20533,28,35,60,57,45,101,27,24,52,13,12,17,98,77,175,37,18,56,12,16,30,4,4,5,50,40,90,8,6,15,8,13,19,9,10,19,21,19,39,0,0,0,47,48,88,32,59,92,14,26,40,6,15,21,10,30,41,0,0,0,66,126,195,115,174,290,3,5,12,7,10,11,0,0,0,13,10,22,54,61,121,359,399,758
SAL20534,0,0,0,6,8,8,0,0,0,0,0,0,6,6,10,0,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,29
SAL20535,6,9,14,23,17,41,11,5,13,0,0,0,36,24,61,25,25,54,0,0,0,0,0,0,28,25,51,0,0,0,0,3,6,0,0,3,0,3,3,0,0,0,0,12,11,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,6,6,15,9,21,27,0,0,0,0,0,0,0,0,0,0,0,0,72,57,125,147,135,283
SAL20536,0,0,0,5,5,6,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14
SAL20537,109,114,225,210,197,404,79,73,151,23,18,41,310,290,594,103,113,218,55,59,111,27,34,65,185,206,394,14,7,22,8,16,30,22,13,33,33,52,83,0,0,0,76,95,173,52,59,108,11,35,49,4,8,12,41,63,100,0,0,0,106,168,272,185,259,440,15,9,23,19,27,52,0,0,0,42,36,76,160,176,341,983,1083,2067
SAL20538,78,76,154,182,162,344,60,64,123,9,13,18,252,231,486,117,125,246,41,49,88,9,16,26,172,185,362,14,12,27,7,12,14,23,14,40,21,33,53,0,0,0,67,70,136,39,60,95,8,14,21,6,7,14,25,38,60,0,0,0,70,127,192,135,195,328,8,6,13,11,23,25,0,0,0,13,28,37,104,90,191,756,802,1560
SAL20539,305,306,607,718,720,1434,209,171,382,47,62,109,975,947,1927,437,472,909,212,140,352,131,137,273,783,752,1532,51,50,104,28,59,91,72,26,104,84,133,217,0,0,0,243,265,510,232,313,539,87,100,180,32,51,83,106,172,276,0,0,5,455,637,1091,694,906,1596,26,23,52,58,84,144,0,0,0,85,111,195,410,482,887,3256,3494,6744
SAL20540,0,5,5,0,0,0,0,0,3,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,13
SAL20541,0,0,0,0,0,0,0,0,0,4,0,4,8,0,8,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,19,7,26
SAL20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20543,0,0,0,5,8,16,0,0,5,0,0,0,4,16,15,5,0,5,4,3,3,0,0,5,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,15,17,30,33,60
SAL20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,0,4,8,7,4,8,0,0,0,0,0,0,7,5,8,0,6,5,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,0,3,0,0,0,0,0,0,5,0,4,10,3,17,29,27,56
SAL20546,0,0,0,5,3,0,0,5,4,0,0,0,6,4,10,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,22,13,35
SAL20547,6,0,6,24,20,40,5,0,5,4,4,6,30,21,52,18,17,32,0,0,0,0,5,8,19,23,37,0,0,0,0,3,3,0,0,0,4,10,14,0,0,0,5,12,16,0,0,0,0,4,9,0,4,4,3,7,12,0,0,0,8,15,24,15,26,42,0,0,0,0,4,4,0,0,0,0,4,4,37,42,84,105,114,215
SAL20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
SAL20549,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,18
SAL20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20551,3,15,16,31,39,68,13,13,30,0,0,3,50,48,99,31,33,66,14,20,31,4,10,15,50,63,116,0,3,6,0,0,0,6,11,21,7,12,19,0,0,0,15,23,42,3,9,14,0,0,0,0,0,0,3,7,14,0,0,0,7,23,30,20,51,72,0,0,0,4,7,9,0,0,0,3,7,12,47,53,105,180,239,422
SAL20552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,9,12
SAL20553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL20554,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,6
SAL20555,0,0,0,6,9,9,0,0,4,0,0,0,7,8,20,4,0,7,3,4,3,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,7,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,26,21,43
SAL20556,161,151,308,381,338,722,80,64,139,73,73,147,531,480,1009,221,235,449,79,70,153,101,89,193,401,396,795,20,23,38,16,16,29,74,32,105,47,59,109,0,0,0,154,134,283,86,143,224,21,49,71,26,11,40,35,83,122,0,0,0,167,292,456,326,423,744,17,7,21,27,37,64,0,0,0,45,45,87,187,180,368,1643,1670,3315
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20558,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,17
SAL20559,6,0,3,7,17,29,0,0,0,0,0,0,10,17,28,6,7,14,0,0,6,3,0,7,16,11,26,0,0,0,0,0,0,3,0,4,6,4,9,0,0,0,8,3,12,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,18,11,24,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,49,48,99
SAL20560,8,3,13,20,22,40,17,11,33,3,9,11,44,40,87,21,19,35,3,7,15,9,4,17,35,32,68,4,3,5,0,0,0,5,0,5,6,10,13,0,0,0,15,14,26,3,5,9,0,5,3,0,0,0,3,9,9,0,0,0,7,16,27,25,32,55,0,0,0,0,0,0,0,0,0,4,0,4,20,22,33,131,130,259
SAL20561,46,37,82,156,160,315,44,32,79,0,0,4,207,196,400,137,110,250,11,13,24,7,6,9,154,128,281,5,5,4,4,13,22,15,19,36,18,30,52,0,0,0,40,69,108,14,39,55,25,26,49,8,10,14,10,28,41,0,0,0,63,102,164,107,167,270,5,5,11,11,16,28,0,0,0,17,28,42,194,217,412,722,766,1488
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL20564,3,3,5,4,6,8,0,0,0,0,4,4,4,6,11,0,0,0,8,0,5,0,0,5,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,25,25,53
SAL20565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20566,73,66,139,161,166,330,79,73,156,17,16,39,257,257,514,129,114,237,53,62,117,24,20,35,199,198,397,9,16,25,12,12,32,18,10,24,29,25,57,3,0,0,74,65,135,95,99,196,25,40,67,13,12,25,13,30,40,0,0,0,146,185,330,221,247,465,26,18,47,17,31,48,0,0,0,48,42,95,146,139,285,941,951,1893
SAL20567,0,0,5,5,4,12,3,8,7,6,5,4,14,11,23,0,6,6,3,0,4,0,4,7,10,7,20,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,4,10,0,0,0,0,0,0,0,0,0,0,0,0,15,19,35,45,45,90
SAL20568,0,0,0,0,0,3,4,6,3,0,0,0,3,3,7,0,0,0,3,3,5,0,0,0,3,7,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,28
SAL20569,120,84,207,231,216,447,62,66,127,15,12,32,311,298,602,138,140,279,50,53,102,29,24,52,217,213,431,127,86,209,139,110,248,63,29,93,106,100,209,0,0,5,439,322,760,1664,1618,3285,716,536,1248,58,47,106,96,102,201,9,0,13,2536,2304,4841,2983,2628,5609,176,151,321,90,70,159,0,0,0,266,217,479,909,653,1561,4803,4093,8898
SAL20570,129,102,233,266,247,514,88,105,195,29,35,65,382,382,770,221,201,417,68,67,134,27,28,54,314,292,614,83,29,113,91,74,167,25,12,38,57,84,137,0,0,0,260,198,455,267,279,551,198,163,356,37,28,61,61,63,129,4,0,4,562,540,1098,823,739,1563,89,59,151,57,75,133,3,4,5,151,134,287,330,288,618,2134,1945,4076
SAL20571,0,0,0,4,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,3,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12
SAL20572,5,5,7,18,9,23,0,0,0,4,0,6,21,5,27,15,8,18,0,4,4,3,3,7,18,15,35,0,0,0,0,3,3,0,0,0,7,4,6,0,0,0,7,4,10,0,0,0,0,3,5,0,0,0,0,4,4,0,0,0,0,5,8,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,54,39,91
SAL20573,4,3,5,5,0,10,3,3,7,4,5,10,9,11,20,4,4,10,0,0,0,3,0,0,4,4,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,38,36,44,79
SAL20574,87,76,165,213,194,411,9,7,17,24,23,49,243,232,481,58,96,156,21,13,41,46,56,111,131,174,298,3,8,10,10,18,28,7,3,14,21,29,48,0,0,0,40,56,99,70,83,154,61,82,144,10,18,30,65,119,184,0,0,0,208,295,503,252,353,600,0,8,6,10,23,32,0,0,0,10,33,47,90,92,179,810,957,1766
SAL20575,87,71,155,239,173,412,36,48,83,16,24,37,292,243,535,140,131,271,45,60,108,29,26,51,216,214,431,11,6,18,12,18,25,29,15,44,21,49,71,0,0,0,79,88,164,37,49,81,16,27,36,0,5,8,24,62,87,0,0,0,73,147,220,151,237,384,7,10,17,17,18,42,0,0,0,28,33,62,106,128,236,882,921,1803
SAL20576,6,6,9,12,6,13,0,0,8,0,0,0,10,6,18,7,0,7,3,11,13,0,0,0,10,14,24,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,5,8,0,3,7,0,0,0,0,0,0,0,3,3,0,0,0,0,7,13,9,12,14,0,0,0,0,0,0,0,0,0,0,0,0,21,16,39,55,47,102
SAL20577,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL20578,0,0,7,8,5,15,0,0,0,0,0,0,8,5,15,0,3,7,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,22,28,49
SAL20579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,14
SAL20580,21,19,42,63,40,104,5,0,8,0,0,3,66,43,112,33,34,71,0,0,0,11,10,24,45,52,91,0,3,3,6,3,6,4,0,6,6,14,19,0,0,0,11,23,37,5,6,5,0,4,4,0,0,3,0,21,27,0,0,0,9,36,41,26,57,82,0,0,0,0,7,5,0,0,0,5,11,10,63,47,116,223,222,448
SAL20581,223,198,418,397,376,774,103,103,207,72,71,142,568,548,1119,135,144,274,69,82,149,39,49,92,240,281,522,33,30,70,42,50,96,37,29,64,71,84,157,0,0,0,187,196,381,55,87,140,43,69,107,3,12,16,38,99,136,0,0,0,141,266,411,326,468,792,29,32,63,42,71,111,0,0,3,69,104,176,212,222,438,1638,1820,3462
SAL20582,574,507,1081,1324,1328,2646,323,330,653,288,350,637,1945,2003,3951,539,540,1083,293,284,578,218,191,412,1054,1021,2072,85,76,162,115,126,246,66,44,112,148,255,404,0,0,0,417,506,921,267,366,631,131,229,357,22,60,85,124,243,369,0,3,3,544,905,1449,963,1410,2374,105,93,203,138,171,303,0,3,3,246,265,507,577,580,1152,5363,5782,11145
SAL20583,5,0,5,0,7,7,3,3,11,0,0,0,3,12,18,5,0,8,3,0,3,0,3,3,4,4,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,6,0,0,0,3,0,3,0,0,0,0,5,5,0,0,0,4,5,3,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,24,29,47
SAL20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,8
SAL20585,0,0,0,3,0,5,0,0,0,0,0,0,3,4,4,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,11,14,23
SAL20586,3,0,3,4,4,12,4,4,11,3,0,6,11,16,25,5,0,5,3,0,5,0,5,9,10,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,37,29,69
SAL20587,0,7,4,6,3,6,0,0,0,0,0,0,7,3,12,0,4,4,0,0,3,0,7,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,11,17,31
SAL20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20590,77,72,148,143,134,273,42,65,106,29,24,56,217,222,439,68,68,135,25,23,49,12,11,18,103,101,205,8,10,18,7,14,23,6,8,15,13,28,43,0,0,0,40,61,99,22,29,50,8,23,32,4,7,16,8,23,24,0,0,0,47,76,126,88,136,222,17,22,41,19,32,50,0,0,0,39,55,95,112,114,222,627,700,1333
SAL20591,12,12,26,54,47,104,18,10,28,0,0,3,72,65,135,37,30,67,29,18,51,0,0,0,61,56,118,3,0,4,0,3,3,8,3,13,8,5,10,0,0,0,23,10,28,0,7,7,0,0,0,0,0,7,0,3,9,0,0,0,4,13,20,25,27,54,3,6,3,0,0,5,0,0,0,3,7,8,54,53,112,229,215,443
SAL20592,58,58,118,99,69,163,87,91,179,33,41,75,216,202,422,79,101,183,45,37,85,29,31,58,156,176,326,8,8,13,8,15,24,15,18,35,24,28,45,0,0,0,52,70,118,12,14,22,7,10,18,5,6,9,6,35,41,0,0,0,27,54,87,82,122,206,12,5,15,16,15,30,0,0,0,29,17,43,238,233,474,785,813,1589
