SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL21470,0,0,3,3,6,5,0,0,0,0,0,4,0,0,0,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,12,13,4,0,3,0,0,0,29,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35,0,0,0,0,0,0,19,20,37,9,11,22,57,54,110
SAL21471,0,0,0,13,11,27,0,0,0,3,3,3,0,0,0,36,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,10,11,23,0,0,0,0,0,0,64,71,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,54,0,0,0,0,0,0,26,29,54,6,0,8,100,101,200
SAL21472,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,4,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,8,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,40,0,0,0,0,0,0,25,14,40,4,6,14,38,41,82
SAL21473,9,10,16,93,102,192,0,0,0,9,13,24,0,0,0,102,132,236,3,0,7,5,8,11,6,6,11,5,5,7,5,9,6,0,0,0,4,3,10,7,4,15,18,25,41,0,0,0,13,16,26,20,25,47,38,52,88,0,0,0,333,406,738,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,3,5,807,755,1560,6,6,11,0,6,3,811,761,1576,90,63,155,1246,1247,2495
SAL21474,0,3,4,9,8,20,0,0,0,4,0,6,0,0,0,23,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,4,0,12,12,0,0,0,42,51,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,67,138,0,0,0,0,0,0,66,67,138,4,9,18,121,127,247
SAL21475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,59,0,0,0,3,0,4,31,31,63,6,4,13,49,43,87
SAL21476,85,87,173,92,106,199,5,0,0,136,131,266,0,0,0,356,391,749,0,0,7,38,46,85,4,5,4,5,8,11,3,7,9,0,6,13,10,6,22,9,18,29,24,18,46,0,0,3,0,0,0,22,28,54,73,84,161,5,0,4,799,868,1663,340,245,590,195,160,356,0,0,0,0,0,0,155,117,267,8,14,23,162,127,295,635,533,1165,4,3,12,8,7,10,653,540,1190,293,206,499,2527,2224,4760
SAL21477,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,15,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,23,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,24,0,0,0,0,0,0,23,4,24,41,20,57,84,38,119
SAL21478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16
SAL21479,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,4,3,0,0,0,7,7,14
SAL21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL21481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,6,4,8,3,5,6,10,4,20
SAL21482,0,0,0,22,12,36,0,0,0,5,6,9,0,0,0,60,60,119,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,4,10,14,27,4,8,11,0,0,0,109,112,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,69,151,0,0,0,0,0,0,80,69,151,15,12,25,206,191,396
SAL21483,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,8,6,13,6,3,8,25,19,43
SAL21484,0,0,0,12,4,19,0,0,0,3,4,3,0,0,0,13,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,28,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,48,97,0,0,0,0,0,0,51,48,97,4,10,9,84,81,167
SAL21485,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,16,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,24,0,0,6,0,0,0,20,9,30,3,7,10,39,26,65
SAL21486,0,0,0,57,57,117,0,0,0,4,0,4,0,0,0,37,54,92,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,8,0,0,0,6,3,7,0,0,0,0,0,0,32,28,59,0,0,0,0,0,0,148,143,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,103,229,0,0,0,0,0,0,131,99,229,25,22,52,304,272,576
SAL21487,0,0,0,5,10,17,0,0,0,0,4,4,0,0,0,33,19,48,0,0,0,8,6,13,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,9,17,3,4,6,0,0,0,58,44,105,0,0,0,18,15,32,0,0,0,0,0,0,8,10,13,0,0,0,11,10,16,35,30,64,0,0,0,0,0,0,35,30,64,19,17,31,142,116,251
SAL21488,4,7,12,55,61,123,0,0,0,21,19,30,0,0,0,127,159,288,0,0,0,0,0,0,4,4,6,0,0,0,7,9,15,0,0,0,4,3,7,9,7,18,9,15,22,0,0,0,3,11,13,11,26,37,25,24,48,0,0,0,284,326,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,325,295,619,5,0,6,0,0,3,332,300,631,35,26,59,655,663,1317
SAL21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,0,0,0,9,7,17,9,12,16,26,26,47
SAL21490,14,21,34,288,385,675,0,0,0,32,31,67,0,0,0,479,555,1029,4,0,4,10,9,16,16,25,34,0,4,9,10,12,24,0,0,6,3,3,14,17,31,47,76,103,175,3,10,17,7,13,20,115,211,324,74,84,157,0,0,0,1132,1475,2611,12,9,20,0,0,0,5,0,5,0,0,0,0,4,3,3,8,13,8,7,17,1414,1362,2779,8,3,11,8,5,12,1426,1377,2798,197,182,381,2791,3075,5869
SAL21491,0,0,0,13,11,23,0,0,0,0,0,5,0,0,0,13,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,3,0,3,0,0,0,34,27,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,69,0,0,0,0,0,0,39,33,73,4,0,4,76,63,141
SAL21492,0,3,3,40,43,83,0,0,0,0,0,0,0,0,0,61,45,113,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,0,5,5,0,0,0,17,18,37,18,11,28,0,0,0,140,141,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,124,267,0,0,0,0,0,0,146,124,268,33,28,60,319,294,616
SAL21493,25,52,81,570,719,1289,0,0,0,105,129,235,0,0,0,1316,1543,2863,9,11,14,52,59,114,23,23,42,0,0,3,28,40,71,0,0,0,12,8,22,58,72,135,111,150,266,29,35,58,5,5,10,280,394,677,160,176,336,10,6,10,2772,3389,6154,51,44,92,22,26,53,0,0,3,0,0,0,26,24,46,9,16,25,34,42,76,3126,2827,5952,28,12,37,4,27,32,3156,2866,6021,376,415,798,6436,6837,13272
SAL21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21495,0,0,0,8,6,11,0,0,0,0,0,5,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,28,0,0,0,0,0,0,19,8,28,0,0,0,41,27,66
SAL21496,0,4,4,40,46,84,0,0,0,9,12,26,0,0,0,114,116,236,0,0,0,5,9,13,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,20,26,43,0,0,7,7,9,12,13,14,22,7,6,13,0,0,0,221,244,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,319,294,614,5,4,6,0,0,0,326,297,618,48,39,87,593,587,1181
SAL21497,0,0,0,13,10,21,0,0,0,0,4,4,0,0,0,26,25,54,4,6,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,3,5,4,3,5,0,0,0,51,56,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,55,132,0,0,0,0,0,0,73,55,132,25,25,44,147,137,284
SAL21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,6,0,3,5,0,0,3,3,7
SAL21499,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL21500,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,4,3,5,0,0,4,0,0,0,19,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,54,0,3,3,0,0,0,25,37,56,0,0,5,42,53,94
SAL21501,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,11,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,35,0,0,0,0,0,0,16,19,35,15,14,32,39,50,85
SAL21502,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,4,0,7,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,3,11,18,0,0,0,0,0,0,21,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,53,0,0,0,0,0,0,26,23,53,4,7,17,58,58,112
SAL21503,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,19,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,42,0,0,0,0,0,0,20,21,42,4,0,6,36,44,84
SAL21504,62,83,140,662,864,1528,0,0,0,171,219,393,62,59,116,1552,1788,3342,62,76,139,53,59,118,24,27,52,8,12,24,36,49,86,3,6,10,34,39,71,99,121,223,127,128,248,15,14,21,65,72,139,195,336,530,303,342,641,15,16,38,3479,4241,7723,61,55,122,20,14,28,8,5,11,0,0,0,20,17,38,26,32,57,45,47,89,4261,4007,8268,26,10,34,19,30,42,4303,4046,8348,455,434,892,8424,8921,17348
SAL21505,0,0,0,7,7,6,0,0,0,0,0,0,0,0,0,8,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,21,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,46,0,0,0,0,0,0,24,19,46,4,5,6,46,45,92
SAL21506,0,0,0,13,12,22,0,0,0,0,4,4,0,0,0,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,4,4,0,5,7,4,3,8,0,0,0,25,32,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,95,0,0,0,0,0,0,48,48,98,4,4,8,82,78,165
SAL21507,0,0,0,10,13,19,0,0,0,4,7,7,0,0,0,11,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,26,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,77,0,0,0,0,0,0,45,30,77,7,3,9,78,64,142
SAL21508,0,0,0,13,13,24,0,0,0,0,0,5,0,0,0,10,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,3,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,32,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,45,0,0,0,0,0,0,20,21,42,12,6,13,61,55,121
SAL21509,5,11,13,29,23,50,0,0,0,0,0,0,0,0,0,49,34,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,14,0,0,0,0,5,12,6,11,17,5,3,8,0,0,0,107,89,198,0,0,5,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,109,246,0,0,5,0,0,0,138,109,247,30,27,55,288,242,527
SAL21510,0,0,0,28,31,61,0,0,0,6,5,10,0,0,0,29,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,0,0,0,0,0,4,9,4,15,0,4,7,0,0,0,90,83,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,120,261,0,0,0,0,0,0,137,120,261,25,20,46,248,227,475
SAL21511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,4,9,6,0,3,7,5,9
SAL21512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,0,0,0,0,0,0,12,9,20,0,0,0,20,14,32
SAL21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,13
SAL21514,0,0,0,48,32,83,0,0,0,0,0,4,0,0,0,35,61,98,0,0,0,0,0,8,5,0,5,0,0,0,3,0,5,0,0,0,5,0,5,0,0,0,9,6,14,0,0,0,0,0,4,5,13,14,6,3,8,0,0,0,114,132,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,161,337,0,0,3,0,0,0,174,161,333,30,21,52,324,311,635
SAL21515,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,0,0,0,0,0,0,8,6,18,0,0,0,26,7,33
SAL21516,0,0,0,18,23,39,0,0,0,0,0,4,0,0,0,30,44,69,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,0,0,0,0,0,0,13,13,26,5,3,5,0,0,0,84,91,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,112,240,0,5,5,0,0,0,133,111,241,27,22,54,245,230,472
SAL21517,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,5,7,14,3,0,3,21,15,36
SAL21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,3,5,5
SAL21519,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,49,0,0,0,0,0,0,29,23,48,0,0,0,43,38,74
SAL21520,9,9,24,60,54,108,0,0,0,12,10,25,0,0,0,147,147,294,0,0,0,23,13,35,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,4,6,14,17,26,0,0,0,0,0,3,11,15,30,10,13,26,0,0,0,279,274,555,9,3,16,60,52,106,0,0,0,0,0,0,9,4,15,0,0,0,9,4,15,246,236,476,0,0,0,0,0,0,247,233,481,87,79,162,693,659,1353
SAL21521,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,6,14,0,0,0,12,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,8,7,15,6,4,14,30,27,62
SAL21522,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,18,0,0,0,0,0,0,9,14,18,0,3,7,18,22,42
SAL21523,0,3,3,43,43,88,0,0,0,4,6,8,0,0,0,40,37,76,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,21,20,40,0,8,11,0,0,0,122,123,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,192,398,0,0,0,0,5,0,208,191,399,25,25,51,361,348,707
SAL21524,4,0,10,83,85,165,0,0,0,8,11,14,0,0,0,88,88,172,0,0,4,3,6,14,0,0,5,0,0,0,3,3,5,0,0,0,4,0,4,9,5,12,15,15,27,0,0,3,0,0,3,21,15,32,11,5,17,0,0,0,244,229,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,186,431,0,3,6,0,0,4,242,189,434,58,40,99,559,465,1021
SAL21525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21526,7,3,8,61,59,118,0,0,0,0,0,6,0,0,0,65,60,126,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,13,21,28,0,0,0,4,4,5,38,43,77,4,5,7,0,0,0,189,197,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,167,364,0,0,0,0,0,0,199,171,364,46,42,91,437,411,850
SAL21527,0,0,0,9,9,14,0,0,0,0,0,0,0,0,0,17,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,28,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,54,0,0,0,0,0,0,31,21,54,3,13,14,67,65,131
SAL21528,0,0,0,29,44,73,0,0,0,9,17,19,0,0,0,68,66,129,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,5,8,0,0,4,0,0,0,34,27,66,6,8,19,0,0,0,159,172,333,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,213,187,396,0,0,0,0,0,0,211,182,397,35,33,69,413,392,806
