SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL21318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,7,0,0,0,16,11,28
SAL21319,0,3,6,0,4,7,0,0,4,0,0,0,0,0,0,396,225,622,20,26,47,6,0,6,5,0,5,5,0,9,7,0,7,7,3,8,454,268,719,3,3,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,16,5,16,0,0,0,0,0,0,0,0,0,0,0,0,109,149,254,42,118,157,4,4,8,621,542,1157
SAL21320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,8,12
SAL21321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,23,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,17,22,40
SAL21322,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,12,8,18,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,39,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,51
SAL21323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL21324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,17,7,28
SAL21325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,22,12,32
SAL21326,3,6,4,10,9,24,0,0,0,0,0,0,3,6,6,900,777,1672,58,79,138,11,0,11,5,0,5,21,4,27,4,5,4,43,43,91,1054,928,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,12,9,22,21,10,30,0,0,0,0,0,0,0,0,0,0,0,0,158,229,386,112,209,322,6,5,16,1345,1383,2728
SAL21327,165,156,322,13,37,56,3,0,3,13,25,39,13,11,21,835,658,1497,23,66,95,10,0,10,24,11,31,162,89,256,13,12,25,93,116,207,1358,1186,2551,12,16,28,0,0,0,19,25,52,3,3,9,5,4,12,8,12,20,57,62,116,0,0,0,0,5,4,0,0,0,0,0,6,0,4,8,4,7,16,14,12,23,73,83,154,12,13,29,0,0,0,0,6,0,18,16,31,1459,1593,3051,298,468,764,8,11,18,3209,3357,6567
SAL21328,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,567,423,995,29,35,65,11,0,11,4,0,4,6,0,9,3,7,11,32,63,90,659,530,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,47,66,114,49,96,142,11,11,19,777,703,1475
SAL21329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,7,9,14
SAL21330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,68,4,4,8,0,0,0,4,0,4,0,0,0,0,0,0,4,3,9,56,31,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29,3,11,13,0,0,0,77,55,131
SAL21331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,0,0,0,0,0,20,18,41
SAL21332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,26,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,17,0,4,4,0,0,0,32,30,63
SAL21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,24,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,16,0,6,7,0,0,0,26,18,50
SAL21334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,0,5,0,0,0,29,11,44
SAL21335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,5,0,0,0,8,4,12
SAL21336,34,32,64,39,50,93,0,0,3,114,117,229,9,14,29,2588,1968,4556,99,197,296,15,0,15,31,5,33,128,49,171,19,26,43,164,212,376,3239,2679,5911,5,4,10,0,0,0,14,9,27,8,4,11,0,6,6,4,0,8,36,26,54,0,0,0,15,22,38,0,5,7,3,3,5,0,0,0,24,28,56,48,39,85,104,92,200,10,11,25,3,0,3,0,0,0,16,14,28,2543,2551,5096,547,866,1422,20,20,46,6472,6229,12700
SAL21337,5,3,7,22,23,42,0,0,0,29,23,50,9,5,6,707,618,1332,26,53,81,9,0,9,9,0,10,29,13,36,12,7,17,24,29,58,881,769,1649,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,10,12,0,0,0,0,3,4,0,0,3,0,4,4,0,0,0,6,7,13,18,0,19,29,20,43,0,0,0,0,0,0,0,0,0,0,4,5,652,691,1346,159,234,387,13,9,20,1730,1725,3449
SAL21338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,10,13,23
SAL21339,92,63,155,35,48,88,6,0,6,0,0,0,20,19,41,5110,3684,8794,314,485,799,89,0,92,10,3,14,21,6,29,50,21,66,34,43,73,5780,4373,10152,23,24,49,0,0,0,0,4,0,42,25,70,4,5,8,0,0,4,72,58,137,0,0,0,0,0,0,0,0,3,4,8,12,4,3,9,10,10,27,52,35,88,135,110,245,31,34,56,0,3,5,0,0,0,31,38,64,1306,1481,2788,417,682,1102,33,21,54,7699,6696,14400
SAL21340,0,0,0,5,5,8,0,0,0,0,0,0,0,8,6,1687,1364,3052,92,125,221,22,0,23,5,0,5,8,3,14,11,0,16,28,13,42,1856,1520,3377,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,15,18,6,15,25,0,0,0,0,0,0,0,0,0,0,0,0,169,248,412,147,277,422,9,13,24,2191,2071,4265
SAL21341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,69,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,44,34,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,3,3,0,0,0,56,38,97
SAL21342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,67,149,0,6,9,4,0,4,0,0,0,0,0,0,0,0,0,3,0,6,94,75,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,30,4,14,16,0,0,0,115,101,219
SAL21343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,27
SAL21344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,104,191,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,104,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,23,4,12,17,5,0,5,115,129,246
SAL21345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,65,140,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,89,72,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,36,60,15,21,35,5,0,5,131,126,260
SAL21346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,280,594,6,10,23,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,340,292,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,32,44,72,23,49,70,0,0,0,396,387,786
SAL21348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,58,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,44,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,9,12,23,0,0,0,58,52,109
SAL21349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,58,133,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,80,61,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,33,10,17,30,0,0,0,101,103,212
SAL21350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,44,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,3,6,6,0,0,0,37,41,80
SAL21351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,43,5,3,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,27,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,16,4,3,9,0,0,6,42,47,85
SAL21352,20,15,32,0,4,3,3,0,3,0,0,0,0,0,0,1530,1149,2677,80,68,150,42,7,46,5,0,5,0,0,4,5,9,15,31,42,75,1717,1288,3007,0,3,3,0,0,0,0,0,0,9,7,15,0,0,0,0,0,0,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,24,25,15,35,5,3,8,0,0,0,0,0,0,4,3,7,251,395,652,161,306,469,10,9,19,2172,2019,4186
SAL21353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,122,6,6,12,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,72,68,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,59,5,6,17,0,0,0,104,111,215
SAL21354,24,23,44,13,9,25,0,0,0,0,0,0,3,0,7,1913,1565,3479,97,103,204,37,0,38,12,4,14,13,3,16,9,4,16,26,20,47,2146,1739,3888,7,8,16,0,0,0,0,0,3,7,5,10,0,0,0,0,3,3,14,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,8,26,33,31,67,0,6,12,0,0,0,0,0,0,3,6,11,482,679,1163,210,495,706,12,11,23,2894,2961,5857
SAL21355,8,7,11,3,4,9,0,0,0,0,0,0,0,0,0,555,428,984,28,27,57,17,0,17,0,0,0,7,0,7,0,0,3,11,0,15,626,462,1091,0,0,5,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,13,6,20,0,0,0,0,0,0,0,0,0,0,0,0,153,190,340,84,154,237,0,0,0,886,819,1698
SAL21356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,4,0,0,0,20,19,44
SAL21357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,17,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,21,0,6,6,0,0,0,25,26,51
SAL21358,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,302,208,510,11,6,23,13,0,18,0,0,0,0,0,0,0,0,0,4,0,3,338,220,557,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,5,0,0,0,0,0,0,0,0,0,0,0,3,69,87,157,41,79,120,6,6,10,461,396,848
SAL21359,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,66,38,108,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,76,52,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,32,20,53,6,14,17,0,0,0,111,86,201
SAL21360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,137,357,15,6,21,10,0,10,0,0,0,0,0,0,3,0,3,9,8,14,257,150,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,58,91,21,57,73,5,5,3,320,264,581
SAL21361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,10,3,16
SAL21362,30,28,56,5,3,11,0,0,0,0,0,0,8,4,14,1169,684,1855,70,115,184,20,0,20,5,0,5,6,0,6,17,3,14,0,12,17,1326,853,2178,8,19,23,0,0,0,0,0,0,16,5,20,0,8,8,0,0,0,23,32,58,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,3,4,13,9,19,38,47,83,13,6,18,0,0,0,0,0,0,13,7,21,129,182,314,114,167,279,13,17,27,1631,1268,2902
SAL21363,6,13,23,18,18,35,0,0,0,22,28,53,3,0,9,521,299,817,22,32,51,7,0,7,7,0,7,6,0,10,5,5,7,17,9,22,630,406,1037,6,8,8,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,14,10,23,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,10,3,0,7,16,22,39,13,9,25,4,0,4,0,0,0,19,9,31,147,185,338,100,101,197,10,6,11,918,729,1645
SAL21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,29,3,6,3,0,0,0,42,40,86
SAL21365,38,33,73,0,3,3,0,0,0,0,0,0,3,0,5,404,271,674,13,17,36,0,0,0,10,0,11,25,10,37,4,0,8,17,28,46,513,374,885,7,11,15,0,0,0,4,3,6,6,9,7,0,0,4,6,0,6,20,22,44,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,4,0,5,30,28,53,0,4,8,0,0,0,0,0,0,0,4,8,450,503,955,102,187,286,7,5,7,1102,1092,2192
SAL21366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,8,18
SAL21367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,52,124,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,0,11,80,61,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,29,7,19,29,4,5,9,100,96,201
SAL21369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,3,0,0,0,27,15,46
SAL21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,16,11,32
SAL21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,5,9,15
SAL21372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
