SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL22086,..,29,1587,5736,3225,1513,1009,313,47,13460,..,126,709,525,369,142,37,7,0,1922,..,0,27,87,152,83,30,13,0,396,9106,..,..,..,..,..,..,..,..,9106,..,1952,..,..,..,..,..,..,..,1952,..,951,615,142,44,19,0,0,0,1779,..,193,242,105,42,64,52,26,8,742,..,89,205,79,42,30,11,0,0,449,..,229,429,128,59,46,21,9,0,918,..,53,258,292,240,149,80,36,5,1114,36,45,65,32,31,23,8,3,0,245,9140,3668,4139,7125,4206,2074,1249,414,67,32089,..,69,2651,5734,2697,1333,803,214,21,13524,..,197,773,516,336,106,21,4,0,1960,..,22,251,555,608,238,90,33,10,1803,8457,..,..,..,..,..,..,..,..,8457,..,1943,..,..,..,..,..,..,..,1943,..,675,459,89,45,7,0,0,0,1279,..,154,126,62,66,175,235,91,31,943,..,74,117,32,21,15,15,0,0,273
SAL22087,..,0,0,3,9,12,15,4,0,38,..,0,0,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,8,..,..,..,..,..,..,..,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,14,6,3,8,18,13,5,0,81,..,0,0,3,12,11,12,4,0,37,..,0,3,0,0,0,0,0,0,9,..,0,0,0,3,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22088,..,0,22,80,107,145,267,172,50,841,..,7,28,26,18,18,18,8,0,128,..,0,0,0,0,6,5,0,0,22,212,..,..,..,..,..,..,..,..,212,..,56,..,..,..,..,..,..,..,56,..,39,22,0,6,5,0,0,0,71,..,0,6,0,0,0,0,0,0,9,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,5,0,0,9,..,6,5,11,22,29,42,29,21,160,0,6,4,3,5,0,0,9,0,23,212,109,97,126,159,205,340,221,74,1539,..,0,29,101,125,172,259,151,24,860,..,5,36,26,21,13,19,4,0,132,..,0,0,7,23,15,5,4,8,63,212,..,..,..,..,..,..,..,..,212,..,58,..,..,..,..,..,..,..,58,..,39,15,5,8,3,5,0,0,69,..,3,0,0,0,0,4,0,3,13,..,6,3,0,0,0,0,0,0,4
SAL22089,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22090,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22091,..,0,0,4,8,0,3,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,4,12,0,0,42,..,0,0,8,3,0,3,0,0,11,..,0,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22092,..,0,0,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,24,..,0,3,0,3,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22093,..,0,0,0,4,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,18,..,0,0,0,5,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL22094,..,0,9,12,21,14,19,10,0,76,..,0,4,6,9,5,0,0,0,15,..,0,0,0,0,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,4,3,4,0,11,0,0,0,0,0,0,0,0,0,6,25,17,13,15,29,22,24,16,3,159,..,0,4,7,19,19,20,3,0,73,..,0,0,3,0,3,0,0,0,21,..,0,0,8,4,0,0,0,0,9,22,..,..,..,..,..,..,..,..,22,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
SAL22095,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,15,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22096,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,17,..,0,0,0,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22097,..,0,0,7,4,0,3,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,6,0,3,0,3,37,..,0,0,3,6,0,3,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22098,..,0,12,29,14,33,34,20,6,140,..,5,14,8,14,6,5,0,0,47,..,0,0,0,0,0,0,0,0,5,61,..,..,..,..,..,..,..,..,61,..,11,..,..,..,..,..,..,..,11,..,17,3,0,0,3,0,0,0,22,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,8,0,0,0,0,0,0,11,..,0,3,9,7,3,10,4,0,30,0,0,0,0,0,0,0,0,0,3,61,32,48,48,33,49,49,20,3,336,..,0,21,22,21,32,28,11,3,140,..,0,17,5,10,0,0,0,0,43,..,0,0,0,4,4,0,3,0,11,56,..,..,..,..,..,..,..,..,56,..,17,..,..,..,..,..,..,..,17,..,7,5,0,0,0,0,0,0,14,..,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
SAL22099,..,0,0,3,0,5,4,0,0,15,..,0,4,5,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,4,3,8,0,12,4,0,0,47,..,0,0,4,3,7,0,0,0,16,..,0,5,0,0,6,0,0,0,12,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22100,..,0,5,8,10,9,9,7,0,40,..,0,5,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,5,..,..,..,..,..,..,..,5,..,7,0,5,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,17,6,13,12,14,8,7,0,92,..,0,3,5,14,12,12,0,0,44,..,0,0,5,4,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,3,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22101,..,0,0,8,5,3,7,7,0,23,..,0,0,5,4,3,0,0,0,17,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,..,0,0,0,5,6,7,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,14,11,13,16,5,0,68,..,0,0,3,4,6,9,0,0,21,..,0,0,3,5,7,0,0,0,17,..,0,0,0,0,0,0,0,0,4,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL22102,..,0,17,28,44,45,44,27,4,205,..,0,18,10,11,5,6,5,0,49,..,0,0,0,0,0,0,0,0,5,80,..,..,..,..,..,..,..,..,80,..,18,..,..,..,..,..,..,..,18,..,15,4,5,0,0,0,0,0,22,..,7,0,0,0,0,0,0,0,10,..,0,5,0,0,0,0,0,0,4,..,6,0,0,0,3,0,0,0,9,..,3,4,4,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,15,87,43,41,56,62,59,55,32,5,440,..,0,21,35,47,40,44,11,5,201,..,3,10,12,16,4,3,0,0,54,..,0,0,5,9,3,0,6,3,25,74,..,..,..,..,..,..,..,..,74,..,21,..,..,..,..,..,..,..,21,..,7,7,6,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SAL22103,..,0,3,4,5,8,18,8,0,59,..,4,8,0,0,8,3,3,0,34,..,0,0,0,0,0,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,0,6,..,0,0,0,3,18,9,3,0,42,0,0,0,5,0,0,0,0,0,4,15,11,15,12,20,43,41,22,0,168,..,0,4,7,16,9,25,10,0,66,..,6,10,0,0,5,4,0,0,29,..,0,0,0,0,0,3,0,0,10,17,..,..,..,..,..,..,..,..,17,..,7,..,..,..,..,..,..,..,7,..,0,0,5,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22104,..,0,5,13,15,8,17,4,0,60,..,3,6,3,6,3,3,0,0,27,..,0,0,0,0,0,0,0,0,8,34,..,..,..,..,..,..,..,..,34,..,8,..,..,..,..,..,..,..,8,..,8,10,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,9,..,0,0,0,3,8,3,0,0,25,0,0,0,3,0,4,0,0,0,6,35,25,27,25,26,28,26,5,0,203,..,0,11,12,15,11,10,3,0,62,..,0,8,4,8,3,3,0,0,22,..,0,0,0,0,3,4,0,0,7,50,..,..,..,..,..,..,..,..,50,..,10,..,..,..,..,..,..,..,10,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,8
SAL22105,..,0,22,124,105,127,205,102,23,704,..,9,38,38,19,24,16,4,0,143,..,0,0,3,8,7,0,4,3,23,303,..,..,..,..,..,..,..,..,303,..,60,..,..,..,..,..,..,..,60,..,38,21,8,9,3,0,0,0,81,..,6,0,0,0,3,4,0,0,23,..,4,0,3,0,0,0,0,0,9,..,0,12,0,3,3,5,0,0,25,..,4,8,10,21,32,30,25,13,154,0,0,4,6,11,3,3,0,5,35,305,122,109,196,181,200,268,140,47,1567,..,0,55,116,116,150,195,77,9,714,..,6,43,35,28,13,14,0,0,147,..,0,12,27,30,19,3,7,6,101,305,..,..,..,..,..,..,..,..,305,..,71,..,..,..,..,..,..,..,71,..,28,10,8,8,4,0,0,0,51,..,5,3,0,0,6,4,3,5,32,..,0,4,0,0,0,0,0,0,7
SAL22106,..,0,4,4,0,8,4,0,0,28,..,0,0,0,4,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,3,..,0,0,4,0,4,3,3,0,12,0,0,0,0,0,5,0,0,0,4,16,8,5,15,7,19,13,3,3,87,..,0,8,6,4,11,3,7,0,31,..,3,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22107,..,0,179,636,635,502,398,253,45,2658,..,27,414,319,219,134,51,29,3,1204,..,0,3,18,47,32,14,3,7,123,1148,..,..,..,..,..,..,..,..,1148,..,336,..,..,..,..,..,..,..,336,..,141,103,41,48,20,0,0,0,361,..,33,27,5,23,8,5,3,0,99,..,12,24,8,8,0,0,0,0,58,..,63,210,53,33,23,16,10,6,406,..,21,186,242,261,216,143,80,27,1182,11,14,24,26,13,15,21,4,4,132,1156,648,1180,1348,1286,963,659,373,100,7712,..,3,281,694,626,491,379,170,27,2671,..,46,479,267,196,104,44,13,0,1149,..,0,18,121,200,94,42,42,19,537,1136,..,..,..,..,..,..,..,..,1136,..,330,..,..,..,..,..,..,..,330,..,97,92,25,28,17,0,0,0,261,..,33,20,7,5,6,18,25,10,129,..,12,22,8,0,0,0,0,0,36
SAL22108,..,0,0,0,0,7,13,7,0,39,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,5,8,4,3,27,0,0,0,0,0,0,3,0,0,5,8,3,0,9,11,17,31,13,5,90,..,0,0,6,8,12,21,0,0,38,..,0,4,0,3,3,4,0,0,15,..,0,0,0,0,4,0,0,0,6,4,..,..,..,..,..,..,..,..,4,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL22109,..,0,26,68,103,188,337,179,33,934,..,5,31,33,28,28,22,15,0,154,..,0,0,4,11,8,9,7,3,30,213,..,..,..,..,..,..,..,..,213,..,41,..,..,..,..,..,..,..,41,..,60,37,14,20,14,6,0,0,144,..,10,0,3,0,6,4,0,0,32,..,3,0,0,0,3,4,0,0,16,..,6,8,0,9,10,3,4,0,43,..,0,7,5,39,49,80,56,21,252,3,4,5,3,7,11,5,6,4,45,216,131,116,127,215,316,469,253,64,1910,..,0,26,84,120,232,321,134,15,934,..,9,28,32,32,32,26,10,0,163,..,0,11,17,27,12,7,14,8,108,175,..,..,..,..,..,..,..,..,175,..,66,..,..,..,..,..,..,..,66,..,33,14,4,12,3,0,0,0,73,..,5,0,0,0,8,8,12,7,42,..,7,0,0,0,3,0,0,0,10
SAL22110,..,0,98,189,268,364,389,197,48,1561,..,54,123,94,90,79,41,11,4,501,..,0,12,23,26,16,8,6,0,95,732,..,..,..,..,..,..,..,..,732,..,153,..,..,..,..,..,..,..,153,..,200,66,40,17,17,0,0,0,343,..,17,17,5,14,11,18,5,3,91,..,22,14,4,6,3,4,0,0,52,..,32,36,14,20,18,18,9,0,145,..,18,47,58,136,165,140,72,26,665,13,18,6,12,12,16,7,12,0,100,747,519,420,445,592,690,632,308,82,4439,..,9,134,238,282,375,343,164,22,1576,..,76,138,90,89,70,44,7,0,514,..,18,65,103,122,56,21,20,13,421,707,..,..,..,..,..,..,..,..,707,..,150,..,..,..,..,..,..,..,150,..,104,42,20,16,14,0,0,0,194,..,17,9,0,3,9,21,11,3,78,..,9,0,4,4,0,0,0,0,22
SAL22111,..,0,6,23,28,37,45,12,3,154,..,0,9,9,4,11,0,0,0,39,..,0,0,0,3,3,0,0,0,8,57,..,..,..,..,..,..,..,..,57,..,12,..,..,..,..,..,..,..,12,..,8,4,3,3,3,0,0,0,22,..,4,7,0,0,0,0,0,0,11,..,3,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,4,6,4,7,29,0,0,0,0,0,0,0,0,0,6,59,31,31,44,36,58,50,18,8,338,..,0,13,25,29,36,39,11,3,149,..,3,16,8,7,4,3,0,0,38,..,0,3,3,3,5,0,3,0,22,53,..,..,..,..,..,..,..,..,53,..,17,..,..,..,..,..,..,..,17,..,11,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,8
SAL22112,..,0,10,19,32,47,35,10,0,146,..,0,8,11,6,3,0,0,0,30,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,21,..,..,..,..,..,..,..,21,..,16,6,4,4,0,0,0,0,29,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,3,9,0,3,0,4,20,3,0,0,0,0,0,0,0,0,5,38,40,22,32,53,55,44,12,6,301,..,0,13,20,37,41,31,6,0,150,..,0,10,6,9,0,3,0,0,32,..,0,0,0,5,0,3,0,0,11,47,..,..,..,..,..,..,..,..,47,..,14,..,..,..,..,..,..,..,14,..,3,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
