SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL22558,9,0,4,0,16
SAL22559,0,0,0,0,6
SAL22560,0,0,0,0,4
SAL22561,0,0,0,0,0
SAL22562,5,5,0,0,44
SAL22563,19,19,5,3,77
SAL22564,4,0,0,0,19
SAL22565,262,299,143,66,2027
SAL22566,51,23,7,0,190
SAL22567,33,24,14,7,171
SAL22568,5,6,0,0,42
SAL22569,1957,1436,807,321,13019
SAL22570,181,137,44,3,914
SAL22571,39,35,4,0,270
SAL22572,118,87,29,8,1519
SAL22573,19,5,6,0,76
SAL22574,8,10,6,0,44
SAL22575,5,3,0,0,11
SAL22576,8,10,0,0,39
SAL22577,215,199,101,31,884
SAL22578,29,19,6,0,119
SAL22579,11,4,8,0,78
SAL22580,8,4,0,0,56
SAL22581,14,8,0,0,42
SAL22582,766,432,143,26,18280
SAL22583,5,0,0,0,6
SAL22584,57,34,7,4,195
SAL22585,0,0,0,0,3
SAL22586,377,295,138,22,3138
SAL22587,37,27,13,0,181
SAL22588,0,0,0,0,4
SAL22589,4,0,3,0,14
SAL22590,0,0,0,0,3
SAL22591,4,4,8,0,25
SAL22592,3,0,0,0,7
SAL22593,5,3,0,0,41
SAL22594,341,217,101,20,1762
SAL22595,0,0,0,0,0
SAL22596,81,70,11,5,468
SAL22597,70,43,12,0,369
SAL22598,58,15,11,3,259
SAL22599,56,31,14,5,245
SAL22600,13,8,0,0,63
SAL22601,35,21,0,0,114
SAL22602,26,12,4,0,106
SAL22603,0,0,0,0,6
SAL22604,0,0,0,0,8
SAL22605,0,0,0,0,4
SAL22606,4,4,0,3,15
SAL22607,6,3,0,0,29
SAL22608,16,18,4,3,69
SAL22609,0,0,0,0,0
SAL22610,5,0,0,0,9
SAL22611,49,17,8,4,192
SAL22612,13,11,5,5,83
SAL22613,9,8,0,0,30
SAL22614,326,228,100,57,1896
SAL22615,13,6,3,0,68
SAL22616,13,16,0,0,67
SAL22617,42,23,23,0,201
SAL22618,5,3,6,0,24
SAL22619,3,0,0,0,18
SAL22620,687,483,141,22,3821
SAL22621,24,16,4,0,91
SAL22622,4,3,3,0,19
SAL22623,12,7,0,0,36
SAL22624,19,7,5,0,91
SAL22625,153,143,59,16,593
SAL22626,141,127,51,10,543
SAL22627,766,601,412,114,5912
SAL22628,1079,977,556,298,6773
SAL22629,4,5,0,0,18
SAL22630,9,10,3,0,26
SAL22631,0,0,0,0,0
SAL22632,5,3,4,5,33
SAL22633,618,411,279,72,3698
SAL22634,14,11,0,0,67
SAL22635,115,110,55,32,515
SAL22636,3,0,0,0,18
SAL22637,4,0,0,0,20
SAL22638,6,9,3,0,31
SAL22639,34,16,9,0,175
SAL22640,8,3,5,0,30
SAL22641,0,0,0,0,0
SAL22642,0,0,0,0,0
SAL22643,5,3,3,0,26
SAL22644,79,92,28,14,491
SAL22645,18,11,9,0,50
SAL22646,3,0,0,0,14
SAL22647,10,5,4,0,36
SAL22648,0,3,0,0,27
SAL22649,6,3,0,0,21
SAL22650,74,63,14,7,359
SAL22651,9,0,0,0,15
SAL22652,0,0,0,0,0
SAL22653,30,15,9,3,82
SAL22654,0,0,0,0,3
SAL22655,0,0,4,0,12
SAL22656,28,21,4,3,114
SAL22657,5,0,0,0,37
SAL22658,0,0,0,0,0
SAL22659,4,0,0,0,4
SAL22660,0,0,0,0,4
SAL22661,796,413,140,23,6644
SAL22662,3,3,0,0,22
SAL22663,167,127,62,22,792
SAL22664,4,0,0,3,16
SAL22665,45,38,15,0,160
SAL22666,15,15,4,0,67
SAL22667,19,24,4,0,90
SAL22668,25,39,7,4,110
SAL22669,247,172,60,12,1226
SAL22670,5,4,0,0,28
SAL22671,63,45,21,5,289
SAL22672,42,25,7,0,203
SAL22673,274,168,82,28,1560
SAL22674,7,0,0,0,26
SAL22675,16,8,0,0,60
SAL22676,144,72,27,0,751
SAL22677,0,0,0,0,0
SAL22678,27,32,10,10,137
SAL22679,0,0,0,0,3
SAL22680,1402,1184,740,328,9189
SAL22681,51,48,19,0,272
SAL22682,0,0,0,0,7
SAL22683,11,5,5,0,102
SAL22684,7,19,3,0,64
SAL22685,1069,983,405,233,7539
SAL22686,1861,1338,680,323,11399
SAL22687,50,35,7,0,172
SAL22688,10,9,0,0,33
SAL22689,252,190,93,23,1151
SAL22690,4,16,5,0,44
SAL22691,3,4,0,0,23
SAL22692,5,4,0,0,15
SAL22693,11,25,3,0,91
SAL22694,0,0,0,0,3
SAL22695,49,32,14,0,276
SAL22696,4,8,0,0,24
SAL22697,202,176,108,56,1075
SAL22698,1553,1231,682,211,10019
SAL22699,39,20,4,0,136
SAL22700,3,4,3,0,16
SAL22701,11,5,0,0,32
SAL22702,662,441,169,36,3088
SAL22703,75,48,12,5,376
SAL22704,529,262,108,16,2582
SAL22705,10,0,0,0,23
SAL22706,22,20,3,0,75
SAL22707,50,36,17,0,341
SAL22708,0,0,0,0,3
SAL22709,25,20,6,5,110
SAL22710,2482,1873,980,415,15398
SAL22711,7,6,0,0,24
SAL22712,11,0,5,0,44
SAL22713,9,8,3,0,49
SAL22714,13,7,9,3,51
SAL22715,0,0,4,0,18
SAL22716,0,3,0,0,16
SAL22717,12,5,0,0,90
SAL22718,0,5,0,0,15
SAL22719,10,13,3,0,62
SAL22720,194,109,35,0,1231
SAL22721,373,239,132,42,2857
SAL22722,277,218,125,28,1968
SAL22723,7,3,0,0,31
SAL22724,19,23,5,0,135
SAL22725,0,0,0,0,0
SAL22726,25,6,0,0,62
SAL22727,202,103,58,16,1016
SAL22728,0,0,0,0,4
SAL22729,34,24,9,0,134
SAL22730,292,177,76,6,2488
SAL22731,0,0,0,0,5
SAL22732,3,4,3,0,22
SAL22733,111,90,43,9,423
SAL22734,0,0,0,0,10
SAL22735,0,0,3,0,16
SAL22736,0,0,0,0,4
SAL22737,0,3,4,0,35
SAL22738,11,9,4,0,50
SAL22739,0,5,6,0,22
SAL22740,68,39,18,0,1790
SAL22741,22,12,7,0,81
SAL22742,33,30,7,0,113
SAL22743,28,39,16,4,171
SAL22744,3,4,7,0,44
SAL22745,562,570,388,206,4506
SAL22746,14,3,0,0,54
SAL22747,0,0,0,0,0
SAL22748,0,8,3,0,23
SAL22749,6,3,0,0,21
SAL22750,2823,1774,778,354,23556
SAL22751,195,105,53,13,1147
SAL22752,10,5,5,0,41
SAL22753,79,65,28,10,488
SAL22754,26,21,9,0,171
SAL22755,4,12,0,0,51
SAL22756,639,290,127,45,6757
SAL22757,347,170,57,6,5923
SAL22758,1091,809,320,101,6831
SAL22759,20,25,6,0,90
SAL22760,0,3,0,0,9
SAL22761,430,295,138,57,2982
SAL22762,4,7,0,0,31
SAL22763,6,15,5,0,70
SAL22764,59,29,15,5,233
SAL22765,37,31,7,0,154
SAL22766,1687,1609,1215,655,11505
SAL22767,0,0,5,0,9
SAL22768,5,0,0,0,6
SAL22769,252,213,96,24,1718
SAL22770,53,33,9,4,194
SAL22771,0,4,6,0,20
SAL22772,32,21,4,3,119
SAL22773,4,5,3,0,22
SAL22774,235,172,96,36,1704
SAL22775,396,350,140,80,2842
SAL22776,0,4,0,0,10
SAL22777,44,22,9,9,183
SAL22778,6,12,0,0,53
SAL22779,8,8,0,0,37
SAL22780,5,3,0,0,25
SAL22781,13,15,7,0,70
SAL22782,25,12,0,4,82
SAL22783,7,4,0,0,31
SAL22784,28,21,3,0,112
SAL22785,0,0,0,0,16
SAL22786,3,0,0,0,14
SAL22787,10,4,0,0,28
SAL22788,52,45,16,5,218
SAL22789,3,0,0,0,16
SAL22790,0,0,0,0,8
SAL22791,341,181,25,0,5398
SAL22792,1773,1095,425,126,8258
SAL22793,144,94,43,12,911
SAL22794,64,42,25,0,326
SAL22795,40,18,9,4,142
SAL22796,3,4,0,0,12
SAL22797,6,7,0,0,45
SAL22798,14,5,4,0,69
SAL22799,8,9,0,0,45
SAL22800,0,0,0,0,12
SAL22801,51,30,11,4,211
SAL22802,204,167,73,40,1270
SAL22803,21,10,4,0,96
SAL22804,12,4,0,0,52
SAL22805,446,294,167,133,5300
SAL22806,0,0,0,0,0
SAL22807,0,0,0,0,13
SAL22808,0,0,0,0,3
SAL22809,0,0,0,0,0
SAL22810,0,0,0,0,8
SAL22811,0,0,0,0,8
SAL22812,0,7,0,5,59
SAL22813,40,24,11,0,225
SAL22814,125,77,38,4,1650
SAL22815,16,11,3,0,60
SAL22816,0,0,0,0,4
SAL22817,4,0,0,0,3
SAL22818,13,10,0,0,88
SAL22819,1448,1182,575,130,9863
SAL22820,570,329,81,14,11421
SAL22821,9,0,0,0,16
SAL22822,5,10,0,0,15
SAL22823,35,24,10,0,117
SAL22824,10,7,0,0,27
SAL22825,461,266,103,28,2044
SAL22826,12,14,3,0,33
SAL22827,0,0,0,0,0
SAL22828,0,0,0,0,0
SAL22829,451,453,282,109,2420
SAL22830,14,10,0,0,48
SAL22831,4,11,0,0,23
SAL22832,8,8,5,0,41
SAL22833,636,563,278,67,3704
SAL22834,34,30,12,0,169
SAL22835,12,10,0,0,46
SAL22836,37,30,15,0,234
SAL22837,0,0,3,0,27
SAL22838,4,5,0,0,24
SAL22839,8,0,3,3,57
SAL22840,3,4,0,0,21
SAL22841,35,40,16,4,189
SAL22842,21,15,0,0,62
SAL22843,6,16,8,3,73
SAL22844,0,0,0,0,13
SAL22845,0,0,0,0,19
SAL22846,46,41,16,0,251
SAL22847,4,8,0,0,24
SAL22848,12,36,10,4,119
SAL22849,0,0,0,0,0
SAL22850,4,0,0,0,7
SAL22851,35,24,0,0,163
SAL22852,23,22,4,8,90
SAL22853,50,39,13,0,209
SAL22854,10,0,0,0,22
SAL22855,4,9,3,3,30
SAL22856,0,7,0,0,37
SAL22857,211,144,56,12,1403
SAL22858,15,10,0,0,108
SAL22859,8,3,5,0,36
SAL22860,26,21,4,0,153
SAL22861,11,3,4,0,64
SAL22862,6,3,0,0,11
SAL22863,0,0,0,0,10
SAL22864,9,0,0,0,17
SAL22865,0,0,0,0,0
SAL22866,0,0,0,0,0
SAL22867,0,0,0,0,0
SAL22868,0,0,0,0,0
SAL22869,11,6,6,0,37
SAL22870,0,0,0,0,3
SAL22871,0,0,0,0,6
SAL22872,0,0,0,0,0
SAL22873,36,19,9,0,149
SAL22874,24,18,4,0,84
SAL22875,96,62,23,4,532
SAL22876,189,142,58,24,917
SAL22877,59,34,25,22,274
SAL22878,4,0,0,0,3
SAL22879,9,0,0,0,13
SAL22880,0,0,0,0,5
SAL22881,6,8,3,0,41
SAL22882,8,5,0,0,34
SAL22883,829,464,151,26,9469
SAL22884,24,15,10,0,124
SAL22885,11,5,0,0,43
SAL22886,9,4,0,0,31
SAL22887,7,10,3,0,46
SAL22888,4,0,0,0,20
SAL22889,280,201,94,24,1163
SAL22890,13,9,0,0,100
SAL22891,0,5,0,0,7
SAL22892,269,180,89,24,2225
SAL22893,14,10,8,0,74
SAL22894,154,80,34,10,703
SAL22895,0,0,0,0,0
SAL22896,12,19,9,0,148
SAL22897,11,3,0,0,44
SAL22898,25,21,9,0,141
SAL22899,4,4,4,0,29
SAL22900,38,26,6,0,144
SAL22901,0,3,0,0,20
SAL22902,30,29,7,4,107
SAL22903,15,6,0,0,33
SAL22904,9,7,0,0,50
SAL22905,0,0,0,0,0
SAL22906,13,15,4,0,127
SAL22907,26,22,11,0,147
SAL22908,24,17,4,0,82
SAL22909,4,3,0,0,34
SAL22910,236,216,92,26,1514
SAL22911,206,196,104,34,1370
SAL22912,0,3,0,0,7
SAL22913,178,156,44,12,903
SAL22914,27,38,10,0,130
SAL22915,175,179,84,47,951
SAL22916,200,104,64,10,854
SAL22917,1128,459,152,74,9029
SAL22918,9,8,0,0,40
SAL22919,601,722,435,150,3866
SAL22920,0,0,0,0,5
SAL22921,58,22,16,3,255
SAL22922,0,0,0,0,10
SAL22923,0,0,0,0,0
SAL22924,202,180,114,26,918
SAL22925,82,42,4,7,314
SAL22926,27,25,10,0,149
SAL22927,24,17,13,0,166
SAL22928,14,11,0,0,56
SAL22929,10,10,0,0,61
SAL22930,12,10,5,0,74
SAL22931,3,4,0,4,15
SAL22932,3,0,0,0,8
SAL22933,4,4,4,0,28
SAL22934,108,72,31,14,521
SAL22935,84,59,17,0,363
SAL22936,0,0,0,0,0
SAL22937,3,0,0,0,15
SAL22938,9,5,3,0,13
SAL22939,21,11,0,0,69
SAL22940,5,8,6,0,35
SAL22941,16,12,8,3,62
SAL22942,15,3,0,0,34
SAL22943,13,8,0,0,70
SAL22944,0,0,0,0,0
SAL29494,779,411,85,18,5907
SAL29797,15,4,0,0,40
