SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL21468,..,41,41,116,0,114,58,0,58,82,0,82,72,0,72,34,0,34,360,40,400
SAL21469,..,1316,1316,1969,115,2084,1080,24,1105,1162,5,1167,476,0,476,202,0,200,4895,1464,6358
SAL21470,..,12,12,19,0,19,0,0,0,6,0,6,3,0,3,0,0,0,30,12,40
SAL21471,..,18,18,28,0,26,3,0,3,10,0,10,11,0,11,5,0,5,57,22,72
SAL21472,..,3,3,11,0,11,6,0,6,0,0,0,3,0,3,0,0,0,19,3,25
SAL21473,..,167,167,260,19,278,152,3,153,173,0,173,63,0,62,26,0,28,674,189,863
SAL21474,..,15,15,39,4,36,5,0,5,19,0,19,5,0,5,3,0,3,72,18,91
SAL21475,..,11,11,18,0,18,8,0,8,5,0,5,0,0,0,0,0,0,23,11,34
SAL21476,..,487,487,470,94,560,299,36,332,184,23,201,72,3,79,80,5,82,1100,639,1745
SAL21477,..,33,33,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,33,51
SAL21478,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL21479,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL21480,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL21481,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL21482,..,39,39,65,0,63,17,0,17,15,0,15,15,0,15,4,0,4,119,40,152
SAL21483,..,5,5,7,0,9,4,0,4,0,0,0,0,0,0,0,0,0,8,4,19
SAL21484,..,8,8,10,4,17,5,0,5,13,0,13,9,0,9,0,0,0,39,8,49
SAL21485,..,9,9,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,15,9,23
SAL21486,..,60,60,99,3,100,23,0,29,22,0,22,16,0,16,4,0,4,166,61,231
SAL21487,..,8,8,33,0,33,11,0,11,16,0,16,7,0,7,3,0,3,66,8,79
SAL21488,..,57,57,119,7,129,89,3,95,98,0,98,49,0,49,9,0,9,362,68,428
SAL21489,..,10,10,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,10,14
SAL21490,..,802,802,819,42,854,289,4,297,274,0,270,133,0,133,61,0,64,1568,853,2420
SAL21491,..,12,12,23,0,23,8,0,8,0,0,0,13,0,13,0,0,0,40,12,54
SAL21492,..,39,39,82,3,81,34,0,34,27,0,27,19,0,19,12,0,12,168,36,203
SAL21493,..,1202,1202,1724,78,1804,762,15,776,815,3,821,325,0,332,94,0,94,3732,1293,5021
SAL21494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21495,..,12,12,4,0,4,3,0,3,0,0,0,4,0,4,0,0,0,17,12,27
SAL21496,..,61,61,117,4,123,65,0,65,67,0,67,28,0,28,28,0,28,309,70,377
SAL21497,..,31,31,40,4,41,13,0,14,11,0,11,9,0,9,0,0,0,72,40,110
SAL21498,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL21499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21500,..,4,4,10,0,10,4,0,4,0,0,0,5,0,5,7,0,7,25,4,26
SAL21501,..,8,8,11,5,11,0,0,0,3,0,3,0,0,0,5,0,5,13,10,26
SAL21502,..,6,6,14,0,15,6,0,6,6,0,6,0,0,0,0,0,0,31,7,36
SAL21503,..,3,3,9,0,9,3,0,3,9,0,9,3,0,3,0,0,0,23,3,28
SAL21504,..,1639,1639,2106,110,2215,1011,15,1020,1091,3,1096,403,0,403,171,0,174,4779,1771,6550
SAL21505,..,9,9,17,0,17,0,0,0,7,0,7,0,0,0,4,0,4,27,9,32
SAL21506,..,22,22,31,5,38,0,0,0,3,0,3,4,0,4,0,0,0,44,29,74
SAL21507,..,11,11,20,0,22,5,0,5,8,0,8,4,0,4,0,0,0,38,12,50
SAL21508,..,5,5,28,0,28,6,0,4,0,0,0,3,0,3,5,0,5,31,8,45
SAL21509,..,48,48,75,3,82,23,0,27,19,0,22,10,0,10,9,0,8,138,53,188
SAL21510,..,31,31,60,4,69,35,0,36,23,0,23,17,0,17,0,0,0,139,40,174
SAL21511,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL21512,..,5,5,6,0,6,0,0,0,5,0,5,0,0,0,0,0,0,6,5,8
SAL21513,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21514,..,94,94,103,0,103,26,0,34,26,0,26,12,0,12,6,0,6,180,99,273
SAL21515,..,6,6,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,6,6,12
SAL21516,..,93,93,73,0,76,14,0,14,19,0,19,10,0,10,0,0,0,119,95,218
SAL21517,..,9,9,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,9,9,16
SAL21518,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL21519,..,13,13,11,0,11,0,0,0,4,0,4,3,0,3,0,0,0,20,12,38
SAL21520,..,64,64,120,14,133,63,0,63,83,0,89,31,0,31,34,0,34,328,76,406
SAL21521,..,4,4,11,0,11,0,0,0,5,0,5,0,0,0,0,0,0,17,4,19
SAL21522,..,4,4,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,12,4,16
SAL21523,..,59,59,115,8,122,27,0,26,28,0,28,19,0,19,14,0,14,195,69,268
SAL21524,..,239,239,218,21,241,30,0,30,9,0,9,0,0,0,4,0,4,264,259,521
SAL21525,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21526,..,89,89,115,7,123,39,0,39,34,0,34,25,0,25,12,0,12,217,94,311
SAL21527,..,7,7,21,0,20,4,0,4,5,0,5,0,0,0,3,0,3,34,12,41
SAL21528,..,42,42,111,3,110,36,0,36,42,0,42,18,0,18,18,0,18,228,43,274
SAL21529,..,37,37,125,0,128,50,0,53,63,0,63,34,0,31,18,0,18,293,44,332
SAL21530,..,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,9,0,10
SAL21531,..,5,5,9,0,9,0,0,0,0,0,0,0,0,0,5,0,5,12,5,23
SAL21532,..,9,9,30,0,30,5,0,5,7,0,7,4,0,4,0,0,0,49,12,60
SAL21533,..,12,12,31,0,31,14,0,14,22,0,22,10,0,10,7,0,7,93,12,108
SAL21534,..,504,504,409,46,460,197,13,206,132,0,129,44,0,44,40,0,40,820,568,1388
SAL21535,..,21,21,24,0,22,5,0,5,4,0,4,6,0,6,9,0,9,49,19,70
SAL21536,..,64,64,187,7,193,69,0,69,107,0,107,49,0,49,19,0,19,426,66,495
SAL21537,..,29,29,64,0,64,33,0,33,35,0,35,25,0,25,3,0,3,159,29,193
SAL21538,..,228,228,259,21,274,140,0,140,137,0,137,66,0,66,26,0,26,623,252,869
SAL21539,..,30,30,33,0,37,3,0,3,11,0,11,5,0,5,5,0,5,55,33,84
SAL21540,..,32,32,45,0,44,16,0,16,9,0,9,9,0,9,4,0,4,80,32,109
SAL21541,..,20,20,27,4,34,4,0,4,0,0,0,0,0,0,0,0,0,38,29,55
SAL21542,..,175,175,190,15,203,53,7,59,41,0,40,14,0,14,6,0,6,303,203,502
SAL21543,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21544,..,157,157,273,13,285,162,0,168,176,0,181,74,4,79,48,0,48,736,178,917
SAL21545,..,7,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12
SAL21546,..,10,10,34,0,34,13,0,13,18,0,18,4,0,4,4,0,4,71,10,78
SAL21547,..,381,381,498,15,512,191,0,193,250,0,249,104,0,104,26,0,32,1064,398,1468
SAL21548,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21549,..,3,3,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
SAL21550,..,219,219,287,20,311,174,16,185,220,3,228,85,0,89,27,0,28,798,262,1059
SAL21551,..,137,137,186,14,199,83,4,82,59,0,59,27,0,27,14,3,18,376,151,529
SAL21552,..,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7
SAL21553,..,18,18,31,0,32,14,0,14,14,0,14,4,0,4,6,0,6,60,19,78
SAL21554,..,234,234,434,30,455,505,9,509,656,8,664,327,0,331,243,0,249,2169,275,2442
SAL21555,..,182,182,458,31,492,548,13,561,775,3,780,311,0,311,179,0,179,2271,228,2495
SAL21556,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SAL21557,..,22,22,30,4,34,6,0,6,8,0,8,0,0,0,0,0,0,48,26,71
SAL21558,..,214,214,550,14,561,377,0,379,603,0,603,218,0,220,79,0,79,1830,233,2058
SAL21559,..,16,16,82,0,79,61,0,61,56,0,56,44,0,44,21,0,21,266,19,281
SAL21560,..,65,65,72,8,78,25,0,25,27,0,27,10,0,10,4,0,4,136,72,207
SAL21561,..,56,56,108,8,115,42,0,40,58,0,58,27,0,27,12,0,12,242,63,308
SAL21562,..,123,123,238,7,243,92,0,91,150,0,149,63,0,63,20,0,20,559,133,697
SAL21563,..,0,0,5,0,5,0,0,0,6,0,6,0,0,0,0,0,0,13,0,13
SAL21564,..,1051,1051,1137,75,1210,608,24,640,684,7,693,198,0,201,52,0,52,2683,1163,3853
SAL21565,..,9,9,15,0,18,0,0,0,4,0,4,0,0,0,0,0,0,19,9,28
SAL21566,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13
SAL21567,..,29,29,17,0,17,7,0,7,3,0,3,0,0,0,0,0,0,28,31,60
SAL21568,..,5,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14
SAL21569,..,404,404,553,37,591,347,4,350,360,0,368,154,0,157,59,0,59,1475,450,1925
SAL21570,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7
SAL21571,..,654,654,775,33,814,227,9,232,243,0,243,133,0,141,49,0,49,1436,694,2130
SAL21572,..,0,0,12,0,10,5,0,5,4,0,4,0,0,0,0,0,0,25,4,24
SAL21573,..,18,18,42,0,48,22,0,22,27,0,27,11,0,11,6,0,6,103,14,126
SAL21574,..,192,192,516,26,539,309,4,312,393,5,392,202,0,202,70,0,70,1494,219,1712
SAL21575,..,945,945,950,146,1092,611,68,679,453,35,493,193,14,203,92,7,99,2299,1221,3516
SAL21576,..,20,20,48,0,50,13,0,13,34,0,34,17,0,17,9,0,9,125,22,147
SAL21577,..,4,4,8,4,11,4,0,4,0,0,0,4,0,4,0,0,0,12,9,15
SAL21578,..,48,48,80,0,86,20,0,21,18,0,18,11,0,11,0,0,0,131,52,180
SAL21579,..,14,14,36,3,38,12,0,12,13,0,13,4,0,4,5,0,5,70,17,89
SAL21580,..,0,0,14,0,14,4,0,4,5,0,5,0,0,0,0,0,0,25,0,26
SAL21581,..,4,4,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,9,4,14
SAL21582,..,33,33,25,0,25,7,0,7,6,0,6,3,0,3,4,0,4,45,31,79
SAL21583,..,307,307,318,23,341,86,0,86,37,0,37,17,0,17,14,0,14,462,330,789
SAL21584,..,194,194,195,4,197,48,0,52,33,0,33,21,0,21,0,0,0,298,205,499
SAL21585,..,93,93,125,10,136,54,0,52,54,0,54,13,0,13,0,0,0,252,100,350
SAL21586,..,1269,1269,1237,108,1343,483,30,516,601,13,607,218,0,218,49,0,51,2587,1414,4007
SAL21587,..,2189,2189,2374,302,2673,1174,105,1280,1434,54,1490,544,27,571,112,4,117,5644,2684,8324
SAL21588,..,13,13,26,0,30,23,0,23,33,0,33,8,0,8,0,0,0,91,14,103
SAL21589,..,33,33,43,4,48,19,0,19,10,0,10,3,0,3,3,0,3,74,34,118
SAL21590,..,31,31,89,5,93,37,0,37,49,0,49,24,0,24,3,0,3,209,34,246
SAL21591,..,13,13,34,0,34,11,0,11,25,0,25,8,0,8,0,0,0,82,13,93
SAL21592,..,6,6,32,0,38,8,0,8,10,0,10,3,0,3,0,0,0,53,9,63
SAL21593,..,334,334,297,22,322,149,5,152,169,0,170,67,0,67,21,0,21,707,362,1069
SAL21594,..,5,5,14,0,17,6,0,6,6,0,6,0,0,0,0,0,0,34,3,35
SAL21595,..,13,13,6,0,6,5,0,5,0,0,0,0,0,0,4,0,4,16,13,27
SAL21596,..,3,3,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
SAL21597,..,327,327,766,63,825,982,15,1002,989,6,1001,337,0,335,228,0,228,3307,418,3720
SAL21598,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
SAL21599,..,652,652,820,33,853,225,11,230,247,5,245,133,0,133,39,0,44,1465,698,2158
SAL21600,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21601,..,3,3,21,0,24,10,0,10,3,0,3,8,0,8,3,0,3,44,9,50
SAL21602,..,18,18,29,0,35,17,0,17,10,0,10,5,0,5,3,0,3,68,16,82
SAL21603,..,41,41,54,3,55,8,0,6,18,0,18,3,0,3,0,0,0,77,42,122
SAL21604,..,1503,1503,1489,198,1688,749,53,801,701,22,721,234,6,243,106,4,112,3282,1787,5070
SAL21605,..,12,12,12,0,12,5,0,5,4,0,4,8,0,8,0,0,0,31,12,41
SAL21606,..,28,28,48,0,46,7,0,7,11,0,11,3,0,3,0,0,0,69,33,107
SAL21607,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21608,..,84,84,105,4,115,30,0,30,17,0,17,14,0,14,3,0,3,161,90,256
SAL21609,..,13,13,21,0,21,8,0,7,0,0,0,0,0,0,0,0,0,31,13,46
SAL21610,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21611,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL21612,..,92,92,196,5,207,114,0,109,148,0,148,68,0,68,26,0,26,555,105,651
SAL21613,..,4,4,15,0,15,6,0,6,3,0,3,3,0,3,0,0,0,25,4,27
SAL21614,..,3,3,9,0,11,0,0,0,4,0,4,4,0,4,0,0,0,14,4,26
SAL21615,..,364,364,302,23,333,111,17,124,87,12,103,40,0,39,8,3,11,551,416,970
SAL21616,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21617,..,10,10,20,0,20,3,0,3,3,0,3,0,0,0,0,0,0,27,10,35
SAL21618,..,1418,1418,1243,96,1337,373,7,376,311,3,309,130,0,130,59,0,60,2117,1526,3639
SAL21619,..,22,22,54,0,56,34,0,34,47,0,47,21,0,21,7,0,7,172,26,196
SAL21620,..,64,64,105,3,110,15,0,15,19,0,19,9,0,9,0,0,0,152,72,224
SAL21621,..,5,5,9,0,10,0,0,0,0,0,0,5,0,5,0,0,0,12,5,12
SAL21622,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5
SAL21623,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL21624,..,4,4,20,0,20,14,0,14,18,0,18,7,0,7,9,0,9,60,4,61
SAL21625,..,347,347,582,21,604,167,9,174,145,4,147,48,0,48,18,0,18,959,374,1334
SAL21626,..,9,9,10,3,12,0,0,0,0,0,3,0,0,0,0,0,0,13,14,24
SAL21627,..,8,8,18,0,18,10,0,10,13,0,13,0,0,0,5,0,5,42,8,54
SAL21628,..,80,80,130,8,134,41,0,43,42,0,42,9,0,9,5,0,5,230,87,320
SAL21629,..,413,413,641,25,663,426,23,445,585,4,584,183,0,185,42,0,41,1869,466,2337
SAL21630,..,28,28,23,0,20,11,0,11,4,0,4,0,0,0,0,0,0,27,26,59
SAL21631,..,21,21,15,6,16,5,0,5,6,0,6,0,0,0,0,0,0,31,23,56
SAL21632,..,3,3,10,0,14,5,0,5,4,0,4,8,0,8,0,0,0,22,0,30
SAL21633,..,8,8,16,0,16,5,0,5,7,0,7,0,0,0,3,0,3,26,8,37
SAL21634,..,13,13,15,0,15,6,0,6,5,0,5,0,0,0,0,0,0,27,13,35
SAL21635,..,632,632,972,89,1057,817,15,837,776,12,788,475,3,478,466,0,473,3507,752,4256
SAL21636,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3
SAL21637,..,84,84,120,6,128,38,0,38,45,0,45,20,0,20,6,0,6,231,91,322
SAL21638,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL21639,..,9,9,3,0,9,4,0,4,0,0,0,0,0,5,0,0,0,20,9,24
SAL21640,..,12958,12958,7699,3201,10897,1799,735,2534,662,213,879,107,45,155,35,14,48,10309,17170,27478
SAL21641,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21642,..,1000,1000,871,75,950,481,8,490,318,4,320,144,0,144,116,0,116,1925,1096,3024
SAL21643,..,1055,1055,1026,118,1143,629,22,647,472,0,471,261,0,265,238,0,238,2628,1192,3821
SAL21644,..,609,609,863,64,926,545,6,554,468,6,472,233,0,231,168,0,168,2273,684,2959
SAL21645,..,6,6,8,0,8,5,0,5,5,0,5,0,0,0,5,0,5,16,6,22
SAL21646,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11
SAL21647,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12
SAL21648,..,1865,1865,1786,104,1892,827,11,839,751,0,756,227,0,225,60,0,62,3654,1984,5642
SAL21649,..,39,39,101,6,108,55,0,59,72,0,75,22,0,22,9,0,9,262,46,304
SAL21650,..,6,6,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,6,10
SAL21651,..,4,4,7,0,7,5,0,7,0,0,0,0,0,0,4,0,4,10,3,23
SAL21652,..,5,5,9,0,9,0,0,0,6,0,6,3,0,3,0,0,0,21,5,26
SAL21653,..,329,329,353,20,365,148,3,155,111,0,116,65,0,65,23,0,23,694,354,1050
SAL21654,..,23,23,53,9,53,24,0,24,15,0,15,12,0,12,9,0,9,111,25,143
SAL21655,..,16,16,27,0,27,5,0,5,13,0,13,7,0,7,5,0,5,58,12,70
SAL21656,..,68,68,106,7,109,47,0,43,45,0,45,21,0,21,11,0,11,226,73,299
SAL21657,..,14,14,10,0,12,0,0,0,0,0,0,3,0,3,0,0,0,17,19,29
SAL21658,..,53,53,45,5,51,7,0,7,8,0,8,4,0,4,0,0,0,68,58,119
SAL21659,..,1132,1132,1832,109,1940,1505,19,1521,1867,4,1878,762,4,763,291,0,293,6262,1272,7530
SAL21660,..,13,13,25,0,22,9,0,9,7,0,7,6,0,6,0,0,0,51,11,64
SAL21661,..,6,6,10,0,10,0,0,0,0,0,0,4,0,4,0,0,0,8,6,15
SAL21662,..,21,21,41,0,42,7,0,7,5,0,5,5,0,5,0,0,0,53,19,78
SAL21663,..,21,21,39,0,40,4,0,3,6,0,6,3,0,3,0,0,0,51,26,74
SAL21664,..,28,28,63,0,63,25,0,25,25,0,25,6,0,6,5,0,5,121,31,148
SAL21665,..,73,73,94,13,104,36,3,37,21,4,27,10,0,10,4,0,4,178,88,262
SAL21666,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21667,..,49,49,51,0,58,30,0,34,19,0,19,3,0,3,6,0,6,110,57,167
SAL21668,..,11,11,32,3,29,18,0,18,18,0,18,20,0,20,10,0,10,96,14,111
SAL21669,..,4,4,3,0,3,0,0,0,4,0,4,7,0,7,0,0,0,10,4,15
SAL21670,..,24,24,39,3,43,9,0,9,9,0,9,7,0,7,0,0,0,62,32,91
SAL21671,..,25,25,31,0,31,10,0,10,6,0,6,0,0,0,0,0,0,52,25,77
SAL21672,..,6,6,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,8,6,12
SAL21673,..,212,212,413,9,429,71,0,71,61,0,61,23,0,23,9,0,9,583,219,810
SAL21674,..,31,31,33,0,35,5,0,5,7,0,7,8,0,8,4,0,4,52,36,87
SAL21675,..,541,541,1061,91,1147,1138,10,1147,1214,9,1224,532,3,532,423,0,423,4370,651,5019
SAL21676,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15
SAL21677,..,493,493,522,33,550,241,4,243,241,5,244,83,0,83,12,0,12,1101,531,1628
SAL21678,..,9,9,14,0,14,7,0,7,7,0,7,3,0,3,0,0,0,28,9,34
SAL21679,..,19,19,27,0,30,10,0,14,14,0,14,0,0,0,4,0,4,57,20,73
SAL21680,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
SAL21681,..,45,45,86,3,88,27,0,32,29,0,29,15,0,15,11,0,11,169,49,216
SAL21682,..,4131,4131,4229,340,4573,1781,95,1877,1540,32,1567,729,22,752,396,27,416,8670,4644,13319
SAL21683,..,1890,1890,2979,185,3166,2003,51,2051,1886,18,1909,713,8,725,314,0,313,7903,2160,10057
SAL21684,..,9,9,26,0,26,14,0,14,7,0,7,3,0,3,8,0,8,49,9,57
SAL21685,..,223,223,202,19,223,94,0,97,68,0,68,38,0,38,14,0,14,414,247,661
SAL21686,..,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12
SAL21687,..,13,13,6,3,13,0,0,0,4,0,4,0,0,0,0,0,0,12,11,28
SAL21688,..,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,5,0,9
SAL21689,..,6,6,4,0,8,3,0,3,0,0,0,0,0,0,4,0,4,16,9,25
SAL21690,..,8,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9
SAL21691,..,208,208,422,26,446,219,5,228,278,5,281,106,0,106,44,0,46,1073,244,1317
SAL21692,..,8,8,9,0,6,5,0,5,0,0,0,3,0,3,0,0,0,9,6,16
SAL21693,..,0,0,12,0,12,4,0,4,13,0,13,0,0,0,7,0,7,32,0,32
SAL21694,..,11,11,7,4,10,3,0,3,5,0,5,3,0,3,0,0,0,14,10,33
SAL21695,..,4,4,6,0,6,3,0,5,3,0,3,0,0,0,0,0,0,11,5,21
SAL21696,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,14,3,22
SAL21697,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL21698,..,85,85,82,3,88,21,0,21,16,0,16,14,0,14,4,0,4,134,88,225
SAL21699,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21700,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21701,..,0,0,6,0,6,5,0,5,3,0,3,0,0,0,0,0,0,11,0,13
SAL21702,..,42,42,43,3,52,11,0,11,17,0,17,6,0,6,0,0,0,86,44,134
SAL21703,..,260,260,315,9,321,116,0,116,85,0,85,68,0,68,20,0,20,599,274,869
SAL21704,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21705,..,3,3,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,5,3,13
SAL21706,..,1635,1635,1910,152,2065,1082,50,1133,1119,20,1141,376,9,386,107,4,113,4604,1862,6468
SAL21707,..,94,94,98,12,108,40,0,43,49,0,56,23,3,21,12,6,11,223,111,328
SAL21708,..,9,9,10,0,5,4,0,4,0,0,0,0,0,0,0,0,0,16,12,22
SAL21709,..,16,16,23,3,30,0,0,0,4,0,4,0,0,0,3,0,3,30,18,49
SAL21710,..,7,7,8,0,8,11,0,11,10,0,10,0,0,0,0,0,0,20,7,28
SAL21711,..,12,12,29,5,29,5,0,5,3,0,3,0,0,0,0,0,0,47,16,60
SAL21712,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL21713,..,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,7
SAL21714,..,9,9,21,0,21,13,0,13,12,0,12,0,0,0,0,0,0,48,9,55
SAL21715,..,11,11,34,0,34,18,0,18,18,0,18,6,0,6,0,0,0,78,11,89
SAL21716,..,1796,1796,1192,117,1307,458,10,464,372,0,373,125,0,127,86,7,94,2234,1925,4159
SAL21717,..,34,34,66,0,72,18,0,18,37,0,37,10,0,10,11,0,11,145,34,181
SAL21718,..,15,15,18,0,18,5,0,5,6,0,6,5,0,5,0,0,0,35,15,46
SAL21719,..,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,12
SAL21720,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21721,..,9,9,24,0,24,5,0,5,0,0,0,0,0,0,3,0,3,24,9,37
SAL21722,..,15,15,10,0,10,8,0,8,3,0,3,0,0,0,0,0,0,20,17,38
SAL21723,..,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11
SAL21724,..,4,4,11,0,11,0,0,0,7,0,7,0,0,0,4,0,4,26,4,34
SAL21725,..,0,0,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,8,3,8
SAL21726,..,14,14,24,0,24,4,0,4,6,0,6,5,0,5,0,0,0,43,14,61
SAL21727,..,272,272,406,24,429,220,5,226,236,0,236,104,0,104,35,0,35,998,302,1301
SAL21728,..,8,8,27,0,26,5,0,5,18,0,18,3,0,3,0,0,0,58,8,69
SAL21729,..,7,7,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,12,7,23
SAL21730,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21731,..,8,8,6,0,6,5,0,5,0,0,0,0,0,0,0,0,0,14,8,26
SAL21732,..,484,484,620,33,656,333,8,343,289,3,293,105,0,104,32,0,27,1372,537,1909
SAL21733,..,456,456,607,31,640,349,10,362,436,3,440,133,4,134,35,0,35,1570,500,2068
SAL21734,..,0,0,7,0,7,4,0,4,3,0,3,0,0,0,3,0,3,21,0,20
SAL21735,..,827,827,1189,46,1232,537,4,544,662,4,667,221,3,223,52,0,52,2667,883,3543
SAL21736,..,448,448,689,30,712,415,4,419,444,0,450,209,0,209,88,0,88,1841,479,2323
SAL21737,..,170,170,294,9,306,66,0,66,67,0,67,35,0,39,18,0,18,491,188,677
SAL21738,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10
SAL21739,..,3,3,7,0,7,3,0,3,4,0,4,0,0,0,0,0,0,13,3,16
SAL21740,..,18,18,42,0,42,3,0,3,4,0,4,4,0,4,0,0,0,58,18,84
SAL21741,..,3,3,0,0,0,0,0,0,6,0,6,4,0,4,0,0,0,11,3,19
SAL21742,..,2364,2364,2030,225,2250,853,93,947,877,48,925,293,10,300,76,5,77,4128,2733,6862
SAL21743,..,17,17,11,0,8,6,0,6,5,0,5,0,0,0,0,0,0,19,15,37
SAL21744,..,7,7,14,0,14,3,0,3,8,0,8,0,0,0,0,0,0,25,7,31
SAL21745,..,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7
SAL21746,..,623,623,697,67,762,407,16,419,453,8,466,110,4,117,27,0,27,1696,719,2415
