SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL20272,..,9,9,23,5,24,12,0,12,13,0,13,0,0,0,0,0,0,55,12,68
SAL20273,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20274,..,51,51,104,5,109,36,0,36,33,0,33,15,0,15,4,0,4,191,49,242
SAL20275,..,5,5,3,0,0,0,0,0,0,0,0,6,0,6,0,0,0,9,10,17
SAL20276,..,9,9,14,0,14,3,0,8,6,0,6,0,0,0,0,0,0,29,9,37
SAL20277,..,7,7,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,8,7,21
SAL20278,..,950,950,900,71,975,386,12,405,389,3,395,88,0,88,38,0,38,1813,1033,2844
SAL20279,..,16,16,51,0,49,16,0,16,21,0,21,7,0,7,6,0,6,96,17,117
SAL20280,..,22,22,32,4,40,19,0,19,22,0,22,3,0,3,7,0,7,79,31,111
SAL20281,..,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,14,0,18
SAL20282,..,30,30,43,5,44,24,0,24,15,0,15,3,0,3,5,0,8,87,33,124
SAL20283,..,78,78,117,5,124,29,0,31,28,0,34,11,0,11,4,0,4,191,82,276
SAL20284,..,60,60,95,13,113,69,3,72,61,0,60,20,0,20,13,0,13,260,82,343
SAL20285,..,14,14,17,0,16,11,0,11,6,0,6,4,0,4,0,0,0,42,16,58
SAL20286,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20287,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20288,..,137,137,144,7,152,42,0,45,39,0,39,29,0,29,11,0,11,254,147,402
SAL20289,..,12,12,20,0,20,10,0,10,4,0,4,4,0,4,4,0,4,43,12,55
SAL20290,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20291,..,5,5,9,0,9,0,0,0,0,0,0,7,0,7,0,0,0,9,5,12
SAL20292,..,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,3,7
SAL20293,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,3,10
SAL20294,..,16,16,13,0,18,10,0,10,5,0,5,7,0,7,3,0,3,36,18,55
SAL20295,..,15,15,15,0,15,9,0,9,7,0,7,4,0,4,4,0,4,36,15,49
SAL20296,..,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,7
SAL20297,..,3,3,7,0,7,4,0,4,3,0,3,0,0,0,0,0,0,15,3,24
SAL20298,..,11,11,20,0,20,9,0,9,9,0,9,10,0,10,0,0,0,44,11,54
SAL20299,..,4,4,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,20,4,20
SAL20300,..,126,126,130,6,130,31,0,31,36,0,31,16,0,16,8,0,8,212,127,342
SAL20301,..,9,9,9,0,9,12,0,12,6,0,6,9,0,9,0,0,0,28,9,38
SAL20302,..,0,0,9,0,10,0,0,0,7,0,7,0,0,0,5,0,5,19,3,27
SAL20303,..,0,0,7,0,5,0,0,0,3,0,3,0,0,0,0,0,0,9,0,11
SAL20304,..,2641,2641,2905,258,3165,1507,35,1546,1332,10,1340,455,4,465,177,0,181,6379,2957,9332
SAL20305,..,10,10,9,0,13,0,0,0,7,0,7,0,0,0,0,0,0,18,8,26
SAL20306,..,9,9,15,0,15,4,0,5,4,0,4,0,0,0,0,0,0,29,9,32
SAL20307,..,159,159,605,27,626,420,0,421,552,0,552,220,0,220,101,0,101,1900,187,2084
SAL20308,..,14,14,16,3,15,5,0,3,7,0,7,0,0,0,0,0,0,33,20,51
SAL20309,..,18,18,22,0,25,6,0,6,13,0,13,5,0,5,5,0,5,55,18,73
SAL20310,..,0,0,3,0,6,3,0,3,3,0,3,0,0,0,0,0,0,14,3,21
SAL20311,..,5,5,11,0,6,0,0,0,3,0,3,0,0,0,0,0,0,8,5,19
SAL20312,..,9,9,23,0,22,3,0,3,7,0,7,0,0,0,0,0,0,34,7,40
SAL20313,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,9,0,9
SAL20314,..,1967,1967,1829,413,2244,763,123,892,534,67,600,168,25,192,67,12,76,3360,2607,5965
SAL20315,..,1045,1045,1244,131,1369,814,75,891,804,30,835,260,6,266,110,7,120,3224,1307,4536
SAL20316,..,800,800,789,72,857,510,39,553,607,27,631,209,16,225,61,4,65,2181,952,3132
SAL20317,..,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,11
SAL20318,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20319,..,5,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,14,5,10
SAL20320,..,10,10,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
SAL20321,..,0,0,16,0,16,9,0,9,8,0,8,3,0,3,0,0,0,31,0,34
SAL20322,..,28,28,54,0,60,20,0,20,14,0,14,4,0,4,0,0,0,95,27,125
SAL20323,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,3,0,7
SAL20324,..,876,876,857,148,1008,576,52,622,430,36,464,248,15,259,166,13,176,2271,1145,3412
SAL20325,..,6,6,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,9,6,13
SAL20326,..,174,174,135,25,155,66,4,68,26,0,28,13,0,13,10,0,10,248,204,453
SAL20327,..,19,19,28,5,30,7,0,9,9,0,9,0,0,0,0,0,0,43,23,66
SAL20328,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9
SAL20329,..,7,7,4,0,4,0,0,0,4,0,4,6,0,6,0,0,0,13,7,16
SAL20330,..,116,116,172,10,181,57,0,57,45,0,47,31,0,31,13,0,13,309,121,433
SAL20331,..,333,333,425,17,443,220,0,225,205,0,205,68,0,68,12,0,12,936,351,1285
SAL20332,..,10,10,20,0,20,8,0,8,10,0,10,4,0,4,4,0,4,36,10,42
SAL20333,..,14,14,24,0,23,4,0,4,10,0,10,0,0,0,6,0,6,38,16,55
SAL20334,..,0,0,7,0,7,3,0,3,4,0,4,3,0,3,0,0,0,14,0,17
SAL20335,..,37,37,54,3,63,18,0,21,8,0,8,7,0,7,4,0,4,91,42,136
SAL20336,..,324,324,419,20,438,114,3,119,111,3,114,41,0,41,12,0,13,694,357,1050
SAL20337,..,2494,2494,2986,127,3115,1283,19,1301,1395,7,1404,538,5,541,129,0,130,6327,2654,8981
SAL20338,..,1446,1446,1700,83,1779,939,16,956,1281,7,1290,426,9,432,103,0,109,4448,1560,6009
SAL20339,..,15,15,20,0,26,7,0,7,10,0,10,3,0,3,4,0,4,43,18,63
SAL20340,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20341,..,3,3,9,0,7,4,0,4,5,0,5,0,0,0,0,0,0,17,6,21
SAL20342,..,9,9,12,0,12,0,0,0,5,0,5,3,0,3,0,0,0,23,9,28
SAL20343,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SAL20344,..,3,3,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,10,3,13
SAL20345,..,507,507,557,32,588,252,3,258,237,0,234,125,0,125,56,0,56,1234,542,1773
SAL20346,..,919,919,862,103,967,590,47,641,546,32,574,346,11,353,327,10,335,2667,1120,3789
SAL20347,..,10,10,13,0,13,4,0,4,5,0,5,0,0,0,0,0,0,17,10,26
SAL20348,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16
SAL20349,..,4,4,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18
SAL20350,..,3,3,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,13,3,19
SAL20351,..,601,601,807,50,860,599,9,601,640,5,641,314,0,312,288,0,292,2649,664,3317
SAL20352,..,277,277,287,36,319,138,3,139,63,3,66,32,3,28,13,0,13,532,319,850
SAL20353,..,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10
SAL20354,..,12,12,30,0,33,8,0,8,12,0,12,4,0,4,3,0,3,63,14,76
SAL20355,..,0,0,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,12,0,14
SAL20356,..,443,443,572,48,619,237,10,248,277,4,282,120,0,126,30,0,23,1232,503,1730
SAL20357,..,6,6,19,0,19,5,0,5,3,0,3,4,0,4,0,0,0,37,6,38
SAL20358,..,9,9,14,0,14,5,0,5,6,0,6,3,0,3,4,0,4,27,9,40
SAL20359,..,11,11,23,0,22,4,0,4,0,0,4,4,0,4,3,0,3,36,15,51
SAL20360,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20361,..,3774,3774,3270,750,4023,1232,495,1723,939,241,1181,213,51,263,63,13,71,5712,5329,11040
SAL20362,..,2472,2472,1919,452,2375,615,237,854,438,92,532,99,10,107,24,5,31,3093,3277,6368
SAL20363,..,2524,2524,1778,347,2120,752,156,911,697,103,799,176,20,197,55,4,60,3461,3151,6612
SAL20364,..,98,98,112,6,116,55,0,55,40,0,40,15,0,15,7,0,7,221,104,331
SAL20365,..,14,14,18,0,21,9,0,9,4,0,4,0,0,0,4,0,4,33,12,46
SAL20366,..,28,28,34,4,35,8,0,8,3,0,3,6,0,6,0,0,0,51,30,79
SAL20367,..,10,10,20,0,20,4,0,11,3,0,3,0,0,0,0,0,0,37,14,47
SAL20368,..,11,11,26,0,25,4,0,4,8,0,8,9,0,9,0,0,0,43,13,57
SAL20369,..,10,10,24,3,20,12,0,12,18,0,18,12,0,12,0,0,0,62,14,76
SAL20370,..,3,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,5,3,12
SAL20371,..,6,6,3,0,8,0,0,0,0,0,0,0,0,0,5,0,5,12,6,22
SAL20372,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20373,..,8,8,21,0,21,8,0,8,5,0,5,0,0,0,5,0,5,44,8,52
SAL20374,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20375,..,21,21,41,0,42,11,0,11,22,0,22,6,0,6,3,0,3,74,18,96
SAL20376,..,28,28,49,0,57,16,0,15,13,0,13,4,0,4,3,0,3,86,26,112
SAL20377,..,3,3,9,0,9,3,0,3,8,0,8,5,0,5,0,0,0,25,3,32
SAL20378,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20379,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20380,..,4,4,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,7,4,14
SAL20381,..,36,36,64,4,73,46,0,46,40,0,40,16,0,16,10,0,10,180,40,218
SAL20382,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SAL20383,..,13,13,10,0,10,0,0,0,8,0,8,3,0,3,0,0,0,22,13,30
SAL20384,..,6,6,14,0,20,0,0,0,7,0,7,0,0,0,0,0,0,28,11,35
SAL20385,..,6,6,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,9,24
SAL20386,..,945,945,1383,60,1440,716,24,744,767,5,772,252,10,261,80,0,84,3198,1053,4248
SAL20387,..,40,40,77,5,80,29,0,33,39,0,39,20,0,20,11,0,11,181,40,228
SAL20388,..,9,9,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,9,30
SAL20389,..,4,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13
SAL20390,..,22,22,61,0,64,20,0,20,29,0,29,25,0,25,8,0,8,145,26,177
SAL20391,..,9,9,29,0,28,14,0,14,6,0,6,4,0,4,4,0,4,51,13,65
SAL20392,..,8,8,13,0,13,5,0,5,9,0,9,0,0,0,0,0,0,30,8,31
SAL20393,..,9,9,42,3,42,16,0,16,17,0,17,12,0,12,8,0,8,89,6,98
SAL20394,..,8,8,25,0,25,4,0,4,9,0,9,12,0,12,6,0,6,55,8,64
SAL20395,..,47,47,83,5,88,20,0,20,27,0,27,4,0,4,8,0,8,145,47,197
SAL20396,..,3,3,12,0,12,5,0,5,0,0,0,0,0,0,0,0,0,16,3,24
SAL20397,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20398,..,6,6,14,0,14,0,0,0,0,0,4,0,0,0,0,0,0,22,0,26
SAL20399,..,2304,2304,2897,299,3194,1678,157,1839,1645,97,1742,605,52,657,255,23,279,7090,2930,10014
SAL20400,..,6,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,6,26
SAL20401,..,8,8,8,0,8,0,0,0,5,0,5,0,0,0,0,0,0,15,8,24
SAL20402,..,7,7,9,0,9,0,0,0,5,0,5,0,0,0,0,0,0,13,7,20
SAL20403,..,5,5,12,0,12,5,0,5,4,0,4,3,0,3,0,0,0,25,5,36
SAL20404,..,23,23,41,0,41,13,0,13,16,0,16,13,0,13,6,0,6,79,23,106
SAL20405,..,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,13,0,13
SAL20406,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,0,12
SAL20407,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20408,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5
SAL20409,..,300,300,503,14,521,175,0,178,224,0,227,109,0,109,38,0,38,1054,318,1368
SAL20410,..,15,15,34,3,36,14,0,14,15,0,15,9,0,9,5,0,5,77,19,92
SAL20411,..,195,195,338,12,352,121,0,120,199,0,199,94,0,94,58,0,58,806,208,1018
SAL20412,..,8,8,5,0,11,3,0,3,0,0,0,5,0,5,3,0,3,24,10,29
SAL20413,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20414,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0
SAL20415,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20416,..,5,5,7,0,9,4,0,4,0,0,0,0,0,0,0,0,0,10,6,15
SAL20417,..,7,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,7,17
SAL20418,..,121,121,91,26,117,34,13,55,34,3,36,11,0,11,0,0,0,175,160,336
SAL20419,..,315,315,368,12,386,298,0,305,434,3,440,174,0,174,138,0,138,1412,334,1745
SAL20420,..,93,93,263,21,278,360,4,359,598,4,600,245,0,245,139,0,140,1609,116,1726
SAL20421,..,3,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,3,14
SAL20422,..,8,8,28,3,30,6,0,6,13,0,13,3,0,3,5,0,5,58,14,70
SAL20423,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13
SAL20424,..,6,6,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SAL20425,..,49,49,39,0,40,6,0,6,9,0,9,0,0,0,5,0,5,61,48,110
SAL20426,..,1515,1515,1455,223,1672,862,135,993,760,99,859,279,37,313,86,17,103,3443,2020,5462
SAL20427,..,907,907,1258,95,1354,699,57,759,667,32,697,197,12,214,83,9,94,2906,1108,4021
SAL20428,..,20,20,71,4,73,25,0,25,42,0,42,15,0,15,11,0,11,168,24,192
SAL20429,..,8,8,4,0,6,4,0,4,0,0,0,0,0,0,0,0,0,10,8,20
SAL20430,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL20431,..,67,67,98,4,103,27,0,27,25,0,25,10,0,10,3,0,3,155,71,233
SAL20432,..,20,20,19,0,19,7,0,7,7,0,7,0,0,0,0,0,0,36,20,55
SAL20433,..,6,6,20,0,20,10,0,10,3,0,3,3,0,3,3,0,3,33,6,40
SAL20434,..,8,8,25,0,25,15,0,15,9,0,9,0,0,0,0,0,0,50,8,61
SAL20435,..,7,7,15,0,15,6,0,6,5,0,5,0,0,0,4,0,4,29,7,41
SAL20436,..,9,9,21,0,21,10,0,15,11,0,11,4,0,4,0,0,0,48,8,58
SAL20437,..,18,18,55,0,55,27,0,27,29,0,29,13,0,13,10,0,10,132,21,147
SAL20438,..,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10
SAL20439,..,8,8,10,0,11,4,0,4,0,0,0,0,0,0,0,0,0,12,12,27
SAL20440,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20441,..,299,299,576,27,609,521,20,540,698,6,704,371,4,372,280,4,288,2446,363,2808
SAL20442,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20443,..,12,12,11,0,11,10,0,12,12,0,12,8,0,8,0,0,0,44,10,57
SAL20444,..,610,610,540,43,588,244,9,246,184,3,185,82,0,82,62,0,62,1112,664,1771
SAL20445,..,15,15,13,0,13,9,0,9,16,0,16,3,0,3,5,0,5,44,15,58
SAL20446,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19
SAL20447,..,20,20,50,0,52,21,0,21,25,0,25,13,0,13,8,0,8,106,23,129
SAL20448,..,5,5,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,8,5,12
SAL20449,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20450,..,7,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,7,12
SAL20451,..,4,4,26,0,29,9,0,9,8,0,8,8,0,8,0,0,0,51,8,59
SAL20452,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,..,1852,1852,2444,175,2615,1160,56,1218,1486,30,1515,520,16,539,161,10,170,5776,2140,7908
SAL20454,..,14,14,28,0,28,13,0,13,16,0,16,20,0,20,5,0,5,80,14,92
SAL20455,..,424,424,386,22,404,209,3,212,219,6,223,150,6,152,172,0,172,1134,460,1594
SAL20456,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10
SAL20457,..,216,216,278,24,295,124,7,130,100,0,101,51,0,51,24,0,24,577,233,813
SAL20458,..,3,3,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,19,3,19
SAL20459,..,7,7,7,0,7,0,0,0,5,0,5,0,0,0,0,0,0,14,7,19
SAL20460,..,501,501,508,33,540,146,3,149,118,0,120,64,0,64,30,0,30,878,538,1414
SAL20461,..,472,472,480,62,536,218,11,223,217,10,223,83,0,84,29,3,35,1022,552,1578
SAL20462,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20463,..,0,0,9,0,9,3,0,3,6,0,6,4,0,4,0,0,0,18,0,19
SAL20464,..,42,42,30,4,32,8,0,8,6,0,6,3,0,3,0,0,0,47,47,95
SAL20465,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL20466,..,54,54,72,12,77,40,0,40,31,0,31,14,0,14,10,0,10,169,65,232
SAL20467,..,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,5,14
SAL20468,..,590,590,920,21,937,419,11,429,520,11,533,235,4,237,59,4,66,2158,635,2793
SAL20469,..,16,16,31,0,31,4,0,4,7,0,7,5,0,5,0,0,0,47,19,61
SAL20470,..,19,19,29,0,29,8,0,8,7,0,7,0,0,0,0,0,0,47,19,63
SAL20471,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL20472,..,5,5,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,5,5,12
SAL20473,..,144,144,182,10,194,58,0,61,46,0,46,17,0,17,4,0,4,312,161,471
SAL20474,..,43,43,106,0,107,25,0,25,25,0,25,9,0,9,0,0,0,168,39,207
SAL20475,..,216,216,284,16,300,102,9,107,138,0,138,43,0,43,8,0,8,579,239,818
SAL20476,..,1010,1010,795,56,850,218,6,222,170,0,170,66,0,66,25,0,25,1271,1066,2341
SAL20477,..,4,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11
SAL20478,..,6,6,18,0,18,5,0,5,0,0,0,0,0,0,0,0,0,25,6,28
SAL20479,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20480,..,27,27,38,0,38,16,0,16,6,0,6,9,0,9,3,0,3,68,27,96
SAL20481,..,14,14,10,0,14,0,0,0,3,0,3,0,0,0,0,0,0,15,16,30
SAL20482,..,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13
SAL20483,..,3,3,8,0,8,5,0,5,3,0,3,4,0,4,0,0,0,16,3,23
SAL20484,..,11,11,9,0,13,3,0,3,4,0,4,3,0,3,3,0,3,28,13,36
SAL20485,..,24,24,79,6,84,42,0,42,83,0,83,58,0,61,23,0,23,275,33,306
SAL20486,..,31,31,72,4,74,44,0,44,72,0,72,43,0,43,15,0,15,246,29,276
SAL20487,..,17,17,33,0,33,27,0,27,20,0,20,12,0,12,0,0,0,91,22,113
SAL20488,..,47,47,86,8,90,46,0,51,55,0,55,22,0,22,12,0,12,222,53,280
SAL20489,..,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,14,0,12
SAL20490,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SAL20491,..,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4
SAL20492,..,131,131,141,5,150,69,0,69,63,0,63,33,0,33,15,0,15,314,138,449
SAL20493,..,15,15,24,5,24,6,0,6,7,0,7,4,0,4,0,0,0,38,19,61
SAL20494,..,17,17,42,0,46,30,0,30,33,0,33,4,0,4,4,0,4,110,19,130
SAL20495,..,3137,3137,1731,836,2569,441,268,705,230,119,345,60,27,87,57,18,77,2519,4402,6924
SAL20496,..,711,711,842,171,1016,312,183,497,228,72,302,58,22,82,5,3,11,1448,1161,2613
SAL20497,..,3,3,15,0,15,7,0,7,9,0,9,0,0,0,0,0,0,22,3,31
SAL20498,..,2732,2732,2302,336,2641,1033,91,1122,918,50,967,269,16,286,56,8,63,4579,3226,7807
SAL20499,..,12,12,25,0,25,11,0,11,3,0,3,9,0,9,3,0,3,49,12,60
SAL20500,..,1092,1092,1627,112,1746,1486,19,1501,1959,7,1965,815,0,815,406,0,406,6290,1230,7514
SAL20501,..,11,11,8,0,8,7,0,7,0,0,0,3,0,3,3,0,3,26,11,40
SAL20502,..,10,10,9,3,15,11,0,11,4,0,4,0,0,0,4,0,4,28,14,39
SAL20503,..,7,7,19,0,19,0,0,0,7,0,7,5,0,5,0,0,0,34,7,46
SAL20504,..,0,0,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,14,0,14
SAL20505,..,0,0,7,0,7,5,0,5,0,0,0,3,0,3,0,0,0,12,0,14
SAL20506,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL20507,..,582,582,569,53,626,259,6,263,236,3,234,76,0,76,25,0,25,1157,640,1805
SAL20508,..,2218,2218,2354,212,2567,1522,38,1557,1234,8,1240,493,4,495,226,0,227,5823,2480,8307
SAL20509,..,4,4,10,0,10,3,0,3,0,0,0,4,0,4,3,0,3,16,4,21
SAL20510,..,13,13,41,3,37,12,0,12,4,0,4,3,0,3,3,0,3,62,18,77
SAL20511,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8
SAL20512,..,19,19,29,0,29,8,0,8,21,0,21,4,0,4,7,0,7,70,19,91
SAL20513,..,317,317,267,13,287,75,4,82,44,0,52,17,0,17,10,0,10,421,334,760
SAL20514,..,4,4,4,0,4,0,0,0,6,0,6,4,0,4,0,0,0,22,4,17
SAL20515,..,7,7,24,0,28,4,0,4,4,0,4,6,0,6,0,0,0,42,9,52
SAL20516,..,1258,1258,1071,81,1150,361,15,373,270,0,269,83,0,83,27,0,27,1807,1362,3168
SAL20517,..,18,18,30,0,30,13,0,13,22,0,22,4,0,4,4,0,4,81,20,100
SAL20518,..,5,5,20,0,20,10,0,10,4,0,4,6,0,6,0,0,0,32,5,35
SAL20519,..,4,4,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,6,4,16
SAL20520,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7
SAL20521,..,572,572,696,67,763,277,32,306,316,9,326,133,7,142,33,0,35,1464,684,2145
SAL20522,..,211,211,118,43,167,61,16,79,64,5,75,28,4,27,7,0,9,276,286,563
SAL20523,..,2122,2122,2107,283,2393,814,90,906,731,39,769,403,8,409,169,0,176,4226,2548,6773
SAL20524,..,1103,1103,1412,102,1511,690,29,722,895,16,916,281,9,286,65,3,67,3341,1256,4598
SAL20525,..,11,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,11,29
SAL20526,..,40,40,66,0,65,9,0,9,18,0,18,3,0,3,4,0,4,107,46,150
SAL20527,..,18,18,23,0,23,8,0,8,12,0,12,18,0,18,4,0,4,71,18,87
SAL20528,..,868,868,1091,138,1227,597,79,677,540,45,584,155,21,178,80,5,85,2474,1151,3623
SAL20529,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,..,3,3,8,0,8,0,0,0,0,0,0,5,0,5,0,0,0,9,3,11
SAL20532,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12
SAL20533,..,204,204,306,37,341,178,16,197,140,18,157,35,0,38,16,0,21,680,274,955
SAL20534,..,0,0,5,0,5,5,0,5,9,0,9,3,0,3,0,0,0,22,0,26
SAL20535,..,176,176,188,17,203,47,0,47,28,0,27,21,0,21,5,0,5,285,193,475
SAL20536,..,4,4,3,0,3,4,0,4,0,0,0,3,0,3,0,0,0,15,4,20
SAL20537,..,1298,1298,1086,98,1185,509,6,518,444,0,444,133,0,133,28,0,28,2200,1411,3606
SAL20538,..,465,465,546,28,572,364,3,376,420,0,420,122,0,122,34,0,34,1487,498,1987
SAL20539,..,2735,2735,2752,181,2933,1569,49,1623,1592,9,1605,458,3,459,116,4,115,6481,2979,9463
SAL20540,..,7,7,14,0,14,10,0,10,3,0,3,0,0,0,0,0,0,17,7,24
SAL20541,..,0,0,11,0,11,3,0,3,0,0,0,0,0,0,4,0,4,17,0,18
SAL20542,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20543,..,34,34,30,3,34,5,0,5,3,0,3,3,0,3,0,0,0,48,33,82
SAL20544,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,..,13,13,28,0,28,6,0,14,13,0,13,4,0,4,4,0,4,57,12,73
SAL20546,..,10,10,11,0,9,0,0,0,0,0,0,0,0,0,4,0,4,17,11,30
SAL20547,..,113,113,118,13,129,42,0,46,37,0,43,3,0,3,0,0,0,210,123,333
SAL20548,..,11,11,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,14,15,24
SAL20549,..,15,15,19,0,14,6,0,6,9,0,9,0,0,0,0,0,0,28,17,42
SAL20550,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
