SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,8,15,22,22,8,5,0,87
SAL21533,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,22,12,19,40,41,35,4,4,0,185
SAL21534,6,5,22,7,10,8,0,0,0,51,0,15,8,7,7,13,3,0,0,58,54,157,322,229,197,186,56,4,0,1201
SAL21535,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,13,10,13,8,27,23,0,0,0,93
SAL21536,3,0,10,4,5,5,4,0,0,31,3,0,12,8,0,3,0,0,0,33,64,37,102,172,196,138,43,4,0,760
SAL21537,0,0,3,4,5,0,0,0,0,10,0,0,0,3,4,3,0,0,0,13,22,16,33,62,79,67,15,0,0,287
SAL21538,5,5,19,10,10,13,0,0,0,62,3,8,21,22,9,8,0,0,0,82,47,102,311,244,184,178,36,0,0,1101
SAL21539,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,4,0,0,8,6,5,9,14,20,19,7,4,0,89
SAL21540,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,10,5,22,33,25,19,3,0,125
SAL21541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,14,19,17,0,0,66
SAL21542,0,0,0,0,6,0,3,0,0,10,0,0,0,0,5,8,4,0,0,26,14,36,138,77,96,142,85,6,0,602
SAL21543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL21544,7,3,22,10,10,13,0,0,0,58,4,9,18,16,14,12,3,0,0,71,101,196,324,247,346,240,30,3,0,1496
SAL21545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,5,0,0,16
SAL21546,0,0,0,0,0,4,0,0,0,5,0,0,0,7,0,0,0,0,0,7,13,6,14,25,43,29,10,0,0,131
SAL21547,0,8,12,22,11,11,3,0,0,68,0,6,14,20,17,10,12,0,0,78,99,168,306,411,477,344,133,16,0,1952
SAL21548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,0,17
SAL21550,3,3,13,12,4,4,0,0,0,42,0,6,9,8,9,0,0,0,0,35,92,170,426,418,264,128,28,3,0,1525
SAL21551,0,0,7,0,6,4,4,0,0,26,0,0,3,5,5,3,3,0,0,27,48,53,140,99,124,116,58,4,0,640
SAL21552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,10
SAL21553,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,19,14,18,28,17,0,0,121
SAL21554,7,3,29,50,32,15,6,0,0,147,9,34,67,62,62,47,9,0,0,291,212,439,893,1116,1006,566,98,4,0,4339
SAL21555,0,4,42,56,22,7,3,0,0,139,3,26,60,107,74,27,7,0,0,300,148,323,976,1684,948,359,73,0,0,4515
SAL21556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,19
SAL21557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,27,20,11,7,0,83
SAL21558,6,26,18,27,51,39,13,0,0,175,5,17,26,26,42,37,15,0,0,164,310,449,532,646,990,779,158,13,0,3882
SAL21559,0,0,0,0,0,8,0,0,0,20,0,0,0,6,7,8,7,0,0,30,41,52,63,73,137,147,28,4,0,550
SAL21560,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,12,9,19,36,48,55,22,5,3,219
SAL21561,0,3,0,0,9,5,3,0,0,29,0,4,0,0,13,8,3,0,0,20,32,41,45,63,142,109,42,5,0,473
SAL21562,0,0,4,11,11,4,3,0,0,24,6,0,0,9,15,6,5,0,0,41,61,64,86,228,286,200,81,6,0,1014
SAL21563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,17
SAL21564,6,3,26,32,32,16,8,0,0,130,3,20,43,43,30,35,9,4,0,172,217,372,1005,1253,1183,736,204,20,0,4995
SAL21565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,3,4,6,8,0,0,31
SAL21566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12
SAL21567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,12,6,0,0,45
SAL21568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,6
SAL21569,3,21,39,32,19,7,3,0,0,119,5,11,29,31,18,13,10,0,0,107,121,242,837,730,480,257,84,8,0,2764
SAL21570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11
SAL21571,8,16,22,18,12,18,8,0,0,103,3,5,11,16,8,15,8,0,0,77,162,195,479,488,407,427,134,19,0,2305
SAL21572,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,14,0,0,0,37
SAL21573,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,20,19,25,26,49,48,16,0,0,190
SAL21574,6,3,13,38,28,18,11,0,0,117,6,8,17,23,18,12,0,0,0,89,230,228,422,737,671,441,112,10,0,2862
SAL21575,3,12,64,44,28,12,4,0,0,164,3,26,96,62,32,25,8,0,0,251,129,463,1725,1270,774,432,94,6,0,4894
SAL21576,0,5,3,0,0,5,0,0,0,18,0,0,0,0,4,0,0,0,0,8,22,35,50,43,62,45,12,0,0,273
SAL21577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,3,0,0,17
SAL21578,0,0,0,0,0,4,0,0,0,3,0,0,0,0,10,5,5,0,0,18,7,12,22,30,52,57,41,9,0,225
SAL21579,0,0,0,0,0,3,0,0,0,6,0,0,5,0,0,0,3,0,0,8,4,6,18,36,23,23,8,0,0,125
SAL21580,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,5,7,7,4,9,8,0,37
SAL21581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,0,0,26
SAL21582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,5,4,17,13,9,4,0,63
SAL21583,0,0,3,3,3,10,0,0,0,20,0,3,6,6,9,8,3,0,0,28,29,25,74,85,143,197,71,3,0,638
SAL21584,0,0,0,6,0,3,0,0,0,5,0,0,0,3,3,0,5,0,0,20,21,22,63,91,86,135,45,11,0,462
SAL21585,0,0,3,0,3,0,3,0,0,10,0,3,6,0,0,3,0,0,0,9,14,16,71,85,114,98,29,3,0,434
SAL21586,8,11,21,33,17,19,6,0,0,110,9,24,33,44,47,31,12,12,4,197,219,455,1046,969,1103,852,389,105,13,5146
SAL21587,7,33,54,47,61,45,16,0,3,264,17,37,129,98,129,66,34,9,3,508,560,1298,2654,2356,2596,1775,604,88,8,11940
SAL21588,0,0,3,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,7,18,76,53,17,4,0,0,0,178
SAL21589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,4,21,17,30,38,11,8,0,130
SAL21590,0,0,5,0,0,0,4,0,0,9,0,3,0,3,0,3,0,0,0,12,23,30,39,75,90,99,20,6,0,386
SAL21591,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,6,9,3,16,30,36,25,5,0,0,129
SAL21592,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,8,7,7,9,9,16,32,11,7,0,93
SAL21593,0,0,9,10,8,6,0,0,0,29,0,0,10,10,0,13,4,3,0,41,82,101,281,340,301,244,51,8,0,1406
SAL21594,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,4,4,12,9,18,10,0,0,67
SAL21595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,8,9,3,0,37
SAL21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10
SAL21597,3,23,37,45,27,9,8,0,0,147,5,30,93,108,53,9,0,0,0,314,288,433,1630,2387,961,368,62,3,0,6138
SAL21598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21599,8,3,26,21,27,11,12,0,0,108,3,7,12,21,16,21,13,5,0,91,133,148,449,555,527,556,210,30,3,2596
SAL21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21601,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,10,16,11,20,19,9,0,0,90
SAL21602,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,6,7,12,30,22,18,6,0,112
SAL21603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,10,24,31,26,25,0,0,125
SAL21604,4,12,61,53,47,44,9,0,0,226,7,32,83,63,59,38,11,0,0,295,200,710,2216,1692,1343,905,227,15,0,7320
SAL21605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,10,11,6,0,0,53
SAL21606,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,7,4,0,15,21,19,32,16,6,0,119
SAL21607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21608,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,14,6,49,47,68,79,16,3,0,278
SAL21609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,12,6,0,0,46
SAL21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8
SAL21612,4,8,14,10,4,0,0,0,0,41,5,6,6,10,5,0,0,0,0,37,66,68,337,283,134,114,30,3,3,1039
SAL21613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,11,0,0,0,40
SAL21614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,9,0,0,29
SAL21615,0,5,13,10,4,7,0,0,0,36,0,3,9,3,3,4,0,0,0,30,49,118,289,217,130,116,23,4,0,950
SAL21616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,5,5,9,0,8,17,6,0,0,50
SAL21618,8,12,30,16,17,16,8,0,0,105,7,11,25,20,27,27,10,6,0,138,184,233,550,445,585,571,184,22,5,2778
SAL21619,0,0,0,3,9,3,0,0,0,21,0,0,0,0,4,0,5,0,0,6,28,36,48,77,99,62,16,0,0,367
SAL21620,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,13,37,29,35,45,25,8,0,196
SAL21621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,5,0,0,23
SAL21622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL21624,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,14,14,24,37,15,7,0,0,113
SAL21625,4,3,11,11,10,13,4,0,0,60,5,4,9,13,14,10,13,4,0,63,74,115,201,238,318,319,155,16,0,1442
SAL21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6
SAL21627,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,7,14,11,25,25,6,0,0,89
SAL21628,0,0,0,0,7,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,20,23,79,75,79,66,13,0,0,362
SAL21629,9,6,19,9,32,16,4,0,0,81,3,8,26,31,34,19,4,0,0,130,192,292,519,776,996,566,154,14,4,3514
SAL21630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,15,3,0,0,32
SAL21631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,14,15,3,0,0,52
SAL21632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,11,9,8,5,6,0,43
SAL21633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,12,7,11,7,5,0,56
SAL21634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,11,8,6,0,50
SAL21635,0,22,39,36,45,26,0,0,0,170,19,55,101,81,62,49,9,0,0,372,196,607,1211,864,796,645,100,7,0,4420
SAL21636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,10
SAL21637,0,0,8,4,4,0,0,0,0,17,0,0,5,7,5,8,0,0,0,26,25,30,75,79,93,53,39,3,0,399
SAL21638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5
SAL21639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,10,13,6,0,3,43
SAL21640,15,135,398,158,68,51,22,0,0,842,29,307,669,238,114,79,31,14,0,1479,744,6074,15247,5962,2486,1595,633,132,6,32880
SAL21641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL21642,8,10,21,23,19,16,12,0,0,103,6,15,49,37,35,20,12,0,0,180,139,251,636,558,532,407,138,12,0,2665
SAL21643,9,12,37,31,25,12,6,0,0,135,6,29,49,58,57,29,9,4,0,234,150,357,932,1003,733,474,136,11,0,3794
SAL21644,10,10,26,35,24,17,12,0,0,137,8,25,43,53,38,24,3,0,0,195,241,335,759,832,797,550,151,4,0,3658
SAL21645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,8,7,5,0,0,39
SAL21646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,9
SAL21647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,0,16
SAL21648,4,17,59,62,48,31,14,0,0,235,9,14,59,56,61,39,3,3,0,242,311,494,1486,1653,1690,1083,333,44,10,7104
SAL21649,0,0,0,0,5,3,0,0,0,10,0,0,0,3,0,0,3,0,0,13,31,46,50,106,130,96,25,0,0,486
SAL21650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,4,9,0,0,0,19
SAL21651,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,9,3,13,0,3,0,0,35
SAL21652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,6,3,8,5,0,0,46
SAL21653,0,4,16,7,11,8,0,0,0,51,0,0,19,7,14,6,3,0,3,63,60,93,249,187,219,224,71,10,3,1116
SAL21654,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,17,9,23,35,49,46,16,9,0,206
SAL21655,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,23,11,21,17,13,0,0,101
SAL21656,0,0,6,4,5,0,0,0,0,11,0,0,5,3,0,8,0,0,0,12,15,22,62,77,87,83,35,8,0,387
SAL21657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,6,6,0,0,30
SAL21658,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,4,10,13,16,35,11,5,0,93
SAL21659,18,35,118,146,69,25,4,0,0,412,11,28,145,168,88,35,7,0,0,490,453,873,2970,3887,2091,938,198,19,0,11424
SAL21660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,9,3,9,24,17,16,0,0,89
SAL21661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,4,5,4,0,0,25
SAL21662,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,5,6,18,34,11,9,0,94
SAL21663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,8,10,22,9,5,0,61
SAL21664,0,0,0,0,0,4,6,0,0,6,0,4,4,0,0,7,0,4,0,24,9,17,20,19,53,64,27,9,0,213
SAL21665,0,0,7,5,5,0,0,0,0,15,0,0,3,0,12,8,4,0,0,25,12,20,56,46,68,64,23,0,0,290
SAL21666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21667,0,0,3,0,3,3,0,0,0,9,0,0,3,0,3,0,0,0,0,9,14,17,43,68,58,47,33,4,0,282
SAL21668,0,0,0,0,3,3,0,0,0,9,0,3,0,0,4,0,0,0,0,12,5,18,33,56,38,24,7,0,0,193
SAL21669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,0,0,18
SAL21670,0,0,4,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,5,3,11,22,19,15,15,0,0,95
SAL21671,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,11,11,25,14,12,3,0,83
SAL21672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,15
SAL21673,0,0,3,9,3,10,8,0,0,32,3,0,0,4,9,9,4,4,0,21,32,25,81,122,154,222,104,25,0,756
SAL21674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,5,17,24,29,15,4,0,102
SAL21675,4,27,113,83,38,25,3,0,0,296,10,46,180,131,52,29,0,0,0,443,246,662,3149,2431,878,469,80,3,0,7917
SAL21676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,12
SAL21677,5,0,12,3,5,6,0,0,0,31,0,3,6,22,29,13,9,0,0,88,83,90,277,453,551,422,144,18,5,2043
SAL21678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,13,6,0,0,55
SAL21679,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,5,7,19,11,15,7,4,0,80
SAL21680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,20
SAL21681,0,0,0,4,3,3,0,0,0,13,3,0,0,0,0,0,0,0,0,5,21,15,31,62,63,66,30,4,0,298
SAL21682,18,64,154,97,65,67,33,4,0,498,40,71,181,112,147,98,23,10,0,688,849,1409,3554,2905,2898,2463,666,58,12,14809
SAL21683,8,69,124,109,105,109,13,0,0,536,17,62,182,142,145,139,36,4,0,732,617,1456,3188,2728,2849,2815,582,40,0,14266
SAL21684,0,0,3,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,7,3,11,16,16,13,23,13,0,0,102
SAL21685,0,0,11,8,3,3,0,0,0,33,0,6,14,4,3,8,0,0,0,34,25,44,172,138,121,138,22,0,0,668
SAL21686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,4,5,0,0,18
SAL21687,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,4,8,8,4,0,0,22
SAL21688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17
SAL21689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,11,3,5,0,31
SAL21690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8
SAL21691,0,8,22,14,14,3,3,0,0,70,3,4,15,20,11,11,4,0,0,73,147,171,526,555,404,279,43,3,0,2121
SAL21692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,6,0,4,0,30
SAL21693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,9,14,4,0,0,0,59
SAL21694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,11,3,0,6,0,43
SAL21695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,7,5,5,4,0,38
SAL21696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,8,0,0,0,29
SAL21697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL21698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,11,22,36,46,52,15,5,0,185
SAL21699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,5,8,0,0,0,26
SAL21702,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,4,4,29,24,23,26,8,7,0,127
SAL21703,4,3,9,10,3,6,0,0,0,33,0,3,9,9,12,11,5,0,0,39,69,51,122,183,250,206,72,5,0,964
SAL21704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,0,0,10
SAL21706,4,25,59,61,69,39,16,3,0,281,4,31,94,95,71,39,11,4,0,349,388,757,1998,2257,1913,1212,345,34,3,8910
SAL21707,0,0,6,3,3,0,0,0,0,10,6,0,8,0,4,5,0,0,0,18,32,33,105,70,89,63,15,0,0,411
SAL21708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,4,3,6,7,8,8,0,0,0,41
SAL21709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,13,4,20,3,3,0,58
SAL21710,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,10,3,4,0,42
SAL21711,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,11,12,12,12,12,3,0,77
SAL21712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
SAL21713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,14
SAL21714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,14,13,20,20,11,0,0,97
SAL21715,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,9,18,19,28,34,26,12,3,0,145
SAL21716,10,21,34,22,22,22,7,4,0,138,7,16,42,32,28,29,16,3,0,182,187,297,729,573,625,598,189,19,4,3213
SAL21717,4,0,0,0,3,0,3,0,0,8,0,0,0,0,4,6,0,0,0,17,29,17,27,39,64,58,11,0,0,250
SAL21718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,7,10,11,21,20,5,0,0,69
SAL21719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,20
SAL21720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,6,3,9,10,8,9,5,49
SAL21722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,0,3,0,23
SAL21723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,6,0,19
SAL21724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,10,11,12,11,7,0,0,53
SAL21725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,17
SAL21726,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,7,12,10,13,12,3,0,73
SAL21727,3,5,15,15,20,11,5,0,0,75,4,5,13,12,14,10,4,0,0,70,108,133,297,374,456,297,93,7,0,1763
SAL21728,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,5,0,0,0,9,4,6,15,25,36,21,5,0,0,109
SAL21729,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,4,0,0,27
SAL21730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,12,3,4,0,0,35
SAL21732,0,8,8,16,13,16,0,0,0,69,0,8,12,14,15,11,0,0,0,72,122,259,508,502,557,451,160,29,5,2590
SAL21733,0,4,17,22,22,14,9,4,0,87,0,6,21,22,22,17,4,0,0,95,139,249,414,596,698,500,154,18,0,2753
SAL21734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,7,5,3,3,0,31
SAL21735,3,13,27,25,38,24,10,0,0,145,8,8,37,38,35,28,5,3,0,161,224,329,774,1208,1119,782,262,26,0,4736
SAL21736,10,21,27,30,30,26,13,0,0,152,9,10,27,34,24,25,14,0,0,146,217,292,638,781,799,555,163,25,3,3473
