SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL20887,0,0,0,0,0,0,0,0,0,60,27,0,84,0,0,0,84,38,0,125
SAL20888,0,0,0,0,0,0,0,0,0,18,19,3,41,0,0,0,39,21,0,60
SAL20889,0,0,0,0,0,0,0,0,5,30,17,9,48,5,0,8,58,60,0,123
SAL20890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20891,0,0,0,0,0,0,0,0,0,11,17,0,29,0,0,0,28,14,0,42
SAL20892,0,0,0,0,0,0,5,0,10,45,40,11,86,4,0,3,97,86,3,183
SAL20893,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,11,3,0,12
SAL20894,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,5,0,12
SAL20895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20896,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,7
SAL20897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SAL20898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL20899,0,0,0,0,0,0,0,0,0,24,13,3,42,0,0,0,44,30,0,76
SAL20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20901,0,0,0,0,0,0,0,0,0,63,38,10,116,0,0,0,124,71,0,191
SAL20902,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,8
SAL20903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20904,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SAL20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20906,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,8
SAL20907,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10
SAL20908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20909,0,0,0,0,0,0,3,9,12,95,112,20,225,6,22,28,254,336,10,603
SAL20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20913,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,4,0,6
SAL20914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20917,6,6,0,0,0,6,3,5,19,456,345,48,844,25,22,44,891,459,7,1359
SAL20918,0,0,0,0,0,0,0,0,0,15,8,0,26,0,0,0,26,7,0,31
SAL20919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20920,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,8,5,0,15
SAL20921,0,0,0,0,0,0,0,0,0,8,6,3,13,0,0,3,17,6,0,26
SAL20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20924,0,0,0,0,0,0,3,4,11,63,73,3,146,10,5,16,159,190,8,364
SAL20925,0,0,0,0,0,0,0,0,6,120,66,13,192,4,0,3,200,153,4,352
SAL20926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20929,0,0,0,0,0,0,0,4,9,52,62,10,123,12,9,21,146,183,10,339
SAL20930,0,0,0,0,0,0,0,0,0,4,8,0,13,0,0,0,10,7,0,23
SAL20931,0,0,0,0,0,0,0,0,0,74,75,12,160,3,6,11,171,101,0,271
SAL20932,0,0,0,0,0,0,0,0,0,9,8,0,20,0,4,4,24,15,0,33
SAL20933,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6
SAL20934,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL20935,0,0,0,0,0,3,0,3,6,184,107,13,305,16,16,25,335,261,9,598
SAL20936,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SAL20937,0,5,0,0,0,5,0,0,3,147,95,9,245,4,12,13,265,202,3,464
SAL20938,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,3,0,0,4
SAL20939,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,8,9,0,17
SAL20940,0,0,0,0,0,0,0,3,9,14,13,4,36,0,3,4,40,22,3,63
SAL20941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL20942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL20943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20944,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,4,0,8
SAL20945,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,5
SAL20946,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL20947,7,13,0,0,0,13,22,28,56,665,607,95,1370,43,37,84,1453,942,33,2433
SAL20948,0,0,0,0,0,4,4,7,14,94,71,20,186,11,12,21,207,245,12,457
SAL20949,0,9,0,0,0,9,4,0,12,284,190,26,494,8,8,14,510,211,4,726
SAL20950,5,3,0,0,0,3,0,3,7,158,68,17,236,3,4,9,248,104,4,350
SAL20951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20954,0,0,0,0,0,0,0,0,0,10,4,5,8,0,0,0,8,0,0,13
SAL20955,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,0,0,7
SAL20956,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SAL20957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20958,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,5
SAL20959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20960,0,0,0,0,0,0,0,0,0,6,6,0,15,0,0,0,20,3,0,19
SAL20961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20964,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,3
SAL20965,0,0,0,0,0,0,0,0,0,9,3,0,15,0,0,0,15,7,0,29
SAL20966,0,0,0,0,0,0,0,0,0,9,14,4,32,3,3,3,39,19,0,49
SAL20967,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3
SAL20968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20969,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,5,0,11
SAL20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20973,0,0,0,0,0,0,0,0,0,54,48,4,105,7,0,7,111,38,3,154
SAL20974,0,0,0,0,0,3,3,4,8,118,84,13,214,3,5,9,219,85,6,315
SAL20975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20976,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,7
SAL20977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20979,0,5,0,0,0,5,0,0,3,31,26,3,52,0,0,0,52,22,0,75
SAL20980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20989,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,5,0,0,10
SAL20990,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,8
SAL20991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20992,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4
SAL20993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20995,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL20996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL20997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20999,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,17,0,22
SAL21000,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3
SAL21001,0,0,0,0,0,0,0,6,3,137,97,11,251,0,7,7,260,68,10,333
SAL21002,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,0,10,8,0,15
SAL21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21004,0,0,0,0,0,0,0,0,4,125,88,11,225,14,9,22,244,203,3,458
SAL21005,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,6,4,0,9
SAL21006,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
SAL21007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21009,0,0,0,0,0,0,0,0,3,52,38,3,94,3,0,5,96,51,0,155
SAL21010,0,3,0,0,0,3,0,0,4,286,182,25,491,9,15,22,517,246,3,765
SAL21011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21013,3,3,0,0,0,3,5,9,14,404,351,52,813,13,34,48,861,719,16,1595
SAL21014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL21019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21020,0,0,0,0,0,0,0,0,0,4,4,0,11,0,0,0,11,8,0,14
SAL21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21025,0,0,0,0,0,0,0,0,0,11,7,0,18,0,0,0,21,14,0,33
SAL21026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7
SAL21027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21039,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,9,0,0,8
SAL21040,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,3
SAL21041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21045,0,0,0,0,0,0,0,0,0,11,8,0,27,0,0,0,27,5,0,32
SAL21046,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
SAL21047,0,6,0,0,0,6,9,8,22,223,172,46,445,25,17,48,488,510,12,1008
SAL21048,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,4,0,5
SAL21049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL21050,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,7,8,0,16
SAL21051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21052,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,5
SAL21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21054,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,5
SAL21055,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,3,0,9
SAL21056,0,0,0,0,0,0,0,0,0,37,30,0,70,4,10,8,81,37,0,121
SAL21057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL21058,0,0,0,0,0,0,5,3,7,145,133,25,307,7,5,14,321,207,4,531
SAL21059,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,7
SAL21060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21069,0,0,0,0,0,0,0,0,0,5,5,0,12,0,0,0,12,4,0,17
SAL21070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21071,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL21072,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,4,0,7
SAL21073,0,0,0,0,0,0,0,0,3,13,15,4,26,0,0,0,29,18,0,48
SAL21074,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,13
SAL21075,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,5,0,15
SAL21076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21077,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,8,3,0,12
SAL21078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21079,0,0,0,0,0,0,0,0,0,63,23,5,94,0,0,0,94,29,0,127
SAL21080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21084,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,8,0,13
SAL21085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL21088,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9
SAL21089,0,0,0,0,0,0,0,0,6,7,19,0,25,0,0,0,21,31,0,56
SAL21090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21092,0,0,0,0,0,0,0,0,0,6,4,0,11,0,0,0,11,4,0,10
SAL21093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21094,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SAL21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21098,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,4,0,13
SAL21099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21101,0,0,0,0,0,0,0,0,0,8,5,0,11,0,0,0,11,8,0,19
SAL21102,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SAL21103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21104,0,0,0,0,0,0,3,0,6,291,187,31,511,13,17,32,544,268,5,822
SAL21105,0,0,0,0,0,0,5,7,7,236,145,32,412,15,9,22,438,268,7,712
SAL21106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21108,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
SAL21109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL21113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21114,0,0,0,0,0,0,0,4,4,203,180,25,409,9,13,16,423,250,3,680
SAL21115,0,0,0,0,0,0,0,0,0,4,4,3,15,0,0,0,15,10,0,24
SAL21116,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,0,8,8,0,17
SAL21117,0,0,0,0,0,0,0,0,0,7,3,0,12,0,0,0,12,9,0,23
SAL21118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SAL21119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21123,0,0,0,0,0,0,0,0,0,13,6,3,22,0,0,0,19,15,0,39
SAL21124,0,0,0,0,0,0,7,0,9,67,50,6,121,3,8,10,132,145,3,281
SAL21125,0,5,0,0,0,5,6,5,14,118,91,16,225,8,15,26,246,229,8,486
SAL21126,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3
SAL21127,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,14
SAL21128,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL21129,0,0,0,0,0,0,3,5,5,119,124,17,256,6,8,13,269,158,8,439
SAL21130,0,5,0,0,0,5,0,0,4,81,79,10,169,6,4,5,179,100,5,284
SAL21131,0,0,0,0,0,0,0,0,3,145,97,15,262,9,3,10,270,136,3,407
SAL21132,0,0,0,0,0,0,5,4,3,75,57,0,135,8,3,14,148,119,5,270
SAL21133,0,0,0,0,0,3,7,11,24,354,255,52,660,29,21,54,720,533,18,1272
SAL21134,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,5
SAL21135,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3
SAL21136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21137,0,0,0,0,0,0,0,0,0,9,18,0,28,0,0,0,32,16,0,51
SAL21138,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,5
SAL21139,0,0,0,0,0,0,0,0,0,8,5,0,15,0,0,0,15,7,0,29
SAL21140,5,3,0,0,0,6,3,3,14,181,148,36,377,18,22,44,417,273,10,700
SAL21141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21142,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,9,0,17
SAL21143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SAL21144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21145,0,0,0,0,0,4,11,8,22,149,171,20,339,8,13,21,358,272,12,642
SAL21146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21148,0,0,0,0,0,0,0,0,0,5,8,0,17,0,0,0,17,8,0,23
SAL21149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21150,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL21151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21152,0,0,0,0,0,0,0,3,7,212,112,14,336,5,12,16,343,182,4,527
SAL21153,0,0,0,0,0,0,0,0,0,173,93,8,279,11,4,15,294,137,0,438
SAL21154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21155,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,0,0,6
SAL21156,0,0,0,0,0,0,0,0,0,10,9,3,21,0,0,0,21,8,0,29
SAL21157,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
SAL21158,0,4,0,0,0,4,0,0,4,92,99,15,206,4,3,8,216,133,3,349
SAL21159,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,7
SAL21160,0,0,0,0,0,0,3,0,5,19,18,5,42,0,0,0,41,65,0,107
SAL21161,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,10,6,0,18
SAL21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21163,0,0,0,0,0,0,0,0,0,43,40,4,87,3,0,5,91,26,0,115
SAL21164,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,0,15
SAL21165,0,0,0,0,0,0,0,0,0,130,93,14,235,3,0,4,239,109,0,352
SAL21166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL21167,0,0,0,0,0,0,0,3,5,113,44,13,166,4,6,11,173,74,3,253
SAL21168,0,0,0,0,0,0,4,0,5,85,86,10,179,10,9,14,197,134,3,340
SAL21169,0,0,0,0,0,3,4,3,8,53,58,14,127,8,3,15,137,179,5,322
SAL21170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL21172,0,0,0,0,0,0,0,0,0,3,7,0,16,0,0,0,16,10,0,27
SAL21173,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,10,0,23
SAL21174,0,0,0,0,0,0,0,0,0,58,46,14,121,4,6,7,126,41,0,163
SAL21175,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,12
SAL21176,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,9
SAL21177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21178,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6
SAL21179,0,0,0,0,0,0,0,0,0,18,27,5,48,0,6,0,56,21,0,82
SAL21180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21181,0,0,0,0,0,0,0,3,3,22,27,0,50,0,0,3,56,27,3,90
SAL21182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
