SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL21708,30,27,64,13,10,20,4,4,12,0,4,4,0,0,0,19,15,39,8,7,14,4.8,0,2.6,63.6,66.7,65,60.6,66.7,63.3,0,0,0,0,0,0,4,3,5,3,0,4,7,0,8,0,0,0,0,0,0,7,3,13,27,20,47,11,4,13,17,13,29,16,13,33
SAL21709,47,50,93,16,13,25,14,11,17,4,8,9,0,0,0,32,26,63,17,15,28,3.3,3.4,3.4,63.8,59.2,61.5,61.7,57.1,59.4,0,0,0,0,4,4,5,7,12,3,3,7,17,6,21,0,0,0,0,0,0,14,8,22,42,44,93,5,4,4,32,26,61,15,20,33
SAL21710,35,22,61,19,9,24,4,9,13,0,0,0,0,0,0,22,23,42,13,3,14,0,0,0,60,80,68.3,60,80,68.3,0,0,0,0,0,3,0,3,7,0,4,3,7,8,12,0,0,0,0,0,0,14,8,14,30,22,55,3,7,7,20,18,42,9,5,19
SAL21711,77,64,144,28,13,41,5,9,16,7,0,12,3,0,3,44,33,73,28,25,49,4.4,0,2.6,56.3,49.2,53.1,53.8,49.2,51.7,0,5,5,0,6,4,3,11,14,9,4,10,16,10,21,0,0,0,4,0,3,22,10,29,71,68,137,6,7,12,65,45,114,15,22,35
SAL21712,7,10,12,4,0,4,0,0,6,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,80,33.3,54.5,80,33.3,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,4,8,6,0,0,4,4,8,6,0,0,4
SAL21713,11,9,18,6,0,13,0,4,4,0,0,0,0,0,0,6,4,14,0,4,6,0,0,0,88.9,55.6,72.2,88.9,55.6,72.2,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,11,16,24,3,0,5,10,18,20,6,5,6
SAL21714,70,70,143,38,17,58,4,23,30,7,0,4,0,0,3,51,44,99,6,13,20,3.8,2.2,3.1,76.5,63.9,70,73.5,62.5,67.9,0,0,0,0,0,3,0,8,7,3,10,12,18,14,30,0,6,6,0,0,0,18,17,32,66,65,130,7,12,18,51,46,101,20,20,40
SAL21715,116,110,229,53,31,82,16,38,56,7,6,13,0,0,0,82,71,151,34,36,73,1.3,1.4,1.3,67.2,63.7,65.5,66.4,62.8,64.6,8,0,10,0,11,9,7,13,22,15,14,26,41,12,51,0,5,0,0,0,0,42,14,55,130,123,249,4,5,14,94,84,179,34,31,64
SAL21716,3839,4059,7903,1092,577,1666,403,857,1266,127,156,281,221,136,353,1835,1732,3571,1645,1973,3619,12,7.9,10,47.8,42.6,45.1,42.1,39.2,40.6,40,50,94,29,61,90,160,294,452,213,347,562,1113,647,1755,48,74,121,37,62,101,1196,779,1974,3534,3684,7221,522,577,1100,2438,2488,4926,1406,1585,2996
SAL21717,226,214,439,87,37,130,33,66,101,15,5,26,7,9,15,141,127,263,67,77,142,4.3,4.8,4.6,61,58.5,59.8,58.3,55.7,57,8,13,15,3,9,14,8,29,39,20,26,46,80,19,100,0,3,4,5,3,10,86,26,114,242,229,470,9,3,12,182,182,364,46,47,94
SAL21718,59,49,110,19,17,40,7,13,24,6,0,11,0,0,0,35,32,69,16,20,38,0,0,0,62.1,61.5,61.8,62.1,61.5,61.8,4,10,18,0,4,4,16,17,32,6,9,13,6,0,10,0,0,0,0,0,0,6,0,10,52,50,103,0,10,9,29,29,63,23,20,44
SAL21719,11,13,26,8,3,7,5,4,3,0,0,0,0,0,0,10,5,20,0,0,0,0,0,0,81.8,53.8,66.7,81.8,53.8,66.7,0,0,0,0,0,0,0,3,3,0,0,4,5,0,5,0,0,0,0,0,0,5,0,5,11,10,20,0,0,0,10,9,18,0,0,0
SAL21720,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,66.7,100,50,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0
SAL21721,38,45,84,20,16,32,4,10,13,3,0,0,0,0,0,24,26,49,18,17,30,0,0,0,56.1,57.8,57,56.1,57.8,57,0,4,0,4,0,7,3,8,10,4,7,10,9,0,9,0,0,0,0,0,0,9,0,14,33,35,68,6,3,9,24,24,51,14,14,26
SAL21722,35,33,67,10,5,14,8,0,10,0,0,0,3,0,4,17,11,30,22,17,41,11.8,9.1,10.7,44.7,36.7,41.2,39.5,33.3,36.8,3,0,3,0,0,0,6,9,9,0,5,6,16,3,16,0,0,0,0,0,0,15,11,26,36,34,71,0,0,0,29,30,65,13,0,13
SAL21723,17,16,31,4,3,11,0,4,5,0,0,0,0,0,0,15,9,19,0,6,6,0,0,0,73.3,43.8,58.1,73.3,43.8,58.1,0,9,9,0,0,0,5,0,3,0,0,0,6,0,3,0,0,0,0,0,0,6,0,3,15,10,27,0,0,0,5,5,12,5,7,17
SAL21724,45,41,81,22,11,28,5,10,22,3,0,3,0,0,0,32,25,53,13,17,22,0,0,0,70.7,57.1,63.9,70.7,57.1,63.9,3,5,10,0,0,0,5,5,13,4,6,7,8,0,12,0,0,0,0,0,0,8,0,11,40,45,81,5,3,14,30,30,65,14,8,24
SAL21725,16,10,19,6,0,9,0,5,9,4,0,4,0,0,0,11,7,17,0,4,5,0,0,0,91.7,62.5,80,91.7,62.5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,20,0,0,0,8,5,12,7,4,6
SAL21726,68,63,133,32,15,43,10,19,25,0,0,0,0,0,0,39,34,74,27,20,44,0,2.9,1.4,53.5,54,53.7,53.5,52.4,53,0,0,6,0,4,5,10,15,23,3,3,5,17,5,29,0,0,0,0,0,0,16,5,27,64,54,120,5,6,11,52,35,82,21,27,43
SAL21727,1454,1488,2941,667,302,971,197,454,647,62,80,147,24,34,60,957,869,1824,432,562,1000,2.9,3.8,3.3,65.7,58.3,62,63.8,56.1,59.9,49,75,121,19,62,75,158,248,406,133,209,335,463,201,661,3,14,20,21,27,47,487,239,723,1579,1583,3168,159,152,310,1126,1117,2242,529,543,1068
SAL21728,91,88,170,39,15,53,20,31,43,0,7,8,0,0,7,62,45,109,20,29,48,3.2,4.1,3.6,68.9,58.3,63.8,66.7,56,61.5,5,4,10,0,5,5,5,16,22,7,7,19,26,8,34,0,0,4,0,4,4,25,9,38,94,77,172,10,13,19,73,61,135,28,25,49
SAL21729,24,14,43,6,3,15,7,3,10,0,4,5,0,0,0,12,14,27,6,3,12,0,0,0,56,72.2,62.8,56,72.2,62.8,0,0,4,4,0,4,0,0,0,0,7,4,8,7,12,0,0,0,0,0,0,8,7,12,24,16,40,5,0,3,11,8,21,13,5,18
SAL21730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21731,29,36,65,19,9,27,3,9,7,3,0,0,0,0,0,23,17,35,10,15,20,0,0,0,63.3,57.6,60.3,63.3,57.6,60.3,0,0,0,0,3,3,0,0,4,0,7,7,13,3,16,0,0,3,0,0,0,11,3,17,29,32,62,3,4,7,14,20,37,18,14,30
SAL21732,1959,2278,4235,893,640,1535,325,605,931,53,68,127,63,60,124,1336,1378,2715,538,804,1349,4.7,4.4,4.5,68.2,60.6,64.1,65,57.9,61.2,330,320,653,83,141,229,613,688,1297,166,260,434,141,89,234,3,10,11,22,38,66,169,139,306,1936,2203,4138,289,316,606,1297,1496,2788,842,953,1794
SAL21733,2140,2452,4593,940,635,1578,332,688,1019,61,93,159,65,57,122,1401,1477,2877,695,920,1614,4.9,3.9,4.3,65.5,60.1,62.6,62.3,57.8,59.9,296,313,614,82,151,242,574,725,1301,206,266,466,211,115,317,12,21,31,31,36,63,251,165,414,2245,2530,4776,314,337,652,1562,1765,3328,897,982,1882
SAL21734,24,27,52,11,7,16,3,6,11,4,0,9,0,0,0,11,16,31,10,6,13,0,0,0,57.7,66.7,62,57.7,66.7,62,0,0,3,0,0,0,0,3,3,0,0,0,5,0,13,0,0,0,0,0,0,9,6,12,26,26,59,3,4,3,24,23,47,6,6,15
SAL21735,3473,3924,7393,1713,1040,2753,485,1206,1694,104,186,291,87,78,172,2390,2511,4902,982,1319,2303,3.7,3.2,3.4,68.8,64.1,66.3,66.3,62,64,287,328,614,122,265,387,678,1008,1689,369,485,862,779,294,1074,28,30,56,50,79,122,855,406,1257,3825,4136,7954,431,509,942,2748,2989,5736,1255,1450,2704
SAL21736,2677,2872,5550,1332,678,2016,369,854,1230,96,138,233,55,57,110,1851,1732,3580,729,1051,1787,2.9,3.3,3.1,69.1,60.4,64.6,67.1,58.4,62.6,84,105,191,44,118,159,310,512,826,236,383,616,897,338,1230,17,44,59,44,72,123,957,450,1408,2989,3092,6078,258,281,547,2220,2273,4492,830,912,1740
SAL21737,789,826,1614,236,118,349,78,154,230,20,26,50,14,15,26,346,309,655,370,408,774,3.5,4.2,3.8,43.7,37.8,40.7,42.2,36.2,39.1,11,8,23,12,25,33,52,98,148,71,86,158,234,96,326,6,11,16,17,15,28,256,115,373,742,750,1494,67,59,125,481,480,963,294,293,590
SAL21738,12,12,24,9,3,6,0,3,5,0,0,0,0,0,0,7,8,16,3,0,10,0,0,0,70,60,65,70,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,12,12,24,0,0,0,12,11,18,0,0,0
SAL21739,18,16,37,6,4,11,3,0,3,0,0,0,0,0,0,15,8,21,7,8,9,0,0,0,57.9,50,54.1,57.9,50,54.1,0,0,0,0,0,6,0,3,4,0,3,3,7,0,7,0,0,0,0,0,0,7,0,7,11,14,34,3,0,3,10,10,24,6,6,14
SAL21740,85,83,171,23,12,28,13,15,30,0,4,0,0,0,3,40,30,64,45,54,95,5.3,3.4,4.5,43.2,34.5,39,40.9,33.3,37.2,6,0,8,0,0,0,6,6,14,6,8,13,17,3,21,0,3,3,3,0,8,20,9,30,80,70,153,12,9,23,63,58,127,26,16,43
SAL21741,21,21,44,10,5,17,0,3,7,0,0,0,0,0,0,13,7,22,4,7,17,7.7,0,4.3,61.9,50,56.1,57.1,50,53.7,0,0,0,0,0,0,0,3,3,0,0,0,8,3,12,0,0,0,0,0,0,8,3,12,23,22,43,0,0,0,13,14,32,6,3,12
SAL21742,6687,7290,13976,3431,2571,6000,1059,1827,2881,224,327,553,211,169,377,4925,4886,9808,1519,2175,3690,4.3,3.4,3.9,73.6,67,70.2,70.5,64.7,67.5,789,899,1688,243,479,728,1834,2056,3890,604,731,1330,860,388,1248,37,53,93,72,116,185,964,555,1521,6062,6545,12609,1418,1556,2979,3823,4148,7969,3336,3643,6984
SAL21743,41,33,68,15,5,22,7,6,14,0,3,3,0,0,0,23,12,38,14,18,34,4.5,0,2.8,56.4,42.4,50,53.8,42.4,48.6,0,0,0,0,0,3,0,4,4,3,4,3,16,7,24,0,3,4,0,0,0,17,8,28,43,33,74,0,0,0,27,20,48,9,12,23
SAL21744,34,39,65,8,3,16,15,18,27,0,3,10,0,0,0,18,22,47,6,12,22,0,0,0,65.6,66.7,66.2,65.6,66.7,66.2,4,6,9,0,5,5,11,3,19,3,5,6,5,4,6,0,0,0,0,0,0,5,4,6,35,37,70,0,3,3,22,22,47,9,14,28
SAL21745,13,12,29,4,3,8,0,6,6,0,0,0,0,0,0,9,5,13,8,6,8,0,0,0,40,50,44.8,40,50,44.8,0,0,0,0,0,0,0,0,0,0,3,3,9,0,6,0,0,0,0,0,3,6,3,11,15,17,28,0,0,0,6,11,19,6,0,4
SAL21746,2476,2645,5121,1233,766,2003,330,722,1045,75,101,174,68,64,129,1702,1647,3360,655,876,1530,3.9,3.8,3.8,69,62.4,65.6,66.3,60,63,197,236,432,63,111,178,548,671,1223,280,311,589,397,198,589,17,34,48,28,48,76,435,273,714,2532,2594,5124,404,437,836,1625,1750,3374,1106,1129,2237
SAL21747,22,0,26,0,0,5,0,3,3,0,0,0,0,0,0,0,0,3,20,0,20,0,0,0,4.8,100,20,4.8,100,20,0,0,0,0,0,0,18,0,18,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,3,25,0,3,3,0,0,0,20,0,23
SAL21748,34,42,77,14,10,26,5,11,21,0,0,0,0,0,0,22,23,42,10,14,25,0,0,0,62.2,55,58.4,62.2,55,58.4,0,3,3,0,0,0,3,7,9,4,3,8,7,4,17,0,0,0,0,0,0,15,6,21,30,38,76,7,7,12,26,27,52,13,13,22
SAL21749,37,26,66,23,9,35,5,9,12,5,0,8,0,0,0,28,18,51,5,7,14,0,0,0,82.9,75,79.4,82.9,75,79.4,0,5,5,0,0,0,0,3,5,8,0,10,17,5,19,0,0,0,0,0,0,17,6,19,39,31,69,3,5,8,25,28,57,14,3,18
SAL21750,9,8,20,10,4,12,0,3,5,0,0,0,0,0,0,9,12,17,0,0,0,0,0,0,100,81.8,90.5,100,81.8,90.5,0,0,0,0,0,0,0,3,3,3,0,4,0,4,7,0,0,0,0,0,0,0,4,8,18,12,23,0,0,0,6,8,17,0,0,5
SAL21751,15,25,39,3,3,10,0,0,0,0,0,0,3,4,6,11,4,17,4,12,13,22.2,42.9,31.3,52.9,31.8,41,41.2,18.2,28.2,3,0,7,0,0,0,0,0,0,0,3,3,6,0,6,0,0,0,0,0,0,6,3,11,11,16,31,0,3,12,9,12,19,7,5,14
SAL21752,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,33.3,100,50,33.3,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,3,0,0,0
SAL21753,36,38,71,12,10,26,8,8,15,0,0,0,0,3,0,26,22,45,13,13,26,4.2,9.5,6.7,64.9,60,62.5,62.2,54.3,58.3,4,0,0,0,0,3,4,6,12,6,4,8,5,5,10,0,0,0,0,0,0,5,5,10,41,35,77,0,0,0,27,30,60,12,11,19
SAL21754,426,436,862,219,121,331,68,127,194,21,28,47,8,8,21,307,283,589,101,131,237,2.6,3.2,2.9,71.7,65.4,68.5,69.9,63.3,66.6,19,18,40,4,14,15,60,84,144,30,53,79,120,44,163,7,6,9,3,15,17,127,58,190,431,424,854,34,48,85,346,331,673,112,136,246
SAL21755,9064,9427,18489,4703,2490,7195,1174,2796,3969,323,469,790,260,237,496,6465,5991,12455,2304,3144,5450,4.1,3.9,4,71.3,63.5,67.4,68.4,61,64.7,324,418,744,157,341,499,1152,1567,2716,802,1189,1991,2628,1292,3916,70,112,186,125,192,319,2826,1593,4421,9767,9951,19722,1152,1193,2346,6647,6702,13353,3594,3811,7408
SAL21756,3358,3557,6909,1210,716,1930,327,786,1115,110,138,243,121,80,201,1772,1720,3485,1199,1493,2697,6.7,4.8,5.7,52.7,48.4,50.5,49.2,46.1,47.6,35,61,91,26,87,118,138,297,433,167,365,539,815,512,1323,45,64,103,38,63,104,893,635,1531,3130,3246,6375,446,529,972,2185,2274,4455,1195,1348,2546
SAL21757,63,50,110,25,12,35,9,13,20,4,3,13,0,0,0,36,27,64,14,11,27,0,3.3,1.5,58.1,58.8,58.4,58.1,56.9,57.5,0,0,0,0,0,0,7,3,9,0,3,4,13,8,25,0,3,3,0,6,6,13,11,25,66,48,114,3,9,11,50,36,85,17,16,29
SAL21758,27,27,55,11,6,16,9,9,12,0,0,0,0,0,0,12,13,31,8,10,20,0,0,0,60,53.6,56.6,60,53.6,56.6,0,3,3,0,0,0,3,6,4,8,9,14,0,4,4,0,0,0,0,0,0,6,3,8,26,28,56,3,0,3,21,23,48,9,5,17
SAL21759,81,79,156,34,22,64,15,18,32,4,3,10,4,0,3,55,49,103,18,20,33,3.8,2.1,3,66.3,61.5,63.9,63.7,60.3,62,0,9,8,3,4,8,4,18,24,5,6,12,23,7,33,0,0,0,0,0,0,27,7,34,80,82,156,10,7,12,57,58,117,20,27,51
SAL21760,3385,3864,7247,1774,1221,3001,445,1034,1483,110,177,284,113,86,203,2445,2526,4971,826,1225,2059,4.6,3.6,4.1,72.3,65.3,68.6,69,63,65.8,212,305,516,88,178,269,703,966,1663,364,491,853,657,314,976,19,31,47,56,73,129,732,417,1150,3491,3877,7368,542,605,1143,2239,2483,4718,1613,1803,3417
SAL21761,14,12,29,11,3,13,0,0,0,0,0,0,0,0,0,9,7,17,0,5,5,0,14.3,5.6,84.6,53.8,69.2,84.6,46.2,65.4,0,0,4,0,0,0,0,3,3,0,0,0,3,0,7,0,0,0,0,0,0,8,0,5,9,11,19,3,3,3,10,11,14,6,5,10
SAL21762,307,330,638,184,84,268,42,142,181,16,20,32,6,3,8,241,244,481,63,81,143,1.7,0.8,1.2,77.9,74,75.9,76.6,73.4,75,13,16,30,0,12,16,37,92,124,36,50,91,111,34,142,0,3,3,3,6,10,117,45,158,344,368,706,52,60,111,250,270,522,121,132,256
SAL21763,9954,11938,21895,3912,2213,6124,1240,2913,4154,377,523,895,247,196,439,5770,5841,11614,3679,5394,9071,4.2,3.3,3.8,58,48.9,53,55.5,47.3,51,368,456,824,215,444,662,1264,1944,3211,1012,1524,2538,2521,1280,3799,75,149,225,157,282,439,2749,1713,4462,9838,11329,21166,1488,1701,3190,6410,7495,13907,4311,4884,9200
SAL21764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21765,52,49,100,21,14,33,9,19,27,0,3,7,0,0,3,27,36,66,14,9,21,3.4,2.9,3.1,56.9,70,63.4,54.9,68,61.4,0,0,0,0,0,0,0,4,7,0,7,12,13,9,23,0,0,0,0,0,3,17,6,28,43,40,82,3,9,11,42,34,74,4,13,16
SAL21766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21767,571,653,1222,196,105,302,59,171,235,29,25,50,21,11,28,309,305,622,205,304,505,6.7,2.6,4.7,54.9,47,50.7,51.2,45.8,48.3,5,15,22,9,10,14,25,85,109,36,64,105,154,88,235,6,13,19,10,10,21,168,106,273,544,609,1153,83,100,187,386,434,818,207,249,454
SAL21768,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,0,33.3,25,30,33.3,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0
SAL21769,5814,6082,11891,1574,858,2429,657,1210,1867,186,209,400,340,240,580,2756,2521,5276,2429,2918,5345,12.3,9.6,11,47.4,41.4,44.4,41.6,37.5,39.5,64,85,148,44,82,125,267,382,645,278,431,711,1529,900,2429,68,115,179,59,85,151,1656,1099,2756,5367,5565,10937,812,799,1608,3695,3733,7437,2125,2251,4374
SAL21770,61,61,118,23,14,33,11,16,27,0,4,3,4,0,4,34,32,71,14,18,34,5.6,2.9,4.3,62.1,54.8,58.3,58.6,53.2,55.8,0,0,0,0,4,4,0,3,10,5,10,16,17,8,30,0,0,4,0,3,4,21,14,31,53,61,117,0,0,0,46,44,97,11,10,20
SAL21771,19,10,33,9,0,7,0,3,3,0,0,0,0,0,0,11,6,11,3,5,5,0,0,0,52.9,41.7,48.3,52.9,41.7,48.3,0,0,0,0,0,0,0,6,0,0,0,0,8,0,8,0,0,0,0,0,0,8,0,8,10,8,16,10,6,10,3,6,7,13,11,15
SAL21772,369,407,774,105,64,165,69,108,179,20,20,39,4,3,4,189,189,386,149,186,339,1,1.6,1.3,52.7,47,49.7,52.2,46.3,49.1,14,18,29,13,25,30,47,75,117,20,40,65,92,51,147,10,8,17,6,7,16,111,70,180,351,362,713,60,71,128,235,249,479,158,171,330
SAL21773,4,3,12,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,60,66.7,62.5,60,66.7,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,3,0,3,4,3,10
SAL21774,24,16,40,4,3,7,6,8,11,0,0,0,3,0,3,9,10,18,10,9,16,20,0,11.8,45.5,41.2,43.6,36.4,41.2,38.5,0,0,0,0,0,4,6,0,13,0,6,3,3,4,9,0,0,0,0,0,0,4,4,5,23,16,33,3,0,7,9,6,16,11,13,23
SAL21775,10,10,28,11,4,10,0,5,5,0,0,0,0,0,0,11,10,15,6,0,12,0,0,0,61.5,69.2,65.4,61.5,69.2,65.4,0,0,0,0,0,0,0,0,0,3,4,4,0,5,3,0,0,0,0,0,0,4,3,6,14,12,29,0,0,0,8,9,21,0,4,7
SAL21776,24,22,46,12,8,11,3,8,6,0,0,0,0,0,0,11,9,21,9,5,13,0,0,0,54.5,54.5,54.5,54.5,54.5,54.5,0,0,0,0,0,0,4,9,9,0,8,10,11,3,10,0,0,0,0,0,0,10,3,11,20,19,37,0,0,0,10,10,28,10,9,16
SAL21777,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL21778,156,152,313,52,30,78,37,35,72,10,6,12,0,0,0,93,72,166,9,10,17,0,0,0,61,44.9,52.9,61,44.9,52.9,0,7,7,3,0,3,18,31,47,6,9,17,24,3,28,0,0,0,0,0,6,25,4,26,59,38,93,54,55,112,32,23,62,76,69,146
SAL21779,81,82,163,40,17,53,8,14,29,3,8,10,0,0,0,53,43,92,21,21,48,2,4.9,3.3,60.5,50.6,55.6,59.3,48.1,53.7,0,3,5,0,3,4,7,4,5,9,12,20,16,9,25,0,0,0,0,0,0,16,13,28,66,75,142,7,3,6,53,54,111,17,15,37
SAL21780,25,20,50,26,9,33,3,4,10,0,0,0,0,0,0,27,14,41,0,4,4,0,0,0,96.3,63.6,81.6,96.3,63.6,81.6,0,0,0,0,0,0,3,3,5,0,0,3,7,3,10,0,0,3,0,0,0,6,3,15,29,27,55,0,0,3,23,24,49,10,3,8
SAL21781,69,57,121,21,14,32,9,15,18,0,3,5,4,0,12,35,26,65,19,18,42,11.1,13.3,12.1,53.7,53.6,53.7,47.8,46.4,47.2,0,6,7,3,0,3,3,5,8,7,8,18,21,4,27,0,0,0,0,0,0,21,6,27,56,45,99,5,8,13,44,38,82,18,13,33
SAL21782,9,7,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,5,10,0,0,0,37.5,50,42.9,37.5,50,42.9,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,4,0,5,4,5,9,0,0,3
SAL21783,1384,1543,2928,598,318,913,198,446,647,45,78,122,54,56,108,891,894,1786,412,569,979,5.8,6.3,6,64.5,57.9,61,60.8,54.2,57.3,87,90,175,27,65,91,202,258,458,128,204,332,312,171,487,21,14,38,18,36,54,350,222,576,1348,1484,2826,319,299,618,779,893,1671,777,801,1574
SAL21784,11,7,21,0,0,5,0,0,3,5,0,3,0,0,0,5,7,13,3,0,5,0,0,0,60,71.4,64.7,60,71.4,64.7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,21,0,0,0,11,7,21,0,0,0
SAL21785,5,0,10,5,0,0,0,5,5,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,100,75,85.7,100,75,85.7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,5,4,8,0,0,0,5,4,8,0,0,0
SAL21786,209,194,399,69,32,100,25,34,67,6,3,10,5,9,14,113,77,195,74,99,171,6.1,10.1,7.8,55.3,41.1,48.5,51.9,37,44.7,3,10,11,0,3,4,11,19,34,9,15,27,60,24,84,0,4,4,3,3,9,59,30,90,202,194,395,28,32,57,159,139,301,59,70,128
SAL21787,513,534,1050,228,145,375,83,141,222,18,25,45,15,9,28,345,321,669,157,197,352,4.9,3.1,4,67.1,60.4,63.7,63.8,58.5,61.1,34,48,78,27,44,66,86,118,206,71,67,135,122,58,174,8,3,14,3,14,20,130,76,208,549,559,1111,54,68,122,418,438,854,151,169,317
SAL21788,55,47,105,18,16,34,3,12,13,3,3,9,0,0,0,26,25,57,22,16,41,3.8,0,1.8,48.1,56.9,52.4,46.3,56.9,51.4,0,7,7,0,0,0,0,4,5,0,0,6,14,5,26,0,0,6,0,0,0,19,11,27,55,50,107,0,3,4,39,41,83,13,12,28
SAL21789,5,5,8,0,0,4,0,6,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,33.3,100,66.7,33.3,100,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0
