SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL21790,2229,2452,4683,1310,731,2037,331,822,1156,83,155,239,52,63,113,1771,1774,3541,373,568,941,2.8,3.5,3.1,79.2,72.4,75.6,77.1,69.8,73.3,142,156,302,47,110,158,441,625,1064,228,303,537,567,311,882,22,36,60,24,36,58,615,378,996,1906,2036,3946,903,953,1854,550,576,1124,2010,2210,4221
SAL21791,49,63,108,19,11,30,10,15,28,0,4,4,0,0,4,26,33,58,15,14,35,7.4,3,5,54,55,54.5,50,53.3,51.8,0,9,9,0,0,0,4,8,13,4,0,9,12,7,16,0,0,0,0,4,4,12,9,22,45,53,99,8,7,14,33,40,74,19,21,41
SAL21792,307,263,567,141,67,207,39,80,119,18,17,32,11,7,16,205,170,375,71,71,142,3.9,3.5,3.7,67.7,64.2,66,65,61.9,63.6,17,13,35,7,13,17,20,36,56,35,38,77,89,35,126,0,3,3,0,5,3,89,43,129,322,268,590,27,24,47,208,171,379,120,102,221
SAL21793,7156,7730,14888,3310,1656,4970,1074,2312,3391,228,352,576,156,148,305,4773,4465,9244,2136,3019,5156,3.3,3.2,3.3,66.7,57.8,62.1,64.5,55.9,60,537,543,1081,210,403,619,1559,1859,3423,813,1028,1840,1373,525,1893,37,70,106,105,172,273,1509,768,2280,7786,8241,16031,944,1017,1956,5575,5863,11437,2784,3046,5829
SAL21794,7,3,13,7,0,7,0,0,3,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,100,83.3,92.9,100,83.3,92.9,0,0,0,0,0,0,0,0,0,3,3,5,3,0,4,0,0,0,0,0,0,3,0,4,12,13,21,0,0,0,15,9,17,0,6,6
SAL21795,3863,3974,7831,2035,963,2996,510,1379,1893,172,227,403,88,93,180,2809,2664,5471,976,1235,2200,3.1,3.5,3.3,72.7,67,69.8,70.5,64.7,67.5,101,150,247,60,157,220,381,661,1048,362,573,936,1363,571,1937,34,67,104,50,76,126,1449,720,2166,4328,4388,8724,356,394,750,3185,3183,6369,1232,1309,2541
SAL21796,47,32,79,19,10,30,14,9,25,0,0,0,3,0,3,33,23,56,11,10,19,5.9,0,3.6,73.9,64.7,70,69.6,64.7,67.5,0,5,5,0,3,3,13,13,17,0,8,9,21,3,24,0,0,0,0,0,0,21,10,26,44,38,75,4,0,7,31,24,58,18,6,29
SAL21797,51,34,83,14,9,23,3,4,10,4,0,6,0,0,3,24,11,36,14,13,23,9.1,6.7,8.1,46.8,44.1,45.7,42.6,41.2,42,0,0,0,0,0,0,4,7,8,4,5,7,11,8,19,3,0,3,0,0,0,14,8,18,34,27,59,5,8,15,29,26,57,9,8,13
SAL21798,1215,1178,2391,545,272,814,190,382,577,46,62,111,46,33,73,821,748,1570,324,366,690,5.3,4,4.7,67.7,63.7,65.8,64.1,61.2,62.7,83,81,159,32,82,115,216,240,449,97,128,229,262,112,375,11,23,33,15,18,33,285,158,441,1196,1202,2399,226,220,441,779,773,1554,558,571,1135
SAL21799,6,8,10,5,0,5,0,0,5,0,0,0,0,0,0,0,8,8,4,3,7,0,0,0,66.7,57.1,61.5,66.7,57.1,61.5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,6,3,9,3,3,9,6,3,9,0,0,0
SAL21800,20,19,38,8,4,12,0,0,3,0,0,0,0,0,0,11,4,18,9,13,14,0,0,0,57.9,33.3,45.9,57.9,33.3,45.9,0,0,0,0,0,0,0,0,3,0,0,6,9,3,10,0,0,0,0,0,0,9,3,10,17,17,37,0,5,3,14,19,31,3,0,11
SAL21801,606,568,1172,276,135,413,99,132,223,31,35,71,11,6,18,410,313,724,161,216,374,1.9,2.2,2.1,67.5,55.2,61.6,66.2,54,60.3,62,76,138,18,37,54,155,131,284,60,75,130,89,30,124,4,8,12,10,8,20,103,54,154,661,562,1225,56,49,113,452,398,849,234,197,425
SAL21802,5,7,7,0,0,0,0,0,0,0,0,4,0,0,0,4,7,8,0,0,0,0,0,0,75,100,85.7,75,100,85.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,0,0,0,4,0,4,0,0,4
SAL21803,7563,8464,16033,3298,1753,5055,1123,2560,3679,263,419,691,144,132,271,4828,4864,9695,2463,3281,5747,2.9,2.7,2.8,63.8,57.5,60.5,62,55.9,58.8,349,417,767,181,390,571,1225,1681,2911,904,1182,2087,1865,799,2665,48,81,129,128,219,350,2044,1105,3146,8103,8780,16881,1001,1127,2123,5709,6087,11799,3001,3417,6421
SAL21804,39,35,76,22,11,33,5,14,14,0,0,0,3,0,3,27,25,55,7,10,14,6.7,0,3.7,73.2,70.6,72,68.3,70.6,69.3,0,0,3,0,3,3,4,4,9,3,6,9,12,6,18,0,0,0,0,0,0,12,6,18,43,37,82,4,5,13,37,27,65,11,12,23
SAL21805,102,92,196,56,18,74,17,39,49,8,0,9,5,0,6,80,61,143,17,36,53,4.9,1.7,3.6,77.1,63.4,70.7,73.3,62.4,68.2,3,0,0,0,0,3,13,21,30,5,17,22,29,10,38,5,0,3,0,0,0,32,16,44,118,107,223,7,7,15,89,86,176,27,21,49
SAL21806,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,66.7,66.7,66.7,66.7,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,0,0,0,10,9,16,0,0,0
SAL21807,915,951,1860,350,210,559,160,254,415,30,40,70,51,38,83,592,540,1131,265,355,616,8.3,6.6,7.5,64.7,57.1,60.8,59.3,53.3,56.3,42,61,99,13,42,62,134,167,302,65,98,166,217,129,345,10,13,22,11,9,15,233,151,383,802,865,1672,215,182,406,473,552,1026,492,466,955
SAL21808,21,16,35,11,6,16,3,3,10,0,0,3,0,0,0,12,14,28,6,3,10,0,0,0,78.9,64.7,72.2,78.9,64.7,72.2,0,0,0,0,0,0,5,3,8,0,3,0,3,0,3,0,0,0,0,0,0,3,0,3,17,20,33,6,0,6,15,19,36,6,0,3
SAL21809,13,14,33,10,0,13,3,11,7,0,0,0,0,3,3,16,13,29,0,0,3,0,14.3,7.1,93.3,87.5,90.3,93.3,75,83.9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,5,6,12,19,31,3,3,5,11,13,27,3,6,5
SAL21810,117,128,240,52,23,78,15,36,53,0,9,12,0,3,3,73,72,144,42,54,95,0,2.9,1.4,62.7,55.2,58.8,62.7,53.6,58,8,5,14,3,0,4,11,16,28,6,11,21,33,16,51,0,3,3,3,3,8,36,21,57,136,134,272,11,6,21,104,115,213,34,34,71
SAL21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21813,135,135,270,59,32,86,23,52,74,6,9,17,0,4,4,89,90,178,42,47,90,2.3,2.2,2.3,64.4,65.7,65.1,63,64.2,63.6,8,4,14,0,6,10,13,29,37,8,26,36,52,16,67,0,6,3,0,0,4,52,26,73,130,143,273,27,28,53,92,92,183,62,67,125
SAL21814,47,51,99,14,6,20,10,17,33,8,0,6,4,0,0,26,31,64,12,10,28,6.7,3.2,4.9,61.2,64.6,62.9,57.1,62.5,59.8,6,4,10,3,5,7,10,7,17,7,5,17,7,4,13,0,0,0,0,0,0,7,3,17,55,49,97,4,4,5,35,32,70,13,15,34
SAL21815,49,45,99,21,7,25,3,15,20,4,7,7,0,4,4,28,26,57,17,21,33,0,7.4,3.5,62.5,55.1,58.8,62.5,51,56.7,0,0,3,0,0,0,0,8,8,5,5,8,18,10,30,0,0,0,0,0,0,20,10,32,48,47,92,8,4,12,30,34,68,19,15,36
SAL21816,14343,15000,29344,6193,3938,10127,2284,3656,5946,425,526,947,509,459,969,9411,8575,17989,4406,5930,10340,5.4,5.3,5.4,65.6,57.2,61.3,62.1,54.1,58,2245,1958,4198,390,626,1023,3746,4037,7778,1315,1557,2875,1475,718,2198,68,108,174,169,271,434,1706,1097,2806,14151,14865,29015,2568,2442,5008,9306,10066,19375,6716,6613,13326
SAL21817,21,25,50,10,3,14,6,3,11,0,0,0,0,0,0,11,8,24,12,14,25,0,0,0,45.8,46.2,46,45.8,46.2,46,0,0,0,0,0,0,0,0,0,0,3,4,5,0,12,0,0,0,0,0,0,5,0,12,24,24,45,5,6,8,17,12,27,12,14,25
SAL21818,29,37,64,16,6,22,7,17,23,0,0,4,0,0,0,25,21,47,3,13,20,0,4.3,2.1,82.8,62.2,71.2,82.8,59.5,69.7,0,0,0,0,3,3,3,3,8,3,5,3,11,11,20,0,0,0,0,0,0,11,9,22,36,42,81,0,0,0,21,28,49,10,18,29
SAL21819,46,31,72,28,7,44,4,11,18,5,0,4,0,0,0,35,26,64,4,5,3,0,0,0,84.4,80.6,82.9,84.4,80.6,82.9,0,4,3,0,0,0,7,6,16,8,3,7,13,0,18,0,0,0,0,0,0,14,3,18,46,41,86,9,6,13,31,24,48,21,22,41
SAL21820,181,182,363,83,48,129,15,49,67,4,8,12,4,3,8,112,103,214,60,60,123,5.5,2.8,4.2,59.6,58.8,59.2,56.3,57.1,56.7,0,0,0,3,3,5,15,24,36,14,22,34,54,40,89,0,0,0,0,4,3,53,42,100,188,170,361,20,23,39,141,123,262,57,57,121
SAL21821,13,14,23,3,0,9,0,0,0,4,0,4,0,0,0,5,5,11,4,11,13,14.3,0,10,50,27.3,40,42.9,27.3,36,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,3,12,12,25,0,5,6,7,4,12,4,5,12
SAL21822,165,156,322,63,39,97,24,36,59,5,8,8,0,3,7,96,85,181,65,59,121,2.2,7,4.5,55.7,55.5,55.6,54.5,51.6,53.1,4,0,9,0,0,4,18,19,39,11,26,40,51,22,71,0,0,0,0,6,9,55,33,85,181,154,336,13,18,35,123,113,237,69,61,131
SAL21823,62,67,127,33,23,60,9,14,23,0,6,8,5,3,6,48,46,95,11,22,29,8.3,4.4,6.5,76.2,66.2,71,69.8,63.2,66.4,0,0,0,0,0,0,4,10,10,0,10,14,22,10,31,0,0,0,0,4,3,24,18,38,62,71,134,11,12,27,40,51,96,27,27,56
SAL21824,191,168,356,78,35,111,27,56,82,8,7,16,7,0,6,113,100,217,69,53,121,4.4,1,2.8,58.8,62.2,60.3,56.2,61.6,58.7,12,11,23,8,16,19,15,24,42,15,17,35,42,23,65,4,0,4,0,0,7,49,22,71,191,165,356,25,18,37,136,118,258,70,56,123
SAL21825,20,19,34,9,5,9,3,6,10,0,0,0,0,0,0,10,7,17,7,3,13,0,0,0,52.9,53.3,53.1,52.9,53.3,53.1,0,3,3,0,0,0,3,3,3,0,0,5,5,3,3,0,0,0,0,0,0,8,3,3,14,18,32,3,0,5,10,12,23,8,6,14
SAL21826,81,79,155,37,28,63,12,27,39,11,6,13,0,0,0,58,62,121,18,16,35,1.7,0,0.8,74.4,75.9,75.2,73.1,75.9,74.5,3,0,3,0,6,10,8,17,28,3,12,13,22,11,33,0,5,4,4,0,4,26,17,40,76,79,153,9,13,20,61,66,122,22,21,41
SAL21827,8110,8263,16370,3595,2179,5769,1176,1917,3093,266,351,612,272,237,511,5309,4680,9990,2435,3252,5686,5.2,5,5.1,65.5,56.7,61,62.1,53.8,57.9,799,680,1478,156,280,439,1585,1851,3441,764,874,1638,1264,576,1840,38,72,110,100,166,265,1402,812,2215,8360,8465,16822,1182,1072,2247,5880,6103,11981,3175,2977,6154
SAL21828,43,43,89,28,13,39,6,9,17,0,0,0,0,0,0,32,28,60,5,18,22,2.9,0,1.7,77.3,56.8,67,75,56.8,65.9,0,0,0,0,0,0,4,5,5,6,4,4,12,10,19,0,0,0,5,0,5,13,6,24,44,46,89,0,0,4,35,38,74,9,6,13
SAL21829,52,60,113,18,14,28,14,14,29,5,0,3,0,4,4,30,34,64,15,24,37,2.9,6.7,4.7,66.7,49.2,57.1,64.7,45.9,54.5,0,0,0,0,0,4,0,3,3,4,10,13,9,3,17,0,0,0,3,0,3,13,7,21,53,56,109,0,6,6,40,38,74,14,26,36
SAL21830,79,69,148,23,15,33,11,17,24,6,0,8,0,0,0,33,30,72,25,20,40,5.4,0,2.9,46.8,47.1,47,44.3,47.1,45.6,0,0,4,0,5,5,0,7,7,7,7,13,20,15,32,0,0,0,0,0,4,20,12,35,63,61,121,5,3,6,49,49,101,17,9,24
SAL21831,11,10,20,10,3,8,0,8,8,0,0,0,0,0,0,10,5,18,3,4,5,0,0,0,77.8,63.6,70,77.8,63.6,70,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,12,15,21,0,0,0,8,9,15,3,7,12
SAL21832,389,356,746,124,63,191,46,88,129,15,16,27,16,8,19,198,174,371,164,165,329,7.1,5.2,6.2,51,47.8,49.5,47.4,45.3,46.4,11,6,15,7,5,10,14,41,54,33,39,77,96,67,161,0,6,6,6,3,7,100,76,174,372,338,706,49,65,115,274,246,519,136,135,267
SAL21833,80,59,139,18,11,30,5,9,15,0,4,4,0,4,8,29,25,52,42,29,64,10.7,12,11.3,34.1,43.9,38.1,30.5,38.6,33.8,0,0,0,0,0,0,4,6,12,7,6,13,16,5,21,0,0,0,7,0,4,24,8,31,58,49,103,10,4,7,44,35,81,15,14,34
SAL21834,82,75,150,40,25,67,8,24,40,6,3,9,0,0,4,56,57,115,18,13,28,1.8,1.8,1.8,72.2,78.1,75,70.9,76.7,73.7,0,3,3,0,0,0,7,10,20,4,12,12,22,14,39,0,0,0,0,0,3,23,18,38,87,70,158,10,10,12,53,47,101,36,27,58
SAL21835,55,44,103,33,13,43,4,10,19,5,3,8,0,0,0,39,33,67,12,14,29,2.6,0,1.5,70.4,63.8,67.3,68.5,63.8,66.3,0,0,0,0,0,0,4,11,21,0,6,9,18,0,20,0,0,0,0,0,0,21,0,22,60,57,114,0,0,4,47,44,93,11,12,26
SAL21836,36,28,63,16,8,23,0,7,12,4,0,3,0,3,3,21,16,39,7,11,14,0,10.5,5,61.8,63.3,62.5,61.8,56.7,59.4,0,0,0,0,0,0,8,6,11,3,4,6,8,3,13,0,0,0,0,0,0,8,3,18,28,30,55,0,0,6,19,19,38,3,11,17
SAL21837,3,3,11,3,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,5,3,0,0,0,80,40,60,80,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,3,3,9,0,0,0
SAL21838,20,17,36,3,0,9,0,0,6,3,0,3,0,0,0,10,0,16,9,0,12,0,0,0,42.9,18.8,32.4,42.9,18.8,32.4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,21,7,29,0,0,0,21,7,29,0,0,0
SAL21839,22,21,38,16,7,27,0,4,4,0,0,0,0,0,0,16,18,35,5,0,6,0,0,0,79.2,94.4,85.7,79.2,94.4,85.7,0,0,0,0,0,0,0,8,9,3,3,6,4,0,5,0,0,0,0,0,0,9,0,9,30,27,53,9,7,8,26,23,46,8,6,11
SAL21840,98,88,187,31,15,53,10,18,29,4,3,5,0,4,0,43,45,92,47,25,74,4.3,4.8,4.5,47,48.8,47.8,45,46.5,45.7,0,0,0,0,0,0,0,0,3,3,3,14,29,8,43,0,0,3,0,0,0,33,13,42,94,79,175,9,12,19,72,58,129,32,25,59
SAL21841,13,18,32,13,4,19,0,6,3,0,0,3,0,0,0,11,10,21,0,5,10,0,0,0,81.3,58.8,69.7,81.3,58.8,69.7,0,0,0,0,0,0,0,0,0,4,3,0,5,11,15,0,0,0,0,0,0,5,11,15,17,14,35,0,4,3,8,12,22,6,9,17
SAL21842,51,49,97,28,11,41,7,20,22,0,9,6,0,0,0,39,35,72,12,11,19,0,0,0,72,71.4,71.7,72,71.4,71.7,0,0,3,0,0,0,0,0,5,0,0,4,17,5,22,0,0,0,0,0,0,17,3,26,51,59,106,4,3,3,37,46,87,12,14,26
SAL21843,9,0,8,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,40,100,50,40,100,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL21844,43,46,86,20,15,38,4,11,13,4,6,11,0,0,0,30,30,67,11,14,19,3.1,3.1,3.1,74.4,71.1,72.7,72.1,68.9,70.5,0,0,0,0,0,0,7,9,10,0,7,7,16,5,24,0,0,0,0,0,0,20,4,28,53,45,93,3,3,9,33,36,66,9,11,25
SAL21845,124,101,231,57,24,82,13,26,40,7,0,7,0,0,0,80,55,132,40,36,77,3.8,0,2.2,63.5,52.9,58.8,61.1,52.9,57.5,0,4,3,0,0,0,4,8,16,3,9,15,28,11,39,0,0,0,0,0,0,28,12,43,124,99,225,18,8,28,92,76,174,41,26,63
SAL21846,4,3,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,5,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,4,3,8,0,3,3
SAL21847,57,49,111,25,12,36,10,9,18,3,0,5,0,0,0,38,21,57,21,26,42,2.9,0,1.8,60.3,44,52.8,58.6,44,51.9,0,0,4,0,0,5,12,8,20,10,6,12,15,4,14,0,0,0,0,0,0,16,0,16,55,44,98,6,0,6,30,23,52,28,20,48
SAL21848,44,41,79,20,14,36,6,7,12,0,0,4,0,0,0,25,25,54,7,11,21,0,0,0,66.7,60,63.4,66.7,60,63.4,4,0,4,0,5,5,0,6,11,0,0,5,9,0,11,0,0,0,0,0,0,9,0,11,40,33,80,0,0,6,31,31,55,12,9,25
SAL21849,4057,4321,8375,2058,1467,3532,640,1182,1819,155,203,360,123,106,235,2987,2963,5944,971,1226,2201,4.3,3.6,4,73.6,68.5,71,70.4,66,68.2,541,590,1129,150,231,381,1159,1363,2520,386,407,790,467,233,701,15,29,46,39,73,109,521,339,862,3913,4076,7989,834,810,1650,2545,2660,5211,1982,2028,4009
SAL21850,374,355,727,156,56,210,29,97,128,5,13,20,7,4,10,196,167,363,151,168,315,1.5,1.8,1.6,52.7,46.8,49.8,51.9,45.9,49,6,6,12,7,12,16,20,48,61,29,41,71,78,49,130,9,0,9,0,7,6,86,55,142,396,377,766,31,30,60,280,285,562,121,104,221
SAL21851,79,80,154,20,12,35,7,22,30,0,0,0,0,0,4,34,32,65,40,40,74,2.9,3.2,3.1,44.2,38.8,41.4,42.9,37.5,40.1,6,7,8,3,5,10,10,15,25,5,8,12,19,8,26,0,0,0,4,0,4,20,8,31,76,76,149,0,9,7,58,56,112,13,24,39
SAL21852,74,69,141,24,10,37,10,17,30,8,6,10,0,4,7,45,44,84,21,22,48,4.5,12.5,8.3,61.1,58,59.6,58.3,50.7,54.6,3,7,12,0,3,4,7,8,15,11,9,14,26,10,32,0,0,0,0,0,0,29,11,36,74,67,140,11,12,17,55,50,107,24,23,44
SAL21853,29,23,47,18,6,24,5,13,14,4,0,4,0,0,0,20,20,37,6,5,10,0,0,0,77.8,80,78.7,77.8,80,78.7,0,0,0,0,0,0,3,5,8,5,0,4,12,3,17,0,0,0,0,0,3,15,6,19,25,22,45,8,4,9,17,15,30,11,10,18
SAL21854,9,3,8,5,0,4,0,0,0,0,0,0,0,0,0,5,5,8,0,0,5,0,0,0,66.7,60,63.6,66.7,60,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,4,17,0,0,0,7,4,17,0,0,0
SAL21855,44,38,80,21,6,26,3,18,18,5,3,7,5,0,5,28,24,53,14,15,24,6.5,0,3.6,67.4,64.9,66.3,63,64.9,63.9,0,0,0,0,0,0,0,0,0,0,0,0,24,10,27,0,4,4,0,0,0,24,11,29,48,40,88,3,6,12,45,29,76,11,8,13
SAL21856,30,23,48,10,9,16,0,3,3,5,3,10,0,0,0,17,17,32,11,7,16,10.5,0,6.1,65.5,60.9,63.5,58.6,60.9,59.6,0,0,0,0,0,0,4,0,0,3,0,9,4,5,9,0,0,0,0,0,0,4,7,9,27,27,52,5,0,7,19,20,40,10,7,16
SAL21857,248,211,463,103,39,146,41,60,97,5,17,27,0,10,12,157,126,277,80,74,152,1.9,7.2,4.3,62.3,58.4,60.5,61.1,54.2,57.9,3,7,8,5,7,12,9,31,44,19,22,40,81,28,116,3,9,15,5,0,4,88,37,129,252,220,473,17,22,36,205,163,368,59,73,127
SAL21858,3,3,7,0,0,0,0,0,0,3,0,3,0,0,0,3,3,5,0,0,0,0,0,0,50,33.3,40,50,33.3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,4,5,8,0,0,0
SAL21859,152,178,331,90,53,144,25,52,78,4,11,15,6,0,8,118,127,248,25,46,72,3.4,2.4,2.9,77.1,71.6,74.2,74.5,69.9,72,4,9,7,0,5,8,13,35,45,15,19,36,44,17,63,0,6,6,0,5,3,44,29,77,172,185,355,3,9,8,128,133,263,40,55,98
SAL21860,75,69,141,37,19,56,13,14,30,0,8,11,0,0,0,53,45,95,15,12,30,0,0,0,66.2,66.7,66.4,66.2,66.7,66.4,0,0,0,0,5,3,15,18,28,9,8,12,20,5,24,0,0,0,0,0,4,24,5,30,69,64,137,6,9,19,49,40,93,30,22,47
SAL21861,32,26,61,15,10,23,7,7,12,4,0,5,0,0,0,22,14,40,11,8,24,0,0,0,68.8,60.7,65,68.8,60.7,65,0,0,0,0,0,3,5,0,3,5,7,15,6,4,12,0,0,0,0,0,0,6,4,12,29,30,56,4,0,5,23,20,45,11,8,22
SAL21862,54,51,111,21,11,35,12,9,18,0,3,3,0,0,0,32,30,60,19,15,37,0,6.9,3.2,57.9,55.8,56.9,57.9,51.9,55,0,0,0,0,3,3,4,5,5,5,4,7,16,10,19,0,0,0,0,0,0,16,8,22,59,49,103,3,4,8,48,44,87,11,12,19
SAL21863,1323,1449,2776,488,252,746,191,395,585,55,81,134,34,7,43,768,741,1503,497,635,1129,4.3,1.4,2.9,57.8,51.1,54.3,55.3,50.4,52.7,13,34,52,16,41,55,97,156,254,85,152,236,367,201,569,14,17,35,16,23,45,401,242,649,1302,1390,2696,185,189,373,911,925,1835,510,583,1093
SAL21864,9,7,20,8,6,7,0,6,7,0,0,0,0,0,0,10,11,16,0,0,3,0,0,0,72.7,77.8,75,72.7,77.8,75,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,5,10,14,10,22,0,0,0,14,10,22,0,0,0
SAL21865,93,93,187,37,20,56,12,23,34,5,8,9,4,4,9,53,46,102,28,36,68,5.5,6.4,5.9,58.5,50,54.3,55.3,46.8,51.1,0,0,0,0,5,5,6,10,17,5,12,17,31,11,48,0,3,5,0,0,0,34,15,52,86,81,163,8,11,22,55,56,117,31,33,63
SAL21866,5,5,14,0,0,0,5,3,3,0,0,0,0,0,0,4,3,10,6,6,3,16.7,0,12.5,75,40,61.5,62.5,40,53.8,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,0,0,0,0,0,0,3,0,0,11,6,16,0,0,0,10,5,8,0,4,3
SAL21867,933,968,1905,390,199,588,94,207,301,21,37,58,16,19,33,522,461,985,330,431,760,3.4,4.1,3.8,55.8,47.6,51.6,53.9,45.6,49.7,11,15,26,15,24,42,52,110,162,50,99,150,255,135,390,8,9,14,14,20,38,270,167,439,848,871,1717,151,160,311,521,526,1044,422,444,869
SAL21868,34,19,56,17,7,23,3,5,17,0,0,0,0,0,0,20,16,38,8,5,13,4.5,0,2.6,62.9,77.3,68.4,60,77.3,66.7,0,0,0,0,0,0,3,4,3,0,3,3,6,7,11,0,0,0,0,0,3,9,8,15,34,23,60,0,0,0,23,22,45,10,4,13
SAL21869,12,8,22,8,4,14,6,4,8,0,0,0,0,0,0,10,8,20,0,0,5,8.3,0,5,92.3,88.9,90.9,84.6,88.9,86.4,0,0,0,0,0,0,0,3,4,4,0,3,6,0,6,0,0,0,0,0,0,6,0,6,11,8,23,0,0,0,10,13,20,6,0,3
SAL21870,111,122,224,55,37,90,7,24,35,8,0,11,4,0,4,70,66,136,22,29,50,4.2,3,3.6,66.4,55.9,60.9,63.6,54.2,58.7,0,3,3,0,3,8,12,8,26,10,11,20,25,12,37,0,0,0,0,0,3,23,15,40,97,97,197,14,14,28,74,76,146,27,30,57
SAL21871,17,13,25,5,0,4,0,3,6,0,0,0,0,0,0,8,7,13,7,8,15,0,0,0,43.8,45.5,44.4,43.8,45.5,44.4,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,19,10,24,0,0,0,12,4,17,6,4,7
