SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL21549,0,0,0,4,0,0,4,32,0,34
SAL21550,21,0,21,658,115,29,802,1339,80,2225
SAL21551,21,3,23,198,78,13,281,806,97,1186
SAL21552,0,0,0,7,0,0,8,8,0,21
SAL21553,4,0,4,32,12,0,39,129,19,192
SAL21554,135,4,139,1737,307,20,2064,4627,320,7008
SAL21555,21,7,24,2205,314,46,2568,3569,312,6446
SAL21556,0,0,0,3,3,0,9,24,4,30
SAL21557,0,0,0,15,9,0,31,116,16,162
SAL21558,38,8,53,1170,360,25,1554,3807,171,5530
SAL21559,3,0,3,153,74,3,221,563,42,831
SAL21560,10,6,13,55,14,0,70,310,18,398
SAL21561,11,0,11,128,64,3,195,532,28,757
SAL21562,15,0,19,408,115,10,539,999,79,1617
SAL21563,0,0,0,9,0,0,9,17,0,24
SAL21564,394,14,412,1861,447,28,2335,5608,205,8146
SAL21565,0,0,0,7,4,0,7,41,10,66
SAL21566,0,0,0,4,3,0,9,14,0,19
SAL21567,0,0,0,11,5,0,19,74,17,106
SAL21568,0,0,0,0,0,0,0,16,5,17
SAL21569,99,3,100,1178,261,33,1473,2566,171,4203
SAL21570,0,0,0,0,0,0,0,20,0,20
SAL21571,135,8,149,792,314,50,1158,2946,249,4353
SAL21572,0,0,0,17,0,0,17,42,0,62
SAL21573,0,0,0,60,37,0,94,214,10,315
SAL21574,25,0,25,1160,330,36,1533,2414,119,4066
SAL21575,114,66,184,1435,245,34,1712,5632,571,7911
SAL21576,0,3,3,80,19,0,95,259,23,380
SAL21577,0,0,0,3,0,0,4,30,4,36
SAL21578,8,4,10,43,31,9,86,286,34,407
SAL21579,0,0,0,43,4,5,49,143,3,190
SAL21580,5,0,5,13,10,0,22,34,5,58
SAL21581,0,0,0,0,3,0,8,26,0,32
SAL21582,0,0,0,15,20,0,34,111,26,171
SAL21583,63,0,66,155,99,3,264,1165,86,1518
SAL21584,39,3,47,125,57,6,196,763,84,1044
SAL21585,10,0,10,161,61,5,227,460,54,736
SAL21586,343,41,389,1595,544,29,2167,5935,338,8443
SAL21587,572,84,669,3808,878,60,4745,13270,730,18745
SAL21588,0,0,0,80,11,0,86,139,4,240
SAL21589,12,0,12,37,15,0,48,174,5,229
SAL21590,4,0,7,158,54,0,211,347,30,585
SAL21591,0,0,5,59,15,0,76,130,3,213
SAL21592,0,0,0,18,18,3,38,104,16,159
SAL21593,34,9,44,530,159,13,705,1341,70,2120
SAL21594,0,0,0,12,11,0,25,60,6,88
SAL21595,0,0,0,17,6,0,16,28,0,49
SAL21596,0,0,0,0,0,0,0,25,4,29
SAL21597,46,0,50,3223,351,47,3618,4825,458,8899
SAL21598,0,0,0,0,0,0,0,5,0,7
SAL21599,163,14,182,869,308,35,1207,3063,278,4541
SAL21600,0,0,0,0,0,0,0,7,0,6
SAL21601,3,0,3,19,18,0,36,95,8,145
SAL21602,0,0,0,33,13,0,44,136,28,208
SAL21603,3,0,5,41,10,0,56,181,11,245
SAL21604,106,8,114,1907,463,25,2389,7998,457,10841
SAL21605,0,0,0,16,9,0,22,57,9,91
SAL21606,5,0,3,37,16,0,53,127,8,194
SAL21607,0,0,0,4,0,0,4,0,3,5
SAL21608,7,0,11,78,53,4,129,353,41,530
SAL21609,0,0,3,11,6,0,16,58,14,90
SAL21610,0,0,0,0,0,0,0,11,0,6
SAL21611,0,0,0,0,0,0,0,11,0,11
SAL21612,4,4,13,503,109,16,625,764,61,1451
SAL21613,0,0,0,9,5,0,21,38,8,71
SAL21614,0,0,3,11,10,0,17,25,15,60
SAL21615,204,9,216,289,90,8,389,1475,116,1980
SAL21616,0,0,0,0,0,0,0,0,0,0
SAL21617,0,0,0,8,7,0,19,59,11,87
SAL21618,342,52,395,924,414,58,1398,5061,495,6955
SAL21619,6,4,8,123,40,0,165,327,28,520
SAL21620,12,0,12,45,23,0,72,332,43,453
SAL21621,0,0,0,7,3,0,7,24,7,38
SAL21622,0,0,0,0,0,0,0,8,4,20
SAL21623,0,0,0,0,0,0,0,5,0,7
SAL21624,0,0,0,44,0,0,43,120,5,167
SAL21625,79,9,90,404,252,14,674,2067,180,2917
SAL21626,0,0,0,0,0,0,4,38,3,47
SAL21627,0,0,0,28,9,0,45,71,0,116
SAL21628,23,0,23,137,56,3,194,435,35,660
SAL21629,171,18,185,1504,259,18,1779,3496,177,5453
SAL21630,4,0,4,10,7,0,19,88,7,117
SAL21631,0,0,0,23,6,0,29,68,12,112
SAL21632,0,0,0,19,7,0,22,39,3,62
SAL21633,0,0,0,17,9,0,26,54,10,87
SAL21634,0,0,0,18,6,0,27,50,6,84
SAL21635,109,0,108,1873,455,34,2361,8360,969,11694
SAL21636,0,0,0,0,3,0,3,8,4,13
SAL21637,17,3,17,129,61,3,197,436,36,668
SAL21638,0,0,0,0,0,0,0,11,0,12
SAL21639,3,0,3,8,6,0,16,51,14,78
SAL21640,234,168,405,2860,903,23,3776,43419,5453,52648
SAL21641,0,0,0,3,0,0,4,4,44,55
SAL21642,94,8,109,1093,386,23,1503,4298,665,6467
SAL21643,150,17,162,1777,432,52,2252,5548,902,8702
SAL21644,74,3,75,1415,501,45,1962,4521,446,6931
SAL21645,0,0,0,17,0,0,17,26,3,46
SAL21646,0,0,0,3,0,0,3,15,0,16
SAL21647,0,0,0,3,0,0,3,18,0,28
SAL21648,371,35,403,2253,585,50,2888,7872,358,11122
SAL21649,8,0,10,177,52,11,241,496,51,785
SAL21650,0,0,0,6,3,0,8,18,8,31
SAL21651,0,0,0,18,7,0,22,25,7,52
SAL21652,0,0,0,17,3,0,20,42,5,62
SAL21653,96,15,113,378,131,19,532,1478,236,2243
SAL21654,4,0,4,72,21,7,90,215,17,332
SAL21655,0,0,0,36,8,0,42,107,31,178
SAL21656,8,0,14,129,49,0,177,458,50,680
SAL21657,0,0,0,13,0,0,14,37,6,56
SAL21658,3,0,3,21,20,0,37,181,10,230
SAL21659,78,0,77,5699,912,108,6714,9636,714,17066
SAL21660,3,0,3,26,20,0,42,101,9,150
SAL21661,0,0,0,9,0,0,12,19,5,35
SAL21662,5,0,6,21,13,0,37,121,5,162
SAL21663,9,0,10,10,11,0,30,109,8,147
SAL21664,9,0,13,61,42,0,101,231,29,361
SAL21665,12,3,17,80,43,10,127,392,61,581
SAL21666,0,0,0,0,0,0,0,0,0,0
SAL21667,0,0,3,84,20,5,107,363,75,548
SAL21668,6,0,6,71,21,0,92,189,19,306
SAL21669,0,0,0,13,6,0,11,14,0,26
SAL21670,0,0,0,30,10,0,41,129,15,184
SAL21671,0,0,0,25,10,0,40,111,13,157
SAL21672,0,0,0,0,0,0,0,20,0,25
SAL21673,24,3,31,185,83,3,279,1291,104,1673
SAL21674,0,0,0,18,14,0,38,134,10,179
SAL21675,21,3,27,4164,485,76,4719,6838,779,12342
SAL21676,0,0,0,3,0,0,4,13,0,24
SAL21677,103,6,110,766,211,14,991,2221,92,3303
SAL21678,0,0,0,21,4,0,24,46,0,73
SAL21679,0,0,0,29,3,0,35,117,19,170
SAL21680,0,0,0,3,0,0,3,20,5,24
SAL21681,12,0,12,112,31,0,144,306,16,466
SAL21682,868,129,1002,4835,1665,187,6687,19241,2374,28305
SAL21683,392,19,417,4249,1495,81,5831,17439,1006,24271
SAL21684,0,0,5,29,10,0,42,96,11,147
SAL21685,23,0,25,246,69,17,335,874,151,1358
SAL21686,0,0,0,9,6,0,8,17,6,31
SAL21687,0,0,0,5,0,0,9,35,0,44
SAL21688,0,0,0,4,0,0,9,10,6,22
SAL21689,0,0,0,10,3,0,11,34,4,54
SAL21690,0,0,0,0,0,0,0,8,4,16
SAL21691,21,5,25,849,204,37,1098,1702,79,2875
SAL21692,0,0,0,6,0,0,6,27,0,33
SAL21693,4,0,4,22,0,0,21,52,3,79
SAL21694,0,0,0,13,3,0,18,42,0,58
SAL21695,0,0,0,15,8,3,21,16,3,41
SAL21696,0,0,0,11,0,0,11,26,12,52
SAL21697,0,0,0,0,0,0,0,5,0,12
SAL21698,32,3,41,61,18,0,83,348,41,465
SAL21699,0,0,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0,0,0
SAL21701,0,0,0,3,0,0,3,30,0,37
SAL21702,0,0,3,37,31,0,70,189,33,293
SAL21703,70,4,74,353,164,17,528,1194,132,1850
SAL21704,0,0,0,0,0,0,0,0,0,0
SAL21705,0,0,0,9,0,0,6,15,7,21
SAL21706,302,27,326,3286,724,63,4075,9349,393,13818
SAL21707,14,3,19,142,52,6,198,474,58,731
SAL21708,0,0,0,7,3,3,12,43,6,64
SAL21709,0,0,0,7,3,0,15,78,7,93
SAL21710,0,0,0,12,10,0,14,40,5,61
SAL21711,5,0,5,15,14,0,36,93,16,144
SAL21712,0,0,0,0,6,0,6,3,0,12
SAL21713,0,0,0,10,0,0,9,12,0,18
SAL21714,0,0,0,34,6,0,35,84,22,143
SAL21715,0,0,0,39,27,0,61,155,10,229
SAL21716,232,33,267,1048,475,61,1581,5592,724,7903
SAL21717,3,0,3,76,39,0,119,285,36,439
SAL21718,0,0,0,14,6,0,26,80,7,110
SAL21719,0,0,0,6,0,0,6,17,8,26
SAL21720,0,0,0,0,0,0,0,0,0,3
SAL21721,4,0,7,6,11,0,20,56,13,84
SAL21722,5,0,5,11,0,0,17,50,0,67
SAL21723,0,0,0,6,0,0,6,20,4,31
SAL21724,0,0,0,18,11,0,30,47,10,81
SAL21725,0,0,0,0,3,0,4,13,0,19
SAL21726,0,0,0,21,8,0,30,85,18,133
SAL21727,60,3,63,645,266,31,939,1870,127,2941
SAL21728,0,0,0,42,5,0,46,108,21,170
SAL21729,0,0,0,9,0,0,10,24,5,43
SAL21730,0,0,0,0,0,0,0,0,0,0
SAL21731,0,0,0,10,5,3,20,41,4,65
SAL21732,118,7,128,799,291,14,1106,2946,184,4235
SAL21733,146,6,157,1084,259,32,1371,3099,118,4593
SAL21734,0,0,0,13,5,0,23,25,3,52
SAL21735,138,5,148,1874,599,57,2527,4663,205,7393
SAL21736,199,17,213,1321,432,54,1804,3556,185,5550
SAL21737,54,67,117,190,117,11,313,1099,199,1614
SAL21738,0,0,0,3,5,0,6,16,0,24
SAL21739,0,4,7,8,4,0,6,21,6,37
SAL21740,3,3,8,19,8,0,26,137,10,171
SAL21741,0,0,4,5,5,0,11,27,4,44
SAL21742,394,16,415,2434,675,52,3160,10285,527,13976
SAL21743,0,0,0,10,0,0,16,52,4,68
SAL21744,0,0,0,12,7,0,22,42,3,65
SAL21745,0,0,0,10,0,0,10,14,7,29
SAL21746,142,19,161,1230,244,25,1496,3352,267,5121
SAL21747,0,0,0,0,0,0,0,26,0,26
SAL21748,0,0,0,17,4,0,17,50,9,77
SAL21749,0,0,0,8,5,0,21,40,0,66
SAL21750,0,0,0,5,0,0,10,13,0,20
SAL21751,0,0,0,4,0,0,10,24,12,39
SAL21752,0,0,0,0,0,0,0,5,0,5
SAL21753,0,0,0,6,0,0,9,62,0,71
SAL21754,19,0,25,152,73,0,227,610,32,862
SAL21755,312,31,346,4268,1336,177,5779,12048,654,18489
SAL21756,191,47,238,1073,412,38,1529,4613,766,6909
SAL21757,0,0,0,31,7,0,39,51,19,110
SAL21758,0,0,0,9,5,0,18,35,4,55
SAL21759,0,5,6,31,18,0,51,87,21,156
SAL21760,235,13,245,1682,401,40,2124,4882,240,7247
SAL21761,0,0,0,7,4,0,12,16,0,29
SAL21762,3,0,7,204,60,8,273,343,20,638
SAL21763,1032,300,1341,3841,1537,107,5483,15086,1325,21895
SAL21764,0,0,0,0,0,0,0,0,0,0
SAL21765,0,0,0,15,13,0,23,63,15,100
SAL21766,0,0,0,0,0,0,0,0,0,0
SAL21767,57,11,61,185,79,12,277,838,107,1222
SAL21768,0,0,0,0,0,0,0,3,3,9
SAL21769,391,80,475,1708,698,64,2465,8103,1318,11891
SAL21770,3,0,5,18,6,0,30,74,15,118
SAL21771,0,0,0,4,3,0,11,13,8,33
SAL21772,31,0,33,123,43,5,173,551,50,774
SAL21773,0,0,0,0,0,3,3,3,0,12
SAL21774,0,0,0,8,4,0,7,29,4,40
SAL21775,0,0,0,3,3,0,5,18,0,28
SAL21776,0,0,0,3,0,0,8,33,3,46
SAL21777,0,0,0,0,0,0,0,5,0,5
SAL21778,0,0,0,15,0,0,17,162,130,313
SAL21779,0,0,0,21,3,0,28,106,26,163
SAL21780,4,0,0,9,0,0,10,39,3,50
SAL21781,0,0,0,8,3,0,15,91,19,121
SAL21782,0,0,0,0,4,0,4,10,0,15
SAL21783,90,0,94,677,187,23,888,1856,181,2928
SAL21784,0,0,0,0,0,0,4,13,5,21
SAL21785,0,0,0,0,3,0,3,5,0,10
SAL21786,7,0,12,59,22,6,83,285,32,399
SAL21787,21,0,25,207,65,7,277,731,39,1050
SAL21788,0,0,0,12,9,0,20,75,10,105
SAL21789,0,0,0,0,0,0,0,6,0,8
SAL21790,12,0,19,1460,300,29,1791,2672,215,4683
SAL21791,0,0,0,20,13,0,27,62,15,108
SAL21792,6,0,6,119,28,5,148,364,54,567
SAL21793,485,47,531,3692,1174,104,4969,9388,527,14888
SAL21794,0,0,0,3,0,0,7,8,0,13
SAL21795,75,5,76,1908,591,64,2563,5096,179,7831
SAL21796,0,0,0,12,0,0,19,55,4,79
SAL21797,0,4,4,12,6,0,14,43,17,83
SAL21798,17,3,18,567,130,17,713,1542,136,2391
SAL21799,0,0,0,0,0,0,0,14,0,10
SAL21800,0,0,0,7,0,0,7,23,5,38
SAL21801,10,0,11,261,88,10,360,735,78,1172
SAL21802,0,0,0,0,4,0,4,0,0,7
SAL21803,545,66,618,3666,1243,112,5026,10359,644,16033
SAL21804,4,0,5,20,5,0,30,42,8,76
SAL21805,3,0,3,52,21,7,70,125,4,196
SAL21806,0,0,0,0,0,0,0,3,0,4
SAL21807,30,4,33,303,101,10,421,1331,110,1860
SAL21808,0,0,0,7,6,0,13,18,3,35
SAL21809,0,0,0,5,4,3,13,20,0,33
SAL21810,15,0,13,59,17,0,73,167,8,240
SAL21811,0,0,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,0,0,0,0,0,0
SAL21813,0,0,4,63,12,5,76,179,16,270
SAL21814,0,0,0,23,6,0,26,59,9,99
SAL21815,0,0,0,17,6,0,22,62,11,99
SAL21816,1109,73,1186,6464,1425,77,7962,20232,1147,29344
SAL21817,0,0,0,0,4,0,8,41,4,50
SAL21818,0,0,0,12,3,8,17,48,0,64
SAL21819,0,0,0,18,8,0,31,42,6,72
SAL21820,9,0,9,55,23,0,83,254,27,363
SAL21821,0,0,0,3,5,0,9,14,4,23
SAL21822,5,0,5,61,30,0,90,209,25,322
SAL21823,0,0,0,31,8,0,42,82,7,127
SAL21824,4,0,4,75,24,0,103,241,21,356
SAL21825,0,0,0,6,9,0,13,20,6,34
SAL21826,3,0,3,21,16,0,37,114,8,155
SAL21827,434,86,519,3515,877,41,4440,11147,782,16370
SAL21828,0,0,0,17,0,0,16,64,8,89
SAL21829,0,0,0,20,11,0,31,73,12,113
SAL21830,0,0,0,21,17,0,41,70,38,148
SAL21831,0,0,0,7,0,0,7,10,0,20
SAL21832,17,9,24,119,55,7,184,508,59,746
SAL21833,0,0,0,5,4,0,7,102,21,139
SAL21834,0,0,0,29,3,0,38,105,8,150
SAL21835,0,0,0,19,3,0,23,78,7,103
SAL21836,0,0,0,13,0,0,18,34,8,63
SAL21837,0,0,0,6,0,0,7,3,0,11
SAL21838,0,0,0,4,0,4,7,14,17,36
SAL21839,0,0,0,17,0,0,17,20,0,38
SAL21840,7,0,12,32,18,0,46,122,20,187
SAL21841,0,0,0,3,3,0,12,23,0,32
SAL21842,0,0,0,21,11,0,36,57,10,97
SAL21843,0,0,0,0,0,0,0,3,4,8
SAL21844,0,0,0,11,15,0,25,59,6,86
SAL21845,8,0,4,34,12,5,47,161,16,231
SAL21846,0,0,0,0,0,0,3,4,0,9
SAL21847,0,0,0,7,0,0,10,82,15,111
SAL21848,0,0,0,8,6,0,17,54,10,79
SAL21849,196,8,201,1794,333,25,2152,5949,277,8375
SAL21850,16,5,23,117,49,11,175,507,52,727
SAL21851,3,0,3,20,0,0,19,118,18,154
SAL21852,0,0,0,24,4,3,36,100,11,141
SAL21853,0,0,3,15,5,0,19,30,5,47
SAL21854,0,0,0,4,0,0,4,12,0,8
SAL21855,0,0,0,14,8,0,24,55,6,80
SAL21856,0,0,0,8,0,0,6,42,3,48
SAL21857,11,0,8,68,54,0,120,309,36,463
SAL21858,0,0,0,0,0,0,0,7,4,7
SAL21859,3,0,3,58,16,0,79,233,18,331
SAL21860,0,4,3,32,8,0,41,86,18,141
SAL21861,0,0,0,11,0,0,15,50,0,61
SAL21862,0,0,0,20,11,0,27,66,12,111
SAL21863,156,12,169,415,178,22,613,1997,162,2776
SAL21864,0,0,0,5,0,0,3,17,0,20
SAL21865,5,5,11,22,10,0,33,131,23,187
SAL21866,0,0,0,0,0,0,5,8,0,14
SAL21867,63,23,92,281,112,9,405,1340,160,1905
SAL21868,0,0,0,3,3,0,9,44,5,56
SAL21869,0,0,0,0,0,0,0,22,0,22
SAL21870,0,0,0,41,12,3,54,133,41,224
SAL21871,0,0,0,3,0,0,6,17,4,25
SAL21872,0,0,0,12,7,0,17,21,0,39
SAL21873,0,0,0,3,0,0,0,8,0,13
SAL21874,0,0,0,18,7,0,25,88,15,128
SAL21875,0,0,0,75,24,0,95,209,30,329
SAL21876,0,0,0,0,0,0,0,0,0,0
SAL21877,8,0,8,91,37,0,129,306,24,466
SAL21878,8,0,10,164,59,3,229,551,50,827
SAL21879,8,3,17,113,55,3,167,427,89,687
SAL21880,0,0,0,35,10,0,48,117,8,169
SAL21881,0,0,0,8,5,0,11,30,0,41
SAL21882,0,0,0,19,4,0,23,37,0,55
SAL21883,0,0,0,4,0,0,4,10,5,19
SAL21884,4,0,3,12,3,0,16,65,4,78
SAL21885,0,0,0,19,12,4,37,40,9,93
SAL21886,3,0,3,19,7,0,30,53,18,95
SAL21887,3,0,3,13,0,0,13,59,8,76
SAL21888,0,0,0,8,8,0,25,24,6,49
SAL21889,0,3,3,32,29,0,62,144,21,225
SAL21890,0,0,0,12,0,0,12,30,3,41
SAL21891,0,0,0,4,0,0,7,17,3,30
SAL21892,8,0,8,84,28,0,108,240,16,364
SAL21893,346,30,381,4590,1161,114,5866,15099,1360,22317
SAL21894,7,0,7,75,26,3,106,241,12,360
SAL21895,132,51,179,1258,473,46,1773,4484,367,6630
SAL21896,180,15,192,5761,1271,140,7169,16019,925,24117
SAL21897,0,0,0,4,0,0,4,10,3,12
SAL21898,76,4,80,280,128,10,411,1154,98,1662
SAL21899,40,5,39,66,33,0,102,349,29,483
SAL21900,5,0,5,13,9,0,21,47,14,75
SAL21901,0,0,0,13,3,0,17,19,0,27
SAL21902,4,0,4,15,0,0,12,67,6,92
SAL21903,4,0,4,51,24,0,75,135,7,215
SAL21904,0,0,0,10,11,0,22,33,4,59
SAL21905,0,0,0,0,0,0,0,3,0,3
SAL21906,0,0,0,3,0,0,9,13,0,23
SAL21907,0,0,3,24,16,0,37,123,23,185
SAL21908,0,0,0,24,10,0,34,107,24,162
SAL21909,0,0,0,20,8,0,35,81,7,120
SAL21910,0,0,0,0,4,0,9,28,0,30
SAL21911,40,11,53,233,100,15,344,861,111,1318
SAL21912,0,0,3,36,22,0,59,168,94,318
SAL21913,0,0,0,0,0,0,0,0,0,0
SAL21914,4,0,4,10,3,0,16,138,20,176
SAL21915,0,0,0,44,24,0,69,103,13,184
SAL21916,0,0,0,13,3,0,14,16,5,37
SAL21917,11,0,9,180,58,3,242,523,24,785
SAL21918,0,0,0,4,0,0,4,7,0,12
SAL21919,0,0,0,20,6,0,20,55,10,87
SAL21920,0,0,0,13,0,0,12,13,13,36
SAL21921,69,0,67,504,98,22,634,1275,78,1985
SAL21922,271,18,289,974,391,41,1399,3992,347,5746
SAL21923,8,0,8,17,18,0,32,110,6,153
SAL21924,0,0,0,5,4,0,11,61,4,80
SAL21925,137,25,158,577,250,18,844,2910,308,4064
SAL21926,0,0,0,9,3,0,10,36,0,53
SAL21927,7,0,6,98,27,0,129,280,21,435
SAL21928,13,6,21,57,28,0,87,345,46,488
SAL21929,35,4,42,309,104,0,411,1040,46,1501
SAL21930,20,0,20,75,33,3,117,617,34,766
SAL21931,0,0,0,25,11,0,27,62,11,106
SAL21932,6,0,6,41,5,0,49,130,13,185
SAL21933,3,0,7,52,21,3,70,236,35,339
SAL21934,232,35,271,3110,448,56,3611,6618,453,10680
SAL21935,5,0,5,72,32,5,103,208,35,353
SAL21936,12,0,16,136,41,7,176,455,49,684
SAL21937,0,0,0,32,21,0,56,84,13,146
SAL21938,174,28,201,1937,569,58,2562,5545,329,8441
SAL21939,122,17,133,286,111,14,410,1486,131,2039
SAL21940,20,6,27,347,80,6,438,837,54,1323
SAL21941,21,5,24,228,86,3,320,712,50,1089
SAL21942,148,17,168,1079,279,26,1376,3246,220,4845
SAL21943,7,0,7,59,24,0,81,201,31,318
SAL21944,3,0,11,50,12,5,62,198,36,296
SAL21945,0,0,0,4,0,0,4,4,0,7
SAL21946,0,0,0,0,0,0,0,3,4,15
SAL21947,0,0,0,19,12,0,27,106,5,138
SAL21948,0,0,0,0,0,0,0,5,0,13
SAL21949,0,0,5,3,12,0,9,33,12,47
SAL21950,0,0,0,0,0,0,6,3,0,9
SAL21951,5,0,5,12,7,0,16,46,7,68
SAL21952,687,59,750,4493,893,68,5460,19677,1860,26997
SAL21953,110,8,115,1127,316,37,1473,4354,351,6176
SAL21954,0,0,0,12,10,0,21,114,27,156
SAL21955,6,5,10,38,25,0,60,178,24,266
SAL21956,0,0,0,3,5,0,9,6,0,17
SAL21957,0,0,0,13,0,0,14,41,5,64
SAL21958,0,0,0,3,0,0,3,25,3,32
SAL21959,0,0,0,19,3,0,21,46,7,72
SAL21960,199,24,232,1025,346,38,1410,5023,858,7293
SAL21961,0,0,0,11,0,0,11,16,0,22
SAL21962,0,0,0,19,6,0,23,65,13,110
SAL21963,176,23,203,595,190,19,812,2508,286,3609
SAL21964,0,0,0,3,3,0,3,42,0,50
SAL21965,215,24,242,472,134,15,622,1865,207,2698
SAL21966,108,13,126,1605,339,29,1973,10045,1203,13220
SAL21967,4,0,4,31,19,0,55,218,16,282
SAL21968,7,0,7,35,6,3,49,190,5,249
SAL21969,19,3,20,624,187,27,836,1491,84,2409
SAL21970,56,10,68,538,192,32,755,1956,149,2860
SAL21971,482,32,528,4191,825,91,5106,15582,806,21495
SAL21972,4,0,4,24,7,0,38,114,27,173
SAL21973,0,0,0,3,3,0,7,24,0,36
SAL21974,37,6,46,358,78,6,439,1907,180,2530
SAL21975,0,0,0,19,9,0,25,127,29,178
SAL21976,0,0,0,0,3,0,6,11,8,19
SAL21977,0,0,0,0,0,0,4,17,0,20
SAL21978,0,0,0,8,0,0,4,18,3,27
SAL21979,0,0,0,6,0,0,5,17,34,57
SAL21980,0,0,0,11,3,0,16,63,4,85
SAL21981,0,0,0,38,9,0,56,127,8,188
SAL21982,0,0,0,9,6,0,13,27,6,45
SAL21983,0,0,0,17,8,0,23,43,4,71
SAL21984,188,20,212,546,287,24,854,2625,403,3881
SAL21985,363,72,437,2357,451,44,2855,6814,565,10232
SAL21986,3,0,3,53,24,0,77,179,27,278
SAL21987,0,0,0,0,0,0,0,0,0,0
SAL21988,3,0,6,6,0,0,8,10,6,33
SAL21989,0,0,0,10,6,0,14,13,3,35
SAL21990,0,0,0,0,0,0,0,3,0,7
SAL21991,3,0,3,17,13,0,33,79,16,129
SAL21992,13,0,10,65,18,0,80,338,46,463
SAL21993,16,0,19,72,28,3,113,367,72,553
SAL21994,0,0,0,3,0,0,0,6,0,12
SAL21995,0,0,0,0,0,0,0,0,3,3
SAL21996,10,0,10,272,97,14,384,808,118,1310
SAL21997,0,0,0,4,0,0,4,3,4,12
SAL21998,137,10,152,1186,237,11,1442,3905,244,5589
SAL21999,4,0,4,68,20,5,89,238,32,358
SAL22000,255,3,262,1325,337,27,1680,5232,300,7208
SAL22001,174,9,188,1138,224,9,1378,4075,263,5722
SAL22002,251,10,271,1704,383,19,2109,5793,312,8214
SAL22003,0,0,0,0,0,0,4,13,0,18
SAL22004,0,0,0,0,0,0,0,0,0,5
SAL22005,376,48,424,3321,1154,88,4562,8934,673,14168
SAL22006,40,4,42,4264,714,97,5074,8201,600,13870
SAL22007,3,0,3,248,51,4,297,567,36,904
SAL22008,0,0,0,5,7,0,7,22,4,37
SAL22009,14,0,14,335,119,10,461,923,74,1456
SAL22010,0,0,0,15,0,0,16,59,8,80
SAL22011,10,8,15,40,24,3,68,236,59,368
SAL22012,0,0,0,0,0,0,0,4,0,9
SAL22013,0,0,0,10,8,0,28,50,9,81
SAL22014,82,10,94,240,104,17,362,1304,240,1906
SAL22015,0,0,0,17,0,0,16,62,9,89
SAL22016,95,5,106,1569,257,17,1841,4832,265,6928
SAL22017,13,0,13,38,25,0,65,292,34,393
SAL22018,0,0,0,51,7,0,65,130,34,222
SAL22019,0,0,0,50,13,0,65,134,25,217
SAL22020,69,8,81,135,48,4,180,742,95,1015
SAL22021,0,0,0,33,9,0,47,112,8,169
SAL22022,6,0,12,111,43,6,163,360,35,555
SAL22023,0,0,0,6,4,0,10,31,3,45
SAL22024,0,0,0,3,0,0,4,17,0,22
SAL22025,0,0,0,4,0,0,7,21,3,28
SAL22026,0,0,0,0,0,0,0,7,5,14
SAL22027,646,130,787,10916,2319,373,13612,25155,2321,41095
SAL22028,4,0,4,32,17,3,50,131,16,197
SAL22029,14,0,14,227,96,7,337,616,38,988
SAL22030,0,0,0,21,4,0,19,23,6,42
SAL22031,0,0,0,80,24,4,108,222,25,350
SAL22032,10,3,14,162,70,0,239,616,42,897
SAL22033,0,0,0,7,0,0,12,16,3,28
SAL22034,0,0,0,5,0,3,12,145,10,160
SAL22035,4,0,5,33,12,0,43,82,3,133
SAL22036,57,4,62,639,297,19,953,2121,89,3164
SAL22037,290,26,316,2342,693,45,3083,6728,302,10108
SAL22038,139,6,149,555,177,15,744,5524,337,6604
SAL22039,0,4,4,20,8,0,26,102,38,163
SAL22040,0,0,0,0,0,0,0,30,0,32
SAL22041,589,55,653,3343,528,54,3920,10323,745,14986
SAL22042,310,25,335,2025,373,42,2436,5888,290,8611
SAL22043,0,0,6,13,3,0,14,36,19,70
SAL22044,0,0,0,7,0,0,7,26,13,45
SAL22045,4,0,4,20,5,0,25,79,11,120
SAL22046,0,0,0,15,9,0,29,77,14,113
SAL22047,170,16,188,1298,465,37,1795,4542,216,6552
SAL22048,0,0,0,3,6,0,9,30,4,47
SAL22049,186,8,192,325,170,11,506,2602,167,3270
SAL22050,36,5,45,657,249,28,936,2086,143,3167
SAL22051,0,0,0,18,8,0,25,69,4,97
SAL22052,6,0,6,22,10,0,31,100,21,148
SAL22053,3,0,3,9,0,0,7,35,3,46
SAL22054,0,0,0,3,3,0,6,17,0,24
SAL22055,0,0,0,18,5,0,27,55,13,93
SAL22056,26,0,30,91,28,3,123,398,43,566
SAL22057,3,0,3,27,12,3,41,70,14,126
SAL22058,0,0,0,24,16,0,41,92,13,139
SAL22059,0,0,0,5,0,0,7,14,0,23
SAL22060,9,0,9,5,3,0,9,34,4,47
SAL22061,0,0,0,5,7,0,11,45,6,71
SAL22062,6,0,6,47,28,0,69,183,15,264
SAL22063,0,0,0,0,0,0,0,0,0,7
SAL22064,0,0,0,62,24,0,85,155,46,284
SAL22065,3,0,6,27,9,0,38,148,10,192
SAL22066,5,0,5,21,19,0,44,140,7,188
