POW_SA2_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
206041509,0,33,0,33,0,9,0,9,5,96,0,103,0,94,0,94,8,660,0,669,0,107,0,108,0,427,0,432,3,477,0,482,0,194,0,194,8,1467,0,1476,0,265,0,270,0,321,0,321,3,2006,0,2012,0,778,0,778,20,1881,0,1900,19,913,0,931,3,557,0,560,9,1424,0,1439,0,161,0,161,0,453,0,452,86,12320,10,12410
206041510,0,0,0,0,0,11,0,11,0,125,0,125,0,10,0,10,0,568,6,572,0,125,0,125,0,201,0,201,0,268,0,268,0,196,0,199,0,135,0,137,0,134,0,139,0,102,0,101,5,1097,0,1100,5,211,0,216,10,508,0,520,0,331,0,334,0,675,0,676,0,205,0,205,0,362,0,367,5,251,4,259,26,5520,10,5553
206051128,0,42,0,42,0,58,0,58,4,244,0,246,5,28,0,33,7,1465,0,1478,0,754,6,754,4,469,0,472,5,1052,0,1056,0,243,0,241,5,591,0,590,0,1089,0,1090,0,581,0,581,11,4144,10,4163,3,882,0,888,0,267,0,271,3,1161,0,1169,9,1149,0,1154,10,618,0,622,0,394,0,396,9,760,5,772,65,15983,23,16077
206051129,0,3,0,3,0,0,0,0,0,61,0,61,0,0,0,0,0,221,0,225,0,35,0,35,0,225,4,227,0,325,0,324,0,48,0,48,0,52,0,55,0,75,0,75,0,101,0,101,3,383,0,385,0,82,0,82,0,36,0,36,0,418,0,416,0,299,0,300,0,80,0,80,0,166,0,166,0,94,0,93,8,2705,9,2720
206051130,0,15,0,15,0,0,0,0,0,92,0,92,0,12,0,12,7,312,0,319,6,83,0,90,0,384,0,381,0,565,0,568,0,322,0,324,0,113,0,113,0,159,0,155,0,136,3,133,0,644,0,644,0,131,0,131,3,106,0,105,0,322,0,327,0,387,0,386,0,64,0,64,0,288,0,290,0,245,0,248,22,4376,7,4404
206051134,0,4,0,4,0,0,0,0,0,87,0,87,0,13,0,13,0,190,0,191,0,47,0,47,0,488,0,490,0,493,0,493,0,93,0,93,0,73,0,73,0,56,0,56,0,65,0,65,0,433,0,438,0,112,0,112,3,153,0,155,0,305,0,306,0,432,0,432,0,88,0,90,0,186,0,184,0,146,0,148,13,3481,3,3500
206051511,0,112,0,117,0,29,0,29,4,3518,3,3526,0,205,0,205,23,4300,7,4335,9,1918,0,1933,9,2476,8,2485,0,430,0,433,19,3717,10,3745,7,1263,0,1270,4,647,0,651,0,426,0,426,13,3241,0,3252,5,1496,3,1506,8,1448,3,1461,0,384,0,383,4,1159,3,1168,0,272,0,272,10,1076,5,1087,15,1809,14,1837,130,29918,62,30107
206051512,0,36,0,36,0,9,0,9,0,829,0,836,0,96,0,96,9,1746,4,1755,0,404,0,404,4,1980,3,1986,5,1095,0,1094,4,464,0,466,6,894,0,904,6,1776,0,1782,6,682,0,690,14,5161,4,5175,0,1131,0,1134,3,539,0,541,6,671,0,675,4,1603,0,1612,0,318,0,322,3,617,0,624,11,1101,9,1119,80,21146,27,21249
206051513,0,8,0,12,0,3,0,3,0,114,0,114,0,21,0,21,0,265,0,268,0,89,4,90,0,284,3,286,0,274,0,283,0,52,0,52,0,150,0,151,0,184,0,185,0,220,0,219,0,1057,0,1062,0,214,0,216,16,665,0,680,4,477,0,480,12,743,0,755,5,153,0,155,0,288,0,289,0,241,3,243,44,5510,13,5570
206051514,0,23,0,23,0,387,0,389,0,235,0,236,0,7,0,7,5,377,0,383,0,45,0,45,3,484,0,488,9,1519,9,1533,0,109,0,108,0,125,0,121,3,422,3,420,0,313,0,310,4,1397,0,1401,0,260,0,260,3,152,0,154,0,760,0,760,7,1310,3,1320,5,464,0,470,4,501,0,507,0,347,0,350,36,9226,21,9288
206061135,0,5,0,5,0,4,0,4,0,104,0,104,0,4,0,4,0,406,4,409,0,68,0,68,3,1015,0,1018,0,556,6,556,0,324,0,323,0,28,0,28,0,133,0,133,0,379,0,378,4,523,0,527,0,246,0,246,0,422,0,427,0,611,0,610,0,1066,0,1067,0,87,0,87,0,302,0,298,3,203,6,205,16,6472,13,6497
206061136,0,8,0,8,0,6,0,6,0,152,0,152,0,43,0,47,5,434,6,442,0,118,0,123,8,1264,0,1272,16,1726,0,1738,0,93,0,93,0,266,0,268,4,344,0,345,0,252,0,247,0,1834,0,1838,0,296,0,294,4,400,0,401,3,588,0,595,3,1813,5,1816,0,278,0,281,4,576,0,575,0,603,4,609,50,11084,20,11151
206061138,0,10,0,10,0,7,0,7,0,96,0,96,0,9,0,9,0,455,0,455,0,70,0,70,0,512,0,516,0,314,4,315,0,43,0,43,0,73,0,73,0,235,0,235,0,189,0,194,0,456,0,460,0,179,0,182,0,35,0,35,3,1041,0,1046,3,515,3,516,0,72,0,72,0,203,0,202,0,205,0,206,12,4700,14,4728
206061515,0,25,0,25,0,20,0,20,0,89,0,89,0,27,0,27,0,368,0,369,0,113,0,109,0,597,0,596,0,696,0,697,0,57,0,53,0,390,0,392,0,311,0,311,0,427,0,425,6,1579,3,1581,0,410,0,411,3,49,0,53,0,398,0,403,0,492,0,492,0,100,0,101,3,273,0,281,0,347,0,352,22,6765,6,6791
206061516,0,6,0,6,0,9,0,9,0,125,0,125,0,10,0,10,3,221,0,229,0,137,0,137,0,899,0,900,6,1050,3,1056,0,36,0,36,0,456,0,461,0,189,0,187,0,250,0,251,7,1249,0,1258,0,244,0,246,0,84,0,84,0,111,0,114,7,607,0,612,0,93,0,91,3,275,0,276,3,342,0,346,28,6378,11,6417
206071139,0,30,0,30,0,3,0,3,6,1014,0,1015,0,7,0,7,10,564,6,586,0,376,0,372,11,1166,0,1179,3,816,0,823,3,465,0,466,3,261,0,263,0,915,0,918,0,102,0,103,17,1751,0,1767,6,265,0,276,11,332,0,343,10,279,0,284,18,917,0,934,0,276,0,279,7,322,0,327,9,669,0,677,108,10525,16,10652
206071140,0,0,0,0,0,8,0,8,0,53,0,53,0,0,0,0,0,187,0,187,0,22,0,22,0,188,0,190,0,275,0,275,0,16,0,19,0,31,0,31,0,49,0,49,0,78,0,78,0,258,0,257,0,47,0,47,0,49,0,49,0,334,0,339,0,283,0,286,3,222,0,226,0,95,0,95,0,95,0,95,12,2299,9,2317
206071141,0,12,0,12,0,5,0,5,0,429,0,428,0,35,0,35,5,754,0,764,4,633,0,630,3,1216,0,1219,11,1083,4,1091,10,1123,0,1133,3,382,0,385,0,155,0,159,0,170,0,170,16,2882,0,2895,7,671,7,681,12,264,0,271,9,776,6,786,30,1485,8,1521,3,338,0,339,6,428,0,439,15,816,0,832,118,13648,26,13793
206071142,0,31,0,31,0,4,0,4,0,325,0,325,0,15,0,15,0,327,0,324,0,115,0,115,9,1321,3,1329,14,1762,8,1778,0,113,0,107,0,275,0,276,0,91,0,91,3,204,0,208,9,1553,0,1562,4,284,0,283,8,386,0,393,9,1169,0,1184,87,6263,9,6358,0,243,0,245,0,413,0,411,4,593,0,592,142,15471,28,15640
206071143,0,7,0,7,0,3,0,3,0,56,0,56,0,9,0,9,0,265,3,267,0,39,0,39,4,422,0,423,5,620,0,627,0,327,0,332,0,63,0,63,0,50,0,48,8,40,0,48,0,499,0,494,0,69,0,78,0,48,0,52,4,370,0,372,18,790,0,809,0,109,0,107,3,158,0,162,0,131,0,129,51,4071,7,4130
206071145,0,12,0,12,0,0,0,0,0,174,0,174,0,3,0,6,3,319,0,318,0,90,0,90,4,301,0,303,0,197,0,199,0,68,0,68,0,33,0,33,0,28,0,30,0,47,0,49,0,279,0,285,0,111,0,114,0,183,0,183,0,601,0,608,3,1143,0,1145,0,140,0,144,0,172,0,172,0,225,0,226,24,4134,4,4164
206071517,0,44,0,44,0,13,0,13,0,615,0,617,11,1222,0,1231,11,1923,5,1940,5,857,4,862,15,5154,0,5178,6,1897,5,1905,0,308,0,309,7,2177,0,2182,0,805,0,807,0,628,0,628,14,6760,10,6782,0,550,0,555,3,394,0,396,10,796,0,805,0,1507,0,1512,0,495,0,494,10,752,0,758,6,1579,5,1589,103,28463,29,28596
206071518,0,19,0,19,0,4,0,4,6,856,0,861,0,21,0,21,3,708,4,714,6,721,0,726,8,1807,0,1819,0,751,3,756,0,73,0,73,4,250,0,248,0,287,0,288,0,299,0,307,9,1414,0,1421,10,436,0,444,4,968,0,971,0,425,0,421,22,5227,3,5252,0,170,0,172,10,462,0,477,3,573,9,579,81,15465,20,15567
207011146,0,3,0,3,0,9,0,9,0,63,0,68,0,0,0,0,0,112,0,112,0,25,0,25,0,277,0,277,0,227,0,227,0,43,0,45,0,22,0,22,0,61,0,61,0,45,0,45,3,225,4,228,0,36,0,36,0,29,0,29,0,293,0,294,0,600,0,605,0,122,0,121,0,100,0,102,0,83,0,81,8,2371,8,2390
207011147,0,7,0,7,0,3,0,3,0,123,0,123,0,7,0,7,0,225,0,227,0,70,0,70,4,673,0,681,0,473,0,474,0,125,0,129,0,53,0,56,0,229,0,229,0,159,0,159,0,625,3,625,0,106,0,106,0,57,0,57,0,786,0,795,5,805,0,810,0,86,0,83,0,188,0,187,0,180,0,187,16,4992,11,5014
207011148,0,5,0,5,0,3,0,3,0,85,0,85,0,4,0,4,0,312,0,313,0,77,0,82,0,410,0,412,0,226,0,228,0,59,0,59,0,38,0,38,0,152,0,154,0,113,0,113,0,413,0,419,0,87,0,91,0,78,0,79,0,682,0,687,0,534,0,539,0,118,0,122,0,161,0,168,0,166,0,168,17,3734,7,3755
207011149,0,11,0,11,0,7,0,7,0,324,0,324,0,15,0,15,3,322,0,329,0,339,0,343,6,1207,0,1211,0,506,5,510,0,86,0,86,0,56,0,56,0,436,0,436,0,192,0,192,5,1021,0,1027,0,146,0,146,3,848,0,853,4,920,0,921,7,2234,6,2246,0,75,0,73,4,436,0,441,0,338,0,337,33,9526,11,9574
207011150,0,19,0,19,0,9,0,9,0,96,0,96,0,10,0,10,0,383,0,382,0,42,0,42,0,1316,3,1319,0,200,0,200,0,32,0,37,0,46,0,46,0,227,0,227,0,127,0,127,5,3391,0,3393,0,135,0,134,0,84,0,85,0,305,0,311,0,1196,0,1202,0,31,0,31,5,147,0,149,4,243,0,244,18,8030,8,8052
207011152,0,41,0,41,0,17,0,19,0,256,0,258,0,103,0,103,4,738,0,736,0,349,0,349,10,2398,3,2411,4,721,3,722,0,250,0,253,0,99,0,99,0,1079,0,1075,0,231,0,232,0,1642,0,1641,0,291,0,290,0,119,0,119,4,919,0,916,4,1345,0,1349,0,112,0,112,0,271,0,271,8,549,4,560,27,11515,18,11561
207011154,0,21,0,21,0,0,0,0,0,41,0,41,0,4,0,4,0,228,0,227,0,28,0,28,3,158,0,155,0,213,0,216,0,22,0,22,0,17,0,17,0,112,0,112,0,78,0,78,0,484,0,484,3,82,0,81,0,32,0,32,0,342,0,342,0,595,0,602,0,60,0,60,0,106,0,106,0,117,4,117,11,2740,5,2748
207011155,0,31,0,31,0,6,0,6,3,113,0,113,0,13,0,13,4,345,0,348,0,153,0,147,3,553,0,563,0,276,0,276,0,45,0,45,0,105,0,109,0,317,0,317,0,288,0,289,5,906,3,913,0,207,0,212,0,74,0,72,3,1014,0,1017,0,1327,4,1336,0,80,0,80,3,231,0,233,5,244,6,250,29,6334,19,6377
207011519,0,16,0,16,0,3,0,3,0,122,0,122,0,10,0,10,0,224,0,225,0,146,0,146,0,707,3,710,3,618,0,619,0,82,0,82,0,82,0,82,0,184,0,184,0,290,0,294,0,1138,0,1142,0,185,0,185,0,52,0,54,16,2093,4,2109,3,728,0,734,0,120,0,123,3,184,0,189,0,239,0,236,25,7232,11,7271
207011520,0,10,0,10,0,12,0,12,0,421,0,423,0,85,0,85,0,676,0,680,0,139,0,139,0,790,0,793,0,624,0,628,0,139,0,139,0,128,0,128,0,302,0,300,3,225,0,221,0,1583,0,1583,3,345,0,348,0,106,0,106,3,1402,0,1408,3,1271,4,1280,0,85,0,90,0,263,0,263,0,397,3,401,22,8996,17,9031
207011521,0,16,0,16,0,0,0,0,0,75,0,75,0,11,0,11,6,286,0,294,0,234,0,234,0,437,0,437,0,276,0,276,0,333,0,332,0,28,0,28,0,304,0,303,0,166,0,168,0,623,0,630,0,139,0,138,6,739,0,744,6,2368,5,2380,5,1001,3,1006,0,53,0,57,0,159,0,165,0,229,0,235,29,7499,11,7535
207011522,0,9,0,9,0,5,0,5,0,113,0,113,0,9,0,9,3,366,0,367,0,59,0,59,4,598,0,601,0,484,0,489,0,242,0,241,0,51,0,52,0,159,0,155,0,59,0,59,3,427,0,432,4,155,0,158,0,68,0,68,0,317,0,321,4,1446,0,1454,0,35,0,35,0,89,0,89,3,197,0,204,25,4879,7,4911
207021156,0,10,0,10,0,0,0,0,0,106,0,106,0,9,0,6,3,350,0,356,0,77,0,77,0,334,0,334,0,272,0,272,0,73,0,71,0,25,0,25,0,65,0,65,0,45,0,45,0,209,0,206,0,86,0,89,4,48,0,48,0,527,0,529,0,343,0,343,0,144,0,145,0,180,0,182,0,111,0,113,22,2994,5,3028
207021157,0,15,0,15,0,7,0,7,0,231,0,239,0,17,0,17,0,659,0,663,3,226,0,233,17,3027,5,3044,3,1098,0,1102,0,124,0,121,0,151,0,151,0,267,0,267,0,224,0,224,0,756,0,756,0,188,0,188,0,482,0,486,0,564,0,561,0,774,0,775,0,116,0,113,0,464,0,464,3,303,4,306,27,9694,12,9735
207021159,0,10,0,10,0,3,0,3,0,64,0,64,0,3,0,3,0,292,0,288,0,75,0,75,0,153,0,153,0,240,0,238,0,103,0,103,0,30,0,30,0,92,0,92,0,60,0,60,0,291,0,291,0,73,0,73,0,44,0,46,0,310,0,310,0,734,0,737,0,71,0,70,0,141,0,141,0,110,0,112,3,2884,3,2883
207021160,0,23,0,26,0,0,0,0,0,67,0,67,0,3,0,3,0,195,0,195,0,34,0,34,0,261,0,259,0,200,0,202,0,33,0,33,0,29,0,29,0,49,0,54,0,25,0,25,0,198,0,198,0,73,0,73,0,22,0,22,0,445,3,447,8,1602,3,1611,3,76,0,85,0,69,0,69,0,96,5,102,12,3510,10,3534
207021424,0,0,0,0,0,5,0,5,0,62,0,62,0,5,0,5,3,138,0,142,0,56,0,58,0,684,0,685,0,222,0,223,0,50,0,50,0,40,0,40,0,81,0,81,0,106,0,106,0,217,0,219,0,63,0,64,0,139,0,139,0,257,0,257,0,474,0,475,0,29,0,29,0,92,0,92,0,112,6,116,11,2840,6,2853
207021425,0,8,0,8,0,0,0,0,0,73,0,73,0,6,0,6,0,211,0,211,0,41,0,41,0,532,0,532,0,442,0,442,0,410,0,411,0,27,0,27,0,156,0,161,0,217,0,217,0,417,0,420,0,78,0,78,0,103,0,108,0,563,0,566,0,850,0,855,0,22,0,22,0,137,0,142,0,162,0,165,4,4477,5,4488
207031161,0,6,0,8,0,0,0,0,0,414,0,414,0,26,0,24,6,634,0,641,0,274,0,274,0,777,0,775,0,501,0,499,0,126,0,121,0,66,0,66,0,191,0,191,0,310,0,310,0,1045,0,1048,0,147,0,149,0,137,0,137,4,807,0,807,4,1527,5,1539,0,116,0,118,4,817,0,828,0,387,0,395,22,8299,12,8331
207031162,0,0,0,0,0,0,0,0,0,23,0,23,0,3,0,3,0,165,0,169,0,11,0,11,0,87,0,87,0,91,0,91,0,45,0,45,0,14,0,14,0,56,0,56,0,8,0,8,0,160,0,161,0,68,0,68,0,15,0,15,0,284,0,283,0,523,3,524,0,14,0,14,0,81,0,81,0,60,0,60,3,1708,4,1718
207031163,0,8,0,8,0,3,0,3,3,508,0,509,0,24,0,24,7,695,0,702,0,305,0,305,5,1326,4,1329,0,1067,0,1070,3,147,0,146,0,193,0,193,0,494,0,494,0,410,0,410,0,1488,0,1493,0,522,0,525,15,2378,7,2395,4,1477,4,1485,27,7327,8,7363,3,404,0,409,0,441,0,442,5,699,4,706,67,19921,32,20027
207031164,0,10,0,10,0,4,0,4,0,136,0,136,0,3,0,3,0,231,0,229,0,103,0,103,0,160,0,163,0,115,0,114,0,74,0,74,0,29,0,29,0,61,0,61,0,25,0,25,0,314,0,314,0,81,0,81,0,34,0,41,0,536,0,540,0,448,0,447,0,36,0,36,0,193,3,195,0,184,0,187,12,2771,5,2791
207031165,0,9,0,9,0,0,0,0,0,152,0,152,0,53,0,53,0,570,0,577,0,506,0,508,0,356,0,357,0,370,0,370,0,76,0,76,0,113,0,113,0,128,0,128,0,78,0,78,0,264,0,263,4,204,0,206,0,118,0,117,11,3638,10,3658,6,493,0,501,0,45,0,45,4,275,0,278,0,287,0,294,28,7743,15,7783
207031166,0,3,0,3,0,3,0,3,0,43,0,46,0,3,0,3,3,201,0,204,0,235,0,237,0,803,0,803,0,361,3,360,0,104,0,104,4,575,0,579,0,209,0,209,0,84,0,84,4,326,3,336,0,156,0,156,3,746,0,753,0,493,0,492,9,602,0,609,0,57,0,57,7,734,0,735,3,154,3,158,28,5893,14,5932
207031167,0,16,0,16,0,0,0,0,0,28,0,34,0,3,0,3,5,306,0,305,0,20,0,24,0,170,0,170,0,161,0,161,0,35,0,35,0,50,0,50,0,94,0,93,0,38,0,38,4,309,0,308,0,46,0,46,0,50,0,50,5,850,0,856,0,630,0,632,0,24,0,24,0,74,5,78,0,106,0,105,16,3005,7,3022
208011168,0,7,0,7,0,4,0,4,0,68,0,68,0,8,0,8,0,245,0,247,0,35,0,35,0,229,0,227,0,318,0,318,0,31,0,31,0,52,0,52,0,109,0,107,0,67,0,67,0,378,0,382,0,76,0,77,0,37,0,37,0,387,0,387,0,352,0,353,0,45,0,45,0,111,0,115,0,94,0,95,3,2645,10,2651
208011169,0,14,0,14,0,18,0,18,0,151,0,151,0,12,0,12,3,826,0,831,0,113,0,108,4,1348,5,1355,5,1068,0,1076,0,128,0,132,0,104,0,107,5,435,0,442,0,366,0,362,0,1043,5,1048,0,239,0,239,0,80,0,80,3,1437,5,1447,6,1949,3,1956,0,144,0,150,0,370,0,372,0,418,3,423,28,10269,29,10327
208011170,0,11,0,11,0,0,0,0,0,49,0,50,0,5,0,5,0,241,0,239,0,60,0,60,0,286,0,294,0,176,0,179,0,39,0,39,0,43,0,43,0,101,0,101,0,57,0,57,0,525,0,526,0,94,0,94,0,59,0,59,0,821,0,827,0,789,0,796,0,81,0,81,0,93,0,99,0,146,0,146,13,3674,7,3698
208011171,0,19,0,19,0,4,0,4,0,802,0,804,0,27,0,27,0,741,4,741,0,277,0,277,0,471,0,471,0,201,0,201,0,215,0,215,0,64,0,69,0,369,0,369,0,49,0,49,0,614,0,616,0,202,0,202,0,117,0,117,0,369,0,368,0,791,0,790,0,172,0,176,0,212,0,212,5,409,4,412,19,6110,11,6134
208011172,0,5,0,5,0,0,0,0,0,109,0,109,0,14,0,14,5,322,0,326,0,68,0,68,4,541,0,542,3,436,0,445,0,47,0,47,0,35,0,35,0,140,0,140,0,99,0,99,0,522,0,522,0,139,0,137,0,30,0,30,0,499,0,499,0,829,0,829,0,79,0,80,0,222,0,216,0,183,0,188,10,4314,10,4331
208011173,0,12,0,12,0,0,0,0,0,98,0,98,0,13,0,13,0,359,3,369,0,43,0,43,0,407,0,410,3,541,0,544,0,58,0,58,0,41,0,41,0,143,0,143,0,125,0,125,0,565,3,568,0,133,0,136,6,634,0,634,3,524,3,530,9,1393,3,1404,0,235,0,238,0,169,3,175,0,210,0,210,22,5699,16,5742
208021174,0,13,0,13,0,0,0,0,0,144,0,144,0,14,0,14,4,465,0,472,0,102,0,108,0,946,0,947,5,609,0,614,0,128,0,129,0,82,0,82,0,211,0,207,0,152,0,152,0,654,0,653,0,135,0,139,0,352,0,354,0,762,4,763,0,1133,0,1131,0,59,0,64,8,305,0,306,7,234,0,239,24,6493,9,6521
208021176,0,3,0,3,0,0,0,0,0,88,0,89,0,7,0,7,0,446,0,450,0,35,0,35,0,541,0,541,0,455,0,455,0,87,6,91,0,42,0,42,4,93,0,100,0,82,0,84,0,377,0,378,0,68,0,68,0,134,0,134,0,259,0,259,0,731,0,733,3,49,0,52,0,189,0,185,0,187,0,187,9,3874,7,3892
208021177,0,11,0,11,0,0,0,0,0,91,0,91,0,3,0,3,0,427,0,432,0,56,0,56,0,292,0,292,0,431,0,434,0,134,0,133,0,89,0,89,0,197,0,196,0,216,0,216,0,741,0,742,0,286,0,286,0,152,0,153,6,2605,0,2612,4,1279,5,1280,3,272,0,272,0,248,0,248,0,283,0,285,25,7798,12,7839
208021178,0,4,0,4,0,3,0,3,0,101,0,101,0,8,0,8,0,489,3,490,0,70,0,70,0,268,0,269,0,250,0,250,0,215,0,216,0,48,0,48,0,109,0,109,0,115,0,115,0,507,0,508,0,158,0,161,0,610,3,613,0,407,0,415,0,2078,10,2084,0,98,0,105,0,229,0,231,3,223,0,226,13,6003,17,6028
208021179,0,4,0,4,0,6,0,6,0,104,0,104,0,21,0,21,0,282,0,282,0,56,0,56,3,702,0,703,0,650,0,648,0,38,0,38,0,134,0,134,0,157,0,157,0,107,0,107,0,482,0,485,0,96,0,96,0,40,0,40,0,755,0,756,0,760,5,762,0,84,0,84,0,297,0,296,0,233,0,231,9,4997,8,5016
208021180,0,4,0,4,0,0,0,0,0,14,0,14,0,4,0,4,0,88,0,93,0,14,0,14,0,64,0,64,3,116,0,124,0,24,0,24,0,11,0,11,0,28,0,28,0,23,0,25,0,137,0,137,0,38,0,38,0,26,0,26,0,421,0,421,0,287,0,283,0,15,0,15,0,62,0,62,0,54,0,54,3,1429,7,1432
208021181,0,0,0,0,0,0,0,0,0,53,0,53,0,6,0,6,0,167,0,167,0,31,0,31,0,149,4,154,0,114,0,114,0,21,0,21,0,14,0,14,0,52,0,52,0,17,0,17,0,167,0,168,0,59,0,59,0,11,0,11,0,225,0,225,0,224,0,226,0,33,0,33,0,70,0,70,0,75,0,75,3,1489,6,1498
208021182,0,0,0,0,0,0,0,0,0,33,0,33,0,13,0,13,0,154,0,154,0,19,0,19,0,320,0,315,4,383,0,386,0,71,0,74,0,14,0,14,0,59,0,59,0,61,0,61,0,279,0,284,0,75,0,75,0,31,0,31,0,481,3,483,3,422,0,427,0,24,0,24,0,138,0,138,0,96,0,96,9,2674,4,2694
208021426,0,0,0,0,0,3,0,3,0,311,0,310,0,8,0,8,5,369,0,374,0,123,0,123,3,1212,0,1217,0,241,0,238,0,100,0,97,0,39,0,39,0,116,0,116,0,25,0,25,0,323,0,323,0,94,0,96,0,105,0,108,0,425,4,432,6,1279,0,1284,0,158,0,164,0,233,0,233,0,203,0,206,23,5370,6,5399
208021427,0,0,0,0,0,0,0,0,0,31,0,31,0,10,0,10,0,228,0,237,0,22,0,22,0,84,0,84,0,128,0,128,0,43,0,41,0,21,0,21,0,48,0,48,0,26,0,26,5,227,0,230,0,62,0,62,0,88,0,88,7,620,0,630,5,308,0,310,0,47,0,50,0,79,0,84,0,86,0,86,13,2173,3,2194
208031183,0,5,0,5,0,0,0,0,0,208,0,208,0,4,0,4,0,153,0,151,0,91,0,92,0,150,0,151,0,74,0,74,0,80,0,80,0,15,0,15,0,45,0,45,0,8,0,8,0,82,0,82,0,56,0,56,0,15,0,15,0,129,0,129,0,186,0,186,0,4,0,4,0,49,0,49,3,95,0,100,5,1443,0,1451
208031184,0,47,0,47,0,32,0,32,16,4093,6,4112,0,282,0,286,14,2017,0,2032,5,1060,3,1061,0,655,4,656,0,316,0,318,3,703,5,708,0,77,0,78,0,135,0,136,0,210,0,213,0,355,0,359,0,372,0,375,0,161,3,160,0,114,0,114,0,238,0,235,0,109,0,109,0,416,0,422,3,1443,9,1456,53,12835,27,12916
208031185,0,4,0,4,0,4,0,4,0,89,0,89,0,5,0,5,0,223,0,227,0,33,0,33,0,310,0,310,0,235,0,233,0,34,0,36,0,12,0,12,0,57,0,57,0,45,0,45,0,116,0,116,0,56,0,54,0,81,0,87,0,198,0,200,0,257,0,255,0,26,0,26,0,81,0,81,4,90,0,90,12,1947,4,1966
208031186,0,4,0,4,0,3,0,3,0,55,0,54,0,3,0,3,4,330,0,328,0,20,0,21,0,230,0,230,0,196,3,197,0,38,0,38,0,32,0,32,0,54,0,54,0,106,0,106,0,171,0,167,0,59,0,59,0,113,0,114,0,237,4,236,8,626,5,638,0,34,0,34,0,87,0,87,0,84,0,82,20,2470,8,2496
208031187,0,21,0,24,0,0,0,0,0,289,0,289,0,4,0,4,0,226,0,230,0,88,0,94,0,114,0,116,0,210,0,210,0,103,4,108,0,0,0,0,0,21,0,21,0,9,0,9,0,64,0,64,0,32,0,32,0,15,0,15,5,79,0,83,7,246,3,253,0,30,0,30,0,70,0,70,3,107,3,113,11,1728,8,1752
208031188,0,14,0,19,0,3,0,3,0,1244,0,1241,0,20,0,20,8,1111,5,1120,0,633,0,633,14,2920,0,2937,7,1205,8,1215,0,220,0,224,0,222,0,222,0,268,0,272,5,181,0,189,0,691,0,690,3,515,0,519,0,1038,0,1041,6,571,0,569,6,1619,0,1623,0,199,0,199,0,634,0,639,7,762,0,774,49,14070,22,14147
208031189,0,8,0,8,0,3,0,3,0,35,0,35,0,8,0,8,3,263,0,272,0,13,0,13,0,107,0,108,0,232,0,235,0,39,0,40,0,17,0,16,0,56,0,56,0,22,0,22,0,248,0,248,0,60,0,60,0,62,0,62,0,529,0,533,0,236,0,238,0,46,0,46,0,91,0,91,0,69,0,69,10,2152,4,2166
208031190,0,12,0,12,0,8,0,8,0,228,0,228,0,7,0,7,0,370,0,369,0,115,0,115,5,1144,3,1159,0,361,0,362,0,101,0,101,0,38,0,38,0,87,0,87,0,104,0,101,0,335,0,335,0,123,0,120,0,240,0,241,4,1229,0,1232,5,601,0,599,0,54,0,54,0,208,0,208,0,196,3,197,16,5554,10,5584
208031191,4,253,0,257,0,17,0,17,5,2744,8,2752,0,75,0,75,10,2158,7,2176,9,1231,0,1238,8,1860,4,1871,7,548,0,556,0,860,3,863,0,140,0,146,0,292,0,293,0,163,0,163,0,812,0,816,0,368,0,370,0,532,0,539,4,711,0,717,9,2686,0,2698,6,436,0,437,0,928,0,932,3,1258,11,1280,73,18071,43,18187
