POW_SA2_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
206041510,28,0,0,0,0,28,85,0,0,0,0,93,15,0,0,0,0,15,24,0,0,0,0,28,47,0,0,0,0,48,68,4,0,0,0,66,14,3,3,0,0,18,31,3,5,3,0,43,163,12,10,3,0,183,27,3,0,0,0,32,79,6,7,0,0,88,346,25,25,6,0,396,10,0,0,0,5,8,4891,356,239,49,13,5553
206051128,74,6,3,0,0,74,241,0,4,0,0,246,42,6,7,0,0,53,84,9,0,0,0,90,144,13,9,0,0,164,231,11,3,3,0,248,37,5,3,0,0,42,57,3,5,0,0,66,603,75,46,5,3,737,97,14,4,0,0,117,160,10,10,4,0,177,896,101,64,8,8,1071,24,0,6,0,0,35,13819,1331,695,150,70,16077
206051129,6,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,0,9,3,0,0,0,0,7,18,4,6,0,0,33,10,3,0,0,0,11,6,0,3,0,0,5,26,6,8,0,0,35,104,30,49,3,0,189,19,6,10,0,0,33,9,0,7,0,0,15,143,35,37,8,4,220,11,3,0,0,0,15,1709,448,492,55,16,2720
206051130,16,0,5,0,0,21,40,0,0,0,0,43,11,0,0,0,0,14,3,4,0,0,0,7,21,8,4,0,0,37,37,4,0,0,0,40,12,5,3,0,0,15,54,0,0,0,0,63,138,45,22,3,0,213,34,5,13,0,0,49,67,17,6,0,0,89,187,32,33,5,0,258,7,0,3,0,0,10,3271,633,404,75,19,4404
206051134,11,0,0,0,0,10,24,0,3,0,0,26,9,6,3,0,0,18,13,0,3,0,0,19,31,9,4,0,0,49,26,0,3,0,0,32,4,0,0,0,0,5,19,0,3,0,0,21,108,23,32,7,0,162,28,8,12,0,0,47,28,0,7,0,0,40,263,54,63,3,4,386,6,0,0,0,0,6,2529,436,473,45,19,3500
206051511,264,27,60,0,3,355,608,7,0,0,0,615,67,4,3,0,0,78,104,0,4,0,0,108,224,18,4,0,0,244,521,17,17,0,0,553,65,0,5,0,0,68,91,9,5,0,0,101,1064,50,18,0,8,1148,146,0,6,0,0,152,435,12,9,4,3,464,1981,84,80,11,19,2176,62,0,3,0,7,84,27599,1411,832,119,150,30107
206051512,95,7,5,0,3,102,327,0,6,4,0,336,45,4,0,0,0,48,91,3,0,0,0,94,182,22,12,0,0,211,249,9,9,0,0,269,54,10,3,0,4,69,102,8,3,0,0,117,856,72,36,6,0,973,128,12,10,4,0,157,238,19,15,6,9,283,1387,87,64,3,11,1560,39,9,4,5,8,66,18721,1542,760,145,79,21249
206051513,16,0,5,0,0,21,65,3,0,0,0,66,31,8,7,0,0,41,14,0,0,0,0,10,57,8,0,0,0,68,45,0,0,0,0,43,10,0,0,0,0,11,20,0,5,0,0,21,226,53,23,5,0,301,54,5,10,0,0,68,45,5,0,0,0,50,396,47,51,10,5,502,14,0,0,0,4,20,4511,533,449,51,27,5570
206051514,44,0,0,0,0,49,127,0,7,0,0,130,20,3,0,0,0,24,50,0,6,0,0,58,100,3,6,0,0,110,124,4,7,0,0,137,26,0,0,0,0,28,59,3,0,0,0,66,394,40,26,4,3,470,75,8,5,3,0,85,105,3,4,0,0,121,738,43,59,5,4,849,28,6,4,0,0,32,8060,606,526,74,24,9288
206061135,16,0,0,0,0,22,70,0,0,0,0,76,21,3,0,0,0,24,14,0,4,0,0,20,60,9,6,0,0,81,113,4,4,0,0,126,22,0,0,0,0,22,35,4,4,0,0,42,184,22,29,4,0,241,32,3,7,3,0,43,85,14,7,0,0,109,375,45,29,4,5,463,11,3,0,0,0,11,5286,610,475,98,31,6497
206061136,33,3,4,0,0,43,166,4,5,0,0,172,25,4,0,0,0,28,34,4,0,0,0,46,95,15,12,0,0,113,100,8,3,0,0,118,34,0,4,0,0,39,69,4,5,0,0,82,409,56,44,6,5,514,83,13,3,0,0,107,115,18,10,4,0,144,611,57,44,8,4,721,21,5,0,0,0,28,9007,1158,814,133,43,11151
206061138,8,4,3,0,0,11,28,0,0,0,0,28,8,4,3,0,0,22,13,0,4,0,0,18,30,10,4,0,0,48,44,0,0,0,0,47,8,4,0,0,0,11,25,0,0,0,0,27,138,32,21,6,0,197,31,4,0,3,0,40,15,0,5,0,0,23,235,39,45,9,5,328,7,4,3,4,0,14,3383,710,470,129,32,4728
206061515,25,0,0,0,0,31,77,3,0,0,0,84,14,5,0,0,0,22,44,3,3,0,0,50,50,6,8,0,0,70,115,0,0,0,0,115,21,3,0,0,0,24,34,0,0,0,0,34,248,31,22,5,0,310,45,0,6,0,0,58,80,7,6,0,0,85,376,35,39,8,5,464,13,5,0,0,0,22,5687,606,392,81,36,6791
206061516,16,0,0,0,0,16,58,0,0,0,0,59,12,0,0,0,0,13,25,0,0,0,0,26,54,14,4,0,0,73,49,0,0,0,0,56,18,0,0,0,0,18,76,0,0,0,0,81,212,23,29,0,0,270,48,3,4,0,0,62,122,13,5,0,0,137,443,50,50,5,3,549,13,0,0,0,0,16,5198,671,436,88,27,6417
206071139,50,4,0,0,0,53,164,0,0,0,0,167,14,0,0,0,0,16,48,0,0,0,0,53,77,11,0,0,0,86,125,0,3,0,0,130,35,3,0,0,0,48,81,8,3,0,0,91,421,28,16,5,0,469,93,4,0,0,0,99,190,16,19,5,0,227,541,22,28,0,5,607,15,7,0,0,0,27,9528,597,421,70,30,10652
206071140,4,0,0,0,0,9,9,0,4,0,0,13,4,0,3,0,0,10,4,0,0,0,0,4,10,0,0,0,0,12,13,0,0,0,0,11,0,4,3,0,0,8,6,0,0,0,0,10,65,15,18,3,0,104,19,5,3,0,0,27,16,3,5,0,0,25,73,8,29,3,3,119,8,0,0,0,0,3,1633,255,376,40,10,2317
206071141,38,0,3,0,0,46,162,5,0,0,0,174,27,0,0,0,0,27,72,3,6,4,0,82,101,6,8,0,0,114,136,0,0,0,0,136,28,0,0,0,0,30,45,3,5,0,0,54,527,48,32,3,0,617,112,11,14,0,0,141,175,14,15,3,0,205,816,42,39,6,9,911,25,6,3,0,4,41,11947,1060,633,95,55,13793
206071142,48,0,3,0,0,48,308,0,0,0,0,311,34,6,0,0,0,35,68,0,5,0,0,73,85,8,3,0,0,94,122,4,3,0,0,131,40,0,4,0,0,38,58,0,10,0,0,65,620,42,35,5,4,703,132,15,16,0,0,159,228,18,12,5,0,263,945,41,57,4,7,1059,36,0,0,0,9,44,13834,910,731,96,68,15640
206071143,12,0,0,0,0,16,32,0,0,0,0,32,6,0,3,0,0,7,8,3,0,0,0,10,17,4,9,0,0,24,42,3,0,0,0,45,8,0,0,0,0,7,23,3,3,0,0,24,107,16,30,0,0,163,22,8,3,0,0,32,47,0,4,0,3,49,208,20,40,0,0,266,4,0,5,0,0,12,3060,420,576,40,33,4130
206071145,9,4,0,0,0,13,41,0,0,0,0,41,0,0,0,0,0,0,9,0,0,0,0,14,22,3,0,0,0,29,65,0,4,0,0,75,4,0,0,0,0,4,9,6,0,0,0,13,150,15,26,4,0,197,20,6,5,0,0,27,31,0,4,0,0,34,250,19,16,0,0,285,8,0,0,0,0,13,3466,286,372,29,18,4164
206071517,123,0,0,0,0,126,326,5,4,0,0,329,42,5,4,0,0,50,135,4,5,0,0,134,275,17,4,0,0,304,332,3,3,0,3,348,75,0,0,0,0,78,121,5,3,0,0,134,1275,93,42,8,0,1425,248,11,5,0,3,273,273,17,22,5,3,328,1458,81,50,18,9,1607,53,3,0,0,0,69,25741,1740,872,148,98,28596
206071518,71,3,5,0,0,76,430,7,4,0,3,439,22,0,0,0,0,27,102,3,9,5,0,107,98,3,3,0,0,109,180,11,0,3,0,198,51,4,0,0,0,56,65,6,3,0,0,68,518,31,30,3,3,585,122,5,4,0,0,131,371,44,34,6,4,466,834,41,33,9,4,920,35,0,3,0,3,40,13966,817,639,94,51,15567
207011146,3,0,4,0,0,8,27,0,6,0,0,28,0,0,0,0,0,6,8,0,0,0,0,16,4,6,0,0,0,10,51,9,0,0,0,59,3,0,0,0,0,0,9,0,0,0,0,18,50,11,8,4,0,70,7,4,0,0,0,9,18,4,0,0,0,27,79,10,14,4,0,105,3,4,0,0,0,4,1785,317,235,44,6,2390
207011147,9,3,0,0,0,14,33,3,0,0,0,37,3,3,0,0,0,5,22,4,6,0,0,31,28,4,5,0,0,36,44,7,0,0,0,55,39,12,9,5,0,59,31,0,5,3,0,41,97,29,10,7,0,136,23,0,4,0,0,25,43,11,11,4,0,70,116,24,13,5,0,154,12,0,5,0,0,14,3710,693,446,138,30,5014
207011148,15,5,0,0,0,18,28,0,3,0,0,28,3,0,0,0,0,8,22,0,0,0,0,27,19,4,0,0,0,24,23,16,3,0,0,42,18,5,8,4,0,33,9,0,0,0,0,10,63,13,16,0,0,89,16,4,0,0,0,19,30,8,8,9,0,56,103,31,20,6,0,154,0,0,0,0,0,3,2488,662,441,135,23,3755
207011149,26,0,4,0,0,31,134,0,3,0,0,136,11,6,3,0,0,19,43,4,0,0,0,46,57,3,4,0,0,68,147,9,7,0,0,165,35,0,6,5,0,47,37,0,0,0,0,38,274,26,32,3,5,334,44,3,5,3,0,53,94,6,10,3,0,119,395,33,32,6,4,465,19,0,3,0,0,25,7807,888,655,183,33,9574
207011150,38,0,0,0,0,39,111,0,4,0,0,115,27,7,0,0,0,29,29,0,4,0,0,37,73,6,4,0,0,84,133,17,5,0,0,156,11,3,0,0,0,12,22,0,0,0,0,27,373,40,18,4,0,426,49,4,3,0,0,54,75,7,9,0,0,90,358,27,26,10,0,423,13,0,3,0,4,20,6807,649,489,91,20,8052
207011152,39,4,4,0,0,50,107,3,0,4,0,119,27,6,3,0,0,37,47,0,5,0,0,49,101,14,0,3,0,117,148,14,5,3,3,175,31,4,0,0,0,45,44,4,0,0,0,55,359,48,19,0,0,430,62,11,3,0,0,75,135,8,9,3,0,163,505,46,34,3,3,591,16,3,3,0,0,26,9865,995,549,111,41,11561
207011154,0,0,0,0,0,0,25,0,3,0,0,31,6,0,0,0,0,6,12,0,3,0,0,17,20,0,0,0,0,18,23,0,0,0,0,25,5,4,0,0,0,8,11,0,0,0,0,11,81,10,5,0,0,94,11,0,0,0,0,15,34,4,3,0,0,40,106,14,14,0,0,136,6,0,0,0,0,12,2156,322,222,44,12,2748
207011155,10,3,0,0,0,15,52,0,3,4,0,55,5,0,0,0,0,11,17,8,0,0,0,19,48,6,6,0,0,59,86,3,0,0,0,84,14,4,7,3,0,28,13,4,5,0,0,20,191,38,18,0,0,247,40,10,9,0,0,62,45,13,3,3,0,68,258,29,24,5,0,321,9,0,4,0,0,20,4958,795,473,126,23,6377
207011519,24,0,0,0,0,28,57,4,0,0,0,63,18,0,0,0,0,15,32,3,0,4,0,43,64,3,3,0,0,75,119,0,0,0,0,124,27,0,0,0,0,28,31,0,3,0,0,38,271,31,14,0,0,315,60,0,0,0,0,64,103,7,8,3,0,116,386,23,17,6,0,433,11,0,0,0,0,11,6334,536,316,66,17,7271
207011520,40,0,0,0,0,48,104,0,4,0,0,103,12,0,3,0,0,13,41,3,3,0,0,51,84,9,11,0,0,101,169,11,3,0,4,184,37,8,0,0,0,43,33,0,0,0,0,29,331,23,22,4,0,384,75,6,3,0,0,82,106,10,3,0,0,123,398,25,23,7,9,458,16,0,5,0,0,16,7855,648,427,75,31,9031
207011521,16,3,0,0,0,22,84,0,0,0,0,85,11,0,0,0,0,11,34,0,0,5,0,44,69,4,3,0,0,76,88,7,0,0,0,100,22,5,0,0,4,29,26,4,0,0,0,27,234,17,20,8,0,277,46,3,4,0,0,55,67,7,6,0,0,84,300,22,16,0,0,336,13,6,0,0,0,16,6512,539,389,68,23,7535
207011522,13,0,4,0,0,14,70,0,0,0,0,74,6,3,0,0,0,14,12,5,0,0,0,15,33,7,5,0,0,48,50,4,3,0,0,63,7,0,0,0,0,11,26,0,3,0,0,23,119,18,16,8,0,157,19,0,4,0,0,19,47,9,6,3,0,66,214,23,30,0,4,273,8,0,4,0,0,10,3896,500,415,86,20,4911
207021156,38,4,5,0,0,44,16,0,0,0,0,15,0,0,0,0,0,0,21,0,3,0,0,22,18,0,0,0,0,21,40,4,0,0,0,44,6,0,0,0,0,11,11,0,3,0,0,18,45,3,0,0,0,50,7,0,0,0,0,9,30,9,4,4,0,47,93,18,18,0,0,132,13,3,0,0,0,18,2359,340,256,52,20,3028
207021157,32,0,3,0,0,36,80,0,5,0,0,83,11,0,0,0,0,11,42,3,3,0,0,54,74,0,4,0,0,83,130,4,11,0,0,149,60,12,7,0,0,76,37,4,3,0,0,43,190,18,10,0,0,223,24,3,0,0,0,31,109,14,3,3,0,130,309,30,27,4,0,373,30,0,0,0,0,36,8357,643,550,137,45,9735
207021159,11,6,0,0,0,18,85,3,0,0,0,84,3,0,0,0,0,6,6,4,3,0,0,15,17,7,9,0,0,34,38,0,5,0,0,42,8,0,4,0,0,11,7,0,0,0,0,5,45,11,5,3,0,60,8,0,0,0,0,6,11,0,0,0,0,18,103,17,19,4,0,142,7,0,0,0,0,5,1965,473,328,101,8,2883
207021160,3,0,3,0,0,10,49,3,0,0,0,52,6,0,0,0,0,5,15,0,0,0,0,14,21,4,8,0,0,32,14,3,3,0,0,22,7,0,0,0,0,8,14,0,0,0,0,9,81,7,9,5,0,102,4,0,3,0,0,10,21,0,0,0,0,25,123,19,10,3,0,153,15,3,0,0,0,18,2834,311,298,84,13,3534
207021424,12,13,3,0,0,26,24,0,0,0,0,27,0,0,0,0,0,4,24,3,0,0,0,32,21,10,3,0,0,30,23,0,0,0,0,27,21,0,0,0,0,28,5,0,0,0,0,4,42,8,8,0,0,56,5,0,0,0,0,5,18,3,4,0,0,21,87,12,19,0,0,120,7,0,0,0,0,8,2146,329,288,80,13,2853
207021425,20,8,5,0,0,28,24,0,0,0,0,25,3,3,4,0,0,9,24,3,3,0,0,31,34,3,10,0,0,41,77,4,0,0,0,82,21,5,9,0,0,32,21,3,3,0,0,21,80,5,7,0,0,94,9,0,0,0,0,13,45,6,8,5,0,67,140,24,17,0,0,189,8,0,0,0,0,12,3483,515,374,93,28,4488
207031161,11,0,4,0,0,18,58,0,7,0,0,60,12,0,0,0,0,13,37,6,4,0,0,50,42,3,7,0,0,50,144,5,9,3,0,155,34,8,4,0,0,46,21,3,9,0,0,34,220,21,23,8,0,267,35,4,4,0,0,42,88,12,7,0,0,98,280,25,15,7,0,331,11,0,0,0,4,19,6716,820,628,125,41,8331
207031162,7,0,0,0,0,12,19,3,0,0,0,30,4,0,0,0,0,4,6,0,0,0,0,8,10,0,6,0,0,18,26,5,3,0,0,32,3,0,0,0,0,3,9,0,0,0,0,14,38,0,7,0,0,43,5,0,0,0,0,5,14,0,6,0,0,24,76,4,11,3,0,92,8,0,0,0,0,10,1242,180,234,45,18,1718
207031163,70,5,0,0,0,74,292,4,3,0,0,301,32,0,0,0,0,34,134,13,8,0,0,154,147,6,0,0,0,147,340,7,6,0,0,360,131,19,15,0,0,157,49,3,0,0,0,51,571,18,15,0,0,616,61,0,0,0,0,60,246,21,14,0,0,285,794,21,25,6,4,847,34,9,4,0,4,48,18060,1019,694,177,75,20027
207031164,9,0,0,0,0,9,23,6,0,0,0,34,0,3,0,0,0,3,17,0,6,0,0,20,24,5,5,0,0,28,31,6,5,0,0,39,14,0,4,0,0,22,3,0,0,0,0,6,53,18,14,0,0,88,8,0,0,0,0,8,50,6,5,0,0,71,87,18,18,4,0,120,9,0,0,0,0,10,1887,411,391,83,25,2791
207031165,42,0,6,0,0,53,70,0,0,0,0,77,22,4,4,0,0,31,46,0,3,0,0,54,82,4,0,0,0,86,206,9,8,0,0,224,31,0,6,0,0,33,18,0,0,0,0,21,240,9,12,0,0,261,49,0,0,0,0,49,97,4,4,0,0,109,411,14,24,6,0,449,12,5,0,0,0,21,6989,399,301,59,32,7783
207031166,25,4,0,0,0,34,59,0,4,0,0,57,13,0,7,3,0,23,38,0,3,0,0,40,49,0,0,0,0,51,166,11,5,0,0,176,17,3,0,0,0,16,15,0,0,0,0,19,195,3,5,0,0,204,31,0,0,0,0,31,56,7,3,0,0,66,243,18,16,0,3,276,6,0,0,0,0,10,5369,257,229,48,27,5932
207031167,15,0,3,0,0,21,31,0,0,0,0,39,4,0,0,0,0,8,16,0,0,0,0,20,29,3,0,0,0,39,61,3,0,0,0,68,4,0,0,0,0,9,18,4,0,0,0,19,93,12,12,3,0,124,13,0,0,0,0,19,32,7,3,0,0,36,195,12,10,0,0,215,13,0,0,0,3,9,2414,314,240,44,11,3022
208011168,0,0,0,0,0,0,10,0,5,0,0,15,0,4,3,0,0,5,3,0,0,0,0,3,32,7,13,0,0,51,13,0,4,0,0,20,0,0,0,0,0,0,14,0,0,0,0,14,123,45,29,5,0,202,14,4,3,0,0,20,16,4,0,0,0,22,67,27,28,0,0,122,9,0,3,0,0,15,1695,477,397,63,19,2651
208011169,23,8,0,0,0,32,112,0,8,5,0,116,22,13,4,3,0,41,22,8,0,0,0,30,88,28,15,0,0,133,101,6,3,0,0,112,9,0,6,0,0,18,45,0,5,0,0,52,384,74,61,7,5,529,62,9,13,0,0,84,75,9,5,0,0,90,510,85,56,10,3,666,26,5,8,0,4,45,7829,1338,890,207,60,10327
208011170,4,0,0,0,0,4,67,0,0,0,0,68,13,4,4,0,0,24,7,0,0,0,0,14,32,19,5,3,0,54,50,5,3,0,0,62,3,0,0,0,0,3,16,0,3,0,0,15,102,29,39,5,0,182,18,6,3,0,0,27,13,0,6,0,0,19,198,59,40,3,0,300,8,0,4,0,0,11,2627,541,440,87,6,3698
208011171,31,0,0,0,0,31,81,0,0,0,0,86,14,0,0,0,0,23,14,3,0,0,0,19,44,19,5,0,0,66,89,0,5,0,0,96,3,0,0,0,0,3,26,0,0,0,0,32,256,45,26,3,0,337,31,4,8,0,0,35,63,8,4,0,0,75,362,47,24,8,0,445,15,0,0,0,3,15,4856,744,433,65,31,6134
208011172,8,0,0,0,0,11,16,0,0,0,0,17,6,3,3,0,0,16,16,0,5,0,0,19,33,13,10,0,0,51,33,3,0,0,0,39,15,0,0,0,0,15,19,6,0,0,0,19,181,65,38,3,4,286,30,5,0,0,0,39,42,0,9,4,0,49,157,37,49,7,0,244,6,0,4,0,3,15,2968,702,548,95,27,4331
208011173,12,0,0,0,0,12,77,0,0,0,0,80,10,8,0,3,0,24,8,0,0,0,0,13,52,13,9,5,0,75,41,0,0,0,0,43,8,0,0,0,0,9,28,5,5,0,0,36,317,58,48,3,0,438,29,8,3,0,0,39,26,5,0,0,0,31,223,41,42,10,6,317,17,0,0,0,3,22,4345,728,528,116,31,5742
208021174,9,0,0,4,0,13,56,0,3,0,0,59,15,10,5,0,0,25,11,0,5,0,0,16,74,23,26,6,0,123,79,11,0,0,0,90,15,0,0,0,0,14,30,5,4,0,0,37,198,30,33,5,0,264,23,0,4,0,0,29,57,9,16,3,0,85,356,104,84,16,3,562,13,0,5,0,0,17,4929,759,683,117,34,6521
208021176,20,0,0,0,0,19,44,0,0,0,0,48,13,4,5,0,0,22,13,0,5,0,0,15,27,3,7,0,0,38,72,6,0,0,0,78,8,0,0,0,0,15,34,6,4,0,0,45,76,7,4,10,0,95,10,0,3,0,0,14,48,9,3,6,0,76,201,37,41,8,0,283,6,0,0,3,0,16,2936,431,422,84,14,3892
208021177,14,0,0,0,0,17,113,4,4,0,0,122,18,6,5,0,0,36,35,0,0,0,0,36,196,51,38,6,0,285,92,0,4,0,0,100,13,3,0,4,0,20,43,0,3,0,0,39,217,31,26,5,0,276,121,11,15,0,0,147,51,6,4,5,0,57,552,94,83,18,6,756,26,6,0,0,0,30,6105,780,765,154,37,7839
208021178,16,0,0,0,0,19,190,0,3,0,0,189,15,12,10,4,0,39,16,0,0,0,0,21,154,71,72,5,4,303,76,6,3,0,0,85,16,0,0,0,0,13,19,0,3,0,0,21,164,22,25,6,0,209,33,0,0,0,0,32,54,0,7,0,3,59,456,98,94,17,3,662,17,0,0,0,0,23,4643,658,616,85,35,6028
208021179,8,0,7,0,0,14,50,5,0,0,0,54,21,5,5,0,0,26,10,0,0,0,0,18,114,22,12,3,0,156,50,5,0,0,0,54,11,4,0,0,0,9,28,0,0,0,0,31,151,24,30,5,0,202,54,3,10,0,0,61,49,9,3,0,0,57,280,56,47,15,0,397,10,0,0,0,0,16,3832,551,519,79,25,5016
208021180,5,0,0,0,0,4,13,0,0,0,0,13,0,0,3,0,0,5,4,0,0,0,0,7,8,4,3,0,0,11,28,0,5,0,0,34,0,0,0,0,0,0,4,0,0,0,0,4,26,0,5,0,0,35,3,0,0,0,0,3,7,0,0,0,0,12,57,12,9,0,0,70,7,0,0,0,0,4,1090,149,164,21,6,1432
208021181,9,0,0,0,0,10,16,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,5,5,8,6,0,0,14,25,0,4,0,0,34,0,0,0,0,0,0,6,0,3,0,0,8,35,3,12,0,0,49,3,0,3,0,0,9,18,3,5,0,0,27,60,18,18,6,0,99,0,0,0,0,0,0,1016,216,225,36,8,1498
208021182,5,0,0,0,0,4,20,0,0,0,0,26,10,0,0,0,0,13,3,0,0,0,0,5,35,8,15,0,0,59,14,5,3,0,0,24,4,0,0,0,0,10,11,3,0,0,0,11,74,13,12,8,0,105,14,0,0,0,0,14,28,3,9,0,0,42,145,36,46,11,3,233,7,0,0,0,0,3,1977,337,312,52,15,2694
208021426,12,0,0,0,0,12,47,0,0,0,0,52,17,3,0,0,0,18,19,0,5,0,0,25,64,11,17,3,0,100,93,4,3,0,0,106,14,0,0,0,0,14,19,0,0,0,0,19,163,12,16,0,0,186,39,4,4,0,0,39,83,9,9,5,0,109,314,51,81,10,3,455,14,0,0,0,0,14,4439,420,436,76,25,5399
208021427,8,0,0,0,0,8,17,0,3,0,0,22,3,0,0,0,0,6,5,0,0,0,0,9,24,10,12,0,0,42,25,0,0,0,3,34,0,4,0,0,0,4,3,0,0,0,0,4,57,7,12,0,0,79,4,0,0,0,0,3,20,7,0,0,0,26,108,43,39,9,5,198,6,0,0,0,0,4,1536,287,300,49,8,2194
208031183,3,0,0,0,0,7,23,5,0,0,0,30,5,0,0,0,0,9,0,0,0,0,0,0,6,5,9,0,0,17,31,3,4,0,0,42,0,0,3,0,0,3,3,0,0,0,0,8,49,5,0,0,0,56,5,0,0,0,0,6,28,0,3,3,0,35,87,6,23,0,0,123,4,0,0,0,0,4,1087,156,158,37,7,1451
208031184,69,3,3,0,0,73,229,4,0,0,0,237,33,5,3,0,0,41,31,0,0,0,0,31,106,15,0,0,0,119,346,15,8,0,0,374,16,0,0,0,0,16,40,0,4,0,0,48,490,39,11,5,4,543,25,0,0,0,0,27,536,16,8,0,0,571,1020,59,25,12,5,1124,28,3,0,0,8,35,11504,967,277,90,78,12916
208031185,7,0,0,0,0,4,10,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,16,25,0,4,0,0,34,0,0,0,0,0,3,8,0,0,0,0,11,72,13,20,0,0,105,4,3,0,0,0,4,16,4,6,0,0,28,59,19,19,3,0,108,5,0,0,0,0,3,1397,278,231,54,14,1966
208031186,3,0,0,0,0,8,43,0,4,0,0,51,6,0,6,0,0,10,6,0,0,0,0,6,10,5,6,3,0,24,28,0,3,0,0,31,0,0,0,0,0,0,27,4,0,0,0,25,103,10,21,0,0,130,9,0,4,0,0,9,17,4,0,0,0,24,117,18,35,4,0,169,9,0,0,0,0,10,1891,244,300,43,17,2496
208031187,3,0,0,0,0,3,17,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,12,5,0,0,0,20,15,0,6,0,0,27,0,0,0,5,0,3,0,0,0,0,0,0,82,10,13,0,0,102,5,0,0,0,0,5,14,0,4,0,0,18,63,5,9,6,0,83,5,0,0,0,0,10,1437,134,140,23,13,1752
208031188,31,0,3,0,0,36,170,0,3,0,0,174,28,12,8,4,0,56,25,3,0,0,0,33,127,21,8,3,0,168,195,14,9,0,0,217,31,6,0,0,0,36,62,0,3,0,0,67,481,52,35,7,8,574,69,5,4,0,0,77,255,14,12,8,0,292,790,123,85,14,7,1011,27,6,0,0,3,39,11803,1301,797,162,86,14147
208031189,4,0,0,0,0,4,14,0,0,0,0,15,4,0,3,0,0,4,4,0,0,0,0,4,12,4,0,0,0,17,15,0,0,0,0,24,3,0,0,0,0,3,5,3,0,0,0,9,85,12,26,0,0,119,3,0,0,0,0,4,9,0,3,3,0,19,65,23,12,7,0,114,9,0,0,0,0,13,1542,255,313,51,4,2166
208031190,3,0,0,0,0,6,58,0,0,0,0,63,17,3,0,0,0,23,13,0,0,0,0,13,46,11,10,4,0,68,64,4,5,0,0,73,6,0,0,0,0,6,21,0,0,0,0,24,238,21,26,4,0,291,15,4,5,0,0,27,43,3,0,5,0,52,208,51,34,4,4,301,9,0,0,0,0,8,4623,481,389,60,28,5584
208031191,71,4,6,0,0,77,370,3,8,0,0,379,40,10,5,0,4,59,51,4,6,0,0,62,178,25,13,4,0,225,398,11,7,4,0,417,30,4,0,0,0,33,88,0,4,0,0,99,630,40,30,7,6,715,67,8,5,0,0,79,286,12,15,0,3,316,1331,97,82,27,14,1550,37,0,9,0,13,56,15812,1393,665,208,96,18187
208031192,11,0,0,0,0,14,65,0,0,0,0,63,8,0,0,0,0,8,17,0,0,0,0,17,32,0,0,0,0,33,66,4,0,0,0,69,17,0,0,0,0,17,20,0,0,0,0,20,144,5,0,0,0,146,15,0,0,0,0,15,54,3,0,0,0,55,183,5,9,0,0,198,4,3,0,0,0,5,3338,104,44,3,12,3502
208031193,23,0,0,0,0,25,115,0,0,0,0,120,12,0,4,0,0,17,10,0,0,0,0,10,44,9,5,0,0,61,115,6,7,0,0,126,12,0,0,0,0,15,30,5,0,0,0,34,264,43,48,14,5,373,28,6,3,0,0,39,178,10,7,0,4,195,440,33,51,8,7,539,27,4,0,0,0,31,5725,814,643,116,49,7346
