stopid,hhid,persid,stopno,travdow,origplace1,origplace2,origlga,starthour,origpurp1,origpurp2,destplace1,destplace2,destlga,someoneelse,person1,person2,person3,person4,person5,person6,person7,person8,person9,person10,person11,person12,person13,person14,person15,person16,person17,person18,person19,person20,destpurp1,destpurp2,fullmode,mainmode,faretype,vehoccup,tollroad,arrhour,startime,arrtime,dephour,deptime,travtime,vistadist,duration,entrytype,tripid,stoppoststratweight,stoppoststratweight_GROUP_1,stoppoststratweight_GROUP_2,stoppoststratweight_GROUP_3,stoppoststratweight_GROUP_4,stoppoststratweight_GROUP_5,stoppoststratweight_GROUP_6,stoppoststratweight_GROUP_7,stoppoststratweight_GROUP_8,stoppoststratweight_GROUP_9,stoppoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6560412P04S09,Y25H6560412,Y25H6560412P04,9,Friday,Entertainment venue,Restaurant or Cafe,Whittlesea (C),20,Accompany Someone,Accompanied someone,Place of education,Education NEC,Whittlesea (C),No,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Personal Business (NEC),4WD Passenger,Vehicle Passenger,Not applicable,3,No,20,1225,1228,21,1292,3,1.69278,64,GPS Only,Y25H6560412P04T05,1120.19816103,1428.247683875,0.0,1191.142943006,1257.664983187,1228.9943121,1242.92826404,1046.991828166,1239.005003586,1183.098825617,1364.345528845,MELB - Outer,Greater Melbourne,Weekday
Y25H6560412P04S10,Y25H6560412,Y25H6560412P04,10,Friday,Place of education,Education NEC,Whittlesea (C),21,Personal Business,Personal Business (NEC),Accommodation,Survey Home,Whittlesea (C),No,No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Passenger,Vehicle Passenger,Not applicable,2,No,21,1292,1296,N/A - Did not depart,N/A - Did not depart,4,0.99867,Home/Last Trip of Day,GPS Only,Y25H6560412P04T06,1120.19816103,1428.247683875,0.0,1191.142943006,1257.664983187,1228.9943121,1242.92826404,1046.991828166,1239.005003586,1183.098825617,1364.345528845,MELB - Outer,Greater Melbourne,Weekday
Y25H6560413P01S01,Y25H6560413,Y25H6560413P01,1,Saturday,Accommodation,Survey Home,Whittlesea (C),7,At Home,Go home,Retail venue,Petrol Station,Darebin (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,4WD Driver,Vehicle Driver,Not applicable,1,No,7,420,438,7,442,18,18.1757,4,GPS Only,Y25H6560413P01T01,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P01S02,Y25H6560413,Y25H6560413P01,2,Saturday,Retail venue,Petrol Station,Darebin (C),7,Buy Something,Bought something,Place of work,My Workplace,Darebin (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,4WD Driver,Vehicle Driver,Not applicable,1,No,7,442,453,14,841,11,10.19529,388,Both,Y25H6560413P01T02,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P01S03,Y25H6560413,Y25H6560413P01,3,Saturday,Place of work,My Workplace,Darebin (C),14,Work Related,Own Workplace,Retail venue,Supermarket,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,4WD Driver,Vehicle Driver,Not applicable,1,No,14,841,878,14,889,37,28.86673,11,Both,Y25H6560413P01T03,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P01S04,Y25H6560413,Y25H6560413P01,4,Saturday,Retail venue,Supermarket,Whittlesea (C),14,Buy Something,Bought something,Accommodation,Survey Home,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,1,No,14,889,891,18,1096,2,0.59611,205,Both,Y25H6560413P01T04,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P01S05,Y25H6560413,Y25H6560413P01,5,Saturday,Accommodation,Survey Home,Whittlesea (C),18,At Home,Go home,Accommodation,Someone Elses Home,Whittlesea (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Deliver Something,Something picked-up or delivered for home,4WD Driver,Vehicle Driver,Not applicable,4,No,18,1096,1113,18,1116,17,8.88469,3,GPS Only,Y25H6560413P01T05,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P01S06,Y25H6560413,Y25H6560413P01,6,Saturday,Accommodation,Someone Elses Home,Whittlesea (C),18,Pick-up or Deliver Something,Something picked-up or delivered for home,Transport Feature,Car Park,Darebin (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Parked or unparked a vehicle,4WD Driver,Vehicle Driver,Not applicable,4,No,19,1116,1142,19,1142,26,15.4546,0,GPS Only,Y25H6560413P01T06,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P01S07,Y25H6560413,Y25H6560413P01,7,Saturday,Transport Feature,Car Park,Darebin (C),19,Change Mode,Parked or unparked a vehicle,Entertainment venue,Restaurant or Cafe,Darebin (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Ate or drank,Walking,Walking,Not applicable,Not applicable,Not applicable,19,1142,1149,19,1195,7,0.26942,46,Both,Y25H6560413P01T06,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P01S08,Y25H6560413,Y25H6560413P01,8,Saturday,Entertainment venue,Restaurant or Cafe,Darebin (C),19,Social,Ate or drank,Transport Feature,Car Park,Darebin (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Parked or unparked a vehicle,Walking,Walking,Not applicable,Not applicable,Not applicable,20,1195,1202,20,1202,7,0.26942,0,GPS Only,Y25H6560413P01T07,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P01S09,Y25H6560413,Y25H6560413P01,9,Saturday,Transport Feature,Car Park,Darebin (C),20,Change Mode,Parked or unparked a vehicle,Accommodation,Survey Home,Whittlesea (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,4,No,20,1202,1235,N/A - Did not depart,N/A - Did not depart,33,23.61435,Home/Last Trip of Day,Both,Y25H6560413P01T07,945.547724967,1255.561347545,0.0,916.332910775,1042.213168844,953.710327399,996.953520196,1012.440377567,1176.141892058,1007.689918322,1110.767135945,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P02S01,Y25H6560413,Y25H6560413P02,1,Saturday,Accommodation,Survey Home,Whittlesea (C),15,At Home,Go home,Retail venue,Supermarket,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Deliver Something,Something picked-up or delivered for home,4WD Driver,Vehicle Driver,Not applicable,1,No,15,948,951,16,963,3,1.20071,12,Both,Y25H6560413P02T01,838.265107137,1022.536598441,0.0,867.891990085,941.546063657,813.160339069,908.364652424,1017.013717153,993.139285189,895.206878944,1009.331019429,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P02S02,Y25H6560413,Y25H6560413P02,2,Saturday,Retail venue,Supermarket,Whittlesea (C),16,Pick-up or Deliver Something,Something picked-up or delivered for home,Accommodation,Survey Home,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,1,No,16,963,966,18,1096,3,1.20063,130,GPS Only,Y25H6560413P02T02,838.265107137,1022.536598441,0.0,867.891990085,941.546063657,813.160339069,908.364652424,1017.013717153,993.139285189,895.206878944,1009.331019429,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P02S03,Y25H6560413,Y25H6560413P02,3,Saturday,Accommodation,Survey Home,Whittlesea (C),18,At Home,Go home,Accommodation,Someone Elses Home,Whittlesea (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Deliver Something,Something picked-up or delivered for home,4WD Passenger,Vehicle Passenger,Not applicable,4,No,18,1096,1113,18,1116,17,8.88469,3,GPS Only,Y25H6560413P02T03,838.265107137,1022.536598441,0.0,867.891990085,941.546063657,813.160339069,908.364652424,1017.013717153,993.139285189,895.206878944,1009.331019429,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P02S04,Y25H6560413,Y25H6560413P02,4,Saturday,Accommodation,Someone Elses Home,Whittlesea (C),18,Pick-up or Deliver Something,Something picked-up or delivered for home,Transport Feature,Car Park,Darebin (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Accompany Someone,Accompanied someone,4WD Passenger,Vehicle Passenger,Not applicable,4,No,19,1116,1142,19,1142,26,15.4546,0,GPS Only,Y25H6560413P02T04,838.265107137,1022.536598441,0.0,867.891990085,941.546063657,813.160339069,908.364652424,1017.013717153,993.139285189,895.206878944,1009.331019429,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P02S05,Y25H6560413,Y25H6560413P02,5,Saturday,Transport Feature,Car Park,Darebin (C),19,Accompany Someone,Accompanied someone,Entertainment venue,Restaurant or Cafe,Darebin (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Ate or drank,Walking,Walking,Not applicable,Not applicable,Not applicable,19,1142,1149,19,1195,7,0.26942,46,Both,Y25H6560413P02T05,838.265107137,1022.536598441,0.0,867.891990085,941.546063657,813.160339069,908.364652424,1017.013717153,993.139285189,895.206878944,1009.331019429,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P02S06,Y25H6560413,Y25H6560413P02,6,Saturday,Entertainment venue,Restaurant or Cafe,Darebin (C),19,Social,Ate or drank,Transport Feature,Car Park,Darebin (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Accompany Someone,Accompanied someone,Walking,Walking,Not applicable,Not applicable,Not applicable,20,1195,1202,20,1202,7,0.26942,0,GPS Only,Y25H6560413P02T06,838.265107137,1022.536598441,0.0,867.891990085,941.546063657,813.160339069,908.364652424,1017.013717153,993.139285189,895.206878944,1009.331019429,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P02S07,Y25H6560413,Y25H6560413P02,7,Saturday,Transport Feature,Car Park,Darebin (C),20,Accompany Someone,Accompanied someone,Accommodation,Survey Home,Whittlesea (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Passenger,Vehicle Passenger,Not applicable,4,No,20,1202,1235,N/A - Did not depart,N/A - Did not depart,33,23.61435,Home/Last Trip of Day,Both,Y25H6560413P02T07,838.265107137,1022.536598441,0.0,867.891990085,941.546063657,813.160339069,908.364652424,1017.013717153,993.139285189,895.206878944,1009.331019429,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P03S01,Y25H6560413,Y25H6560413P03,1,Saturday,Accommodation,Survey Home,Whittlesea (C),18,At Home,Go home,Accommodation,Someone Elses Home,Whittlesea (C),No,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Deliver Something,Something picked-up or delivered for home,4WD Passenger,Vehicle Passenger,Not applicable,4,No,18,1096,1113,18,1116,17,8.88469,3,GPS Only,Y25H6560413P03T01,1164.930169796,1438.172597599,0.0,1165.117809181,1289.776741431,1294.547583572,1337.502605894,1056.481500398,1379.392457595,1252.363029241,1456.657958541,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P03S02,Y25H6560413,Y25H6560413P03,2,Saturday,Accommodation,Someone Elses Home,Whittlesea (C),18,Pick-up or Deliver Something,Something picked-up or delivered for home,Transport Feature,Car Park,Darebin (C),No,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Accompany Someone,Accompanied someone,4WD Passenger,Vehicle Passenger,Not applicable,4,No,19,1116,1142,19,1142,26,15.4546,0,GPS Only,Y25H6560413P03T02,1164.930169796,1438.172597599,0.0,1165.117809181,1289.776741431,1294.547583572,1337.502605894,1056.481500398,1379.392457595,1252.363029241,1456.657958541,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P03S03,Y25H6560413,Y25H6560413P03,3,Saturday,Transport Feature,Car Park,Darebin (C),19,Accompany Someone,Accompanied someone,Entertainment venue,Restaurant or Cafe,Darebin (C),No,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Ate or drank,Walking,Walking,Not applicable,Not applicable,Not applicable,19,1142,1149,19,1195,7,0.26942,46,Both,Y25H6560413P03T03,1164.930169796,1438.172597599,0.0,1165.117809181,1289.776741431,1294.547583572,1337.502605894,1056.481500398,1379.392457595,1252.363029241,1456.657958541,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P03S04,Y25H6560413,Y25H6560413P03,4,Saturday,Entertainment venue,Restaurant or Cafe,Darebin (C),19,Social,Ate or drank,Transport Feature,Car Park,Darebin (C),No,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Accompany Someone,Accompanied someone,Walking,Walking,Not applicable,Not applicable,Not applicable,20,1195,1202,20,1202,7,0.26942,0,GPS Only,Y25H6560413P03T04,1164.930169796,1438.172597599,0.0,1165.117809181,1289.776741431,1294.547583572,1337.502605894,1056.481500398,1379.392457595,1252.363029241,1456.657958541,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P03S05,Y25H6560413,Y25H6560413P03,5,Saturday,Transport Feature,Car Park,Darebin (C),20,Accompany Someone,Accompanied someone,Accommodation,Survey Home,Whittlesea (C),No,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Passenger,Vehicle Passenger,Not applicable,4,No,20,1202,1235,N/A - Did not depart,N/A - Did not depart,33,23.61435,Home/Last Trip of Day,Both,Y25H6560413P03T05,1164.930169796,1438.172597599,0.0,1165.117809181,1289.776741431,1294.547583572,1337.502605894,1056.481500398,1379.392457595,1252.363029241,1456.657958541,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P04S01,Y25H6560413,Y25H6560413P04,1,Saturday,Accommodation,Survey Home,Whittlesea (C),18,At Home,Go home,Accommodation,Someone Elses Home,Whittlesea (C),No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Deliver Something,Something picked-up or delivered for home,4WD Passenger,Vehicle Passenger,Not applicable,4,No,18,1096,1113,18,1116,17,8.88469,3,GPS Only,Y25H6560413P04T01,926.317582114,1207.175765153,0.0,913.538032119,988.351152213,924.202917286,1032.19768861,983.687453722,1053.32973572,1045.945566078,1170.262222793,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P04S02,Y25H6560413,Y25H6560413P04,2,Saturday,Accommodation,Someone Elses Home,Whittlesea (C),18,Pick-up or Deliver Something,Something picked-up or delivered for home,Transport Feature,Car Park,Darebin (C),No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Accompany Someone,Accompanied someone,4WD Passenger,Vehicle Passenger,Not applicable,4,No,19,1116,1142,19,1142,26,15.4546,0,GPS Only,Y25H6560413P04T02,926.317582114,1207.175765153,0.0,913.538032119,988.351152213,924.202917286,1032.19768861,983.687453722,1053.32973572,1045.945566078,1170.262222793,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P04S03,Y25H6560413,Y25H6560413P04,3,Saturday,Transport Feature,Car Park,Darebin (C),19,Accompany Someone,Accompanied someone,Entertainment venue,Restaurant or Cafe,Darebin (C),No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Ate or drank,Walking,Walking,Not applicable,Not applicable,Not applicable,19,1142,1149,19,1195,7,0.26942,46,Both,Y25H6560413P04T03,926.317582114,1207.175765153,0.0,913.538032119,988.351152213,924.202917286,1032.19768861,983.687453722,1053.32973572,1045.945566078,1170.262222793,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P04S04,Y25H6560413,Y25H6560413P04,4,Saturday,Entertainment venue,Restaurant or Cafe,Darebin (C),19,Social,Ate or drank,Transport Feature,Car Park,Darebin (C),No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Accompany Someone,Accompanied someone,Walking,Walking,Not applicable,Not applicable,Not applicable,20,1195,1202,20,1202,7,0.26942,0,GPS Only,Y25H6560413P04T04,926.317582114,1207.175765153,0.0,913.538032119,988.351152213,924.202917286,1032.19768861,983.687453722,1053.32973572,1045.945566078,1170.262222793,MELB - Outer,Greater Melbourne,Weekend
Y25H6560413P04S05,Y25H6560413,Y25H6560413P04,5,Saturday,Transport Feature,Car Park,Darebin (C),20,Accompany Someone,Accompanied someone,Accommodation,Survey Home,Whittlesea (C),No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Passenger,Vehicle Passenger,Not applicable,4,No,20,1202,1235,N/A - Did not depart,N/A - Did not depart,33,23.61435,Home/Last Trip of Day,Both,Y25H6560413P04T05,926.317582114,1207.175765153,0.0,913.538032119,988.351152213,924.202917286,1032.19768861,983.687453722,1053.32973572,1045.945566078,1170.262222793,MELB - Outer,Greater Melbourne,Weekend
Y25H6560421P01S01,Y25H6560421,Y25H6560421P01,1,Sunday,Accommodation,Survey Home,Whittlesea (C),11,At Home,Go home,Retail venue,Supermarket,Whittlesea (C),No,Not applicable,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Driver,Vehicle Driver,Not applicable,2,No,11,660,662,12,720,2,0.70609,58,Travel day form only,Y25H6560421P01T01,341.110861866,330.570935631,0.0,261.250774264,386.724818378,459.364052436,294.97175387,353.211786291,351.14271592,322.926130258,612.42360666,MELB - Outer,Greater Melbourne,Weekend
Y25H6560421P01S02,Y25H6560421,Y25H6560421P01,2,Sunday,Retail venue,Supermarket,Whittlesea (C),12,Buy Something,Bought something,Accommodation,Survey Home,Whittlesea (C),No,Not applicable,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,2,No,12,720,722,N/A - Did not depart,N/A - Did not depart,2,0.70609,Home/Last Trip of Day,Travel day form only,Y25H6560421P01T02,341.110861866,330.570935631,0.0,261.250774264,386.724818378,459.364052436,294.97175387,353.211786291,351.14271592,322.926130258,612.42360666,MELB - Outer,Greater Melbourne,Weekend
Y25H6560421P02S01,Y25H6560421,Y25H6560421P02,1,Sunday,Accommodation,Survey Home,Whittlesea (C),19,At Home,Go home,Outdoor feature,Park,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Walked the dog,Car Driver,Vehicle Driver,Not applicable,1,No,19,1170,1175,20,1235,5,2.10692,60,Travel day form only,Y25H6560421P02T01,544.760969366,515.956259603,0.0,473.751417088,613.839814488,767.632556258,495.201185717,529.939484055,553.159348419,559.125404838,810.82287259,MELB - Outer,Greater Melbourne,Weekend
Y25H6560421P02S02,Y25H6560421,Y25H6560421P02,2,Sunday,Outdoor feature,Park,Whittlesea (C),20,Personal Business,Walked the dog,Accommodation,Survey Home,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,No,20,1235,1240,N/A - Did not depart,N/A - Did not depart,5,2.10692,Home/Last Trip of Day,Travel day form only,Y25H6560421P02T02,544.760969366,515.956259603,0.0,473.751417088,613.839814488,767.632556258,495.201185717,529.939484055,553.159348419,559.125404838,810.82287259,MELB - Outer,Greater Melbourne,Weekend
Y25H6560421P03S01,Y25H6560421,Y25H6560421P03,1,Sunday,Accommodation,Survey Home,Whittlesea (C),11,At Home,Go home,Retail venue,Supermarket,Whittlesea (C),No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Passenger,Vehicle Passenger,Not applicable,2,No,11,660,662,12,720,2,0.70609,58,Travel day form only,Y25H6560421P03T01,1312.986792338,1349.077683856,0.0,1114.801260152,1738.890129897,1699.026801461,1116.880593189,1539.955712698,1432.652863859,1225.119583766,1919.760718906,MELB - Outer,Greater Melbourne,Weekend
Y25H6560421P03S02,Y25H6560421,Y25H6560421P03,2,Sunday,Retail venue,Supermarket,Whittlesea (C),12,Buy Something,Bought something,Accommodation,Survey Home,Whittlesea (C),No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,2,No,12,720,722,N/A - Did not depart,N/A - Did not depart,2,0.70609,Home/Last Trip of Day,Travel day form only,Y25H6560421P03T02,1312.986792338,1349.077683856,0.0,1114.801260152,1738.890129897,1699.026801461,1116.880593189,1539.955712698,1432.652863859,1225.119583766,1919.760718906,MELB - Outer,Greater Melbourne,Weekend
