stopid,hhid,persid,stopno,travdow,origplace1,origplace2,origlga,starthour,origpurp1,origpurp2,destplace1,destplace2,destlga,someoneelse,person1,person2,person3,person4,person5,person6,person7,person8,person9,person10,person11,person12,person13,person14,person15,person16,person17,person18,person19,person20,destpurp1,destpurp2,fullmode,mainmode,faretype,vehoccup,tollroad,arrhour,startime,arrtime,dephour,deptime,travtime,vistadist,duration,entrytype,tripid,stoppoststratweight,stoppoststratweight_GROUP_1,stoppoststratweight_GROUP_2,stoppoststratweight_GROUP_3,stoppoststratweight_GROUP_4,stoppoststratweight_GROUP_5,stoppoststratweight_GROUP_6,stoppoststratweight_GROUP_7,stoppoststratweight_GROUP_8,stoppoststratweight_GROUP_9,stoppoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6340224P01S10,Y25H6340224,Y25H6340224P01,10,Wednesday,Transport Feature,Bus Stop,Maroondah (C),20,Change Mode,Got on or off PT,Accommodation,Survey Home,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,20,1213,1216,N/A - Did not depart,N/A - Did not depart,3,0.21274,Home/Last Trip of Day,Travel day form only,Y25H6340224P01T02,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P02S01,Y25H6340224,Y25H6340224P02,1,Wednesday,Accommodation,Survey Home,Maroondah (C),11,At Home,Go home,Outdoor feature,Park,Maroondah (C),No,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,12,717,725,12,732,8,0.38916,7,GPS Only,Y25H6340224P02T01,640.286688357,609.266214694,635.232141321,599.51972596,0.0,670.581500028,637.938397765,712.344503501,784.811169886,705.869899345,720.300239471,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P02S02,Y25H6340224,Y25H6340224P02,2,Wednesday,Outdoor feature,Park,Maroondah (C),12,Recreational,Other recreational (eg. exercise),Retail venue,Supermarket,Maroondah (C),No,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Walking,Walking,Not applicable,Not applicable,Not applicable,12,732,752,12,762,20,0.92605,10,Both,Y25H6340224P02T02,640.286688357,609.266214694,635.232141321,599.51972596,0.0,670.581500028,637.938397765,712.344503501,784.811169886,705.869899345,720.300239471,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P02S03,Y25H6340224,Y25H6340224P02,3,Wednesday,Retail venue,Supermarket,Maroondah (C),12,Buy Something,Bought something,Outdoor feature,Park,Maroondah (C),No,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,12,762,776,13,798,14,0.84933,22,Both,Y25H6340224P02T03,640.286688357,609.266214694,635.232141321,599.51972596,0.0,670.581500028,637.938397765,712.344503501,784.811169886,705.869899345,720.300239471,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P02S04,Y25H6340224,Y25H6340224P02,4,Wednesday,Outdoor feature,Park,Maroondah (C),13,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Maroondah (C),No,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,13,798,806,16,1005,8,0.46588,199,Both,Y25H6340224P02T04,640.286688357,609.266214694,635.232141321,599.51972596,0.0,670.581500028,637.938397765,712.344503501,784.811169886,705.869899345,720.300239471,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P02S05,Y25H6340224,Y25H6340224P02,5,Wednesday,Accommodation,Survey Home,Maroondah (C),16,At Home,Go home,Accommodation,Someone Elses Home,Manningham (C),No,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),4WD Driver,Vehicle Driver,Not applicable,2,No,17,1005,1020,17,1050,15,13.44221,30,Travel day form only,Y25H6340224P02T05,640.286688357,609.266214694,635.232141321,599.51972596,0.0,670.581500028,637.938397765,712.344503501,784.811169886,705.869899345,720.300239471,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P02S06,Y25H6340224,Y25H6340224P02,6,Wednesday,Accommodation,Someone Elses Home,Manningham (C),17,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Maroondah (C),No,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,2,No,17,1050,1065,N/A - Did not depart,N/A - Did not depart,15,13.44221,Home/Last Trip of Day,Travel day form only,Y25H6340224P02T06,640.286688357,609.266214694,635.232141321,599.51972596,0.0,670.581500028,637.938397765,712.344503501,784.811169886,705.869899345,720.300239471,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P03S01,Y25H6340224,Y25H6340224P03,1,Wednesday,Accommodation,Survey Home,Maroondah (C),11,At Home,Go home,Outdoor feature,Park,Maroondah (C),No,No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,12,717,725,12,732,8,0.38916,7,GPS Only,Y25H6340224P03T01,1369.635057731,1273.62382799,1346.690555713,1325.240087661,0.0,1469.877109523,1379.369108392,1671.335708413,1681.944742538,1259.269398228,1666.289584167,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P03S02,Y25H6340224,Y25H6340224P03,2,Wednesday,Outdoor feature,Park,Maroondah (C),12,Recreational,Other recreational (eg. exercise),Retail venue,Supermarket,Maroondah (C),No,No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Accompany Someone,Accompanied someone,Walking,Walking,Not applicable,Not applicable,Not applicable,12,732,752,12,762,20,0.92605,10,Both,Y25H6340224P03T02,1369.635057731,1273.62382799,1346.690555713,1325.240087661,0.0,1469.877109523,1379.369108392,1671.335708413,1681.944742538,1259.269398228,1666.289584167,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P03S03,Y25H6340224,Y25H6340224P03,3,Wednesday,Retail venue,Supermarket,Maroondah (C),12,Accompany Someone,Accompanied someone,Outdoor feature,Park,Maroondah (C),No,No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,12,762,776,13,798,14,0.84933,22,Both,Y25H6340224P03T03,1369.635057731,1273.62382799,1346.690555713,1325.240087661,0.0,1469.877109523,1379.369108392,1671.335708413,1681.944742538,1259.269398228,1666.289584167,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P03S04,Y25H6340224,Y25H6340224P03,4,Wednesday,Outdoor feature,Park,Maroondah (C),13,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Maroondah (C),No,No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,13,798,806,16,1005,8,0.46588,199,Both,Y25H6340224P03T04,1369.635057731,1273.62382799,1346.690555713,1325.240087661,0.0,1469.877109523,1379.369108392,1671.335708413,1681.944742538,1259.269398228,1666.289584167,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P03S05,Y25H6340224,Y25H6340224P03,5,Wednesday,Accommodation,Survey Home,Maroondah (C),16,At Home,Go home,Accommodation,Someone Elses Home,Manningham (C),No,No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),4WD Passenger,Vehicle Passenger,Not applicable,2,No,17,1005,1020,17,1050,15,13.44221,30,Travel day form only,Y25H6340224P03T05,1369.635057731,1273.62382799,1346.690555713,1325.240087661,0.0,1469.877109523,1379.369108392,1671.335708413,1681.944742538,1259.269398228,1666.289584167,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P03S06,Y25H6340224,Y25H6340224P03,6,Wednesday,Accommodation,Someone Elses Home,Manningham (C),17,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Maroondah (C),No,No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Passenger,Vehicle Passenger,Not applicable,2,No,17,1050,1065,N/A - Did not depart,N/A - Did not depart,15,13.44221,Home/Last Trip of Day,Travel day form only,Y25H6340224P03T06,1369.635057731,1273.62382799,1346.690555713,1325.240087661,0.0,1469.877109523,1379.369108392,1671.335708413,1681.944742538,1259.269398228,1666.289584167,MELB - Middle,Greater Melbourne,Weekday
Y25H6340225P01S01,Y25H6340225,Y25H6340225P01,1,Thursday,Accommodation,Survey Home,Maroondah (C),8,At Home,Go home,Place of education,Kinder or Preschool,Maroondah (C),No,Not applicable,No,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,4WD Driver,Vehicle Driver,Not applicable,3,No,8,531,535,9,543,4,1.70066,8,Both,Y25H6340225P01T01,308.211210033,327.909027091,298.791153351,342.474530798,0.0,307.419837232,300.016216509,345.717961602,313.479912749,362.145072261,323.969111792,MELB - Middle,Greater Melbourne,Weekday
Y25H6340225P01S02,Y25H6340225,Y25H6340225P01,2,Thursday,Place of education,Kinder or Preschool,Maroondah (C),9,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Retail venue,Petrol Station,Knox (C),No,Not applicable,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,4WD Driver,Vehicle Driver,Not applicable,2,No,9,543,554,9,561,11,4.70808,7,Both,Y25H6340225P01T02,308.211210033,327.909027091,298.791153351,342.474530798,0.0,307.419837232,300.016216509,345.717961602,313.479912749,362.145072261,323.969111792,MELB - Middle,Greater Melbourne,Weekday
Y25H6340225P01S03,Y25H6340225,Y25H6340225P01,3,Thursday,Retail venue,Petrol Station,Knox (C),9,Buy Something,Bought something,Accommodation,Survey Home,Maroondah (C),No,Not applicable,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,2,No,9,561,569,9,595,8,3.24009,26,Both,Y25H6340225P01T03,308.211210033,327.909027091,298.791153351,342.474530798,0.0,307.419837232,300.016216509,345.717961602,313.479912749,362.145072261,323.969111792,MELB - Middle,Greater Melbourne,Weekday
Y25H6340225P01S04,Y25H6340225,Y25H6340225P01,4,Thursday,Accommodation,Survey Home,Maroondah (C),9,At Home,Go home,Outdoor feature,Park,Maroondah (C),No,Not applicable,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Recreational (NEC),Walking,Walking,Not applicable,Not applicable,Not applicable,10,595,600,10,645,5,0.12988,45,Travel day form only,Y25H6340225P01T04,308.211210033,327.909027091,298.791153351,342.474530798,0.0,307.419837232,300.016216509,345.717961602,313.479912749,362.145072261,323.969111792,MELB - Middle,Greater Melbourne,Weekday
Y25H6340225P01S05,Y25H6340225,Y25H6340225P01,5,Thursday,Outdoor feature,Park,Maroondah (C),10,Recreational,Recreational (NEC),Accommodation,Survey Home,Maroondah (C),No,Not applicable,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,10,645,650,13,828,5,0.12978,178,Travel day form only,Y25H6340225P01T05,308.211210033,327.909027091,298.791153351,342.474530798,0.0,307.419837232,300.016216509,345.717961602,313.479912749,362.145072261,323.969111792,MELB - Middle,Greater Melbourne,Weekday
Y25H6340225P01S06,Y25H6340225,Y25H6340225P01,6,Thursday,Accommodation,Survey Home,Maroondah (C),13,At Home,Go home,Place of education,Kinder or Preschool,Maroondah (C),No,Not applicable,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,4WD Driver,Vehicle Driver,Not applicable,2,No,13,828,831,14,858,3,1.70066,27,Both,Y25H6340225P01T06,308.211210033,327.909027091,298.791153351,342.474530798,0.0,307.419837232,300.016216509,345.717961602,313.479912749,362.145072261,323.969111792,MELB - Middle,Greater Melbourne,Weekday
Y25H6340225P01S07,Y25H6340225,Y25H6340225P01,7,Thursday,Place of education,Kinder or Preschool,Maroondah (C),14,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Accommodation,Survey Home,Maroondah (C),No,Not applicable,No,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,3,No,14,858,861,N/A - Did not depart,N/A - Did not depart,3,1.70066,Home/Last Trip of Day,Both,Y25H6340225P01T07,308.211210033,327.909027091,298.791153351,342.474530798,0.0,307.419837232,300.016216509,345.717961602,313.479912749,362.145072261,323.969111792,MELB - Middle,Greater Melbourne,Weekday
Y25H6340225P02S01,Y25H6340225,Y25H6340225P02,1,Thursday,Accommodation,Survey Home,Maroondah (C),7,At Home,Go home,Place of work,My Workplace,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Car Driver,Vehicle Driver,Not applicable,1,No,7,454,464,19,1171,10,4.62357,707,Both,Y25H6340225P02T01,486.698643577,481.938905079,476.041792664,505.362094928,0.0,482.935011475,474.912584227,564.492458512,494.117011056,533.865839195,481.365796619,MELB - Middle,Greater Melbourne,Weekday
