hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6510311,Y25H6510311P01,Y25H6510311P01JTW0731,Weekday,FROM_HOME,Y25H6510311P01S01,575,Port Phillip (C),TO_WORK,Y25H6510311P01S01,583.0,Port Phillip (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,3.40669,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Vehicle Passenger,8,3.40669,8.0,372.862820592,MELB - Inner,Greater Melbourne
Y25H6510315,Y25H6510315P02,Y25H6510315P02JTW0732,Weekday,FROM_HOME,Y25H6510315P02S01,465,Port Phillip (C),TO_WORK,Y25H6510315P02S05,508.0,Melbourne (C),Walking,Tram,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,465.0,476.0,493.0,497.0,507.0,,,,,,,,,,,471.0,493.0,494.0,507.0,508.0,,,,,,,,,,,0.21301,3.05103,0.05233,1.31052,0.04732,,,,,,,,,,,6.0,17.0,1.0,10.0,1.0,,,,,,,,,,,Tram,35,4.67421,43.0,1279.282039969,MELB - Inner,Greater Melbourne
Y25H6510338,Y25H6510338P01,Y25H6510338P01JTW0733,Weekday,FROM_HOME,Y25H6510338P01S01,345,Port Phillip (C),TO_WORK,Y25H6510338P01S02,430.0,Melbourne (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Recreational,Work Related,,,,,,,,,,,,,,Sport and Recreation venue,Place of work,,,,,,,,,,,,,,345.0,420.0,,,,,,,,,,,,,,350.0,430.0,,,,,,,,,,,,,,1.46707,4.17058,,,,,,,,,,,,,,5.0,10.0,,,,,,,,,,,,,,Vehicle Driver,15,5.637650000000001,85.0,801.11297071,MELB - Inner,Greater Melbourne
Y25H6510339,Y25H6510339P02,Y25H6510339P02JTW0734,Weekday,FROM_HOME,Y25H6510339P02S01,930,Port Phillip (C),TO_WORK,Y25H6510339P02S02,957.0,Melbourne (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,930.0,950.0,,,,,,,,,,,,,,950.0,957.0,,,,,,,,,,,,,,4.51753,0.54658,,,,,,,,,,,,,,20.0,7.0,,,,,,,,,,,,,,Vehicle Passenger,27,5.06411,27.0,540.329644395,MELB - Inner,Greater Melbourne
Y25H6510340,Y25H6510340P02,Y25H6510340P02JTW0735,Weekday,FROM_HOME,Y25H6510340P02S01,435,Port Phillip (C),TO_WORK,Y25H6510340P02S05,486.0,Maribyrnong (C),Vehicle Passenger,Tram,Walking,Train,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,435.0,446.0,458.0,465.0,477.0,,,,,,,,,,,437.0,458.0,460.0,477.0,486.0,,,,,,,,,,,0.63123,2.67554,0.0988,7.10487,0.99435,,,,,,,,,,,2.0,12.0,2.0,12.0,9.0,,,,,,,,,,,Train,37,11.50479,51.0,1386.622234295,MELB - Inner,Greater Melbourne
Y25H6520402,Y25H6520402P01,Y25H6520402P01JTW0736,Weekday,FROM_HOME,Y25H6520402P01S01,402,Banyule (C),TO_WORK,Y25H6520402P01S01,435.0,Melton (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,435.0,,,,,,,,,,,,,,,39.5774,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,Vehicle Driver,33,39.5774,33.0,785.579254899,MELB - Middle,Greater Melbourne
Y25H6520402,Y25H6520402P02,Y25H6520402P02JTW0737,Weekday,FROM_HOME,Y25H6520402P02S01,402,Banyule (C),TO_WORK,Y25H6520402P02S01,415.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,6.04631,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,Vehicle Driver,13,6.04631,13.0,1131.963434306,MELB - Middle,Greater Melbourne
Y25H6520402,Y25H6520402P03,Y25H6520402P03JTW0738,Weekday,FROM_HOME,Y25H6520402P03S01,930,Banyule (C),TO_WORK,Y25H6520402P03S03,945.0,Banyule (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,930.0,931.0,942.0,,,,,,,,,,,,,931.0,942.0,945.0,,,,,,,,,,,,,0.09262,4.00792,0.16278,,,,,,,,,,,,,1.0,11.0,3.0,,,,,,,,,,,,,Public Bus,15,4.26332,15.0,2168.30991454,MELB - Middle,Greater Melbourne
Y25H6520412,Y25H6520412P02,Y25H6520412P02JTW0739,Weekday,FROM_HOME,Y25H6520412P02S01,320,Banyule (C),TO_WORK,Y25H6520412P02S01,330.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,5.67754,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,5.67754,10.0,329.393890098,MELB - Middle,Greater Melbourne
Y25H6520417,Y25H6520417P01,Y25H6520417P01JTW0740,Weekday,FROM_HOME,Y25H6520417P01S03,593,Banyule (C),TO_WORK,Y25H6520417P01S03,616.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,593.0,,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,,26.15007,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,Vehicle Driver,23,26.15007,23.0,464.259525718,MELB - Middle,Greater Melbourne
Y25H6520417,Y25H6520417P02,Y25H6520417P02JTW0741,Weekday,FROM_HOME,Y25H6520417P02S03,508,Banyule (C),TO_WORK,Y25H6520417P02S04,541.0,Manningham (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Entertainment venue,Place of work,,,,,,,,,,,,,,508.0,539.0,,,,,,,,,,,,,,536.0,541.0,,,,,,,,,,,,,,20.15887,2.06588,,,,,,,,,,,,,,28.0,2.0,,,,,,,,,,,,,,Vehicle Driver,30,22.22475,33.0,1141.70091802,MELB - Middle,Greater Melbourne
Y25H6520426,Y25H6520426P01,Y25H6520426P01JTW0742,Weekday,FROM_HOME,Y25H6520426P01S01,426,Whittlesea (C),TO_WORK,Y25H6520426P01S02,465.0,Yarra (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Retail venue,Place of work,,,,,,,,,,,,,,426.0,449.0,,,,,,,,,,,,,,443.0,465.0,,,,,,,,,,,,,,15.07667,6.67489,,,,,,,,,,,,,,17.0,16.0,,,,,,,,,,,,,,Vehicle Driver,33,21.75156,39.0,859.689132104,MELB - Outer,Greater Melbourne
Y25H6520426,Y25H6520426P02,Y25H6520426P02JTW0743,Weekday,FROM_HOME,Y25H6520426P02S01,484,Whittlesea (C),TO_WORK,Y25H6520426P02S01,503.0,Whittlesea (C),Walking,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,1.59311,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,Walking,19,1.59311,19.0,383.075738827,MELB - Outer,Greater Melbourne
Y25H6520431,Y25H6520431P03,Y25H6520431P03JTW0744,Weekday,FROM_HOME,Y25H6520431P03S01,561,Whittlesea (C),TO_WORK,Y25H6520431P03S02,589.0,Darebin (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Accommodation,Place of work,,,,,,,,,,,,,,561.0,572.0,,,,,,,,,,,,,,569.0,589.0,,,,,,,,,,,,,,3.38659,10.58146,,,,,,,,,,,,,,8.0,17.0,,,,,,,,,,,,,,Vehicle Passenger,25,13.96805,28.0,557.553974489,MELB - Outer,Greater Melbourne
Y25H6520432,Y25H6520432P01,Y25H6520432P01JTW0745,Weekday,FROM_HOME,Y25H6520432P01S03,490,Whittlesea (C),TO_WORK,Y25H6520432P01S03,510.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,15.75571,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,15.75571,20.0,571.690938377,MELB - Outer,Greater Melbourne
Y25H6520437,Y25H6520437P01,Y25H6520437P01JTW0746,Weekday,FROM_HOME,Y25H6520437P01S01,576,Whittlesea (C),TO_WORK,Y25H6520437P01S01,579.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,,,0.71877,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Driver,3,0.71877,3.0,504.555997343,MELB - Outer,Greater Melbourne
Y25H6520511,Y25H6520511P01,Y25H6520511P01JTW0747,Weekday,FROM_HOME,Y25H6520511P01S01,634,Wyndham (C),TO_WORK,Y25H6520511P01S04,703.0,Melbourne (C),Vehicle Passenger,Vehicle Passenger,Train,Walking,,,,,,,,,,,,Buy Something,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Retail venue,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,634.0,646.0,667.0,698.0,,,,,,,,,,,,639.0,651.0,698.0,703.0,,,,,,,,,,,,2.09056,2.33434,22.65037,0.54878,,,,,,,,,,,,5.0,5.0,31.0,5.0,,,,,,,,,,,,Train,46,27.62405,69.0,621.92300083,MELB - Outer,Greater Melbourne
Y25H6520512,Y25H6520512P02,Y25H6520512P02JTW0748,Weekday,FROM_HOME,Y25H6520512P02S01,486,Wyndham (C),TO_WORK,Y25H6520512P02S03,542.0,Yarra (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,486.0,501.0,540.0,,,,,,,,,,,,,497.0,540.0,542.0,,,,,,,,,,,,,7.05467,25.22021,0.09928,,,,,,,,,,,,,11.0,39.0,2.0,,,,,,,,,,,,,Train,52,32.37416,56.0,527.978358167,MELB - Outer,Greater Melbourne
Y25H6520515,Y25H6520515P01,Y25H6520515P01JTW0749,Weekday,FROM_HOME,Y25H6520515P01S01,475,Wyndham (C),TO_WORK,Y25H6520515P01S01,480.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,3.6689,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Driver,5,3.6689,5.0,677.612568676,MELB - Outer,Greater Melbourne
Y25H6520515,Y25H6520515P03,Y25H6520515P03JTW0750,Weekday,FROM_HOME,Y25H6520515P03S01,851,Wyndham (C),TO_WORK,Y25H6520515P03S01,863.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,851.0,,,,,,,,,,,,,,,863.0,,,,,,,,,,,,,,,4.85392,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Passenger,12,4.85392,12.0,436.414234022,MELB - Outer,Greater Melbourne
Y25H6520521,Y25H6520521P01,Y25H6520521P01JTW0751,Weekend,FROM_HOME,Y25H6520521P01S01,545,Wyndham (C),TO_WORK,Y25H6520521P01S01,549.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,549.0,,,,,,,,,,,,,,,1.61953,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Driver,4,1.61953,4.0,669.304994177,MELB - Outer,Greater Melbourne
Y25H6520521,Y25H6520521P02,Y25H6520521P02JTW0752,Weekend,FROM_HOME,Y25H6520521P02S01,720,Wyndham (C),TO_WORK,Y25H6520521P02S01,730.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,,,730.0,,,,,,,,,,,,,,,1.61953,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,1.61953,10.0,649.076240666,MELB - Outer,Greater Melbourne
Y25H6520521,Y25H6520521P03,Y25H6520521P03JTW0753,Weekend,FROM_HOME,Y25H6520521P03S01,503,Wyndham (C),TO_WORK,Y25H6520521P03S02,531.0,Hobsons Bay (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Other Purpose,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,503.0,527.0,,,,,,,,,,,,,,527.0,531.0,,,,,,,,,,,,,,20.45879,2.90392,,,,,,,,,,,,,,24.0,4.0,,,,,,,,,,,,,,Vehicle Driver,28,23.36271,28.0,698.420089651,MELB - Outer,Greater Melbourne
Y25H6520523,Y25H6520523P01,Y25H6520523P01JTW0754,Weekday,FROM_HOME,Y25H6520523P01S01,463,Wyndham (C),TO_WORK,Y25H6520523P01S01,495.0,Greater Geelong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,52.91351,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,Vehicle Driver,32,52.91351,32.0,308.566340679,MELB - Outer,Greater Melbourne
Y25H6520523,Y25H6520523P02,Y25H6520523P02JTW0755,Weekday,FROM_HOME,Y25H6520523P02S01,440,Wyndham (C),TO_WORK,Y25H6520523P02S01,450.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,5.47978,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,5.47978,10.0,507.40844757,MELB - Outer,Greater Melbourne
Y25H6520525,Y25H6520525P02,Y25H6520525P02JTW0756,Weekday,FROM_HOME,Y25H6520525P02S01,450,Wyndham (C),TO_WORK,Y25H6520525P02S04,532.0,Melbourne (C),Vehicle Driver,Walking,Tram,Walking,,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Retail venue,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,450.0,510.0,518.0,527.0,,,,,,,,,,,,510.0,513.0,527.0,532.0,,,,,,,,,,,,31.85859,0.37874,1.45526,0.49112,,,,,,,,,,,,60.0,3.0,9.0,5.0,,,,,,,,,,,,Vehicle Driver,77,34.183710000000005,82.0,413.729133486,MELB - Outer,Greater Melbourne
Y25H6520526,Y25H6520526P02,Y25H6520526P02JTW0757,Weekday,FROM_HOME,Y25H6520526P02S01,420,Wyndham (C),TO_WORK,Y25H6520526P02S01,440.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,17.44379,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,17.44379,20.0,537.981354895,MELB - Outer,Greater Melbourne
Y25H6520530,Y25H6520530P01,Y25H6520530P01JTW0758,Weekday,FROM_HOME,Y25H6520530P01S01,690,Wyndham (C),TO_WORK,Y25H6520530P01S02,769.0,Monash (C),Vehicle Driver,Walking,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,690.0,760.0,,,,,,,,,,,,,,760.0,769.0,,,,,,,,,,,,,,48.79057,0.6286,,,,,,,,,,,,,,70.0,9.0,,,,,,,,,,,,,,Vehicle Driver,79,49.41917,79.0,308.712109303,MELB - Outer,Greater Melbourne
Y25H6520533,Y25H6520533P02,Y25H6520533P02JTW0759,Weekday,FROM_HOME,Y25H6520533P02S03,795,Wyndham (C),TO_WORK,Y25H6520533P02S03,835.0,Melton (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,795.0,,,,,,,,,,,,,,,835.0,,,,,,,,,,,,,,,29.16384,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,29.16384,40.0,380.36617308,MELB - Outer,Greater Melbourne
Y25H6520537,Y25H6520537P01,Y25H6520537P01JTW0760,Weekday,FROM_HOME,Y25H6520537P01S01,454,Wyndham (C),TO_WORK,Y25H6520537P01S01,489.0,Hobsons Bay (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,489.0,,,,,,,,,,,,,,,17.88827,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,Vehicle Driver,35,17.88827,35.0,301.453603277,MELB - Outer,Greater Melbourne
Y25H6520537,Y25H6520537P02,Y25H6520537P02JTW0761,Weekday,FROM_HOME,Y25H6520537P02S01,470,Wyndham (C),TO_WORK,Y25H6520537P02S01,510.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,15.83092,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,15.83092,40.0,372.382221098,MELB - Outer,Greater Melbourne
Y25H6520538,Y25H6520538P02,Y25H6520538P02JTW0762,Weekday,FROM_HOME,Y25H6520538P02S01,480,Wyndham (C),TO_WORK,Y25H6520538P02S01,540.0,Greater Geelong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,55.45316,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,55.45316,60.0,343.242785592,MELB - Outer,Greater Melbourne
Y25H6530102,Y25H6530102P01,Y25H6530102P01JTW0763,Weekday,FROM_HOME,Y25H6530102P01S01,387,Casey (C),TO_WORK,Y25H6530102P01S01,402.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,387.0,,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,8.91296,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,8.91296,15.0,2169.983901017,MELB - Outer,Greater Melbourne
Y25H6530102,Y25H6530102P03,Y25H6530102P03JTW0764,Weekday,FROM_HOME,Y25H6530102P03S01,470,Casey (C),TO_WORK,Y25H6530102P03S01,495.0,Frankston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,20.59116,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,20.59116,25.0,1093.858308306,MELB - Outer,Greater Melbourne
Y25H6530108,Y25H6530108P03,Y25H6530108P03JTW0765,Weekday,FROM_HOME,Y25H6530108P03S01,496,Casey (C),TO_WORK,Y25H6530108P03S01,515.0,Greater Dandenong (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,20.68592,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,Vehicle Passenger,19,20.68592,19.0,925.555473477,MELB - Outer,Greater Melbourne
Y25H6530109,Y25H6530109P01,Y25H6530109P01JTW0766,Weekday,FROM_HOME,Y25H6530109P01S01,480,Casey (C),TO_WORK,Y25H6530109P01S05,550.0,Monash (C),Vehicle Driver,Train,Walking,Public Bus,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,480.0,498.0,540.0,543.0,548.0,,,,,,,,,,,495.0,530.0,541.0,548.0,550.0,,,,,,,,,,,2.65262,28.09916,0.03201,3.19516,0.34462,,,,,,,,,,,15.0,32.0,1.0,5.0,2.0,,,,,,,,,,,Train,55,34.32357,70.0,432.895411673,MELB - Outer,Greater Melbourne
Y25H6530126,Y25H6530126P01,Y25H6530126P01JTW0767,Weekday,FROM_HOME,Y25H6530126P01S01,285,Casey (C),TO_WORK,Y25H6530126P01S01,300.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,285.0,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,11.31498,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,11.31498,15.0,1214.047561602,MELB - Outer,Greater Melbourne
Y25H6530127,Y25H6530127P01,Y25H6530127P01JTW0768,Weekend,FROM_HOME,Y25H6530127P01S04,641,Casey (C),TO_WORK,Y25H6530127P01S04,649.0,Casey (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,649.0,,,,,,,,,,,,,,,5.0248,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Vehicle Driver,8,5.0248,8.0,1049.191611578,MELB - Outer,Greater Melbourne
Y25H6530133,Y25H6530133P02,Y25H6530133P02JTW0769,Weekday,FROM_HOME,Y25H6530133P02S01,510,Casey (C),TO_WORK,Y25H6530133P02S01,540.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,16.26085,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,16.26085,30.0,589.303997136,MELB - Outer,Greater Melbourne
Y25H6530139,Y25H6530139P01,Y25H6530139P01JTW0770,Weekday,FROM_HOME,Y25H6530139P01S01,300,Casey (C),TO_WORK,Y25H6530139P01S01,316.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,12.13026,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,Vehicle Driver,16,12.13026,16.0,2187.150018215,MELB - Outer,Greater Melbourne
Y25H6530139,Y25H6530139P01,Y25H6530139P01JTW0771,Weekday,FROM_HOME,Y25H6530139P01S05,1015,Casey (C),TO_WORK,Y25H6530139P01S05,1037.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1015.0,,,,,,,,,,,,,,,1037.0,,,,,,,,,,,,,,,29.93291,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,Vehicle Driver,22,29.93291,22.0,2187.150018215,MELB - Outer,Greater Melbourne
Y25H6530139,Y25H6530139P01,Y25H6530139P01JTW0772,Weekday,FROM_HOME,Y25H6530139P01S09,1666,Casey (C),TO_WORK,Y25H6530139P01S09,1677.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1666.0,,,,,,,,,,,,,,,1677.0,,,,,,,,,,,,,,,12.13026,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Vehicle Driver,11,12.13026,11.0,2187.150018215,MELB - Outer,Greater Melbourne
Y25H6530139,Y25H6530139P02,Y25H6530139P02JTW0773,Weekday,FROM_HOME,Y25H6530139P02S01,450,Casey (C),TO_WORK,Y25H6530139P02S01,480.0,Kingston (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,29.7511,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,29.7511,30.0,1145.009371367,MELB - Outer,Greater Melbourne
Y25H6530141,Y25H6530141P02,Y25H6530141P02JTW0774,Weekend,FROM_HOME,Y25H6530141P02S01,700,Casey (C),TO_WORK,Y25H6530141P02S01,745.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,745.0,,,,,,,,,,,,,,,33.18759,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,33.18759,45.0,965.857112868,MELB - Outer,Greater Melbourne
