tripid,hhid,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6550123P06T01,Y25H6550123,Y25H6550123P06,1,7,430,8,510,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Secondary School,Education,At school,Monash (C),80,80,20.90487,School Bus,Education,415,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,80,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20.90487,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,743.166735577,1266.960285384,0.0,789.365334724,723.757111123,710.147312365,764.914817382,855.5127509,852.022243791,721.843796386,760.656503852,MELB - Outer,Greater Melbourne,Weekday
Y25H6550123P06T02,Y25H6550123,Y25H6550123P06,2,15,925,17,1030,Place of education,Secondary School,Education,At school,Monash (C),Accommodation,Survey Home,At Home,Go home,Casey (C),105,105,20.90487,School Bus,Education,999,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,105,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20.90487,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,743.166735577,1266.960285384,0.0,789.365334724,723.757111123,710.147312365,764.914817382,855.5127509,852.022243791,721.843796386,760.656503852,MELB - Outer,Greater Melbourne,Weekday
Y25H6550125P02T01,Y25H6550125,Y25H6550125P02,1,4,270,4,285,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of work,My Workplace,Work Related,Own Workplace,Greater Dandenong (C),15,15,12.91924,Vehicle Driver,Work Related,615,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12.91924,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,854.228122062,1157.717825321,0.0,1046.919761562,1002.260727538,745.87064493,699.441032194,1293.144483341,863.025314143,871.612953747,803.252721949,MELB - Outer,Greater Melbourne,Weekday
Y25H6550125P02T02,Y25H6550125,Y25H6550125P02,2,15,900,15,915,Place of work,My Workplace,Work Related,Own Workplace,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Casey (C),15,15,12.91914,Vehicle Driver,Work Related,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12.91914,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,854.228122062,1157.717825321,0.0,1046.919761562,1002.260727538,745.87064493,699.441032194,1293.144483341,863.025314143,871.612953747,803.252721949,MELB - Outer,Greater Melbourne,Weekday
Y25H6550126P01T01,Y25H6550126,Y25H6550126P01,1,14,853,14,864,Accommodation,Survey Home,At Home,Go home,Casey (C),Retail venue,Hardware,Buy Something,Bought something,Greater Dandenong (C),11,11,4.76154,Vehicle Passenger,Buy Something,59,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.76154,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,723.91156336,1043.468214025,0.0,793.962514087,741.412492621,642.131729187,597.055299572,1069.242816008,704.940814218,699.583804257,683.36123156,MELB - Outer,Greater Melbourne,Weekday
Y25H6550126P01T02,Y25H6550126,Y25H6550126P01,2,15,923,15,939,Retail venue,Hardware,Buy Something,Bought something,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Casey (C),16,16,4.76149,Vehicle Passenger,Buy Something,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.76149,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,723.91156336,1043.468214025,0.0,793.962514087,741.412492621,642.131729187,597.055299572,1069.242816008,704.940814218,699.583804257,683.36123156,MELB - Outer,Greater Melbourne,Weekday
Y25H6550126P02T01,Y25H6550126,Y25H6550126P02,1,14,853,14,864,Accommodation,Survey Home,At Home,Go home,Casey (C),Retail venue,Hardware,Buy Something,Bought something,Greater Dandenong (C),11,11,4.76149,Vehicle Driver,Buy Something,59,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.76149,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,595.9037132,958.840659368,0.0,645.817358252,615.747329486,540.755376506,475.679446762,852.052602677,581.291809763,579.099054189,552.18724845,MELB - Outer,Greater Melbourne,Weekday
Y25H6550126P02T02,Y25H6550126,Y25H6550126P02,2,15,923,15,939,Retail venue,Hardware,Buy Something,Bought something,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Casey (C),16,16,4.76149,Vehicle Driver,Buy Something,19,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.76149,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,595.9037132,958.840659368,0.0,645.817358252,615.747329486,540.755376506,475.679446762,852.052602677,581.291809763,579.099054189,552.18724845,MELB - Outer,Greater Melbourne,Weekday
Y25H6550126P02T03,Y25H6550126,Y25H6550126P02,3,15,958,16,964,Accommodation,Survey Home,At Home,Go home,Casey (C),Retail venue,Supermarket,Buy Something,Bought something,Casey (C),6,6,2.07965,Vehicle Driver,Buy Something,103,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.07965,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,595.9037132,958.840659368,0.0,645.817358252,615.747329486,540.755376506,475.679446762,852.052602677,581.291809763,579.099054189,552.18724845,MELB - Outer,Greater Melbourne,Weekday
Y25H6550126P02T04,Y25H6550126,Y25H6550126P02,4,17,1067,17,1071,Retail venue,Supermarket,Buy Something,Bought something,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),4,4,2.07965,Vehicle Driver,Buy Something,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.07965,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,595.9037132,958.840659368,0.0,645.817358252,615.747329486,540.755376506,475.679446762,852.052602677,581.291809763,579.099054189,552.18724845,MELB - Outer,Greater Melbourne,Weekday
Y25H6550128P01T01,Y25H6550128,Y25H6550128P01,1,9,540,9,550,Accommodation,Survey Home,At Home,Go home,Casey (C),Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Casey (C),10,10,4.20982,Vehicle Driver,Social,60,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.20982,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,728.725578411,1142.489424934,0.0,789.283462617,761.21450292,674.070003415,608.402882285,999.706867538,696.346891556,734.879025204,657.015893198,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P01T02,Y25H6550128,Y25H6550128P01,2,10,610,10,620,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),10,10,4.20982,Vehicle Driver,Social,20,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.20982,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,728.725578411,1142.489424934,0.0,789.283462617,761.21450292,674.070003415,608.402882285,999.706867538,696.346891556,734.879025204,657.015893198,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P01T03,Y25H6550128,Y25H6550128P01,3,10,640,10,655,Accommodation,Survey Home,At Home,Go home,Casey (C),Outdoor feature,Park,Personal Business,Walked the dog,Casey (C),15,15,1.00211,Walking,Personal Business,0,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.00211,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,728.725578411,1142.489424934,0.0,789.283462617,761.21450292,674.070003415,608.402882285,999.706867538,696.346891556,734.879025204,657.015893198,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P01T04,Y25H6550128,Y25H6550128P01,4,10,655,11,670,Outdoor feature,Park,Personal Business,Walked the dog,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),15,15,1.00211,Walking,Personal Business,50,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.00211,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,728.725578411,1142.489424934,0.0,789.283462617,761.21450292,674.070003415,608.402882285,999.706867538,696.346891556,734.879025204,657.015893198,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P01T05,Y25H6550128,Y25H6550128P01,5,12,720,12,730,Accommodation,Survey Home,At Home,Go home,Casey (C),Sport and Recreation venue,Tennis Court,Recreational,Participated in sport,Casey (C),10,10,3.07184,Vehicle Driver,Recreational,100,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.07184,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,728.725578411,1142.489424934,0.0,789.283462617,761.21450292,674.070003415,608.402882285,999.706867538,696.346891556,734.879025204,657.015893198,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P01T06,Y25H6550128,Y25H6550128P01,6,13,830,14,840,Sport and Recreation venue,Tennis Court,Recreational,Participated in sport,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),10,10,3.07184,Vehicle Driver,Recreational,225,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.07184,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,728.725578411,1142.489424934,0.0,789.283462617,761.21450292,674.070003415,608.402882285,999.706867538,696.346891556,734.879025204,657.015893198,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P01T07,Y25H6550128,Y25H6550128P01,7,17,1065,17,1075,Accommodation,Survey Home,At Home,Go home,Casey (C),Sport and Recreation venue,Lawn Bowls,Social,Ate or drank,Greater Dandenong (C),10,10,1.92322,Vehicle Driver,Social,50,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.92322,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,728.725578411,1142.489424934,0.0,789.283462617,761.21450292,674.070003415,608.402882285,999.706867538,696.346891556,734.879025204,657.015893198,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P01T08,Y25H6550128,Y25H6550128P01,8,18,1125,18,1135,Sport and Recreation venue,Lawn Bowls,Social,Ate or drank,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Casey (C),10,10,1.92322,Vehicle Driver,Social,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.92322,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,728.725578411,1142.489424934,0.0,789.283462617,761.21450292,674.070003415,608.402882285,999.706867538,696.346891556,734.879025204,657.015893198,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P02T01,Y25H6550128,Y25H6550128P02,1,9,540,9,550,Accommodation,Survey Home,At Home,Go home,Casey (C),Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Casey (C),10,10,4.20982,Vehicle Passenger,Social,60,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.20982,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,795.268143866,1415.104962352,0.0,892.180013149,841.738914645,735.753765357,650.621571929,1060.404440987,775.652120966,806.741367861,707.399293756,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P02T02,Y25H6550128,Y25H6550128P02,2,10,610,10,620,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),10,10,4.20982,Vehicle Passenger,Social,20,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.20982,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,795.268143866,1415.104962352,0.0,892.180013149,841.738914645,735.753765357,650.621571929,1060.404440987,775.652120966,806.741367861,707.399293756,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P02T03,Y25H6550128,Y25H6550128P02,3,10,640,10,655,Accommodation,Survey Home,At Home,Go home,Casey (C),Outdoor feature,Park,Personal Business,Walked the dog,Casey (C),15,15,1.00046,Walking,Personal Business,0,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.00046,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,795.268143866,1415.104962352,0.0,892.180013149,841.738914645,735.753765357,650.621571929,1060.404440987,775.652120966,806.741367861,707.399293756,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P02T04,Y25H6550128,Y25H6550128P02,4,10,655,11,670,Outdoor feature,Park,Personal Business,Walked the dog,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),15,15,1.00046,Walking,Personal Business,395,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.00046,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,795.268143866,1415.104962352,0.0,892.180013149,841.738914645,735.753765357,650.621571929,1060.404440987,775.652120966,806.741367861,707.399293756,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P02T05,Y25H6550128,Y25H6550128P02,5,17,1065,17,1075,Accommodation,Survey Home,At Home,Go home,Casey (C),Sport and Recreation venue,Lawn Bowls,Social,Ate or drank,Greater Dandenong (C),10,10,1.92322,Vehicle Passenger,Social,50,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.92322,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,795.268143866,1415.104962352,0.0,892.180013149,841.738914645,735.753765357,650.621571929,1060.404440987,775.652120966,806.741367861,707.399293756,MELB - Outer,Greater Melbourne,Weekend
Y25H6550128P02T06,Y25H6550128,Y25H6550128P02,6,18,1125,18,1135,Sport and Recreation venue,Lawn Bowls,Social,Ate or drank,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Casey (C),10,10,1.92322,Vehicle Passenger,Social,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.92322,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,795.268143866,1415.104962352,0.0,892.180013149,841.738914645,735.753765357,650.621571929,1060.404440987,775.652120966,806.741367861,707.399293756,MELB - Outer,Greater Melbourne,Weekend
Y25H6550129P02T01,Y25H6550129,Y25H6550129P02,1,13,820,14,855,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of work,My Workplace,Work Related,Own Workplace,Casey (C),35,30,2.79958,Public Bus,Work Related,225,Walking,Public Bus,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,14,14,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.1701,1.79802,0.83146,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,452.63504928,615.230465531,0.0,474.115454368,451.672633422,435.735612533,426.893907236,648.397036962,436.782795308,427.718152196,536.509279572,MELB - Outer,Greater Melbourne,Weekday
Y25H6550129P02T02,Y25H6550129,Y25H6550129P02,2,18,1080,18,1090,Place of work,My Workplace,Work Related,Own Workplace,Casey (C),Retail venue,Shopping Centre,Buy Something,Bought something,Casey (C),10,10,0.62886,Walking,Buy Something,50,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.62886,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,452.63504928,615.230465531,0.0,474.115454368,451.672633422,435.735612533,426.893907236,648.397036962,436.782795308,427.718152196,536.509279572,MELB - Outer,Greater Melbourne,Weekday
Y25H6550129P02T03,Y25H6550129,Y25H6550129P02,3,19,1140,19,1160,Retail venue,Shopping Centre,Buy Something,Bought something,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),20,14,2.17091,Public Bus,Buy Something,999,Walking,Public Bus,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,5,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.20389,1.78596,0.18106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,452.63504928,615.230465531,0.0,474.115454368,451.672633422,435.735612533,426.893907236,648.397036962,436.782795308,427.718152196,536.509279572,MELB - Outer,Greater Melbourne,Weekday
Y25H6550129P04T01,Y25H6550129,Y25H6550129P04,1,7,420,7,436,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Secondary School,Education,At school,Greater Dandenong (C),16,15,10.58389,School Bus,Education,494,Walking,School Bus,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,12,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.17021,10.37166,0.04202,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,654.433865716,941.449633511,0.0,660.887554339,693.238281004,631.198135466,705.383715273,896.531982798,602.548791421,613.716748316,663.87632386,MELB - Outer,Greater Melbourne,Weekday
Y25H6550129P04T02,Y25H6550129,Y25H6550129P04,2,15,930,16,973,Place of education,Secondary School,Education,At school,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Casey (C),43,43,10.54746,School Bus,Education,999,School Bus,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.3664,0.18106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,654.433865716,941.449633511,0.0,660.887554339,693.238281004,631.198135466,705.383715273,896.531982798,602.548791421,613.716748316,663.87632386,MELB - Outer,Greater Melbourne,Weekday
Y25H6550131P01T01,Y25H6550131,Y25H6550131P01,1,7,450,7,460,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of work,My Workplace,Work Related,Own Workplace,Casey (C),10,10,2.42224,Vehicle Driver,Work Related,560,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.42224,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,545.089672748,704.786535358,0.0,615.880902153,679.766017747,493.402995805,447.425734675,764.396254018,560.600964886,551.761776564,510.49547084,MELB - Outer,Greater Melbourne,Weekday
Y25H6550131P01T02,Y25H6550131,Y25H6550131P01,2,17,1020,17,1030,Place of work,My Workplace,Work Related,Own Workplace,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),10,10,2.42214,Vehicle Driver,Work Related,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.42214,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,545.089672748,704.786535358,0.0,615.880902153,679.766017747,493.402995805,447.425734675,764.396254018,560.600964886,551.761776564,510.49547084,MELB - Outer,Greater Melbourne,Weekday
Y25H6550138P01T01,Y25H6550138,Y25H6550138P01,1,8,525,9,543,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of work,Another workplace or site,Work Related,Employers Business,Casey (C),18,18,10.10432,Vehicle Driver,Work Related,257,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.10432,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1251.157647809,1385.097668504,0.0,1448.917595071,1415.3413186,1126.106027769,1002.361333541,1683.162835485,1196.827516957,1282.824011677,1285.595320512,MELB - Outer,Greater Melbourne,Weekday
Y25H6550138P01T02,Y25H6550138,Y25H6550138P01,2,13,800,13,813,Place of work,Another workplace or site,Work Related,Employers Business,Casey (C),Accommodation,Survey Home,At Home,Go home,Casey (C),13,13,10.10432,Vehicle Driver,Work Related,75,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.10432,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1251.157647809,1385.097668504,0.0,1448.917595071,1415.3413186,1126.106027769,1002.361333541,1683.162835485,1196.827516957,1282.824011677,1285.595320512,MELB - Outer,Greater Melbourne,Weekday
Y25H6550138P01T03,Y25H6550138,Y25H6550138P01,3,14,888,15,901,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of work,Another workplace or site,Work Related,Employers Business,Greater Dandenong (C),13,13,7.00628,Vehicle Driver,Work Related,84,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.00628,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1251.157647809,1385.097668504,0.0,1448.917595071,1415.3413186,1126.106027769,1002.361333541,1683.162835485,1196.827516957,1282.824011677,1285.595320512,MELB - Outer,Greater Melbourne,Weekday
Y25H6550138P01T04,Y25H6550138,Y25H6550138P01,4,16,985,16,998,Place of work,Another workplace or site,Work Related,Employers Business,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Casey (C),13,13,7.00628,Vehicle Driver,Work Related,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.00628,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1251.157647809,1385.097668504,0.0,1448.917595071,1415.3413186,1126.106027769,1002.361333541,1683.162835485,1196.827516957,1282.824011677,1285.595320512,MELB - Outer,Greater Melbourne,Weekday
Y25H6550140P02T01,Y25H6550140,Y25H6550140P02,1,9,562,9,589,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),27,27,31.95682,Vehicle Driver,Work Related,21,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,27,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31.95682,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.664128066,944.643591572,0.0,679.255350537,668.577597598,652.114781067,509.538820433,691.927999262,606.659916159,612.158988829,679.318212414,MELB - Outer,Greater Melbourne,Weekday
