POW_LGA_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
LGA26610,71,140,40,4,254,0,0,0,0,0,10,33,13,0,60,6,0,0,0,4,32,66,10,0,111,5,9,4,0,19,8,49,14,0,72,12,31,3,0,41,9,25,8,0,42,0,0,0,0,0,0,14,0,0,13,5,6,0,0,8,7,13,13,0,29,3,7,4,0,17,0,0,0,0,4,0,3,0,0,6,13,16,3,0,31,0,4,0,0,4,5,31,0,0,39,4,19,3,0,28,187,471,118,8,785,107,73,4,3,189,0,0,0,0,0,26,12,3,0,34,7,0,0,0,3,65,31,0,3,97,0,3,0,0,8,34,22,0,0,61,10,13,0,0,23,6,8,0,0,16,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,12,6,0,0,23,16,7,0,0,22,0,0,0,0,0,18,0,0,0,18,41,8,3,0,53,7,0,0,0,11,62,22,0,4,80
LGA26670,40,61,3,0,105,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,15,4,0,26,0,0,0,0,0,0,5,0,0,10,0,20,0,0,21,9,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,4,7,0,0,7,3,0,0,3,9,64,133,10,0,205,192,50,0,9,248,0,0,0,0,0,3,3,0,0,11,0,0,0,0,4,22,8,0,0,33,0,0,0,0,0,12,7,0,0,16,4,4,0,0,15,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,7,0,0,9,8,0,0,0,5,0,0,0,0,0,4,0,0,0,4,7,0,0,0,10,4,0,0,0,4,24,0,0,0,25
LGA26700,48,57,0,0,114,0,4,0,0,4,6,59,15,5,89,0,0,0,0,0,42,87,6,0,138,4,26,6,0,30,12,68,6,0,86,12,57,10,0,85,16,22,5,0,42,3,3,0,0,12,4,25,0,0,29,4,14,4,0,26,20,36,0,0,62,9,18,0,0,29,5,5,0,0,4,5,5,0,0,15,22,53,0,0,79,5,9,0,0,19,14,37,3,0,53,16,13,4,4,32,257,611,65,4,942,222,67,0,5,292,0,0,0,0,3,45,13,0,0,60,4,0,0,0,4,108,51,0,0,162,8,0,0,0,12,27,25,0,0,51,18,24,0,0,46,26,13,0,0,37,3,4,0,0,4,0,0,0,0,0,9,0,0,0,8,62,11,0,0,74,46,9,6,0,56,4,0,0,0,4,21,0,0,0,26,76,36,3,0,120,12,0,0,0,10,64,29,0,0,97
LGA26730,13,11,0,0,20,0,0,0,0,0,9,54,7,0,66,0,4,3,0,9,42,122,13,0,177,4,18,0,0,23,10,83,15,0,108,4,56,21,0,75,12,16,0,0,24,0,5,0,0,11,6,23,3,0,36,9,24,0,0,33,15,52,13,0,87,3,14,3,0,20,0,5,6,0,11,3,4,0,0,11,23,64,9,0,91,0,8,0,0,12,20,49,0,0,68,8,20,5,0,30,184,624,90,0,902,23,9,0,0,39,0,0,0,0,0,29,12,0,0,38,0,0,0,0,3,141,50,3,0,195,11,8,5,0,18,39,30,4,0,74,17,33,0,0,47,24,10,3,0,30,4,0,0,0,4,4,0,0,0,4,12,4,0,0,16,65,14,21,0,98,36,8,0,0,43,6,0,0,0,3,38,8,6,0,49,168,48,7,0,225,23,5,0,0,30,110,36,0,0,150
LGA26810,48,116,13,5,176,0,11,0,0,9,9,36,4,0,49,3,4,0,0,3,43,108,23,0,177,4,12,0,0,15,17,76,5,0,106,15,54,8,0,73,21,24,9,0,49,0,4,0,0,6,5,11,0,0,15,4,26,5,0,29,26,40,10,0,71,6,14,0,0,16,4,0,0,0,4,0,0,3,0,7,12,41,17,0,74,8,0,0,0,8,12,26,0,0,39,12,17,0,0,30,252,612,98,4,971,336,217,0,12,568,5,0,0,0,3,44,20,0,0,62,0,0,0,0,0,166,93,0,4,253,12,5,6,0,20,61,49,0,0,106,27,32,0,0,63,32,9,0,0,45,4,0,0,0,4,7,0,0,0,4,13,3,0,0,15,67,20,0,0,87,47,11,0,0,58,0,4,0,0,10,33,9,0,0,37,129,19,3,0,152,19,0,0,0,18,134,56,0,0,188
LGA26890,29,51,4,3,85,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,0,0,11,0,0,0,0,0,0,7,0,0,8,0,3,0,0,3,0,10,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,40,89,8,3,139,134,166,0,3,308,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,12,8,0,0,22,3,0,0,0,3,16,4,0,0,16,4,3,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,6,3,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,5,0,0,0,5,5,4,0,0,11
LGA26980,4,3,0,0,9,5,4,0,0,9,55,163,25,0,245,0,8,0,0,12,312,489,36,0,837,89,137,9,0,238,157,317,51,0,529,27,254,14,0,297,88,55,5,0,153,30,30,0,0,63,143,140,9,0,292,70,128,16,0,216,457,526,53,0,1043,71,77,9,0,160,9,28,11,0,51,75,97,20,0,193,154,297,31,0,485,25,29,11,0,65,82,210,5,0,296,108,145,22,5,272,1960,3135,339,9,5451,8,0,0,0,10,3,0,0,0,3,76,23,0,0,102,8,4,0,0,9,412,69,3,0,484,35,6,0,0,41,187,52,7,0,248,42,59,4,0,107,220,4,0,0,226,58,0,0,0,65,77,14,0,0,95,60,5,0,0,68,565,72,7,3,648,223,38,0,0,262,19,4,0,0,23,392,23,4,0,420,609,141,7,0,749,101,7,0,0,114,293,67,0,0,366
LGA27070,9,31,0,0,38,6,9,0,0,19,115,359,98,4,581,10,23,9,0,41,522,792,89,0,1399,56,200,31,0,291,111,264,42,5,419,33,180,14,0,226,270,154,12,0,443,29,40,0,0,74,72,55,0,0,120,43,75,8,0,130,186,226,16,0,431,55,85,19,5,163,17,14,7,0,45,30,43,12,0,82,104,225,42,0,368,9,35,8,0,47,98,195,5,0,298,94,156,25,3,285,1850,3167,445,18,5483,33,3,0,0,32,0,0,0,0,0,184,41,7,0,236,14,0,0,0,14,624,137,0,0,765,33,36,0,0,72,188,57,4,0,246,78,43,0,4,130,568,20,0,0,588,38,0,0,0,37,57,4,0,0,64,35,8,0,0,44,337,48,4,0,394,240,35,0,0,276,14,0,0,0,16,184,12,0,0,200,381,63,4,3,455,75,4,3,0,83,402,71,0,0,478
LGA27170,4,14,0,0,20,0,0,0,0,5,7,53,14,0,76,0,4,0,0,3,50,172,25,0,252,5,16,4,0,18,9,63,15,0,86,9,44,8,0,62,22,34,13,0,62,0,0,0,0,3,5,19,0,0,25,7,17,6,0,24,22,56,9,0,94,5,21,3,0,31,0,4,5,0,4,11,10,0,0,20,30,44,10,0,90,0,8,0,0,7,24,61,3,0,87,10,14,5,0,32,233,660,120,0,1018,33,9,0,0,49,0,0,0,0,0,39,16,0,0,52,0,0,0,0,0,155,59,0,0,218,5,7,0,0,9,27,17,3,0,55,22,21,0,0,46,27,8,0,0,38,6,0,0,0,9,5,0,0,0,8,3,3,0,0,6,71,12,0,0,84,54,15,0,0,69,5,5,0,0,10,34,5,0,0,34,100,20,3,0,126,18,4,0,0,17,128,38,0,0,166
LGA27260,32,71,29,0,136,5,6,0,0,7,72,164,36,0,275,16,18,8,0,38,428,613,49,0,1086,78,123,21,0,229,148,285,38,0,477,39,212,32,0,283,585,314,51,0,950,45,34,5,0,81,120,96,0,0,217,76,114,18,0,210,437,352,13,0,801,79,108,15,0,208,17,26,8,0,53,55,69,21,0,143,138,246,42,0,423,12,24,0,0,36,95,200,9,0,303,130,160,18,4,309,2606,3237,421,11,6273,31,26,0,0,55,0,0,0,0,6,143,24,4,0,169,10,9,0,0,11,542,155,3,3,703,28,20,0,0,51,198,57,10,0,258,75,52,0,0,131,895,20,4,3,926,38,3,0,0,38,73,10,0,0,77,62,13,0,0,71,373,66,0,0,443,254,31,0,0,280,10,3,0,0,13,291,26,0,0,316,700,79,4,0,787,81,5,0,0,87,381,58,4,0,440
LGA27350,4,3,0,0,10,6,0,0,0,3,41,152,37,0,235,7,9,4,0,16,172,291,75,3,538,33,120,32,0,183,119,376,83,0,583,42,374,109,0,523,48,41,13,0,105,68,126,23,0,219,83,112,23,0,215,51,109,23,0,183,489,988,232,3,1706,51,78,24,0,151,8,16,8,0,26,63,74,6,0,142,122,276,46,0,445,71,102,17,0,187,74,192,9,0,273,76,163,62,0,312,1614,3604,834,12,6067,9,0,0,0,9,0,0,0,0,0,100,29,0,0,131,3,0,0,0,3,307,56,5,0,380,34,10,0,0,45,171,81,4,0,252,71,97,4,0,167,105,5,0,0,107,156,8,3,0,169,40,11,0,0,49,27,3,4,0,38,848,105,16,0,964,125,15,0,0,142,21,0,0,0,23,211,17,0,0,230,730,197,5,0,930,389,27,0,0,420,301,64,0,0,363
LGA27450,74,178,34,3,286,5,3,0,0,10,71,208,25,0,306,11,33,0,0,41,407,758,34,3,1204,17,96,10,0,120,76,222,31,0,328,36,184,25,0,243,74,97,0,0,176,22,23,0,0,52,54,36,0,0,93,30,51,0,0,85,265,226,16,0,506,55,75,13,0,145,14,13,0,0,31,41,42,7,0,85,96,148,10,0,249,14,33,4,0,46,85,145,4,0,240,56,89,8,0,152,1514,2656,227,8,4406,164,58,0,3,229,4,0,0,0,4,194,49,0,0,245,17,5,0,0,18,721,179,4,4,902,35,19,0,0,54,189,95,8,0,290,93,82,4,0,183,98,19,0,0,119,50,3,0,0,57,48,3,0,0,51,11,3,0,0,18,451,74,0,0,524,266,47,0,0,313,21,0,0,0,24,233,16,0,0,253,534,61,3,0,590,131,12,0,0,146,413,86,0,0,504
LGA27630,65,125,0,0,190,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,3,12,0,0,14,0,3,0,0,3,3,6,0,0,8,0,3,0,0,3,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,3,0,0,0,4,0,8,0,0,5,86,183,3,0,276,121,82,0,4,208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,5,0,0,22,3,0,0,0,6,6,7,0,0,15,3,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,20,10,0,0,25
LGA29399,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,6,7,0,0,4,0,0,0,0,0,0,6,0,0,8,6,27,12,0,46,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,0,6,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,55,14,0,97,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,13,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,7,4,0,0,0,6,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,4,7,0,0,0,9
LGA29499,139,123,3,10,269,14,14,0,0,32,142,95,15,0,254,66,41,0,0,103,4568,4431,66,61,9132,76,50,7,0,130,150,102,19,0,268,58,46,21,0,129,916,238,37,3,1197,201,80,0,0,281,142,50,8,0,203,132,64,8,0,205,641,342,25,4,1009,698,432,22,10,1161,58,55,8,0,121,171,69,12,0,247,240,148,24,0,416,88,52,3,0,136,430,181,8,6,618,313,201,27,3,549,9253,6798,314,98,16470,697,116,0,18,829,9,0,0,0,13,446,31,0,0,484,95,13,0,0,107,12930,2241,6,94,15271,154,10,0,4,169,473,26,4,0,506,321,18,10,0,346,3011,67,16,14,3106,340,12,3,3,356,137,8,0,0,142,183,16,0,4,195,1703,60,5,5,1771,5695,422,3,40,6157,123,6,0,0,125,1382,38,3,0,1425,2586,122,7,8,2723,678,25,3,0,705,1806,86,4,6,1901
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
