POW_LGA_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
LGA25150,0,0,0,10,30,5,8,0,0,36,138,20,16,3,4,182,17,9,5,5,4,44,3320,682,508,160,63,4733,3204,241,307,127,28,3910,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,29,3,4,0,0,38,3,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,17,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,4,213,4,6,7,4,230,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,19,4,0,0,0,19,4,0,0,0,0,6,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,4,0,0,0,0,4,9,0,0,0,0,8,63,9,6,0,0,80,7,0,0,0,0,5,58,3,0,0,0,58,9,0,0,0,0,9,3,0,0,0,0,5,13,3,0,0
LGA25250,16,0,0,112,265,41,44,11,4,366,1006,222,216,28,12,1485,53,10,5,4,4,74,15388,2947,2823,332,166,21660,12105,691,1346,164,49,14352,6,0,0,0,0,6,43,3,10,0,0,57,45,3,11,0,0,60,345,61,35,22,3,472,40,9,5,0,0,46,64,11,11,0,0,87,66,0,0,3,0,67,52,3,17,4,0,68,131,13,14,3,0,159,54,4,10,0,0,72,850,35,26,9,5,920,94,6,6,0,0,108,68,3,6,0,4,79,98,13,13,0,0,131,49,9,5,0,0,56,308,28,31,8,3,383,59,0,9,0,0,73,60,0,10,0,0,74,165,13,23,3,0,215,149,13,30,0,0,194,466,5,7,5,0,483,15,0,3,5,0,22,315,26,58,3,0,408,143,13,28,10,0,194,379,3,8,0,3,397,42,4,5,0,0,50,68,0,0,3,0,73,58,9,6,0
LGA25340,8,4,0,112,68,5,8,3,0,89,635,94,94,14,8,843,135,36,29,11,25,238,19476,4132,3074,465,368,27516,19935,1584,1926,469,183,24087,27,5,0,0,0,34,8,0,0,0,0,8,52,5,15,6,0,74,146,29,24,10,6,217,18,4,0,0,0,26,20,5,0,0,0,23,52,0,4,0,0,61,81,13,13,3,0,104,27,3,0,0,0,33,18,0,0,3,0,29,479,28,14,9,7,529,65,0,3,3,0,67,8,0,0,0,0,12,4,0,0,0,0,7,99,17,14,7,0,129,56,6,9,0,0,77,31,6,6,4,0,42,23,0,7,0,0,30,0,3,5,0,0,15,79,8,8,3,0,106,37,0,0,0,0,37,35,7,3,0,0,52,465,45,60,13,4,588,11,0,0,0,0,17,357,9,7,3,0,379,29,0,10,0,0,42,26,3,9,3,0,40,135,12,19,5
LGA25430,3,0,0,14,0,0,0,3,0,4,90,8,9,0,3,107,37,0,7,0,8,56,2887,345,561,85,61,3940,2533,157,401,77,31,3204,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,14,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,4,0,8,0,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,25,5,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,14,0,0,0,0,0,0,8,0,5,0,0,13,41,9,22,0,0,62,0,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,5,9,0,0,0
LGA25490,0,0,0,5,5,0,0,0,0,5,35,6,0,0,0,35,29,8,11,5,0,66,2492,421,743,223,102,3978,1599,152,383,156,49,2331,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,0,3,0,0,12,35,8,6,0,5,45,0,0,0,0,0,0,23,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
LGA25620,0,0,0,11,3,0,5,0,0,3,28,10,6,5,3,47,24,0,7,0,0,26,1513,319,415,126,42,2411,1543,141,205,103,21,2014,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,9,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,7,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,6,37,6,8,0,0,45,0,0,0,0,0,0,18,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
LGA25710,0,0,0,31,15,6,7,0,0,32,152,41,23,6,0,226,13,3,9,0,4,27,4380,1409,883,142,58,6869,5060,527,762,123,32,6507,0,0,0,0,0,0,3,0,0,0,0,3,11,3,4,0,0,18,73,24,9,8,0,118,5,0,0,0,0,7,6,0,0,0,0,15,12,0,0,0,0,14,13,7,3,0,0,30,14,3,0,0,0,19,12,0,0,0,0,15,173,16,5,5,0,191,15,0,0,0,0,17,24,7,0,0,0,35,4,0,0,0,0,5,12,3,0,0,0,15,27,5,4,3,0,35,14,0,5,0,0,16,7,5,0,0,0,11,7,0,3,0,0,11,28,6,3,0,0,45,52,0,0,0,0,52,13,0,6,3,0,18,82,5,13,5,4,109,7,0,0,0,0,9,42,0,3,0,0,44,3,0,3,0,0,13,8,0,7,0,0,14,38,4,15,0
LGA25810,0,0,0,5,0,0,0,0,0,3,46,3,3,0,0,61,24,0,3,0,0,30,1961,230,306,103,55,2660,1726,91,151,65,25,2060,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,27,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,5,16,0,0,3,0,21,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
LGA25900,24,5,0,321,384,39,28,7,3,458,2544,344,245,24,17,3168,79,12,8,0,9,113,35196,4666,2547,341,210,42961,18281,1187,1175,181,63,20880,25,0,0,0,0,28,60,0,0,0,0,58,138,10,10,0,0,163,1184,107,48,33,7,1375,38,5,3,0,0,43,43,5,4,0,0,52,84,5,3,0,0,86,159,15,10,0,0,176,90,10,10,7,0,115,190,10,3,3,0,212,1723,37,29,9,0,1806,279,12,6,3,0,301,108,5,3,0,0,121,24,4,0,0,0,23,257,9,0,0,3,265,132,4,17,0,0,154,157,0,16,3,0,180,153,7,10,0,0,172,33,5,10,4,0,46,511,19,26,3,0,563,240,0,0,0,3,242,45,3,3,0,0,55,874,31,56,10,0,973,61,0,3,3,0,72,629,6,7,4,3,646,110,7,12,0,0,133,159,5,12,0,0,176,314,17,11,4
LGA25990,0,0,0,0,0,0,0,0,0,3,8,0,9,0,0,18,12,0,0,5,3,15,751,139,190,106,31,1215,629,47,72,80,9,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,3,0,18,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,12,3,0,0,0,0,8,510,101,87,16,11,727,612,46,63,21,12,744,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0
LGA26170,6,0,0,13,3,0,0,0,0,7,67,3,8,4,6,83,62,20,20,5,10,118,3880,626,1061,251,130,5954,3746,257,557,217,86,4865,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,14,15,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,9,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,0,42,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,8,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,19,6,0,0,0,0,6,18,3,3,0,0,26,74,13,16,4,3,106,0,0,0,0,0,0,43,0,0,0,0,48,5,0,0,0,0,5,0,0,0,0,0,5,15,0,5,0
LGA26260,0,0,0,9,0,0,0,0,0,4,38,0,3,3,0,42,25,7,5,9,9,47,2578,331,604,223,87,3819,2783,125,340,148,46,3440,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,3,0,0,0,0,3,51,0,0,4,0,62,0,0,0,0,0,0,19,0,0,0,0,19,4,0,0,0,0,4,5,0,0,0,0,5,17,0,0,0
LGA26350,19,3,3,172,225,43,20,9,0,294,1321,213,152,26,19,1735,51,8,5,3,3,74,19999,3734,2123,395,123,26375,18216,1193,1239,239,70,20966,35,0,0,0,0,37,40,4,0,0,0,42,85,8,13,0,0,111,1362,187,68,71,11,1701,26,0,3,0,0,34,42,3,6,0,0,53,66,8,0,0,0,77,94,9,9,4,0,116,116,12,12,3,0,146,217,10,17,5,0,245,1383,34,31,6,7,1467,265,6,8,4,3,287,108,13,5,3,5,135,7,3,0,0,0,13,176,4,5,0,5,186,153,8,10,0,0,168,149,0,16,4,3,171,199,10,3,5,0,214,27,0,6,0,0,32,484,28,22,4,0,548,254,0,0,0,0,254,31,3,0,0,0,33,686,47,47,10,4,793,70,0,0,0,0,75,623,6,10,0,0,639,87,9,16,0,0,113,148,4,7,0,0,161,308,22,29,4
LGA26430,0,0,0,3,0,0,0,0,0,0,32,0,4,0,0,34,32,0,7,0,5,45,1333,226,324,153,40,2074,1258,101,160,108,28,1656,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,9,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,39,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,3,21,3,3,0,0,29,3,0,0,0,0,3,23,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
LGA26490,5,0,0,32,4,0,0,0,0,5,102,16,15,5,0,140,24,13,8,3,0,47,3576,989,827,162,54,5611,3966,383,617,167,29,5158,4,0,0,0,0,4,0,0,0,0,0,0,17,3,4,0,0,20,26,3,3,0,0,32,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,12,3,5,0,0,21,3,0,0,0,0,3,5,0,0,0,0,5,89,4,5,0,0,96,10,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,8,0,0,0,0,11,5,0,3,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,8,10,0,0,0,0,10,10,0,0,0,0,14,67,10,8,0,0,88,0,0,0,0,0,0,47,0,5,0,0,46,5,0,0,0,0,3,8,0,0,0,0,11,30,6,6,4
LGA26610,5,0,0,4,63,4,0,3,5,67,222,4,0,5,0,226,49,0,6,5,11,78,4066,537,416,211,110,5336,3213,228,221,139,46,3846,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,36,4,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,9,67,0,0,0,0,72,27,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,180,0,5,4,0,193,8,0,0,0,0,12,4,0,0,0,0,4,31,0,4,0,0,36,9,0,0,0,0,8,67,0,0,0,0,69,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0
LGA26670,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,25,9,4,4,0,3,18,626,137,265,84,30,1141,711,59,122,77,13,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,20,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,12,7,0,0,0,0,9,57,8,7,0,0,75,54,15,8,5,11,85,4736,631,670,178,91,6298,5608,263,368,167,62,6463,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,15,0,4,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,17,0,0,0,0,0,0,8,0,0,0,0,8,51,3,0,0,0,51,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,3,0,4,18,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,23,24,0,0,0,0,24,7,0,4,0,0,12,57,0,8,0,0,72,4,0,0,0,0,4,67,0,4,0,0,69,0,0,0,0,0,0,7,0,0,0,0,7,16,0,4,0
LGA26730,0,4,0,16,35,0,0,0,0,37,117,8,4,0,6,131,39,4,4,0,5,53,6469,617,645,81,76,7891,7721,249,420,85,65,8541,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,64,8,3,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,3,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,46,0,3,0,0,48,20,0,0,0,0,20,3,0,0,0,0,5,0,0,0,0,0,0,27,0,0,0,0,22,5,0,0,0,0,3,13,0,0,0,0,12,12,0,0,0,0,16,0,0,0,0,0,0,23,0,0,0,0,22,12,0,0,0,0,12,11,0,3,0,0,10,105,5,6,0,0,124,3,0,0,0,0,8,108,0,3,0,0,112,3,0,0,0,0,3,4,0,0,0,0,4,34,4,4,0
LGA26810,0,0,0,25,10,3,4,0,0,17,88,9,10,9,3,120,75,8,23,3,9,112,6965,651,1053,243,147,9052,6393,280,625,199,96,7593,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,22,5,0,0,0,28,4,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,9,14,0,10,0,0,25,0,0,0,0,0,0,6,0,0,0,0,8,66,0,0,0,3,73,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,9,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,28,5,0,0,0,0,5,19,0,3,0,0,24,99,9,13,9,0,123,6,0,0,0,0,7,86,0,0,0,0,95,8,0,3,0,0,11,3,0,0,0,0,4,31,4,0,5
LGA26890,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,4,5,9,0,11,462,101,280,151,27,1018,404,33,118,85,14,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,6,0,0,136,326,50,30,9,0,416,1355,127,91,16,8,1598,73,8,9,5,9,106,27669,3750,2326,428,169,34350,21325,658,989,159,57,23186,36,0,0,0,0,34,46,0,3,0,0,54,75,5,9,0,0,81,3351,550,292,212,31,4431,37,0,0,0,0,40,43,4,3,0,0,56,75,0,0,0,0,83,108,3,3,0,0,117,108,4,13,8,0,129,528,39,56,6,4,632,1600,60,45,13,5,1729,244,10,12,3,0,266,235,20,9,8,3,276,25,0,0,0,0,29,82,8,6,0,0,96,90,7,5,3,0,102,112,5,15,0,0,132,285,26,24,5,0,347,26,0,5,5,0,38,1048,54,62,3,8,1173,167,0,0,0,0,173,48,0,4,0,0,55,556,20,26,0,0,611,97,0,0,0,0,99,500,14,15,6,0,531,86,5,10,5,0,104,232,10,31,4,0,272,326,15,16,4
LGA27070,3,0,0,66,815,66,52,16,11,955,2132,327,259,46,27,2793,110,18,9,3,19,162,28526,4189,2761,411,298,36183,19490,704,922,189,88,21393,13,0,0,0,0,21,53,0,8,0,0,67,46,7,3,0,0,58,523,78,51,32,6,691,40,6,3,0,0,53,76,9,12,0,0,92,134,4,0,0,0,144,59,5,4,0,0,71,157,19,13,4,0,195,84,0,5,0,0,89,2370,116,102,27,19,2628,107,8,8,4,0,117,170,10,16,3,0,207,234,17,18,5,3,283,55,9,0,0,0,61,277,17,25,8,6,327,44,0,3,0,0,49,59,4,7,0,0,71,128,9,7,3,0,158,261,12,15,0,0,289,293,0,5,0,3,298,16,0,0,0,0,19,435,13,18,5,0,468,124,14,13,3,0,151,620,7,18,8,0,646,45,3,0,0,0,52,72,3,4,0,0,86,113,10,6,0
LGA27170,0,0,0,21,54,0,0,0,5,54,188,9,9,4,10,220,71,3,3,4,9,79,9893,694,619,78,81,11367,7847,262,373,91,40,8611,0,0,0,0,0,0,6,3,0,0,0,12,18,0,0,0,0,19,33,6,8,0,0,45,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,10,20,0,0,0,0,22,3,4,0,0,0,4,9,0,0,0,0,11,118,5,0,0,0,127,12,0,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,4,11,0,0,0,0,11,0,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,9,0,3,0,0,12,26,0,0,0,0,29,9,0,0,0,0,15,100,4,8,0,4,112,0,0,0,0,0,4,82,0,0,0,0,88,4,0,0,0,0,4,3,0,0,0,0,3,30,0,0,0
LGA27260,3,0,0,114,1070,81,53,11,11,1227,3780,377,312,54,57,4575,155,10,8,0,14,189,39680,4725,3018,538,356,48312,18941,545,739,198,60,20485,28,0,4,0,0,35,229,15,47,11,5,309,52,4,0,0,0,59,720,146,95,58,5,1029,63,4,4,0,0,67,63,0,4,0,4,73,162,4,3,0,0,175,75,4,7,0,0,84,42,4,8,3,0,60,99,9,10,0,0,116,4555,377,381,95,33,5441,220,10,32,11,0,274,73,8,10,0,0,87,39,6,0,0,0,46,103,0,8,0,3,109,120,4,8,0,0,138,79,0,7,0,0,90,91,12,25,3,0,132,86,7,12,9,0,110,327,22,40,5,0,403,152,0,5,0,0,158,17,0,3,0,0,20,1270,19,44,14,5,1359,259,38,64,13,0,364,1347,26,50,11,3,1430,84,7,4,0,0,96,148,13,16,0,0,175,220,11,15,5
LGA27350,29,0,5,389,484,54,60,12,4,616,2440,178,159,26,14,2825,87,16,11,3,5,121,38709,4310,2506,315,196,46031,27700,1183,1421,161,81,30548,40,0,0,0,0,40,67,0,0,0,0,69,213,0,12,0,0,228,1289,81,58,21,11,1458,51,3,3,0,0,60,55,0,3,0,0,56,73,4,0,0,0,83,177,13,16,0,0,205,144,8,3,4,0,159,287,14,14,0,0,311,1864,23,9,3,13,1919,336,12,10,3,0,355,159,11,8,9,0,181,47,0,0,0,0,47,296,4,6,0,0,304,198,11,9,6,0,229,194,6,24,0,0,229,231,4,4,0,0,246,49,0,3,0,0,54,707,30,25,3,0,773,285,0,0,0,0,293,73,5,4,0,0,82,1307,42,68,7,3,1425,82,0,3,0,0,86,900,3,8,0,3,909,85,5,6,0,0,101,264,8,6,3,0,283,336,12,5,0
LGA27450,11,3,0,70,71,9,5,0,0,85,731,94,68,15,11,914,71,17,11,7,6,117,15697,3027,2539,421,168,21847,15463,1012,1679,394,84,18638,8,0,0,0,0,8,3,0,0,0,0,6,33,7,8,0,0,54,277,60,31,32,7,399,6,0,3,0,0,13,7,3,5,0,0,18,21,4,0,0,0,22,63,9,17,0,0,88,10,0,0,0,0,10,39,0,9,3,0,54,251,19,19,4,4,293,51,0,0,0,0,54,45,4,5,3,0,63,0,0,0,0,0,0,44,3,4,0,0,56,42,12,3,5,0,60,37,3,3,0,0,46,28,0,3,0,0,34,6,4,3,0,0,11,105,13,14,0,5,140,22,0,0,0,0,22,76,18,23,3,0,122,273,24,25,10,3,343,8,0,0,0,0,14,162,6,13,3,0,180,20,0,5,0,0,28,36,0,4,0,0,43,118,9,26,4
