POW_LGA_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,20,28,55,3,0,7,5,0,0,5,101,20,38,29,3,12,13,4,6,7,127,7,16,19,6,26,22,3,3,3,110,10,17,10,13,21,18,3,13,5,110,10,18,21,6,26,19,4,12,3,122,10,23,21,13,22,13,4,13,4,135,12,29,19,18,27,27,14,16,0,169,13,24,29,16,38,29,6,24,3,181,13,31,32,26,36,23,7,27,0,205,18,38,23,20,25,11,0,17,0,159
LGA26170,4,0,0,0,0,0,3,4,0,24,0,3,0,4,0,4,0,8,0,18,0,3,7,0,3,3,3,4,5,32,4,8,0,0,0,4,0,6,3,24,3,6,3,0,6,4,0,3,0,28,0,3,0,0,0,3,0,0,0,16,0,8,3,3,0,0,0,0,0,29,0,4,0,0,0,3,0,0,6,14,0,6,0,0,0,0,0,8,8,18,27,40,18,16,15,28,8,45,48,242,77,419,72,26,65,54,16,18,34,779,44,117,88,63,162,162,35,57,23,753,45,95,86,79,164,198,44,97,35,837,51,130,105,80,164,188,74,143,13,947,50,135,130,95,167,183,65,190,16,1027,43,113,114,87,149,201,77,195,26,1004,38,149,145,122,193,214,71,239,26,1203,66,149,174,132,231,243,90,248,26,1359,83,170,187,115,158,224,79,235,21,1277,70,222,187,129,136,158,74,186,29,1193
LGA26260,5,0,0,0,0,0,0,0,5,15,0,3,5,0,0,0,0,0,0,16,0,0,0,0,0,4,4,0,0,9,0,0,0,3,0,0,0,10,0,17,0,3,0,3,0,0,0,3,4,12,0,0,5,0,3,8,0,4,0,15,0,0,4,4,0,4,0,0,0,19,0,5,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,3,8,14,6,21,13,11,14,22,10,28,17,148,38,212,43,15,52,42,12,10,18,449,30,64,60,48,129,161,39,47,10,582,45,84,52,45,143,166,51,96,12,697,51,95,81,38,106,123,37,82,18,629,36,72,107,54,102,145,47,90,14,664,17,74,114,47,104,150,37,116,9,680,27,66,73,69,133,168,48,163,12,755,30,65,95,99,134,182,39,145,8,805,48,110,115,84,119,154,55,167,14,864,44,101,108,70,105,138,37,142,8,750
LGA26350,9,3,4,3,3,3,0,0,10,31,6,3,4,0,0,0,0,0,5,14,0,0,0,0,0,11,0,4,7,22,0,3,0,0,4,0,0,10,6,23,3,3,5,0,3,3,0,0,6,27,0,4,4,0,0,0,0,3,9,21,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,5,6,4,9,3,0,0,0,0,0,7,27,31,35,27,7,20,34,8,21,65,253,424,1880,263,63,54,56,8,13,26,2782,891,2901,1554,507,1038,780,144,141,145,8106,491,1159,1291,668,2278,1921,432,554,147,8939,524,838,931,613,2065,1921,475,691,135,8194,374,735,864,590,1516,1517,396,779,115,6892,189,546,696,461,1075,1152,322,744,69,5259,164,574,636,431,933,1112,365,823,60,5096,165,565,692,482,955,925,320,840,64,5012,163,493,581,465,706,770,219,675,47,4117,157,567,486,321,492,460,148,391,40,3058
LGA26430,0,0,4,0,0,0,0,3,0,11,0,0,0,0,0,4,0,7,3,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,5,5,8,6,12,4,14,5,19,6,68,26,119,21,10,15,26,9,3,12,241,17,44,36,10,70,71,10,17,9,278,9,36,24,16,75,76,10,36,4,291,20,37,35,23,60,90,18,43,10,340,20,47,42,31,64,68,20,48,8,357,11,39,40,20,44,77,17,68,7,327,13,34,52,26,60,87,16,74,3,358,14,43,38,37,59,86,20,78,12,385,25,44,50,46,84,78,20,88,0,429,22,68,60,54,71,74,7,52,4,423
LGA26490,4,5,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,5,9,0,0,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,4,0,0,10,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,22,7,8,9,15,3,10,11,90,149,599,62,21,37,41,0,10,13,941,117,337,186,100,213,176,34,36,16,1231,69,170,151,82,235,217,43,74,15,1050,90,176,138,102,237,244,70,101,18,1170,82,224,193,94,207,232,58,161,22,1271,52,185,179,108,206,234,51,156,20,1180,45,150,152,142,214,243,61,169,14,1199,45,154,153,110,170,202,61,175,19,1085,47,167,175,107,155,164,39,157,10,1023,59,218,154,81,105,117,31,100,13,859
LGA26610,3,0,5,0,4,0,0,0,5,23,0,0,0,5,0,4,0,0,3,14,0,0,3,0,0,5,0,0,4,17,0,3,5,0,0,0,0,0,3,13,0,4,0,3,0,4,0,4,8,20,5,0,0,0,0,0,0,4,7,18,0,0,0,5,0,0,0,6,0,16,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,3,0,0,0,7,16,13,21,19,16,21,9,24,38,175,37,288,41,18,66,64,14,15,14,560,38,94,91,76,242,210,43,56,16,869,72,84,94,93,270,287,59,122,43,1125,70,125,122,91,270,239,59,150,35,1160,48,110,124,95,216,203,69,154,34,1052,25,97,110,85,185,209,75,156,29,969,24,90,85,66,193,188,65,129,20,857,23,74,96,94,205,188,64,170,19,952,52,88,115,100,196,218,64,171,25,1036,38,126,100,91,140,182,56,116,16,856
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,3,0,14,3,6,4,3,3,13,0,9,4,46,11,71,4,4,13,10,0,0,0,109,0,14,18,10,27,21,5,14,0,114,11,12,19,17,39,38,8,18,4,166,14,22,22,8,29,30,4,27,4,170,6,22,19,15,28,37,15,33,5,185,6,14,23,17,23,34,9,36,3,171,10,14,19,24,29,30,10,59,0,190,9,28,42,18,36,30,5,52,4,233,14,45,28,20,38,48,15,52,0,260,23,41,39,24,24,48,6,55,7,265
LGA26700,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,5,4,4,5,6,0,28,0,7,0,0,0,3,3,4,0,14,0,5,0,0,0,4,0,5,0,16,0,8,0,0,0,0,0,5,0,14,0,3,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,3,3,16,10,26,18,12,17,22,5,33,18,159,112,525,81,44,115,68,13,17,30,1006,36,134,128,102,266,201,32,43,30,983,78,103,124,113,298,276,77,88,16,1165,76,122,147,121,241,248,64,124,23,1173,54,146,177,132,260,268,75,140,17,1273,48,121,178,139,254,277,80,181,13,1288,59,116,187,165,294,308,96,184,12,1421,53,142,181,160,343,276,107,210,34,1506,73,131,190,180,273,260,88,217,16,1425,97,187,191,130,240,188,53,148,17,1251
LGA26730,0,4,0,6,0,0,0,0,0,11,0,3,0,4,0,5,0,0,4,10,0,0,0,0,5,0,0,0,7,11,0,0,0,5,0,4,0,5,0,15,0,0,7,0,3,0,0,4,3,23,0,0,0,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,8,19,22,19,6,13,24,3,17,29,155,112,821,95,41,164,104,36,18,25,1415,88,246,188,118,395,309,63,78,31,1516,111,183,167,160,502,403,90,131,42,1786,138,232,203,157,398,415,102,137,36,1814,83,226,252,183,329,317,113,176,26,1701,76,234,270,171,294,347,91,205,33,1709,73,173,259,184,382,355,106,217,21,1765,88,172,250,209,396,371,117,243,22,1864,77,189,265,190,359,298,88,190,26,1673,95,259,197,141,212,235,77,131,19,1366
LGA26810,0,0,0,0,5,0,0,3,0,19,0,4,3,5,0,0,0,5,4,23,0,3,0,3,5,3,3,11,0,28,0,0,3,0,9,6,0,7,3,29,4,4,0,0,4,5,3,12,4,28,9,4,5,0,3,0,0,4,5,40,0,0,0,0,0,6,0,5,3,20,0,0,0,0,0,0,0,4,4,13,0,6,0,3,0,0,0,8,9,23,24,29,21,17,27,34,10,57,46,265,112,562,92,33,115,131,24,36,33,1132,79,205,150,143,284,318,84,140,47,1447,103,163,167,123,358,401,115,237,27,1698,116,221,186,105,303,396,114,250,29,1732,89,222,226,144,272,390,124,277,27,1772,62,149,192,147,277,357,128,337,22,1673,58,152,204,153,304,373,118,351,31,1739,97,173,207,182,317,375,104,360,33,1840,113,192,216,147,336,337,93,300,29,1762,103,249,239,146,237,270,79,259,27,1607
LGA26890,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,3,5,0,0,8,6,12,4,39,8,22,7,8,10,14,4,0,0,73,0,4,4,8,18,28,16,16,3,93,10,12,13,5,20,33,14,30,3,140,4,18,5,8,12,31,9,43,3,131,3,20,13,9,17,18,5,45,3,137,5,3,13,11,9,25,9,51,4,135,4,14,14,18,15,34,7,33,5,146,5,22,20,6,13,51,10,63,4,198,3,26,17,19,18,47,19,61,0,224,11,28,19,13,9,39,11,63,8,195
LGA26980,4,0,0,0,0,7,0,0,15,32,0,3,3,8,4,6,0,3,3,31,4,4,6,0,13,0,0,4,0,33,0,8,0,0,4,6,3,0,7,35,0,3,9,5,7,7,0,0,10,42,4,8,8,3,7,0,0,5,3,34,0,4,3,0,0,0,0,6,6,14,3,8,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,4,14,37,44,40,19,43,36,5,14,78,316,381,2422,289,70,106,106,18,13,37,3437,380,2191,1223,560,1089,910,176,173,128,6830,349,926,953,701,2220,1907,398,481,172,8103,539,838,1020,700,2224,2043,463,690,146,8670,421,986,1165,743,2158,1955,438,755,128,8743,226,882,1047,696,1780,1847,394,744,104,7718,221,826,1022,770,1768,1783,473,984,65,7906,224,785,1029,770,1662,1702,498,1027,88,7786,250,780,944,680,1430,1363,407,858,66,6777,277,784,721,533,1015,854,254,483,30,4950
LGA27070,6,3,7,3,8,5,3,4,9,48,5,3,10,0,6,7,0,3,18,60,5,10,6,5,8,6,0,3,16,48,4,0,12,3,7,9,0,0,10,42,0,6,4,3,15,12,5,0,11,45,3,9,3,4,4,0,0,6,7,36,0,5,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,5,0,0,11,13,27,60,47,37,56,65,11,35,120,465,317,2583,454,134,219,173,33,26,52,3989,359,1732,1260,564,1301,1074,225,254,173,6945,353,840,977,628,2135,1901,489,702,243,8258,522,899,1046,685,2032,2036,490,850,214,8780,361,986,1114,778,1981,1904,455,899,178,8647,227,819,919,705,1723,1763,409,805,127,7486,205,754,838,648,1660,1615,472,826,93,7117,231,621,797,605,1563,1445,403,847,101,6612,201,571,680,507,1387,1186,322,646,95,5607,209,549,526,387,888,771,183,413,48,3971
LGA27170,0,0,0,0,0,3,0,0,10,11,0,3,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,5,0,14,4,0,0,0,0,4,0,6,0,13,0,0,0,3,0,6,0,3,0,16,0,4,0,0,0,0,0,0,0,8,4,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,7,13,12,17,7,9,15,26,4,22,32,136,106,676,123,57,199,262,36,42,34,1534,63,250,205,181,424,574,123,149,49,2007,109,156,192,180,470,592,164,246,52,2160,148,200,250,189,479,595,169,278,46,2354,101,187,243,196,508,497,162,315,51,2263,73,174,215,209,447,542,149,318,23,2148,58,151,202,193,498,498,183,330,23,2137,79,131,213,204,491,518,183,348,27,2188,81,153,197,190,440,445,120,240,29,1893,88,188,191,159,340,255,91,166,16,1483
LGA27260,6,6,0,8,18,12,4,3,16,79,9,4,6,11,8,15,0,5,14,59,4,10,4,0,8,4,0,0,12,41,3,3,3,3,9,5,0,11,3,43,10,4,0,0,8,6,0,3,10,32,4,3,5,0,3,9,0,0,5,29,0,0,4,0,0,0,0,0,4,15,0,0,0,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,14,14,42,63,45,34,58,85,10,35,145,522,447,2974,561,186,245,221,50,53,75,4805,406,2051,1581,664,1595,1181,261,328,248,8317,421,1131,1515,787,2553,2278,642,870,315,10519,575,1084,1355,836,2940,2545,678,1152,336,11502,519,1231,1458,1082,3028,2860,693,1269,293,12429,362,953,1161,790,2574,2433,651,1172,176,10277,270,730,946,725,2134,2090,583,1258,137,8879,262,681,713,646,1963,1737,565,1107,116,7798,259,568,627,494,1690,1405,424,868,78,6418,200,556,505,345,1003,846,234,503,63,4251
LGA27350,6,0,4,0,8,7,0,4,19,45,4,3,0,3,3,0,0,8,12,39,0,3,3,4,3,7,0,4,5,40,5,0,5,0,6,7,3,0,9,28,0,8,3,0,0,0,0,4,3,23,6,0,0,0,0,0,0,0,4,19,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,10,18,47,44,27,21,40,35,11,29,115,363,286,1292,217,77,86,74,11,10,37,2087,624,2339,1578,701,1646,1365,281,279,161,8966,655,1507,1504,1071,4230,3859,879,1103,236,15039,917,1163,1333,1155,4280,4290,1076,1704,211,16130,727,943,1257,1096,3198,3597,876,1628,168,13498,313,726,966,812,2236,2762,759,1490,120,10183,229,614,757,720,1787,2148,672,1494,97,8521,217,603,717,673,1485,1694,572,1278,81,7324,203,499,654,545,1171,1197,389,833,57,5559,200,492,493,460,760,790,227,502,44,3962
LGA27450,3,4,0,0,0,6,0,3,3,21,4,5,10,0,0,6,0,6,3,24,4,7,4,0,0,5,6,3,6,31,7,4,0,0,4,0,0,3,12,37,3,4,4,3,0,8,0,0,3,36,4,9,6,5,4,3,0,4,9,35,0,3,0,0,0,3,0,5,3,15,0,0,0,0,0,5,0,0,6,16,0,5,0,0,0,0,0,0,5,10,36,38,36,13,26,37,9,25,75,294,497,2219,327,115,226,218,44,29,50,3730,330,1095,739,363,814,716,134,189,93,4474,247,539,447,310,958,918,229,340,87,4082,296,556,551,328,871,933,248,469,81,4347,220,719,624,373,796,793,273,457,72,4331,168,656,630,423,760,853,212,589,68,4352,192,600,666,423,871,933,262,668,74,4687,222,570,655,492,946,885,294,653,64,4781,237,641,653,444,806,724,250,548,57,4364,195,640,527,382,614,504,154,333,43,3385
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,6,0,0,0,6,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,3,6,0,8,0,11,11,46,5,80,11,0,5,16,0,8,10,133,10,11,22,16,35,38,5,21,5,164,15,26,19,19,42,54,17,27,9,217,10,26,31,18,33,49,16,42,9,226,5,31,26,12,24,52,10,39,6,204,8,17,23,22,30,44,8,33,4,183,0,21,32,20,35,54,17,47,4,217,20,29,30,23,37,53,23,57,6,263,22,30,48,21,44,60,15,81,5,322,30,46,44,35,40,61,8,79,0,342
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,18,83,52,26,27,11,3,6,4,235,67,164,149,73,85,42,17,20,13,622,26,105,103,43,68,62,11,23,11,451,20,37,43,23,47,32,13,20,3,235,6,13,26,15,31,22,10,18,0,145,11,8,20,8,20,18,8,22,0,122,0,19,17,0,21,30,11,40,5,138,6,15,17,8,16,21,9,28,0,124,7,16,23,8,14,22,7,31,0,133,7,24,21,6,24,12,3,12,4,117
LGA29499,18,28,24,10,26,49,9,26,30,226,17,29,27,13,18,42,8,30,36,213,21,29,21,7,20,27,7,30,30,204,31,44,21,11,19,45,13,41,47,263,32,51,32,28,12,40,8,21,27,250,46,53,35,24,16,34,14,24,17,262,21,46,26,11,3,17,0,9,9,139,18,20,9,0,0,4,0,7,9,78,21,11,9,0,5,5,0,5,26,86,269,366,247,140,161,350,65,240,342,2182,464,1679,340,221,840,1196,192,179,155,5273,804,2888,1504,824,2271,3531,697,758,392,13672,804,1975,1723,1078,2746,4229,965,1609,437,15558,1009,2018,1820,1126,2648,4551,1017,2078,464,16737,952,2064,1723,1168,2310,3832,935,2107,399,15491,776,1966,1512,1148,1770,3358,746,1873,322,13467,856,2118,1667,1118,1787,3126,759,1789,299,13522,867,2342,1846,1210,1702,2806,662,1787,293,13516,902,2375,1831,1122,1473,2191,517,1357,208,11974,977,2421,1492,970,969,1538,340,836,192,9740
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,6,0,11,0,20,3,0,0,0,0,0,0,8,0,14,4,0,0,0,6,4,0,13,0,24,3,0,3,0,0,3,0,22,0,36,0,0,0,0,0,4,0,28,0,35,3,0,0,0,0,8,5,21,0,35,6,0,0,3,0,0,0,8,0,18
