POW_LGA_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
LGA26260,3,11,13,21,7,0,0,49,0,0,10,6,9,9,4,0,35,0,4,6,4,4,5,0,0,25,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,18,59,56,83,94,39,0,357,3,3,0,0,0,4,0,0,14,47,3,0,3,4,3,3,0,60,13,0,9,3,5,12,0,0,46,15,13,13,3,11,21,6,0,84,12,6,6,8,9,14,0,0,58,9,9,13,11,16,17,8,0,81,15,23,23,14,21,34,13,0,155,8,35,24,20,26,34,12,0,157,0,16,26,17,32,17,3,0,118,0,7,13,8,12,13,3,3,54,0,6,8,4,5,5,4,0,34,0,0,10,0,7,3,0,0,13,0,0,0,3,3,3,0,0,11,0,0,0,0,0,3,0,0,4,0,0,0
LGA26350,0,14,12,21,21,5,0,79,0,0,8,11,15,15,10,0,62,0,0,11,20,27,18,13,0,83,0,0,7,18,17,14,10,0,71,0,0,0,0,0,0,0,0,6,0,0,3,7,0,0,0,0,8,0,0,0,5,0,0,0,0,8,38,106,187,151,152,174,73,10,885,7,5,7,5,5,3,0,0,31,302,30,3,3,4,4,0,0,342,109,68,32,17,20,7,17,0,267,31,104,48,18,30,20,11,6,268,27,107,89,37,28,27,15,0,328,12,118,154,49,52,57,21,3,467,12,111,157,68,63,60,23,0,492,8,58,136,81,77,63,25,0,455,0,29,123,63,50,60,20,7,347,0,12,43,34,27,29,10,0,147,3,5,18,19,22,13,7,0,85,0,3,8,14,17,13,9,0,64,0,4,13,10,21,5,6,0,57,0,0,3,8,5,0,0,0,14,0,0,0
LGA26430,0,8,3,7,3,3,0,26,0,0,0,3,5,3,0,0,12,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,33,39,42,24,4,172,0,0,0,0,0,0,3,0,5,26,0,0,0,5,0,3,0,44,17,6,3,6,10,5,8,0,47,3,5,0,5,0,4,8,0,27,5,9,3,8,10,15,7,5,59,8,4,13,10,8,16,8,0,70,13,15,23,16,17,23,12,0,123,3,21,32,26,15,35,8,0,139,3,9,20,23,23,26,10,3,112,0,4,5,4,8,9,3,0,44,0,0,0,4,4,5,5,3,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
LGA26490,3,10,6,8,10,0,0,34,0,0,4,7,10,6,0,0,20,0,0,0,8,3,3,0,0,18,0,0,4,4,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,9,16,36,57,57,67,60,21,0,313,8,0,5,0,0,3,0,0,14,137,6,0,3,0,7,4,0,151,53,11,11,8,5,18,5,0,109,19,19,20,11,18,12,4,0,102,10,27,18,13,15,17,15,0,107,8,31,26,16,15,32,18,0,148,9,30,36,17,19,29,9,0,146,8,24,34,24,34,23,13,0,157,3,13,23,22,22,16,5,4,111,0,0,12,13,19,7,4,0,53,0,0,10,5,11,6,0,0,37,0,4,4,8,6,3,0,0,25,0,0,0,5,9,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0
LGA26610,0,14,16,16,30,3,0,80,0,3,9,7,10,16,0,0,45,0,0,7,3,8,7,0,0,29,0,0,0,6,3,8,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,24,41,127,101,131,167,57,3,649,3,4,0,4,0,0,4,0,13,47,0,3,3,8,4,0,0,56,29,7,10,9,3,8,0,0,72,9,16,16,6,11,11,12,0,78,4,8,20,27,33,19,10,3,131,7,23,73,48,37,33,15,0,234,7,34,97,67,46,46,10,0,310,5,45,124,91,67,71,9,0,413,0,24,91,63,35,48,7,0,277,0,9,18,16,18,20,7,0,84,0,5,9,4,4,12,0,0,31,0,0,0,3,6,3,0,0,12,0,0,5,3,3,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0
LGA26670,0,0,5,9,10,0,0,24,0,0,0,6,3,0,0,0,10,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,26,31,36,13,0,118,0,0,0,0,0,0,0,0,5,23,5,0,0,0,4,0,0,26,7,0,4,0,0,4,0,0,18,0,0,3,0,4,4,3,0,18,0,0,8,3,5,9,0,0,17,0,6,4,3,3,7,3,7,29,0,5,19,4,16,10,3,0,60,0,6,12,5,4,13,0,0,53,0,3,8,7,8,11,7,0,47,0,0,7,6,3,8,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,8,11,10,30,27,3,0,92,0,4,4,4,15,19,3,0,54,0,0,4,8,13,3,3,0,31,0,0,3,6,9,8,0,0,30,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0,0,7,0,0,4,23,53,113,116,196,223,69,3,798,10,0,0,0,3,5,0,0,13,145,0,6,0,6,3,8,0,167,62,12,5,3,12,14,8,0,120,19,5,5,13,15,20,11,0,83,13,11,10,21,14,12,18,0,105,17,21,30,34,34,40,16,5,190,19,32,38,31,46,52,10,0,231,21,38,32,56,57,64,10,0,262,9,20,38,35,43,44,7,0,189,0,7,11,18,25,23,8,0,82,0,3,7,0,11,11,0,0,32,0,0,5,0,6,0,0,3,21,0,0,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6
LGA26730,7,18,14,35,38,10,0,119,0,0,21,12,21,22,5,0,86,0,0,7,9,15,7,3,0,45,0,0,3,7,14,12,0,0,43,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,16,33,57,145,122,185,229,58,4,836,4,0,0,0,4,5,0,0,17,171,3,0,4,3,5,3,0,191,84,8,11,11,5,21,7,0,146,23,24,10,10,18,22,9,0,116,10,19,24,16,32,28,17,4,146,8,25,37,37,40,51,14,3,221,5,36,41,36,53,43,18,5,241,8,44,115,80,66,53,4,0,369,3,47,123,67,53,44,8,0,352,0,7,48,41,20,25,3,0,144,0,0,9,9,11,11,0,0,44,0,0,0,9,0,4,0,0,14,0,4,8,0,5,3,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0
LGA26810,13,39,27,39,34,7,0,157,0,5,17,24,29,31,4,0,113,0,0,10,14,14,19,3,0,59,0,0,11,21,23,15,5,0,73,0,0,0,6,8,10,0,0,22,0,4,0,12,8,9,0,0,28,0,0,0,3,0,8,3,0,8,31,54,176,182,238,267,83,7,1049,10,4,0,3,0,0,0,0,21,121,0,3,8,10,12,4,0,162,44,10,15,14,9,20,9,0,111,11,19,12,12,14,23,3,6,104,10,16,12,26,23,39,19,0,153,15,32,34,50,38,53,20,3,241,9,44,41,50,58,64,20,0,281,14,44,87,65,77,69,16,6,371,11,24,69,50,42,58,15,0,257,0,8,21,29,34,22,9,0,122,0,12,11,13,24,18,5,0,81,0,3,12,13,4,11,0,0,48,0,4,18,21,19,7,0,0,74,0,0,3,8,7,0,0,0,14,0,0,3
LGA26890,6,3,9,3,9,5,0,30,0,3,0,3,5,4,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,18,16,15,25,10,0,103,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,9,0,0,4,0,4,0,4,0,16,6,4,0,4,4,9,0,0,30,5,7,6,0,5,0,0,0,29,3,7,11,7,12,10,5,0,55,4,6,11,9,8,9,0,0,43,0,0,3,6,3,7,0,0,24,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,5,34,21,53,38,9,0,164,0,4,10,20,23,25,6,0,92,0,0,9,11,10,21,3,0,58,0,0,9,13,22,25,9,0,80,0,0,6,3,0,0,0,0,8,0,0,0,3,3,0,0,0,10,0,0,6,0,8,9,0,0,20,107,277,405,334,413,452,119,10,2116,17,5,4,3,9,4,0,0,45,409,39,12,3,6,13,3,4,496,179,84,22,24,34,42,18,4,408,51,76,50,41,55,61,22,0,366,23,81,74,40,40,60,25,0,344,24,99,125,64,74,94,36,14,531,10,78,129,85,113,111,32,5,561,4,67,150,103,111,109,42,0,590,5,39,119,93,103,105,37,4,499,0,14,45,52,43,37,14,0,201,0,6,27,22,21,33,4,0,114,0,5,18,21,27,16,3,0,83,0,0,27,22,31,12,0,0,90,0,0,3,0,4,9,0,0,15,0,0,5
LGA27070,33,185,196,184,154,30,0,782,0,15,93,154,153,115,24,0,557,0,10,58,72,58,47,10,0,250,0,3,51,59,58,48,9,0,228,0,3,5,19,19,9,0,0,48,0,0,4,13,9,6,5,0,32,0,4,9,13,17,8,0,0,47,100,473,1382,1451,1301,1107,266,17,6090,16,9,4,8,9,10,0,0,50,385,28,11,15,12,5,5,0,466,226,75,42,14,33,41,30,4,459,60,109,49,48,64,63,20,0,412,38,125,96,78,72,75,34,5,519,34,156,154,100,135,132,42,8,770,19,138,244,175,199,189,36,3,1005,24,190,363,294,362,259,44,5,1540,11,98,279,246,261,175,30,0,1107,9,41,157,133,120,101,24,0,577,0,12,79,88,62,47,11,0,301,0,6,54,33,39,20,0,0,164,0,9,43,59,48,33,6,0,212,0,0,0,14,10,4,0,0,37,0,0,9
LGA27170,25,81,94,74,67,19,0,355,0,9,48,59,53,54,10,0,239,0,9,38,55,40,38,4,0,184,0,0,40,29,43,25,7,0,145,0,0,0,0,0,0,0,0,3,0,0,4,0,4,4,0,0,11,0,0,3,0,0,8,8,0,15,53,162,462,401,442,410,124,13,2057,9,0,0,4,0,0,0,0,15,144,5,3,6,5,3,4,0,168,65,5,4,9,8,18,12,0,120,24,23,10,11,20,13,8,0,111,22,16,25,15,19,26,8,0,120,16,24,33,43,37,44,17,0,224,15,37,75,49,40,46,21,5,288,15,49,102,97,69,84,15,0,429,5,33,91,77,67,67,18,0,356,0,16,29,45,35,33,3,0,162,0,6,23,19,30,24,0,0,104,0,0,13,13,25,21,0,0,70,0,3,0,15,7,6,5,0,36,0,0,0,0,0,0,0,0,0,0,0,7
LGA27260,99,584,621,465,340,44,0,2165,6,46,372,390,307,228,36,0,1391,0,20,191,218,160,118,20,0,725,0,15,114,162,142,125,22,0,581,0,5,3,16,22,16,3,0,58,0,5,12,21,23,5,0,0,67,0,13,36,27,28,26,3,0,135,267,1345,4160,3761,2916,2154,322,14,14929,29,3,17,11,11,5,5,0,83,443,36,16,12,15,9,10,0,544,276,89,63,42,41,45,13,0,576,106,114,91,68,62,73,26,0,542,59,122,129,86,69,68,15,0,555,49,173,202,150,123,115,40,0,864,37,168,287,220,198,128,33,12,1088,29,177,393,332,317,219,32,3,1501,23,121,336,259,283,207,32,0,1262,4,47,167,152,124,91,14,0,608,0,20,101,93,83,67,14,0,374,4,13,49,43,53,28,3,0,193,0,7,76,63,61,38,0,0,250,0,3,9,9,8,8,0,0,36,0,0,12
LGA27350,0,57,43,43,45,7,0,197,0,0,9,27,31,23,4,0,92,0,0,11,16,20,13,3,0,66,0,3,13,12,23,14,7,0,73,0,0,0,5,0,0,0,0,11,0,0,0,3,4,4,0,0,13,0,0,0,6,4,3,0,0,14,45,228,505,321,343,326,78,4,1856,8,4,9,0,0,0,0,0,22,194,29,9,3,4,10,6,0,262,98,66,23,22,14,27,11,3,272,43,92,43,12,25,27,6,0,255,29,101,89,34,31,37,7,5,332,23,146,164,55,38,46,22,0,505,9,126,146,76,76,80,19,4,537,7,86,217,94,87,98,24,0,611,5,46,159,78,77,54,32,3,444,0,12,65,54,48,44,0,0,217,0,5,43,30,38,28,18,0,160,0,3,13,22,34,26,5,0,105,0,12,42,39,60,38,6,0,194,0,4,3,0,6,3,0,0,18,0,0,8
LGA27450,17,49,64,104,90,25,0,358,0,12,39,47,61,50,8,0,208,0,0,18,21,26,23,0,0,96,0,0,17,22,24,28,4,0,96,0,0,0,7,3,3,4,0,21,0,0,3,8,0,6,0,0,14,0,0,3,8,13,8,0,0,28,62,167,355,410,560,574,180,16,2324,24,5,9,0,5,7,8,3,47,501,14,12,9,12,15,10,3,573,224,68,32,32,51,35,11,4,453,86,78,45,34,44,51,26,4,375,42,91,59,43,60,62,37,4,406,51,100,70,89,104,96,47,14,560,33,119,139,128,138,112,24,7,705,31,150,211,163,146,152,32,0,888,12,80,177,132,145,108,32,0,685,3,19,67,48,74,54,21,0,286,4,7,59,46,43,31,5,0,192,0,8,19,25,21,11,5,0,93,0,0,16,30,26,15,10,0,93,0,0,3,0,4,4,0,0,10,0,0,3
LGA27630,5,6,4,6,7,3,0,27,0,0,0,0,3,7,0,0,11,0,0,0,0,4,3,0,0,15,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,13,22,20,38,57,16,5,168,4,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,21,18,0,3,0,0,5,0,0,18,6,0,3,0,0,0,10,0,16,3,0,6,6,0,3,0,0,19,0,0,6,3,4,11,3,0,31,4,9,10,3,8,4,0,0,38,0,12,14,3,14,15,5,0,59,0,8,10,9,5,6,3,0,39,0,5,8,0,5,4,3,0,25,0,0,0,0,0,0,0,0,12,0,0,7,5,0,3,0,0,7,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,3,7,3,0,0,0,0,17,0,6,6,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,102,96,22,21,15,11,0,284,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,6,0,0,6,0,0,0,0,11,5,0,0,0,0,0,0,0,11,0,8,0,0,0,3,3,0,15,14,21,23,4,0,7,0,0,62,13,28,26,3,5,6,4,0,69,13,28,23,3,0,0,0,0,65,0,7,7,0,0,3,0,0,23,0,3,7,5,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,47,262,222,219,199,61,0,1021,0,30,188,195,202,140,34,0,790,0,12,116,128,131,96,27,7,522,0,14,144,184,159,107,28,3,641,0,0,23,34,47,23,10,0,133,0,0,28,26,31,21,7,0,118,0,6,24,30,35,33,8,3,138,139,718,2510,2248,2045,1820,633,68,10174,49,24,30,31,34,32,8,8,214,298,54,53,52,103,98,29,0,692,137,124,122,159,240,279,95,9,1163,75,150,195,206,318,334,134,27,1438,67,161,242,255,399,396,178,15,1709,90,268,431,417,507,584,200,52,2534,99,273,484,453,531,522,176,19,2564,86,332,711,563,636,543,155,15,3040,50,281,748,616,663,536,129,5,3025,13,151,510,426,424,388,92,5,2011,4,78,424,337,366,257,55,0,1527,0,47,279,253,238,171,32,0,1021,0,31,329,344,299,160,30,0,1192,0,10,50,65,62,33,4,0,225,0,4,38
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,4,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,8,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,3,0,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
