POW_LGA_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
LGA26260,0,0,0,0,7,4,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,28,119,135,101,177,156,25,46,7,797,0,0,0,0,0,0,0,3,0,4,12,69,0,0,0,0,0,0,0,86,8,28,5,0,0,0,0,0,5,43,8,24,8,0,0,0,0,0,0,41,0,19,18,6,0,0,0,0,0,44,12,21,33,6,7,3,0,0,4,88,5,15,23,21,23,12,3,5,0,98,4,10,6,19,34,27,4,4,0,97,0,4,0,6,29,18,9,4,0,73,0,0,5,0,8,13,4,0,0,38,0,0,0,0,0,9,3,5,0,20,0,0,0,0,5,3,0,0,0,12,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,9,0,16
LGA26350,13,28,22,28,82,108,23,62,0,371,6,11,7,8,13,24,5,15,0,89,9,31,23,13,21,23,12,26,4,160,0,7,3,12,9,7,0,3,12,52,279,1167,1063,663,1651,1175,190,266,40,6507,13,23,5,0,0,7,0,6,3,52,175,547,6,0,0,0,0,0,3,738,161,554,64,3,4,0,0,0,5,796,161,512,114,8,10,3,0,3,3,818,145,437,225,24,16,6,4,0,6,862,127,421,398,74,26,9,0,0,14,1080,125,211,277,136,160,39,0,5,9,956,63,122,179,124,303,108,8,21,11,953,41,57,91,78,309,156,34,26,9,798,13,34,38,18,162,120,23,21,8,428,16,19,7,22,115,93,24,42,4,348,3,9,12,7,52,48,10,38,0,185,10,15,13,7,51,103,33,49,0,284,5,6,3,4,22,24,8,24,0,97,5,12,16,14,15,52,29,104,7,243
LGA26430,3,0,0,0,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,21,75,59,35,59,52,9,11,6,336,0,0,0,0,0,0,0,0,0,3,0,35,7,0,0,0,0,0,0,33,0,13,0,0,0,0,0,0,0,16,5,3,0,0,0,0,0,0,0,8,0,10,3,0,0,0,0,0,4,13,4,5,12,4,0,6,0,0,0,30,5,5,12,12,19,4,0,0,0,53,3,0,4,0,10,8,0,0,0,33,0,0,4,0,4,8,0,0,0,20,0,0,0,3,0,0,0,0,0,9,0,4,5,0,0,3,3,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,5,0,4,0,8
LGA26490,0,5,7,3,19,14,6,13,0,60,0,3,3,0,4,4,0,0,0,15,0,7,10,3,0,6,3,3,0,27,0,3,0,0,0,0,0,0,5,10,49,262,232,142,225,140,27,53,19,1143,3,3,0,0,0,0,0,0,0,14,25,168,0,0,0,0,0,0,4,201,9,96,3,0,0,0,0,0,0,111,16,54,19,3,0,0,0,0,0,94,14,52,34,4,4,0,0,0,0,105,12,56,61,12,7,5,0,0,0,156,10,21,40,29,17,3,0,0,0,128,8,18,16,17,38,15,6,3,0,118,7,6,14,6,31,22,5,7,0,105,0,3,4,4,10,14,0,0,0,42,0,3,5,3,19,17,0,7,0,55,0,0,4,0,3,11,0,10,0,31,0,0,0,0,5,8,4,13,4,37,0,6,0,0,0,7,0,0,0,17,0,0,0,0,3,3,4,14,0,30
LGA26610,0,3,0,0,9,3,0,9,0,25,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,13,0,4,0,0,3,4,0,0,0,13,41,160,165,117,255,191,35,44,10,1027,0,0,3,0,0,0,0,6,0,13,9,76,5,0,0,0,0,0,0,89,5,58,7,0,0,0,0,0,0,73,8,31,16,4,0,0,0,0,0,57,8,26,27,3,0,0,0,3,0,67,9,22,41,12,11,9,0,4,0,106,0,6,19,24,23,18,0,4,0,101,3,6,11,14,53,27,6,3,5,121,3,3,0,6,24,27,9,5,0,81,3,0,4,0,7,14,4,8,0,46,0,0,0,4,4,7,4,4,0,25,0,0,0,0,3,4,0,8,0,19,0,0,3,0,0,12,0,8,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
LGA26670,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,39,30,33,26,3,5,3,183,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,0,0,0,0,23,0,10,0,0,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,6,0,0,9,6,0,0,0,0,0,15,0,0,0,5,9,0,0,0,0,16,0,0,0,3,6,5,0,0,0,18,0,5,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,5,3,0,4,12,14,5,5,0,54,0,0,0,4,3,0,4,0,0,9,0,3,0,5,3,3,0,8,0,12,0,0,0,0,0,0,0,0,0,3,65,197,237,209,353,243,59,64,15,1436,0,0,0,0,0,0,0,0,0,7,27,143,8,0,0,0,0,0,0,181,11,67,8,0,0,0,0,3,3,92,8,50,16,5,0,0,0,0,0,86,11,30,29,8,3,0,0,0,0,82,11,45,56,18,11,6,0,3,0,158,10,24,49,24,44,11,6,8,6,165,4,12,20,24,64,35,3,7,0,166,3,4,4,8,36,31,10,9,4,113,0,0,5,6,17,14,5,3,0,56,0,5,0,4,3,18,4,5,0,37,0,0,0,0,3,3,0,7,0,19,0,0,0,0,4,5,0,7,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,7
LGA26730,0,3,7,4,17,28,9,15,0,84,0,0,3,0,0,3,0,0,0,9,4,3,0,0,0,5,3,3,0,19,0,3,6,0,4,0,0,0,0,9,95,357,360,251,530,321,70,80,17,2065,6,3,0,0,0,0,0,0,0,19,38,279,0,0,0,0,0,0,8,327,9,154,25,0,0,0,0,0,0,188,13,73,28,5,5,0,0,3,4,136,14,68,48,17,9,4,3,5,6,156,12,74,108,29,29,5,0,0,4,262,15,33,60,41,78,22,3,0,0,254,3,21,24,29,96,47,3,14,0,243,3,10,6,13,53,46,14,10,4,169,0,6,3,5,24,17,10,13,0,78,0,6,3,0,9,23,8,9,0,55,0,3,4,0,6,11,0,8,0,35,0,5,0,0,3,7,10,12,3,40,0,0,0,0,0,0,0,6,0,11,0,5,0,0,0,8,0,9,0,21
LGA26810,4,0,0,8,11,28,7,12,0,73,0,0,0,0,0,0,0,3,0,8,3,4,0,0,0,4,4,7,0,22,0,0,6,0,0,5,0,3,0,18,74,274,266,185,370,329,61,78,19,1665,0,4,7,0,0,4,0,0,0,7,37,194,3,0,0,0,0,0,5,236,8,99,17,0,0,0,0,5,0,129,11,59,25,3,0,0,0,0,0,99,10,42,38,5,3,3,3,0,0,118,8,48,76,24,15,4,0,0,0,180,10,25,51,54,39,20,0,3,0,200,8,13,19,20,72,34,8,4,3,185,5,11,7,6,33,34,9,3,0,116,3,6,0,8,10,22,5,5,0,58,0,5,3,4,10,10,5,8,0,41,0,0,0,0,4,3,7,5,0,21,4,0,0,0,5,4,6,7,0,21,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,4
LGA26890,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,31,24,13,13,22,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA26980,18,31,30,36,179,210,105,101,3,710,3,11,3,8,19,46,17,25,0,129,0,13,8,0,15,34,8,37,0,114,5,15,13,0,16,14,3,0,3,75,407,1568,1636,1049,3022,1975,463,474,53,10661,10,18,12,6,5,10,0,0,3,63,96,689,10,0,0,3,0,4,0,818,62,586,69,9,3,3,0,0,8,741,44,332,106,15,6,8,0,0,3,524,41,232,194,23,7,12,0,7,3,518,44,201,308,60,37,22,3,0,5,681,43,112,175,103,133,48,7,0,9,637,28,65,95,71,225,139,19,14,6,674,23,44,47,54,217,164,20,33,9,615,16,22,21,26,138,104,27,32,0,391,13,13,18,10,70,97,25,26,6,270,4,11,11,3,41,48,5,25,0,150,6,7,7,15,46,68,23,38,5,206,0,0,0,3,12,17,3,13,0,52,3,3,5,3,11,32,7,33,0,84
LGA27070,10,11,19,18,85,127,35,77,0,383,6,3,0,3,14,21,6,18,0,64,0,8,14,0,17,16,6,17,0,70,0,12,11,3,16,18,0,4,7,74,236,1289,1272,780,2297,1528,294,392,68,8159,7,40,9,5,0,3,0,0,6,70,112,858,26,5,4,0,0,0,8,1007,108,734,126,6,4,4,0,0,9,991,66,384,150,22,7,3,3,3,5,628,55,328,230,21,21,7,0,3,6,671,64,228,356,114,58,30,3,9,0,871,41,129,236,166,172,57,0,21,10,833,35,71,116,111,328,112,25,22,11,823,20,29,44,50,263,197,46,44,7,703,9,9,24,19,122,139,29,46,0,390,12,15,14,10,74,104,26,42,0,296,7,7,3,4,52,62,11,29,3,175,3,11,7,8,49,73,31,61,0,247,3,0,3,0,8,11,9,13,0,49,0,7,0,0,12,16,10,28,6,70
LGA27170,10,5,7,3,24,33,20,20,0,126,0,0,0,3,0,6,0,0,0,11,0,0,0,0,0,9,0,0,0,13,0,0,0,0,3,0,0,0,0,10,107,248,324,249,644,492,118,111,17,2312,3,12,0,0,0,0,0,0,0,11,34,199,3,0,0,0,0,0,4,247,18,124,25,0,0,0,0,0,3,170,13,61,22,5,0,0,0,0,0,102,6,49,45,7,5,4,0,3,0,130,17,55,82,34,13,3,0,5,4,214,9,16,61,48,58,14,7,3,3,224,4,13,28,40,59,29,4,0,5,182,3,4,13,12,58,48,9,12,3,149,3,4,3,3,25,40,9,17,0,116,0,0,4,0,22,25,11,17,5,80,0,0,0,5,9,9,10,10,0,36,0,4,0,0,8,14,3,22,0,54,0,0,0,0,0,0,4,10,0,20,0,0,0,0,3,3,0,8,0,17
LGA27260,19,7,21,10,109,150,57,125,0,497,0,3,4,0,15,22,10,28,0,79,0,7,5,6,15,17,11,15,0,85,3,3,9,9,19,19,3,6,24,88,323,1178,1318,815,2736,2040,478,626,102,9619,24,49,9,3,3,6,0,7,0,104,137,909,23,0,0,7,0,0,5,1083,102,787,116,10,0,7,0,0,5,1033,70,458,187,22,8,5,0,4,8,765,54,295,262,32,13,6,5,3,6,673,64,232,392,108,61,21,0,6,13,896,55,117,224,192,188,54,14,26,15,884,51,76,113,106,331,149,24,23,7,880,23,37,62,53,293,187,39,43,9,747,5,14,18,18,133,150,32,55,0,434,9,10,21,9,79,98,30,54,7,313,0,6,12,8,48,72,13,40,5,200,9,5,6,3,47,87,27,76,0,268,0,4,0,0,10,16,9,27,0,75,0,5,4,0,5,15,7,33,0,72
LGA27350,25,20,32,29,213,270,95,149,0,830,4,10,7,8,17,49,16,40,0,154,5,14,19,8,22,65,20,62,0,220,0,5,8,0,15,13,8,3,13,69,408,1300,1459,1097,3454,2338,493,658,69,11281,10,13,3,0,0,0,0,0,4,35,52,358,0,0,0,0,0,0,7,424,56,298,31,3,3,0,0,0,8,406,49,269,70,7,5,3,0,9,4,415,52,246,154,8,11,3,3,3,0,485,57,216,246,72,29,16,3,7,16,656,60,125,203,117,116,37,4,10,6,681,30,92,121,106,225,91,20,14,9,700,32,52,79,66,332,206,35,42,4,859,22,18,28,40,212,201,40,35,5,607,16,18,15,17,167,194,35,48,3,510,9,7,12,12,96,124,33,45,0,336,16,10,14,15,145,212,66,98,0,581,10,0,0,0,13,49,21,37,0,134,3,4,8,8,17,75,24,106,0,248
LGA27450,10,12,26,10,49,59,13,31,0,212,3,4,6,5,4,12,8,10,0,46,0,10,15,4,7,20,5,9,0,65,3,5,10,4,13,9,0,0,13,61,211,1075,903,562,1030,683,144,193,57,4858,4,14,5,5,0,0,0,0,0,31,73,574,9,0,0,4,0,0,8,665,44,452,50,3,4,0,0,0,3,566,30,231,85,19,3,7,0,0,0,372,18,182,140,27,6,3,0,0,0,386,38,135,241,77,25,17,0,3,9,544,22,75,140,89,98,29,3,11,8,482,32,39,63,63,146,69,15,11,0,456,21,23,19,18,101,71,18,7,0,290,12,12,12,18,58,56,13,12,0,195,4,12,10,10,31,42,15,25,0,139,4,6,8,3,12,16,9,15,0,65,3,3,3,10,14,31,14,24,0,117,0,0,0,7,3,3,6,7,0,25,0,5,0,5,0,13,0,14,0,36
LGA27630,0,0,0,0,3,5,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,6,51,47,16,38,33,7,22,3,223,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,14,0,9,3,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,23,0,0,8,4,6,9,0,0,4,31,0,3,0,3,9,9,0,0,0,24,0,0,0,5,4,6,5,0,0,17,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA29399,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,25,22,14,29,21,5,10,3,134,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,11,0,4,10,3,0,0,0,0,0,16,0,4,8,0,0,0,0,0,0,10,0,14,15,0,4,0,0,0,0,40,0,14,15,9,0,4,0,0,0,45,0,7,17,11,0,9,0,0,0,47,0,4,8,3,8,3,0,5,0,31,0,3,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA29499,19,41,20,16,71,107,34,69,3,370,7,5,3,0,13,24,0,19,0,78,10,17,5,6,15,32,7,24,0,126,3,16,11,3,14,16,0,8,18,86,512,1674,1003,558,1246,1086,213,452,138,6882,15,17,4,5,7,15,0,8,3,67,42,158,7,0,0,0,0,0,3,219,71,157,25,6,4,3,0,0,8,280,53,185,36,7,5,4,0,0,17,304,63,179,74,16,15,3,0,0,7,351,89,159,142,33,10,10,0,3,7,459,57,112,135,39,44,28,3,7,8,428,48,69,101,84,107,63,10,20,11,503,38,62,56,42,154,131,19,35,3,541,22,24,33,23,130,129,29,35,3,436,12,22,20,29,89,127,23,34,0,365,8,10,16,24,57,64,7,23,0,212,9,24,11,6,51,99,21,45,5,278,0,10,5,6,14,28,8,16,3,77,3,12,6,7,4,38,6,28,3,116
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
