POW_LGA_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
LGA26260,44,10,90,26,29,15,12,21,7,241,45,4,38,10,17,8,16,18,5,162,20,5,25,9,9,4,11,3,4,81,28,6,30,3,0,4,0,0,0,75,3,0,10,0,0,0,0,0,0,15,27,0,0,0,4,5,0,0,0,33,7,0,7,6,0,0,3,0,0,20,391,68,567,259,196,126,119,236,30,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,8,0,11,3,0,0,0,0,0,0,4,0,7,0,0,0,4,0,4,0,3,0,14,3,0,0,3,8,6,0,0,0,27,3,0,3,5,0,0,0,8,0,26,8,0,0,3,4,3,0,0,0,18,3,0,0,0,5,0,3,0,0,10,3,0,0,3,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7
LGA26350,99,52,309,79,87,37,18,40,9,726,89,49,238,42,62,45,15,22,7,561,66,42,152,26,30,19,19,21,4,382,101,48,225,34,35,45,12,15,4,516,29,12,26,4,5,7,0,6,9,96,61,9,26,8,5,25,5,0,3,147,4,3,25,3,4,0,4,0,16,69,717,323,2080,1017,591,629,144,393,93,5981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,19,0,0,0,3,0,7,0,0,0,16,0,0,3,3,4,8,0,0,0,18,7,0,3,9,0,3,0,6,0,35,0,0,7,12,3,11,6,13,0,51,4,0,3,17,6,18,0,5,0,58,9,5,14,8,10,11,3,8,0,69,11,3,6,10,10,9,0,7,0,55,7,4,0,6,17,7,0,0,0,46,7,7,0,0,7,4,0,0,0,19,0,0,0,0,4,0,0,0,0,12
LGA26430,25,3,32,8,8,4,12,12,3,104,17,0,31,5,0,3,0,7,0,76,12,4,11,6,3,0,3,0,0,36,11,5,5,3,0,5,5,0,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,3,0,10,3,0,0,0,3,0,23,187,34,263,134,81,43,51,172,24,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,4,0,12,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA26490,63,15,153,25,23,11,16,26,0,325,57,8,126,8,14,3,11,12,0,236,34,7,72,4,5,6,8,10,4,152,53,6,53,6,8,13,7,5,4,159,14,0,12,0,0,4,3,0,0,37,12,0,16,0,4,8,3,0,0,49,9,3,18,0,0,5,0,0,8,45,414,87,931,349,191,155,91,223,34,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,3,0,8,0,0,0,5,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,3,0,18,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,17,3,0,0,0,3,4,0,0,0,18,3,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA26610,64,34,108,27,27,13,27,21,9,328,49,22,74,7,18,4,14,12,6,207,41,11,46,5,3,5,5,7,0,127,42,7,37,8,4,3,0,4,0,109,6,4,3,0,3,0,0,0,0,25,15,0,5,0,5,0,0,3,0,33,3,0,11,0,3,3,0,4,4,35,424,138,701,285,262,146,164,258,48,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,7,3,0,4,6,0,0,0,7,0,22,0,0,0,0,3,0,4,10,0,20,5,0,4,3,4,6,0,7,0,25,4,6,0,0,4,3,0,0,0,24,0,0,0,8,0,0,0,0,0,11,4,3,0,0,3,0,0,0,0,12,4,0,0,0,0,0,0,0,0,3
LGA26670,15,4,18,5,4,0,3,5,4,71,18,3,13,6,3,0,0,0,0,43,9,8,5,0,0,0,5,0,0,24,9,3,3,0,0,0,3,3,0,20,0,0,0,0,0,0,0,0,0,9,11,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,4,157,29,130,71,42,16,39,78,12,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,4,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,46,24,167,36,50,18,34,25,4,404,56,21,93,26,15,10,28,13,0,261,32,18,47,7,13,7,14,10,0,141,50,0,49,24,5,3,12,3,0,154,11,0,8,0,0,6,0,0,0,32,13,0,5,0,0,3,3,3,0,30,10,0,16,0,0,0,0,0,6,41,438,156,1056,528,367,232,251,342,45,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,4,0,4,0,14,0,0,0,0,0,5,0,3,0,6,0,0,0,3,3,7,0,5,0,25,0,0,3,5,9,11,3,9,0,32,0,0,10,13,6,10,3,11,0,51,0,0,0,3,10,3,0,6,0,25,0,0,3,3,8,0,5,0,0,17,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4
LGA26730,81,29,199,69,47,20,43,44,5,544,57,22,143,40,32,15,28,16,6,352,46,5,83,12,8,17,19,7,0,197,44,10,77,25,10,15,16,12,3,206,18,0,20,4,0,0,0,0,0,40,19,0,18,4,0,6,0,0,0,50,3,0,8,9,0,3,4,12,9,52,441,166,1309,794,495,314,241,373,61,4186,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,4,0,5,0,3,0,19,0,0,0,0,0,0,0,0,0,14,0,0,3,7,0,7,0,4,0,22,3,0,3,3,3,14,7,6,0,41,0,0,0,8,12,6,0,12,0,43,4,5,0,5,14,4,0,8,0,39,5,3,0,0,5,0,0,5,0,19,0,4,0,0,4,0,0,5,0,12,3,0,0,0,0,0,0,0,0,6
LGA26810,60,33,223,71,55,23,67,49,14,581,76,33,187,76,25,13,34,33,4,484,53,11,117,35,18,4,19,21,3,274,67,19,190,16,14,9,33,37,5,390,15,5,48,0,0,0,12,6,4,94,48,8,91,0,6,4,12,0,8,175,17,0,14,0,7,3,3,7,11,57,704,196,1655,766,407,248,359,513,88,4943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,3,0,3,0,16,0,0,8,0,4,3,0,10,0,19,5,3,9,3,6,6,0,10,0,37,0,0,3,10,10,6,0,6,0,42,6,0,5,0,8,0,0,16,0,38,5,0,0,4,10,3,5,9,0,38,5,3,0,0,6,0,6,0,0,22,5,0,0,0,0,4,5,0,0,13,0,0,0,0,0,4,0,0,0,7
LGA26890,9,0,6,8,6,0,8,9,4,47,22,0,3,0,0,0,0,5,0,33,12,0,6,0,0,0,0,0,0,20,11,0,9,0,0,0,4,0,0,30,5,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,10,162,7,78,38,32,7,28,51,11,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,139,75,381,156,157,51,38,46,8,1054,126,72,347,93,119,28,28,42,7,864,93,66,258,33,56,34,10,24,6,573,198,75,402,56,76,27,23,23,10,895,50,9,66,9,11,10,0,5,0,159,69,13,49,3,5,9,0,3,3,165,7,0,36,12,8,7,3,6,21,97,975,528,2893,1634,1194,572,382,551,114,8846,0,0,5,0,0,0,0,0,0,4,0,0,0,11,3,0,0,3,0,15,0,0,5,3,0,0,0,5,0,15,0,0,0,5,7,6,0,4,0,24,0,0,7,7,0,7,0,6,0,35,0,3,9,15,10,12,4,8,0,63,3,0,14,20,20,9,3,10,0,83,4,0,7,9,23,4,5,9,5,76,14,8,5,14,25,12,5,4,4,80,6,3,8,10,25,10,0,0,3,62,3,10,5,4,16,6,0,3,0,40,11,5,0,3,6,4,0,0,0,29
LGA27070,172,54,682,137,150,80,148,123,27,1578,150,37,566,61,102,48,137,78,24,1212,153,41,362,34,47,30,63,39,22,793,237,49,513,48,61,58,75,71,16,1111,62,10,58,7,13,12,20,21,0,199,79,10,63,3,10,14,8,21,3,209,15,4,71,13,7,0,11,11,29,166,1297,393,4394,1646,1240,921,1103,1172,226,12400,0,0,0,3,0,4,0,0,0,9,0,4,0,0,4,4,0,3,0,13,0,0,0,3,3,19,4,8,0,33,0,4,3,3,7,16,7,6,0,36,3,0,9,15,5,15,5,9,3,68,4,0,10,12,16,16,5,17,0,84,3,0,3,16,18,21,3,17,0,80,9,5,8,13,23,11,24,18,0,112,11,0,15,8,21,6,20,13,0,99,8,4,8,4,18,7,11,9,0,67,3,3,5,3,5,12,4,3,0,37,0,9,0,0,9,0,7,3,0,20
LGA27170,93,66,361,81,97,35,114,61,13,912,98,66,270,45,52,23,73,40,5,666,96,33,146,38,26,11,60,31,3,438,97,26,157,26,16,17,47,21,4,411,12,3,28,6,0,8,0,0,0,56,29,3,21,4,6,3,4,0,0,62,5,0,11,5,0,3,7,0,4,45,627,313,2046,872,666,331,624,511,89,6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,5,0,4,0,4,0,17,0,0,3,0,0,8,0,3,0,15,0,0,3,0,3,3,0,6,0,21,0,3,13,7,9,6,0,11,0,51,3,0,3,8,11,9,10,11,0,63,0,0,15,13,7,4,4,7,0,54,10,4,0,3,8,0,3,3,0,35,8,0,0,3,4,0,0,0,0,19,6,0,0,0,0,0,5,0,0,14
LGA27260,148,68,693,146,229,61,414,139,33,1935,192,63,537,140,150,48,252,103,35,1518,134,59,377,65,90,28,181,45,20,998,263,58,585,53,77,52,156,87,26,1355,52,4,91,13,9,10,26,15,0,214,77,7,66,8,7,10,19,17,5,213,15,3,57,16,20,4,16,10,39,179,1279,485,4478,1766,1456,907,2493,1379,299,14537,0,0,0,0,0,0,3,0,0,7,4,0,0,3,4,10,0,3,0,22,0,3,0,5,0,8,11,12,0,37,0,0,5,5,0,16,0,6,0,38,0,6,7,7,7,15,7,0,0,49,3,5,14,16,10,15,22,13,3,86,8,5,12,16,19,10,16,15,0,104,10,4,12,14,32,6,53,24,3,159,11,5,8,16,27,6,48,24,0,144,6,4,8,0,18,10,27,9,0,83,6,0,3,0,17,3,13,3,0,50,11,3,0,0,0,3,4,3,0,28
LGA27350,144,133,411,95,184,57,34,39,14,1103,164,114,391,61,106,64,15,37,18,965,125,91,308,24,58,36,19,27,10,697,235,143,487,50,68,38,13,57,13,1104,69,18,88,3,10,5,9,5,3,212,112,27,83,3,3,21,0,8,5,255,13,5,32,7,5,8,0,9,14,91,1150,793,3009,1086,1054,570,275,531,128,8595,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,12,0,0,3,6,0,0,0,3,0,13,0,0,4,3,3,3,0,0,0,20,0,0,0,8,5,9,0,3,0,29,3,6,8,14,11,9,0,3,0,55,8,3,11,20,9,6,9,13,0,74,9,6,12,12,24,14,0,18,0,98,17,9,8,16,34,3,4,3,0,89,14,9,13,4,18,3,0,0,0,62,9,5,0,4,17,4,0,0,0,43,11,6,0,0,5,4,0,0,0,32
LGA27450,149,38,630,98,113,46,112,88,20,1291,165,43,431,50,75,40,81,75,12,985,106,29,311,29,39,22,38,27,11,614,168,31,378,23,39,22,40,35,9,745,45,5,63,5,6,0,6,6,0,141,41,11,62,3,12,10,5,9,7,145,30,3,56,14,16,3,12,13,13,152,1240,358,4029,1470,951,559,635,1039,161,10445,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,9,0,7,0,31,0,5,8,8,10,15,0,12,0,52,0,0,3,7,12,9,0,13,0,46,0,0,12,11,11,5,0,9,0,49,3,3,11,16,13,13,4,13,0,78,8,0,8,8,12,13,3,18,0,76,9,4,10,5,15,13,8,13,0,77,12,5,8,5,12,5,3,8,0,67,5,0,8,0,11,8,0,4,0,31,8,8,9,0,15,0,4,6,0,38,4,0,0,0,3,0,0,0,0,10
LGA27630,28,4,22,6,9,8,11,6,0,94,18,0,14,7,6,0,3,3,0,47,17,0,3,0,0,0,6,0,0,33,20,5,11,0,0,4,3,0,0,35,4,0,6,0,0,0,0,0,0,5,16,0,0,0,3,0,0,0,0,25,4,0,0,5,0,0,0,0,0,6,201,26,153,103,52,36,44,77,17,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,0,12,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA29399,8,0,27,6,0,0,4,4,0,45,6,0,16,8,0,0,6,5,0,42,8,0,10,3,0,0,0,4,0,23,7,0,6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,67,11,127,112,27,34,76,49,14,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,10,0,0,0,4,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,389,132,4184,277,138,75,296,672,87,6250,447,86,3890,160,91,72,247,532,82,5604,298,89,2611,86,65,34,172,382,52,3788,472,116,3239,84,58,35,232,485,45,4765,103,26,506,22,3,8,44,89,18,811,114,39,343,26,12,15,43,60,16,671,69,7,406,34,14,11,33,74,83,722,3073,1018,26653,4023,1111,694,2303,5790,796,45462,0,0,5,7,0,0,0,0,0,11,0,7,7,12,3,5,7,14,0,43,0,0,8,9,0,6,4,22,3,55,3,6,4,15,11,3,0,20,0,64,0,7,29,22,6,12,6,32,0,110,4,4,47,45,11,11,14,41,0,179,9,12,46,37,21,11,12,39,0,183,11,9,41,35,11,12,9,38,3,167,7,9,40,31,21,9,12,38,0,158,8,7,30,17,5,0,9,24,0,111,0,9,21,5,9,5,8,15,0,75,7,4,13,0,8,6,3,14,0,46
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,12,4,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,4,3,3,18,0,0,0,10,4,0,34,0,0,0,0,0,0,0,0,0,0,3,5,29,3,0,0,13,16,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
