POW_LGA_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
LGA26430,8,0,0,0,0,0,5,0,0,13,0,0,5,7,7,11,4,0,30,4,5,6,6,18,19,6,0,53,0,3,6,3,8,11,0,0,33,0,0,8,0,0,0,3,0,20,0,0,0,0,0,4,0,0,9,0,0,0,3,8,0,4,0,15,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,57,24,36,31,46,59,15,3,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0,4,0,4,0,3,0,10,0,0,0,3,0,4,4,0,17,0,0,9,4,14,11,5,0,39,0,3,9,6,6,10,6,0,38,0
LGA26490,94,7,28,16,9,9,26,4,6,105,9,42,22,19,22,29,7,0,156,5,28,26,20,13,22,7,0,128,0,21,24,12,20,27,8,0,118,0,12,25,21,22,15,4,0,105,0,0,15,9,7,6,0,0,42,0,0,10,21,16,11,0,0,55,0,0,9,3,13,3,4,0,31,0,0,4,10,15,7,0,0,37,0,0,0,4,6,5,0,3,17,0,0,5,10,9,5,0,0,30,7,0,0,0,6,0,0,0,15,315,191,160,162,192,172,48,8,1248,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,9,0,4,0,0,3,0,0,0,11,0,6,0,0,0,3,0,0,17,0,0,6,4,3,3,0,0,20,0,6,4,3,3,10,5,0,31,0,5,9,11,13,6,3,0,55,0,8,4,10,17,14,10,0,57,0
LGA26610,57,13,12,8,8,13,8,5,0,67,9,26,19,10,20,23,9,0,106,5,19,21,16,20,13,5,0,101,0,17,26,27,22,27,4,0,121,0,17,15,17,9,16,4,0,81,0,0,6,9,12,9,3,0,46,0,0,9,7,4,6,0,0,25,0,0,3,9,3,5,0,0,19,0,0,3,5,3,0,0,0,23,0,0,0,0,5,0,0,0,6,0,0,0,5,3,0,0,0,8,3,0,0,0,5,0,0,0,13,186,123,144,119,116,113,30,4,833,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,13,0,0,0,0,3,0,4,0,10,0,4,0,0,0,3,3,0,15,0,3,0,4,8,11,7,0,34,0,5,16,12,16,16,8,0,74,5,7,34,26,31,35,10,0,145,0,10,43,26,28,32,7,0,159,0
LGA26670,10,0,0,0,0,0,5,0,0,6,0,3,5,3,0,0,0,0,15,0,4,3,0,0,3,0,0,16,0,0,0,4,6,4,0,0,18,0,0,0,0,6,0,0,0,11,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,37,14,12,16,16,22,5,4,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,0,12,0,0,0,4,5,11,3,0,19,0,6,5,7,8,9,0,0,29,0
LGA26700,86,7,9,16,6,13,20,5,0,82,12,22,24,18,40,33,11,0,158,13,23,29,23,31,29,11,0,165,4,19,39,29,33,32,15,0,166,0,16,21,25,27,14,6,0,113,0,0,13,10,14,19,0,0,56,0,0,12,11,12,7,0,0,37,0,0,0,10,0,8,0,0,19,0,0,0,7,9,0,0,0,21,0,0,0,4,4,0,0,0,3,0,0,0,5,3,0,0,0,7,0,0,0,0,6,4,0,0,15,300,119,164,155,210,202,56,0,1211,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,8,0,0,3,0,0,0,14,0,0,4,0,0,0,0,0,14,0,3,4,0,0,9,0,0,22,0,3,0,10,9,13,10,0,38,3,13,11,14,18,28,7,0,91,6,8,30,28,47,51,17,0,194,0,13,23,30,48,53,15,0,181,3
LGA26730,136,29,29,27,20,14,28,3,6,156,32,48,59,33,37,52,14,0,262,11,49,54,38,53,34,12,0,254,3,42,58,36,52,38,12,0,243,0,25,37,30,35,36,10,0,169,0,0,11,22,14,27,3,0,78,0,3,9,11,18,12,9,0,55,0,0,3,15,11,3,0,0,35,0,0,9,18,10,11,7,0,40,0,0,0,0,5,0,0,0,11,0,0,0,4,9,4,0,0,21,0,5,3,0,0,3,0,0,11,572,254,311,235,279,274,71,7,2000,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,11,6,0,5,0,0,5,3,0,19,3,3,0,0,3,0,0,0,13,0,4,0,8,5,5,3,0,23,3,11,8,9,5,12,9,0,47,0,11,15,8,18,18,11,4,94,0,12,30,14,35,37,17,0,144,0,10,32,27,34,62,7,0,169,0
LGA26810,99,25,18,14,13,19,22,10,0,118,14,37,35,28,37,33,4,0,180,13,37,29,33,42,30,11,0,200,11,21,40,39,41,26,4,4,185,0,8,26,23,27,32,0,4,116,0,0,9,18,15,9,3,0,58,0,3,8,6,11,12,3,0,41,0,0,5,5,6,9,0,0,21,0,0,0,8,4,6,4,0,21,0,0,3,0,3,4,0,0,3,0,0,0,5,0,3,0,0,4,4,0,5,0,5,0,0,0,18,381,159,202,183,232,214,49,8,1441,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,6,0,11,6,0,0,3,8,3,0,0,27,5,0,4,3,4,16,8,0,44,4,12,13,9,12,34,11,3,91,5,11,41,27,38,37,17,0,173,0,13,36,32,47,57,15,5,201,4
LGA26890,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,9,18,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,7,0,0,3,0,0,5,0,0,7,0,0,5,0,6,5,3,0,16,0
LGA26980,524,53,195,91,50,48,56,21,4,518,43,229,111,97,95,69,33,0,681,18,129,164,103,107,86,32,3,637,9,103,187,142,123,80,27,0,674,0,66,167,129,125,95,29,4,615,0,13,106,99,92,60,21,0,391,0,12,63,85,63,40,9,3,270,0,0,28,36,43,35,8,0,150,0,6,32,48,71,39,7,0,206,0,0,6,19,14,9,0,0,52,0,0,9,25,29,22,0,0,84,12,6,7,3,4,10,0,0,44,1288,1257,1093,944,905,704,228,30,6459,0,0,0,7,0,0,0,0,16,28,12,3,4,6,0,0,0,58,20,21,15,5,3,5,5,0,77,13,34,20,7,7,12,6,0,96,14,38,25,16,12,11,9,0,121,8,44,37,31,15,27,16,4,176,9,44,64,42,55,57,18,0,285,0,52,111,74,100,120,22,4,483,0,21,60,77,81,97,22,0,365,0
LGA27070,628,93,234,110,76,89,65,5,0,671,49,256,170,128,135,102,21,5,871,30,200,199,129,146,104,25,5,833,17,164,221,151,143,105,21,0,823,3,78,212,160,133,98,20,0,703,3,21,91,102,95,61,11,0,390,0,20,72,78,73,48,9,4,296,0,5,44,39,44,30,5,0,175,0,5,52,67,67,34,14,0,247,0,0,10,12,14,9,4,0,49,0,0,10,25,21,12,4,0,70,16,14,5,8,6,11,5,0,73,1858,1530,1387,1102,1070,764,160,25,7898,4,0,4,5,12,4,0,0,31,15,10,3,9,5,7,0,0,46,14,24,23,13,13,10,0,0,97,8,18,36,31,31,26,7,0,167,12,34,35,55,28,33,5,5,209,11,49,82,87,48,59,28,4,370,9,82,156,162,129,112,49,0,704,11,118,294,258,236,228,48,0,1193,4,77,338,307,299,251,46,4,1327,0
LGA27170,102,25,23,17,27,16,18,3,0,130,24,45,40,22,29,36,6,0,214,6,51,40,32,51,36,6,0,224,10,32,34,33,39,30,5,4,182,0,14,35,30,37,25,3,0,149,0,3,28,24,34,19,5,0,116,0,4,19,13,25,14,3,0,80,0,3,0,12,13,4,0,0,36,0,0,6,13,19,13,0,0,54,0,0,3,3,3,7,0,0,20,0,0,0,4,9,0,3,0,17,4,0,0,3,6,4,0,0,18,484,220,255,236,300,219,46,12,1769,0,0,0,0,0,0,3,0,6,5,4,3,0,0,0,0,0,10,4,0,3,0,0,0,5,0,10,3,5,0,5,0,6,9,0,23,3,9,4,0,3,7,5,0,31,0,8,10,4,9,12,11,4,50,5,17,34,9,20,25,15,0,122,15,26,71,58,73,69,20,0,336,8,45,126,83,111,105,26,0,508,7
LGA27260,765,97,213,125,92,72,61,17,0,673,78,244,214,144,111,89,16,0,896,43,213,246,160,127,79,22,0,884,19,159,259,197,139,93,16,3,880,6,82,227,197,132,87,15,0,747,0,21,136,120,93,46,10,0,434,0,9,77,105,66,37,11,0,313,0,9,51,57,49,27,10,0,200,0,0,53,94,71,47,9,0,268,0,0,6,26,23,10,4,0,75,0,0,13,33,10,14,0,0,72,16,15,15,10,12,6,0,0,76,2083,1546,1596,1422,1014,697,142,8,8507,9,5,16,17,5,5,0,0,59,21,14,11,4,9,0,0,0,62,36,33,36,25,18,12,4,0,159,15,66,60,50,24,27,0,0,248,29,59,102,79,47,32,6,0,362,27,157,206,135,90,63,15,0,693,37,213,448,305,236,168,24,0,1425,52,352,943,765,611,428,60,0,3210,24,241,1017,919,729,555,83,0,3582,10
LGA27350,415,38,199,108,51,32,42,14,5,485,30,232,205,65,63,42,21,3,656,26,165,247,86,73,65,21,0,681,7,145,264,109,84,65,21,6,700,4,141,372,141,103,70,25,0,859,0,33,271,146,91,43,12,6,607,0,20,201,131,104,43,8,0,510,0,3,115,111,66,35,5,0,336,0,3,169,217,122,56,11,3,581,0,3,28,45,40,12,3,3,134,0,0,29,82,85,28,3,7,248,3,12,10,3,5,7,0,0,46,708,1344,2152,1250,926,555,172,32,7131,0,0,0,0,0,0,0,0,0,11,3,0,0,0,6,0,0,22,10,21,13,3,3,4,3,0,55,6,19,14,5,7,10,0,0,65,3,32,27,10,14,13,4,0,97,4,55,63,18,21,20,7,0,188,10,43,91,46,36,45,7,0,275,0,31,106,51,62,54,11,0,318,0,21,91,76,77,81,16,0,362,0
LGA27450,372,51,120,47,35,52,64,14,0,386,61,150,71,38,93,99,28,0,544,19,92,83,60,98,93,27,0,482,7,65,100,74,101,74,25,0,456,6,33,70,60,62,43,20,5,290,0,13,42,53,51,34,5,0,195,0,0,33,29,36,22,17,0,139,0,0,7,18,15,11,3,0,65,0,0,7,21,38,29,12,0,117,0,0,4,5,11,3,0,0,25,0,6,3,8,7,9,0,0,36,17,4,9,7,7,10,0,0,50,1227,735,537,488,637,581,172,22,4405,0,0,0,3,0,0,0,0,5,13,3,0,3,3,0,0,0,29,9,6,9,0,3,9,10,0,55,3,11,3,9,9,6,4,0,52,4,15,4,8,11,14,4,0,59,7,23,21,16,19,32,14,3,131,4,22,42,41,50,60,30,0,259,7,38,75,72,103,131,32,8,461,4,17,74,81,127,123,28,3,459,0
LGA27630,14,0,0,10,0,0,4,0,0,18,0,4,3,3,0,4,4,0,23,0,5,6,9,4,6,3,0,31,0,5,3,5,3,5,0,0,24,0,3,0,5,4,3,4,0,17,0,0,0,0,0,6,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,18,16,27,27,21,35,7,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,3,9,0,0,22,0,8,3,10,4,3,3,0,35,0,0,5,3,6,14,0,0,32,0
LGA29399,16,4,9,0,0,0,0,0,0,10,8,15,13,0,0,0,0,0,40,4,22,14,4,4,3,0,0,45,3,20,19,0,0,4,0,0,47,0,10,13,0,5,5,0,0,31,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,40,82,65,13,16,14,3,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,7,0,15,3,4,0,0,0,0,27,7,29,15,0,0,4,0,0,58,10,30,34,9,8,5,0,0,84,0,5,25,6,7,4,0,0,49,0
LGA29499,304,17,58,57,48,74,70,31,9,351,9,59,74,88,94,93,36,9,459,7,49,83,84,92,75,34,10,428,7,48,132,97,107,81,31,7,503,4,39,127,104,112,117,29,0,541,0,17,107,99,94,87,29,4,436,0,6,67,84,97,86,16,3,365,0,0,42,56,62,38,13,3,212,0,0,39,96,85,41,12,4,278,0,0,15,31,17,8,12,0,77,0,0,16,36,32,18,10,0,116,5,8,9,3,16,9,0,0,64,306,434,853,919,991,824,304,67,4695,9,3,18,15,21,17,0,0,87,27,26,32,19,18,13,7,0,143,20,51,80,45,38,47,23,3,315,14,58,83,85,70,79,40,13,443,15,57,148,108,96,84,51,4,567,16,81,255,196,161,186,85,9,986,14,108,284,275,205,209,82,8,1183,12,120,368,329,304,248,73,5,1464,15,97,448,350,314,315,90,5,1634,5
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
