POW_LGA_CODE_2021,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000_3499_Mng,CI_II_3000_3499_Pro,CI_II_3000_3499_TecTW,CI_II_3000_3499_CoPSW,CI_II_3000_3499_ClAW,CI_II_3000_3499_SWks,CI_II_3000_3499_MaOpDv,CI_II_3000_3499_Lab,CI_II_3000_3499_IDNS,CI_II_3000_3499_Tot,CI_II_3500mo_Mng,CI_II_3500mo_Pro,CI_II_3500mo_TecTW,CI_II_3500mo_CoPSW,CI_II_3500mo_ClAW,CI_II_3500mo_SWks,CI_II_3500mo_MaOpDv,CI_II_3500mo_Lab,CI_II_3500mo_IDNS,CI_II_3500mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000_3499_Mng,LE_IDNS_3000_3499_Pro,LE_IDNS_3000_3499_TecTW,LE_IDNS_3000_3499_CoPSW,LE_IDNS_3000_3499_ClAW,LE_IDNS_3000_3499_SWks,LE_IDNS_3000_3499_MaOpDv,LE_IDNS_3000_3499_Lab,LE_IDNS_3000_3499_IDNS,LE_IDNS_3000_3499_Tot,LE_IDNS_3500mo_Mng,LE_IDNS_3500mo_Pro,LE_IDNS_3500mo_TecTW,LE_IDNS_3500mo_CoPSW,LE_IDNS_3500mo_ClAW,LE_IDNS_3500mo_SWks,LE_IDNS_3500mo_MaOpDv,LE_IDNS_3500mo_Lab,LE_IDNS_3500mo_IDNS,LE_IDNS_3500mo_Tot
LGA26260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,6,24,26,17,4,37,0,151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,10,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,10,0,0,3,0,0,0,0,0,0,9,0,0,0,3,4,3,3,0,0,14,0,0,4,7,0,0,0,11,0,20,3,7,0,0,0,0,4,0,0,24,6,9,6,0,0,0,3,0,0,19,4,5,6,0,4,0,0,0,0,22,5,7,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,10,5,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,6
LGA26350,6,7,3,3,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,58,27,49,83,71,84,13,47,3,440,0,4,0,0,0,3,0,0,9,21,0,0,0,3,0,3,0,0,0,8,0,0,0,5,0,10,0,8,4,30,3,3,0,8,0,16,0,5,0,44,0,6,6,6,5,10,0,8,0,48,7,5,14,24,10,18,4,10,5,93,3,10,14,26,10,11,0,13,11,96,20,17,24,26,16,26,0,15,9,151,24,26,26,23,26,13,4,10,17,175,18,30,10,12,26,9,0,6,5,121,11,43,9,11,8,9,4,3,11,105,16,24,12,0,6,7,0,0,9,75,30,41,10,10,3,3,0,0,12,111,10,15,0,0,0,4,0,0,4,37,22,37,0,3,8,8,0,0,12,92
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,10,4,4,25,0,64,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,5,0,12,4,0,0,4,0,0,0,0,0,13,3,3,0,7,0,5,0,9,4,25,4,0,0,0,0,0,0,5,0,20,3,3,5,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
LGA26490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,5,9,17,19,18,0,20,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,0,0,0,0,9,0,0,4,5,0,0,3,0,0,10,0,0,0,9,0,0,0,6,0,17,0,0,4,12,0,3,0,11,0,23,3,4,3,7,8,3,0,3,0,30,3,4,11,4,0,5,0,3,0,30,5,6,4,9,4,0,0,3,0,29,4,3,0,0,3,0,0,0,0,14,5,6,0,0,3,0,0,0,0,13,0,3,0,0,0,0,0,0,0,9,6,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7
LGA26610,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,15,28,24,20,5,28,0,146,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,7,5,0,0,0,4,0,0,0,0,7,3,0,0,5,0,3,0,6,5,28,0,0,6,0,0,4,3,18,0,32,3,4,4,10,0,0,5,18,6,45,0,4,0,3,9,3,4,27,5,59,6,3,3,4,0,6,0,14,6,39,8,3,5,5,0,0,4,4,3,24,3,5,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,8,10,3,4,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,15,0,0,0,3,0,0,5,0,0,14,6,4,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,4,16,32,35,41,19,34,0,204,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,6,4,0,4,0,0,3,0,4,0,12,4,0,5,4,7,6,0,4,0,23,5,4,5,8,3,3,4,11,0,40,0,3,0,9,5,9,0,8,0,35,8,3,4,4,3,4,3,6,0,43,4,7,3,0,3,4,4,7,4,50,5,9,4,3,5,6,0,5,0,28,6,5,0,0,0,0,0,0,4,15,0,7,0,4,0,0,0,0,0,16,3,6,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
LGA26730,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,7,14,38,52,47,12,50,0,245,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,4,0,3,0,12,0,0,3,3,0,3,0,3,0,17,5,0,0,3,0,9,0,3,0,19,5,0,3,9,3,3,0,0,4,36,0,3,0,15,3,5,3,8,4,46,3,16,0,3,7,8,3,9,4,58,3,11,0,6,8,5,5,19,7,68,0,10,3,5,0,7,5,3,0,24,4,4,0,0,0,0,0,0,6,15,0,9,0,0,3,0,0,0,0,11,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
LGA26810,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,35,15,26,35,42,36,17,56,10,271,8,0,4,0,0,0,0,0,4,9,0,0,3,0,0,0,0,7,0,18,6,0,0,3,0,0,0,0,4,18,0,0,0,3,0,6,0,0,0,15,0,0,5,5,0,3,0,6,3,26,8,8,3,5,6,3,0,8,0,39,6,8,3,7,3,9,3,7,3,54,11,3,5,11,8,0,10,15,0,63,11,8,9,3,6,0,0,8,0,46,8,7,4,5,0,0,0,5,0,38,9,5,0,0,0,0,4,4,3,22,3,0,0,0,4,0,0,0,0,13,3,3,8,0,0,0,0,0,3,16,4,0,0,0,0,0,0,0,0,8,10,7,3,0,3,0,0,0,0,20
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,3,0,23,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,15,9,0,3,8,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,64,41,59,98,145,71,21,65,8,569,4,0,0,0,0,0,0,3,9,22,0,0,0,8,9,6,0,4,0,31,0,0,0,11,6,6,0,0,0,34,3,7,0,10,4,12,7,5,13,53,0,8,3,16,5,13,4,0,7,64,7,6,13,15,13,9,4,24,10,102,7,11,15,23,19,11,15,15,5,120,16,24,19,20,28,20,15,18,14,174,11,33,30,26,33,13,8,9,10,177,15,33,18,10,14,4,3,9,10,110,17,38,11,13,19,7,0,0,15,127,11,37,5,9,5,7,0,3,3,81,16,43,5,7,6,5,0,0,11,99,7,18,0,5,0,0,0,0,0,36,14,26,0,0,5,0,0,0,9,57
LGA27070,6,3,0,0,5,0,0,3,0,25,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,54,34,67,87,141,123,75,106,14,693,0,0,0,0,0,0,0,0,6,19,0,0,5,3,0,4,0,3,3,25,0,0,0,12,3,11,0,7,4,46,3,8,10,7,3,11,8,8,8,71,4,0,7,21,12,10,3,20,11,86,0,14,18,21,13,19,7,20,7,116,12,17,19,26,21,29,26,29,10,182,15,22,36,39,21,19,22,40,14,229,17,30,43,23,31,12,30,28,18,237,17,26,20,21,14,6,18,10,14,139,15,30,24,11,18,7,19,6,7,125,16,23,9,7,15,5,8,3,9,85,19,36,9,6,10,5,4,3,5,88,4,10,4,0,6,0,0,0,0,23,8,12,0,0,0,0,0,0,0,33
LGA27170,3,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,10,42,43,59,50,30,49,0,322,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,9,0,15,0,0,3,6,0,0,0,0,4,9,0,0,0,4,0,0,0,0,3,12,0,4,0,4,0,6,0,6,3,28,4,0,7,3,5,4,0,8,0,29,0,9,6,10,3,7,5,10,4,57,4,9,5,3,3,3,10,6,5,65,3,5,0,5,6,0,5,4,0,37,6,12,6,3,3,3,6,0,0,32,3,0,3,3,3,0,3,0,0,17,8,10,0,0,5,0,4,0,0,23,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4
LGA27260,5,0,0,0,0,0,10,3,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,0,0,0,12,79,44,78,92,141,102,205,115,9,861,5,0,0,0,0,4,0,0,6,23,5,0,0,9,0,3,0,0,0,22,0,4,5,13,5,9,4,10,13,59,4,0,3,9,3,9,6,9,10,64,3,0,14,23,7,9,6,15,8,91,11,12,17,25,19,6,10,14,12,119,17,9,14,34,18,16,32,25,21,198,24,13,27,40,36,21,66,46,33,316,25,29,32,30,35,20,86,34,42,340,22,32,30,16,25,8,52,20,16,212,30,35,13,15,21,10,27,7,22,182,17,23,12,9,17,3,9,4,9,112,24,50,19,8,7,3,10,3,8,124,8,13,4,4,7,0,0,0,4,35,8,8,3,3,6,0,0,3,3,40
LGA27350,10,7,4,0,7,6,0,7,0,43,3,4,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,83,60,61,95,138,69,24,56,8,593,0,0,0,0,0,0,0,0,10,15,0,0,6,0,0,5,0,4,4,18,0,0,3,8,0,7,0,3,11,27,5,5,3,9,4,7,0,7,12,46,4,3,8,11,3,6,4,9,10,57,9,12,6,22,19,11,3,10,10,93,7,12,21,19,15,17,7,13,13,120,6,29,27,23,21,16,14,15,16,174,30,49,35,31,46,21,9,6,20,242,19,53,21,7,27,10,5,4,14,159,26,47,9,5,14,12,4,0,11,137,30,42,4,3,13,0,0,0,9,105,48,74,15,0,12,20,0,8,11,191,19,22,0,0,4,0,0,0,4,49,22,47,0,0,6,8,0,0,8,93
LGA27450,8,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,64,26,72,79,102,89,24,113,5,580,4,0,3,4,0,0,0,0,3,19,0,0,6,0,0,0,0,0,0,20,3,3,0,7,6,4,0,9,0,27,7,0,3,11,14,8,0,13,4,55,0,5,12,17,11,3,0,8,4,66,6,7,6,28,13,8,4,11,3,89,8,4,10,23,13,19,6,17,3,106,17,9,16,17,7,7,13,16,14,120,27,19,17,22,15,3,14,12,7,131,19,8,13,11,18,4,9,3,6,84,9,18,5,13,6,8,4,0,7,62,10,16,8,5,5,0,0,0,3,48,7,22,10,8,5,0,0,0,3,63,6,0,0,0,0,0,0,0,0,10,4,9,0,0,3,3,0,0,5,21
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,8,7,5,3,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,4,8,0,0,0,4,0,0,3,0,0,11,5,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,4,0,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,9,4,13,4,3,3,3,10,0,54,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,17,60,87,304,237,101,73,108,319,12,1303,3,5,19,3,6,0,5,7,24,80,4,8,8,12,4,3,0,12,3,63,7,0,7,16,0,7,9,24,7,77,8,11,23,25,17,6,11,38,21,161,14,13,23,28,9,6,10,42,17,159,14,15,49,45,21,10,29,66,24,276,19,29,52,35,18,8,39,56,19,277,24,22,93,41,18,8,33,84,35,363,32,29,73,46,25,8,38,60,36,355,30,35,71,24,22,13,20,39,27,271,37,26,56,17,13,8,16,26,20,219,20,28,37,10,9,7,12,25,11,145,20,41,23,10,12,11,11,21,20,171,12,11,5,0,4,3,0,3,5,39,25,24,10,0,0,5,0,8,11,88
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
