POW_LGA_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
LGA24850,138,219,191,79,112,36,99,100,6,992,127,223,160,55,53,22,62,84,10,791,82,116,101,28,35,15,42,42,0,467,159,256,122,24,34,24,32,46,5,698,35,36,18,6,10,6,10,4,0,133,71,82,20,3,7,8,4,8,7,207,18,6,25,8,10,22,3,16,6,116,1292,1468,1764,1373,1084,1303,701,1578,109,10669,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,7,13,0,0,0,0,0,0,0,0,7,12,0,0,3,0,0,0,0,3,10,18,0,0,0,0,0,0,0,0,11,17,3,0,5,0,0,0,3,0,13,27,5,0,0,0,0,0,0,0,20,25,0,0,3,5,0,0,4,4,6,25,4,4,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,5,11
LGA24900,199,158,149,65,89,41,138,158,4,1010,159,171,111,26,59,27,70,117,12,746,136,124,67,10,25,13,49,61,3,478,196,172,87,5,31,16,46,61,10,624,51,36,15,0,11,0,4,3,0,125,71,47,26,0,15,3,0,9,0,170,42,9,25,9,11,3,14,25,8,140,2063,1137,1448,999,929,964,757,1860,104,10260,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,6,10,3,0,0,3,0,0,0,6,4,21,0,0,0,6,0,0,0,0,6,13,4,0,0,0,0,0,0,4,10,18,0,0,3,0,0,0,0,0,12,18,0,0,0,0,0,0,0,3,6,14,3,3,0,0,0,0,0,3,10,21,0,0,0,4,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4
LGA24970,1271,3261,1773,590,1923,603,636,468,137,10665,1404,3637,1489,361,1233,526,410,298,118,9464,1251,3049,967,159,678,358,219,224,83,6983,3624,5473,1395,111,807,609,146,200,108,12470,1344,1140,201,20,157,163,39,25,22,3111,2554,1755,157,47,172,197,26,40,55,5003,90,143,95,51,79,75,42,60,66,710,15002,25956,12464,8595,13879,8812,5194,7026,1364,98288,3,3,4,0,0,0,4,3,40,66,0,0,0,3,3,10,0,0,21,42,0,6,0,8,0,3,0,11,26,53,0,3,0,5,5,0,0,9,46,72,0,3,8,6,12,0,5,9,27,69,8,4,10,7,0,3,7,14,53,108,3,9,9,12,9,3,13,18,57,128,10,14,6,10,13,8,23,25,70,175,9,16,25,6,12,3,10,14,85,180,7,28,10,6,4,3,4,0,54,107,6,19,3,7,7,0,5,5,30,77,6,11,0,0,4,0,7,0,16,48
LGA25060,434,870,508,323,516,210,89,146,45,3136,422,915,459,203,370,168,68,100,41,2743,331,787,262,108,160,98,32,45,15,1839,767,1509,390,82,250,133,43,56,19,3245,262,374,50,14,68,28,3,9,11,818,527,635,50,15,83,67,7,6,12,1415,28,52,50,30,41,38,11,20,19,299,4393,7656,4543,5246,4524,4696,970,2644,439,35108,4,0,5,0,4,0,0,0,14,28,0,0,3,0,0,0,0,0,3,7,0,0,4,3,0,3,0,3,10,30,0,0,4,0,0,0,0,0,17,22,0,0,5,3,3,6,0,10,9,42,0,3,4,8,4,5,3,8,23,47,0,0,6,5,0,3,4,3,22,47,0,3,4,3,6,0,8,0,35,67,0,4,9,6,0,0,0,12,28,60,5,0,5,0,5,0,0,4,21,36,0,7,4,0,4,3,0,0,16,34,0,10,3,0,0,0,0,3,3,21
LGA25150,129,111,134,37,75,30,127,53,5,708,110,100,123,17,62,18,81,35,4,552,75,64,70,14,21,10,52,22,4,330,126,93,95,9,22,12,38,17,10,423,32,31,21,3,10,10,4,5,0,112,67,54,20,0,16,7,12,0,0,186,14,3,16,12,8,8,9,6,3,90,1133,867,1396,875,840,879,719,1068,85,7855,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,6,20,0,0,5,0,0,0,0,3,13,26,0,0,0,0,3,0,0,0,14,18,0,0,3,0,0,0,0,0,6,10,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3
LGA25250,575,1177,643,363,434,208,136,174,23,3748,521,1128,439,214,277,138,88,116,32,2955,384,846,283,93,125,59,54,95,27,1972,759,1216,359,107,160,109,58,90,32,2890,256,314,56,10,38,21,7,24,15,736,399,486,68,12,40,46,9,17,16,1095,35,55,91,34,41,24,11,31,30,362,4846,9041,5588,5938,3783,3816,1943,3438,463,38859,0,0,3,5,0,0,0,0,16,25,0,0,0,3,0,0,0,6,3,13,0,0,3,3,0,5,0,0,15,25,0,0,0,0,0,0,4,3,17,32,0,3,0,3,0,3,0,3,19,37,0,6,9,9,5,0,6,5,19,57,0,5,0,3,5,0,3,6,19,43,0,5,13,4,3,0,9,6,32,68,5,3,6,6,5,0,10,4,23,64,3,3,3,3,6,0,0,0,8,36,4,3,0,0,0,0,7,3,18,32,0,4,0,0,0,0,0,0,9,19
LGA25340,821,902,1072,417,494,272,207,341,52,4574,732,960,891,217,348,194,157,221,44,3770,528,662,531,89,195,106,148,133,30,2423,975,1254,669,111,250,177,171,171,42,3816,257,280,118,17,58,39,12,32,11,823,569,617,123,24,85,122,17,27,33,1616,82,66,90,46,43,58,29,61,27,501,6835,7822,8955,7402,5167,6394,2038,6056,552,51224,0,0,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,4,20,24,0,0,0,5,0,0,0,8,23,39,0,3,0,0,11,3,0,4,28,51,0,3,12,3,5,6,0,6,23,60,0,4,4,3,5,6,5,7,24,55,0,0,7,12,0,3,4,5,25,59,4,4,5,9,7,3,3,7,38,86,11,5,8,5,3,0,9,11,34,76,5,0,9,0,0,0,0,3,24,42,0,5,8,0,0,0,0,0,18,28,6,0,6,4,3,0,0,0,16,27
LGA25430,83,96,86,23,31,20,46,56,8,452,75,94,78,16,32,13,32,23,6,366,61,63,50,12,22,3,11,3,6,226,107,115,79,5,18,9,13,8,0,348,23,24,3,0,6,0,0,0,5,68,55,61,14,5,6,10,0,0,0,139,20,6,7,5,0,8,6,5,0,55,916,951,947,487,479,527,337,1235,65,5935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,4,8,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3
LGA25490,201,50,69,14,48,9,86,130,8,607,198,60,69,8,28,7,57,79,10,515,155,47,53,7,20,3,68,74,4,425,212,65,85,3,12,10,37,36,9,479,70,10,13,0,4,4,5,5,0,105,156,30,22,7,11,0,6,7,3,246,45,0,12,0,8,0,5,21,3,93,2033,430,774,360,351,298,441,1144,72,5902,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,5,17,0,0,0,0,0,0,0,5,11,16,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,3,9
LGA25620,89,43,83,19,32,11,32,26,0,337,89,67,63,8,20,11,13,12,3,293,66,31,32,4,9,5,14,6,3,167,89,47,26,4,10,10,4,6,5,210,25,15,0,3,5,0,0,0,0,51,43,23,3,0,4,4,4,5,3,93,22,4,8,5,6,0,3,9,3,73,941,451,678,490,353,304,223,568,43,4054,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,4,0,0,4,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25710,183,276,274,105,139,64,49,47,9,1151,172,287,227,61,118,42,36,38,12,984,93,227,141,31,51,30,14,20,4,622,248,386,159,17,69,41,19,19,17,981,78,122,24,3,19,12,8,3,4,272,157,234,26,5,26,21,6,3,6,479,15,20,26,17,21,13,5,8,11,125,1689,2698,2190,2037,1507,1320,407,1052,151,13054,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,9,10,0,0,5,0,0,0,0,0,3,12,0,0,3,0,0,0,0,0,4,10,0,4,6,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,3,12,6,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8
LGA25810,93,61,58,46,20,17,58,51,9,408,72,47,41,32,16,10,45,25,8,295,43,33,26,18,6,0,28,7,0,159,83,54,51,16,9,3,29,6,5,253,28,10,3,0,3,6,3,5,0,62,47,11,3,4,3,0,8,5,0,80,8,3,7,3,4,7,4,9,0,45,877,347,555,542,312,358,339,819,47,4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
LGA25900,1237,3083,975,443,1458,532,205,165,102,8191,1430,3081,790,248,1067,445,103,157,86,7400,1199,2382,628,123,573,286,65,128,64,5459,3495,5054,1053,125,777,572,91,188,101,11446,1309,1304,201,36,194,141,15,50,40,3299,3392,2394,183,55,253,331,21,34,94,6756,78,109,57,39,47,40,16,26,58,462,14811,23446,7352,5886,9823,5615,2305,3201,954,73398,0,0,0,0,0,0,0,0,32,42,0,0,0,0,0,0,0,5,11,25,0,0,0,5,0,5,0,3,13,33,0,3,0,0,3,3,0,3,20,35,0,0,5,3,5,0,0,14,21,48,3,7,7,3,3,0,0,11,31,60,0,3,4,3,5,0,3,4,27,60,4,7,8,4,6,5,6,5,44,88,3,8,12,5,9,4,4,3,43,91,0,10,9,3,5,0,4,3,37,72,6,13,5,0,0,0,0,3,19,51,0,25,3,0,4,0,0,0,12,43
LGA25990,50,15,20,5,13,0,17,6,0,130,56,12,10,3,3,3,12,5,0,109,16,10,11,0,9,0,5,0,0,47,47,19,22,0,4,0,8,4,0,109,11,6,0,0,3,0,0,0,0,21,26,7,0,4,0,0,0,0,0,32,12,0,0,0,0,3,0,0,0,22,567,122,204,122,111,111,105,235,7,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA26080,19,19,32,6,9,9,0,9,0,89,17,26,13,3,11,3,0,13,0,92,15,22,13,3,8,9,3,0,0,71,22,43,7,3,0,4,0,7,0,90,10,4,5,0,3,0,0,0,0,24,15,28,0,0,5,3,0,0,0,55,0,3,0,4,0,4,0,5,0,11,194,232,197,187,115,115,11,143,12,1213,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,232,132,158,38,79,29,127,101,3,886,199,135,137,13,64,24,102,59,12,745,151,98,57,7,35,27,65,44,3,494,226,155,85,6,32,22,64,54,7,654,59,38,19,4,7,7,8,13,0,142,113,76,19,5,6,14,8,6,0,245,45,11,18,16,4,19,8,20,4,145,2309,1087,1421,898,897,958,745,1364,100,9779,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,13,20,0,0,3,0,0,0,0,0,9,9,4,0,0,0,0,0,0,0,3,11,0,0,3,3,0,0,0,0,7,11,0,0,0,4,0,0,0,0,7,15,4,0,0,0,4,0,0,0,10,25,0,0,4,0,4,0,0,0,22,23,3,0,4,0,0,0,0,0,4,23,0,4,0,0,0,0,0,0,5,9,3,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0
LGA26260,151,118,101,43,56,38,48,47,6,608,160,124,57,20,42,20,33,30,0,493,103,95,23,15,22,13,21,13,3,306,141,157,33,3,19,13,7,11,7,397,31,20,10,0,0,4,0,4,0,73,115,45,0,0,8,16,0,5,0,198,17,4,10,12,0,5,4,3,0,53,1520,882,867,640,585,682,315,820,48,6348,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,10,12,0,0,7,0,0,0,0,0,5,11,3,0,0,0,0,0,0,0,3,7,0,0,5,0,0,0,0,0,7,13,0,0,3,0,0,0,0,0,4,9,0,0,0,0,0,0,3,0,5,9,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,4,4
LGA26350,892,1987,720,431,793,423,51,136,55,5492,881,2069,479,217,558,341,26,78,43,4696,641,1574,284,119,282,176,25,60,30,3201,1599,2939,369,112,340,279,25,55,58,5770,564,724,55,28,91,98,3,14,25,1610,1534,1822,64,53,148,240,8,19,97,3993,70,110,52,38,44,47,6,16,44,435,8975,15857,5488,7071,5998,8596,655,3320,667,56624,0,0,0,0,0,0,0,0,25,30,0,0,0,5,0,0,0,0,7,15,0,3,0,4,0,4,0,0,12,25,0,4,4,0,0,0,0,4,14,40,0,4,0,7,0,4,0,5,16,31,0,5,3,10,3,4,0,3,23,51,0,6,7,5,8,3,9,6,26,62,0,10,3,7,12,7,3,5,27,69,0,5,8,4,5,5,0,5,30,58,0,17,6,4,0,4,6,0,17,45,7,12,0,0,0,0,0,0,14,45,0,5,3,3,0,0,0,0,9,27
LGA26430,92,39,57,19,37,9,27,33,4,317,78,40,38,0,13,15,16,25,0,226,48,28,21,4,9,3,5,9,3,137,90,36,9,3,4,5,0,5,0,160,25,10,0,0,7,9,0,0,0,48,59,23,3,0,5,8,0,0,0,106,20,0,13,4,3,3,0,8,3,53,921,344,506,383,272,275,154,682,58,3595,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,6,13,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26490,230,221,228,51,106,38,31,53,5,968,200,250,179,30,61,58,20,34,6,840,120,160,91,18,38,35,10,25,6,503,232,227,86,16,45,37,16,22,6,689,81,60,21,3,16,17,0,0,4,205,137,159,24,4,27,30,8,3,9,400,23,13,26,21,7,9,4,4,7,106,1831,1831,1665,1567,937,1230,283,1162,95,10605,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,16,4,0,0,0,0,0,3,4,6,16,0,0,7,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,8
LGA26610,196,131,128,62,64,46,72,68,10,776,157,121,83,25,38,28,38,29,7,527,116,105,54,14,15,19,27,11,7,365,185,94,47,7,22,23,21,11,0,412,52,22,12,0,6,6,0,0,0,100,88,41,13,6,13,8,5,12,3,173,35,0,10,0,11,8,8,22,11,109,1640,860,1139,719,782,823,609,1634,106,8311,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,0,8,23,31,7,0,0,0,0,0,0,4,14,25,3,0,0,0,0,0,0,12,23,33,8,0,3,4,0,0,0,13,17,46,0,0,0,0,0,0,0,4,12,22,3,0,0,0,0,0,4,0,3,14,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0
LGA26670,55,17,24,8,13,7,17,20,0,159,47,15,12,6,3,3,12,7,0,106,32,20,4,4,0,0,10,0,0,67,47,20,7,0,9,3,10,6,0,94,12,4,0,0,0,0,3,0,0,29,23,13,4,0,0,0,0,3,0,43,7,4,0,0,5,0,0,5,0,29,627,163,185,134,127,119,98,276,23,1750,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26700,172,169,214,98,117,57,81,72,10,994,178,214,121,60,52,39,48,32,3,748,121,164,52,30,33,19,30,20,6,472,189,246,55,22,31,21,32,11,0,600,46,43,13,0,11,3,7,0,0,129,67,81,12,8,14,7,4,12,3,196,33,7,11,5,3,14,4,13,6,105,1727,1494,1634,1274,1079,1187,733,1439,95,10667,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,9,12,0,0,0,0,0,0,0,0,4,12,3,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,4,14,0,0,0,0,0,0,0,5,9,17,0,0,0,4,0,0,4,0,10,17,0,0,0,3,0,0,3,4,13,28,0,0,3,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,3,12,5,0,0,0,0,0,0,0,6,11
LGA26730,221,290,262,174,140,75,112,126,4,1405,147,294,171,92,100,53,81,38,4,986,120,204,97,28,43,31,40,15,8,594,233,265,94,33,61,37,42,16,7,794,51,64,19,5,9,11,5,3,3,173,74,151,18,3,13,21,0,6,9,301,13,5,21,19,8,11,16,26,4,125,1481,2091,2080,1960,1593,1968,783,1859,126,13940,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,3,0,0,7,12,0,0,0,0,0,3,0,4,4,9,0,0,0,6,0,0,0,0,7,14,0,0,0,3,0,0,0,0,6,17,0,3,0,0,0,4,0,0,10,23,8,0,0,0,0,0,0,5,16,30,9,0,0,0,0,0,0,0,15,26,0,3,3,0,0,0,0,4,7,13,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3
LGA26810,263,193,272,161,105,55,139,106,15,1304,192,229,217,122,73,43,109,67,12,1059,163,155,128,58,41,21,59,42,3,672,260,289,222,27,44,21,69,65,13,1017,64,44,66,4,8,3,22,14,4,233,138,135,140,3,22,4,28,10,13,493,39,9,25,13,11,11,8,25,6,152,2534,1672,2412,1789,1193,1414,967,1901,160,14052,0,0,0,0,0,0,0,0,20,21,0,0,0,4,0,5,0,0,10,10,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,6,14,17,0,0,0,0,0,0,0,0,13,14,4,0,0,6,0,0,0,9,20,36,3,0,0,3,0,4,0,0,13,26,6,0,0,4,3,0,0,3,12,33,0,0,8,0,0,0,0,0,10,30,0,0,0,0,0,0,3,0,6,13,0,0,4,0,0,0,0,3,5,14,0,3,0,0,0,0,0,0,0,5
LGA26890,70,10,11,11,3,0,21,26,4,147,74,8,4,0,7,0,7,3,4,117,67,4,6,0,3,0,3,0,0,81,74,19,6,0,3,4,6,0,0,108,20,0,9,0,0,0,0,0,0,36,44,4,0,0,4,0,0,4,0,57,24,0,4,0,4,0,0,0,0,31,731,86,119,52,69,55,74,206,19,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,758,1753,787,560,799,378,136,183,58,5423,757,1891,634,349,561,263,68,103,56,4683,589,1423,451,162,302,146,50,79,29,3225,1560,2593,616,151,380,198,77,88,45,5708,484,548,101,17,86,53,7,10,13,1320,911,963,97,29,88,82,3,16,20,2217,40,79,66,58,57,36,15,32,33,419,7699,14700,6818,7309,7591,6344,1962,4112,726,57261,0,3,4,3,0,0,0,5,13,31,0,3,0,3,5,4,0,3,19,32,0,8,0,4,3,4,0,3,16,40,0,3,0,11,4,5,0,6,27,59,0,0,6,10,4,0,0,5,33,63,0,0,0,5,3,0,0,4,25,53,0,7,7,9,0,3,9,12,32,87,9,7,8,6,8,4,8,12,41,105,11,7,14,5,13,9,0,11,44,113,10,8,7,0,0,0,6,3,26,66,3,7,7,4,0,0,0,0,14,44,0,7,4,0,0,0,0,0,13,28
