POW_LGA_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
LGA25060,0,67,157,12,14,0,0,179,30,3,0,0,0,35,140,5,18,3,0,166,317,21,35,4,0,386,62,3,10,0,0,75,518,38,62,18,5,640,1149,71,82,12,13,1327,63,5,0,0,0,71,18658,1084,1391,296,100,21530,22461,2481,2001,322,112,27372,40,12,8,0,5,55,85,6,0,0,5,91,50,3,10,0,0,73,570,100,74,32,3,784,60,19,8,5,0,94,95,23,17,0,0,131,100,14,3,3,5,121,71,8,15,6,3,102,134,30,25,4,0,191,111,24,13,5,0,153,1647,138,84,22,17,1909,107,4,4,0,0,118,113,31,31,0,0,176,132,25,12,3,3,177,97,13,14,0,0,125,353,98,65,21,15,554,69,0,5,0,0,80,90,11,8,0,0,111,97,24,19,8,4,154,260,24,28,7,0,318,480,12,5,0,3,503,25,6,4,0,0,35,550,42,46,0,3,655
LGA25150,0,19,18,3,0,0,0,26,0,0,0,0,0,0,20,0,0,0,0,17,145,3,15,8,0,167,12,0,6,0,0,14,67,9,3,3,0,78,158,6,11,3,3,185,35,0,3,4,0,40,4146,299,369,155,38,5010,5816,782,692,253,72,7614,9,0,0,0,0,4,14,3,0,0,0,11,9,3,0,0,0,10,54,8,3,0,0,68,7,0,4,3,0,19,8,0,3,0,0,8,16,0,0,0,0,15,14,4,0,0,0,17,4,0,0,0,0,4,5,0,4,0,0,5,388,46,27,10,4,472,11,0,0,0,0,11,4,4,6,0,0,8,5,0,0,0,0,6,34,0,0,3,0,41,16,0,3,0,0,24,7,0,6,0,0,7,4,0,0,0,0,4,0,0,3,0,0,7,25,0,5,0,0,30,15,0,0,0,0,15,25,5,6,0,0,32,119,18,20,0,0,157
LGA25250,0,77,222,7,6,4,0,238,43,4,0,0,0,58,122,14,18,0,6,148,414,29,77,4,3,525,128,13,25,0,0,160,364,30,52,11,3,452,1315,67,121,41,8,1553,78,0,3,0,0,90,19018,1138,2025,315,97,22605,21665,2447,2919,317,140,27499,52,8,15,0,0,76,114,6,24,13,0,159,83,4,14,0,0,103,596,147,100,42,8,894,70,8,14,0,0,96,109,30,24,0,8,167,106,3,11,3,0,123,103,12,28,6,0,144,239,50,58,13,0,360,88,13,22,4,0,126,1699,147,144,20,12,2020,151,12,13,6,0,179,131,13,25,3,0,174,223,56,55,8,6,348,119,16,14,0,0,148,563,103,107,30,11,819,85,6,17,0,0,113,86,8,10,0,0,108,300,99,112,20,9,541,257,37,56,3,0,349,853,36,32,11,8,932,37,7,5,5,0,51,673,74,113,8,0,858
LGA25340,0,167,103,3,9,0,0,119,32,0,0,0,0,33,140,14,18,0,3,180,1642,173,227,44,19,2101,86,18,18,3,0,128,88,15,9,4,0,118,796,70,73,28,18,984,193,14,28,12,4,253,25423,2104,2531,634,259,30957,34988,4778,4321,795,459,45345,137,21,26,0,0,191,16,6,0,0,0,22,106,21,17,7,0,154,264,78,45,30,3,424,34,6,7,3,5,53,37,10,3,0,0,54,76,0,6,0,0,82,144,31,29,3,4,215,53,17,8,3,5,76,42,13,10,5,0,56,962,87,36,15,12,1115,111,0,4,3,0,124,38,9,7,0,0,52,13,4,0,0,0,18,177,39,28,9,6,256,134,44,17,5,10,213,36,4,6,4,0,53,40,5,8,0,0,52,9,10,9,0,3,33,190,15,19,7,0,235,88,5,0,0,0,88,87,30,12,9,5,134,807,130,116,28,7,1090
LGA25430,0,10,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,14,72,8,31,7,5,119,6,0,3,0,0,10,5,0,0,0,0,6,67,3,12,4,3,85,37,5,10,6,0,51,2913,180,504,95,43,3734,4985,452,872,151,78,6527,4,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,24,12,3,0,0,0,12,4,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,4,18,6,3,4,0,25,0,0,3,0,0,8,4,0,0,0,0,9,63,3,0,0,0,63,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,16,7,0,0,0,0,7,6,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,29,7,0,0,0,0,7,19,0,5,0,0,22,85,10,32,0,0,130
LGA25490,0,7,7,0,0,0,0,7,4,0,0,0,0,4,7,0,0,0,0,9,38,4,4,4,0,56,6,0,0,0,0,13,3,0,0,0,0,3,25,0,0,3,4,35,23,4,10,6,3,44,1830,173,420,174,60,2658,3778,522,1080,352,134,5863,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,4,7,5,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,8,11,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,31,6,4,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,9,12,0,5,0,0,16,101,31,15,11,0,159
LGA25620,0,13,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,52,4,14,14,0,85,0,0,0,0,0,0,5,0,0,0,0,3,28,4,4,0,0,38,32,0,9,0,0,39,1785,161,238,128,27,2339,2827,404,563,205,60,4056,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,14,13,0,0,0,0,13,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,9,3,0,0,3,0,7,0,0,0,0,0,3,47,7,0,0,0,51,3,0,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,3,0,10,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,16,7,0,0,0,0,7,7,3,5,4,0,20,51,14,14,0,0,77
LGA25710,0,52,43,6,0,0,0,48,5,0,5,0,0,11,25,0,5,0,0,32,205,30,49,16,0,296,23,3,12,0,0,37,33,0,6,0,0,39,156,16,26,9,0,215,24,0,0,3,0,26,6292,678,958,172,42,8143,8457,1615,1442,229,71,11815,8,0,0,0,0,9,13,0,0,0,0,12,22,3,5,0,0,30,133,53,21,17,0,226,12,8,6,0,0,28,13,6,4,0,0,22,15,0,0,0,0,21,25,16,14,0,0,56,25,6,4,0,0,35,32,9,4,0,0,45,305,36,15,4,0,359,26,0,0,0,0,25,42,18,8,0,0,69,13,0,0,0,0,17,20,7,0,0,0,35,45,18,17,11,0,94,13,0,3,0,0,16,17,4,0,0,0,22,13,8,13,0,0,33,48,16,13,0,0,75,102,0,0,0,0,103,20,4,4,5,0,38,144,25,36,5,3,211
LGA25810,0,3,3,0,0,0,0,3,39,3,0,0,9,49,3,0,0,0,0,10,39,3,8,6,0,55,0,0,0,0,0,3,0,0,0,0,0,4,33,5,5,0,0,44,36,0,0,0,0,42,2031,114,170,76,30,2422,3387,301,434,165,72,4358,0,0,0,0,0,0,9,0,0,0,0,10,10,0,0,0,0,3,20,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,62,3,0,0,0,64,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,10,0,0,0,0,10,11,4,3,0,0,13,44,4,0,3,4,50
LGA25900,0,350,343,4,11,0,0,364,105,8,14,0,0,129,277,19,17,4,0,318,1233,100,103,16,3,1465,247,26,40,4,0,314,460,26,27,9,3,527,2507,101,197,25,30,2854,87,6,7,6,8,115,31352,1819,1912,345,140,35560,38337,4159,2560,370,163,45604,131,15,13,3,0,171,174,5,10,0,0,189,244,25,18,0,0,294,2042,252,109,61,15,2483,102,17,7,0,0,122,106,19,11,0,0,141,165,12,5,0,0,191,296,30,24,4,0,352,205,34,22,9,3,276,393,29,22,6,0,446,4643,306,229,26,17,5221,545,22,18,0,0,590,267,19,18,0,0,309,89,5,7,0,0,103,506,40,23,0,4,574,328,49,42,4,0,421,229,7,18,4,3,262,315,25,14,0,5,364,101,12,16,8,3,142,1039,61,57,13,0,1169,657,5,4,5,3,680,119,17,9,0,0,146,1780,126,124,13,0,2039
LGA25990,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,4,0,34,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,6,8,4,0,0,0,15,709,66,82,86,11,943,1283,186,250,172,33,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,26,0,3,3,0,32
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,27,3,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,12,3,0,4,0,18,10,0,0,0,0,16,710,46,76,25,8,867,1030,131,141,31,17,1351,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,29,4,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,17,0,3,0,0,25
LGA26170,0,16,4,0,0,0,0,9,5,0,0,0,0,5,11,0,5,3,0,20,136,13,32,13,3,190,13,6,8,0,0,23,8,0,0,0,0,9,49,10,12,4,0,78,65,6,18,4,11,99,4334,317,676,262,107,5689,7116,783,1485,427,200,10013,5,0,0,0,0,5,0,0,0,0,0,0,9,0,8,0,0,18,28,3,6,5,0,39,4,0,0,0,0,4,4,0,0,0,0,5,9,0,0,0,0,4,34,0,15,7,0,53,0,0,3,0,0,3,4,0,4,0,0,9,85,12,3,0,4,100,3,0,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,0,20,3,6,3,0,39,9,0,14,5,0,24,3,0,0,0,0,4,17,0,0,0,0,18,0,0,0,0,0,0,26,3,0,0,0,28,6,0,0,0,0,4,31,9,17,3,4,62,129,25,34,16,3,199
LGA26260,0,16,4,0,0,0,0,3,3,0,0,0,0,3,0,0,8,0,0,13,74,8,8,7,0,98,3,0,4,0,0,13,0,0,0,0,0,5,27,6,5,3,0,39,44,0,0,7,7,55,3121,144,369,169,56,3864,5098,424,910,349,126,6907,0,0,0,0,0,0,4,0,0,0,0,8,9,0,0,3,0,13,9,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,6,60,3,0,0,0,65,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,13,7,0,0,0,0,7,11,0,0,0,0,10,96,12,11,9,0,121
LGA26350,0,361,444,14,14,3,3,478,124,10,8,0,0,141,259,13,10,0,0,280,976,66,89,14,0,1148,224,22,20,4,0,271,501,27,27,9,3,574,1966,109,146,23,9,2256,68,6,8,3,5,88,30032,1919,1904,421,130,34409,29745,3656,2586,441,130,36559,121,25,18,0,0,171,90,6,4,0,0,100,143,18,21,4,0,182,2035,361,140,122,16,2676,47,6,8,5,0,72,88,8,6,5,0,111,101,8,5,0,0,123,157,30,20,6,0,215,210,36,31,8,0,281,368,25,28,6,0,428,2732,138,78,22,15,2987,413,22,13,3,0,450,183,39,20,8,3,259,37,6,0,0,0,45,291,20,11,0,7,329,336,52,33,9,6,424,205,8,29,4,3,241,300,30,19,3,0,354,60,12,11,3,0,92,862,74,60,8,0,1004,595,5,0,0,0,604,56,10,9,0,0,77,1147,114,97,13,5,1385
LGA26430,0,8,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,46,6,7,3,0,60,3,3,0,0,0,9,5,0,0,0,0,5,24,4,0,5,0,39,28,0,3,0,0,38,1504,122,193,120,32,1973,2357,296,453,247,60,3414,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,7,14,9,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,23,0,4,0,0,0,5,0,0,0,0,0,4,75,4,0,0,0,74,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,15,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,9,10,0,0,0,0,10,10,0,0,3,0,10,34,9,5,0,0,51
LGA26490,0,42,13,3,0,0,0,11,8,0,0,0,0,8,24,0,0,0,0,24,182,17,44,7,0,257,20,9,3,4,0,32,11,0,0,0,0,14,123,8,10,3,6,152,28,3,9,3,6,40,4757,447,724,198,33,6167,6886,1186,1325,298,73,9767,8,0,3,0,0,9,0,0,0,0,0,7,21,11,5,0,0,32,44,15,0,0,0,57,3,0,0,5,0,8,0,4,0,0,0,8,8,0,0,0,0,8,22,3,11,4,0,42,3,0,3,0,0,12,4,0,0,0,0,5,207,21,6,0,0,234,20,0,4,0,0,21,9,0,0,0,0,12,0,0,0,0,0,0,20,6,12,0,0,42,16,7,0,0,0,29,10,0,3,0,6,12,13,0,0,0,0,13,0,0,0,0,0,0,17,0,0,0,0,26,27,0,0,0,0,23,14,0,5,0,0,25,131,27,23,4,0,183
LGA26610,0,14,8,0,0,0,0,11,22,0,0,0,0,24,45,3,0,0,5,53,52,0,4,6,0,64,0,0,0,0,0,3,57,4,3,3,5,65,110,4,0,0,0,110,43,0,3,5,3,62,4067,243,255,156,67,4792,6193,721,605,320,119,7957,27,0,3,0,0,29,6,0,0,0,0,6,4,0,0,0,0,9,76,4,4,0,6,86,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,0,0,41,8,0,0,4,0,12,0,0,0,0,0,4,5,0,0,0,0,7,178,7,0,0,0,192,57,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,10,17,8,3,9,4,36,5,0,0,0,0,5,11,0,0,0,0,16,0,0,0,0,0,0,458,3,10,0,4,478,20,0,0,0,0,19,8,0,4,0,0,13,57,4,7,0,3,71
LGA26670,0,0,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,15,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,6,0,0,0,5,17,809,69,140,82,19,1120,1256,189,375,154,33,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,5,0,0,0,0,6,23,3,0,4,0,35
LGA26700,0,26,15,0,0,0,0,17,5,0,0,0,0,9,12,0,0,0,0,13,137,11,12,3,0,170,15,3,5,0,0,19,11,0,3,0,0,9,85,6,5,5,0,97,49,5,6,3,0,71,6270,314,422,185,68,7258,9805,814,983,325,138,12064,0,0,0,0,0,0,3,0,0,0,0,3,13,0,4,0,0,18,15,7,4,0,0,27,4,0,0,0,0,4,0,0,0,0,0,3,6,0,0,0,0,6,24,3,0,0,0,38,4,0,0,0,0,3,6,5,0,0,0,10,100,8,0,0,3,110,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,31,0,15,4,4,56,8,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,30,5,0,0,0,43,58,0,0,0,0,58,11,0,5,0,0,17,104,6,13,3,0,129
LGA26730,0,43,33,0,0,0,0,37,20,0,0,0,0,21,23,0,4,0,0,32,151,9,13,3,0,176,18,0,3,0,0,18,27,0,0,0,0,27,103,3,5,0,0,114,44,0,3,0,0,55,8661,285,486,100,75,9607,13323,794,1000,156,134,15411,0,6,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,15,142,11,3,4,0,170,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,9,19,3,9,0,0,23,0,0,0,0,0,0,8,0,4,0,0,3,109,11,6,0,0,128,31,0,0,0,0,31,3,0,0,0,0,0,3,0,0,0,0,3,44,3,3,0,0,50,8,0,0,0,0,10,12,0,0,0,0,13,25,0,0,0,0,26,0,0,0,0,0,0,39,0,0,0,0,46,24,0,0,0,0,29,20,0,9,0,0,23,208,13,15,0,0,239
LGA26810,0,36,13,0,0,0,0,16,14,0,0,0,0,11,20,0,3,0,0,29,200,5,19,12,0,234,15,0,0,0,0,12,20,3,3,3,0,30,75,5,12,0,4,91,95,3,13,5,11,124,7304,321,718,237,118,8701,12451,825,1563,422,217,15476,0,0,0,0,0,0,7,0,0,0,0,3,16,0,0,0,0,18,30,6,5,0,0,44,12,0,0,0,0,12,11,0,0,0,0,12,20,0,0,0,0,19,26,5,11,0,0,42,3,0,0,0,0,0,8,0,0,0,0,10,152,11,4,0,3,178,13,0,0,0,0,14,5,0,0,0,0,3,3,3,0,0,0,10,22,0,3,0,0,26,17,10,5,0,0,22,4,0,0,0,0,4,8,0,0,0,0,13,0,0,0,0,0,4,47,4,0,0,0,51,17,0,0,0,0,17,29,5,10,3,4,50,208,23,34,13,4,283
LGA26890,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,17,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,6,10,0,3,0,0,19,458,35,131,88,18,733,822,130,388,222,33,1603,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,14
LGA26980,0,359,737,16,18,3,5,786,209,17,19,4,0,255,152,12,12,0,0,182,1096,46,39,11,0,1193,174,5,7,0,0,187,511,26,47,11,4,598,1619,58,81,22,12,1799,74,11,4,0,3,93,36069,1710,1896,496,145,40307,37546,2476,2180,294,139,42637,137,25,28,0,4,196,130,7,9,0,0,149,146,8,9,0,0,165,5375,1295,642,391,58,7764,62,13,0,0,0,79,94,11,6,0,0,115,126,11,4,5,0,144,182,17,12,4,0,208,206,23,27,7,0,269,904,112,93,15,6,1132,3176,221,163,28,10,3603,380,27,17,3,0,435,405,74,36,13,5,540,55,5,5,0,0,65,185,13,7,0,0,206,216,48,15,5,0,290,139,4,27,0,0,174,462,60,57,16,5,603,59,17,18,5,0,99,1812,180,154,14,10,2164,325,0,6,0,0,334,97,10,6,0,3,114,1019,81,55,4,5,1158
LGA27070,0,127,505,25,41,7,0,577,36,0,0,0,0,40,156,5,8,0,0,169,548,24,14,7,6,603,72,0,4,3,0,82,842,40,58,13,4,964,1993,119,120,31,17,2279,110,6,0,9,8,131,30359,1292,1539,381,169,33745,36350,3050,2248,342,215,42206,78,14,28,0,6,120,131,12,16,5,0,166,85,9,10,0,0,102,972,213,128,72,13,1385,88,15,15,9,0,122,156,29,27,5,0,222,254,10,7,0,0,271,108,11,10,6,0,131,341,74,51,12,8,487,169,7,13,0,0,188,5140,631,521,84,53,6438,180,11,9,3,0,210,344,59,59,14,5,485,507,81,92,12,11,700,164,24,7,0,0,189,621,125,72,31,13,859,59,0,6,0,0,69,91,12,11,4,0,116,269,68,74,24,10,449,497,39,27,3,0,569,676,28,11,0,5,723,35,3,0,0,0,43,985,53,40,7,4,1087
LGA27170,0,33,20,0,0,0,0,17,9,0,0,0,0,9,11,0,4,0,0,18,180,10,10,0,0,203,31,0,0,0,0,29,36,0,4,0,0,42,174,17,5,3,3,200,61,3,3,0,0,69,8891,323,431,95,55,9800,16441,869,913,155,106,18480,3,0,0,0,0,6,16,9,0,0,0,22,21,0,6,0,0,30,47,3,12,0,0,69,14,0,0,0,0,16,10,0,0,0,0,8,24,0,0,0,0,25,49,0,8,0,0,58,5,5,3,0,0,11,14,0,0,0,0,14,344,21,7,0,0,373,12,0,0,0,0,15,12,0,0,0,0,12,4,0,0,0,0,4,29,0,0,0,0,33,11,4,0,0,0,12,4,0,0,0,0,4,12,0,0,0,0,16,5,0,0,0,0,5,25,0,7,0,0,29,63,4,4,0,0,67,20,3,3,0,0,28,224,8,20,0,3,257
LGA27260,0,252,346,31,50,9,0,429,64,6,8,0,0,81,252,0,18,0,0,281,914,38,68,13,0,1036,108,3,3,0,0,124,798,44,47,11,4,904,2680,116,198,62,16,3071,101,3,6,0,10,128,34924,1543,2045,550,161,39223,39219,2270,1737,366,194,43782,151,33,16,3,6,203,434,78,93,15,3,623,86,7,0,7,0,105,1375,333,197,109,16,2027,174,17,10,0,0,198,129,12,16,0,4,162,309,22,23,7,3,355,155,16,9,4,0,183,140,40,19,3,4,202,207,18,25,3,0,253,10129,1847,1196,221,108,13499,377,38,46,9,0,472,198,33,28,0,0,268,149,15,12,4,0,182,252,25,17,0,3,296,332,50,29,10,4,428,117,4,8,0,0,132,176,19,44,4,0,242,197,45,59,25,14,340,611,77,68,3,5,776,371,18,12,7,0,402,59,5,7,0,0,73,2943,96,99,20,13,3166
LGA27350,0,355,456,6,11,5,6,479,149,3,10,0,0,166,277,19,21,3,0,317,1781,71,104,16,10,1974,448,13,31,0,0,505,837,56,61,17,8,972,2685,92,135,15,18,2944,96,9,7,3,8,120,44242,1753,2092,295,168,48562,51142,4184,3020,317,183,58841,138,9,15,0,0,155,168,5,3,3,0,181,334,17,16,0,0,370,2181,219,123,51,24,2593,92,6,10,3,0,120,131,11,13,3,0,154,148,9,7,0,0,161,340,38,33,0,0,412,270,52,24,15,0,367,491,27,25,0,4,543,4177,144,76,15,21,4436,593,24,14,4,3,633,351,31,17,17,7,420,112,3,11,0,0,129,554,27,20,0,0,606,447,53,31,22,4,557,286,16,27,0,4,336,383,17,17,4,0,423,103,13,13,0,0,132,1280,84,57,7,4,1431,761,9,0,4,5,777,141,8,13,0,0,160,2459,153,152,14,8,2777
