POW_LGA_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
LGA26260,0,21,3,0,0,0,0,0,0,27,3,14,5,0,3,0,0,0,0,22,3,23,3,3,0,6,0,3,0,48,10,30,22,9,11,9,0,3,3,82,3,19,27,14,16,12,0,9,0,98,14,18,50,18,36,36,10,13,0,184,9,9,31,31,54,50,6,20,4,209,13,6,17,42,46,56,14,22,3,218,6,4,7,16,28,61,11,26,0,151,14,5,4,13,37,57,20,62,3,213,0,0,0,5,0,7,6,4,0,22,3,0,0,3,0,13,3,14,0,48,0,0,0,0,0,4,0,0,0,3,71,147,178,145,224,310,78,174,14,1344,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,17,0,12,4,3,0,0,0,0,0,25,0,8,4,0,0,3,0,3,0,24,0,11,7,3,15,11,0,0,3,59,7,11,10,8,11,18,0,7,0,75
LGA26350,15,146,27,0,8,8,7,5,0,211,17,134,60,11,0,12,0,7,5,249,34,176,129,26,27,21,3,17,6,443,35,201,192,64,76,48,10,25,6,661,38,188,247,158,212,183,37,39,9,1110,66,167,323,262,526,404,75,109,7,1945,58,144,229,277,638,576,129,164,12,2231,83,128,186,215,710,634,145,232,20,2341,53,78,124,133,499,529,185,218,9,1820,86,108,157,190,688,967,355,700,13,3257,16,43,59,51,108,233,80,182,4,775,34,111,125,134,176,473,174,686,11,1919,5,22,14,16,21,18,3,15,26,131,551,1868,1906,1568,3692,4121,1206,2410,134,17464,12,3,6,0,0,0,0,9,0,29,7,27,0,0,0,0,0,0,0,41,10,61,8,0,0,3,3,0,0,89,16,63,38,4,7,3,0,6,5,134,25,70,68,17,23,9,5,8,5,224,46,102,131,30,44,43,10,15,9,431
LGA26430,0,9,0,0,0,0,0,4,0,14,0,0,3,0,0,3,0,0,0,14,6,11,4,0,3,3,0,0,0,23,4,3,4,8,4,6,0,0,0,28,9,11,13,7,9,6,5,0,0,54,0,7,15,4,20,9,4,3,0,72,0,3,13,9,13,14,0,5,0,54,4,0,3,4,12,19,4,13,0,63,0,0,8,5,5,11,8,12,0,47,3,0,4,3,15,17,9,15,0,60,0,0,0,0,0,4,0,3,0,10,0,0,0,3,0,6,5,9,0,22,0,0,0,0,0,0,0,0,0,0,22,54,62,48,78,101,31,71,3,475,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,10,0,3,0,0,0,0,0,15,0,6,5,0,0,0,0,3,0,12,5,4,3,0,3,5,0,0,0,29,5,13,11,4,12,13,3,6,0,56
LGA26490,4,34,6,4,0,0,0,4,0,54,5,21,7,3,0,9,0,0,0,52,9,46,22,9,11,7,3,3,0,110,9,52,35,17,10,7,0,4,4,148,13,43,59,33,17,25,0,12,0,197,12,22,51,36,63,32,13,10,0,249,13,18,36,40,86,51,11,27,5,291,17,14,23,36,99,63,26,40,0,319,10,21,21,13,51,59,17,31,0,221,9,25,13,21,74,92,23,55,0,319,0,5,10,8,8,16,9,22,0,71,3,16,14,15,14,34,17,47,0,158,0,0,0,0,0,8,3,0,3,14,103,351,325,235,453,406,125,252,23,2273,0,0,3,0,0,0,0,0,0,11,0,11,4,0,0,0,0,0,0,21,4,18,3,0,0,0,0,0,0,29,0,20,6,3,0,6,0,4,0,52,3,24,13,6,7,7,0,3,5,71,10,30,18,8,23,29,0,4,0,118
LGA26610,5,16,3,0,0,0,0,0,0,25,4,15,7,3,0,3,0,0,0,37,3,18,14,3,0,3,0,3,0,41,9,24,12,9,8,6,0,0,3,75,6,14,25,14,23,14,6,7,3,108,10,10,39,30,57,52,7,11,3,222,15,5,16,31,93,67,7,13,0,249,10,7,11,33,75,79,10,15,0,242,15,8,5,21,40,66,26,37,0,205,7,0,5,16,44,60,23,44,0,205,0,0,0,0,4,7,0,9,0,25,0,0,3,6,9,15,3,20,0,55,0,0,0,3,5,0,0,3,0,9,89,136,146,180,352,370,81,159,12,1529,0,0,0,0,0,4,0,3,0,9,0,10,0,0,0,0,0,0,0,16,0,11,3,4,0,0,0,0,0,14,0,16,5,4,0,0,0,0,0,26,3,13,12,5,20,12,0,5,0,67,9,6,13,15,20,24,0,7,0,91
LGA26670,0,10,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,9,4,0,0,4,0,0,0,18,0,3,3,7,0,0,0,0,0,18,7,4,11,15,8,5,0,0,0,56,8,0,3,5,12,13,0,8,0,54,3,4,3,4,14,15,8,8,0,56,3,0,7,4,4,10,3,13,0,42,0,0,0,4,10,13,7,16,0,50,0,0,0,0,0,5,0,0,0,13,0,0,0,3,0,3,0,6,0,8,0,0,0,0,0,0,0,0,0,5,30,37,37,48,52,69,21,50,0,339,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,5,3,0,4,0,0,6,0,10,0,4,0,0,4,4,0,0,0,19
LGA26700,0,15,4,3,0,4,0,0,0,26,0,20,12,5,0,0,0,0,0,31,6,40,22,4,9,0,0,4,0,88,9,36,42,13,14,4,3,3,0,126,15,43,61,35,37,32,0,4,0,238,22,23,93,90,89,48,15,15,3,406,33,21,67,89,88,82,18,18,0,415,23,10,36,66,124,119,39,35,3,461,16,12,21,58,73,96,34,47,3,343,25,12,27,49,62,125,58,91,0,458,5,0,3,0,5,22,6,16,0,67,10,4,5,12,16,22,13,34,0,111,0,0,8,0,0,3,0,0,0,13,170,253,395,413,523,568,193,285,20,2815,0,3,0,0,0,0,0,4,0,9,0,11,0,0,0,0,0,0,0,15,0,22,6,0,0,4,3,0,0,36,11,13,3,5,3,0,0,3,0,42,0,18,20,5,15,28,4,8,0,88,5,25,26,12,28,31,7,12,4,151
LGA26730,9,22,10,0,0,4,0,0,0,41,6,26,8,0,3,0,0,0,4,56,9,53,26,11,10,7,0,0,0,110,15,74,54,16,10,10,4,4,0,182,29,48,93,50,49,37,3,8,5,325,25,44,131,95,124,81,13,18,7,547,39,28,92,101,143,122,28,30,0,587,34,19,37,87,193,114,41,51,6,580,26,8,20,56,103,144,37,56,0,448,17,15,20,46,112,149,51,106,0,523,0,10,4,9,10,19,8,25,0,88,7,8,10,19,30,31,23,73,0,201,0,0,0,6,0,0,0,0,0,9,218,378,511,503,789,724,215,383,34,3742,0,5,0,0,0,3,0,0,0,5,6,16,0,0,0,6,0,0,0,26,5,20,6,0,0,0,0,0,0,32,5,22,3,0,3,0,0,3,0,41,5,15,14,9,25,28,5,3,0,110,16,34,37,11,57,44,7,13,7,229
LGA26810,0,20,0,0,3,0,0,5,0,26,6,38,10,5,0,3,0,0,0,67,10,47,19,6,4,4,3,6,3,105,20,58,37,17,9,4,3,3,0,149,9,32,46,30,25,23,9,3,0,190,20,25,74,60,71,60,13,23,3,348,13,17,51,63,94,83,26,41,5,395,34,9,42,63,111,137,34,73,0,495,15,11,22,43,74,101,33,63,0,367,24,22,9,28,79,178,80,138,0,563,0,0,0,4,22,30,15,29,0,107,9,6,11,16,24,50,20,49,0,180,0,0,0,0,3,7,0,0,6,14,184,313,328,327,519,691,234,437,23,3052,3,4,0,0,0,0,0,6,0,12,0,21,0,0,0,0,0,0,0,25,7,22,4,0,8,4,4,0,0,48,7,18,4,3,7,6,0,4,0,53,8,34,31,5,27,21,3,8,6,144,16,37,38,11,36,66,10,5,3,216
LGA26890,0,5,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,7,0,8,4,0,0,0,0,0,0,13,6,3,8,9,0,3,0,0,0,35,0,0,3,0,0,4,6,3,0,16,4,0,0,3,0,13,4,0,0,21,0,0,0,3,0,14,3,7,0,24,0,0,0,4,0,5,0,6,0,15,0,0,0,6,6,8,6,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,5,11,31,20,24,17,49,17,20,0,194,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,9,0,0,3,4,5,5,0,0,0,13
LGA26980,25,269,39,18,13,20,0,12,3,405,29,261,102,25,30,20,12,20,6,496,52,363,195,43,51,42,4,24,5,793,78,334,307,100,102,82,23,30,7,1058,83,332,422,188,242,196,26,56,10,1548,99,274,537,522,575,515,77,110,21,2726,97,151,375,430,858,676,134,168,16,2901,124,110,250,417,1025,842,229,276,20,3289,104,77,156,227,850,828,181,312,5,2735,151,137,168,262,1211,1588,479,791,15,4793,23,34,54,44,144,273,75,197,8,850,23,41,83,86,168,411,147,449,6,1411,6,19,5,6,18,26,6,18,19,127,961,2944,2768,2378,5293,5540,1396,2474,147,23903,8,9,0,0,4,6,0,0,3,28,14,54,0,3,4,0,0,0,0,80,14,91,17,7,0,9,0,0,0,142,14,92,53,11,6,8,4,4,6,204,23,86,90,23,29,18,6,3,13,288,34,95,174,54,72,86,12,13,10,546
LGA27070,14,106,35,0,3,3,0,0,3,171,16,124,49,13,13,8,0,4,0,213,22,199,102,27,26,25,0,7,5,405,49,191,160,86,66,43,12,15,7,622,65,172,256,131,173,112,13,28,11,954,84,119,324,300,410,332,44,92,10,1721,74,71,203,304,542,484,95,163,24,1951,93,54,131,246,565,578,164,221,16,2064,54,40,53,153,353,482,138,235,12,1514,68,46,76,107,520,794,273,463,14,2369,0,14,26,25,64,103,28,89,5,350,15,17,40,51,95,197,74,182,3,671,3,6,7,13,21,11,0,8,17,87,600,1358,1477,1463,2844,3187,839,1513,136,13415,9,12,8,3,4,11,0,8,7,53,13,37,3,0,0,0,0,4,0,66,18,80,21,7,7,7,0,0,3,147,23,92,55,11,16,14,0,6,8,217,25,74,90,32,67,50,9,10,4,375,29,96,177,61,133,117,20,29,8,670
LGA27170,5,27,4,0,0,5,0,0,0,35,0,36,10,0,0,0,0,9,0,54,3,47,23,10,14,5,3,7,0,101,13,54,38,22,10,5,0,4,0,144,12,42,83,49,56,25,4,9,0,280,26,32,104,81,127,83,19,24,4,503,32,15,85,113,188,112,34,47,0,617,27,13,55,105,214,174,60,55,3,702,23,8,14,56,130,144,38,67,3,486,20,18,21,42,147,207,73,128,0,654,0,5,4,3,13,19,13,14,0,75,3,0,11,10,17,36,6,39,0,131,4,0,0,0,4,3,0,0,0,14,180,316,445,494,918,811,257,397,28,3849,0,3,0,0,4,0,0,4,0,13,4,3,0,0,0,0,0,3,0,12,4,3,6,0,7,0,0,0,0,26,0,14,8,0,10,3,0,0,0,34,10,15,12,12,26,34,5,8,0,114,9,27,30,14,53,65,11,18,6,235
LGA27260,17,135,39,16,15,12,0,5,0,235,15,117,70,14,6,12,0,5,7,246,33,166,129,35,25,31,0,15,8,438,51,150,167,80,61,43,3,24,7,581,42,148,267,139,192,144,17,37,12,1005,58,117,274,234,512,361,68,88,10,1730,97,86,200,224,818,595,136,208,18,2385,79,54,128,214,739,633,216,286,22,2369,60,48,66,117,503,564,145,255,14,1775,73,48,72,97,604,920,290,554,20,2680,3,10,23,24,76,170,34,93,6,441,12,25,34,60,77,239,75,208,0,731,0,8,9,7,12,21,5,3,20,89,597,1402,1512,1275,3642,3780,1000,1798,156,15155,4,11,8,0,10,6,5,6,10,54,16,35,6,0,5,0,0,0,0,66,16,82,19,0,10,5,0,5,3,143,23,95,48,12,18,14,4,9,4,219,29,70,147,16,62,64,14,10,6,423,32,116,162,61,136,112,26,27,8,680
LGA27350,19,181,45,10,7,6,3,13,5,301,26,193,92,20,12,20,5,16,3,386,54,316,202,46,34,41,4,16,6,716,66,317,320,120,122,108,20,48,4,1131,97,322,459,288,380,326,64,94,12,2041,136,246,576,531,1044,959,154,168,33,3845,194,180,432,584,1454,1375,266,290,26,4794,185,152,291,539,1637,1576,339,428,22,5179,137,100,144,338,1256,1272,310,389,21,3957,249,186,224,440,2115,2792,742,1136,28,7914,60,48,56,77,295,545,183,340,0,1598,79,89,142,150,305,753,293,938,11,2753,10,3,16,19,32,47,6,20,37,185,1354,2578,3029,3160,8725,9854,2399,3926,216,35248,3,4,0,0,5,0,0,4,8,33,3,35,3,0,0,0,0,0,3,53,15,57,3,0,4,3,0,0,4,92,14,86,27,5,7,3,3,4,6,160,23,95,54,13,16,22,0,8,5,238,30,114,157,44,53,55,13,13,7,492
LGA27450,13,93,20,12,4,4,4,4,5,151,23,112,47,11,9,9,0,0,3,212,19,154,87,29,7,24,9,7,7,336,29,159,147,52,29,31,3,7,3,461,22,119,200,76,80,64,7,32,10,603,42,110,207,132,198,167,40,60,3,966,39,56,115,153,240,210,77,120,8,1018,43,48,77,117,283,263,99,167,3,1110,33,31,25,58,175,219,80,188,5,820,25,39,56,67,223,335,141,312,6,1207,4,10,7,17,31,65,14,58,0,202,8,10,31,30,45,86,32,93,0,336,0,3,6,0,5,11,6,13,19,60,326,1149,1061,779,1351,1503,511,1071,73,7820,3,10,0,0,0,10,0,5,0,36,19,49,3,3,0,7,0,0,3,88,10,88,21,5,9,11,0,3,4,154,19,78,34,11,14,13,4,11,0,188,33,99,82,30,55,48,12,7,13,381,38,108,118,46,130,119,26,32,10,626
LGA27630,4,9,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,0,13,8,0,4,0,0,0,0,25,0,3,3,3,0,0,0,0,0,10,3,5,3,4,5,7,0,0,0,31,5,5,14,13,10,8,0,4,0,55,0,0,5,0,16,16,4,4,0,43,3,0,3,14,13,26,0,7,0,55,0,3,0,3,5,12,0,3,0,26,9,0,0,3,9,11,5,11,3,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,11,0,0,3,0,0,0,0,0,0,3,19,49,39,43,52,81,12,35,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,9,0,7,0,0,0,3,3,0,0,18,0,3,0,0,9,5,0,0,0,23
LGA29399,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,6,5,3,6,0,13,0,0,0,0,28,0,0,3,0,9,5,0,0,0,16,0,0,0,0,4,5,0,0,0,15,0,0,0,6,0,0,0,0,0,9,3,0,0,0,0,4,0,3,0,15,0,0,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,9,9,22,16,31,18,3,12,3,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,15
LGA29499,92,453,90,29,19,13,4,12,13,730,91,388,98,26,23,19,3,18,11,677,120,525,226,58,31,45,10,24,10,1051,143,425,247,103,66,76,10,27,9,1112,121,369,363,158,151,140,21,69,15,1409,130,356,314,211,309,319,50,94,25,1805,89,160,235,160,358,415,74,94,13,1599,93,148,158,136,419,470,78,158,21,1674,75,78,101,106,322,446,95,180,18,1420,112,152,159,148,496,830,181,386,13,2472,39,43,31,32,102,235,59,157,9,695,58,83,88,78,119,379,99,388,4,1298,8,25,19,6,14,28,5,22,29,157,1363,4239,2227,1286,2448,3461,698,1651,216,17584,43,44,30,21,33,45,7,23,23,254,48,197,21,8,9,10,0,12,6,320,91,365,91,33,27,38,3,12,8,681,127,400,164,79,88,114,12,27,22,1035,172,404,279,136,268,346,62,59,48,1783,217,534,492,277,726,1002,145,171,53,3625
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,0,0,8,0,9,0,0,0,0,0,3,0,10,0,5,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
