POW_LGA_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,29,38,41,10,154,39,8,13,11,21,11,0,111,4,0,0,4,0,0,0,9,119,99,112,148,150,85,18,727,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,75,117,107,18,3,441,15,5,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,4,4,9,7,0,23,72,74,83,125,127,30,3,511,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,0,0,5,10,9,7,4,4,0,34,8,10,8,7,4,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,59,120,231,254,217,72,976,126,51,64,71,96,44,5,450,7,8,11,9,18,7,8,62,773,909,1005,1243,1273,606,139,5954,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,532,612,839,669,176,11,3179,128,20,14,16,24,19,3,231,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,8,0,4,4,0,14,3,0,25,42,36,40,54,68,26,3,266,515,597,672,921,780,222,17,3728,0,0,0,0,0,0,0,0
LGA26260,0,0,0,0,0,0,0,4,6,11,3,0,4,0,0,31,8,12,3,3,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,0,4,0,0,4,0,0,7,15,41,90,119,159,125,31,585,67,40,24,23,38,24,0,216,5,7,3,4,7,6,7,36,515,683,627,730,779,391,91,3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,273,401,480,559,502,132,13,2367,93,21,13,22,11,4,0,170,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,6,3,0,4,0,16,32,41,31,36,63,21,6,228,411,464,528,630,585,168,12,2797,0,0,0,0,0,0,0,0
LGA26350,26,7,8,7,3,0,0,47,36,38,25,13,18,0,0,135,226,211,125,59,45,11,0,691,47,70,29,3,3,3,0,151,4,3,0,0,0,0,0,5,26,32,15,10,5,0,4,87,75,101,37,10,6,6,3,240,376,1991,1978,1566,1069,503,167,7633,1107,795,409,259,250,125,35,2977,12,37,17,18,16,4,0,107,4251,7414,5637,4301,3111,1333,333,26375,299,496,190,95,73,27,0,1175,148,96,24,24,16,10,0,313,0,0,0,0,0,0,0,7,152,247,90,37,50,12,0,583,20,50,20,3,3,0,0,105,2004,3204,2329,2438,1732,548,42,12308,466,232,130,92,123,41,6,1081,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,17,20,76,40,25,17,0,0,180,7,41,21,17,16,0,0,114,377,422,201,185,133,43,9,1372,3501,4862,3056,2918,2165,687,66,17248,94,114,46,25,13,0,0,292
LGA26430,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,20,3,0,4,4,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,30,62,71,112,41,353,41,13,11,15,24,16,4,135,0,3,0,0,3,8,5,24,275,299,315,362,419,304,92,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,186,221,256,239,72,6,1073,35,20,7,4,10,3,3,81,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,3,4,0,3,0,0,12,25,20,21,20,31,10,3,119,159,234,252,284,282,89,9,1310,0,0,0,0,0,0,0,0
LGA26490,0,0,0,0,0,0,0,3,11,10,3,8,3,0,0,34,14,6,3,8,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,7,32,119,241,292,266,154,42,1140,213,93,87,56,64,33,14,560,6,9,6,4,3,0,3,32,989,1126,1107,1044,885,374,90,5611,0,0,0,0,0,0,0,3,3,8,7,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,608,625,660,614,507,90,3,3110,167,27,14,8,8,9,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,7,0,0,18,0,3,3,8,3,3,0,21,42,36,33,49,37,8,0,210,837,715,717,679,567,111,9,3636,0,0,0,0,0,0,0,6
LGA26610,0,0,0,0,0,0,0,8,11,14,10,8,3,0,0,47,11,16,6,8,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,4,0,5,0,20,8,8,5,4,0,5,0,27,15,32,56,88,86,68,21,371,64,38,31,36,50,23,3,238,10,15,10,13,12,0,4,64,758,1213,1046,882,1012,358,70,5336,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,364,684,622,622,584,124,10,3015,136,117,59,53,34,12,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,3,3,0,18,5,0,4,0,3,0,0,16,38,51,35,42,57,20,3,237,541,857,735,725,685,160,17,3722,0,0,0,0,0,0,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,0,0,0,0,5,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,22,32,49,77,26,228,14,16,10,12,23,9,5,92,0,0,4,0,0,4,0,11,121,171,164,185,264,177,61,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,93,102,140,144,45,8,578,14,9,5,5,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,4,3,0,5,0,10,18,11,16,17,22,8,6,99,82,110,123,170,172,60,13,732,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,3,19,13,3,5,3,3,0,41,16,14,3,9,4,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,21,0,6,7,0,0,0,0,23,11,39,95,135,160,125,60,636,138,59,74,70,98,42,3,488,10,7,8,9,4,6,4,52,966,1046,1162,1261,1238,508,117,6298,0,0,0,0,0,0,0,0,12,0,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,18,496,833,889,1117,885,170,9,4398,192,48,38,36,35,11,0,360,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,7,4,10,15,14,0,0,49,5,0,0,3,7,0,3,23,40,54,36,65,58,27,3,278,758,935,987,1236,1006,208,18,5155,0,0,0,0,0,0,0,0
LGA26730,0,0,0,0,0,0,0,7,11,10,7,3,3,0,0,44,16,16,13,7,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,5,3,0,0,24,4,10,0,5,3,0,0,24,19,82,103,150,127,58,17,551,189,102,94,88,95,45,4,622,14,7,3,9,6,4,4,51,1370,1679,1489,1552,1310,440,54,7891,3,0,0,0,0,0,0,6,11,7,0,5,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,8,0,0,0,20,833,1225,1251,1455,1156,193,6,6130,325,90,44,45,56,19,0,578,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,6,9,9,15,0,0,36,7,5,6,5,0,0,0,17,49,54,44,76,60,12,0,305,1240,1389,1365,1601,1307,229,7,7131,0,0,0,0,0,0,0,0
LGA26810,4,3,0,0,0,0,0,6,8,31,19,7,10,9,0,84,10,29,22,7,10,9,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,4,3,3,23,0,7,4,4,3,3,3,25,23,90,174,186,231,171,70,942,145,127,119,128,168,56,8,748,15,11,4,15,18,15,14,81,1312,1796,1773,1681,1706,642,149,9052,0,0,0,0,0,0,0,4,10,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,610,1032,1105,1299,1032,234,13,5331,211,38,38,48,34,12,0,377,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,16,7,9,5,4,11,6,0,42,6,3,8,9,13,0,0,37,107,67,64,66,87,24,4,422,954,1159,1220,1430,1181,285,18,6250,0,0,0,0,0,0,0,0
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,5,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,10,24,32,63,58,19,209,13,8,5,10,9,6,0,44,0,4,0,0,0,0,0,11,106,164,155,178,225,144,44,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,64,60,88,77,21,5,344,8,0,0,4,4,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,10,4,9,9,20,12,3,69,52,78,73,111,111,34,8,459,0,0,0,0,0,0,0,0
LGA26980,27,25,7,5,0,0,0,63,45,41,22,22,21,5,0,158,141,162,82,76,43,12,5,518,24,20,18,5,6,0,0,78,6,3,0,0,0,0,0,8,13,23,12,6,0,0,0,69,45,52,33,14,7,6,0,153,444,1882,2690,2365,1524,589,124,9605,1080,520,389,390,442,182,38,3043,21,38,33,28,17,10,4,154,4939,7778,7581,6773,5264,1725,290,34350,101,188,75,44,38,4,0,457,142,138,43,47,41,11,0,432,0,0,0,0,0,0,0,3,26,44,9,11,7,0,0,102,14,21,13,5,4,0,0,58,1940,3930,3816,4104,3092,685,54,17632,634,293,185,163,205,68,14,1563,0,0,0,5,4,0,0,8,0,8,4,4,0,0,0,11,8,15,12,13,9,4,0,64,7,14,32,26,24,10,0,117,211,294,136,144,114,28,3,928,3095,4948,4328,4571,3536,814,70,21366,60,58,26,27,22,6,0,189
LGA27070,25,5,12,10,0,0,0,57,56,66,50,33,21,3,0,232,139,138,97,69,38,10,0,489,17,27,12,7,0,3,0,70,8,0,0,0,0,0,0,12,30,50,46,20,14,3,0,164,53,75,57,30,15,9,0,243,136,773,1078,834,509,183,40,3559,866,476,498,343,322,124,28,2643,25,61,41,22,20,3,5,175,5396,8923,8367,6847,5086,1375,186,36183,58,84,28,12,13,0,0,193,117,107,44,41,26,4,0,334,0,0,0,0,0,0,0,0,11,14,10,0,0,0,0,35,18,26,15,8,5,0,0,74,2415,4554,4310,4215,2719,474,21,18708,950,329,207,213,179,37,4,1922,0,3,3,0,0,0,0,3,0,4,3,4,0,0,0,16,8,13,8,8,5,0,0,42,19,21,29,27,13,3,0,110,105,87,80,64,59,21,4,410,3698,5239,4730,4595,3025,544,29,21854,54,75,33,6,7,5,0,176
LGA27170,3,4,0,0,0,0,0,12,20,28,8,11,12,0,0,78,25,32,11,12,12,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,3,3,0,0,29,12,5,5,3,3,0,0,33,31,83,174,218,138,71,15,735,182,115,123,122,129,65,3,753,10,21,12,8,4,4,5,59,1937,2454,2300,2257,1813,524,78,11367,0,0,0,0,0,0,0,0,9,3,7,6,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,4,3,0,0,17,820,1422,1480,1441,1079,212,10,6467,290,62,47,36,31,3,0,474,0,0,3,0,5,0,0,6,0,0,6,0,0,0,0,7,5,10,7,5,3,0,0,30,8,9,0,8,0,0,0,18,125,49,24,20,24,4,0,253,1255,1559,1576,1526,1146,227,16,7305,0,0,0,0,0,0,0,0
LGA27260,33,23,6,3,0,0,0,72,101,111,91,40,43,6,0,386,187,205,153,64,59,10,0,675,26,26,9,9,3,0,0,73,7,3,0,0,0,0,0,12,81,77,60,22,16,0,0,260,116,102,76,32,20,4,0,345,206,1078,1992,1324,823,199,22,5652,1059,667,687,531,496,128,15,3581,38,79,69,28,15,7,0,236,6857,12252,12322,9071,6298,1397,124,48312,37,83,29,10,3,0,0,167,185,127,52,21,27,0,0,413,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,61,78,27,10,3,3,0,186,2378,5087,5451,4315,2532,359,16,20141,1264,539,361,282,173,42,3,2664,0,0,0,6,0,4,0,8,7,4,6,0,0,0,0,19,14,14,11,6,9,0,0,55,16,44,42,23,23,0,0,147,147,112,129,69,63,14,3,545,4109,6106,6116,4746,2826,427,29,24363,52,58,25,10,3,0,0,154
LGA27350,39,37,16,7,14,3,0,116,65,104,55,32,26,4,0,287,304,474,304,157,112,23,0,1375,70,104,57,31,3,0,0,267,0,9,0,0,0,0,0,13,38,77,25,15,7,0,0,167,111,190,82,47,17,3,0,448,760,5447,5753,3287,1512,484,102,17348,1009,1231,759,485,383,177,33,4077,26,66,41,35,18,5,8,204,4924,14380,12240,7926,4736,1546,276,46031,385,773,438,250,200,50,0,2091,74,82,34,20,21,9,0,240,0,0,3,0,0,0,0,4,367,561,180,110,82,25,5,1335,22,81,27,12,6,6,0,154,1330,3620,2679,2394,1591,413,35,12066,295,289,158,143,129,56,8,1087,0,0,3,0,0,0,0,0,0,25,11,0,0,0,0,42,121,352,171,120,55,9,0,829,9,49,50,28,28,4,0,163,380,709,336,249,206,51,8,1930,2997,6530,4088,3337,2315,628,58,19953,38,82,49,16,25,7,0,221
LGA27450,13,5,4,0,0,0,0,28,40,30,26,20,19,7,0,135,72,46,38,31,21,4,3,216,7,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,5,6,7,0,0,0,27,18,13,4,9,4,0,0,46,115,443,696,792,740,416,107,3307,874,304,284,293,313,168,29,2262,18,15,24,14,16,15,3,107,3955,4221,4025,4245,3760,1401,241,21847,14,18,6,7,3,0,0,52,44,9,15,6,6,0,0,86,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,17,1798,2220,2318,2813,2122,453,18,11745,700,124,80,88,68,22,4,1092,0,0,0,4,0,3,0,12,0,9,0,5,5,0,0,9,0,0,3,4,3,0,0,10,9,7,17,11,7,5,0,59,113,51,60,100,101,34,9,472,2688,2446,2510,3048,2319,514,30,13555,10,22,7,9,0,0,0,49
LGA27630,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,11,6,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,12,18,41,52,29,20,172,17,9,5,11,32,5,3,77,3,0,0,0,5,0,0,13,172,239,204,241,363,122,58,1403,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,135,120,155,167,40,3,684,12,3,4,4,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,3,14,15,14,19,36,9,0,102,88,163,135,183,213,43,4,831,0,0,0,0,0,0,0,0
LGA29399,0,5,0,0,0,0,0,8,4,5,3,0,0,0,0,16,7,7,0,4,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,16,23,23,13,0,96,79,69,17,22,22,14,4,230,0,0,0,5,0,0,0,4,388,392,153,145,154,70,8,1313,0,0,0,0,0,0,0,0,36,16,5,6,0,0,0,63,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,21,26,12,6,0,96,6,11,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,8,4,6,6,0,76,228,137,31,33,36,9,0,469,312,203,62,75,59,15,0,733,0,0,0,0,0,0,0,0
LGA29499,28,18,5,7,5,0,0,70,209,278,187,134,101,36,6,952,326,413,255,201,137,53,15,1405,52,55,22,23,16,5,0,163,5,0,0,0,0,0,0,3,19,82,99,53,39,17,5,312,68,130,118,72,50,26,5,481,713,2312,2767,2046,1292,681,267,10078,1411,1559,1545,1806,1903,943,199,9377,81,92,95,103,63,43,25,504,14177,23814,20605,18606,14935,5196,941,98277,45,82,42,24,15,3,0,219,35,29,12,22,18,6,0,124,0,6,3,0,0,0,0,8,19,46,14,10,13,0,0,99,13,25,10,3,9,0,0,65,2085,3488,3379,4299,3584,837,73,17731,349,241,202,254,220,68,7,1329,7,5,22,17,21,4,0,75,7,4,3,0,0,0,0,20,23,32,20,17,9,3,0,109,23,49,57,42,53,14,3,234,69,51,38,47,66,33,7,312,2679,4067,3798,4721,3995,967,95,20328,26,31,17,7,8,0,0,91
LGA29799,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,14,0,0,6,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,13,11,0,0,30,0,0,0,0,0,0,0,4,7,19,37,62,43,12,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0
