POW_LGA_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
LGA24900,0,0,0,0,4,0,0,3,0,11,0,0,3,0,7,0,0,0,0,14,0,4,7,0,9,0,6,3,0,33,4,13,6,0,14,0,3,0,0,35,3,12,0,3,7,0,0,0,0,30,12,6,3,0,4,0,0,0,0,28,7,9,4,0,0,0,0,3,0,21,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,45,22,6,51,0,10,20,3,191,79,7,10,13,6,6,0,11,0,144,35,3,15,57,13,149,9,111,0,394,55,14,22,45,43,90,11,84,7,373,75,23,34,49,25,62,14,112,0,400,81,28,72,65,70,85,17,98,6,518,164,39,124,153,87,103,46,148,5,874,195,67,158,197,137,138,64,254,15,1219,247,91,254,171,170,141,101,318,17,1500,286,144,286,132,147,92,171,292,11,1560
LGA24970,0,10,3,27,10,0,0,7,0,54,4,11,7,23,13,0,0,3,0,62,7,24,30,12,36,0,4,17,0,132,11,23,20,7,37,0,0,8,0,104,9,48,13,6,28,0,3,4,0,110,12,42,7,7,25,0,0,0,0,99,22,57,7,5,12,0,0,0,3,103,12,3,0,0,0,0,0,0,0,17,10,6,0,0,0,0,0,0,0,18,0,0,4,5,0,0,0,0,0,8,91,225,97,162,178,7,16,49,12,841,92,94,54,51,76,79,21,48,34,540,60,270,91,497,143,809,85,449,31,2431,105,345,146,606,304,768,122,459,32,2890,157,336,259,635,399,636,146,446,45,3065,195,332,374,678,578,624,189,551,45,3567,351,652,724,1028,954,832,327,820,85,5770,452,896,993,1182,1320,782,595,949,102,7282,777,1576,1576,1381,2153,911,1076,1088,168,10705,1266,2996,2167,1202,2905,842,1111,906,225,13624
LGA25060,3,14,9,22,11,0,0,11,5,64,3,17,4,26,13,0,3,4,0,76,11,19,19,34,26,0,0,14,3,123,4,28,22,24,42,0,4,16,0,138,8,40,4,15,26,0,6,5,0,100,10,66,11,8,17,0,5,6,0,114,21,74,6,12,22,0,0,0,0,140,5,0,0,0,4,0,0,0,0,8,11,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,80,268,75,155,173,4,17,80,13,872,41,32,21,40,32,50,9,25,18,267,28,85,35,311,55,718,27,297,16,1571,44,161,65,357,153,620,42,238,15,1702,63,148,103,389,181,444,45,204,17,1592,77,140,194,445,205,399,64,234,10,1774,180,234,349,633,395,491,63,316,31,2693,228,353,474,771,568,478,108,355,45,3375,414,525,732,864,653,431,179,325,61,4182,535,836,796,658,788,313,174,276,62,4442
LGA25150,5,3,0,3,7,0,0,7,0,28,0,7,5,5,13,0,3,0,0,32,0,4,9,5,13,0,7,9,0,43,3,15,3,5,19,0,5,3,0,50,3,31,0,0,7,0,0,0,0,48,0,18,3,0,9,0,0,0,0,32,17,6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,86,24,37,69,0,17,34,5,304,21,5,14,7,8,8,5,17,11,99,10,19,16,64,19,169,11,120,0,425,32,24,25,62,32,129,8,105,3,419,33,26,38,58,60,86,17,71,8,387,39,32,87,72,55,77,17,63,0,446,75,53,141,117,79,105,30,96,10,711,105,52,153,141,124,86,44,157,0,873,124,85,221,161,125,82,98,164,11,1076,141,113,224,100,127,52,156,119,9,1035
LGA25250,3,14,9,25,9,0,3,3,0,79,0,11,11,30,19,0,3,5,0,82,0,21,17,19,37,0,12,10,0,139,4,37,29,8,44,0,12,9,0,149,10,51,29,12,27,0,10,8,0,153,15,47,12,12,18,0,0,5,3,119,45,73,7,5,17,0,0,7,4,153,15,0,0,0,3,0,0,0,0,16,13,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,4,0,6,109,272,140,139,200,5,50,92,15,1026,47,40,27,37,29,39,18,33,13,279,24,124,51,209,52,416,28,229,12,1155,56,163,92,340,142,375,54,234,23,1464,89,244,161,387,177,346,71,220,22,1715,113,269,293,483,228,359,117,311,15,2189,226,403,483,855,368,457,240,436,39,3493,295,538,663,943,456,453,297,501,51,4189,454,789,898,1049,591,410,421,555,51,5223,621,1240,976,811,615,349,339,378,58,5381
LGA25340,0,6,3,20,14,0,0,13,0,68,0,6,3,25,33,0,0,6,0,87,5,23,11,31,31,6,0,3,0,108,9,41,11,16,51,3,0,6,3,136,12,59,4,14,33,0,0,0,0,124,18,59,7,4,20,0,0,0,4,117,34,57,9,3,23,0,0,0,4,127,6,6,0,0,0,0,0,0,0,11,17,5,0,0,3,0,0,0,0,29,0,0,0,0,5,0,0,0,0,7,108,273,51,140,236,11,8,86,10,929,91,45,38,42,42,63,9,59,13,398,44,87,86,559,94,913,48,590,13,2435,98,124,135,475,149,713,68,379,19,2146,145,203,210,485,240,471,79,338,26,2192,147,217,389,589,332,567,65,412,24,2741,277,327,779,1046,518,792,129,691,41,4606,463,424,927,1206,659,742,183,762,40,5412,694,667,1369,1208,817,670,353,1032,61,6863,916,983,1523,879,844,495,377,804,78,6911
LGA25430,0,0,0,5,3,0,0,0,0,22,0,3,0,13,6,0,7,3,0,32,3,12,3,5,14,0,9,3,0,53,0,6,5,5,9,0,0,0,0,22,9,13,4,0,9,0,0,0,0,38,5,3,0,0,0,0,0,0,0,16,9,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,47,17,29,48,0,13,24,4,219,19,4,0,7,3,3,0,7,0,42,18,12,11,30,10,77,4,76,3,244,19,21,17,30,11,57,4,52,4,216,37,47,33,37,31,39,7,54,0,287,37,53,51,44,40,59,13,66,0,367,51,69,82,72,62,63,25,128,5,560,80,79,103,98,71,77,26,202,6,730,102,89,147,59,68,48,58,333,13,924,130,129,177,53,75,35,88,216,5,910
LGA25490,0,0,0,9,6,0,0,3,0,17,0,0,0,8,5,0,10,3,0,30,0,9,4,6,8,0,20,10,0,52,0,9,5,0,11,0,3,4,0,39,0,9,5,3,8,0,0,0,0,21,6,7,0,0,4,0,0,0,0,19,10,0,3,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,17,43,42,3,36,33,0,236,41,0,0,0,4,0,3,4,9,68,30,0,9,31,9,47,0,58,0,202,57,9,17,28,12,24,9,49,4,198,52,9,16,20,12,27,3,46,3,184,90,14,28,38,18,28,8,76,0,292,103,17,68,57,29,39,11,84,4,409,130,30,73,69,44,32,15,128,9,517,219,32,102,49,42,45,58,166,7,728,277,47,129,33,60,24,77,184,7,843
LGA25620,0,4,0,0,4,0,0,0,0,8,0,7,5,0,7,0,0,0,0,16,9,8,11,0,14,0,0,8,0,48,3,8,3,0,7,0,0,0,0,25,0,14,0,0,5,0,0,0,0,17,5,6,0,0,0,0,0,0,0,16,6,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,50,26,8,47,0,6,14,3,172,23,0,7,0,4,0,3,15,3,62,8,7,6,57,13,32,4,52,0,182,31,0,15,28,17,18,0,46,0,164,36,13,24,40,17,13,9,39,0,183,35,17,46,40,24,28,14,34,5,250,64,25,72,65,42,38,22,76,0,407,67,33,70,78,57,54,14,91,0,462,106,54,101,72,54,36,42,92,4,565,130,62,119,58,46,35,49,59,5,574
LGA25710,0,5,0,0,4,0,0,11,0,18,4,3,6,0,6,0,3,4,0,27,3,23,4,0,20,5,4,5,0,66,3,19,5,9,17,0,3,8,3,63,4,34,3,7,15,0,0,0,0,61,6,25,4,7,18,0,0,0,0,55,12,28,3,0,6,0,0,0,3,59,4,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,5,0,0,6,44,146,34,32,99,5,20,65,9,448,21,20,8,12,14,8,6,12,12,113,16,44,32,220,40,250,5,208,10,826,40,52,50,185,74,168,25,138,8,736,49,71,56,156,81,114,17,64,3,610,60,100,92,172,101,115,14,75,3,745,80,153,204,243,152,143,26,113,12,1131,95,188,254,262,178,103,42,92,11,1237,177,222,296,310,197,109,66,111,18,1498,202,300,319,228,226,84,76,95,16,1548
LGA25810,0,0,0,6,7,0,0,0,0,14,0,0,0,6,0,0,3,0,0,20,0,7,5,3,10,0,8,3,5,40,0,11,3,0,9,0,3,0,0,32,6,11,0,0,4,0,0,0,0,16,4,0,0,0,3,0,0,0,0,15,6,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,19,36,30,0,24,12,6,176,22,0,3,6,0,4,3,10,0,47,15,0,0,11,12,54,0,35,0,128,31,11,13,18,10,26,0,41,0,149,25,7,19,24,12,28,6,50,4,174,37,11,30,26,22,24,8,50,0,209,69,23,46,65,36,61,20,71,4,392,70,20,56,94,53,54,22,139,7,510,101,31,86,116,60,48,44,205,9,696,125,46,105,81,53,27,42,122,3,603
LGA25900,0,3,4,8,4,0,0,7,0,29,5,14,6,18,12,0,3,13,0,69,12,16,3,21,33,0,3,12,0,99,12,29,3,12,34,0,5,9,0,104,16,47,3,6,49,0,0,0,3,131,20,54,9,6,30,0,0,0,0,124,39,91,8,12,34,0,0,0,11,195,7,5,0,0,0,0,0,0,0,15,20,7,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,127,266,34,96,205,3,16,67,18,835,69,73,29,46,41,23,7,20,27,332,30,109,33,254,92,242,33,150,13,952,42,171,73,375,156,278,79,158,8,1342,93,256,132,384,239,266,102,201,20,1696,123,288,208,459,301,304,190,261,26,2148,204,535,360,703,522,461,256,425,37,3503,337,657,570,824,693,470,296,412,55,4313,629,1325,874,952,1370,597,431,446,80,6716,1157,2635,1183,827,2039,634,385,376,142,9382
LGA25990,0,0,0,4,6,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,5,0,6,0,9,0,0,20,0,0,0,5,5,0,7,0,0,22,6,9,0,0,8,0,0,0,0,19,0,4,0,0,5,0,0,0,0,8,8,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,8,21,29,0,15,8,3,113,28,0,0,0,8,0,0,6,0,42,17,0,0,17,5,13,0,24,0,73,24,5,10,5,9,5,4,8,0,69,25,0,6,10,5,8,0,15,0,73,46,0,7,8,0,12,0,19,0,106,42,7,15,11,11,27,9,30,0,155,47,7,24,22,11,15,0,28,0,160,56,13,33,17,13,13,10,54,0,220,77,20,32,17,18,8,17,32,0,221
LGA26080,0,0,0,0,0,0,0,5,0,10,0,4,0,0,4,0,0,0,0,10,0,4,0,4,3,0,0,0,0,7,3,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,19,0,15,16,0,0,11,0,66,4,0,4,3,6,0,0,0,0,13,0,0,3,20,3,13,0,22,0,67,4,5,9,10,0,20,0,6,3,54,8,7,4,15,9,9,0,20,0,73,16,11,11,15,4,0,0,7,0,75,15,11,21,31,11,20,0,22,0,123,11,14,18,25,6,11,0,17,0,108,17,16,29,21,12,6,4,7,0,123,23,20,39,20,17,11,0,8,5,144
LGA26170,0,0,0,0,6,0,3,0,0,13,0,0,0,0,4,0,0,0,0,13,0,5,9,0,13,0,4,17,3,52,0,9,3,0,13,0,3,8,0,37,0,12,9,0,14,0,0,0,0,34,4,11,11,0,9,0,0,0,0,34,13,21,0,0,3,0,0,0,0,42,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,31,67,24,10,70,0,17,41,14,268,87,7,9,9,10,8,3,12,4,151,44,15,20,86,17,146,6,107,0,437,69,26,32,71,28,104,4,80,5,421,89,26,46,64,42,67,8,78,9,423,122,20,88,86,60,82,22,92,6,577,175,43,133,114,106,109,45,120,3,853,187,68,164,140,110,98,61,150,11,987,255,107,211,123,147,124,105,226,12,1303,271,123,234,109,137,81,119,205,23,1307
LGA26260,0,0,0,8,3,0,0,3,0,8,0,0,3,7,5,0,3,4,3,21,0,3,3,3,9,0,22,7,0,47,0,12,11,6,16,0,4,7,0,55,4,12,0,3,7,0,0,0,4,33,3,5,0,0,7,0,0,0,0,18,8,4,0,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,44,21,42,52,0,30,30,3,242,31,4,4,0,6,4,0,14,0,60,12,0,17,37,8,86,4,64,0,233,25,8,25,34,10,46,3,49,0,199,48,27,24,36,20,39,5,81,6,274,53,17,51,42,29,46,12,52,5,302,87,30,66,103,52,83,24,72,6,524,128,54,89,123,87,100,25,139,0,747,188,72,156,97,106,100,65,133,0,916,211,119,203,72,114,71,63,108,3,962
LGA26350,0,7,3,16,12,0,0,7,0,41,0,6,8,16,12,0,0,5,0,56,0,12,13,15,35,0,0,14,0,90,7,36,13,13,32,0,8,12,0,121,9,37,14,9,36,0,9,8,3,130,10,42,10,7,19,0,0,0,3,94,28,59,4,3,12,0,0,0,0,108,12,13,0,0,0,0,0,0,0,19,20,17,0,0,4,0,0,0,0,36,0,3,0,0,3,0,0,0,0,3,98,238,58,116,184,6,24,41,11,779,78,80,21,41,40,52,3,28,19,364,53,96,36,350,70,737,17,342,15,1717,53,166,83,489,168,792,32,262,24,2069,80,197,130,572,222,812,34,266,18,2335,142,232,216,654,297,857,50,324,13,2779,243,414,426,965,466,1067,76,457,31,4142,350,605,610,1039,579,944,103,480,41,4744,690,1037,898,1024,827,940,117,448,75,6047,1110,1799,1027,925,1074,790,97,336,79,7233
LGA26430,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,0,0,0,9,0,7,5,0,4,0,3,3,0,26,0,7,0,0,6,0,0,4,0,21,4,3,5,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,14,9,22,0,7,16,5,113,32,3,3,0,0,3,0,5,0,50,16,0,6,17,6,33,0,39,0,131,34,3,15,21,13,16,0,47,0,157,45,7,13,22,21,8,4,26,6,151,37,12,29,25,15,19,6,63,5,203,49,23,55,67,20,30,11,69,7,331,79,28,76,81,32,53,16,118,7,479,103,35,80,60,49,33,36,138,8,544,125,52,87,50,43,18,31,106,5,522
LGA26490,0,4,0,4,8,0,0,5,0,21,0,6,5,3,14,0,3,3,0,32,10,12,8,3,13,0,8,4,0,50,3,16,4,4,21,0,3,0,5,59,7,30,3,6,18,0,0,5,0,67,11,21,4,4,5,0,0,0,0,46,15,25,3,0,7,0,0,0,0,55,0,0,0,0,0,0,0,0,0,10,8,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,59,127,23,33,93,3,12,25,3,388,28,13,11,3,4,14,0,14,0,90,29,17,21,151,9,201,8,151,9,591,27,33,29,123,42,111,9,105,3,481,46,53,49,109,49,92,11,103,0,507,45,46,71,134,44,105,17,102,0,566,99,97,112,244,102,152,20,139,5,959,110,123,206,250,117,123,33,144,8,1110,169,174,235,245,152,118,49,152,12,1296,252,196,294,161,121,104,49,104,18,1285
LGA26610,0,3,0,0,10,0,0,0,0,11,3,8,0,8,4,0,0,0,0,24,4,4,9,6,16,0,0,5,0,42,6,10,6,3,5,0,3,8,0,47,6,12,0,0,10,0,3,5,0,29,3,8,5,3,3,0,0,0,0,20,12,3,0,0,5,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,43,28,28,50,0,9,23,4,224,35,0,9,0,12,13,5,13,7,87,8,10,13,32,7,92,0,54,0,212,25,11,12,31,21,71,15,68,0,253,39,17,25,38,33,58,10,76,3,299,47,28,65,63,37,67,13,123,7,446,97,33,91,97,82,106,38,225,11,764,120,51,135,127,113,97,73,285,12,1010,187,64,182,112,159,121,141,393,14,1384,260,141,262,99,139,76,147,247,19,1388
LGA26670,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,3,7,0,15,0,6,0,0,5,0,3,0,0,15,3,4,3,0,0,0,0,0,0,10,5,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4,4,18,0,16,11,0,77,15,0,0,0,0,3,0,5,0,21,8,0,4,11,7,23,0,27,0,64,31,6,3,4,3,5,0,12,0,76,31,5,10,14,0,7,0,19,0,88,39,3,10,13,10,6,6,14,0,101,62,3,19,14,15,15,0,25,7,163,62,11,18,23,16,16,11,59,7,215,68,8,27,17,23,16,19,41,0,216,84,33,26,16,29,11,21,46,4,259
LGA26700,0,0,0,3,10,0,0,3,0,18,4,3,0,11,10,0,4,5,0,38,3,9,10,6,24,0,9,13,0,71,5,16,8,9,9,0,3,3,0,44,6,13,0,0,5,0,0,0,0,37,10,8,3,5,3,0,0,0,0,28,11,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,58,23,52,64,0,20,32,7,300,42,3,7,16,9,7,0,13,5,104,22,10,15,93,21,179,7,165,5,514,43,16,36,45,14,92,14,113,0,371,62,17,42,61,33,84,10,79,3,395,76,26,87,65,60,79,19,94,8,520,102,58,143,158,105,160,38,180,8,947,117,73,178,195,158,161,84,214,7,1203,178,144,331,221,203,167,180,253,10,1684,277,224,323,193,226,110,161,167,16,1695
LGA26730,0,3,4,22,10,0,0,5,0,45,3,7,0,26,8,0,0,0,0,52,4,17,14,20,19,0,11,15,4,91,3,20,8,7,13,0,4,9,0,65,12,23,0,3,8,0,0,3,0,43,9,11,0,0,0,0,0,0,0,33,14,16,0,4,5,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,53,109,33,113,69,3,15,58,6,461,12,3,5,11,7,19,4,16,6,93,9,14,25,79,11,326,11,188,4,673,9,21,29,99,34,188,19,135,4,541,21,31,43,113,54,134,12,106,4,518,31,36,107,144,113,151,24,134,9,748,47,76,211,260,151,258,47,195,6,1257,95,119,247,299,218,251,92,202,12,1520,167,199,329,310,314,235,131,334,23,2055,212,306,395,296,305,163,152,315,21,2164
LGA26810,0,4,4,0,0,0,0,0,0,14,4,3,9,0,11,0,7,12,0,41,4,6,10,7,17,0,15,4,6,63,4,12,14,0,14,0,3,4,0,45,4,18,5,0,19,0,0,0,0,50,10,16,0,0,3,0,0,0,0,38,14,9,0,0,12,0,0,0,0,32,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,69,48,35,86,3,27,51,8,367,68,6,11,10,15,7,9,21,4,161,45,22,24,87,16,236,12,153,4,591,83,19,46,82,35,129,11,106,3,519,118,24,50,96,40,99,11,96,4,548,118,51,139,145,70,117,27,137,7,810,172,70,204,220,130,175,42,224,14,1254,197,100,243,268,163,196,89,263,20,1540,269,114,298,272,201,181,158,323,21,1847,344,210,321,227,220,109,170,235,18,1854
LGA26890,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,3,4,0,6,5,0,0,0,9,0,6,5,0,26,0,6,0,0,0,0,9,0,0,18,0,0,0,0,0,0,4,0,0,14,4,0,0,0,0,0,0,0,0,4,8,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,4,10,20,0,20,12,0,100,23,0,5,0,0,0,0,0,4,29,0,0,0,0,0,5,0,15,0,26,11,4,4,4,4,3,5,4,0,38,26,4,0,5,3,0,0,6,0,45,36,6,10,8,4,0,0,16,0,75,44,0,15,11,4,13,4,18,0,107,65,3,7,3,9,3,3,29,3,131,83,14,21,10,14,6,6,48,4,204,83,9,16,6,10,9,17,33,0,180
LGA26980,7,13,8,33,16,0,0,9,0,79,7,11,5,30,26,0,0,5,0,83,3,14,13,34,50,3,6,12,0,134,14,34,12,11,49,0,5,15,0,144,9,37,11,7,24,0,8,7,0,92,12,39,6,7,15,0,0,0,0,76,33,51,3,6,14,0,0,0,0,115,7,3,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,105,206,63,169,225,9,21,114,7,927,84,61,27,38,39,61,16,37,18,376,47,241,71,466,126,814,50,481,20,2318,90,332,133,457,224,741,75,373,28,2455,147,293,195,530,299,515,100,338,46,2459,166,385,272,534,346,509,117,327,53,2713,273,549,515,829,632,672,170,492,52,4186,383,742,651,974,932,627,265,527,50,5158,561,1082,1053,1108,1321,656,464,559,91,6895,837,1755,1154,1050,1396,585,340,461,121,7699
LGA27070,0,11,3,17,12,0,0,17,0,60,4,17,15,31,18,0,0,7,0,92,0,27,7,14,35,3,15,23,3,127,8,44,19,10,60,0,18,13,8,177,12,50,9,8,42,0,5,5,4,132,25,65,6,10,21,0,3,3,4,143,43,64,6,7,36,0,0,0,0,151,13,3,0,0,5,0,0,0,0,17,14,3,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,3,0,10,114,290,79,112,260,6,41,189,25,1115,59,29,48,53,55,71,26,51,25,419,42,108,63,299,105,1007,46,457,27,2140,80,138,138,395,181,988,96,403,22,2434,102,130,209,442,275,620,161,388,31,2356,151,163,362,485,333,664,198,483,36,2882,257,323,630,843,603,867,358,719,40,4638,392,447,901,975,840,817,688,966,71,6099,643,661,1291,1248,1239,813,1161,1511,112,8682,957,1113,1628,903,1304,690,1270,1063,157,9086
