POW_LGA_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
LGA25060,11,184,72,253,91,64,153,25,15,38,1365,579,1940,3,0,6,23,29,52,61,36,92,16,12,27,3,3,4,68,33,107,18,4,32,5,14,17,199,137,336,16,20,31,240,273,515,75,75,152,279,250,529,615,619,1227,3,8,7,37,22,59,251,354,595,285,375,663,14,10,20,1117,1321,2439,343,124,471,1476,1452,2923,0,0,5,291,486,773,268,236,504,559,722,1280,0,3,3,938,1337,2275,10,7,19,1073,583,1655,2024,1931,3955,32,51,82,755,2717,3465,99,159,256,207,338,549,1092,3260,4353,21,58,77,71,214,290,734,1957,2688,255,954,1207,166,902,1071,1250,4084,5329,10,14,27,6,7,17,55,61,120,290,299,588,18,20,39,386,399,781,0,0,0,542,93,638,327,934,1253,0,21,21,870,1041,1912,520,429,949,341,265,605,19015,21530,40540
LGA25150,4,51,26,78,5,0,7,10,10,16,373,134,506,0,0,0,4,3,4,5,0,10,0,0,4,0,0,0,13,5,20,3,0,0,0,3,3,30,16,43,0,0,0,24,39,66,11,10,27,11,20,32,53,70,124,0,0,0,3,4,15,43,63,104,44,75,116,0,0,0,150,227,380,42,18,60,192,248,439,0,0,0,14,53,61,78,75,152,87,126,212,0,0,0,143,191,336,4,0,5,93,35,125,243,232,472,0,18,24,216,806,1015,10,17,27,41,71,112,267,914,1178,0,13,15,54,330,389,71,259,330,21,219,241,26,170,197,175,996,1163,0,4,4,19,3,22,17,10,21,45,75,124,5,3,9,85,93,178,0,0,0,165,34,200,72,202,276,0,0,0,236,238,478,179,105,285,99,60,158,4733,5010,9746
LGA25250,4,191,62,253,58,22,78,82,37,114,1083,253,1333,11,9,22,52,59,110,179,98,282,35,31,61,0,3,4,66,27,91,28,14,34,4,11,16,373,248,626,17,8,27,160,155,311,52,59,105,128,83,214,354,304,657,6,4,5,26,27,54,263,283,550,290,314,609,11,10,18,1248,1357,2607,506,166,671,1764,1528,3295,0,0,0,201,280,480,333,285,616,534,566,1104,3,3,6,614,955,1571,7,8,12,552,265,819,1179,1230,2407,77,118,200,738,2993,3728,176,316,491,278,462,742,1264,3894,5157,23,69,95,203,682,879,607,1710,2321,315,1325,1642,475,1959,2432,1626,5746,7374,23,14,39,30,32,67,296,275,567,188,188,377,23,14,37,564,529,1090,0,0,0,687,120,811,571,802,1374,0,33,33,1264,947,2213,1009,611,1621,349,250,595,21660,22605,44261
LGA25340,58,177,116,287,85,23,110,35,39,71,733,288,1017,3,3,5,31,33,66,48,33,79,8,3,11,0,3,3,68,34,103,18,4,24,0,13,13,178,134,311,19,17,30,142,219,354,46,48,93,183,163,339,383,439,820,0,0,0,69,32,98,390,581,967,459,612,1068,21,7,31,1319,1708,3032,344,127,475,1687,1847,3535,0,0,0,213,341,557,587,454,1042,803,790,1597,0,0,4,347,770,1116,1340,445,1782,392,174,563,2080,1385,3466,33,76,102,832,3264,4098,67,85,149,194,416,609,1122,3836,4960,22,110,132,234,1332,1561,627,2200,2829,371,2024,2389,305,1583,1890,1554,7248,8801,10,9,22,68,69,139,87,124,207,510,536,1049,13,11,21,683,749,1431,0,0,0,718,161,883,298,1188,1487,0,13,13,1019,1362,2382,863,628,1488,435,374,803,27516,30957,58473
LGA25430,0,20,21,39,11,0,12,6,4,10,143,47,191,4,0,4,5,18,25,13,3,19,0,4,0,0,0,0,10,0,8,3,0,3,0,8,8,35,40,73,0,0,0,11,21,32,0,9,11,7,11,15,23,36,64,0,0,0,0,0,4,25,25,57,31,30,56,3,0,3,142,155,296,34,19,54,181,176,357,0,0,0,20,29,49,48,46,99,71,80,146,0,0,0,158,194,352,6,0,6,248,139,391,402,334,741,4,13,17,99,293,395,17,27,45,24,60,82,145,395,540,3,8,10,109,513,618,69,208,278,8,15,23,33,152,192,219,897,1117,0,5,5,13,19,35,50,56,102,16,32,44,0,0,0,81,101,187,0,0,0,88,23,112,33,78,111,0,5,5,122,108,228,125,83,210,55,46,101,3940,3734,7670
LGA25490,0,8,15,21,4,0,8,17,8,20,175,52,229,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,4,0,3,3,10,5,11,0,0,0,0,3,7,0,4,6,4,0,10,13,6,21,0,0,0,0,0,3,13,15,20,12,14,30,3,3,6,55,58,108,12,8,15,70,63,132,0,0,0,5,22,26,45,44,88,49,63,118,0,0,0,124,130,260,4,0,4,22,9,26,152,136,288,0,3,6,55,214,274,0,6,6,3,19,20,60,244,308,0,7,5,3,27,28,34,76,112,17,186,207,9,56,69,73,354,420,0,0,0,3,7,5,11,6,13,23,28,54,0,0,0,38,45,76,0,0,0,62,11,63,21,75,90,0,0,0,79,83,161,76,29,101,73,59,126,3978,2658,6639
LGA25620,4,12,13,23,4,0,5,3,0,3,85,29,113,0,0,0,0,7,12,0,3,3,0,0,0,0,0,0,3,0,4,0,0,0,0,3,5,3,12,18,0,5,6,0,21,25,0,6,12,12,4,13,8,32,45,0,0,0,13,4,14,15,22,36,26,30,52,0,0,0,50,78,128,21,3,24,69,78,152,0,0,0,11,13,22,46,44,92,52,60,108,0,0,0,130,120,252,0,0,0,39,17,50,171,130,302,4,8,16,82,296,374,4,10,15,49,91,141,142,405,548,5,11,10,10,93,103,28,97,130,16,121,134,16,90,111,71,415,483,0,4,0,19,7,24,7,7,16,28,16,42,0,0,0,49,35,84,0,0,0,66,4,73,22,63,85,0,3,0,89,70,164,77,51,128,40,33,77,2411,2339,4757
LGA25710,3,51,38,89,10,6,20,3,5,12,248,100,343,0,0,4,10,16,22,20,10,25,5,0,5,0,0,4,28,9,37,4,4,12,5,21,17,68,59,126,0,3,4,47,51,89,26,24,55,59,51,115,127,135,264,0,0,0,25,16,41,95,115,215,118,133,251,7,4,8,555,582,1137,150,59,206,708,637,1347,0,0,0,51,106,156,154,107,261,203,212,414,0,0,0,220,318,540,7,0,7,178,67,251,406,395,796,18,32,48,327,1403,1730,35,68,107,65,204,268,448,1707,2156,12,26,38,8,21,30,168,679,838,85,377,464,82,521,599,351,1625,1975,9,3,8,11,11,20,35,81,115,123,155,275,4,0,7,174,255,429,0,0,0,184,47,238,116,401,510,0,4,4,302,452,756,221,166,387,95,52,150,6869,8143,15013
LGA25810,0,15,15,25,3,3,5,0,0,0,119,30,156,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,0,0,0,5,19,24,0,0,0,0,3,4,7,23,30,0,0,0,4,3,3,10,14,22,9,18,32,0,0,0,22,62,83,17,0,18,39,65,107,0,0,0,10,19,35,27,36,60,40,57,93,0,0,0,98,105,203,0,0,0,54,32,86,150,140,285,0,3,3,58,208,272,0,5,9,6,12,24,67,235,302,6,15,22,51,279,327,39,136,181,36,138,174,70,174,241,197,739,940,0,0,0,33,26,59,0,3,4,30,34,61,0,4,4,62,64,125,0,0,0,57,9,68,11,37,48,0,0,0,72,47,119,45,32,75,44,21,66,2660,2422,5082
LGA25900,21,1026,210,1242,430,244,674,160,80,242,2808,830,3634,52,34,84,182,248,435,566,319,890,200,154,350,13,11,15,425,189,612,206,78,281,52,49,100,1695,1083,2777,96,58,157,851,778,1632,292,323,615,962,651,1606,2201,1808,4006,8,3,13,185,151,331,1004,1018,2020,1198,1174,2367,68,47,115,5439,5069,10510,3434,1202,4637,8943,6317,15263,0,3,5,1199,1443,2642,613,481,1092,1813,1929,3741,5,4,12,454,665,1123,165,49,210,638,297,935,1258,1019,2277,177,250,437,529,1607,2137,452,582,1029,320,509,830,1483,2948,4429,54,115,166,138,315,447,1015,2190,3199,374,1004,1379,426,1257,1684,2001,4880,6884,40,34,82,37,55,91,300,275,574,662,487,1154,53,20,84,1092,877,1972,0,0,0,673,123,796,823,1576,2397,0,36,35,1498,1734,3228,1659,1325,2989,507,404,909,42961,35560,78518
LGA25990,0,3,8,9,0,0,0,6,0,3,52,22,68,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,3,5,13,0,0,0,0,8,9,7,12,17,0,0,0,0,0,4,0,4,4,3,4,8,0,0,0,13,18,33,4,3,7,20,21,40,0,0,0,0,3,5,6,5,18,8,11,24,0,0,0,91,94,185,0,0,0,99,51,147,191,147,336,0,7,4,35,103,135,0,6,6,4,3,4,35,109,147,0,3,9,11,90,98,6,21,36,5,30,33,12,26,35,33,173,202,0,0,0,0,0,0,0,0,3,15,15,30,0,0,0,16,17,34,0,0,0,24,11,38,9,10,12,0,0,0,33,17,53,24,13,43,27,15,46,1215,943,2158
LGA26080,16,4,0,6,29,7,35,0,0,0,80,47,129,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,3,6,11,7,6,12,0,0,0,0,0,3,13,13,20,15,13,27,0,0,0,50,45,93,4,0,5,57,44,98,0,0,0,9,14,19,15,18,31,16,26,44,0,0,0,59,71,137,36,43,76,9,4,11,103,125,226,3,3,9,12,65,74,12,9,23,6,6,11,27,87,115,0,5,5,0,6,3,14,52,63,8,72,82,7,23,32,29,151,182,0,0,0,16,9,22,7,7,14,14,12,29,0,0,0,41,29,67,0,0,0,4,0,6,6,31,39,0,0,0,11,33,45,22,16,35,9,6,16,727,867,1590
LGA26170,5,48,48,94,10,6,23,3,8,9,350,142,494,3,0,4,4,3,3,9,9,15,0,5,5,0,0,0,11,4,14,3,0,3,0,9,9,29,29,56,6,0,6,21,67,87,9,8,21,24,27,44,52,103,158,0,0,0,5,0,4,32,56,89,37,56,99,0,0,0,161,221,381,24,14,40,186,239,424,0,0,0,19,48,63,100,72,169,114,116,231,0,0,0,156,169,325,0,0,4,37,11,49,191,187,374,8,14,17,214,688,898,17,25,40,21,45,67,253,762,1017,7,15,22,64,449,514,90,277,362,30,254,285,29,263,288,216,1258,1477,0,0,3,46,31,75,10,13,30,35,58,96,0,0,3,96,107,203,0,0,0,208,45,254,46,140,186,0,0,0,249,190,435,138,81,216,113,101,219,5954,5689,11645
LGA26260,0,23,21,43,5,6,11,3,3,6,141,53,193,0,0,0,16,27,36,0,0,0,3,7,15,0,0,0,8,3,12,0,0,0,0,4,4,31,38,69,0,0,0,19,38,58,9,6,17,15,19,32,44,66,111,0,0,0,3,4,7,15,27,46,15,37,53,3,0,3,84,167,244,10,3,16,95,167,268,0,0,0,9,23,34,49,45,94,66,67,132,0,0,0,155,187,341,0,0,0,76,34,108,240,218,453,0,16,15,153,452,603,4,20,26,12,26,37,171,509,681,3,23,26,120,501,617,63,241,306,21,154,175,47,169,209,247,1088,1335,0,0,0,7,3,8,0,11,13,19,21,41,0,0,0,25,36,60,0,0,0,120,18,133,32,76,103,0,0,0,148,89,238,115,55,173,68,49,119,3819,3864,7685
LGA26350,4,90,62,149,25,19,48,20,10,34,557,209,764,15,20,37,39,70,110,365,338,706,164,127,294,12,8,18,107,79,186,85,36,122,10,16,22,791,703,1495,57,30,84,349,330,683,105,107,215,549,331,880,1063,798,1865,3,5,10,26,11,35,1086,1244,2336,1112,1260,2376,28,25,50,2914,3258,6169,1110,441,1553,4050,3722,7771,0,0,0,368,608,982,474,432,914,847,1048,1897,0,0,4,405,544,948,5,3,8,370,124,494,782,674,1453,48,98,145,796,2373,3169,280,389,671,229,369,596,1356,3233,4585,39,132,171,800,2568,3364,1009,2840,3852,335,1008,1347,476,1594,2066,2660,8142,10794,16,17,38,29,53,81,157,174,336,262,258,519,31,11,39,496,513,1009,0,0,0,278,87,368,584,1407,1991,0,69,74,869,1565,2435,949,956,1913,381,343,724,26375,34409,60787
LGA26430,0,13,17,22,11,0,10,3,6,7,82,44,125,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,4,8,22,25,0,0,0,3,12,16,6,0,3,5,13,19,18,19,40,0,0,0,0,0,0,10,12,27,10,12,22,0,0,0,52,91,140,7,6,9,62,93,152,0,0,0,3,13,11,38,36,78,43,49,89,0,0,0,51,75,125,50,6,61,32,13,38,129,90,224,3,4,8,41,178,219,4,4,9,20,26,42,64,215,279,3,12,13,3,21,22,22,68,95,37,156,194,10,66,75,82,321,399,0,0,0,4,8,11,0,3,9,68,62,129,0,0,0,79,75,153,0,0,0,37,11,47,10,31,45,0,0,0,51,42,94,49,24,75,35,29,73,2074,1973,4045
LGA26490,4,37,24,62,5,4,10,9,9,23,97,60,157,0,0,0,10,25,36,13,8,22,0,3,4,0,0,0,13,9,21,0,0,0,0,7,8,49,57,104,6,6,11,28,48,69,23,16,42,49,48,95,107,111,219,0,0,0,6,3,14,60,104,162,70,103,174,7,7,11,310,371,685,74,28,105,390,409,799,0,0,0,38,71,106,87,103,189,117,176,300,0,0,3,182,283,468,3,0,4,61,33,92,248,317,564,6,10,19,163,522,686,15,38,50,42,86,128,216,659,877,4,22,26,30,117,142,132,374,502,54,321,368,65,318,382,279,1143,1419,0,5,9,56,21,74,31,37,73,100,81,176,0,0,0,192,151,339,0,0,0,92,17,105,82,276,363,0,6,6,172,301,473,158,132,292,67,54,122,5611,6167,11779
LGA26610,0,33,26,62,7,3,11,27,4,29,270,89,358,0,0,0,3,8,7,5,0,8,3,7,8,0,0,0,4,3,12,0,0,4,0,5,5,23,24,39,4,0,4,25,53,74,8,10,14,12,26,36,47,85,130,0,0,0,9,13,16,16,26,38,22,34,54,0,0,0,96,143,245,8,6,18,108,150,258,0,0,0,33,46,85,97,97,193,134,143,279,0,0,0,112,186,293,0,0,0,92,50,146,206,232,439,6,16,19,145,556,704,72,59,132,11,23,36,243,654,891,0,13,17,83,534,619,56,190,249,27,191,219,33,229,258,200,1162,1361,0,0,0,21,5,21,5,6,6,19,42,61,0,0,0,43,45,91,0,0,0,206,36,241,24,97,115,0,0,0,228,134,359,218,84,303,148,126,271,5336,4792,10132
LGA26670,0,4,13,15,0,0,0,0,0,3,35,25,54,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,5,0,0,0,0,13,13,0,4,4,0,0,0,0,12,17,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,21,37,57,0,0,3,23,37,60,0,0,0,0,0,4,11,19,30,13,18,35,0,0,0,72,53,132,0,0,0,17,0,18,94,60,151,0,3,3,42,135,177,3,8,14,0,0,3,44,150,193,4,6,4,21,162,185,30,59,86,5,40,49,5,23,30,68,286,355,0,0,0,9,0,9,0,3,6,0,3,4,0,0,0,8,5,15,0,0,0,49,11,64,0,14,18,0,0,0,52,25,76,16,10,26,21,21,44,1141,1120,2256
LGA26700,0,47,28,77,33,9,44,25,4,32,343,106,452,0,0,5,15,19,28,0,6,6,9,3,14,0,0,0,18,5,21,3,3,7,0,0,3,46,40,82,0,4,5,29,49,79,4,8,17,27,33,58,60,94,153,0,0,0,15,0,14,36,60,92,53,60,109,4,0,4,152,231,381,34,7,37,184,239,426,0,0,0,118,132,248,106,102,208,222,232,453,0,0,0,215,337,551,4,0,7,173,76,250,391,412,809,11,24,27,205,747,954,58,119,177,34,63,100,303,951,1262,4,21,26,225,1136,1366,182,456,634,54,299,350,73,495,570,539,2401,2945,0,0,0,20,4,24,9,11,15,50,50,101,4,0,4,84,67,150,0,0,0,232,51,281,52,192,246,0,0,0,281,248,532,206,113,326,114,87,197,6298,7258,13560
LGA26730,4,55,26,76,16,11,26,16,10,26,419,101,518,0,0,3,8,16,26,19,9,29,13,9,22,0,0,0,32,9,39,5,0,3,0,4,4,84,53,129,0,0,7,75,96,174,22,15,31,43,61,106,140,175,314,0,0,0,25,6,31,68,94,160,94,98,194,0,0,4,325,393,718,42,12,55,372,405,774,0,0,0,80,121,206,88,107,201,168,232,402,0,6,4,241,410,651,15,8,26,217,74,298,478,495,976,14,11,24,306,844,1153,143,294,440,36,74,107,496,1224,1724,10,41,52,284,1178,1459,216,686,902,97,587,685,192,700,890,801,3194,3991,5,4,5,9,5,16,12,19,28,77,80,159,3,0,11,105,109,217,0,0,0,268,65,329,84,306,386,0,4,4,345,376,728,234,133,367,113,99,211,7891,9607,17487
LGA26810,3,49,47,94,22,3,21,5,0,3,381,121,504,0,0,0,7,9,15,9,3,13,5,14,16,0,0,0,10,4,19,9,0,6,0,5,5,31,34,66,0,0,4,26,69,97,7,10,14,16,24,41,49,108,157,0,0,0,12,18,35,59,79,141,73,103,175,0,0,0,217,319,534,43,11,51,262,329,590,0,0,0,43,55,98,99,97,199,144,158,300,0,4,4,255,338,592,631,216,844,362,209,572,1248,767,2015,11,20,36,269,1100,1368,32,49,85,22,69,92,339,1234,1569,4,36,40,146,827,975,152,514,668,47,339,388,87,466,552,437,2181,2621,0,0,0,13,15,30,7,18,19,44,52,96,7,7,15,68,92,163,0,0,0,252,51,300,65,264,331,0,0,0,314,315,636,253,115,371,161,153,314,9052,8701,17756
LGA26890,0,8,8,16,0,0,0,5,3,3,28,16,49,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,8,0,0,0,0,3,6,0,0,0,0,0,0,3,8,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,19,27,0,0,0,10,19,27,0,0,0,0,0,5,7,12,22,12,14,23,0,0,0,57,41,105,0,0,0,12,0,16,72,47,118,0,4,5,27,89,120,0,4,4,3,4,7,31,102,131,0,0,0,27,115,142,3,23,24,4,11,12,0,6,6,31,155,188,0,0,0,0,0,0,0,5,5,0,3,6,0,0,0,0,3,7,0,0,0,15,4,20,4,9,14,0,0,0,15,10,27,7,3,10,17,17,30,1018,733,1754
LGA26980,4,295,108,408,45,35,83,118,53,164,995,366,1359,9,5,16,63,58,125,149,95,249,38,45,83,4,11,16,421,400,822,94,35,132,26,78,102,808,723,1532,33,32,65,268,311,581,193,124,322,366,307,674,855,786,1635,0,4,0,107,73,181,500,635,1129,610,708,1318,18,17,36,2025,1992,4019,1393,512,1903,3440,2526,5965,0,7,4,378,500,879,551,462,1018,930,961,1895,0,10,9,1174,1606,2785,15,5,15,1162,759,1925,2363,2372,4735,98,158,258,1010,3758,4766,1519,2369,3889,406,757,1159,3032,7042,10069,34,142,175,1299,4562,5866,1147,3108,4253,547,2060,2608,776,2353,3136,3809,12229,16031,14,12,22,9,11,13,61,82,142,368,413,781,27,12,35,464,528,996,0,0,0,965,184,1147,907,1741,2650,0,19,19,1874,1941,3820,1323,894,2221,544,423,968,34350,40307,74657
LGA27070,119,363,103,470,262,133,391,275,96,373,3130,706,3835,3,5,9,15,16,24,67,41,114,7,3,13,5,3,9,144,55,205,25,12,44,11,60,70,281,199,479,10,10,20,232,328,559,46,70,115,146,113,257,431,521,953,0,0,0,59,25,81,317,332,647,380,350,737,0,6,6,838,924,1766,332,123,455,1172,1052,2224,0,3,3,277,366,639,706,565,1269,985,931,1912,0,3,9,535,863,1404,34,29,62,734,492,1226,1309,1388,2699,20,58,78,1039,4275,5311,308,486,791,171,305,480,1536,5126,6660,31,99,131,1021,3241,4268,696,2207,2904,270,1410,1673,570,2070,2645,2590,9028,11616,7,10,20,27,10,37,37,42,76,205,397,604,7,23,29,293,475,766,0,0,0,1059,184,1246,268,813,1083,0,0,0,1329,999,2334,1928,951,2882,701,464,1168,36183,33745,69926
LGA27170,0,80,29,103,25,16,42,110,36,147,1016,215,1222,0,0,4,20,21,40,8,0,14,5,10,16,0,0,0,10,4,15,7,0,7,0,3,10,53,45,104,0,0,0,33,86,115,9,13,17,38,46,91,78,147,221,0,0,0,29,12,40,48,101,155,76,119,197,0,0,3,229,307,536,59,10,71,294,319,607,0,0,0,101,120,221,152,167,323,253,289,545,3,0,6,278,431,703,1058,403,1463,273,133,404,1604,969,2575,14,21,35,326,1107,1428,276,343,613,25,68,92,640,1535,2176,9,47,61,149,883,1037,146,476,619,69,401,471,194,816,1008,561,2629,3193,0,3,3,10,3,16,13,13,21,54,59,122,3,5,5,84,87,167,0,0,0,385,75,459,81,258,344,0,0,0,469,337,805,329,162,492,138,127,263,11367,9800,21166
LGA27260,4,759,205,970,630,233,861,2603,846,3443,9462,2115,11573,7,3,15,84,21,102,41,41,78,7,3,6,0,3,3,222,167,386,74,34,105,8,24,32,441,295,739,16,19,40,268,323,593,67,106,178,214,167,386,574,623,1193,0,0,3,214,103,315,517,567,1084,726,671,1403,13,8,21,1051,1149,2201,729,331,1062,1793,1489,3288,0,5,8,725,585,1314,684,597,1282,1411,1188,2595,3,0,3,625,1203,1825,351,175,521,1059,566,1625,2033,1945,3987,60,115,178,1617,6055,7672,187,331,522,294,623,908,2160,7123,9278,24,85,107,278,1115,1397,693,2164,2857,285,1430,1719,347,2797,3145,1632,7585,9219,0,0,5,99,117,223,34,52,87,270,404,674,21,19,34,432,595,1027,0,0,0,1263,225,1488,301,821,1124,0,3,3,1558,1051,2617,2182,1008,3197,1004,569,1571,48312,39223,87535
LGA27350,18,315,113,431,81,63,141,70,25,97,1785,718,2499,45,56,101,735,751,1482,493,371,861,156,180,337,48,47,93,130,57,183,281,109,394,14,30,42,1893,1600,3498,51,30,78,383,284,668,120,118,242,823,575,1394,1378,1013,2390,4,4,8,142,94,235,670,676,1348,819,773,1589,70,61,136,5387,5281,10665,3353,1293,4648,8821,6637,15453,0,6,0,681,943,1618,436,397,838,1120,1344,2462,6,8,20,742,964,1702,12,7,15,687,219,908,1446,1201,2646,103,159,268,598,1784,2385,532,868,1396,273,462,736,1512,3276,4791,71,175,251,2344,6381,8727,1403,3389,4799,231,608,830,839,2347,3189,4882,12913,17798,68,69,139,57,90,141,405,379,783,308,252,559,164,37,202,997,830,1829,4,0,5,636,134,767,674,1340,2014,0,51,51,1313,1522,2836,1930,1740,3669,578,475,1049,46031,48562,94588
