POW_LGA_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
LGA25150,0,0,4,21,5,11,3,25,0,72,0,14,12,73,10,227,7,141,4,485,0,6,11,25,3,29,4,20,0,105,0,4,6,7,4,6,0,10,0,30,3,5,4,0,5,0,0,0,0,17,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,5,0,0,3,10,12,33,39,135,20,279,19,197,9,736,5,0,0,0,0,0,0,4,0,3,0,4,4,10,0,5,0,4,0,27,0,0,3,3,0,4,0,0,0,13,0,0,8,6,0,0,0,3,0,16,6,4,26,8,3,0,0,4,0,39,3,0,32,0,0,0,0,0,0,35,0,0,9,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,7,11,6,91,29,7,13,0,21,0,180
LGA25250,3,13,6,123,15,67,5,40,5,277,17,117,46,441,112,729,52,325,19,1853,20,31,49,133,70,213,40,133,7,679,4,13,14,62,26,52,3,32,0,206,3,13,25,9,7,5,4,8,0,76,5,3,17,14,5,0,0,4,0,48,5,0,6,3,3,0,0,0,0,16,0,0,0,8,0,0,0,0,0,13,0,4,4,10,0,13,0,4,18,50,54,191,160,797,239,1077,107,546,45,3227,0,6,3,12,3,6,0,3,0,43,3,19,24,39,12,25,5,19,0,147,4,18,14,28,12,17,7,34,0,135,6,11,24,27,12,9,3,3,3,96,9,13,68,18,4,7,0,3,0,117,3,4,80,5,9,3,0,4,0,111,0,0,4,0,6,3,0,0,0,17,5,5,12,4,0,0,0,0,0,23,0,0,3,5,3,3,3,0,0,17,25,72,240,138,55,74,21,71,12,701
LGA25340,13,9,18,362,21,135,8,127,6,692,23,64,67,655,66,1255,72,652,18,2857,18,14,38,200,36,252,21,118,7,700,10,9,34,73,13,86,3,25,3,262,0,7,67,29,5,15,0,14,3,148,6,0,71,30,3,4,0,6,0,114,0,6,35,14,4,4,0,0,0,61,5,0,31,26,0,0,0,4,0,65,0,0,6,28,8,29,3,8,20,100,75,115,353,1418,144,1780,106,953,61,4998,6,0,6,20,5,3,0,8,3,49,0,5,9,51,6,52,0,20,4,154,3,10,27,47,18,44,9,22,0,171,3,11,33,38,6,29,9,15,0,138,14,4,152,36,10,5,0,15,0,236,6,5,194,16,6,6,0,4,3,237,0,0,67,3,5,0,0,3,0,86,5,4,25,3,0,0,3,0,0,36,0,0,13,6,0,0,0,0,4,33,35,34,528,230,54,135,23,89,19,1146
LGA25430,0,0,0,13,0,9,0,12,7,40,0,5,8,29,0,103,3,75,7,229,0,0,3,6,5,10,0,3,0,26,0,0,0,3,0,3,0,3,0,12,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,8,6,17,55,7,127,3,101,11,331,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,3,0,20,0,0,4,4,3,5,0,0,0,7,0,0,6,0,5,0,0,5,0,16,0,0,13,3,3,0,0,0,0,19,0,0,11,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,40,11,5,3,0,15,0,86
LGA25490,0,0,0,9,4,10,0,6,0,33,6,0,6,38,4,48,3,64,0,170,0,0,0,6,0,9,5,14,0,31,0,0,0,3,0,4,0,0,0,9,0,0,7,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,13,3,14,60,6,68,3,92,10,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,8,0,0,0,0,4,0,16,3,0,11,4,0,0,0,6,0,25,0,0,5,0,0,0,0,0,0,10,3,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,4,25,12,3,5,0,23,0,88
LGA25620,0,0,0,33,0,6,0,13,6,52,0,5,3,49,3,27,0,38,0,123,0,0,0,3,0,0,0,3,0,11,4,0,0,4,0,0,0,0,0,8,0,0,10,4,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,8,6,11,94,4,37,4,58,4,232,0,0,4,0,0,0,0,6,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,6,0,0,3,3,0,0,0,3,0,14,0,0,10,3,0,0,0,0,0,21,0,0,8,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,36,20,0,5,0,10,4,75
LGA25710,0,5,7,109,9,20,8,36,3,195,13,36,26,273,42,379,18,275,5,1065,12,13,22,49,14,71,0,48,4,230,9,0,9,20,0,31,0,13,0,77,3,0,8,7,0,0,0,0,0,28,0,0,6,3,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,35,56,77,460,68,508,23,374,19,1624,0,0,4,3,0,4,0,0,0,13,0,3,10,22,0,11,0,11,0,60,0,3,8,9,0,11,0,8,0,37,3,0,15,4,0,3,0,0,0,36,4,0,40,12,3,0,0,0,0,65,0,0,65,4,0,0,0,0,0,76,0,0,18,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,13,154,59,15,37,0,33,0,316
LGA25810,0,0,0,7,0,9,0,3,0,23,3,0,6,23,3,57,3,49,0,133,0,0,3,3,0,8,0,7,0,20,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,16,4,4,13,35,14,76,3,61,5,208,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,5,6,0,0,0,4,0,12,0,0,0,3,0,0,0,0,0,14,0,0,15,0,4,0,0,6,0,29,0,3,4,7,0,0,0,0,0,12,4,0,0,4,0,0,0,4,0,7,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,5,30,24,4,9,0,15,0,92
LGA25900,3,11,10,230,26,84,22,43,7,440,21,133,72,510,170,441,62,227,23,1649,34,106,75,223,160,166,107,135,16,1026,17,31,24,78,83,46,10,20,0,313,6,28,26,16,41,12,3,6,6,143,9,17,21,10,19,5,0,5,0,91,4,9,5,3,9,5,0,0,0,36,0,3,0,0,3,0,0,0,0,15,0,5,4,14,0,10,0,6,18,63,96,350,240,1096,515,769,207,448,63,3781,7,3,11,20,3,3,3,9,0,52,0,13,10,48,17,22,11,19,0,139,3,31,26,35,26,28,23,28,3,201,5,23,19,34,19,19,7,16,0,146,13,37,63,21,21,13,3,4,0,182,9,33,85,7,19,0,0,0,6,164,5,15,18,3,17,3,0,0,0,63,0,6,8,0,0,0,0,0,0,24,0,0,6,5,4,3,0,0,3,25,38,173,243,173,138,94,53,73,16,993
LGA25990,0,0,5,0,0,0,0,4,0,9,0,0,0,8,0,13,0,9,0,32,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,5,19,0,14,3,22,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,9,0,20
LGA26080,0,0,0,21,0,5,0,12,0,39,0,0,0,18,0,26,0,13,0,66,0,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,0,33,0,29,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,7,0,0,0,3,0,19
LGA26170,6,0,4,35,3,24,0,15,0,80,10,4,11,76,10,164,5,93,10,381,4,0,0,20,0,24,0,21,0,73,0,3,4,4,0,3,0,5,0,22,0,0,3,5,0,3,0,0,0,11,0,0,7,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,7,11,24,21,7,32,144,23,221,5,139,18,604,0,0,0,0,0,4,0,4,0,7,0,0,0,3,0,0,0,4,0,16,0,0,0,0,0,4,0,0,0,12,7,4,8,0,3,5,0,5,0,22,0,4,28,8,0,5,0,4,0,56,0,0,34,4,0,0,0,4,0,43,0,0,4,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,6,8,10,93,25,5,14,0,22,0,182
LGA26260,0,0,0,11,0,16,0,5,0,39,4,0,10,43,3,81,0,54,0,194,5,0,3,0,0,3,0,12,0,21,0,0,0,3,0,4,0,3,0,10,0,0,0,5,3,0,0,4,0,15,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,13,7,0,18,64,12,110,0,79,5,301,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,0,3,0,12,0,0,0,3,0,9,0,0,0,16,0,0,0,10,0,3,0,4,0,16,0,0,15,0,3,0,0,4,0,33,0,0,13,4,0,0,0,0,0,25,0,0,11,0,0,0,0,4,0,17,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,8,45,17,9,19,0,21,5,127
LGA26350,13,17,14,264,38,494,13,86,3,939,40,165,72,847,207,1481,28,513,28,3378,36,80,63,316,144,433,32,184,14,1301,23,29,47,114,56,151,5,49,4,481,12,12,27,21,12,43,0,14,0,143,3,17,29,18,4,11,0,0,3,78,0,3,6,3,0,0,0,4,0,13,0,0,0,5,0,0,0,0,0,9,0,0,0,21,4,13,0,7,16,69,118,324,259,1598,473,2625,79,857,69,6407,7,3,7,35,8,38,0,5,0,109,6,12,6,63,23,81,4,20,0,220,8,7,27,48,27,65,4,32,0,219,9,12,18,30,23,49,0,19,6,156,14,28,31,17,16,23,0,3,3,145,0,21,47,7,11,3,0,0,5,103,0,4,25,4,3,5,0,0,0,41,0,3,6,3,0,0,0,0,0,15,0,0,0,9,0,3,0,0,3,17,50,97,178,217,113,267,10,79,24,1034
LGA26430,0,0,0,13,0,6,0,0,0,16,4,3,3,15,6,41,0,35,0,111,0,0,3,5,0,5,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,5,3,13,35,14,49,0,42,9,172,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,3,0,0,7,6,0,0,0,3,0,17,0,0,10,0,0,0,0,3,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,25,9,4,5,0,15,4,65
LGA26490,0,4,4,94,5,38,0,44,0,188,7,9,18,198,10,257,15,170,5,682,0,10,9,56,7,40,0,33,0,147,3,0,4,15,5,9,0,4,0,44,0,0,9,7,0,4,0,0,0,19,0,0,7,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,0,0,6,18,8,23,48,371,27,355,20,253,10,1120,0,0,0,8,0,3,0,0,0,17,4,5,4,20,0,9,0,13,0,48,0,0,0,14,0,7,0,3,0,26,0,0,4,16,5,0,0,0,0,27,0,5,41,12,0,8,0,0,0,71,3,0,32,0,0,0,0,5,0,45,0,0,17,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,11,10,103,69,12,25,0,25,0,255
LGA26610,0,0,0,9,0,15,0,4,0,28,0,5,5,36,5,122,7,67,0,253,0,4,3,14,3,12,4,8,0,46,0,5,4,4,0,6,0,5,0,18,0,3,0,4,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,5,13,27,68,14,158,13,86,7,388,0,0,3,4,0,0,0,0,0,10,0,0,5,4,0,4,0,0,0,18,0,0,3,5,0,3,0,0,0,10,0,5,0,6,5,0,0,4,0,20,4,0,20,9,4,0,0,5,0,37,4,0,21,3,0,0,0,0,0,35,0,0,16,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,10,76,29,18,9,0,10,0,153
LGA26670,0,0,0,0,0,6,0,3,0,13,0,0,0,9,0,25,0,19,0,54,0,0,0,4,0,4,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,30,0,26,0,90,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,0,0,0,3,0,14
LGA26700,0,0,0,38,3,35,0,21,0,97,7,8,12,87,4,183,8,169,4,479,0,0,4,13,0,18,0,11,0,57,0,4,0,9,7,3,0,7,6,31,3,3,7,4,3,0,0,0,0,18,0,5,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,16,11,16,33,156,20,247,12,212,12,719,0,0,0,7,0,0,0,3,0,12,0,0,3,7,0,4,4,6,0,31,0,3,8,0,8,0,0,3,0,23,0,0,4,9,5,6,0,4,0,36,0,3,28,19,7,0,0,5,0,62,4,3,33,6,3,0,0,3,0,53,0,3,11,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,9,0,0,5,0,0,4,0,0,3,10,7,17,99,50,20,22,11,29,3,250
LGA26730,0,3,5,34,0,46,5,27,0,123,5,8,21,106,14,381,16,205,11,759,0,6,8,30,11,53,0,40,0,136,6,3,0,12,5,16,0,4,0,33,0,0,12,14,12,0,0,0,0,41,0,0,5,4,0,0,0,0,0,15,0,0,5,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,9,0,3,6,19,11,23,55,202,41,494,17,276,19,1135,0,0,5,0,0,0,0,4,0,14,0,0,3,9,6,17,0,12,0,39,0,0,4,13,9,4,4,4,0,33,0,5,5,10,0,10,0,0,0,32,0,4,49,20,17,3,0,8,5,105,3,4,46,5,0,6,0,5,0,68,3,6,31,3,4,5,0,0,0,44,0,0,13,4,5,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,7,11,160,72,31,43,7,31,3,366
LGA26810,4,0,0,45,5,35,0,20,0,105,3,7,13,83,3,248,4,131,4,500,8,3,6,19,4,29,6,11,0,82,0,3,5,11,4,6,0,3,0,30,0,3,6,7,0,0,0,0,0,21,0,4,11,4,0,0,0,0,0,23,0,0,8,3,0,0,0,0,0,13,5,5,0,0,0,0,0,0,0,13,0,0,0,9,0,3,0,6,3,22,22,31,44,180,17,326,11,173,11,808,0,3,8,4,0,0,0,0,0,21,0,0,0,4,0,4,0,5,0,24,0,4,4,4,6,6,0,3,0,23,3,0,5,15,0,11,0,4,0,40,0,6,48,10,12,5,0,0,0,76,8,0,35,9,4,3,0,5,0,60,0,0,21,0,0,0,0,4,0,28,5,0,11,0,0,0,0,4,0,18,0,0,4,0,0,0,0,0,0,5,15,17,135,53,17,22,3,25,3,297
LGA26890,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,18
LGA26980,13,35,15,237,23,175,15,64,4,590,41,376,72,642,234,1289,83,661,25,3425,26,91,52,215,127,308,69,157,17,1057,21,36,13,94,41,90,13,38,5,356,8,22,22,24,16,13,0,10,0,130,8,20,22,16,17,3,4,0,6,86,0,5,11,0,4,0,0,0,0,27,0,0,3,3,0,4,0,0,0,18,3,8,0,13,3,10,6,6,28,78,126,597,218,1253,457,1898,182,945,79,5751,7,3,5,15,3,6,0,6,0,40,8,24,9,67,12,61,8,30,0,217,10,15,27,51,30,45,11,36,0,231,10,13,18,39,30,27,0,18,0,164,9,23,74,23,26,8,4,5,0,179,9,9,92,3,16,0,0,5,6,146,0,4,32,0,6,0,0,0,0,44,0,3,13,5,0,0,0,0,0,28,0,0,7,0,0,0,0,0,6,15,55,92,275,201,134,159,31,102,18,1064
LGA27070,9,9,5,127,15,206,6,56,7,451,36,113,40,456,123,1577,59,608,31,3045,33,36,94,148,74,382,95,259,13,1123,19,18,23,76,36,119,11,50,0,347,13,13,31,24,17,24,4,17,3,138,4,10,30,10,10,4,5,0,0,70,3,0,5,0,7,0,0,0,0,25,4,4,4,6,0,0,0,5,0,25,0,5,4,13,4,28,7,18,29,96,116,204,229,856,288,2347,181,1014,81,5311,3,0,6,10,0,17,0,3,0,39,6,8,18,43,11,76,5,25,0,187,5,8,40,41,14,59,16,39,3,210,4,10,38,22,15,25,4,12,0,140,3,9,114,17,18,12,0,10,4,189,0,8,160,8,12,3,0,6,0,203,5,0,51,0,3,0,0,0,0,63,0,0,28,0,0,0,0,5,0,37,0,0,7,0,0,0,0,8,4,21,30,49,450,139,74,196,25,104,14,1084
LGA27170,0,0,8,29,0,43,6,9,0,104,5,8,4,103,23,291,8,183,3,616,0,0,3,24,3,64,9,29,0,132,0,3,0,21,5,17,3,8,0,67,0,7,22,18,4,5,0,0,0,66,0,5,95,33,0,4,3,0,4,139,0,0,26,14,0,0,0,0,0,37,0,0,9,4,0,0,0,0,0,15,0,0,0,11,0,4,0,0,8,25,10,30,176,253,42,424,26,237,14,1199,0,0,4,4,0,0,0,5,0,14,0,0,3,6,6,11,4,15,0,39,0,0,10,10,5,10,5,0,0,39,0,3,8,17,4,13,0,4,0,49,8,3,66,20,23,0,0,0,0,123,0,4,87,15,6,0,0,3,0,115,4,5,52,0,4,5,3,0,0,65,0,0,21,0,0,0,0,4,0,38,0,0,4,4,0,0,0,0,3,10,14,18,250,76,49,36,17,29,5,485
LGA27260,3,21,10,149,30,253,12,87,17,583,28,173,64,476,141,1664,110,729,36,3425,35,41,131,137,107,425,209,290,25,1404,21,16,21,64,43,143,45,68,5,422,11,20,49,17,17,32,21,14,0,185,5,8,32,15,5,0,14,5,3,88,0,5,11,0,0,5,6,0,0,32,0,7,12,8,5,3,4,0,0,31,0,0,0,11,0,21,3,13,33,91,105,289,337,872,349,2551,433,1218,118,6266,0,0,7,10,0,7,6,6,0,47,7,6,15,50,13,52,9,40,4,191,8,4,52,37,20,52,50,43,0,273,10,15,25,27,8,32,17,20,0,163,15,16,131,22,23,11,20,7,0,241,8,13,151,5,9,3,10,3,4,211,3,4,66,4,6,0,5,0,0,91,0,0,26,0,0,5,3,0,3,41,0,4,4,9,0,6,0,6,8,37,49,67,480,166,80,177,129,127,27,1301
LGA27350,11,23,29,280,34,128,7,75,4,585,30,149,86,639,207,776,59,409,32,2385,30,113,87,242,174,241,58,189,12,1147,23,47,33,77,78,78,14,27,9,384,4,36,21,24,34,21,0,11,0,159,3,30,29,12,18,4,0,9,3,93,7,8,4,8,6,3,0,0,0,36,5,3,10,0,3,5,4,0,0,29,0,7,5,7,0,20,0,5,26,73,116,415,303,1281,562,1267,140,726,82,4892,0,10,15,31,8,9,0,5,0,75,0,21,16,64,14,44,7,35,7,205,11,29,24,42,41,37,7,41,3,236,10,37,34,27,33,18,0,18,0,182,18,44,63,24,54,9,0,7,0,217,12,47,93,13,10,6,0,9,4,184,9,11,34,0,3,5,0,0,0,59,6,12,10,0,0,0,0,0,0,33,0,0,5,3,0,0,0,0,3,22,66,219,288,203,172,129,22,108,18,1226
LGA27450,8,0,25,278,13,111,3,124,11,562,22,47,54,464,54,920,33,636,15,2261,11,15,33,127,22,200,16,96,6,524,8,9,17,47,12,67,9,37,0,208,6,5,28,18,5,8,0,4,0,67,4,0,13,6,0,4,0,7,0,34,4,0,4,6,0,4,0,0,0,22,0,0,4,3,0,0,0,5,0,7,0,0,0,5,0,16,0,4,10,36,67,93,184,946,108,1328,60,906,36,3722,0,0,13,24,0,9,0,6,0,56,0,7,17,48,12,42,3,30,4,163,7,10,39,37,9,43,4,24,0,155,10,3,33,25,9,18,3,22,0,122,9,6,140,24,7,13,3,11,3,216,5,6,157,13,10,3,0,9,0,197,0,0,50,6,6,0,0,3,0,68,0,0,28,3,0,0,0,0,0,40,0,0,8,5,0,3,0,0,4,14,22,33,477,187,48,131,16,107,10,1032
