POW_LGA_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
LGA26260,5,0,10,9,15,21,3,5,0,73,3,3,0,0,14,16,4,9,0,44,3,0,5,0,11,11,0,5,0,31,8,4,0,0,8,16,5,7,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,3,10,89,193,213,110,133,119,22,30,10,914,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,13,5,13,4,5,0,3,0,0,0,24,3,15,7,0,4,0,0,0,0,35,3,18,39,8,0,8,0,0,0,77,7,14,35,21,15,14,3,0,0,117,3,7,22,26,34,26,5,0,0,130,6,7,12,23,50,46,3,8,0,153,3,9,10,8,27,24,8,9,0,96,0,0,5,4,15,12,7,9,0,67,0,0,0,0,11,8,3,5,0,31
LGA26350,32,43,66,48,143,123,20,21,5,498,33,23,28,31,71,71,16,28,8,302,9,13,16,9,47,52,18,13,0,184,16,22,13,14,35,73,31,40,0,237,0,10,0,7,3,0,0,15,0,43,3,3,6,5,5,14,0,9,0,62,7,16,10,3,0,9,0,0,10,46,844,2419,1577,726,973,690,150,209,103,7696,12,16,5,0,5,7,0,3,0,45,14,48,3,0,0,0,0,0,0,70,19,135,19,5,0,0,0,0,0,176,25,157,41,12,4,0,0,0,0,235,23,171,76,11,7,6,0,0,0,304,35,187,203,30,22,14,0,0,6,498,21,116,233,103,84,45,4,7,0,608,29,90,162,154,273,147,13,17,3,893,28,71,135,143,468,270,36,24,5,1181,27,43,61,100,342,248,32,20,4,873,13,30,42,50,213,191,42,48,4,636,4,21,22,26,105,94,18,37,0,322
LGA26430,0,3,4,6,5,0,3,4,0,19,0,0,3,0,3,8,0,0,0,12,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,6,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,62,118,85,58,52,43,11,16,8,460,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,13,3,0,0,3,0,0,0,13,3,19,0,0,0,0,0,0,0,21,3,7,0,4,0,0,0,0,0,15,0,10,14,6,0,0,0,0,0,30,0,4,14,4,3,6,0,0,0,30,0,10,15,10,19,4,0,0,0,55,4,4,3,6,19,17,3,0,0,60,6,0,8,7,7,13,3,5,0,42,0,0,0,0,3,10,0,0,0,18,0,0,3,0,3,3,0,0,0,12
LGA26490,8,3,8,15,14,9,3,5,4,72,0,0,0,3,10,15,6,4,0,50,4,5,0,8,5,6,0,4,0,30,13,7,0,4,6,23,8,7,0,63,0,0,0,0,0,6,0,0,0,10,0,0,4,0,0,0,0,3,0,11,0,4,0,0,0,4,0,0,9,20,240,591,337,185,168,141,28,40,24,1756,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,6,0,32,12,0,0,0,0,0,0,44,5,38,7,0,0,0,0,0,0,53,0,32,14,6,0,3,0,0,0,53,11,40,43,5,0,3,0,0,0,108,7,35,51,14,12,9,0,0,4,133,8,27,36,42,46,17,0,0,0,174,5,15,23,21,46,27,3,11,0,148,9,5,19,26,62,25,0,4,0,144,0,13,9,7,24,16,4,13,0,93,0,4,7,6,10,10,5,0,0,56
LGA26610,11,9,9,10,32,13,4,7,0,90,7,8,0,8,14,17,5,7,0,66,6,0,0,3,9,12,3,8,0,47,7,0,3,0,13,16,6,13,0,54,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,6,0,3,0,14,0,0,6,0,0,0,0,0,6,6,88,221,194,145,197,123,22,62,11,1063,0,0,3,0,0,3,0,0,3,14,0,3,0,0,0,0,0,0,0,6,7,11,7,0,0,0,0,0,0,27,4,28,3,0,4,0,0,0,0,38,4,23,16,3,0,0,0,0,0,51,3,30,35,12,4,7,0,0,4,105,7,20,48,17,43,16,0,0,0,147,4,13,21,34,71,39,3,9,3,205,3,8,19,20,67,59,5,6,6,199,0,7,8,6,30,28,8,7,0,102,0,0,5,4,19,18,4,3,0,65,0,3,3,0,6,3,0,0,0,19
LGA26670,0,0,4,0,0,3,0,0,0,16,0,0,0,3,0,0,3,0,0,10,0,0,3,0,0,8,0,0,0,7,5,0,0,0,0,10,0,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52,54,27,27,34,3,7,7,247,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,0,8,7,0,0,0,0,0,0,20,0,3,12,3,3,0,0,0,0,18,0,5,11,4,4,3,0,0,0,36,0,0,0,12,11,12,0,0,0,40,0,4,0,3,7,4,0,0,0,19,0,0,0,0,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,4
LGA26700,4,6,15,34,38,31,9,0,0,143,9,0,6,22,27,29,7,13,0,111,7,3,6,6,20,29,11,9,0,78,24,0,0,7,10,49,21,19,0,129,0,0,0,0,0,3,4,6,0,14,0,4,0,0,0,4,0,4,0,14,3,0,0,0,0,0,0,0,0,15,174,358,315,271,312,244,70,75,20,1830,0,5,0,5,0,3,0,0,0,9,3,19,0,0,0,0,0,0,0,21,0,14,0,0,0,0,0,0,0,16,3,21,8,3,0,0,0,0,0,31,4,29,16,5,7,4,0,0,0,62,6,33,57,12,13,0,3,0,0,127,7,34,65,37,28,6,3,5,6,189,12,18,32,58,68,48,7,8,0,254,9,10,28,40,116,71,15,14,4,314,6,7,11,25,68,45,4,17,0,190,5,5,3,12,25,24,10,9,0,88,3,4,6,0,9,19,9,0,0,48
LGA26730,14,13,21,35,72,48,9,19,0,223,8,7,14,16,35,34,3,11,0,129,5,3,3,4,21,30,6,4,0,80,22,4,0,6,16,65,28,17,0,160,0,0,0,0,0,0,3,5,0,14,0,0,0,0,0,0,4,4,0,10,9,4,5,0,0,0,0,0,0,20,235,547,495,300,441,297,91,118,37,2560,5,5,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,22,3,32,4,0,0,0,0,0,0,36,6,43,8,0,5,3,0,0,0,63,6,75,21,10,14,3,0,0,0,139,8,58,79,14,13,4,0,3,0,183,17,36,91,54,53,18,0,4,4,279,13,33,64,72,125,52,7,14,5,388,14,18,42,44,161,96,17,11,0,407,9,17,24,17,78,52,16,8,0,208,9,13,5,12,36,44,9,7,0,140,0,4,8,8,11,15,4,6,0,58
LGA26810,21,5,23,18,42,60,25,31,0,219,8,4,7,12,52,66,20,42,0,206,13,5,8,0,19,37,17,17,0,116,19,3,4,3,16,41,15,28,0,118,0,0,0,0,4,4,0,0,0,12,4,4,0,0,0,0,0,0,0,10,0,0,5,0,4,3,0,0,7,14,252,509,468,288,355,342,101,155,31,2496,3,8,0,0,0,0,0,0,0,14,3,15,0,0,0,0,0,0,0,18,6,25,6,0,6,0,0,0,0,36,5,34,6,6,3,3,0,0,3,52,4,44,25,3,5,4,0,0,0,84,3,50,52,17,15,10,0,0,3,165,12,19,78,35,28,22,0,3,3,213,13,31,37,41,85,51,6,3,0,270,12,23,28,38,107,83,9,11,0,312,4,13,11,21,47,59,16,7,0,180,11,5,4,6,39,43,10,17,6,131,3,3,5,0,23,19,8,8,0,73
LGA26890,0,0,0,0,5,0,0,4,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,24,12,16,20,4,3,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,0,0,0,11,0,3,7,0,0,3,0,0,0,11,0,0,5,4,0,5,0,0,0,12,0,6,0,5,3,4,0,0,0,23,0,4,0,0,3,3,0,0,0,10,0,0,0,0,5,3,0,0,0,12,0,0,0,0,3,0,0,0,0,4
LGA26980,27,42,82,106,230,160,43,39,0,736,26,35,32,55,157,162,40,67,0,579,14,10,18,21,68,104,22,33,5,303,55,8,20,23,62,139,73,76,3,468,9,3,9,0,0,12,13,22,0,62,0,6,0,0,9,7,6,19,0,39,4,13,12,0,4,8,3,3,29,66,746,2307,1852,1081,1450,960,261,359,115,9128,10,16,11,0,0,9,0,0,0,47,15,121,0,0,0,7,0,0,3,147,23,192,21,3,6,3,0,0,0,252,22,225,55,12,8,8,0,4,3,337,22,212,122,15,14,3,4,3,7,403,39,252,313,68,53,35,4,5,0,763,31,174,390,182,210,96,15,16,0,1124,50,125,283,267,563,271,32,40,3,1638,49,96,196,229,795,449,55,58,9,1929,52,57,89,108,550,359,57,63,6,1343,49,29,69,86,379,261,104,67,0,1038,25,14,24,38,218,179,57,60,6,614
LGA27070,34,28,53,63,178,136,34,51,7,581,16,15,24,40,130,122,33,37,3,423,14,3,5,17,62,72,29,46,5,257,28,3,11,17,52,105,51,37,5,318,7,0,0,0,0,4,4,15,0,31,0,0,0,0,0,0,0,6,0,17,5,5,6,4,4,6,5,0,20,59,611,1779,1555,1047,1538,820,214,313,119,7996,10,16,12,4,8,3,0,3,0,54,7,82,5,4,0,0,0,0,5,106,14,145,27,3,4,0,0,0,3,195,14,198,43,9,3,8,0,0,6,285,10,202,117,14,12,11,0,5,3,374,24,209,301,74,38,26,4,3,10,676,33,148,297,156,212,73,11,13,10,958,34,105,220,212,539,252,29,30,10,1427,43,60,116,167,629,395,69,61,8,1559,18,35,53,58,395,288,62,64,4,976,10,31,40,37,230,186,49,45,5,631,10,16,9,12,90,113,30,43,0,326
LGA27170,7,6,24,25,71,87,30,21,0,274,9,9,6,16,41,39,20,19,0,154,12,0,7,11,25,37,12,19,0,128,19,0,0,5,14,63,20,39,5,172,0,0,0,0,4,8,0,6,0,17,0,0,0,0,0,0,0,0,0,10,3,3,3,4,5,0,0,0,4,24,204,445,419,361,501,499,135,156,58,2774,0,3,4,0,3,0,0,0,0,10,4,21,0,0,0,0,0,0,0,28,0,29,0,0,0,0,0,0,0,36,4,28,5,0,0,0,0,0,0,46,5,31,14,5,9,5,0,0,4,77,6,38,85,14,16,12,3,0,0,180,16,36,81,49,58,24,0,3,6,269,14,15,66,59,131,90,9,8,0,404,24,12,24,69,189,139,27,12,4,492,12,9,13,18,110,79,26,24,0,291,8,4,14,15,62,70,16,17,3,209,0,4,8,9,34,35,13,12,0,122
LGA27260,27,25,50,67,234,134,40,59,15,648,31,27,19,46,204,141,40,67,4,579,29,15,10,14,98,63,26,53,4,302,35,4,16,14,43,111,45,71,4,336,3,0,0,0,3,14,8,8,0,40,0,4,0,0,0,0,0,8,0,22,9,12,3,4,9,6,0,5,29,80,715,1991,1716,1203,2051,983,262,440,185,9542,8,28,15,0,8,8,0,0,0,71,21,89,10,0,3,0,0,0,3,121,16,132,27,5,4,4,0,0,6,192,22,195,54,10,6,6,0,4,6,294,16,160,150,20,9,7,0,0,0,368,24,199,296,70,43,34,7,4,8,689,38,112,300,159,199,87,13,6,9,916,46,97,195,213,549,297,45,39,6,1502,55,73,123,166,761,495,104,81,17,1868,23,38,54,86,523,421,112,104,8,1371,18,21,34,41,338,316,73,115,4,969,17,10,12,26,140,153,46,95,8,502
LGA27350,40,34,55,90,190,154,26,26,9,626,33,25,21,41,109,88,30,37,9,396,16,5,8,11,48,52,25,17,4,194,26,8,21,17,60,137,46,47,0,371,3,8,0,0,0,9,8,8,0,39,7,4,3,3,6,5,11,9,0,42,8,9,3,6,9,5,0,3,20,60,1004,2254,1450,756,1115,839,204,219,122,7971,10,7,10,0,6,6,0,0,0,40,10,70,0,0,5,0,0,0,0,82,21,154,14,8,0,0,0,0,0,204,22,157,35,5,6,5,0,0,4,235,17,205,97,16,12,5,0,0,4,349,21,215,277,45,47,21,3,3,9,647,48,143,337,167,178,93,10,14,5,991,45,94,300,257,586,235,36,35,8,1601,57,103,183,248,1058,550,81,82,9,2369,60,49,68,150,680,505,93,92,12,1709,44,35,52,90,403,342,80,82,4,1126,19,23,24,55,194,189,62,81,0,646
LGA27450,24,20,40,58,97,60,18,29,0,344,19,20,27,27,60,62,17,27,6,260,14,4,3,11,27,43,12,21,0,152,28,5,6,3,22,69,24,36,0,201,3,0,0,0,5,4,0,4,0,21,0,3,0,0,0,4,0,0,0,10,3,9,13,8,8,5,0,0,20,65,786,1824,1334,687,779,460,114,224,79,6285,10,20,3,5,7,3,0,0,0,42,6,70,4,0,0,0,0,0,4,87,10,121,19,0,3,0,0,0,0,153,16,162,33,5,8,3,0,0,4,236,14,168,66,17,3,0,0,0,0,274,21,180,177,47,31,10,0,3,4,478,15,120,203,94,73,36,7,9,0,548,26,83,150,126,207,83,17,13,14,716,32,56,102,136,275,183,30,31,9,847,16,32,47,55,198,137,32,34,4,551,15,22,23,40,111,87,23,29,4,366,7,11,17,16,51,37,17,27,0,184
LGA27630,3,0,8,3,8,9,0,3,0,36,0,0,0,5,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,7,0,3,0,18,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,30,66,83,57,45,34,5,17,10,358,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,7,3,0,0,0,0,0,0,8,0,11,5,3,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,18,0,3,17,6,3,4,0,0,0,36,0,0,14,7,6,5,0,0,0,39,0,7,4,0,9,9,0,5,0,33,0,0,0,4,5,9,0,0,0,24,0,8,0,0,5,8,3,0,0,23,0,0,0,0,4,3,0,0,0,9
LGA29399,0,5,7,0,6,6,0,0,0,33,0,5,4,3,0,7,0,0,0,21,0,6,0,0,5,5,0,0,0,12,0,5,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,6,8,79,199,164,56,82,65,17,21,14,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,3,8,0,3,0,0,0,0,0,12,0,3,0,0,5,0,0,0,0,9,3,0,3,7,3,4,0,0,0,20,0,5,7,0,5,5,0,0,0,29,0,4,6,0,11,7,0,3,0,21,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA29499,62,114,156,128,175,163,38,63,18,912,56,71,71,83,95,112,32,64,8,594,31,23,48,32,64,64,22,56,6,336,57,22,26,28,44,115,28,74,3,409,7,10,3,3,0,15,0,13,0,55,4,11,10,3,3,17,3,17,6,81,28,26,19,9,10,0,5,0,36,135,1530,5258,3048,1343,1113,885,227,451,233,14088,19,68,28,7,4,5,0,13,9,149,30,128,21,13,5,3,0,3,0,201,32,199,37,8,5,3,0,0,4,291,45,235,58,6,17,8,3,3,10,389,38,219,93,24,15,10,3,6,4,408,55,238,175,41,42,32,4,10,20,612,68,179,178,107,109,56,6,23,20,746,63,107,158,93,219,120,20,38,23,837,48,109,104,107,309,240,50,65,17,1054,34,61,56,60,180,179,28,79,11,700,26,41,32,43,158,159,24,53,7,541,21,19,13,17,76,87,20,37,0,291
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
