POW_LGA_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA25990,0,113,83,17,13,6,0,119,108,18,18,18,0,163,108,15,26,11,5,167,103,11,29,16,0,155,62,25,27,15,7,133,27,12,14,10,0,57,6,7,14,10,0,34,4,0,5,3,0,19,838,143,170,106,20,1280,49,0,0,3,0,56,37,0,0,0,0,36,37,0,0,4,0,36,25,0,3,0,0,30,36,3,4,0,0,49,47,0,7,3,0,62,47,6,10,4,0,67,53,8,12,3,0,79,61,3,6,5,0,82,62,9,12,8,0,87,34,0,11,12,0,59,18,4,7,7,5,39,4,9,9,14,3,31,501,50,87,75,9,719,75,3,5,7,0,98,43,3,6,4,9,61,1462,203,268,188,34,2158
LGA26080,0,59,48,10,3,0,0,61,61,12,7,0,0,82,75,13,9,0,0,96,73,14,10,0,0,93,46,4,3,0,0,62,14,3,4,0,0,17,0,5,3,0,0,7,0,4,4,0,0,9,496,75,58,10,7,641,61,0,0,0,0,59,65,0,0,0,0,65,36,0,0,0,0,38,33,4,5,0,0,36,38,5,5,0,0,53,49,0,12,6,0,61,51,0,8,0,7,72,50,8,13,3,0,70,64,6,10,9,0,93,57,6,13,5,3,80,31,20,19,3,0,78,19,10,7,0,0,29,9,4,8,0,0,22,568,61,97,24,15,759,140,12,7,5,0,159,16,3,5,3,0,31,1222,152,157,39,20,1590
LGA26170,13,603,424,90,86,10,9,618,480,103,114,13,14,719,568,84,132,23,11,812,436,77,148,22,10,701,331,68,130,24,6,565,115,44,87,25,5,283,20,23,58,29,5,134,6,16,28,15,7,68,4254,626,973,193,97,6137,502,0,7,5,0,517,255,0,12,0,0,269,222,3,19,3,0,254,238,16,42,5,6,312,273,25,52,14,0,353,256,12,37,11,3,316,304,24,64,17,9,412,322,33,72,18,12,456,308,31,85,31,11,467,357,42,105,29,8,535,188,33,80,46,19,364,74,36,58,28,7,204,13,12,44,36,4,113,3303,271,671,255,73,4570,485,34,65,31,27,640,179,18,31,29,48,297,8217,940,1740,511,242,11645
LGA26260,4,384,297,35,51,20,9,406,359,40,87,15,4,508,366,47,63,22,10,502,317,62,90,25,5,496,236,51,87,33,12,415,69,38,67,42,5,224,15,13,41,24,5,92,4,5,20,25,3,52,3105,357,623,227,75,4386,263,0,0,11,3,274,167,0,5,4,3,170,163,0,12,3,0,181,177,4,28,5,0,213,190,12,17,8,0,235,181,13,31,12,8,239,171,3,22,6,0,210,219,11,19,4,9,260,236,13,41,14,4,306,213,9,49,12,5,284,139,11,40,14,7,221,50,4,24,23,5,102,11,10,19,12,6,55,2177,97,292,129,41,2743,334,12,38,13,6,406,87,6,18,16,17,150,5704,474,964,389,148,7685
LGA26350,7,4206,2542,509,214,22,4,3300,2433,555,198,23,10,3226,2179,601,211,36,9,3039,1652,470,200,36,11,2363,1019,309,144,25,4,1497,416,199,62,17,0,689,119,111,63,13,0,308,29,58,35,9,7,138,25526,3778,1700,251,84,31335,2168,8,16,14,4,2208,4847,11,96,8,8,4965,2899,54,143,7,6,3114,2043,104,211,23,0,2379,1754,157,229,52,4,2192,1289,181,188,39,9,1706,1220,182,203,43,3,1647,1283,198,207,50,5,1745,1108,176,202,47,8,1542,946,185,193,40,11,1376,601,136,150,49,6,948,276,154,132,55,3,626,102,98,92,51,10,354,20545,1639,2062,478,76,24801,3299,157,217,53,31,3754,662,82,48,42,65,897,50037,5659,4029,812,253,60787
LGA26430,5,207,140,30,20,7,8,203,164,35,24,6,0,236,171,29,25,14,7,243,161,35,43,17,0,269,124,32,34,17,0,211,63,17,32,30,8,146,13,12,22,21,0,75,3,7,26,16,5,51,1562,252,284,136,36,2271,145,0,0,4,4,148,89,0,0,0,0,90,70,0,3,0,0,71,88,6,8,0,0,100,85,3,16,3,6,118,83,5,16,4,0,107,81,7,13,6,0,103,83,9,18,3,0,113,101,10,22,4,0,137,125,17,24,12,8,185,80,12,23,29,0,144,34,12,27,22,0,90,6,10,24,20,0,64,1063,83,201,112,20,1474,164,10,16,12,5,209,54,7,9,15,6,87,2842,348,516,277,68,4045
LGA26490,4,648,390,160,85,9,3,644,421,163,88,12,9,695,361,144,90,9,0,611,277,136,79,19,4,515,179,82,63,22,4,345,54,31,25,11,0,121,10,18,11,12,0,51,4,6,9,9,0,32,3657,975,649,118,33,5425,664,0,7,7,0,677,606,4,14,4,0,630,362,5,27,4,0,400,312,16,70,9,3,414,342,47,90,23,5,512,286,51,101,23,0,467,281,47,89,20,4,450,265,43,90,10,5,416,283,54,89,14,3,453,280,45,87,23,5,446,131,42,70,29,5,279,42,28,53,17,0,148,20,8,22,24,5,81,3887,403,819,223,32,5364,669,43,75,14,12,810,124,16,15,11,11,177,8340,1440,1551,360,90,11779
LGA26610,10,650,473,105,38,8,8,624,428,63,55,20,8,578,479,73,48,28,8,631,469,85,63,26,8,654,341,72,52,17,7,488,111,40,28,20,6,207,11,14,17,4,4,51,3,11,10,7,3,32,4834,608,421,160,70,6089,327,3,0,10,0,346,250,0,3,0,3,258,246,8,13,3,3,271,294,10,16,7,8,337,272,26,16,9,4,327,228,18,23,12,3,290,189,15,18,12,4,236,232,10,16,9,5,267,243,12,26,16,7,310,243,19,25,19,6,310,121,18,30,14,6,195,45,9,16,14,8,89,21,6,15,19,3,55,2714,149,211,159,54,3295,392,19,29,21,16,470,187,9,16,24,38,274,8132,785,670,369,175,10132
LGA26670,0,108,73,12,16,5,3,109,76,19,16,10,4,122,73,26,26,3,0,130,78,22,35,15,0,151,57,25,36,14,0,134,29,21,44,18,0,106,3,11,22,13,0,56,0,9,19,10,9,47,703,166,267,92,27,1254,71,0,0,4,0,78,48,0,0,0,0,46,38,0,4,0,0,45,51,0,0,3,0,57,49,0,11,0,0,61,44,0,4,3,0,59,43,4,4,0,0,53,68,3,14,4,0,90,72,8,8,10,0,91,71,3,17,6,0,97,27,0,21,8,0,63,11,5,24,12,5,51,6,4,8,8,3,35,600,37,122,61,12,826,106,4,17,9,3,130,28,3,12,3,4,49,1433,205,404,168,46,2256
LGA26700,3,745,611,91,69,15,5,788,712,83,69,15,7,885,717,109,80,19,16,943,638,92,74,26,12,834,440,83,71,19,10,627,138,47,49,19,5,259,22,18,31,15,3,80,0,7,35,19,8,78,5879,677,618,163,75,7411,633,0,0,11,4,647,358,3,6,0,0,369,319,5,14,0,0,338,344,12,23,8,0,390,401,23,26,6,0,454,370,17,35,6,4,432,401,13,34,13,4,460,405,22,35,17,7,482,412,30,44,18,7,500,387,38,65,16,3,510,209,27,48,29,7,311,56,17,61,24,3,159,14,8,21,21,5,70,4298,215,397,165,54,5128,652,36,57,14,10,771,171,14,20,15,18,248,11003,942,1088,363,159,13560
LGA26730,3,931,758,98,74,0,7,939,865,100,84,8,4,1056,895,129,85,8,9,1126,769,98,55,3,4,932,507,72,60,13,10,659,137,23,31,6,4,197,21,13,9,8,8,64,0,8,0,3,0,15,7891,687,555,66,61,9263,943,0,6,4,8,955,543,0,8,0,4,553,479,0,27,4,5,511,512,14,46,11,5,588,579,22,56,0,4,666,578,25,46,10,5,670,535,23,52,6,0,615,529,38,47,15,0,638,556,21,50,12,10,638,489,22,73,14,0,598,253,15,47,13,0,322,70,9,31,6,6,120,29,8,11,7,5,55,6099,192,495,96,46,6925,896,15,60,10,19,998,234,6,15,11,29,297,15125,902,1133,179,155,17487
LGA26810,11,1057,850,98,120,16,12,1095,884,101,122,14,18,1143,896,117,106,18,21,1152,804,99,113,26,19,1065,574,61,151,41,17,847,172,45,79,33,11,338,29,19,56,31,4,143,10,16,32,20,11,93,8147,731,1012,230,129,10250,668,0,5,11,4,682,477,0,15,0,0,495,400,6,37,7,4,453,438,13,44,8,3,513,481,27,69,13,7,591,396,24,47,13,5,490,419,24,59,11,3,513,447,28,61,16,4,558,442,17,70,21,9,561,491,24,75,31,13,625,232,34,82,29,6,377,76,11,50,23,4,166,28,4,35,24,9,92,4998,205,641,204,66,6113,888,21,78,23,24,1031,239,14,36,27,46,359,14266,971,1767,485,265,17756
LGA26890,5,88,46,11,27,6,5,95,55,14,14,12,0,90,65,20,35,16,0,135,55,13,49,25,4,146,39,13,49,17,0,122,18,10,25,26,0,78,4,10,18,19,0,45,0,0,6,12,0,25,532,106,304,158,18,1115,31,0,0,4,0,33,12,0,0,0,5,17,28,0,0,0,0,33,24,0,4,3,0,36,34,8,5,0,0,46,21,4,0,0,0,32,36,0,5,0,3,52,33,0,8,5,3,51,39,8,15,5,0,64,32,3,15,8,0,57,18,3,15,8,0,40,14,0,9,8,0,31,0,3,24,10,3,33,329,30,99,58,13,526,48,0,8,11,0,68,17,0,8,14,4,48,921,139,416,238,39,1754
LGA26980,10,5308,4078,472,161,35,12,4761,4170,557,215,47,15,5006,4036,533,265,35,13,4882,3345,478,196,29,11,4057,2138,286,153,14,10,2603,669,162,82,10,4,933,146,75,23,9,0,252,42,22,16,3,0,82,35371,3536,1630,266,103,40903,2714,0,39,15,3,2781,3804,19,138,13,10,3973,2354,62,144,18,3,2583,2173,145,186,52,0,2560,2343,232,240,74,6,2895,2083,206,246,76,18,2625,2041,225,268,67,9,2614,2057,196,267,60,8,2584,1917,177,244,44,18,2401,1606,154,216,45,15,2043,910,128,152,34,9,1223,356,89,119,45,6,606,170,59,72,23,3,321,24530,1688,2327,567,97,29210,3055,158,201,57,37,3509,774,75,65,36,78,1032,63739,5451,4223,923,316,74657
LGA27070,16,5229,3805,584,254,34,22,4698,3755,541,243,23,14,4578,3443,553,200,40,19,4258,2865,442,178,24,24,3537,1781,309,134,22,12,2256,630,166,50,14,9,868,104,54,35,5,0,191,21,34,10,5,0,77,33498,3843,1878,240,172,39631,3125,3,18,14,5,3170,3411,29,96,15,6,3559,2150,73,182,26,10,2443,2145,129,291,47,15,2633,2263,209,327,64,17,2878,1903,193,273,45,20,2437,1782,160,230,44,21,2235,1621,161,194,35,17,2027,1416,138,166,41,10,1769,1122,135,161,30,10,1457,558,84,89,26,13,765,171,45,41,17,0,273,74,26,22,15,0,143,21747,1380,2096,426,143,25787,2633,144,251,74,27,3128,1006,115,81,57,120,1380,58882,5483,4300,795,465,69926
LGA27170,0,1483,1290,104,48,11,0,1451,1307,113,71,6,11,1511,1335,119,72,8,8,1536,1064,99,69,4,12,1251,716,73,49,3,7,849,210,31,32,6,3,274,39,18,12,3,0,78,11,8,3,4,0,30,11814,768,556,51,67,13257,842,0,0,3,0,852,624,4,11,0,0,636,494,6,28,0,0,522,579,12,40,9,3,639,560,19,42,6,0,631,520,30,38,3,7,600,470,26,47,7,0,550,465,33,40,8,0,545,454,29,39,8,5,542,428,23,71,9,3,535,248,17,41,9,0,315,68,9,20,9,0,112,24,14,16,15,6,70,5778,216,433,95,31,6554,896,18,48,15,12,987,294,13,18,13,32,369,18787,1018,1056,173,136,21166
LGA27260,37,7848,5616,758,367,55,25,6833,5166,569,283,36,17,6068,4649,486,191,30,23,5380,3759,407,176,38,10,4398,2195,250,111,19,13,2589,714,123,61,9,0,908,117,41,18,7,4,186,23,19,3,0,0,48,44968,4239,2131,322,188,51842,3645,10,34,24,5,3716,4077,44,145,15,17,4298,3019,98,272,28,19,3435,2652,193,341,65,18,3276,2803,382,439,123,17,3770,2136,268,378,104,17,2904,1837,217,253,71,18,2405,1608,168,212,46,6,2042,1323,145,169,47,7,1690,1118,105,128,42,8,1406,492,62,69,29,7,662,165,45,36,10,0,259,48,15,26,12,4,103,24937,1753,2511,616,145,29958,3245,158,317,87,42,3850,1453,124,109,56,145,1882,74602,6273,5066,1085,522,87535
LGA27350,21,9305,6262,660,278,31,16,7245,5146,644,262,25,17,6095,4115,634,248,25,14,5029,2896,468,212,15,8,3601,1840,283,139,17,3,2279,674,188,87,11,4,966,155,91,40,13,0,298,35,33,23,7,0,98,53211,4431,2139,206,108,60094,1551,4,14,7,6,1583,4476,19,102,5,3,4611,3797,51,219,6,6,4083,3200,134,283,21,10,3653,2837,155,280,30,11,3296,2093,160,209,28,9,2501,1677,177,197,26,13,2100,1574,171,217,30,4,1999,1346,144,170,29,10,1701,1091,141,173,32,9,1440,660,113,129,35,7,945,266,77,93,23,3,466,110,55,69,34,3,275,24681,1402,2169,304,95,28655,4094,149,227,61,47,4577,963,79,62,46,115,1257,82946,6067,4597,614,363,94588
LGA27450,11,2324,1780,383,215,32,7,2409,1988,448,266,21,12,2732,1989,476,254,41,13,2780,1623,382,273,42,15,2330,1112,288,161,42,12,1604,338,153,100,37,4,633,85,73,45,25,5,228,21,16,28,12,0,78,17217,2907,1943,286,104,22452,2623,4,14,22,3,2665,2103,15,65,14,0,2195,1125,25,129,8,6,1295,1121,69,207,47,3,1438,1297,118,259,41,3,1716,1235,141,279,44,11,1709,1233,146,252,52,15,1695,1200,197,269,45,6,1718,1220,165,271,76,10,1738,1032,175,265,66,12,1551,523,119,197,63,9,911,210,87,107,60,3,473,83,39,62,36,3,227,14994,1294,2380,578,88,19335,2247,151,292,74,36,2795,529,50,58,29,75,743,34988,4406,4676,960,294,45331
LGA27630,0,121,75,22,16,3,0,113,89,21,25,8,0,145,94,31,27,14,3,162,111,28,35,16,4,195,94,36,38,20,5,185,34,11,15,7,0,68,9,6,13,12,0,31,4,5,6,8,0,25,924,215,218,96,19,1467,85,0,0,8,0,95,46,0,0,6,0,41,57,0,6,0,0,60,64,4,0,5,0,77,60,0,7,3,0,72,55,5,5,3,0,62,47,10,9,0,0,67,54,3,10,3,5,79,77,6,13,8,0,102,91,10,18,3,3,126,48,9,5,9,0,70,8,3,8,6,0,22,0,4,14,17,0,39,693,52,88,71,15,913,100,10,13,8,4,136,46,3,4,7,11,65,1759,276,318,179,46,2576
LGA29399,0,81,55,7,3,5,0,68,75,11,4,0,0,97,45,20,7,3,0,73,54,13,8,0,0,79,33,8,4,0,0,47,23,0,5,4,0,36,0,5,0,0,0,11,0,0,0,9,0,6,821,81,48,20,5,971,162,0,0,0,0,157,377,0,0,0,0,382,253,0,4,0,0,257,98,0,0,0,0,103,46,0,4,0,0,51,38,0,0,0,0,40,24,0,4,3,0,37,30,7,4,0,0,39,40,3,0,0,0,46,44,3,4,4,0,51,28,0,0,0,0,33,15,0,0,3,0,17,3,0,0,5,0,9,1159,13,34,13,0,1223,169,0,7,6,0,180,42,0,4,3,7,53,2187,97,90,38,12,2422
LGA29499,111,9189,4349,1551,1699,60,92,7749,3943,1538,1836,54,90,7461,3495,1498,1775,72,116,6952,2653,1148,1589,68,81,5538,1618,737,1192,54,83,3689,534,329,486,46,33,1426,114,105,145,40,10,427,27,44,76,52,11,211,45038,10771,14918,611,811,72156,1938,12,243,43,8,2243,4039,98,1012,32,34,5219,3068,221,1392,54,38,4775,2711,355,1724,116,60,4969,2370,504,1866,142,64,4945,2020,548,1849,135,73,4618,2174,543,2019,112,61,4906,2236,628,2344,121,72,5406,2298,561,2236,126,110,5326,2021,532,2117,107,112,4886,1120,386,1312,121,74,3015,476,190,610,78,32,1393,235,105,302,121,18,784,26717,4665,19023,1318,761,52479,5200,747,2863,378,269,9454,2086,287,523,151,342,3389,79049,16470,37324,2452,2182,137478
LGA29799,0,11,20,0,0,0,0,19,24,0,0,0,0,24,26,0,0,0,0,29,32,0,0,0,0,33,8,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,19,0,0,0,0,19,0,0,0,0,0,0,196,0,0,0,0,194
