POW_LGA_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
LGA26260,40,175,21,0,242,15,49,4,0,71,8,35,3,0,51,0,0,0,0,4,6,29,0,0,35,0,22,3,0,24,9,6,0,0,17,11,11,0,0,22,3,4,0,0,7,107,330,37,5,474,289,229,0,11,534,52,19,3,0,71,111,40,0,0,152,40,15,0,0,57,26,13,0,0,30,12,7,0,0,20,19,5,0,0,23,46,26,0,0,67,9,0,0,4,13,596,344,10,23,964,329,406,24,17,768,68,65,9,0,146,124,76,3,0,202,44,16,0,0,60,30,40,0,0,67,21,26,3,0,50,28,10,0,0,42,53,35,0,0,85,8,6,0,4,19,697,671,45,27,1441
LGA26350,512,1274,285,3,2077,873,1014,107,3,1994,208,287,8,0,502,69,108,10,0,186,84,143,24,0,255,151,145,47,0,349,25,9,0,0,32,55,48,12,0,113,61,68,16,3,147,2044,3093,512,13,5659,228,137,18,0,379,1643,364,31,0,2042,501,108,0,0,605,388,41,0,0,425,116,18,0,0,135,94,21,10,0,126,78,0,0,0,81,153,14,0,0,169,49,4,0,3,66,3252,713,62,8,4029,736,1406,302,4,2454,2518,1378,142,3,4038,711,389,8,0,1111,451,148,14,0,614,204,164,24,0,391,250,170,55,0,474,102,10,0,0,115,211,65,12,0,278,119,70,24,7,211,5293,3802,567,21,9687
LGA26430,48,113,4,0,160,20,36,6,0,56,18,24,0,0,44,0,0,0,0,3,14,16,0,0,29,8,8,0,0,13,5,8,0,0,17,8,6,0,0,17,4,6,0,0,9,132,208,9,3,348,159,70,0,8,239,38,13,0,0,55,76,29,0,0,105,16,3,0,0,21,11,8,0,0,24,8,0,0,0,7,10,0,0,0,10,41,12,0,0,45,4,4,0,0,5,367,132,3,12,516,208,178,4,8,397,57,48,4,0,108,95,46,0,0,147,15,3,0,0,22,22,28,0,0,54,15,13,0,0,23,17,6,0,0,26,50,15,0,5,63,9,3,0,0,15,494,338,10,16,865
LGA26490,174,315,50,7,544,151,161,10,0,324,92,136,0,0,233,11,14,0,0,26,53,63,9,0,130,21,42,7,0,72,19,16,0,0,30,25,35,0,0,64,9,8,5,0,25,546,802,90,4,1440,204,97,5,0,300,414,33,0,0,450,318,63,0,5,385,131,10,0,0,146,57,10,0,0,65,37,15,0,0,54,20,5,0,0,23,88,16,0,0,108,14,4,0,0,16,1284,254,5,11,1551,375,409,53,7,844,566,193,13,4,777,407,203,0,5,619,145,26,0,0,170,108,80,9,0,201,57,58,7,0,120,42,18,0,0,59,114,56,0,0,167,20,14,5,0,38,1826,1057,94,15,2990
LGA26610,79,241,78,5,407,20,41,19,0,89,26,70,0,0,97,8,0,0,0,12,16,52,8,0,79,5,23,0,0,32,10,9,4,0,24,16,21,6,0,43,0,11,3,0,14,187,471,118,8,785,127,122,5,5,257,45,9,4,5,59,107,38,0,0,147,41,9,0,0,60,9,15,0,0,27,17,6,0,0,25,13,9,0,0,16,42,16,0,7,59,17,4,0,0,19,425,224,14,16,670,206,367,86,7,663,69,50,22,5,146,137,106,0,0,244,49,13,0,0,68,26,67,12,0,103,27,33,0,0,59,19,16,4,0,44,56,37,6,7,102,15,10,3,3,28,608,693,127,25,1456
LGA26670,42,85,7,0,139,0,5,0,0,6,4,14,0,0,20,0,0,0,0,3,4,10,0,0,14,0,0,0,3,5,7,6,0,0,15,0,4,0,0,7,0,0,0,0,0,64,133,10,0,205,190,52,0,9,251,13,6,0,0,21,52,8,0,0,63,10,0,0,0,7,8,7,0,0,14,5,3,0,0,3,10,3,0,0,15,16,3,0,0,24,6,0,0,0,6,302,91,0,11,404,235,137,11,10,390,15,15,0,0,31,56,23,0,0,77,8,6,0,0,13,10,17,0,0,24,3,5,0,3,10,13,12,0,0,27,17,10,0,0,26,7,3,0,0,9,361,225,11,12,612
LGA26700,71,249,36,0,359,50,96,6,0,156,53,104,6,0,167,9,12,6,0,27,25,65,5,0,94,11,29,10,0,51,15,26,0,0,41,12,26,4,0,34,8,4,0,0,11,257,611,65,4,942,262,117,6,0,394,109,45,0,0,163,186,62,0,0,248,65,8,0,0,72,40,12,0,0,50,12,9,0,0,23,24,10,0,0,43,68,14,0,0,88,11,7,0,0,18,773,294,17,10,1088,337,371,42,7,754,163,147,4,0,320,239,167,6,5,410,71,19,4,0,94,60,78,9,0,149,24,33,10,0,70,48,33,0,0,79,79,38,7,3,122,17,11,0,0,29,1034,898,79,15,2030
LGA26730,32,200,54,0,279,40,124,18,0,187,49,119,3,0,165,5,9,0,0,23,16,73,5,0,95,14,39,8,0,64,12,22,0,0,36,12,24,0,0,36,11,13,4,0,19,184,624,90,0,902,72,89,10,0,170,203,61,27,0,294,219,67,5,0,287,125,16,0,3,140,34,15,0,0,48,31,15,0,0,40,27,8,0,0,37,71,17,0,0,91,8,4,3,0,16,790,287,47,8,1133,107,285,63,0,446,238,185,49,0,478,272,187,3,0,459,124,29,0,3,164,53,84,3,0,143,42,52,8,0,108,44,27,0,0,73,82,43,0,0,124,17,14,3,0,32,974,914,137,8,2030
LGA26810,88,283,50,3,421,35,83,21,0,137,38,91,7,0,129,5,15,0,0,24,18,63,11,0,89,17,37,7,0,57,23,19,4,0,49,20,21,0,0,45,7,5,4,0,15,252,612,98,4,971,397,295,3,8,703,144,37,3,0,182,262,118,0,5,376,129,11,0,0,145,43,33,0,0,81,46,17,0,0,59,45,15,0,0,58,107,31,0,0,134,13,5,0,4,26,1187,553,11,19,1767,480,576,55,15,1127,186,115,26,0,321,293,208,7,3,509,138,28,0,0,167,65,94,8,0,162,62,51,8,0,121,72,33,4,0,109,121,49,5,0,177,21,15,4,4,42,1438,1167,104,27,2737
LGA26890,37,57,5,4,101,3,0,0,0,10,0,8,0,0,7,0,0,0,0,0,0,9,0,0,9,0,6,0,0,6,0,8,0,0,9,6,0,0,0,6,0,0,4,0,3,40,89,8,3,139,135,172,0,4,312,11,3,0,0,17,20,16,0,0,34,3,0,0,0,3,0,9,0,0,9,3,4,0,0,6,7,3,0,0,9,12,11,0,0,20,0,0,0,0,0,198,212,0,4,416,168,233,5,11,410,12,9,0,0,20,24,24,0,0,44,3,0,0,0,3,3,9,0,0,18,3,9,0,0,12,3,12,0,0,14,9,11,0,0,22,0,0,4,0,8,237,300,8,9,550
LGA26980,442,1271,198,3,1916,707,800,60,0,1568,256,415,14,6,688,54,90,3,0,138,156,243,23,0,422,137,179,30,0,353,65,30,3,0,101,88,64,3,0,158,61,45,4,0,113,1960,3135,339,9,5451,241,130,7,0,380,1416,228,16,3,1661,624,129,0,5,758,399,38,0,0,437,203,20,5,0,227,141,12,0,0,160,212,11,0,0,218,238,39,0,0,282,85,9,0,0,98,3565,615,27,5,4223,686,1402,205,7,2296,2116,1030,74,3,3228,881,541,20,4,1445,446,126,4,0,579,358,263,31,0,651,280,200,30,0,504,280,37,3,0,322,325,104,0,0,434,141,58,4,5,205,5529,3754,370,19,9678
LGA27070,365,1258,277,3,1907,300,427,44,0,776,414,605,27,5,1057,44,48,6,0,99,149,303,30,0,493,93,182,28,0,304,313,131,6,3,452,126,143,11,4,282,51,61,7,0,120,1850,3167,445,18,5483,277,137,12,0,432,700,110,6,0,818,934,198,5,0,1143,358,29,0,3,389,218,41,0,0,255,127,28,6,0,161,591,10,0,0,604,359,38,0,0,408,81,13,5,0,96,3651,609,31,11,4300,646,1396,290,7,2336,995,536,49,0,1587,1351,813,37,4,2199,401,76,11,3,494,368,340,30,0,745,225,205,27,6,469,899,145,6,3,1057,483,187,9,5,688,130,71,9,0,210,5499,3772,473,29,9781
LGA27170,37,216,75,0,325,60,107,17,0,184,55,141,5,0,200,3,14,3,0,18,28,84,8,0,123,3,34,7,0,49,22,22,0,0,46,11,38,4,0,53,5,7,4,0,17,233,660,120,0,1018,70,67,3,0,145,159,32,3,0,193,253,87,0,3,342,89,14,3,0,107,39,19,0,0,57,21,8,0,0,25,44,8,0,0,52,88,19,0,0,113,23,3,0,0,28,780,261,10,7,1056,106,281,75,3,470,215,130,23,0,370,309,226,7,3,547,89,28,5,0,129,64,104,8,0,183,23,45,7,0,70,69,29,0,0,99,101,60,4,0,164,26,10,4,0,45,1010,920,136,6,2071
LGA27260,442,1164,253,0,1862,608,539,48,0,1191,371,528,10,0,912,92,90,11,0,195,260,287,43,0,585,126,185,26,0,340,490,216,14,0,728,150,165,12,0,324,70,68,8,4,143,2606,3237,421,11,6273,281,151,14,0,444,863,120,11,0,994,823,191,0,0,1014,690,32,0,0,728,194,37,0,0,227,162,23,4,0,191,860,18,6,6,887,391,75,0,0,463,93,17,3,6,109,4360,665,34,12,5066,723,1319,269,0,2309,1471,661,54,0,2187,1194,716,16,4,1922,784,124,16,0,917,447,330,43,0,820,290,214,31,0,528,1354,234,15,8,1611,536,236,8,0,789,157,82,6,3,253,6959,3905,456,20,11339
LGA27350,376,1614,579,5,2572,743,1210,141,0,2099,149,308,25,0,484,66,76,12,0,157,81,130,30,0,236,88,154,30,0,275,30,19,0,0,49,41,43,0,3,85,39,51,15,0,109,1614,3604,834,12,6067,260,195,23,0,473,2099,350,21,0,2473,498,114,4,4,621,366,25,3,0,397,111,15,0,0,124,107,18,0,0,136,111,0,0,0,111,176,20,0,0,195,66,6,0,0,77,3787,750,50,9,4597,633,1803,600,5,3046,2840,1561,163,0,4568,650,429,26,3,1102,432,105,15,0,555,186,144,25,0,355,198,173,30,0,404,137,21,0,0,164,214,62,0,3,284,109,62,17,3,189,5404,4354,885,18,10659
LGA27450,311,1005,150,4,1473,357,314,22,0,691,341,599,20,4,955,53,46,5,0,107,176,331,17,0,527,58,103,6,0,176,106,85,0,0,196,87,137,8,0,227,25,37,0,0,63,1514,2656,227,8,4406,421,237,13,0,671,1023,142,9,0,1181,1074,246,0,7,1326,455,31,0,0,492,213,50,0,3,267,96,20,0,0,122,131,12,0,0,145,339,61,0,3,402,64,16,0,3,80,3822,818,21,15,4676,730,1244,153,4,2137,1374,461,30,0,1868,1415,838,18,7,2278,511,79,5,0,593,388,383,17,3,790,154,131,6,0,294,243,95,3,0,341,422,192,3,3,626,86,52,0,3,140,5331,3471,245,31,9082
LGA27630,63,135,6,0,199,0,12,0,0,12,7,3,0,0,15,0,0,0,0,0,10,19,0,0,30,3,3,0,0,6,0,3,0,0,3,5,0,0,0,10,0,5,0,0,5,86,183,3,0,276,123,83,0,4,209,14,3,0,0,17,32,13,0,0,45,10,0,0,0,10,0,4,0,0,6,5,5,0,0,8,0,0,0,0,0,10,7,0,0,22,0,0,0,0,0,193,117,0,4,318,186,222,6,4,416,8,16,0,0,29,35,18,0,0,59,8,0,0,0,8,12,27,0,0,40,8,7,0,0,13,0,3,0,0,4,21,9,0,0,27,0,5,0,0,5,279,302,3,3,593
LGA29399,4,33,14,0,52,8,6,0,0,13,0,5,0,0,4,5,0,0,0,0,0,4,0,0,3,4,6,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,23,55,14,0,97,23,12,0,0,32,13,0,0,0,12,9,3,0,0,12,6,5,0,0,8,0,0,0,0,0,6,4,0,0,8,0,0,0,0,0,8,0,0,0,10,4,0,0,0,3,65,27,3,0,90,24,48,14,0,85,18,12,0,0,30,8,6,0,0,20,6,5,0,0,6,6,4,0,0,4,5,6,0,0,17,4,0,0,0,5,8,3,0,0,14,7,0,0,0,7,90,80,15,3,186
LGA29499,1154,1509,183,15,2866,968,427,31,0,1432,3650,3160,18,35,6858,253,77,6,3,340,304,225,12,5,546,189,81,0,3,275,1259,378,27,12,1677,1276,823,24,19,2139,209,122,7,10,346,9253,6798,314,98,16470,1633,340,12,30,2018,4193,199,7,17,4412,12911,1932,8,79,14924,2863,60,5,8,2939,799,44,0,0,846,462,21,4,0,488,3162,98,19,20,3301,7144,638,3,49,7837,511,44,0,7,567,33670,3375,56,218,37324,2786,1849,195,46,4880,5158,625,37,16,5839,16559,5087,21,117,21784,3112,140,9,8,3273,1103,270,15,5,1391,647,104,9,9,763,4416,481,47,34,4975,8415,1463,33,64,9975,720,169,12,12,912,42928,10181,377,318,53794
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
