POW_LGA_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
LGA26260,0,0,10,77,91,178,140,189,194,47,0,914,0,0,0,0,0,0,0,0,3,4,3,0,4,0,7,0,0,15,0,0,3,7,0,0,0,0,13,0,0,10,5,3,3,6,0,24,0,3,7,6,6,15,0,0,35,7,7,11,18,16,19,5,0,77,0,12,19,18,22,27,8,0,117,3,13,11,26,30,31,13,4,130,0,12,18,29,37,48,12,0,153,0,4,17,23,23,28,3,0,96,0,0,5,12,19,18,6,0,67,0,0,0,9,7,11,5,0,31,0,0,0,10,8,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,18,58,95,155,181,210,74,6,797,0,0,0,0,3,0,0,0,4,80,5,0,0,0,0,0,0,86,18,3,7,0,5,7,3,0,43,10,3,5,5,0,9,0,4
LGA26350,0,0,46,647,1745,2327,1197,896,655,208,23,7696,0,6,9,6,7,4,4,0,45,26,23,3,7,0,8,10,0,70,29,63,16,15,20,23,7,4,176,22,90,30,16,23,35,14,0,235,16,88,54,49,39,42,15,8,304,19,119,101,74,68,68,42,12,498,8,114,156,98,90,93,40,4,608,10,123,274,161,160,111,47,8,893,0,111,377,231,228,160,68,4,1181,0,25,287,192,176,142,49,5,873,0,11,153,129,146,138,46,3,636,0,5,65,79,96,60,24,0,322,0,0,55,96,103,82,32,3,371,0,0,15,23,36,20,5,0,89,0,0,11,24,56,40,19,3,160,0,3,7,13,14,4,6,0,52,140,780,1619,1205,1259,1017,424,58,6507,19,4,9,8,3,7,4,0,52,576,117,10,13,9,4,0,0,738,278,386,57,25,19,22,12,5,796,139,402,114,42,55,38,23,0
LGA26430,0,0,4,44,55,87,92,92,67,28,0,460,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,7,0,0,3,6,0,3,0,0,13,0,0,0,3,3,4,0,0,21,0,0,0,0,6,4,3,0,15,0,0,0,4,8,4,5,0,30,0,5,3,9,8,4,0,0,30,0,5,7,12,6,21,0,0,55,0,3,14,9,15,8,5,0,60,0,0,8,4,17,16,8,5,42,0,0,0,4,8,8,0,0,18,0,0,4,0,3,6,0,0,12,0,0,0,4,0,6,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,10,18,41,58,78,97,34,9,336,4,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0
LGA26490,0,0,20,251,383,370,249,257,203,33,5,1756,0,0,0,0,0,8,0,0,9,4,3,0,0,0,5,0,0,6,0,0,3,8,4,12,5,0,44,3,3,7,16,8,10,7,0,53,0,4,8,3,14,14,6,0,53,0,6,13,36,27,22,6,0,108,0,11,21,42,26,27,12,4,133,0,13,22,36,43,46,23,0,174,0,13,28,33,36,40,7,0,148,0,5,23,39,36,34,7,0,144,0,0,11,17,36,26,5,0,93,0,0,3,10,17,12,3,0,56,0,0,4,15,27,11,6,0,60,0,0,0,5,6,10,0,0,15,0,0,5,6,8,3,0,0,27,0,0,0,0,6,0,0,0,10,10,60,148,260,292,280,80,12,1143,9,0,0,0,0,0,0,0,14,188,4,0,0,0,0,0,0,201,65,15,5,7,3,10,0,0,111,25,23,3,11,11,14,8,0
LGA26610,0,0,6,74,121,229,178,213,210,31,4,1063,0,0,0,5,4,0,0,0,14,0,0,3,0,4,5,0,0,6,0,0,3,3,3,6,0,0,27,3,0,6,8,7,10,5,0,38,6,0,11,10,11,7,3,0,51,7,3,17,29,8,27,12,0,105,3,28,32,33,27,29,7,0,147,6,17,53,31,40,37,13,0,205,0,13,41,39,46,46,11,0,199,0,7,14,22,27,21,4,0,102,0,0,8,11,24,17,7,0,65,0,0,4,3,8,4,0,0,19,0,0,0,7,0,6,3,0,25,0,0,0,4,0,0,0,0,9,0,0,0,0,3,6,0,0,13,0,0,0,9,3,4,0,0,13,23,77,199,210,217,219,68,3,1027,3,3,0,0,0,0,3,0,13,86,0,0,0,0,5,0,3,89,50,6,3,3,0,0,0,0,73,18,11,13,5,0,3,5,0
LGA26670,0,0,0,17,19,40,46,42,67,9,0,247,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,10,0,0,3,4,0,14,4,0,20,0,0,0,0,4,10,3,0,18,0,8,6,9,8,8,0,0,36,0,0,9,8,12,15,0,4,40,0,0,3,9,9,0,0,0,19,0,0,0,4,3,3,0,0,13,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,19,33,49,51,11,7,183,3,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0
LGA26700,0,0,15,170,182,333,332,416,328,61,0,1830,0,0,5,0,5,0,0,0,9,8,0,5,3,0,0,0,0,21,0,0,6,3,0,3,0,0,16,4,4,8,4,3,7,3,0,31,7,0,13,15,12,13,5,3,62,6,11,13,24,23,34,19,0,127,4,9,24,25,60,49,17,0,189,5,24,38,44,61,70,12,7,254,5,13,45,54,95,81,26,0,314,0,6,19,52,55,45,9,0,190,0,0,7,17,33,27,4,0,88,0,0,3,13,13,13,4,0,48,0,0,0,10,15,14,5,0,54,0,0,0,8,3,4,0,0,9,0,0,3,7,5,4,0,0,12,0,0,0,0,0,0,0,0,3,41,73,187,262,382,369,109,3,1436,3,0,0,0,4,0,0,0,7,172,4,3,0,0,0,0,0,181,60,11,7,0,3,10,3,0,92,21,10,5,4,12,18,3,0
LGA26730,0,0,20,182,311,543,469,514,443,86,3,2560,0,0,0,4,3,0,0,0,9,5,0,0,5,0,3,0,0,22,4,0,9,6,3,8,3,0,36,5,5,15,6,12,14,0,0,63,14,12,24,24,23,30,5,0,139,18,15,19,47,43,31,14,0,183,3,22,45,63,69,55,20,0,279,6,35,57,77,105,93,19,0,388,4,31,74,51,137,104,14,0,407,0,7,35,40,49,57,16,0,208,0,4,16,32,45,27,10,0,140,0,0,6,14,22,4,0,0,58,0,3,6,27,29,15,5,0,84,0,0,0,0,6,0,0,0,9,0,0,0,3,9,9,0,0,19,0,3,0,3,5,6,0,0,9,62,145,317,400,562,459,115,8,2065,10,0,8,0,0,3,0,0,19,306,9,7,5,0,0,0,0,327,134,19,11,5,5,7,3,0,188,43,23,19,9,11,23,7,0
LGA26810,0,0,14,186,254,527,444,549,415,108,5,2496,0,0,4,0,3,9,0,0,14,3,0,0,0,8,8,3,0,18,3,4,7,6,0,13,4,0,36,4,0,7,3,4,18,5,0,52,4,4,16,9,20,18,5,0,84,6,16,24,31,35,48,14,3,165,5,23,35,37,48,55,15,3,213,4,32,44,59,61,59,16,0,270,0,19,52,62,77,72,23,0,312,0,8,12,42,47,56,13,0,180,0,0,27,24,37,37,6,0,131,0,0,8,12,21,16,3,0,73,0,4,10,18,20,25,0,0,73,0,0,0,0,3,0,6,0,8,0,0,5,6,7,3,0,0,22,0,0,3,4,8,0,0,0,18,32,101,265,322,388,425,115,12,1665,7,0,0,0,0,4,3,0,7,220,3,0,4,0,0,0,0,236,71,14,10,3,11,13,0,0,129,26,19,14,5,9,18,4,0
LGA26890,0,0,0,3,4,23,15,35,36,10,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,11,0,0,3,4,3,3,0,0,11,0,0,4,3,3,3,6,0,12,0,0,0,5,7,5,0,0,23,0,0,0,3,5,6,0,0,10,0,0,0,0,0,3,0,0,12,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,3,10,20,29,26,12,0,108,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
LGA26980,4,5,66,678,1229,1973,1656,1844,1439,279,28,9128,9,10,4,5,5,13,8,0,47,46,26,16,21,17,11,4,0,147,31,57,30,37,37,40,22,7,252,27,68,46,52,59,43,38,4,337,13,75,62,86,74,60,35,3,403,14,109,109,147,180,124,63,18,763,14,133,244,225,228,216,65,9,1124,12,204,403,301,337,287,85,10,1638,9,126,485,406,426,407,73,3,1929,0,46,293,290,336,304,65,6,1343,0,25,229,235,264,239,31,5,1038,0,8,119,144,193,127,22,5,614,0,4,126,196,219,128,36,5,710,0,0,9,38,51,20,7,0,129,0,0,4,26,48,25,8,0,114,0,6,9,12,18,27,4,0,75,173,893,2188,2227,2487,2067,561,66,10661,20,5,11,9,12,9,0,0,63,689,73,10,14,13,6,4,0,818,360,208,44,35,36,30,21,9,741,88,214,64,51,42,49,17,4
LGA27070,0,0,59,485,1040,1965,1921,1497,920,164,9,7996,3,0,8,15,20,4,0,0,54,48,16,6,17,13,3,4,0,106,24,37,29,39,29,23,9,0,195,20,39,46,67,51,46,19,4,285,22,36,72,85,73,61,21,3,374,13,69,99,162,142,128,53,6,676,17,113,197,210,216,169,33,5,958,13,168,357,290,310,238,50,0,1427,3,97,383,368,378,266,59,0,1559,0,27,211,251,263,203,21,0,976,0,8,99,163,183,137,27,0,631,0,3,67,86,86,71,14,0,326,0,4,42,122,124,68,11,0,383,0,0,0,20,28,12,6,0,64,0,0,9,20,30,9,8,0,70,0,0,12,12,17,25,0,3,74,170,626,1648,1923,1958,1460,345,34,8159,39,7,15,6,3,3,3,0,70,874,91,16,8,9,14,0,0,1007,573,248,55,46,30,27,4,0,991,167,194,98,64,61,36,13,4
LGA27170,0,0,24,247,421,642,536,495,352,71,3,2774,0,0,0,4,0,0,0,0,10,15,0,0,5,0,0,3,0,28,5,7,11,7,3,6,3,0,36,5,6,8,6,5,7,5,4,46,12,5,12,17,10,18,5,0,77,16,25,30,29,23,40,15,0,180,6,32,55,48,56,47,14,5,269,12,45,81,77,106,67,21,0,404,8,34,102,78,148,105,17,3,492,0,9,40,59,95,70,16,3,291,0,0,40,51,70,42,9,0,209,0,0,11,32,36,34,10,0,122,0,0,17,24,42,31,3,0,126,0,0,4,3,3,0,0,0,11,0,0,3,0,5,11,0,0,13,0,0,0,4,3,3,0,0,10,72,165,411,447,597,489,121,15,2312,10,0,0,0,0,0,0,0,11,238,3,0,0,3,0,0,0,247,126,13,8,4,7,0,3,0,170,33,23,11,8,10,11,3,0
LGA27260,3,0,80,538,1038,2373,2771,1751,924,146,10,9542,4,10,17,19,16,4,5,0,71,45,14,23,12,7,11,7,0,121,35,47,34,33,23,14,8,0,192,25,44,53,68,38,41,21,0,294,12,59,77,98,59,53,10,5,368,24,81,122,164,137,121,31,0,689,17,103,203,217,192,145,38,6,916,15,163,376,375,326,201,39,3,1502,3,109,470,549,425,268,41,3,1868,0,43,322,376,358,237,30,0,1371,0,13,205,277,282,164,29,0,969,0,5,87,163,147,91,12,0,502,0,3,77,170,156,81,18,0,497,0,0,8,32,23,19,4,0,79,0,0,4,27,31,11,8,0,85,0,3,18,18,19,24,0,0,88,186,697,2078,2595,2256,1477,309,19,9619,54,13,11,9,4,3,0,0,104,937,95,15,17,6,9,0,0,1083,610,222,72,67,27,33,5,0,1033,223,249,95,81,55,58,6,0
LGA27350,0,0,60,463,1678,2689,1350,955,655,153,23,7971,4,4,10,4,7,3,0,0,40,30,26,10,9,7,4,3,0,82,14,81,23,31,23,22,14,0,204,22,69,54,28,25,16,16,0,235,21,100,82,36,56,34,26,0,349,20,142,158,107,81,88,37,5,647,20,187,259,178,147,124,64,4,991,17,251,519,266,266,207,84,8,1601,14,249,863,476,387,267,117,5,2369,0,81,590,419,316,243,57,5,1709,0,31,322,300,236,181,51,4,1126,0,6,174,193,155,89,30,0,646,0,0,188,262,205,145,35,0,830,0,4,25,57,31,21,7,5,154,0,0,21,75,73,35,9,0,220,0,6,17,8,19,20,0,0,69,161,1230,3312,2449,2029,1512,542,44,11281,10,11,3,0,9,6,0,0,35,345,51,12,3,7,3,0,0,424,152,156,46,12,21,5,6,0,406,66,167,71,38,35,33,7,0
LGA27450,3,0,65,730,1001,1197,1036,1177,950,179,16,6285,0,3,11,9,9,10,7,0,42,29,9,4,9,15,15,3,0,87,18,9,27,32,22,36,14,3,153,9,21,38,52,45,43,24,0,236,6,17,36,58,54,72,28,9,274,14,30,69,117,99,97,40,11,478,5,38,79,122,126,113,50,6,548,3,42,120,135,197,164,44,3,716,0,40,144,148,243,218,56,3,847,0,21,83,88,197,136,31,0,551,0,4,52,87,113,85,16,4,366,0,3,21,33,67,46,16,0,184,0,0,12,66,62,54,11,0,212,0,0,0,18,11,15,0,0,46,0,0,6,11,22,14,5,3,65,0,4,6,8,13,19,4,0,61,84,247,707,998,1295,1138,354,39,4858,15,0,0,8,3,3,0,0,31,604,36,4,5,4,6,0,3,665,343,102,24,34,21,32,8,0,566,104,112,32,32,36,45,10,0
LGA27630,0,0,5,26,33,56,63,73,85,22,0,358,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,9,0,0,0,0,0,3,0,0,8,0,0,5,3,6,5,0,0,14,0,0,3,5,0,3,6,0,18,0,5,3,4,11,12,0,0,36,0,7,9,8,4,8,0,0,39,0,0,6,9,5,11,0,0,33,0,0,0,0,10,8,5,0,24,0,0,7,0,0,8,0,0,23,0,0,0,0,7,3,0,0,9,0,0,0,3,4,7,4,0,13,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,4,0,11,43,40,42,72,18,3,223,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,7,3,0,0,0,5,3,0,0
LGA29399,0,0,8,92,227,200,51,44,57,19,3,689,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,8,3,3,0,0,0,0,3,0,12,3,6,0,0,0,3,0,0,9,0,6,7,0,7,3,0,0,20,3,5,12,0,4,0,0,0,29,0,0,5,4,5,3,0,0,21,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,27,31,16,19,16,4,0,134,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,11,4,0,3,0,0,0,0,0,11,9,4,3,0,0,0,0,0
LGA29499,11,4,135,659,1873,2763,2277,2945,2722,778,74,14088,3,17,25,31,31,26,13,4,149,26,34,22,30,38,29,22,3,201,32,35,58,51,49,45,21,0,291,22,56,67,70,48,70,54,4,389,12,40,72,75,57,77,58,15,408,7,73,117,127,86,109,74,22,612,10,68,175,174,97,123,73,12,746,14,75,225,160,155,129,62,12,837,10,82,302,204,223,168,54,15,1054,0,29,181,165,135,139,52,0,700,0,7,127,150,136,90,29,5,541,0,3,61,103,70,50,8,0,291,0,3,74,108,109,63,15,4,370,0,0,14,26,19,9,3,0,78,0,0,8,46,44,21,3,0,126,0,6,21,9,23,17,6,3,86,139,523,1544,1532,1306,1182,549,108,6882,15,8,6,11,17,10,3,0,67,129,26,14,21,14,12,5,5,219,87,56,35,26,34,37,13,0,280,29,62,36,44,43,47,27,6
LGA29799,0,0,0,0,0,0,6,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
