POW_LGA_CODE_2021,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_or_LR_15_24,M_M1_Tram_or_LR_25_34,M_M1_Tram_or_LR_35_44,M_M1_Tram_or_LR_45_54,M_M1_Tram_or_LR_55_64,M_M1_Tram_or_LR_65_74,M_M1_Tram_or_LR_75ov,M_M1_Tram_or_LR_Tot,M_M1_Taxi_or_RSS_15_24,M_M1_Taxi_or_RSS_25_34,M_M1_Taxi_or_RSS_35_44,M_M1_Taxi_or_RSS_45_54,M_M1_Taxi_or_RSS_55_64,M_M1_Taxi_or_RSS_65_74,M_M1_Taxi_or_RSS_75ov,M_M1_Taxi_or_RSS_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_or_LR_15_24,M_M2_TrnTrm_or_LR_25_34,M_M2_TrnTrm_or_LR_35_44,M_M2_TrnTrm_or_LR_45_54,M_M2_TrnTrm_or_LR_55_64,M_M2_TrnTrm_or_LR_65_74,M_M2_TrnTrm_or_LR_75ov,M_M2_TrnTrm_or_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_or_LR_15_24,M_M2_BusTrm_or_LR_25_34,M_M2_BusTrm_or_LR_35_44,M_M2_BusTrm_or_LR_45_54,M_M2_BusTrm_or_LR_55_64,M_M2_BusTrm_or_LR_65_74,M_M2_BusTrm_or_LR_75ov,M_M2_BusTrm_or_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,63,71,91,74,30,6,393,14,0,0,0,0,0,0,13,0,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,5,4,7,4,0,21,72,70,76,100,89,33,6,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,692,696,805,770,264,42,3687,130,30,14,10,8,8,0,196,0,7,13,25,13,11,0,72,4,3,8,9,14,5,5,45,4,7,3,11,3,4,0,33,5,4,3,10,10,6,4,43,45,39,61,57,78,47,10,340,606,784,800,931,907,332,64,4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26260,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,285,500,441,503,478,179,31,2414,92,20,12,8,8,0,0,145,0,4,6,12,14,9,4,54,0,3,0,0,0,0,0,12,6,8,3,4,5,3,0,31,4,7,10,0,4,6,3,35,27,42,28,41,58,33,5,239,423,589,505,574,567,235,45,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26350,262,352,162,88,52,24,0,939,78,39,19,13,3,4,0,159,0,3,0,0,0,0,0,8,127,164,53,20,18,7,0,398,16,21,10,8,5,0,0,64,1415,3073,2459,1967,1436,577,114,11042,254,93,28,38,19,8,0,446,3,3,12,12,11,9,0,60,20,52,33,25,14,5,0,147,58,141,80,57,43,6,3,383,18,36,18,27,14,8,0,126,213,327,198,129,105,34,9,1021,2467,4308,3087,2390,1725,687,131,14792,66,44,27,10,3,6,0,155,0,0,0,0,0,0,0,0,61,59,21,7,5,0,0,156,11,41,37,14,7,8,3,115,14,8,3,0,0,0,0,23,11,15,12,3,3,0,0,44,160,163,92,41,29,13,3,508,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,21,5,0,0,0,0,0,0,8,10,3,0,0,0,0,0,15,3,4,0,0,0,0,0,5
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,230,213,242,262,131,22,1231,53,14,8,5,7,0,0,95,0,0,12,7,8,0,9,29,0,0,0,4,7,4,0,13,3,0,0,5,0,4,0,8,0,0,6,4,8,9,0,24,25,8,26,21,30,27,12,142,220,249,268,282,318,170,43,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26490,0,0,4,0,0,0,0,0,7,4,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,818,704,609,459,144,16,3248,142,16,9,14,6,0,0,190,5,4,14,17,15,7,0,56,4,0,0,0,7,4,0,10,22,7,5,11,12,0,0,59,5,0,0,8,11,0,0,32,40,42,23,23,39,24,10,208,723,898,768,683,548,186,34,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA26610,0,0,0,0,0,0,0,0,3,19,21,3,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,19,437,918,777,631,742,216,25,3750,151,99,65,45,13,3,0,379,0,5,11,4,12,3,0,38,8,7,0,0,5,0,0,16,9,11,11,8,9,0,0,52,0,3,3,4,10,5,0,33,47,40,41,38,67,29,10,275,656,1115,932,738,864,259,36,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,116,101,102,129,59,10,580,29,13,5,0,3,0,0,50,0,0,4,4,9,0,4,21,0,4,7,5,8,0,0,22,3,0,3,0,0,3,0,6,0,0,0,0,5,6,3,15,11,9,10,21,22,17,11,104,98,149,127,134,181,88,30,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,16,499,797,885,932,822,271,25,4225,208,43,29,15,16,7,0,318,3,5,7,11,21,8,4,64,0,6,0,8,10,3,0,30,31,12,13,26,25,15,0,120,5,6,10,7,10,0,3,40,30,51,30,40,63,31,13,260,784,927,981,1039,969,328,43,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26730,0,0,0,0,0,0,0,3,14,9,5,6,4,4,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,8,0,5,3,0,0,23,736,1272,1150,1185,936,281,27,5588,292,65,25,16,16,7,0,424,0,7,11,12,14,11,0,56,0,0,0,7,6,3,0,20,9,19,26,20,33,4,0,111,9,13,5,7,4,4,0,38,65,87,49,42,54,15,4,323,1131,1475,1279,1293,1077,324,30,6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26810,0,4,0,0,0,0,0,3,6,0,5,5,8,3,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,7,678,1304,1250,1174,1104,317,40,5867,248,51,38,19,26,9,0,390,0,12,19,29,30,12,0,103,8,8,15,12,15,9,0,63,41,20,21,18,13,5,0,117,9,17,27,27,22,3,3,105,126,114,77,62,71,39,10,498,1117,1532,1452,1341,1278,393,56,7177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,125,112,108,105,51,11,563,10,6,3,0,5,0,0,21,0,0,5,3,0,0,0,16,0,0,0,0,0,0,0,4,4,0,0,0,7,0,0,9,0,5,6,8,11,3,6,31,14,13,9,8,31,14,4,98,87,142,126,134,155,80,25,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,80,133,59,42,35,10,3,364,112,57,30,28,23,0,0,252,0,0,0,3,0,0,0,3,38,24,7,9,8,0,0,82,15,16,9,4,3,0,0,49,2197,4533,3971,3543,2888,854,110,18101,490,110,60,53,41,14,7,778,5,19,19,47,35,12,8,141,14,37,26,21,25,4,0,128,30,36,39,53,52,5,0,214,24,23,33,30,34,6,0,153,220,156,96,81,85,18,0,659,3232,5145,4367,3905,3223,931,124,20929,45,49,17,17,9,7,0,142,0,0,0,0,0,0,0,0,12,18,8,8,0,0,0,53,9,18,13,11,8,0,0,61,10,8,0,0,0,0,0,18,4,9,5,10,4,0,0,23,73,99,51,46,21,7,0,294,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,14,5,6,3,0,0,0,0,16,17,5,4,0,0,0,0,16,0,5,4,0,0,0,0,11
LGA27070,64,80,52,33,18,8,0,256,77,52,26,24,18,0,0,203,0,4,0,6,0,0,0,13,12,11,7,4,0,3,0,33,25,38,42,22,8,0,0,141,3002,6753,6130,5168,3913,970,96,26031,872,255,123,83,61,19,0,1413,19,85,118,115,86,24,6,451,18,29,19,21,8,7,0,99,12,36,40,41,29,0,0,159,15,56,49,40,20,8,0,188,83,44,39,22,36,20,3,248,4201,7445,6646,5572,4201,1054,111,29226,43,40,22,16,13,5,0,129,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,9,8,4,0,0,0,23,8,4,0,0,0,0,0,10,0,9,3,4,0,0,0,16,57,63,29,23,17,3,0,200,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,10,0,0,6,0,0,0,0,17,19,5,0,0,0,0,0,18,0,0,0,0,0,0,0,9
LGA27170,0,0,0,0,0,0,0,6,7,10,10,11,0,6,0,40,0,4,0,5,0,0,0,12,0,0,0,0,0,0,0,0,6,5,5,0,3,0,0,25,1066,1966,1842,1749,1401,346,48,8411,282,78,39,32,24,6,4,467,4,16,26,28,24,10,0,111,15,11,9,17,13,0,0,68,24,19,21,25,18,4,0,109,15,15,7,11,5,6,0,61,255,85,22,26,32,5,0,430,1686,2202,1976,1898,1526,384,54,9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA27260,46,63,47,28,10,4,0,196,114,43,21,17,6,3,0,194,4,5,0,0,0,0,0,9,4,0,0,0,0,0,0,4,58,62,50,16,13,0,0,197,3649,9159,8720,6681,4567,976,71,33817,1156,494,158,91,84,13,4,1994,33,152,187,127,92,17,0,603,34,64,32,34,21,0,0,188,77,36,42,27,26,3,0,216,36,65,84,57,34,12,0,289,137,52,58,34,49,19,5,353,5328,10182,9402,7110,4901,1057,80,38060,35,36,19,8,9,0,0,111,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,7,5,20,19,4,0,0,0,52,4,5,0,0,0,0,0,11,7,12,13,3,0,0,0,35,51,76,55,24,16,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,6,0,0,0,25,25,6,0,0,0,0,0,34,5,4,0,0,0,0,0,12
LGA27350,342,634,413,221,169,34,0,1820,46,65,37,25,10,3,0,190,0,5,3,0,0,0,0,9,250,360,138,64,46,12,0,870,32,60,18,11,8,0,0,128,1408,4434,3797,3006,2112,669,101,15528,172,121,58,38,33,18,3,438,4,14,15,22,25,7,0,98,26,98,58,44,33,0,0,256,198,594,361,214,100,30,3,1493,13,52,58,44,20,8,4,204,254,602,368,240,157,55,16,1697,2743,7045,5328,3926,2707,842,132,22719,42,55,53,21,16,0,0,195,0,0,0,0,0,0,0,0,81,123,70,38,22,6,0,342,50,116,95,41,23,5,0,325,11,7,3,4,3,0,0,34,5,30,17,15,6,0,0,76,196,337,236,116,74,18,3,975,0,0,0,0,0,0,0,0,28,31,14,3,10,3,0,95,4,3,0,3,0,0,0,10,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8
LGA27450,17,11,9,3,0,0,0,46,78,16,19,19,8,0,0,135,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,6,0,5,0,3,0,20,1909,3066,2718,2804,2365,669,78,13614,676,136,84,50,40,16,0,1003,23,51,73,103,97,31,4,380,7,14,4,11,18,3,0,68,21,15,8,13,15,3,0,77,7,17,11,20,17,4,0,76,122,68,53,87,98,66,15,505,2869,3404,2984,3112,2665,796,104,15931,10,7,3,4,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,4,0,14,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,14,8,12,5,10,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,0,0,0,0,0,17,0,0,0,0,0,0,0,3
LGA27630,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,190,171,156,216,56,18,896,25,15,0,0,0,0,0,42,0,0,0,7,6,4,0,16,0,0,3,0,3,0,0,5,3,0,0,0,5,0,0,15,0,3,3,4,5,5,4,25,16,18,8,12,34,16,6,120,141,219,184,184,270,88,28,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,0,0,29,26,6,0,0,0,0,64,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,46,40,40,33,25,0,221,13,8,4,7,3,0,0,37,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,10,20,13,0,0,124,174,187,47,25,47,17,0,494,293,297,109,96,101,48,6,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
LGA29499,116,227,142,80,61,10,4,648,34,55,31,24,18,9,4,163,3,16,4,3,0,0,0,24,19,51,20,14,11,3,0,114,10,52,82,43,28,20,0,234,8859,17126,14143,12695,9958,2898,329,66012,2096,792,376,300,187,53,10,3810,139,612,728,917,890,319,46,3656,38,106,42,31,30,3,0,251,72,102,65,40,21,5,0,302,69,174,220,223,207,86,22,990,125,81,49,47,103,61,24,493,11579,19378,15907,14419,11514,3465,438,76703,35,33,16,14,3,5,4,116,0,0,0,0,0,0,0,0,16,18,10,8,4,4,0,59,16,51,33,28,27,7,0,155,16,3,4,4,4,0,0,31,4,6,3,5,4,0,0,26,89,115,63,61,37,13,6,387,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,13,6,7,3,8,3,0,0,24,15,4,0,0,0,0,0,20,4,4,5,0,0,0,0,13
LGA29799,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,13,5,0,36,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,20,36,16,0,0,82,0,4,0,3,0,0,0,6,11,16,25,45,33,7,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
