POW_LGA_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
LGA24900,13,7,15,43,4,84,146,0,12,16,0,176,86,11,15,21,4,140,88,12,26,26,11,161,114,30,31,20,4,202,220,32,61,25,6,342,352,51,65,28,4,503,631,74,96,11,15,821,795,95,95,8,20,1012,549,58,57,17,8,695,395,58,49,4,10,522,274,52,38,0,3,368,388,84,47,8,3,529,43,35,12,3,0,99,55,55,17,0,5,133,49,15,16,9,12,100,4200,679,650,251,115,5890,16,5,12,44,7,80,204,4,4,14,5,231,193,4,19,19,8,245,203,19,25,13,8,270,278,14,28,20,4,343,484,37,54,20,6,598,708,37,51,14,3,813,686,37,43,13,9,785,625,46,48,6,8,736,378,22,26,11,7,443,304,24,16,4,0,357,180,19,9,4,0,208,214,21,16,4,0,259,32,13,5,0,0,51,19,16,9,0,0,48,49,4,10,4,0,68,4573,316
LGA24970,180,38,21,81,7,316,988,24,50,21,7,1084,1094,54,87,28,3,1268,1009,87,139,50,13,1298,1176,117,158,40,12,1498,1988,227,266,57,19,2554,2568,281,293,52,29,3215,4531,410,373,47,27,5389,6309,532,415,56,34,7356,5687,444,274,29,20,6452,5456,521,242,26,21,6275,4596,403,147,33,9,5184,9539,734,222,27,15,10536,2227,263,68,11,4,2579,3326,766,192,16,12,4313,456,58,42,11,43,613,51115,4964,2986,585,281,59933,187,22,15,101,8,335,1336,34,114,36,4,1527,1729,36,136,44,14,1953,1786,97,138,56,18,2101,2196,104,141,34,16,2486,3650,148,204,58,18,4074,4594,169,193,46,27,5024,6022,210,199,38,27,6492,7651,225,179,33,17,8108,6041,171,140,25,7,6380,5391,153,91,22,9,5668,3696,113,66,14,10,3893,5319,192,96,19,9,5627,985,79,45,0,4,1111,1213,201,62,19,9,1500,409,19,18,13,23,476,52202,1961
LGA25060,55,15,12,48,0,129,569,8,25,10,5,619,537,19,43,18,6,615,403,30,64,11,7,523,494,52,63,14,4,632,776,88,111,27,6,1015,983,134,137,12,8,1282,1513,204,183,26,11,1939,1857,275,226,25,18,2400,1531,228,138,15,8,1919,1423,278,155,22,11,1884,1022,239,108,10,8,1389,2047,424,181,9,10,2667,395,170,47,3,3,628,643,376,123,6,3,1149,161,27,16,0,23,226,14422,2564,1634,255,144,19015,88,11,9,64,6,176,907,4,43,21,5,973,1024,18,85,24,11,1154,996,32,90,17,3,1145,1102,42,94,22,10,1275,1652,63,141,24,13,1895,2072,89,157,29,9,2362,2383,108,131,21,10,2644,2315,124,159,18,6,2628,1759,96,107,6,3,1974,1440,106,95,12,5,1652,969,63,66,4,0,1112,1353,139,88,12,3,1593,210,52,48,3,0,317,215,130,67,10,3,414,171,16,16,6,17,219,18658,1084
LGA25150,16,3,8,32,0,64,158,4,5,0,0,175,114,0,11,10,0,138,93,11,30,13,0,145,123,19,27,14,4,184,175,37,45,21,7,282,249,44,47,9,8,364,411,75,68,12,9,571,500,103,77,8,8,703,390,67,55,17,10,536,332,94,39,5,3,475,218,50,29,8,4,305,365,67,23,7,9,468,68,24,7,0,0,95,61,62,26,3,0,156,43,14,7,4,0,64,3320,682,508,160,63,4733,17,6,4,20,3,45,240,0,18,9,0,267,251,13,27,15,0,305,223,9,32,22,0,290,236,18,37,12,4,308,436,23,51,18,4,527,565,40,49,17,10,670,598,45,38,9,3,693,495,32,37,10,3,577,342,30,20,11,0,402,256,32,19,0,3,316,159,6,10,6,0,175,236,27,9,0,0,273,34,8,7,0,0,49,34,15,7,5,0,63,40,4,5,3,5,56,4146,299
LGA25250,71,20,16,49,0,158,404,8,40,23,0,469,450,35,72,20,4,574,482,31,140,25,10,689,649,62,168,26,6,916,1096,125,278,34,14,1551,1362,198,307,37,19,1919,1939,248,367,35,24,2617,2251,359,377,31,21,3044,1623,298,270,18,10,2226,1412,350,197,10,10,1979,1099,240,148,3,3,1501,1660,437,236,3,7,2341,304,167,68,0,4,544,414,324,112,11,3,862,168,43,27,8,24,274,15388,2947,2823,332,166,21660,75,7,18,49,3,160,608,4,76,25,7,716,798,30,112,20,9,975,935,35,139,27,6,1139,1171,44,143,28,12,1394,1857,90,213,43,7,2212,2279,104,226,34,4,2644,2633,115,229,13,4,3002,2584,143,231,27,6,2986,1937,94,159,12,10,2215,1497,124,138,6,4,1770,938,84,84,3,4,1116,1183,123,118,14,3,1438,175,51,58,0,3,279,186,81,60,9,0,336,173,11,14,3,13,213,19018,1138
LGA25340,64,24,15,78,3,185,949,16,33,20,11,1025,634,22,67,31,17,769,510,45,110,30,10,715,650,59,121,29,25,889,1144,166,209,33,39,1588,1496,238,258,33,23,2050,2621,321,320,38,48,3341,3044,455,446,29,39,4010,2085,435,363,25,18,2932,1756,505,338,21,29,2644,1276,400,201,19,20,1913,2162,636,323,21,33,3175,357,210,64,5,7,647,511,526,167,31,9,1252,221,61,45,11,31,379,19476,4132,3074,465,368,27516,95,11,23,112,9,252,1323,19,73,41,9,1463,1209,32,164,53,19,1472,1278,73,177,50,14,1599,1695,69,195,47,22,2023,2820,147,279,58,31,3323,3341,169,282,51,29,3870,3763,218,293,42,31,4345,3371,245,286,43,29,3973,2117,234,181,25,19,2579,1595,212,169,19,17,2006,967,138,115,16,5,1243,1286,251,168,30,9,1739,158,81,44,4,0,293,196,182,72,24,4,474,220,20,17,18,31,299,25423,2104
LGA25430,12,0,8,8,0,27,96,0,8,7,0,110,61,3,10,3,3,85,61,7,40,7,5,115,94,9,41,3,0,155,141,19,60,9,3,231,251,26,51,8,10,346,467,31,78,8,5,589,521,42,83,4,10,658,306,37,41,7,10,394,297,33,40,8,4,382,194,26,29,3,3,258,277,40,53,4,7,385,39,12,4,0,0,57,46,43,20,0,3,107,30,4,8,3,6,46,2887,345,561,85,61,3940,3,4,6,10,0,24,116,4,16,11,3,147,111,0,28,9,4,144,138,12,40,16,0,209,177,12,48,11,4,252,309,17,85,6,3,411,421,22,59,8,6,520,432,19,58,9,5,521,422,28,59,4,5,512,266,11,26,3,0,309,199,17,21,9,0,242,132,7,18,5,0,156,135,20,28,4,0,178,20,6,5,0,0,26,20,12,13,0,0,45,25,4,3,0,0,36,2913,180
LGA25490,7,3,16,24,0,52,67,0,3,9,4,84,33,10,19,12,6,77,32,14,23,16,0,81,70,11,33,19,3,135,115,16,48,20,7,201,159,22,62,17,9,269,303,41,88,26,8,473,420,53,106,27,13,622,341,40,69,9,11,468,263,55,61,5,12,397,264,37,47,0,7,366,278,48,71,9,12,419,41,14,22,6,5,88,67,53,52,6,7,186,28,4,8,10,6,64,2492,421,743,223,102,3978,4,0,0,24,0,26,100,0,11,12,8,128,85,10,19,19,3,134,80,0,22,15,3,119,124,10,32,13,4,177,205,12,27,6,9,259,246,9,47,14,0,314,263,16,54,20,0,354,224,19,50,23,11,329,167,13,34,10,0,229,127,22,28,9,4,192,73,11,19,5,3,119,84,13,36,3,4,131,7,8,11,0,0,28,12,24,22,7,3,68,19,3,6,3,6,44,1830,173
LGA25620,12,0,8,20,0,40,57,3,4,10,0,78,24,4,23,11,4,59,40,7,14,0,3,73,64,11,18,11,0,102,99,16,35,13,3,166,128,30,37,8,6,206,207,35,50,7,0,308,260,39,60,12,5,382,175,39,35,8,8,256,148,48,35,0,5,236,98,20,21,3,0,142,133,33,27,6,0,207,16,10,6,0,0,37,29,23,21,3,5,74,23,4,16,5,4,44,1513,319,415,126,42,2411,7,0,0,20,0,29,92,6,10,7,0,118,80,0,22,12,0,116,102,7,12,8,0,130,116,9,29,10,3,167,207,15,30,16,7,271,260,18,23,4,4,310,263,17,29,9,6,322,247,20,31,8,3,309,138,9,16,5,4,162,107,18,10,3,0,141,50,17,8,0,0,80,76,18,3,3,0,103,8,8,3,0,0,16,10,12,4,0,3,29,24,3,6,3,0,43,1785,161
LGA25710,17,13,0,27,5,58,302,0,21,8,3,337,235,7,28,12,0,280,142,24,23,17,0,208,176,29,36,5,4,245,277,57,50,13,5,402,300,77,72,6,0,457,427,112,111,12,3,662,545,155,125,10,3,836,487,126,88,4,6,721,398,204,96,5,0,712,294,124,47,4,0,475,476,230,79,10,6,799,99,71,32,3,0,206,137,162,64,4,3,378,53,21,14,7,12,97,4380,1409,883,142,58,6869,29,4,11,22,0,66,458,6,41,13,0,523,393,20,63,19,0,495,346,17,68,20,5,451,412,28,89,9,8,547,671,48,92,15,7,831,715,63,103,5,5,892,799,73,95,15,3,984,732,78,113,13,0,929,516,70,83,7,0,671,416,67,59,7,7,550,261,36,45,5,5,351,389,79,51,9,3,524,51,31,16,6,0,101,56,53,32,0,0,142,65,7,11,4,3,84,6292,678
LGA25810,14,5,3,14,0,33,48,0,0,11,0,60,32,0,6,0,0,46,37,9,12,9,0,67,66,7,24,12,5,107,108,9,35,16,9,169,166,21,34,4,11,231,327,33,31,9,9,402,328,36,36,10,6,414,245,31,35,3,0,310,193,26,27,3,3,246,112,17,12,8,3,149,200,20,23,3,3,247,33,7,7,5,0,57,29,24,15,0,3,74,25,0,0,0,5,36,1961,230,306,103,55,2660,4,0,0,9,0,17,62,0,3,11,0,78,89,4,14,7,0,121,101,3,7,10,4,123,106,5,14,8,0,130,208,8,31,9,3,263,288,17,23,5,4,337,351,10,19,5,4,384,288,14,15,5,5,326,190,12,9,4,0,219,135,11,16,0,0,166,75,6,4,0,0,92,105,5,10,3,0,121,3,6,3,3,0,12,3,5,5,0,0,15,21,0,0,0,0,25,2031,114
LGA25900,99,30,25,33,5,193,359,17,25,8,5,413,469,24,64,8,4,555,553,33,74,28,10,693,751,64,120,23,9,965,1240,122,193,27,19,1599,1579,176,216,32,14,2012,2720,267,257,31,15,3293,4055,353,323,41,18,4790,3787,352,260,12,17,4430,3689,389,211,19,14,4323,2967,383,172,15,11,3541,6914,784,246,14,21,7977,1972,337,98,13,3,2430,3793,1290,237,34,16,5369,264,51,27,4,40,383,35196,4666,2547,341,210,42961,96,10,12,60,7,190,508,19,47,16,0,588,726,36,80,25,8,868,889,41,107,33,9,1079,1115,42,121,18,10,1313,1824,70,153,38,7,2089,2228,113,169,23,9,2542,3425,131,218,24,18,3817,4731,179,204,23,19,5153,4062,142,175,17,6,4402,3428,166,141,6,5,3748,2241,145,112,16,7,2516,3929,291,178,17,3,4415,791,130,63,7,0,998,1174,293,117,18,3,1601,198,18,8,10,22,252,31352,1819
LGA25990,5,0,3,16,0,23,12,0,3,8,4,27,15,0,7,10,0,35,12,0,7,8,0,38,22,12,11,10,3,62,35,12,16,11,3,67,54,17,13,5,0,94,103,22,19,6,0,154,104,21,30,4,4,164,93,10,16,4,3,130,93,17,20,3,6,138,69,4,4,0,0,79,104,17,11,4,4,139,11,3,3,0,0,24,8,6,11,0,0,28,8,6,0,4,6,14,751,139,190,106,31,1215,0,0,6,18,0,21,34,3,4,4,0,43,19,0,3,11,0,35,39,7,4,0,0,53,27,4,13,11,0,59,87,7,10,8,0,109,79,9,14,4,0,103,82,8,6,3,3,103,108,5,8,8,0,127,72,3,8,7,0,86,50,3,3,4,0,67,40,4,0,0,0,49,38,4,3,0,0,44,7,0,0,0,0,11,0,9,0,0,0,8,9,4,0,3,4,19,709,66
LGA26080,0,0,0,0,0,3,30,0,0,0,0,30,19,0,0,0,0,27,10,4,6,0,0,20,12,0,5,0,0,17,32,0,11,0,3,42,36,3,3,0,0,41,36,3,12,0,0,52,51,12,10,0,0,75,53,10,4,0,3,75,57,15,6,0,0,78,47,12,12,0,0,72,81,12,8,0,0,106,9,9,3,0,0,23,25,16,4,0,0,46,11,0,0,0,0,12,510,101,87,16,11,727,9,0,0,12,0,16,26,0,3,0,0,32,27,0,3,3,0,33,45,0,4,0,0,54,38,7,11,3,0,63,87,4,13,0,0,102,86,0,0,4,0,95,93,4,5,0,0,113,100,5,3,0,0,113,52,0,0,0,0,57,47,4,9,0,0,59,31,8,3,0,0,43,39,3,10,0,3,50,5,0,4,0,0,8,11,10,4,0,0,18,7,0,0,0,0,8,710,46
LGA26170,11,6,22,37,0,78,134,0,7,22,3,172,110,9,32,15,4,172,80,16,50,23,3,161,121,20,53,20,9,217,211,42,84,21,6,366,287,32,100,22,12,455,488,68,132,23,16,718,643,83,137,25,11,892,448,67,110,12,7,651,405,65,108,7,16,592,301,48,55,8,10,423,450,75,64,12,7,610,64,21,30,0,3,120,67,54,56,5,12,189,59,11,18,3,17,113,3880,626,1061,251,130,5954,19,4,8,44,0,84,243,4,21,19,4,289,203,12,46,22,9,283,209,6,50,28,11,309,313,20,58,24,6,426,472,24,73,18,11,600,561,26,78,23,9,702,615,45,72,22,11,760,555,29,59,16,9,668,353,38,48,6,9,452,274,35,32,9,5,357,184,18,30,9,0,237,207,24,35,10,4,281,35,10,8,5,0,59,32,12,32,6,8,80,60,4,12,7,12,93,4334,317
LGA26260,6,6,9,23,0,40,79,0,3,17,3,103,48,0,18,10,3,79,55,11,17,17,6,109,89,13,22,20,9,149,153,15,36,19,3,228,223,20,63,25,7,333,407,37,70,22,8,535,515,34,83,20,14,657,307,30,56,18,7,418,240,51,55,14,5,354,152,38,42,9,3,236,218,40,47,3,9,315,32,10,15,0,0,58,44,34,48,22,3,158,22,0,7,8,3,40,2578,331,604,223,87,3819,9,0,0,15,0,29,135,0,4,5,5,148,110,0,11,0,3,135,144,6,33,21,4,197,145,12,23,12,12,199,330,8,38,12,5,381,450,11,44,15,4,530,439,13,37,20,6,517,449,13,53,14,5,530,314,13,34,15,0,388,246,16,26,8,5,303,141,11,21,4,3,180,162,17,21,10,3,211,20,0,6,0,0,30,12,14,15,14,4,59,22,0,8,4,4,33,3121,144
LGA26350,56,29,17,61,3,168,563,17,20,13,0,617,611,6,36,13,3,676,630,33,39,20,3,741,757,58,73,10,3,896,1157,106,109,36,5,1421,1493,146,147,29,3,1820,1960,207,186,37,17,2399,2473,273,240,31,12,3030,2007,251,212,14,8,2486,1847,333,194,25,6,2410,1389,245,144,11,4,1802,2806,572,235,33,10,3654,650,292,79,3,6,1029,1390,1109,377,42,10,2921,204,48,20,16,21,297,19999,3734,2123,395,123,26375,138,21,15,57,0,231,1060,13,40,18,0,1134,1328,29,79,25,10,1467,1528,33,75,31,4,1682,1768,44,110,25,9,1959,2609,85,138,34,11,2874,2839,109,181,16,8,3149,3574,149,165,32,17,3936,4220,174,199,23,17,4634,3154,161,177,20,11,3522,2519,171,141,24,4,2859,1634,136,114,14,3,1901,2326,276,191,28,9,2827,458,132,68,20,5,679,645,372,196,35,11,1258,249,18,8,10,19,306,30032,1919
LGA26430,6,0,3,17,0,24,50,4,0,7,0,60,30,5,15,12,0,62,35,4,19,13,0,65,45,5,16,10,3,79,75,13,28,13,3,133,138,23,44,10,4,222,200,21,46,14,4,293,248,25,40,13,8,342,157,29,26,5,4,221,124,21,17,11,4,175,79,19,15,6,0,119,100,12,27,0,0,141,14,13,7,0,0,31,20,29,15,4,0,77,16,0,12,8,6,37,1333,226,324,153,40,2074,7,0,6,17,0,32,66,0,4,5,0,79,76,4,14,9,0,105,78,3,16,3,0,101,91,7,17,10,4,134,177,8,29,3,3,221,251,10,14,12,6,295,241,10,25,9,5,293,209,17,16,8,4,246,109,12,9,6,0,142,81,14,6,3,0,108,35,3,9,4,0,56,48,13,14,3,0,83,6,4,7,0,0,20,14,12,11,4,0,41,19,0,0,4,0,29,1504,122
LGA26490,14,0,9,15,0,40,218,0,5,10,0,239,135,9,13,8,0,167,128,5,26,17,3,185,124,20,36,6,4,185,225,39,58,11,5,342,323,40,58,13,6,435,419,65,80,17,0,588,506,97,111,10,7,732,377,101,90,13,4,587,331,135,97,8,3,582,226,105,69,5,3,408,340,149,85,12,0,587,80,62,25,5,0,171,112,132,43,12,0,299,31,14,14,4,10,70,3576,989,827,162,54,5611,18,3,12,27,0,57,314,0,23,14,3,361,267,4,40,15,0,324,277,13,50,15,0,350,315,14,52,25,5,408,556,25,66,22,3,677,616,39,78,19,4,751,673,39,87,7,7,817,556,51,78,15,0,695,415,52,55,11,4,529,278,59,67,11,0,410,154,34,29,7,0,220,210,49,49,12,0,319,28,18,14,3,0,64,41,42,32,5,0,125,47,8,4,0,0,61,4757,447
LGA26610,20,5,10,26,3,55,70,0,7,8,0,88,77,0,8,16,4,109,77,3,14,10,5,121,158,17,19,15,9,216,262,31,37,18,9,358,421,36,37,9,12,514,679,50,61,15,13,824,813,73,61,30,13,996,463,64,45,12,5,589,311,65,32,13,7,428,233,55,24,11,6,330,307,49,39,5,6,407,52,21,9,4,0,85,68,57,14,9,3,152,55,12,9,5,12,89,4066,537,416,211,110,5336,13,0,0,25,5,44,128,0,8,3,0,146,143,8,12,14,0,171,174,11,16,15,3,214,247,14,23,12,0,298,431,26,26,9,7,501,573,17,23,16,10,642,681,26,27,5,10,753,594,25,39,13,0,677,350,27,19,8,4,420,279,18,12,12,6,325,185,17,4,0,0,207,173,22,17,3,0,217,25,7,6,0,0,38,29,15,3,8,5,64,46,9,5,0,7,72,4067,243
LGA26670,0,0,0,8,0,13,29,0,0,4,0,31,15,0,8,10,0,35,13,5,13,4,0,36,16,3,12,4,0,45,32,12,21,11,0,75,60,6,31,4,5,112,90,15,32,5,3,150,119,17,25,8,3,170,92,17,22,6,3,141,45,11,19,5,4,91,27,7,20,0,3,59,57,15,21,0,4,98,11,3,6,0,0,19,10,4,13,3,0,29,11,4,3,4,5,20,626,137,265,84,30,1141,4,0,0,3,0,12,37,0,5,0,0,40,22,0,12,14,0,47,40,3,12,7,0,62,53,0,13,8,0,68,85,10,16,8,3,124,106,10,17,12,6,144,105,6,21,3,0,125,138,10,18,8,4,171,73,11,12,4,0,89,53,9,8,3,0,75,38,0,5,0,3,46,49,6,10,3,0,65,7,3,4,0,0,15,6,4,4,0,0,19,6,0,0,3,0,14,809,69
LGA26700,8,0,16,28,0,53,188,4,8,6,8,217,112,7,19,12,7,155,77,13,26,16,3,140,136,13,43,18,5,210,279,29,50,22,9,381,396,45,67,3,14,522,774,75,76,13,9,942,867,96,92,20,13,1083,533,61,62,10,3,665,433,66,70,0,9,580,304,50,31,5,0,384,450,80,46,9,5,589,53,31,20,3,0,107,79,51,40,4,0,174,56,6,9,9,5,83,4736,631,670,178,91,6298,17,0,9,29,0,55,275,0,12,17,8,318,197,3,24,15,8,250,221,12,31,17,3,288,294,17,33,20,8,363,579,31,50,23,8,701,747,38,47,12,9,858,932,27,52,14,6,1030,950,36,45,18,7,1053,679,32,25,3,5,742,499,26,24,9,6,556,341,26,15,4,0,388,397,29,22,0,0,450,49,14,8,0,0,67,53,18,16,0,0,92,43,5,5,3,0,57,6270,314
LGA26730,32,0,6,9,0,45,286,0,3,0,0,298,159,8,12,3,4,186,143,5,14,10,4,175,210,9,26,6,5,253,384,14,42,6,6,456,510,31,53,7,7,605,916,35,66,8,14,1043,1143,73,87,10,11,1325,797,79,72,8,8,961,588,76,61,5,6,722,405,53,43,6,5,510,616,104,64,3,5,792,94,39,19,0,5,148,129,81,61,4,3,274,68,7,11,4,3,94,6469,617,645,81,76,7891,32,5,7,10,3,56,366,0,15,8,6,393,357,5,23,3,5,403,338,6,31,10,7,393,531,9,36,13,7,594,889,11,56,9,8,974,1097,23,47,9,3,1186,1279,24,55,11,9,1380,1271,44,50,10,10,1381,870,16,38,5,9,933,625,36,28,0,4,698,409,22,21,0,4,456,434,35,28,4,0,508,47,12,12,0,0,72,55,25,26,0,0,108,66,5,4,3,3,82,8661,285
LGA26810,14,6,17,51,9,102,200,3,14,12,3,232,102,9,38,21,6,177,117,19,64,21,3,234,178,23,70,14,15,293,336,33,82,21,15,492,449,47,108,23,12,642,828,47,103,20,11,1012,974,92,129,12,20,1227,824,66,109,8,10,1021,824,57,83,5,13,987,524,56,70,4,5,661,941,81,70,0,6,1105,223,25,25,3,5,279,346,68,52,3,5,473,82,12,18,18,7,133,6965,651,1053,243,147,9052,21,6,14,43,3,88,343,0,32,18,5,396,305,10,47,21,12,399,290,12,47,25,13,380,488,20,70,21,7,606,792,44,88,31,10,961,976,34,94,15,7,1127,1021,30,69,17,20,1162,968,39,60,4,16,1092,628,23,57,9,3,726,561,20,32,10,3,627,346,21,25,4,3,398,407,31,38,7,4,486,31,4,13,0,0,50,55,25,15,3,0,109,63,3,10,10,6,99,7304,321
LGA26890,4,0,4,16,0,26,10,0,0,0,0,12,4,0,5,5,0,14,8,3,6,9,0,25,15,0,11,16,0,40,27,11,16,6,4,63,39,0,24,10,7,79,79,6,32,17,6,139,85,7,40,10,0,141,73,8,28,20,0,128,39,9,34,7,0,95,22,9,19,5,0,62,49,13,23,12,0,101,5,8,11,0,0,29,4,11,25,3,0,42,4,0,8,11,0,27,462,101,280,151,27,1018,0,0,0,8,0,8,13,0,0,4,0,22,14,0,6,4,0,26,26,0,5,4,0,39,21,0,12,6,0,38,52,0,3,8,0,68,68,0,17,0,0,89,72,0,19,15,3,107,63,4,12,3,0,85,38,6,14,6,0,64,31,3,13,10,0,50,17,7,9,10,0,39,34,5,13,3,0,54,5,0,4,0,0,10,3,3,7,0,0,22,4,0,0,7,5,15,458,35
LGA26980,108,26,23,79,0,235,901,21,50,20,0,994,828,35,77,27,4,968,757,74,104,32,13,973,807,113,139,31,12,1097,1314,160,179,46,12,1710,1680,262,205,33,12,2188,2746,322,257,42,22,3389,3442,409,279,35,15,4179,2798,316,228,18,12,3375,2682,375,190,12,15,3277,2302,270,115,13,0,2705,4708,551,220,18,3,5504,951,237,70,5,0,1267,1387,537,173,11,10,2114,253,43,22,9,32,362,27669,3750,2326,428,169,34350,111,20,20,66,3,214,1298,24,84,40,3,1452,1432,43,162,41,11,1689,1467,94,134,66,4,1765,1668,89,136,46,12,1939,2695,119,212,52,23,3099,3471,160,153,25,8,3819,4270,158,194,43,18,4683,5077,205,186,38,20,5528,3854,138,141,21,13,4161,3491,131,125,17,5,3776,2382,81,81,7,7,2557,3478,200,144,15,3,3845,508,87,36,4,3,643,601,149,73,10,4,844,251,21,14,7,17,307,36069,1710
LGA27070,100,29,26,55,13,222,782,6,34,12,0,840,754,31,69,32,3,890,621,53,133,31,5,846,850,86,171,30,14,1149,1349,193,260,37,18,1861,2167,262,307,41,35,2817,3824,439,364,34,47,4713,4819,584,402,35,32,5874,3573,474,272,33,19,4367,2833,470,235,16,16,3575,1991,384,123,17,12,2523,3200,547,187,13,13,3956,581,173,49,6,6,809,767,396,107,8,0,1284,314,60,33,12,55,460,28526,4189,2761,411,298,36183,158,5,20,63,7,255,1222,16,83,35,6,1366,1497,23,124,31,3,1685,1409,57,130,43,10,1652,1717,73,125,40,16,1971,2806,104,207,42,15,3173,3526,148,171,33,20,3899,4490,116,174,17,31,4839,4181,156,172,29,10,4541,2926,133,79,13,9,3154,2395,114,78,6,3,2599,1422,74,44,8,3,1546,1829,115,63,5,4,2017,224,52,15,6,0,298,270,93,32,0,0,392,287,21,13,7,24,358,30359,1292
