POW_LGA_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,130,147,207,186,49,8,832,28,10,0,0,5,4,0,43,0,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,25,0,4,0,0,0,0,0,5,3,0,4,3,20,12,0,42,147,143,164,224,220,66,12,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,3,0,0,0,0,0,10
LGA26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,1224,1310,1642,1446,439,46,6864,257,53,25,34,33,21,4,425,0,5,13,25,20,11,0,82,4,6,7,7,23,5,5,51,4,8,3,13,3,4,0,44,9,14,3,18,16,12,3,72,92,77,105,107,151,71,14,609,1126,1381,1470,1850,1683,557,82,8151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,9,19,14,4,8,8,0,63,11,19,15,4,8,6,0,69
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,563,902,918,1068,981,311,41,4778,191,40,24,29,20,9,0,317,0,4,6,12,15,13,4,59,0,3,3,0,0,4,0,15,6,8,9,10,5,3,0,40,4,3,11,5,9,6,3,44,61,80,62,78,113,56,14,465,832,1055,1034,1204,1147,400,59,5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,3,8,8,6,0,44,14,13,3,5,6,3,0,46
LGA26350,276,409,145,57,71,20,0,983,39,75,31,14,5,0,0,165,3414,6274,4794,4405,3171,1121,157,23348,716,326,158,126,142,54,3,1526,3,3,11,12,11,9,0,59,21,58,38,25,13,5,0,164,78,210,114,80,57,6,3,567,25,79,46,45,37,15,0,243,589,746,402,318,238,82,18,2392,5962,9170,6136,5303,3892,1371,192,32039,156,155,72,38,19,4,0,446,0,0,0,0,0,0,0,0,141,157,57,23,12,4,0,399,28,63,43,34,21,12,3,200,30,33,12,11,6,0,0,91,21,25,16,3,6,0,0,70,370,435,198,112,69,19,3,1210,0,0,0,0,0,0,0,0,20,14,6,3,4,0,0,56,5,3,3,3,0,0,0,15,35,14,3,7,0,0,0,48,5,7,0,0,0,0,0,14,61,35,20,10,7,0,0,137,86,94,49,35,29,4,0,294,523,567,257,152,101,24,3,1637
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,237,416,431,495,498,199,24,2303,89,35,12,10,19,3,4,176,0,0,12,7,3,6,7,32,0,0,0,4,7,4,0,13,7,3,3,7,9,4,0,26,0,3,9,0,9,8,0,36,47,29,41,40,60,35,13,262,378,486,515,567,598,258,55,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,5,0,7,4,0,21,3,6,3,4,8,4,0,28
LGA26490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1098,1440,1368,1219,970,242,26,6365,313,49,23,20,16,8,0,436,5,4,10,17,15,7,0,57,8,0,0,0,7,4,0,21,28,14,9,11,13,0,0,85,12,8,3,14,12,4,0,54,88,77,58,78,78,34,11,416,1564,1605,1483,1364,1116,297,40,7471,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,16,8,4,6,11,0,0,53,23,12,9,6,12,0,0,66
LGA26610,0,0,0,0,0,0,0,0,4,11,6,3,4,0,0,27,806,1600,1403,1249,1324,345,35,6756,282,221,124,98,46,14,0,796,0,5,11,9,12,3,0,39,9,7,0,6,9,0,0,22,13,17,17,13,10,3,0,71,0,6,12,7,14,7,0,48,80,86,75,77,127,51,11,508,1203,1976,1671,1464,1548,419,51,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,27,17,10,4,3,0,80,17,31,15,10,6,7,0,86
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,210,208,238,276,106,18,1159,44,20,6,10,7,0,0,90,0,0,4,4,9,0,4,21,0,4,3,5,8,0,0,28,3,5,3,4,0,7,0,13,0,0,0,4,3,11,3,22,26,23,31,40,46,24,15,196,178,256,256,301,353,146,38,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,4,20,0,4,4,3,5,0,4,20
LGA26700,0,0,0,0,0,0,0,0,9,10,7,3,6,0,0,34,993,1626,1774,2043,1711,445,33,8628,401,88,66,52,50,19,5,678,3,5,7,10,21,8,4,64,5,6,3,8,15,3,0,34,35,17,19,41,36,16,0,166,9,8,7,12,18,4,0,63,76,103,71,100,118,53,17,538,1544,1862,1965,2278,1977,544,63,10234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,10,22,18,5,10,10,3,0,76,31,16,8,9,13,3,0,82
LGA26730,5,0,0,0,0,0,0,5,8,13,10,6,6,0,0,41,1573,2499,2401,2634,2098,473,36,11711,617,153,70,66,71,26,0,1001,0,7,11,10,14,11,0,62,4,0,0,8,3,3,0,25,13,23,29,24,49,4,0,147,13,7,7,13,8,4,0,56,118,145,99,121,115,31,9,625,2373,2865,2637,2890,2384,555,40,13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,12,23,21,14,9,15,4,0,82,24,32,14,15,16,4,0,97
LGA26810,0,0,0,0,0,0,0,0,0,3,6,0,3,4,0,18,1289,2335,2351,2469,2141,552,59,11191,451,91,74,71,51,20,0,762,0,12,19,29,26,12,0,108,8,13,20,15,16,10,0,74,52,23,29,25,27,9,0,159,14,20,33,30,31,4,5,142,232,186,138,129,160,64,13,919,2072,2693,2670,2768,2467,676,77,13426,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,10,38,33,13,10,10,3,121,15,38,32,13,10,10,3,131
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,189,169,197,185,75,16,906,21,9,4,9,11,4,0,54,0,0,5,3,0,0,0,16,0,0,0,0,0,0,0,8,6,0,0,4,0,0,0,13,0,4,6,12,11,6,4,39,22,18,23,19,54,27,9,173,136,221,199,243,261,111,30,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,5,0,7,0,0,10
LGA26980,59,69,16,20,16,0,0,184,26,39,20,11,10,3,0,110,4143,8464,7794,7649,5983,1542,163,35733,1130,401,245,218,250,78,14,2336,5,15,23,46,38,16,8,154,17,41,29,18,22,4,0,138,34,54,48,70,59,12,0,275,36,42,64,54,56,19,0,267,439,441,236,222,191,50,4,1589,6326,10098,8696,8476,6758,1748,194,42289,100,106,43,39,35,7,0,332,0,0,0,0,0,0,0,0,28,44,21,13,0,0,0,104,18,35,24,15,13,3,0,109,22,15,0,0,0,0,0,39,9,10,11,8,7,0,0,42,166,209,91,82,61,9,4,621,0,0,0,0,0,0,0,0,6,18,8,5,3,0,0,41,10,21,10,3,3,0,0,48,35,12,5,0,4,0,0,60,9,3,7,0,0,0,0,24,60,61,23,14,7,0,0,166,89,80,47,46,41,10,0,317,314,348,163,143,108,23,4,1108
LGA27070,22,26,13,8,0,3,0,69,45,67,55,27,20,0,0,216,5416,11307,10447,9386,6630,1446,116,44742,1825,581,325,299,246,50,9,3336,19,84,122,115,86,24,6,451,14,39,25,24,8,7,0,112,18,44,52,49,32,0,0,201,36,73,77,66,36,17,0,302,184,132,122,86,91,35,4,656,7899,12683,11378,10164,7222,1595,139,51083,93,110,55,26,22,4,0,308,0,0,0,0,0,0,0,0,4,10,0,0,3,0,0,15,8,13,11,6,4,0,0,42,14,12,5,0,0,0,0,30,0,13,9,9,3,0,0,24,122,152,72,41,29,12,0,429,0,0,0,0,0,0,0,0,7,9,6,4,0,0,0,28,3,8,12,8,0,0,0,30,46,14,10,4,3,0,0,76,7,3,11,5,0,0,0,25,66,34,34,19,6,3,0,162,92,105,63,57,34,6,0,356,278,292,172,117,68,17,0,941
LGA27170,0,0,0,0,0,0,0,0,10,5,6,6,5,0,0,36,1882,3386,3316,3185,2487,557,58,14877,575,142,82,71,50,10,3,938,4,16,24,28,28,11,0,120,16,13,10,17,13,0,0,69,25,22,27,30,26,6,0,132,20,21,7,20,7,7,0,86,380,133,47,41,57,13,4,678,2937,3760,3555,3419,2675,610,72,17028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,5,0,0,0,0,0,0,10,6,0,0,0,0,0,0,4,10,5,0,0,3,0,0,23,41,30,14,16,14,3,0,123,54,37,21,18,16,3,0,146
LGA27260,4,4,0,0,0,0,0,10,119,134,82,27,20,4,0,383,6018,14245,14170,10996,7096,1339,89,53952,2423,1030,517,378,253,59,9,4661,33,154,185,133,95,15,0,611,37,70,41,35,27,0,0,208,92,53,58,38,30,3,0,273,50,112,130,82,52,13,0,440,278,168,189,109,112,36,10,902,9439,16289,15516,11859,7726,1480,111,62423,86,94,45,25,14,0,0,262,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,26,10,34,26,4,0,0,0,77,14,13,5,3,0,0,0,35,7,20,15,5,0,3,0,52,122,167,89,43,22,3,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,10,3,3,4,0,45,61,15,10,8,3,0,0,93,10,16,0,0,0,0,0,30,77,41,20,15,3,3,0,165,152,175,125,66,54,12,0,586,347,389,238,121,77,17,0,1193
LGA27350,612,923,323,174,130,36,5,2198,50,138,50,20,16,7,0,283,2742,8058,6477,5396,3703,1081,139,27589,467,409,218,186,166,73,10,1526,4,14,14,22,30,7,0,99,28,120,67,43,32,0,0,288,317,947,534,342,149,34,0,2321,26,97,108,75,44,15,5,371,632,1306,704,484,366,112,21,3633,5740,13579,9413,7263,5025,1467,186,42671,82,141,102,46,39,5,0,411,0,0,0,0,0,0,0,0,197,286,130,60,46,8,0,725,98,226,148,79,55,8,0,619,33,56,19,10,11,0,0,139,11,53,28,18,14,0,0,127,423,757,423,213,167,33,3,2018,0,0,0,0,0,0,0,0,47,76,28,20,19,7,0,194,8,9,4,10,0,0,0,33,11,3,0,7,0,0,0,14,6,5,0,0,0,0,0,13,72,88,31,30,23,5,0,255,135,204,90,63,51,7,0,557,625,1053,546,302,246,50,4,2832
LGA27450,5,0,0,0,0,0,0,5,11,11,5,5,3,3,0,34,3711,5285,5038,5616,4487,1122,100,25359,1375,261,164,143,111,33,5,2089,25,56,73,102,96,31,4,389,7,13,4,14,24,3,0,73,26,17,9,15,16,3,0,84,14,21,29,34,30,9,0,134,231,122,109,190,201,100,24,977,5555,5849,5492,6157,4988,1312,136,29489,15,31,14,12,10,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,8,0,0,4,0,13,7,0,0,0,0,0,0,7,0,0,3,0,0,0,0,5,31,41,20,17,8,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,23,7,0,0,0,0,0,41,0,3,0,0,0,0,0,6,28,13,4,5,3,0,0,51,60,45,39,31,28,8,0,210,122,95,61,47,37,12,3,376
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,323,291,311,385,100,25,1579,41,17,3,4,7,3,0,74,0,0,0,7,6,4,0,16,0,0,3,5,3,0,0,8,3,0,0,0,4,0,0,15,0,4,3,4,6,5,4,29,34,36,21,34,69,17,8,217,235,382,320,364,483,134,38,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,5,0,0,17,3,0,3,3,5,0,0,16
LGA29399,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,67,61,69,47,29,0,312,20,17,7,12,4,0,0,66,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,44,15,25,22,6,0,194,403,322,81,60,82,22,0,962,610,505,177,169,161,67,9,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,5,0,3,0,0,0,9,4,4,0,3,0,0,0,24,6,7,4,6,4,0,0,32
LGA29499,43,95,33,14,21,3,0,215,27,81,96,45,31,20,0,306,10944,20610,17525,16996,13539,3732,400,83744,2440,1026,580,553,404,116,17,5139,144,623,751,938,907,321,46,3725,39,111,49,34,36,5,0,269,95,132,83,56,34,8,0,413,92,223,273,260,260,100,21,1224,193,132,88,97,168,91,31,805,14265,23452,19706,19145,15511,4429,531,97034,65,58,38,24,8,3,4,204,0,0,0,0,0,0,0,0,25,29,16,13,4,3,0,88,19,66,41,31,33,7,0,200,27,14,4,6,0,0,0,55,9,13,11,5,4,0,0,35,143,188,109,75,49,15,6,584,0,0,0,0,0,0,0,0,8,11,4,3,3,0,0,29,3,9,3,8,3,0,0,26,24,4,3,0,0,0,0,39,4,7,5,0,0,0,0,18,45,34,13,12,4,3,0,113,243,329,221,165,121,46,5,1122,430,545,345,249,177,63,9,1827
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,13,5,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,38,24,0,0,86,0,4,0,3,3,0,0,12,11,15,29,46,40,7,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,14,0,0,6,4,5,0,0,14
