POW_LGA_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
LGA26260,0,0,4,0,0,0,0,0,0,5,53,192,97,60,118,100,30,38,9,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,3,7,4,0,4,0,0,7,0,24,0,3,4,4,10,6,0,0,0,34,0,6,8,10,17,22,4,4,0,66,4,6,5,0,17,26,6,21,0,82,0,0,0,0,4,11,7,25,3,49,0,0,0,0,5,5,4,21,0,35,0,3,0,0,0,5,0,12,0,25,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,18,32,28,23,58,82,27,90,4,357,0,9,0,0,0,0,3,0,3,14
LGA26350,10,12,4,0,5,5,4,3,10,52,1066,2990,1455,522,1237,775,186,341,99,8678,0,0,0,0,0,0,0,0,0,3,0,13,3,0,0,0,0,0,0,17,6,20,3,4,0,0,0,0,0,32,3,15,7,7,0,0,0,0,0,30,3,28,17,0,0,0,0,0,0,50,5,30,31,8,6,0,0,0,3,82,0,22,24,18,25,14,0,4,4,112,3,8,21,22,32,31,5,0,3,127,4,6,11,10,39,28,7,8,0,116,0,8,9,8,18,33,3,11,0,79,3,0,5,6,10,29,6,5,0,62,7,3,0,4,14,44,8,11,0,83,8,0,0,0,4,24,19,12,0,71,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,4,8,44,157,127,75,149,203,48,57,14,885,5,6,4,0,0,4,0,0,5,31
LGA26430,0,0,0,0,0,0,0,0,0,3,19,78,45,30,42,39,7,17,3,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,6,0,0,7,0,0,0,0,5,0,10,4,0,0,0,6,9,0,4,0,17,0,3,4,4,11,11,0,5,0,39,0,0,3,0,13,9,5,12,0,38,0,0,0,0,4,5,5,8,3,26,0,0,0,0,5,0,0,6,0,12,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,14,5,36,43,12,41,7,172,0,4,0,0,0,0,0,0,0,5
LGA26490,0,4,0,0,0,0,0,0,7,15,102,502,203,93,142,103,20,68,14,1248,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,11,0,7,3,0,0,0,0,0,0,17,0,5,4,0,4,3,0,0,0,20,3,5,4,10,5,6,0,0,4,31,0,6,0,4,14,22,3,0,0,55,0,0,5,0,5,19,3,14,0,57,0,0,0,0,3,14,0,12,0,34,0,4,0,0,4,0,5,9,0,20,0,0,0,0,5,3,0,10,0,18,0,0,0,0,8,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,9,14,53,22,19,50,72,19,60,10,313,3,5,0,0,0,3,0,0,0,14
LGA26610,0,0,0,0,0,0,0,0,0,13,55,233,131,69,136,120,36,46,12,833,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,10,0,7,4,0,0,0,0,0,0,15,0,6,8,0,8,0,0,9,0,34,3,12,6,6,27,15,0,0,0,74,4,8,14,8,41,41,7,13,0,145,3,5,7,3,29,50,20,31,4,159,4,0,0,0,13,17,19,24,4,80,0,3,0,0,3,14,3,12,0,45,0,0,0,0,0,4,3,21,0,29,4,0,0,0,3,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,3,5,6,14,63,53,21,129,143,63,126,18,649,3,5,0,0,4,0,0,0,0,13
LGA26670,0,0,0,0,0,0,0,3,0,6,5,44,16,9,26,10,5,7,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,12,0,6,7,0,10,0,0,3,0,19,4,0,0,0,13,9,0,4,0,29,0,0,0,0,5,6,0,10,0,24,0,0,0,0,3,0,0,4,0,10,0,0,0,0,0,5,0,5,0,7,4,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,3,31,23,4,27,3,118,0,0,0,0,0,0,0,0,0,5
LGA26700,0,0,0,0,4,5,0,0,0,15,97,382,199,89,194,132,36,62,13,1211,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,10,3,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,14,0,7,7,0,4,0,0,0,0,22,0,12,17,3,8,0,0,0,0,38,6,8,13,5,37,16,0,3,4,91,5,7,20,17,91,38,5,10,3,194,3,0,7,12,62,50,16,28,4,181,0,0,5,4,25,28,8,19,6,92,0,0,0,0,11,10,8,19,5,54,0,0,3,0,3,3,0,21,0,31,0,0,0,0,0,9,6,15,0,30,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,30,59,75,45,237,165,40,126,18,798,3,7,0,0,0,0,0,0,0,13
LGA26730,0,0,4,0,4,0,0,0,0,11,129,731,318,151,309,194,49,89,34,2000,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,19,0,8,4,0,0,0,0,0,0,13,0,12,6,3,0,0,0,0,0,23,0,17,5,7,6,6,0,3,0,47,4,20,11,6,24,14,3,4,0,94,9,0,12,6,48,47,10,13,0,144,5,3,16,8,47,55,18,17,0,169,3,0,0,0,17,51,12,27,3,119,4,0,0,0,9,16,19,39,7,86,0,4,0,0,3,5,0,21,5,45,0,0,0,0,4,8,4,19,0,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,3,16,31,83,69,44,164,204,67,158,21,836,0,7,9,0,0,0,0,0,0,17
LGA26810,0,4,0,6,0,0,0,0,4,18,98,505,254,134,201,146,34,62,10,1441,0,3,0,0,0,0,0,4,0,9,0,3,3,0,0,0,0,0,0,12,0,3,4,0,0,3,0,0,0,11,0,3,6,0,0,0,0,0,0,11,0,15,3,0,0,7,0,0,0,27,0,8,9,6,4,6,0,4,0,44,4,11,24,7,21,21,0,8,0,91,3,7,13,19,49,53,12,15,4,173,5,9,12,9,53,63,23,37,3,201,8,0,4,0,22,40,28,50,0,157,5,4,0,0,14,37,6,42,0,113,0,0,0,0,7,14,10,25,0,59,3,0,0,3,5,16,3,40,0,73,0,0,0,0,3,0,0,5,0,22,3,0,0,0,0,3,0,19,0,28,5,6,0,0,0,4,0,0,0,8,46,82,71,41,182,264,90,255,16,1049,0,5,0,0,0,4,0,6,0,21
LGA26890,0,0,0,0,0,0,0,0,0,0,4,13,14,5,5,8,0,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,5,5,7,0,16,0,0,3,0,4,7,6,8,0,30,0,0,0,0,0,4,0,7,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,10,35,12,29,0,103,0,0,0,0,0,0,0,0,0,0
LGA26980,4,8,6,3,8,0,0,0,12,44,429,2346,1085,407,957,775,152,238,66,6459,0,0,0,0,0,3,0,0,3,16,5,39,3,6,0,0,0,0,0,58,6,54,8,0,0,5,0,0,0,77,8,58,25,7,5,3,0,3,0,96,4,54,45,6,7,4,0,0,0,121,10,49,73,24,16,9,0,3,0,176,9,28,68,30,79,55,5,6,4,285,15,28,59,55,150,142,11,18,9,483,13,18,30,34,119,106,23,15,0,365,10,15,8,13,41,39,15,23,8,164,4,4,6,6,22,28,11,16,0,92,0,3,4,0,12,12,3,12,0,58,13,0,0,3,9,23,3,34,0,80,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,5,0,10,0,6,0,0,5,0,0,0,8,20,102,342,337,178,466,439,80,139,35,2116,13,17,5,0,0,6,0,0,7,45
LGA27070,3,19,7,0,6,12,0,5,16,73,537,2867,1353,542,1172,823,194,322,90,7898,5,7,5,0,5,6,0,0,3,31,3,30,3,0,0,0,0,0,0,46,12,66,14,3,3,0,0,0,0,97,12,80,51,4,3,3,3,3,6,167,12,70,81,13,0,14,3,8,3,209,19,81,141,42,29,30,6,17,8,370,18,69,135,88,208,113,16,27,14,704,31,57,111,83,469,310,49,69,16,1193,24,49,73,64,420,437,126,124,20,1327,16,10,22,28,163,285,105,139,8,782,25,9,11,9,88,204,62,132,17,557,8,4,4,9,32,65,35,94,3,250,12,0,0,3,16,62,26,88,3,228,3,0,0,4,4,11,7,22,0,48,0,0,8,0,3,5,5,15,0,32,0,4,0,3,6,5,5,5,14,47,197,539,662,357,1465,1566,453,740,119,6090,9,17,7,0,8,8,0,0,6,50
LGA27170,6,5,3,0,4,0,0,4,0,18,119,552,285,159,272,193,60,100,24,1769,4,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,10,0,6,4,0,0,0,0,0,0,10,3,12,0,0,0,5,0,0,0,23,0,14,13,0,3,5,0,0,0,31,7,14,17,5,4,3,0,0,0,50,8,15,26,13,21,16,3,7,5,122,16,16,29,39,94,95,12,30,6,336,8,17,19,48,134,157,47,61,9,508,16,4,15,27,73,103,37,82,8,355,8,0,0,7,22,71,34,93,0,239,10,0,0,5,31,34,16,87,3,184,0,0,6,8,8,25,17,77,0,145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,11,0,4,0,0,0,3,0,4,3,15,88,121,128,144,394,512,170,455,36,2057,8,6,0,0,0,5,0,0,4,15
LGA27260,9,13,9,7,7,13,0,3,20,76,612,3024,1461,581,1232,892,209,400,105,8507,11,9,13,3,4,0,0,7,4,59,4,29,10,0,0,0,0,0,3,62,13,90,21,15,0,3,0,0,9,159,25,106,58,20,11,11,0,3,10,248,15,119,119,35,28,29,3,4,5,362,34,163,257,78,71,55,11,11,23,693,43,173,308,189,428,192,28,33,27,1425,89,206,355,320,1239,725,126,101,47,3210,107,142,246,240,1180,1026,271,305,57,3582,49,70,97,125,549,638,248,346,36,2165,41,25,42,48,252,401,183,379,16,1391,31,18,20,12,102,178,88,272,5,725,17,9,12,8,59,114,85,274,6,581,0,0,3,0,11,9,3,25,0,58,0,0,4,0,10,14,4,30,6,67,6,3,12,4,31,27,4,11,45,135,488,1172,1575,1108,3979,3426,1058,1818,308,14929,19,38,4,0,9,6,0,0,6,83
LGA27350,0,5,7,0,15,0,9,4,13,46,483,1727,998,474,1385,1228,300,455,83,7131,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,22,8,38,8,0,0,0,0,0,0,55,7,37,14,0,4,4,0,0,0,65,7,43,39,0,5,3,0,0,4,97,8,60,76,27,9,10,0,0,0,188,12,35,74,63,51,28,3,4,0,275,9,25,56,41,105,60,11,13,11,318,13,13,26,33,130,108,24,9,9,362,5,9,10,11,41,77,27,13,0,197,3,4,4,3,13,32,22,14,0,92,6,0,0,5,13,17,12,14,0,66,4,0,0,3,15,21,4,18,0,73,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,3,0,0,9,14,83,279,300,183,382,372,103,104,45,1856,3,12,0,0,0,0,0,0,0,22
LGA27450,0,13,11,4,3,6,0,0,9,50,323,1779,794,355,510,373,98,137,45,4405,0,3,0,0,0,0,0,0,0,5,4,21,0,0,0,0,0,0,0,29,6,37,5,0,0,0,0,0,0,55,7,31,11,0,6,0,0,3,0,52,0,22,24,3,0,8,0,3,4,59,9,37,35,21,14,8,0,5,3,131,4,28,46,25,88,38,14,10,0,259,18,24,34,30,193,106,25,33,0,461,22,7,18,23,155,143,31,57,5,459,10,8,8,8,93,109,38,76,3,358,7,0,4,3,32,45,34,74,0,208,6,4,0,0,11,17,17,36,0,96,10,3,0,0,11,25,14,39,0,96,0,4,0,0,3,8,3,0,0,21,0,0,0,0,0,0,6,6,0,14,0,0,4,0,8,4,0,4,9,28,91,230,193,113,618,509,181,351,27,2324,11,20,4,0,0,3,0,3,5,47
LGA27630,0,0,0,0,0,0,0,0,0,0,15,39,26,20,23,29,9,8,9,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,3,3,0,0,0,22,3,0,0,3,7,9,0,3,0,35,0,0,0,0,3,15,0,3,0,32,0,0,0,3,0,12,4,4,0,27,0,0,0,0,0,5,0,5,0,11,0,0,0,0,0,6,0,10,0,15,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,13,14,14,12,26,52,8,37,0,168,0,5,0,0,0,0,0,0,0,6
LGA29399,0,0,0,0,0,0,0,0,0,0,8,69,64,30,18,21,3,10,5,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,7,0,4,4,0,4,0,12,0,3,0,0,0,4,0,0,0,7,0,0,7,3,4,8,0,0,0,27,4,16,11,5,11,0,0,0,0,58,3,12,21,11,16,5,3,4,0,84,6,4,8,9,15,3,5,4,0,49,0,3,3,0,4,0,0,0,0,17,0,0,8,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,70,34,56,25,18,18,0,284,0,0,0,0,0,0,0,0,0,0
LGA29499,4,7,7,3,5,11,0,7,16,64,552,1194,679,316,684,757,141,271,102,4695,18,26,10,5,6,13,0,5,7,87,18,91,16,0,0,3,0,0,0,143,48,171,57,16,0,10,3,8,9,315,51,171,111,29,17,30,3,23,7,443,43,207,146,56,32,33,8,28,12,567,72,229,284,112,87,105,23,57,22,986,84,195,268,148,148,160,38,106,31,1183,93,166,239,146,247,293,77,156,32,1464,77,106,141,132,241,425,127,325,49,1634,43,52,63,59,133,275,107,266,24,1021,26,28,39,41,91,203,93,251,16,790,22,10,21,16,41,131,57,205,9,522,35,22,30,26,45,131,65,283,9,641,6,3,3,4,7,24,13,67,0,133,9,6,4,3,5,21,6,63,3,118,11,11,14,8,12,23,11,28,28,138,655,1504,1442,811,1119,1886,638,1860,258,10174,54,70,33,10,6,18,4,14,7,214
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,28,0,0,0,0,0,0,0,0,0,0
