POW_LGA_CODE_2021,Lab_3500mo_A_35_44,Lab_3500mo_A_45_54,Lab_3500mo_A_55_64,Lab_3500mo_A_65_74,Lab_3500mo_A_75ov,Lab_3500mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000_3499_A_15_19,OIDNS_3000_3499_A_20_24,OIDNS_3000_3499_A_25_34,OIDNS_3000_3499_A_35_44,OIDNS_3000_3499_A_45_54,OIDNS_3000_3499_A_55_64,OIDNS_3000_3499_A_65_74,OIDNS_3000_3499_A_75ov,OIDNS_3000_3499_T,OIDNS_3500mo_A_15_19,OIDNS_3500mo_A_20_24,OIDNS_3500mo_A_25_34,OIDNS_3500mo_A_35_44,OIDNS_3500mo_A_45_54,OIDNS_3500mo_A_55_64,OIDNS_3500mo_A_65_74,OIDNS_3500mo_A_75ov,OIDNS_3500mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54
LGA26260,0,0,3,0,0,5,3,0,0,0,0,0,0,0,10,120,108,151,114,149,183,60,11,904,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,12,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,0,0,8,0,0,0,4,6,0,0,0,17,0,0,5,0,5,0,0,0,10,0,0,3,0,0,4,0,0,10,0,0,5,0,0,0,0,0,9,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,14,6,23,15,20,24,14,18,122,10,0,11,8,11,12,14,3,70,181,8,4,5,10,17,16,5,249,58,13,27,23,17
LGA26350,0,7,5,4,0,19,8,0,5,0,3,0,3,0,18,519,661,832,423,425,377,176,20,3423,0,5,7,8,6,11,5,0,41,8,4,0,7,4,0,0,0,23,3,10,0,0,3,7,0,0,35,5,9,11,6,5,4,0,0,35,7,5,4,9,0,0,0,0,31,4,17,16,4,5,5,0,0,52,6,16,16,12,9,3,3,0,67,0,19,39,21,11,10,6,0,108,0,12,45,26,8,8,10,0,113,0,8,20,18,17,5,0,0,70,0,3,18,20,8,6,4,4,65,0,0,17,11,13,3,3,0,50,0,0,15,18,16,6,9,5,75,0,0,6,11,8,3,5,0,32,0,0,15,25,30,29,20,7,121,3,24,39,29,26,10,7,8,152,27,132,286,228,182,122,58,29,1065,44,48,66,68,78,51,34,8,397,1202,295,68,67,48,34,31,10,1752,637,830,231,139,132
LGA26430,0,0,0,0,0,0,0,0,3,0,0,6,0,0,8,86,68,112,105,102,147,64,15,711,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,4,0,0,0,6,0,4,0,0,15,0,0,0,7,0,0,0,3,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,6,0,0,0,4,9,8,15,12,15,11,15,15,8,99,9,0,3,7,15,10,12,3,55,88,7,6,8,3,10,12,0,133,40,9,20,13,17
LGA26490,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,238,166,200,159,170,178,75,15,1206,0,0,0,0,4,0,0,0,10,9,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,4,0,0,3,0,13,0,5,0,0,4,8,0,0,19,0,0,0,3,0,9,0,0,19,0,0,0,0,0,5,0,0,8,0,0,3,4,0,0,0,0,11,0,0,4,5,0,0,0,0,8,0,0,0,4,4,3,0,0,13,0,0,0,0,0,4,0,0,4,0,0,0,3,6,0,0,0,12,0,0,7,4,5,0,0,0,12,5,8,24,36,34,28,13,3,161,20,0,10,18,20,24,7,0,100,483,27,17,24,13,20,12,5,598,188,78,26,55,33
LGA26610,0,3,4,0,0,12,6,0,0,4,4,4,0,0,27,117,164,473,358,270,286,76,12,1758,0,0,3,4,4,0,0,0,12,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,12,0,0,8,15,10,3,0,0,31,0,4,7,5,0,0,0,3,20,0,0,10,9,3,3,0,0,27,0,0,14,14,3,0,3,0,32,0,3,12,8,0,0,3,3,30,0,0,0,11,0,0,4,0,14,0,0,5,3,3,0,0,0,12,0,0,0,3,4,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,6,9,7,5,37,14,11,65,67,29,29,24,12,258,15,8,15,23,19,23,12,0,104,166,7,8,13,11,15,0,4,228,110,22,28,39,31
LGA26670,0,0,0,4,0,8,0,0,0,0,0,0,0,0,5,32,28,64,36,55,65,26,3,315,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,8,0,0,4,0,0,0,4,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,3,10,9,6,46,3,3,0,0,3,10,4,0,32,56,5,0,3,3,3,4,0,69,17,4,10,4,16
LGA26700,0,3,0,0,0,14,6,0,4,0,0,4,0,0,16,312,144,198,222,274,288,101,14,1551,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,6,0,3,0,4,0,16,0,0,3,8,5,0,0,0,12,3,3,0,6,6,3,0,0,19,0,9,4,4,3,0,0,0,20,0,3,7,3,8,0,3,0,30,0,0,0,4,8,5,0,0,20,0,0,0,4,5,9,0,0,9,0,0,0,5,4,5,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,7,0,3,3,0,0,28,28,15,36,31,49,31,14,3,213,22,4,12,7,22,20,16,5,112,436,3,17,12,15,23,17,3,536,159,41,29,27,39
LGA26730,0,6,0,0,0,10,0,3,11,0,7,6,3,0,31,319,226,434,323,313,326,108,14,2048,0,0,4,7,0,0,0,0,13,8,0,0,0,0,0,0,0,13,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,10,3,0,8,0,4,3,0,0,15,3,3,4,0,5,0,3,0,21,0,3,3,7,3,0,3,0,23,0,5,15,3,0,10,5,4,38,0,3,9,10,5,6,3,0,40,0,0,0,6,9,0,0,0,16,0,0,4,3,4,0,0,0,13,0,0,3,0,7,3,0,0,12,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,7,0,9,11,0,5,0,0,0,29,28,31,61,42,52,38,19,4,271,18,7,25,20,17,14,7,0,106,575,29,17,18,16,26,13,3,691,284,57,58,58,41
LGA26810,5,5,0,0,0,10,3,4,3,4,6,3,3,0,28,245,214,363,367,369,390,120,20,2083,0,0,0,3,3,4,3,5,26,8,0,0,0,0,0,0,0,8,5,0,3,0,0,0,0,0,9,0,0,4,5,3,5,0,5,17,0,6,6,3,0,0,5,4,18,0,4,3,0,3,10,0,0,32,0,0,6,8,3,8,6,4,32,0,3,11,3,0,10,4,4,36,0,0,7,3,10,9,0,0,37,0,5,11,4,8,10,6,0,31,0,0,4,12,3,3,0,0,18,0,0,7,9,3,5,0,0,14,0,0,3,9,5,9,0,0,18,0,0,0,4,0,0,0,0,9,0,0,0,4,5,4,0,0,9,0,0,12,20,4,6,4,3,46,21,22,71,74,55,76,31,22,374,25,11,17,27,32,43,28,3,180,458,17,28,32,29,42,22,5,626,168,48,74,68,59
LGA26890,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,32,29,41,26,35,47,13,3,236,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,3,0,0,8,3,3,6,0,5,10,9,3,31,4,4,7,0,6,10,3,0,35,19,0,0,0,0,3,0,0,29,0,4,6,10,7
LGA26980,3,9,8,0,0,20,5,10,7,3,5,6,0,0,36,729,597,810,577,689,713,241,38,4391,0,0,9,6,8,7,0,0,33,10,9,6,3,4,3,4,0,45,9,6,4,10,9,3,3,4,52,4,15,11,23,5,10,0,5,70,5,7,24,13,11,8,7,4,82,0,16,17,15,9,4,12,0,80,0,12,30,17,12,15,3,0,94,0,20,43,32,15,25,4,0,137,0,14,55,39,38,22,8,0,178,0,8,32,27,17,10,4,0,102,0,7,30,35,16,7,0,0,93,0,0,15,16,11,3,0,0,51,0,0,17,35,15,11,0,0,80,0,0,0,14,3,0,0,0,22,0,0,5,9,9,3,6,4,32,6,29,43,33,34,21,3,3,178,38,134,343,329,231,162,63,29,1324,69,51,87,85,75,58,24,4,449,1616,350,128,120,109,77,35,8,2446,808,670,279,258,253
LGA27070,19,3,3,4,0,42,7,8,19,8,16,18,12,0,88,828,992,1613,1337,1456,1191,285,33,7733,9,0,9,13,5,3,3,0,50,23,0,6,3,0,0,0,0,44,4,9,10,5,0,4,0,0,41,5,16,11,12,6,8,0,0,56,7,16,18,12,10,4,0,4,72,6,17,28,10,10,5,7,0,78,3,12,35,22,19,22,3,0,125,0,23,57,38,31,20,4,0,174,4,24,62,59,50,26,7,0,227,0,7,42,36,35,22,3,0,141,0,0,33,30,14,10,0,0,86,0,0,12,24,20,17,0,0,72,0,0,12,22,11,3,5,0,66,0,0,3,10,0,0,0,0,15,0,0,3,12,0,4,0,0,17,7,27,52,37,42,34,4,3,201,65,154,383,352,265,188,42,17,1465,97,36,87,101,83,47,19,7,474,1611,212,111,125,62,61,18,7,2206,1010,573,300,250,220
LGA27170,5,0,0,0,0,7,3,0,5,11,0,0,4,0,25,305,221,433,407,356,385,123,21,2243,0,0,3,0,0,0,0,0,10,5,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,11,0,0,4,6,5,0,0,0,19,0,0,8,4,0,4,0,5,23,0,3,6,10,6,0,4,6,31,6,12,15,10,7,7,0,0,54,8,3,20,12,12,8,0,0,54,0,0,5,8,7,5,3,0,32,0,0,3,10,10,0,0,0,24,0,0,5,9,6,0,0,0,16,0,0,0,8,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,7,9,12,6,0,0,46,25,28,80,75,63,55,14,12,354,21,5,12,14,17,12,7,3,85,474,26,13,15,16,16,9,0,574,247,51,43,42,36
LGA27260,16,6,7,0,0,46,3,6,8,20,7,14,9,0,71,1070,1114,1962,1575,1474,1134,241,27,8597,10,6,20,18,10,5,0,0,74,23,5,0,12,6,0,3,0,47,18,13,14,8,5,4,3,0,66,8,17,22,12,9,4,0,0,70,4,20,14,15,13,3,0,7,66,7,18,23,20,12,12,5,0,99,4,21,59,46,27,14,9,0,166,3,43,101,60,48,25,9,0,286,3,22,94,89,43,37,9,0,288,6,8,59,58,34,18,7,0,186,0,0,41,54,22,22,9,5,147,0,0,26,33,32,9,3,0,98,0,0,29,45,28,14,4,0,111,0,0,5,3,5,4,0,0,23,0,0,0,15,8,0,0,0,30,8,44,84,71,28,12,0,3,255,88,219,593,545,322,180,47,19,2010,133,53,143,153,104,62,13,5,652,1798,236,150,160,84,57,31,6,2511,1164,596,371,366,216
LGA27350,11,9,6,0,0,24,6,5,9,6,9,7,0,0,43,432,724,1042,543,552,522,159,26,4001,0,5,14,21,9,5,0,0,49,6,8,0,3,6,0,4,0,38,11,8,6,4,7,3,0,0,38,3,13,17,12,4,6,3,0,59,0,10,16,13,3,4,0,0,46,9,19,19,12,8,5,0,0,76,0,23,32,17,18,12,0,4,107,0,26,52,31,23,9,6,0,145,3,20,79,27,25,16,3,0,177,0,4,58,42,25,11,4,0,149,0,3,52,42,30,10,4,0,134,0,4,35,30,16,16,4,0,107,0,0,42,57,37,13,7,0,162,0,0,3,13,8,0,0,0,31,0,0,22,34,22,10,0,0,85,7,33,63,51,41,16,0,3,215,40,178,517,401,281,124,50,26,1610,38,32,106,102,55,40,13,7,396,791,228,100,56,58,51,33,12,1331,417,610,273,161,133
LGA27450,5,6,10,4,0,28,5,9,9,8,10,5,3,0,55,1016,755,917,797,887,776,268,40,5451,0,0,3,3,13,0,3,0,29,16,8,7,3,0,0,0,0,40,6,0,4,3,10,8,0,0,30,0,0,4,7,5,3,0,0,27,3,7,3,6,0,4,4,0,33,0,5,0,3,4,9,6,0,34,0,7,9,6,14,12,4,4,63,0,13,29,21,18,14,0,0,106,0,15,21,24,19,21,6,0,99,0,4,12,22,15,9,0,0,63,0,0,8,9,15,9,5,3,55,0,5,8,11,10,6,3,0,36,0,0,9,16,7,0,0,0,33,0,0,0,5,0,0,0,0,3,0,0,0,7,5,3,0,0,19,9,24,29,19,25,12,9,3,112,44,84,150,157,172,118,45,15,784,65,22,49,63,72,67,46,9,390,1579,132,73,78,89,82,33,9,2078,830,335,185,223,207
LGA27630,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,55,29,55,32,38,56,29,0,302,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,6,9,6,8,3,3,43,7,4,4,4,3,10,7,0,37,37,0,0,0,3,6,0,0,55,27,3,11,3,3
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,88,94,9,15,24,10,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,3,8,11,7,10,11,0,0,49,7,4,6,7,5,0,0,0,17,25,8,0,0,0,4,6,0,49,24,25,11,3,9
LGA29499,57,45,29,7,3,178,9,22,55,48,62,67,20,8,283,975,2021,4700,4263,4917,4430,1337,165,22816,16,18,30,25,31,23,6,8,159,40,7,13,7,7,12,3,0,89,12,14,23,16,20,10,8,3,106,9,18,36,27,29,21,14,7,163,16,28,29,27,45,22,11,8,180,8,38,46,33,40,46,17,9,234,10,29,70,55,44,56,17,9,291,5,58,89,81,60,59,24,13,391,8,33,116,101,80,38,14,11,399,0,7,107,76,54,48,9,0,308,0,5,85,70,64,30,16,8,283,0,6,40,59,53,13,9,4,182,0,5,36,58,59,23,6,0,195,0,0,7,19,10,10,4,0,45,0,5,9,36,25,9,7,5,102,15,58,95,85,89,59,14,20,437,138,330,841,763,716,486,189,120,3580,134,131,258,267,268,194,84,36,1362,1157,519,307,325,306,313,128,34,3096,614,872,659,621,692
LGA29799,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,6,12,14,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
