POW_LGA_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
LGA26260,3,4,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,10,0,9,0,4,5,5,0,3,0,19,4,16,0,4,3,0,0,0,0,39,10,12,0,10,4,6,0,4,0,42,14,32,0,14,9,10,0,4,0,81,18,57,7,18,10,3,0,6,0,108,36,66,6,17,14,6,0,7,5,155,26,126,4,21,20,3,0,3,4,210,29,160,9,20,23,3,0,5,0,238,33,167,5,8,18,0,0,6,0,238,27,135,0,8,4,0,0,0,0,185,68,184,0,16,5,0,0,3,3,285,14,21,0,0,0,0,0,0,0,41,28,35,0,0,3,0,0,0,0,74,3,3,0,0,0,0,0,0,0,7,330,1011,35,143,125,35,10,49,13,1750,8,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,11
LGA26350,50,51,6,5,17,16,0,3,15,169,16,41,11,22,17,44,0,14,3,166,17,88,32,98,56,114,6,27,8,444,36,129,42,163,66,175,12,57,10,672,59,159,43,206,103,238,15,100,9,925,100,305,89,318,170,344,22,139,20,1512,159,487,156,357,243,336,37,151,18,1946,280,873,197,366,359,347,31,147,44,2639,469,1600,266,363,491,311,28,100,44,3690,417,1841,168,198,350,179,14,44,30,3249,493,1926,94,138,260,128,6,16,20,3085,373,1524,54,71,146,65,22,9,28,2290,1124,2796,65,91,187,115,20,18,45,4457,411,656,13,20,44,51,0,8,14,1222,1196,1692,16,15,92,105,0,11,70,3199,29,93,6,18,21,16,0,0,42,221,5225,14270,1255,2456,2642,2565,215,847,415,29893,13,9,4,3,7,4,0,9,0,46,3,11,7,18,7,9,0,3,0,68,8,21,13,47,13,41,0,19,4,164
LGA26430,10,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,8,3,0,0,0,3,0,0,3,0,21,8,6,0,0,3,0,0,0,0,23,8,8,0,6,0,0,0,3,0,24,11,16,0,6,5,0,0,4,0,47,11,20,3,5,3,0,0,3,0,53,16,39,5,6,11,3,0,8,0,89,27,47,9,7,10,4,0,12,0,106,16,35,5,6,4,0,0,0,0,70,14,51,5,0,0,5,0,0,0,86,17,40,3,0,0,0,0,4,0,63,47,56,0,6,5,0,0,0,0,111,13,12,0,0,0,0,0,0,0,23,25,18,0,5,3,0,0,0,3,53,0,0,5,0,0,0,0,0,0,6,231,339,47,61,42,16,3,42,6,796,8,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,5,0,3,0,0,0,0,0,12
LGA26490,12,10,0,4,6,0,3,0,0,31,3,11,0,8,5,4,0,0,0,33,14,17,3,18,10,10,3,8,0,78,11,37,8,20,17,10,0,14,3,124,13,31,6,26,11,20,3,21,0,130,30,72,12,49,24,30,5,27,4,238,31,101,26,64,34,29,6,23,6,309,52,145,24,65,44,24,6,12,3,374,68,183,34,62,39,21,0,14,0,423,73,232,21,19,48,14,4,11,3,418,81,265,28,24,36,17,0,4,6,449,60,184,7,17,28,8,0,4,0,301,143,259,6,25,25,10,0,3,4,474,55,55,3,4,12,5,0,0,3,134,87,133,0,6,15,12,0,0,8,251,3,8,0,0,5,0,0,0,0,21,731,1736,180,388,347,199,37,148,40,3804,0,0,0,0,4,0,0,0,0,7,5,4,0,6,0,3,0,0,0,20,4,10,7,11,3,6,0,5,3,44
LGA26610,4,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,6,3,4,0,0,6,0,0,4,0,25,6,18,0,4,0,0,0,6,0,36,5,23,6,7,11,0,0,9,0,64,7,21,0,13,9,0,0,3,0,61,13,43,6,13,19,8,0,12,0,111,19,57,4,15,12,0,6,25,0,144,31,135,17,22,13,3,9,22,4,260,29,162,5,16,9,0,4,4,0,231,18,171,7,13,9,3,0,0,3,230,28,170,5,19,4,4,0,0,0,228,66,169,0,14,7,5,0,0,0,257,16,20,3,5,0,0,0,0,0,43,29,48,0,0,0,0,0,0,0,85,0,6,0,0,0,0,0,0,0,12,285,1048,61,144,101,29,23,94,11,1795,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,14
LGA26670,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,3,7,0,3,0,0,0,3,0,13,5,4,0,0,0,0,0,0,0,8,7,3,0,9,3,0,0,0,0,25,11,15,0,0,0,0,0,4,0,30,15,10,5,5,7,0,0,0,0,34,11,37,0,5,5,0,0,5,6,60,13,40,0,6,3,0,0,0,0,63,11,50,6,0,6,0,0,0,0,76,11,35,0,5,0,0,0,0,0,49,29,44,0,4,0,0,0,0,0,76,4,9,0,0,0,0,0,0,0,18,9,9,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,3,126,259,7,38,23,3,7,8,5,481,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA26700,12,5,0,4,0,0,0,0,0,20,0,9,0,5,0,0,0,0,0,15,3,14,0,3,5,3,0,3,0,32,8,18,3,12,4,4,0,6,5,50,14,22,3,10,9,5,0,0,0,61,21,45,6,21,15,7,0,5,5,124,23,74,11,17,13,5,6,15,0,163,39,169,26,41,30,11,7,6,0,336,56,277,22,41,40,9,4,8,3,451,43,313,14,37,25,9,0,0,5,440,38,382,9,29,17,3,0,3,6,490,57,265,3,22,13,0,0,0,4,367,123,397,3,45,24,0,0,0,0,594,29,60,0,8,9,0,0,0,0,107,48,106,0,0,8,3,0,0,0,164,5,10,0,0,0,0,0,0,0,13,517,2171,100,287,204,59,19,51,29,3443,3,0,0,4,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,12,8,4,0,4,0,6,0,3,0,27
LGA26730,0,6,0,0,4,0,0,0,0,9,3,14,0,8,7,0,0,0,0,32,4,18,3,12,6,4,0,11,0,57,0,30,7,14,8,8,0,7,0,80,5,31,4,13,21,8,0,9,0,98,7,74,5,42,19,9,5,13,0,182,16,124,13,41,29,17,0,14,3,248,20,233,18,48,54,16,5,23,6,432,33,392,28,54,53,10,6,28,7,619,37,452,16,35,46,9,6,17,0,608,46,472,9,31,32,0,5,5,4,605,61,382,9,28,14,4,0,0,6,499,170,454,12,53,32,6,0,3,3,731,42,77,0,3,5,4,0,0,0,125,49,193,3,6,3,9,0,0,0,256,0,3,0,0,0,0,0,0,5,23,488,2951,132,393,338,96,26,132,32,4594,0,0,0,0,0,0,0,3,0,13,0,0,6,0,0,0,0,0,0,8,0,0,4,18,3,3,0,3,0,37
LGA26810,3,6,0,0,0,0,0,0,0,17,13,16,0,3,0,0,0,3,0,39,11,10,4,6,7,0,0,0,0,39,15,13,3,8,3,9,0,5,0,56,17,35,7,13,9,8,0,10,0,105,31,62,3,28,22,7,0,11,5,169,20,94,7,31,20,7,0,12,0,199,31,123,21,43,37,6,5,17,3,286,75,238,14,42,34,11,4,17,0,423,70,295,14,36,19,7,0,4,4,453,82,372,9,47,32,0,3,3,5,556,56,301,8,21,12,0,0,0,4,401,180,450,9,29,22,0,0,0,5,699,36,76,3,8,3,0,0,0,0,122,70,134,6,0,6,0,0,0,0,222,5,7,0,0,0,0,0,0,4,18,712,2225,106,323,228,63,19,93,33,3812,3,0,0,0,0,0,0,0,0,10,3,0,0,0,8,0,0,0,0,14,7,4,4,14,4,0,0,4,0,39
LGA26890,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,0,12,4,6,0,4,0,0,0,0,0,9,10,0,0,0,0,0,0,4,0,14,7,9,0,0,0,0,0,0,0,25,7,24,0,3,3,0,0,3,0,35,18,8,0,3,3,0,0,0,0,29,9,18,3,0,0,0,0,0,0,41,5,22,0,0,0,0,0,0,0,28,7,15,0,0,0,0,0,0,0,25,17,30,0,4,0,0,0,0,0,50,9,0,0,0,0,0,0,0,0,11,9,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,100,148,5,21,15,0,3,10,4,307,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,9
LGA26980,42,57,6,9,22,17,0,8,9,175,16,109,18,45,33,22,6,6,10,279,40,249,29,91,79,95,17,31,11,642,68,260,39,146,108,93,20,61,21,822,72,350,47,192,155,132,26,66,27,1065,114,588,92,310,266,216,52,123,20,1774,160,820,126,347,384,183,37,104,31,2188,256,1257,230,455,630,225,102,104,46,3306,392,2267,289,422,721,215,77,106,55,4547,390,2454,166,274,540,135,30,31,41,4064,400,2825,137,243,480,97,14,23,49,4253,411,2337,92,130,325,41,6,9,17,3374,1464,4200,105,198,398,68,10,21,44,6502,466,738,26,24,75,24,3,0,7,1367,821,1270,18,25,71,43,0,3,14,2269,19,93,3,17,17,6,4,0,40,189,5126,19884,1423,2927,4308,1610,404,703,441,36828,10,12,0,12,4,11,6,0,0,60,3,17,6,16,11,14,8,11,0,86,18,30,13,53,40,40,8,16,8,226
LGA27070,21,24,3,10,13,7,4,0,5,85,12,53,5,28,15,20,3,8,6,157,20,82,21,61,42,67,20,30,3,349,24,96,17,98,62,85,41,58,7,495,59,136,40,133,69,122,56,73,7,698,75,271,64,209,118,168,88,124,13,1142,117,450,112,285,189,149,123,158,26,1607,179,735,191,430,312,157,174,211,27,2422,251,1401,240,317,385,145,201,169,52,3156,245,1651,157,184,251,69,124,61,28,2776,244,1783,112,159,159,50,82,38,22,2651,245,1306,46,110,94,46,44,24,22,1933,635,2097,56,123,125,52,24,17,26,3150,195,300,12,8,26,8,7,4,4,559,332,612,8,6,32,15,0,0,4,1010,12,67,5,12,16,9,0,3,17,135,2669,11053,1100,2164,1904,1165,997,978,284,22314,11,6,9,9,12,7,7,0,6,63,5,3,7,20,13,15,0,13,0,80,15,17,12,56,27,52,9,22,0,205
LGA27170,0,4,0,0,4,0,0,0,0,8,3,3,0,0,5,0,0,0,0,10,5,9,4,8,8,3,0,0,0,32,4,17,4,5,3,3,0,0,0,37,4,32,8,23,3,3,6,4,0,86,14,57,8,22,11,4,3,8,0,125,15,88,12,68,28,11,5,14,3,245,18,178,16,81,47,12,17,23,7,388,34,340,34,64,58,10,20,21,0,583,52,440,16,44,31,13,22,3,0,625,93,498,7,23,48,0,18,5,0,699,80,378,7,39,36,5,16,0,7,561,270,538,6,47,52,0,11,4,0,929,64,62,0,8,0,0,0,0,0,146,97,121,0,8,6,0,0,0,0,233,3,8,0,0,0,0,0,0,5,18,749,2784,128,438,339,74,116,88,34,4743,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,11,0,13,5,3,0,4,0,32
LGA27260,32,32,6,18,18,16,6,8,12,157,14,65,14,44,18,32,8,17,7,217,27,113,25,111,53,100,27,57,14,527,56,163,50,133,79,114,53,74,15,730,48,162,55,202,98,152,99,100,18,928,112,311,99,357,172,204,184,126,22,1584,140,417,143,478,240,222,295,164,30,2134,244,774,207,625,394,239,549,238,64,3327,371,1398,276,410,494,207,588,200,62,4009,317,2018,185,216,374,134,305,94,42,3684,320,2048,102,185,266,91,207,45,31,3303,272,1490,94,122,149,57,106,17,24,2335,913,2339,106,136,185,87,57,16,41,3881,323,389,18,14,32,28,5,0,9,826,508,643,10,10,38,22,4,3,12,1244,17,57,0,11,15,8,12,0,38,154,3722,12427,1395,3047,2620,1727,2503,1158,435,29039,10,6,0,3,9,7,10,0,6,56,6,16,11,15,19,13,4,9,0,89,12,27,17,59,18,47,18,27,0,223
LGA27350,36,65,6,12,14,7,0,3,10,161,11,81,10,38,19,14,0,8,7,191,28,132,17,104,70,57,12,36,4,454,37,198,41,160,97,100,16,51,21,714,53,269,59,178,118,151,32,84,18,954,114,508,142,341,214,226,52,138,20,1770,174,842,202,436,373,238,65,161,42,2533,332,1614,328,402,681,259,92,161,48,3918,671,3129,464,392,1064,350,87,131,86,6371,835,4005,335,248,724,248,48,63,74,6581,947,4364,219,162,509,208,27,30,64,6534,903,3375,135,90,315,153,18,10,47,5042,2666,6734,219,174,462,298,10,23,87,10664,1078,1373,42,16,103,77,4,6,20,2713,2659,2398,49,19,159,116,0,6,55,5473,35,130,7,9,23,9,0,0,49,269,10577,29218,2285,2785,4947,2508,462,917,650,54350,13,7,8,5,3,0,0,0,5,46,5,7,6,11,3,8,0,9,7,64,6,15,9,45,21,23,0,22,3,148
LGA27450,21,35,0,12,11,3,0,4,3,91,16,41,4,22,8,3,0,8,3,110,20,95,14,41,20,29,5,20,3,235,38,83,23,56,35,21,3,29,3,300,32,125,27,90,44,59,11,43,3,430,61,202,39,161,78,55,15,47,4,657,77,309,52,155,76,66,19,65,5,829,131,415,70,178,132,63,27,91,14,1119,171,737,100,129,152,44,27,75,19,1455,142,815,59,84,116,41,22,21,8,1302,149,899,57,84,84,22,12,18,12,1331,161,675,23,47,47,4,7,4,11,988,359,1018,20,81,68,19,11,6,6,1591,167,174,12,6,22,8,0,3,0,390,206,280,9,3,26,15,7,3,7,540,12,36,0,8,6,3,0,0,17,85,1774,5928,512,1161,927,448,156,439,110,11452,9,6,3,4,13,3,0,0,5,40,13,15,3,15,7,8,0,4,4,74,16,30,17,53,23,30,6,23,0,200
LGA27630,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,14,5,0,0,8,0,0,0,0,0,12,7,11,0,0,3,3,0,0,0,30,0,3,0,3,3,3,0,0,0,19,4,20,0,0,4,4,0,0,0,42,9,40,3,7,3,0,0,5,0,64,8,33,5,0,0,0,0,0,0,47,9,49,0,0,4,0,0,0,0,66,10,23,0,0,0,0,0,0,0,32,24,43,0,5,3,0,0,0,0,69,11,0,0,0,0,0,0,0,0,12,10,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,92,238,12,28,22,13,5,14,3,427,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
LGA29399,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,5,0,9,0,3,0,4,0,20,0,5,0,12,0,7,6,0,0,29,5,4,5,30,0,8,0,19,0,74,13,3,0,30,6,5,11,15,0,88,9,3,3,42,10,10,22,11,0,121,20,18,4,34,4,8,11,3,0,99,17,14,4,13,0,5,0,3,3,55,18,5,0,12,3,0,0,0,0,37,13,6,7,8,0,0,0,0,0,32,33,17,0,3,5,0,0,0,6,56,5,3,0,0,0,0,0,0,0,12,13,13,0,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,149,92,17,206,38,53,49,65,12,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,8,0,0,0,9
LGA29499,52,91,10,21,43,17,10,22,26,292,21,264,26,99,58,17,41,44,11,585,47,374,66,188,82,32,90,123,18,1018,50,413,84,238,108,38,115,149,34,1227,55,365,118,264,125,68,157,192,25,1371,119,622,213,416,174,66,257,279,39,2185,130,711,315,406,198,86,267,272,57,2443,191,925,409,419,213,95,329,305,68,2953,242,1225,463,424,296,94,268,309,62,3378,271,1076,361,247,216,82,126,162,69,2612,328,1213,259,180,189,66,48,114,61,2460,290,997,178,115,91,59,36,58,52,1885,717,1842,197,146,154,96,38,55,62,3306,276,532,27,19,46,39,5,8,13,960,719,1013,41,19,65,60,0,14,37,1966,29,98,19,12,20,7,6,5,48,245,3528,11759,2785,3235,2074,926,1784,2109,676,28870,21,12,21,14,28,4,11,10,10,144,10,34,18,49,20,7,11,46,7,198,22,45,50,125,31,28,33,99,9,441
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,10,0,5,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,4,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
