POW_LGA_CODE_2021,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_or_LR_15_24,F_M2_TrnTrm_or_LR_25_34,F_M2_TrnTrm_or_LR_35_44,F_M2_TrnTrm_or_LR_45_54,F_M2_TrnTrm_or_LR_55_64,F_M2_TrnTrm_or_LR_65_74,F_M2_TrnTrm_or_LR_75ov,F_M2_TrnTrm_or_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_or_LR_15_24,F_M2_BusTrm_or_LR_25_34,F_M2_BusTrm_or_LR_35_44,F_M2_BusTrm_or_LR_45_54,F_M2_BusTrm_or_LR_55_64,F_M2_BusTrm_or_LR_65_74,F_M2_BusTrm_or_LR_75ov,F_M2_BusTrm_or_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,6,11,34,45,50,24,4,173,36,30,26,26,32,18,0,176,0,0,0,0,0,0,0,3,111,119,147,195,212,72,8,867,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,8,7,0,5,0,0,21,4,8,7,0,5,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,118,205,250,238,184,38,1062,191,135,139,126,161,47,3,818,17,7,7,5,12,0,7,56,752,868,1025,1315,1198,465,68,5689,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,5,4,5,0,13,5,6,0,5,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,7,0,0,0,0,0,0,14,15,56,106,130,144,88,18,553,81,109,75,64,99,33,0,465,3,3,4,3,9,0,6,28,520,641,709,825,836,293,44,3864,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0
LGA26350,0,0,0,0,0,0,0,0,77,103,36,17,5,4,0,235,16,21,11,13,9,3,0,83,15,23,13,7,8,0,0,66,3,15,4,0,3,0,0,29,212,274,102,70,40,10,0,699,0,0,0,0,0,0,0,0,9,14,0,0,4,0,0,34,4,0,3,0,0,0,0,8,21,8,3,3,0,0,0,39,4,0,0,0,0,0,0,10,41,27,15,6,4,0,0,89,45,60,22,21,8,4,5,159,296,357,135,90,56,10,5,948,82,96,37,18,13,0,0,242,6,3,0,0,0,0,0,12,26,61,23,3,6,0,0,123,110,151,60,21,19,3,0,372,586,2701,2295,2114,1241,499,83,9520,2154,1676,974,649,574,237,58,6324,15,22,21,20,13,19,10,119,6637,9723,6510,5815,4067,1450,216,34409,558,847,353,180,126,53,0,2115,229,137,43,38,16,10,0,470,0,4,3,0,0,0,0,12
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,8,9,37,72,67,87,78,25,384,64,55,42,29,47,18,6,256,10,0,0,3,3,3,0,19,242,331,361,381,429,191,44,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,5,0,4,3,3,0,18,7,6,0,4,7,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,35,203,461,427,289,114,24,1538,290,175,154,128,136,49,5,935,8,4,9,8,3,0,0,32,1180,1099,1337,1243,994,278,34,6167,0,0,4,0,0,0,0,7,14,8,7,0,5,0,0,31,0,0,0,0,0,0,0,4
LGA26610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,9,0,8,0,0,32,8,9,6,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,3,0,3,0,0,0,0,10,17,72,134,107,97,54,16,488,100,123,88,79,89,25,4,500,8,6,8,10,6,6,4,44,673,1073,967,922,885,239,38,4792,0,0,0,0,0,0,0,0,3,20,27,3,3,0,0,63,0,0,0,0,0,0,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,40,37,54,46,15,221,19,24,26,26,40,7,5,148,0,0,6,0,0,3,0,9,104,161,194,239,263,117,40,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,8,4,6,3,3,0,0,30,16,4,8,10,10,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,20,3,3,3,0,3,0,0,20,18,128,213,247,212,108,29,956,220,214,185,167,206,57,3,1053,14,4,6,8,7,8,5,51,1029,1289,1397,1662,1440,382,52,7258,0,0,0,0,0,0,0,0,17,3,5,3,0,0,0,34,0,0,0,0,0,0,0,0
LGA26730,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,10,7,3,4,9,0,0,36,10,15,3,3,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,0,0,0,21,7,0,3,8,0,0,0,21,33,175,249,267,180,63,14,970,269,337,295,203,230,61,5,1400,7,6,8,9,10,5,8,53,1561,1917,1928,2082,1735,352,34,9607,4,4,0,0,0,0,0,14,31,15,4,12,6,4,0,64,0,0,0,0,0,0,0,0
LGA26810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,5,0,9,3,36,9,12,11,5,0,9,3,48,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,3,4,0,0,8,3,0,0,3,6,0,0,15,36,166,239,262,244,123,43,1119,262,289,185,194,211,70,8,1216,12,11,9,9,11,8,6,66,1273,1634,1663,1902,1659,496,71,8701,0,3,0,0,0,0,0,9,13,4,5,4,9,3,0,35,0,0,0,0,0,0,0,0
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,35,52,23,11,179,5,12,19,13,23,11,0,85,0,0,0,0,0,8,0,11,62,109,116,163,187,80,22,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,0,0,0,0,0,0,0,14,26,5,0,0,0,0,55,10,12,8,4,8,3,0,49,13,12,0,0,0,0,0,26,0,3,0,3,3,0,0,18,99,111,40,37,37,3,3,329,0,0,0,0,0,0,0,0,7,8,8,5,3,0,0,23,3,14,8,3,0,0,0,29,20,8,3,0,0,0,0,35,7,0,0,0,0,0,0,12,36,35,16,10,5,0,0,105,39,43,27,22,16,4,0,156,177,182,86,69,62,11,3,593,30,23,15,16,3,7,0,97,10,4,0,0,0,0,0,9,19,29,11,5,5,0,0,74,53,55,35,15,15,5,0,179,536,2538,3244,3329,1952,424,55,12078,1461,1261,1181,915,889,286,34,6038,18,26,24,23,16,7,8,121,5333,8994,8881,8922,6464,1555,168,40307,186,319,137,85,74,18,3,818,253,201,76,71,61,16,0,685,0,0,0,5,0,0,0,9
LGA27070,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,5,3,0,0,0,0,15,5,6,4,0,0,0,0,19,0,4,0,4,0,0,0,9,65,86,43,16,8,6,0,227,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,20,0,3,3,3,0,0,0,16,28,11,6,0,3,0,0,57,3,4,4,0,0,0,0,14,42,30,20,8,6,0,0,102,38,35,15,21,12,0,0,125,143,154,78,47,31,6,0,449,21,36,12,3,6,0,0,78,8,0,5,0,0,0,0,13,28,40,21,13,5,0,0,102,60,72,28,11,9,0,0,189,277,1451,1922,1502,856,183,20,6211,1370,1201,996,721,559,149,13,5001,18,33,26,13,19,7,4,131,5535,8112,7767,6884,4489,890,65,33745,125,165,75,48,26,8,0,447,197,159,65,65,45,9,0,532,0,3,4,6,0,0,0,15
LGA27170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,8,0,0,0,3,0,0,11,18,10,3,11,3,0,0,44,27,6,3,11,9,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,4,3,0,0,13,3,8,6,3,3,0,0,18,41,189,295,336,233,52,12,1161,274,302,221,199,171,57,6,1229,3,10,13,6,6,0,3,51,1605,2063,2110,2070,1562,340,40,9800,0,0,0,0,0,0,0,5,15,12,17,16,8,6,0,67,0,4,0,5,0,0,0,9
LGA27260,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,13,4,5,0,0,0,19,7,14,6,3,0,0,0,23,0,7,6,0,0,0,0,10,68,92,39,22,6,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,0,18,30,10,7,8,0,0,0,59,10,6,0,0,0,0,0,23,45,22,11,10,6,0,0,92,49,64,34,30,18,8,0,202,160,182,85,58,26,9,0,516,33,34,18,4,0,4,0,94,14,5,0,0,0,0,0,19,69,89,34,16,8,3,0,220,118,132,49,22,8,3,0,335,364,2085,2932,1993,975,190,18,8559,1555,1307,1194,784,517,136,7,5501,30,50,35,15,23,3,11,162,6259,9768,10384,7613,4370,768,62,39223,85,143,72,34,19,8,0,364,297,171,71,35,30,7,0,607,4,4,0,0,0,0,0,11
LGA27350,0,0,0,0,0,0,0,0,112,158,57,27,25,0,0,380,48,114,57,35,32,0,0,294,27,48,13,13,9,0,0,100,7,18,10,3,3,0,0,51,229,421,187,101,91,16,0,1044,0,0,0,0,0,0,0,0,20,41,18,11,9,0,0,96,3,9,3,6,0,0,0,22,9,3,0,7,0,0,0,12,0,0,0,0,0,0,0,10,28,54,22,25,13,0,0,140,73,105,39,27,29,5,0,273,326,581,245,150,136,21,0,1461,81,129,62,42,29,4,0,351,3,4,5,0,0,0,0,8,28,95,39,13,6,6,0,185,112,224,99,59,38,12,0,539,1183,7167,5468,3554,1695,435,60,19562,1511,2311,1539,821,590,251,25,7055,27,50,21,22,18,4,3,149,6131,16787,11439,7922,4781,1350,149,48562,730,1408,848,468,366,86,0,3917,127,145,68,47,32,13,0,431,3,5,4,0,0,0,0,11
LGA27450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,28,8,11,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,23,23,17,13,7,9,0,0,74,55,47,19,20,14,3,0,163,5,4,4,0,0,0,0,11,3,0,0,0,0,0,0,7,5,8,6,0,4,0,0,28,14,10,9,0,8,4,0,50,192,872,1373,1475,1030,346,43,5327,1292,822,750,661,607,162,18,4321,15,12,5,21,17,10,5,86,4245,4206,4664,5230,4000,1047,104,23483,40,31,14,13,0,0,0,101,127,29,37,25,16,3,0,223,3,6,0,0,0,0,0,17
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,23,44,48,29,6,171,26,29,22,18,40,18,0,146,3,0,0,0,3,0,3,15,124,207,184,245,301,95,18,1169,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,23,27,20,5,0,99,133,67,24,17,19,11,0,271,3,0,4,0,0,0,0,4,466,291,112,111,95,36,4,1116,0,0,0,0,0,0,0,0,64,41,8,3,3,0,0,129,0,0,0,0,0,4,0,4
LGA29499,0,0,0,0,0,0,0,0,9,14,9,0,3,0,0,36,11,17,7,5,4,0,0,46,10,3,6,3,0,0,0,20,0,3,8,0,0,0,0,12,51,74,44,14,17,3,0,201,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,11,4,3,0,4,0,0,0,5,7,3,3,0,0,0,0,14,0,4,0,0,0,0,0,6,17,18,6,7,4,3,0,43,33,50,38,35,19,3,0,170,97,135,85,53,36,12,0,416,41,48,22,8,7,6,0,126,0,4,0,0,0,0,0,8,20,35,15,6,9,0,0,78,61,85,37,13,11,3,0,216,832,2668,2802,2082,1247,504,147,10283,1061,1480,1589,1488,1447,512,75,7657,61,65,58,68,44,30,31,363,4780,8477,8350,8426,6772,2032,351,39201,169,317,186,101,79,18,5,865,70,81,41,43,35,14,8,290,3,14,9,4,0,0,0,35
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
