POW_LGA_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
LGA24970,53,224,498,1233,1844,733,125,4709,1183,2378,2271,1945,1226,362,35,9407,20,99,222,473,693,370,72,1950,0,0,0,9,10,4,5,30,55,200,586,1110,1438,560,78,4034,16,71,151,446,848,463,107,2095,16,53,76,112,125,62,22,464,11,26,44,100,169,117,24,485,1248,2407,1912,1720,979,181,20,8464,3,16,40,77,118,55,20,326,612,1416,1663,1877,1588,452,49,7651,11139,21284,20904,16954,10398,2272,208,83155,379,535,641,776,550,122,20,3013,14196,27389,27606,24844,17468,4636,562,116697,11516,22124,22018,18207,11329,2498,230,87925,2009,4038,4204,4746,4144,1385,188,20713,277,638,645,907,1125,453,82,4123,12,55,96,211,318,183,49,918,2299,4725,4946,5864,5585,2020,316,25754,379,535,641,776,550,122,20,3013,14196,27389,27606,24844,17468,4636,562,116697
LGA25060,18,100,180,439,718,319,50,1837,578,821,715,616,425,113,12,3290,9,40,71,187,226,134,15,686,0,0,0,7,0,0,0,12,31,81,158,303,403,203,31,1209,13,30,42,141,276,150,38,687,8,24,22,43,43,19,3,164,5,8,15,40,78,46,13,202,685,950,642,566,362,73,3,3287,6,3,9,26,40,21,7,105,329,450,542,606,513,173,11,2626,5433,6828,6287,5650,3430,793,68,28494,249,225,228,294,225,65,0,1286,7105,9084,8428,8227,5840,1674,184,40540,5640,7105,6656,6047,3719,872,71,30102,1080,1483,1286,1476,1396,483,65,7268,117,256,232,340,372,186,30,1536,10,22,30,71,129,67,17,341,1210,1758,1549,1889,1897,736,113,9145,249,225,228,294,225,65,0,1286,7105,9084,8428,8227,5840,1674,184,40540
LGA25150,15,36,79,167,247,88,15,639,156,224,234,182,145,34,5,986,4,12,25,51,66,39,15,211,0,0,0,0,0,0,0,4,9,14,42,101,134,68,10,382,3,3,18,40,88,60,24,231,0,3,8,11,8,10,5,51,4,0,3,17,30,18,6,83,170,253,203,187,141,20,0,967,0,3,3,9,21,9,4,46,83,109,137,162,158,50,8,709,1238,1391,1344,1205,829,219,49,6274,66,49,68,70,58,20,3,340,1671,1962,1984,1937,1590,491,112,9746,1298,1449,1421,1298,907,246,52,6667,263,375,390,402,438,148,35,2058,40,85,86,117,141,65,12,548,4,4,15,42,45,24,6,135,308,462,498,560,625,227,58,2742,66,49,68,70,58,20,3,340,1671,1962,1984,1937,1590,491,112,9746
LGA25250,29,119,213,497,730,314,52,1961,558,1073,905,669,432,123,13,3767,12,40,70,177,260,113,24,691,0,0,4,0,0,0,0,10,21,83,171,376,574,194,27,1447,11,40,37,152,289,144,34,705,6,19,24,45,52,17,8,173,4,14,24,39,86,52,17,223,750,1553,972,631,403,57,10,4379,3,3,15,31,43,22,3,121,332,691,650,704,580,173,33,3156,4680,8361,7102,5720,3547,799,79,30277,177,286,295,346,215,52,13,1377,6250,11535,9835,8540,6215,1678,211,44261,4849,8745,7496,6145,3907,885,90,32113,1059,2079,1702,1599,1526,522,65,8560,153,391,300,361,429,154,32,1824,6,28,40,91,141,64,14,394,1221,2499,2042,2054,2095,742,110,10775,177,286,295,346,215,52,13,1377,6250,11535,9835,8540,6215,1678,211,44261
LGA25340,48,163,342,865,1332,695,155,3601,995,1127,1117,1102,807,266,49,5468,15,51,95,287,523,298,107,1375,0,0,0,4,3,5,4,15,66,103,170,363,504,269,71,1551,26,45,50,213,460,358,105,1261,11,19,36,71,68,37,17,261,11,15,32,85,148,87,32,406,1195,1356,1206,1255,807,179,22,6028,3,14,18,41,69,47,21,215,431,612,706,918,837,329,49,3874,8091,7567,7346,8115,5586,1575,185,38461,438,311,354,458,363,116,18,2056,10903,10653,10659,12413,9901,3369,575,58473,8361,7918,7758,8656,6070,1737,199,40701,1836,2005,2093,2517,2495,977,208,12128,250,389,407,618,749,386,102,2904,18,35,54,160,226,151,46,686,2106,2423,2549,3299,3466,1516,361,15722,438,311,354,458,363,116,18,2056,10903,10653,10659,12413,9901,3369,575,58473
LGA25430,12,6,48,136,275,131,24,628,90,151,136,148,166,39,9,741,0,7,13,45,77,39,9,193,0,0,0,0,3,0,0,5,7,15,22,59,82,41,8,230,3,0,10,23,76,52,15,185,0,6,4,13,8,3,3,29,0,5,4,9,33,22,3,73,133,183,193,220,146,35,6,918,0,0,0,8,10,12,3,31,48,78,129,163,147,70,7,649,631,784,925,1118,965,263,41,4719,34,47,30,81,48,17,5,257,893,1180,1385,1794,1738,585,94,7670,656,822,988,1216,1044,296,42,5060,181,258,307,384,468,192,23,1811,25,52,51,95,139,57,18,442,0,0,8,31,39,21,6,105,205,313,368,500,645,275,48,2356,34,47,30,81,48,17,5,257,893,1180,1385,1794,1738,585,94,7670
LGA25490,3,14,28,87,156,121,39,452,65,131,126,118,93,44,4,585,4,3,21,28,51,53,22,185,0,0,0,0,0,0,4,7,4,6,15,48,83,48,11,223,0,3,3,23,53,69,26,183,0,3,3,5,9,4,0,28,0,3,0,10,28,25,5,63,79,125,112,115,68,28,3,531,0,0,4,7,14,7,5,35,27,56,62,73,96,45,13,375,562,794,790,970,911,295,70,4401,37,33,45,56,50,16,9,236,749,1104,1142,1431,1431,615,167,6639,577,835,832,1020,966,316,77,4637,112,188,226,276,293,183,58,1338,24,44,32,61,96,81,20,349,4,0,4,13,18,22,5,72,131,235,266,353,410,281,82,1765,37,33,45,56,50,16,9,236,749,1104,1142,1431,1431,615,167,6639
LGA25620,0,11,29,81,178,96,45,436,54,62,91,111,101,36,12,467,0,0,11,23,52,31,25,142,0,0,0,0,0,0,0,5,7,5,13,36,75,40,15,194,0,4,7,16,60,40,28,155,0,5,0,4,10,9,0,30,0,0,3,8,21,18,5,64,62,82,99,111,97,24,4,483,0,0,0,8,11,8,0,28,31,42,59,69,85,31,5,320,429,518,528,664,568,190,60,2957,18,18,26,38,39,19,4,160,579,719,792,1036,1063,422,153,4757,443,540,561,703,609,205,68,3126,105,139,154,218,275,132,45,1064,11,13,42,58,101,52,25,305,0,3,4,17,41,20,12,94,117,157,197,301,414,200,83,1459,18,18,26,38,39,19,4,160,579,719,792,1036,1063,422,153,4757
LGA25710,15,45,57,214,332,193,51,905,257,256,318,282,210,93,7,1421,12,9,21,81,120,75,21,346,0,0,0,0,0,0,0,4,17,21,44,86,149,89,24,428,3,5,20,39,114,87,31,302,4,9,0,14,21,9,10,70,5,0,8,12,24,23,5,82,299,309,324,305,165,36,3,1428,0,4,3,9,25,21,11,64,127,153,200,244,251,95,10,1087,2136,1767,1892,2089,1503,417,51,9855,105,69,89,118,95,28,3,512,2855,2474,2770,3196,2637,916,161,15013,2215,1854,2020,2242,1659,462,65,10515,468,463,545,655,674,275,52,3141,59,80,110,151,150,95,29,679,8,9,5,27,55,50,16,173,538,555,663,832,883,421,100,3984,105,69,89,118,95,28,3,512,2855,2474,2770,3196,2637,916,161,15013
LGA25810,9,17,37,100,195,79,27,461,72,90,74,84,106,36,7,467,0,3,10,22,58,33,20,144,0,0,0,0,0,0,0,3,5,7,15,50,71,40,17,207,3,5,11,8,45,28,15,121,5,0,0,3,7,3,0,20,0,0,6,14,22,16,9,58,89,136,95,93,88,24,4,525,0,0,0,0,5,9,0,19,38,55,56,65,92,34,7,342,513,785,553,635,523,171,22,3210,38,32,29,28,33,14,6,177,727,1066,808,991,1011,383,97,5082,533,811,581,675,569,188,30,3385,138,181,162,225,279,110,38,1129,19,32,27,48,114,46,17,303,0,3,4,24,28,16,5,80,159,219,198,294,415,177,57,1518,38,32,29,28,33,14,6,177,727,1066,808,991,1011,383,97,5082
LGA25900,32,217,318,626,806,390,103,2490,716,2095,1773,1180,632,221,32,6651,14,92,164,303,365,210,57,1199,0,0,4,0,0,6,4,15,41,154,364,491,521,227,45,1842,14,47,110,219,374,256,55,1074,11,36,60,60,52,36,14,260,7,20,33,47,100,53,14,273,986,2370,1597,1062,532,125,3,6677,3,15,24,46,44,27,14,175,374,1230,1210,1050,813,283,42,4994,6561,18223,14904,9991,5266,1341,167,56447,242,481,475,407,286,85,21,1993,8619,23800,19938,14378,8706,2658,431,78518,6764,18970,15669,10673,5786,1489,186,59542,1407,3695,3233,2688,2003,725,132,13880,195,618,500,517,488,270,72,2655,5,36,68,103,138,84,21,455,1611,4347,3804,3302,2628,1083,222,16984,242,481,475,407,286,85,21,1993,8619,23800,19938,14378,8706,2658,431,78518
LGA25990,0,3,14,47,77,48,20,205,25,32,43,39,41,20,3,210,0,0,6,20,28,13,8,80,0,0,0,0,0,0,0,0,3,3,3,16,42,20,4,105,0,4,0,13,22,24,6,64,0,3,0,0,0,0,3,9,0,0,0,9,11,5,4,27,34,42,51,61,46,11,0,244,0,0,0,0,4,0,3,10,9,20,34,50,43,16,4,174,163,210,244,313,272,108,18,1319,14,5,5,20,17,3,0,62,226,301,366,503,490,217,56,2158,164,214,266,341,289,117,13,1410,40,67,71,102,119,66,25,490,12,9,18,32,49,20,8,149,0,0,5,8,19,13,3,49,49,82,95,148,189,102,37,689,14,5,5,20,17,3,0,62,226,301,366,503,490,217,56,2158
LGA26080,0,0,9,23,50,26,7,118,19,19,31,17,22,14,0,119,0,0,4,6,14,10,0,35,0,0,0,0,0,0,0,3,0,0,4,13,19,14,0,57,0,0,0,4,17,13,6,51,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,12,32,24,26,36,27,6,0,150,0,0,0,0,0,0,0,10,11,14,10,25,21,15,0,104,164,158,173,226,221,75,17,1033,10,4,10,6,11,0,0,43,224,217,258,342,364,159,25,1590,168,177,183,243,233,80,17,1101,42,35,53,77,87,50,7,353,8,3,9,16,22,10,0,80,0,0,0,5,4,4,0,15,47,38,68,95,122,71,11,449,10,4,10,6,11,0,0,43,224,217,258,342,364,159,25,1590
LGA26170,9,27,84,208,362,236,46,969,141,165,239,226,153,76,9,1009,0,9,24,48,100,95,29,306,0,0,0,0,0,0,4,4,3,21,43,94,142,103,24,426,0,11,20,54,98,112,43,334,0,0,8,10,28,12,0,59,0,6,8,26,55,19,4,116,150,203,241,221,176,43,0,1029,0,9,3,10,19,11,5,55,70,107,143,162,195,96,17,794,1145,1286,1343,1680,1446,493,81,7480,66,43,64,86,84,31,4,372,1533,1777,2032,2560,2469,1071,205,11645,1192,1350,1432,1772,1564,542,95,7945,236,331,425,554,577,339,70,2534,34,46,99,122,193,126,30,636,0,9,11,26,49,39,8,149,267,390,530,705,820,502,112,3323,66,43,64,86,84,31,4,372,1533,1777,2032,2560,2469,1071,205,11645
LGA26260,3,15,53,127,271,162,38,666,107,154,134,144,146,49,9,739,4,9,19,30,76,66,14,213,0,0,0,0,0,0,3,4,5,15,34,53,96,76,14,296,5,4,9,22,93,64,31,223,6,4,6,10,12,6,0,34,0,4,5,3,22,20,3,59,126,187,154,140,125,28,3,765,0,0,0,5,16,8,4,28,46,78,94,114,132,48,14,527,755,911,922,1011,895,323,49,4870,33,38,39,48,39,27,3,235,1034,1326,1341,1554,1616,683,136,7685,788,959,977,1080,967,336,54,5160,179,275,254,330,423,199,40,1702,32,42,60,82,140,86,20,467,0,6,15,11,47,30,8,125,218,329,324,423,610,318,78,2289,33,38,39,48,39,27,3,235,1034,1326,1341,1554,1616,683,136,7685
LGA26350,48,151,221,445,712,455,123,2152,891,1513,1038,788,506,199,30,4970,14,59,99,238,342,246,59,1055,0,3,0,0,5,0,6,11,34,130,175,288,374,213,62,1273,22,42,54,154,263,246,102,878,11,23,38,36,48,45,9,203,7,16,21,33,63,57,20,223,1272,1801,1010,700,405,102,17,5309,3,13,18,24,41,42,15,157,511,882,657,728,657,248,61,3732,8263,13001,9188,7083,4401,1425,227,43592,303,381,277,315,248,74,10,1608,10889,17135,12156,10109,7175,2782,550,60787,8532,13530,9615,7554,4822,1564,251,45866,1803,2743,1895,1859,1596,802,190,10883,234,448,324,316,397,260,73,2052,10,29,45,63,108,82,28,377,2051,3222,2260,2242,2103,1147,289,13314,303,381,277,315,248,74,10,1608,10889,17135,12156,10109,7175,2782,550,60787
LGA26430,3,4,24,40,122,104,42,347,37,67,76,64,60,43,11,356,0,0,8,19,37,50,21,139,0,0,0,0,0,0,0,0,4,0,13,24,54,42,10,148,3,3,7,13,47,46,28,142,0,0,4,9,5,9,0,33,0,0,5,9,19,20,5,53,32,61,78,71,72,39,7,366,0,0,0,8,10,5,4,30,22,33,49,72,87,23,10,283,400,471,453,482,474,231,39,2552,27,14,25,23,26,18,9,144,517,626,676,743,851,495,137,4045,415,486,479,532,521,246,44,2722,67,102,137,142,209,143,57,863,8,22,30,43,72,60,20,252,0,0,7,6,25,32,13,77,77,125,180,190,308,227,86,1189,27,14,25,23,26,18,9,144,517,626,676,743,851,495,137,4045
LGA26490,13,25,65,139,252,130,23,644,189,198,258,182,144,62,11,1043,7,5,31,45,93,64,9,252,0,0,0,0,0,0,0,5,8,22,25,45,78,42,7,239,5,0,9,20,66,57,28,185,0,3,7,10,13,10,0,47,4,4,4,8,19,21,3,65,246,272,264,186,136,22,0,1130,0,0,4,12,12,12,5,49,89,107,139,144,181,61,17,741,1613,1637,1731,1571,1095,314,51,8014,82,50,66,96,65,20,0,379,2168,2223,2445,2287,1880,655,125,11779,1663,1706,1825,1660,1208,346,58,8469,376,398,459,433,450,182,44,2339,51,63,82,75,127,71,17,485,0,4,15,21,33,28,4,108,420,463,553,533,610,283,64,2931,82,50,66,96,65,20,0,379,2168,2223,2445,2287,1880,655,125,11779
LGA26610,6,22,58,141,289,133,30,671,171,236,182,188,190,56,5,1025,4,6,18,32,70,38,11,174,0,0,0,0,0,0,0,6,9,24,46,81,144,67,14,384,9,9,18,29,101,64,17,246,4,3,3,8,17,8,0,41,5,0,7,10,32,13,0,66,125,193,171,156,131,21,0,798,0,0,0,3,18,10,8,38,53,81,88,127,126,41,15,544,1044,1746,1505,1178,1080,275,33,6871,54,65,62,76,66,9,0,340,1431,2287,2018,1806,1890,594,106,10132,1078,1802,1557,1242,1151,301,35,7170,261,345,315,370,458,181,41,1964,27,68,62,97,161,85,16,513,3,4,18,27,53,19,5,133,294,422,395,485,679,283,58,2617,54,65,62,76,66,9,0,340,1431,2287,2018,1806,1890,594,106,10132
LGA26670,0,3,9,36,103,78,33,260,23,29,43,37,42,23,0,197,0,0,3,14,27,25,9,70,0,0,0,0,0,0,4,4,0,0,8,16,32,20,5,91,0,0,3,4,28,34,13,89,0,0,6,3,10,0,0,15,0,0,0,0,9,8,8,26,20,31,30,43,44,12,5,195,0,0,0,3,0,6,4,13,6,21,17,32,50,26,4,153,176,247,252,262,284,133,37,1386,7,6,9,15,12,4,4,68,226,335,362,416,530,295,96,2256,172,262,259,284,317,146,41,1478,40,55,77,92,137,106,33,540,3,10,11,16,44,26,10,126,0,0,0,5,25,13,3,54,44,60,89,123,201,152,53,718,7,6,9,15,12,4,4,68,226,335,362,416,530,295,96,2256
LGA26700,14,30,90,248,415,205,42,1039,229,298,359,320,286,80,10,1587,6,10,24,63,137,81,20,344,0,0,0,4,0,0,0,7,17,28,46,83,152,79,16,422,3,3,18,54,133,84,25,330,8,5,16,12,26,6,0,77,5,11,9,15,53,39,4,133,285,327,357,335,220,47,0,1574,0,0,3,20,18,7,3,58,108,140,149,213,259,79,13,958,1374,1588,1626,1826,1427,407,69,8321,75,57,88,102,87,21,7,437,1992,2334,2558,2929,2676,889,170,13560,1441,1667,1709,1956,1558,442,72,8845,404,502,630,654,738,284,63,3284,70,97,107,162,204,104,19,761,4,8,22,57,89,44,8,232,482,610,761,872,1034,426,89,4277,75,57,88,102,87,21,7,437,1992,2334,2558,2929,2676,889,170,13560
LGA26730,14,55,103,249,399,149,16,987,304,401,381,339,287,67,5,1785,8,15,38,73,135,66,10,348,0,0,0,0,0,0,0,9,31,33,73,122,198,84,11,552,8,11,23,84,158,73,12,377,3,7,12,15,31,10,0,82,3,9,3,30,55,22,3,134,334,487,403,394,255,56,0,1927,0,4,3,17,21,18,5,67,159,239,239,286,239,79,9,1248,2070,2523,2300,2297,1700,359,26,11273,143,96,117,144,111,24,5,636,2931,3600,3415,3631,3042,785,85,17487,2160,2648,2441,2447,1822,387,36,11951,549,703,681,794,793,250,38,3806,76,147,151,200,225,87,6,882,6,4,24,47,85,34,4,211,629,856,857,1036,1103,378,49,4900,143,96,117,144,111,24,5,636,2931,3600,3415,3631,3042,785,85,17487
LGA26810,11,67,142,311,490,231,66,1326,300,399,368,343,268,94,20,1788,3,19,40,91,141,84,21,402,0,6,0,0,0,0,0,10,21,30,52,163,258,119,21,664,6,11,30,81,143,131,42,443,0,9,14,27,34,17,7,117,0,12,16,47,89,45,15,231,292,422,377,352,257,36,6,1735,0,0,8,15,29,16,4,79,111,187,220,276,300,93,15,1206,1872,2423,2366,2235,1903,526,88,11402,106,94,103,117,110,30,11,572,2582,3426,3434,3579,3368,1135,224,17756,1932,2527,2498,2396,2058,578,92,12075,467,669,671,778,847,335,66,3832,73,125,142,219,247,142,30,978,5,13,32,70,108,50,30,300,546,807,840,1064,1200,524,122,5104,106,94,103,117,110,30,11,572,2582,3426,3434,3579,3368,1135,224,17756
LGA26890,0,6,10,31,61,65,22,189,20,31,31,22,39,20,6,165,0,4,0,7,18,14,4,52,0,0,0,0,0,0,0,0,0,4,8,13,28,18,5,76,5,0,3,7,22,22,12,64,0,0,0,4,0,0,0,5,0,0,0,3,8,7,3,25,14,19,29,35,28,11,5,139,0,0,0,3,0,0,0,3,4,11,9,28,30,10,0,99,124,215,201,221,242,98,32,1132,4,7,10,6,3,6,3,34,166,272,275,341,414,219,64,1754,129,222,206,238,254,104,32,1183,28,40,44,77,124,67,23,397,3,9,19,12,28,20,8,103,0,0,0,5,9,10,7,34,36,48,60,99,158,102,34,535,4,7,10,6,3,6,3,34,166,272,275,341,414,219,64,1754
LGA26980,44,154,341,850,1299,553,108,3354,925,1498,1398,1257,882,284,31,6276,27,55,131,320,491,252,60,1328,0,0,3,3,3,0,0,10,46,113,330,657,804,386,59,2397,19,33,77,243,443,299,80,1193,12,35,40,68,77,49,12,292,8,21,23,72,116,67,19,316,1094,1698,1298,1262,756,143,15,6259,0,11,14,44,86,40,8,209,475,937,1086,1334,1213,342,51,5431,7757,12774,12281,10576,6875,1571,173,52007,315,335,378,441,371,79,12,1933,10266,16775,16462,15694,11729,3274,464,74657,8036,13335,12994,11435,7608,1760,191,55356,1679,2618,2613,3032,2811,976,158,13889,230,454,417,639,717,325,63,2843,11,26,66,142,218,132,30,632,1919,3101,3089,3815,3745,1429,261,17366,315,335,378,441,371,79,12,1933,10266,16775,16462,15694,11729,3274,464,74657
LGA27070,48,176,383,771,1150,411,69,3017,924,1463,1330,984,637,161,8,5513,14,63,129,251,338,149,23,975,0,0,0,6,5,4,0,17,61,145,417,697,871,294,46,2526,20,36,113,247,457,230,48,1153,14,28,41,77,83,28,9,270,8,19,26,59,118,54,9,291,830,1426,1257,925,511,89,6,5039,0,5,25,37,52,24,7,154,458,814,864,966,846,198,29,4168,8612,13166,12018,9379,5547,1087,101,49917,349,462,446,509,388,70,8,2226,10929,17035,16131,13728,9575,2269,255,69926,8892,13691,12576,9999,6010,1189,110,52465,1480,2465,2588,2525,2365,674,82,12184,195,385,462,560,615,249,43,2498,16,38,69,135,197,80,13,553,1690,2891,3114,3216,3177,1003,142,15231,349,462,446,509,388,70,8,2226,10929,17035,16131,13728,9575,2269,255,69926
LGA27170,12,77,171,342,531,205,36,1381,385,514,543,449,305,69,12,2273,0,10,49,104,168,73,17,439,0,0,3,0,0,0,0,6,15,54,103,157,241,92,13,676,7,24,29,100,192,93,26,484,3,9,15,22,23,11,0,92,4,16,26,25,67,27,0,163,422,623,602,499,285,62,3,2499,5,6,9,15,26,13,3,76,170,291,320,364,309,81,18,1547,2546,3122,2859,2604,1804,367,33,13331,147,134,147,170,121,31,3,763,3539,4517,4416,4324,3384,872,119,21166,2646,3277,3030,2814,1958,402,38,14177,643,899,982,1030,898,270,45,4753,104,182,214,252,280,120,15,1171,0,19,52,57,126,45,12,309,749,1103,1240,1340,1299,431,75,6234,147,134,147,170,121,31,3,763,3539,4517,4416,4324,3384,872,119,21166
LGA27260,45,205,494,965,1263,364,38,3371,1100,1790,1752,1378,830,171,12,7042,30,63,154,277,403,136,13,1078,0,0,5,3,3,0,4,19,83,197,679,1009,1085,318,27,3402,19,64,142,320,598,207,29,1386,19,47,86,75,88,23,3,343,14,29,51,90,145,65,4,395,1005,1556,1371,1144,639,79,3,5804,0,20,33,67,70,22,10,219,480,909,1203,1214,1003,202,21,5039,10372,17643,17366,11142,6017,1019,78,63639,390,470,559,606,351,76,12,2464,13116,22018,22704,16681,10666,2165,188,87535,10676,18190,18179,11889,6576,1131,91,66725,1790,2827,3311,3277,2659,654,55,14575,240,476,553,718,829,212,26,3055,16,61,108,190,249,87,16,729,2048,3358,3968,4183,3738,959,92,18359,390,470,559,606,351,76,12,2464,13116,22018,22704,16681,10666,2165,188,87535
LGA27350,68,310,472,732,1040,489,106,3215,1073,3037,2285,1299,745,233,34,8715,25,121,216,386,390,234,57,1432,0,0,0,4,6,0,0,19,57,223,380,542,600,308,46,2155,29,76,122,229,410,254,59,1184,17,49,82,77,76,39,7,345,3,36,52,65,117,70,9,354,1558,4135,2304,1272,586,122,16,9989,5,12,28,40,61,33,8,191,582,1907,1628,1297,945,328,51,6737,7938,22510,17078,10787,5591,1410,137,65454,318,735,539,469,299,75,28,2451,11059,31168,23678,15846,9518,2896,419,94588,8275,23591,18119,11598,6153,1597,153,69484,2112,5790,4217,3070,2301,814,167,18479,338,965,698,577,612,294,49,3531,15,88,109,129,151,115,25,641,2465,6844,5025,3779,3067,1224,238,22649,318,735,539,469,299,75,28,2451,11059,31168,23678,15846,9518,2896,419,94588
