POW_LGA_CODE_2021,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_19,OM_UIE_75ov_HW_20_29,OM_UIE_75ov_HW_30_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40_44,OM_UIE_75ov_HW_45_49,OM_UIE_75ov_HW_50mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_19,OM_UIE_Tot_HW_20_29,OM_UIE_Tot_HW_30_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40_44,OM_UIE_Tot_HW_45_49,OM_UIE_Tot_HW_50mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_19,CFW_15_19_HW_20_29,CFW_15_19_HW_30_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40_44,CFW_15_19_HW_45_49,CFW_15_19_HW_50mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_19,CFW_20_24_HW_20_29,CFW_20_24_HW_30_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40_44,CFW_20_24_HW_45_49,CFW_20_24_HW_50mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_19,CFW_25_29_HW_20_29,CFW_25_29_HW_30_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40_44,CFW_25_29_HW_45_49,CFW_25_29_HW_50mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_19,CFW_30_34_HW_20_29,CFW_30_34_HW_30_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40_44,CFW_30_34_HW_45_49,CFW_30_34_HW_50mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_19,CFW_35_39_HW_20_29,CFW_35_39_HW_30_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40_44,CFW_35_39_HW_45_49,CFW_35_39_HW_50mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_19,CFW_40_44_HW_20_29,CFW_40_44_HW_30_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40_44,CFW_40_44_HW_45_49,CFW_40_44_HW_50mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_19,CFW_45_49_HW_20_29,CFW_45_49_HW_30_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40_44,CFW_45_49_HW_45_49,CFW_45_49_HW_50mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_19,CFW_50_54_HW_20_29,CFW_50_54_HW_30_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40_44,CFW_50_54_HW_45_49,CFW_50_54_HW_50mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_19,CFW_55_59_HW_20_29,CFW_55_59_HW_30_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40_44,CFW_55_59_HW_45_49,CFW_55_59_HW_50mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_19,CFW_60_64_HW_20_29,CFW_60_64_HW_30_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40_44,CFW_60_64_HW_45_49,CFW_60_64_HW_50mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_19,CFW_65_69_HW_20_29,CFW_65_69_HW_30_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40_44,CFW_65_69_HW_45_49,CFW_65_69_HW_50mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_19,CFW_70_74_HW_20_29,CFW_70_74_HW_30_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40_44,CFW_70_74_HW_45_49,CFW_70_74_HW_50mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_19,CFW_75ov_HW_20_29,CFW_75ov_HW_30_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40_44,CFW_75ov_HW_45_49,CFW_75ov_HW_50mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_19,CFW_Tot_HW_20_29,CFW_Tot_HW_30_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40_44,CFW_Tot_HW_45_49,CFW_Tot_HW_50mor,CFW_Tot_HW_NS,CFW_Tot_Tot,St_Em_NS_15_19_HW_0,St_Em_NS_15_19_HW_1_19,St_Em_NS_15_19_HW_20_29,St_Em_NS_15_19_HW_30_34,St_Em_NS_15_19_HW_35_39,St_Em_NS_15_19_HW_40_44,St_Em_NS_15_19_HW_45_49,St_Em_NS_15_19_HW_50mor,St_Em_NS_15_19_HW_NS,St_Em_NS_15_19_Tot,St_Em_NS_20_24_HW_0,St_Em_NS_20_24_HW_1_19,St_Em_NS_20_24_HW_20_29,St_Em_NS_20_24_HW_30_34,St_Em_NS_20_24_HW_35_39,St_Em_NS_20_24_HW_40_44,St_Em_NS_20_24_HW_45_49,St_Em_NS_20_24_HW_50mor,St_Em_NS_20_24_HW_NS,St_Em_NS_20_24_Tot,St_Em_NS_25_29_HW_0,St_Em_NS_25_29_HW_1_19,St_Em_NS_25_29_HW_20_29,St_Em_NS_25_29_HW_30_34,St_Em_NS_25_29_HW_35_39,St_Em_NS_25_29_HW_40_44,St_Em_NS_25_29_HW_45_49,St_Em_NS_25_29_HW_50mor,St_Em_NS_25_29_HW_NS,St_Em_NS_25_29_Tot,St_Em_NS_30_34_HW_0,St_Em_NS_30_34_HW_1_19,St_Em_NS_30_34_HW_20_29,St_Em_NS_30_34_HW_30_34,St_Em_NS_30_34_HW_35_39,St_Em_NS_30_34_HW_40_44,St_Em_NS_30_34_HW_45_49,St_Em_NS_30_34_HW_50mor,St_Em_NS_30_34_HW_NS,St_Em_NS_30_34_Tot
LGA26260,0,6,6,9,3,4,4,11,0,42,38,121,91,86,61,160,59,341,18,964,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,0,0,9,0,5,0,0,0,6,0,3,0,18,0,0,0,4,0,3,0,3,0,18,0,3,3,0,3,0,4,7,0,27,0,0,3,0,0,5,0,11,0,20,0,0,4,0,0,5,6,14,0,28,0,3,5,3,0,8,3,20,0,40,3,6,10,6,3,9,0,20,3,57,0,10,0,9,0,17,4,25,0,61,0,7,6,4,0,12,0,12,4,47,8,6,5,5,4,4,0,14,10,47,13,62,46,27,12,65,18,132,16,389,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,8
LGA26350,9,59,21,11,8,14,0,9,0,135,217,950,674,442,340,584,198,575,48,4029,3,8,4,0,0,0,0,0,0,20,0,8,0,0,0,4,0,5,0,18,0,6,0,3,0,10,0,0,3,22,3,12,8,0,3,5,3,7,0,51,4,20,19,13,7,10,0,12,4,88,0,20,12,9,10,3,3,8,4,72,0,24,13,9,0,8,0,15,6,75,6,25,12,10,8,10,4,19,4,98,10,25,18,10,6,18,0,7,0,90,3,23,19,0,4,5,0,12,3,68,9,24,24,8,0,5,3,8,0,76,3,28,25,5,0,3,0,11,0,75,9,28,21,7,3,0,4,7,0,66,53,238,169,71,46,81,17,98,42,812,0,4,0,0,0,0,0,0,0,4,5,3,4,0,4,0,0,0,3,18,3,5,0,5,0,10,0,0,3,26,5,0,0,0,3,4,0,0,7,21
LGA26430,0,10,6,6,0,9,0,12,0,52,16,86,62,55,39,91,25,129,9,516,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,9,0,4,0,0,0,4,0,0,0,12,0,0,0,0,4,0,0,9,0,15,0,4,0,0,0,0,0,13,0,15,0,0,0,3,0,5,0,10,0,24,0,5,3,5,4,9,0,5,0,35,0,7,8,10,5,9,4,12,0,62,0,9,14,3,0,12,3,9,0,48,6,12,10,4,0,7,4,4,7,53,12,45,35,33,12,52,10,66,15,277,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA26490,4,12,4,5,0,0,0,9,0,36,75,399,248,165,131,269,49,198,15,1551,0,6,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,10,0,10,3,0,3,4,0,0,0,20,0,14,4,4,0,4,0,0,0,31,4,13,4,0,0,7,0,0,4,35,0,6,9,12,3,4,0,3,0,39,0,10,9,0,0,3,0,7,0,29,3,13,7,3,0,8,6,9,0,38,0,11,10,5,6,5,0,9,0,46,0,12,15,4,0,8,0,3,0,41,0,11,6,9,0,0,0,8,0,34,4,12,3,3,0,4,0,8,0,38,14,112,79,33,16,43,7,53,11,360,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,5,3,0,0,3,0,0,0,0,12
LGA26610,0,8,5,0,0,4,0,7,0,21,29,79,81,51,62,134,50,185,16,670,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,0,0,3,8,0,7,0,0,0,6,0,8,0,23,0,7,0,4,0,0,0,7,0,22,0,8,7,0,0,4,0,7,0,21,0,3,4,3,4,6,0,13,0,33,0,4,3,3,5,4,0,20,4,41,6,5,5,9,0,9,3,18,0,49,3,10,9,9,0,10,0,5,6,47,3,6,4,5,4,3,4,10,3,38,7,7,5,0,0,0,0,0,0,32,0,5,7,4,0,7,0,5,4,33,21,83,48,33,10,51,4,94,24,369,3,3,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,5,11,0,0,3,0,0,0,0,0,0,9,0,0,3,6,0,5,0,0,0,18
LGA26670,0,8,0,5,4,5,0,8,0,38,17,56,35,33,29,59,31,143,12,404,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,3,0,4,0,11,0,0,4,0,0,0,0,6,0,6,0,7,3,0,0,7,0,9,0,23,0,0,3,0,0,5,0,8,0,18,0,8,0,3,0,11,0,7,0,26,0,8,3,0,3,3,0,10,0,29,0,5,9,4,0,0,6,3,6,25,9,35,19,10,7,33,11,44,3,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
LGA26700,5,8,3,6,7,11,0,13,0,64,57,163,137,94,90,180,64,283,20,1088,0,7,3,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6,0,0,0,3,0,6,0,17,0,7,0,0,0,0,0,0,4,16,0,4,0,0,3,0,0,10,0,21,3,4,4,3,0,10,3,3,0,33,0,13,0,6,0,6,0,17,0,41,0,3,4,4,3,0,3,15,0,38,3,9,3,0,3,3,0,7,4,37,0,13,4,3,3,10,3,12,0,49,0,10,9,10,0,7,0,3,0,42,0,8,6,3,0,9,0,9,5,46,14,88,49,35,17,48,15,85,15,363,5,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,5,3
LGA26730,0,6,0,3,0,0,0,0,4,16,60,211,177,110,102,180,57,219,15,1133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,12,3,8,0,0,0,3,0,0,0,15,4,0,0,0,4,0,0,0,0,11,0,7,3,0,0,0,0,0,0,16,0,3,0,5,0,4,0,5,0,14,0,9,3,3,0,3,0,3,0,22,0,6,0,5,0,4,4,0,0,18,0,11,3,0,0,4,0,0,0,20,0,4,3,0,0,5,0,4,0,15,0,5,0,0,0,0,0,5,3,17,0,4,0,0,0,0,0,4,0,11,10,62,21,14,8,23,9,28,11,179,3,8,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,3,3,17,6,0,3,0,0,0,0,0,6,11,3,0,5,0,0,0,0,0,0,8
LGA26810,5,11,14,13,3,8,4,20,3,77,78,284,211,142,115,290,98,511,36,1767,0,11,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,12,0,6,0,0,5,0,0,9,0,16,0,8,5,0,0,5,0,8,0,31,0,6,4,0,0,0,0,12,0,31,4,4,9,0,4,8,0,7,3,34,4,6,7,7,0,4,0,10,0,31,0,7,14,3,5,4,0,18,3,49,3,17,6,4,3,13,3,27,4,78,6,16,7,6,4,7,0,21,9,66,3,11,7,4,0,9,0,23,0,60,0,10,13,4,6,4,0,11,6,54,23,100,74,31,18,58,9,150,27,485,0,4,0,0,0,4,0,0,0,8,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,3,0,0,0,12,3,0,0,0,0,4,0,3,5,18
LGA26890,0,8,12,3,0,0,0,7,3,30,8,42,30,27,22,70,31,179,8,416,0,4,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,0,9,0,5,0,0,0,5,0,9,0,16,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,5,3,5,0,15,0,0,5,0,0,5,0,13,0,22,0,4,5,3,5,4,5,13,0,32,3,3,4,0,0,0,0,18,0,31,3,0,4,4,4,6,0,11,3,36,0,3,0,3,3,0,0,5,0,28,3,0,0,0,3,5,0,6,4,27,11,25,17,17,15,35,10,99,14,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26980,7,53,15,7,3,3,0,5,0,98,201,1135,771,422,371,670,153,433,65,4223,0,11,0,0,0,0,0,0,0,20,4,10,0,0,0,3,0,0,3,28,0,6,9,0,5,7,0,0,4,27,7,29,16,8,16,17,0,5,0,95,7,40,29,7,9,21,4,8,0,124,3,47,25,5,14,14,0,9,9,121,3,30,26,14,15,20,0,11,7,129,7,28,24,5,8,17,0,13,0,98,5,21,19,6,5,9,3,11,0,79,11,28,12,5,4,10,0,0,0,72,3,24,10,0,0,4,4,6,0,44,8,30,9,3,0,0,0,5,4,53,4,12,7,0,4,0,0,0,3,40,57,323,181,66,73,111,15,71,36,923,0,4,0,0,0,0,0,0,3,4,5,3,8,0,3,5,0,0,7,28,4,0,0,0,4,0,0,0,8,25,6,0,0,0,3,0,0,0,9,22
LGA27070,0,16,4,4,4,0,0,3,0,36,251,964,730,406,460,744,181,489,81,4300,0,11,3,0,0,0,0,0,4,20,0,13,0,0,0,0,0,0,4,20,5,21,7,0,0,0,0,0,6,44,7,20,21,12,0,7,0,9,15,95,11,35,19,7,13,19,0,12,5,127,5,21,19,11,10,11,6,11,9,95,8,25,7,7,7,11,4,6,0,77,4,14,17,13,4,17,0,13,4,82,8,22,11,11,3,3,3,11,3,80,6,18,9,7,4,12,0,7,5,62,3,14,10,6,0,11,0,4,4,39,4,15,3,3,0,0,0,0,4,27,0,9,0,0,0,0,0,0,5,20,74,241,121,63,55,88,11,84,57,795,0,4,0,0,0,0,0,0,0,11,0,4,0,4,4,10,0,0,12,33,3,6,0,7,8,7,0,3,23,56,3,9,9,6,3,8,4,3,15,50
LGA27170,0,8,0,7,0,0,0,4,4,26,48,192,150,90,101,170,58,227,18,1056,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,10,0,5,0,0,5,0,4,3,3,13,0,4,6,0,0,0,0,0,0,13,0,3,0,3,0,0,0,4,0,16,3,8,0,3,0,3,0,5,0,18,0,7,0,0,0,0,0,0,0,19,4,4,6,0,0,0,0,3,0,18,0,4,3,0,0,0,0,4,0,20,6,4,3,4,0,4,0,0,0,19,15,58,30,13,12,12,5,24,13,173,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,5,3,11,0,0,0,3,5,0,0,3,5,13
LGA27260,0,12,4,5,0,3,0,0,0,31,317,1052,938,518,505,875,217,538,109,5066,0,20,4,0,0,0,0,0,0,28,0,7,8,3,6,0,3,0,3,26,7,18,10,3,6,11,0,0,0,50,6,37,24,8,12,19,0,12,10,119,9,62,42,21,12,31,3,10,14,209,12,54,35,13,9,22,5,24,10,180,8,37,19,16,4,14,5,14,8,120,12,22,14,13,9,15,5,12,0,91,10,25,10,13,8,13,3,12,0,95,9,20,13,0,6,10,0,10,9,77,0,17,6,0,0,5,0,5,4,40,5,7,4,0,0,0,0,3,0,21,3,8,4,0,0,0,0,3,4,14,87,330,189,100,61,138,26,104,56,1085,3,5,0,0,0,0,0,0,4,7,0,3,6,5,0,5,0,0,14,42,0,7,9,0,4,8,0,4,23,61,10,6,7,0,10,17,0,0,30,83
LGA27350,4,39,16,12,8,15,0,9,3,101,227,965,693,515,375,851,218,688,62,4597,5,3,0,0,6,0,0,0,0,9,0,4,3,0,0,4,0,0,0,13,0,4,0,0,4,4,0,3,9,24,3,16,6,0,8,6,0,12,6,56,0,19,10,5,3,6,0,10,5,57,8,12,5,8,7,14,4,6,0,64,9,13,6,5,0,9,7,10,6,68,5,17,13,4,0,5,0,15,0,59,0,16,4,5,3,6,0,9,5,49,6,21,3,6,3,7,0,7,3,62,7,19,14,0,3,3,0,8,4,54,7,9,14,0,5,5,0,5,0,42,3,19,11,6,0,0,0,0,4,43,61,171,96,41,43,53,17,93,46,614,3,6,0,0,0,0,0,0,0,16,9,0,0,0,3,3,0,0,9,27,6,3,0,4,3,6,0,3,11,31,9,0,8,3,6,9,0,4,15,55
LGA27450,3,32,18,10,4,16,0,12,0,90,292,1119,743,515,420,711,213,602,58,4676,6,22,0,0,0,0,0,0,0,22,0,8,0,0,0,0,0,0,0,17,0,8,0,0,0,4,0,0,4,22,0,23,9,7,0,7,0,0,0,67,0,24,9,0,5,6,0,11,3,65,9,28,11,8,6,11,0,17,4,88,4,29,18,7,5,0,0,20,4,87,6,27,18,10,10,16,0,17,3,95,4,42,24,11,3,17,0,24,0,126,10,41,23,8,6,8,9,10,3,118,7,33,19,9,7,9,0,14,3,107,9,30,20,15,4,8,3,6,4,93,3,22,13,11,0,3,5,4,3,65,74,328,159,81,45,97,20,128,29,960,0,5,4,0,0,0,0,0,3,13,4,0,0,0,3,0,0,0,4,14,3,0,0,6,5,0,0,0,4,22,0,0,3,0,0,0,0,0,7,16
LGA27630,0,6,7,3,0,3,0,9,3,26,13,37,33,15,8,69,21,125,4,318,0,3,8,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,7,0,8,3,0,0,3,3,0,0,6,0,23,0,0,0,0,0,0,0,11,3,26,3,0,0,0,3,7,3,7,0,26,0,0,6,0,0,5,4,0,0,15,0,4,0,0,0,5,0,4,0,21,0,7,8,9,4,6,0,0,3,30,8,31,24,14,11,22,8,52,7,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,7,12,15,6,11,10,0,21,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,7,6,8,8,0,0,9,0,13,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,63,212,61,33,11,20,0,40,7,453,2863,9179,5931,3917,3255,6478,1546,3640,523,37324,10,32,5,3,0,3,0,0,10,65,7,24,4,4,5,9,0,0,8,66,6,36,13,3,4,8,3,7,4,89,22,66,41,10,14,15,0,14,17,217,28,80,42,22,16,26,6,25,20,257,32,73,35,20,14,15,4,25,6,230,35,62,40,11,9,21,0,20,18,215,35,61,42,24,6,29,6,30,8,232,34,71,46,18,9,16,5,32,10,240,50,70,29,10,11,20,0,22,13,226,42,85,23,15,11,13,0,19,7,214,27,61,18,12,0,15,4,27,13,163,45,86,28,8,9,19,3,22,22,240,378,802,360,156,106,216,35,250,151,2452,7,7,0,0,0,3,0,0,12,35,8,20,11,10,11,18,0,13,18,97,12,14,11,8,16,21,0,21,46,149,17,23,26,13,9,45,5,20,33,192
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
